dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,nzd0279-0050
2005-07-12 21:41:47.390000,L5,,403.16,396.50,400.24,400.58,408.65,407.88,,,,346.84,408.70,401.48,401.14,385.55,389.37,378.55,354.07,363.46,359.10,359.21,347.26,317.63,326.98,319.92,312.56,298.15,331.01,345.02,333.40,331.70,345.95,355.95,354.52,357.41,324.10,,339.63,363.26,,,,,,,,,,,,304.08,268.81,351.87,346.05,286.33,338.37,290.26,334.13,344.85,340.12,341.99,352.10,350.36,346.38,329.45,340.97,339.73,341.67,352.73,333.15,,,,317.40,14.75,49.32,72.26,112.98,372.68,,
2005-08-29 21:42:10.705000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.84,383.04,382.08,372.78,374.51,363.08,362.46,368.15,387.31,403.37,320.25,395.44,429.49,419.97,405.19,391.09,376.13,380.88,373.00,364.69,346.14,360.00,371.98,,,,,,,,,,,,,,,,,,,156.31,96.76,133.88,178.29,196.80,222.47,394.94,393.48,389.74,356.61
2006-01-20 21:44:01.121000,L5,,,,,403.67,406.17,404.32,363.23,336.96,326.81,374.64,384.29,388.23,390.30,387.45,390.01,379.55,373.46,370.50,348.24,346.25,314.55,319.18,324.65,319.30,311.99,300.86,296.03,325.30,304.53,313.30,286.98,285.82,,,,,,,,,,,,,,,,,,,,,,242.03,335.33,338.62,331.13,332.01,327.39,329.99,324.55,329.95,323.44,,,,,,,,,,313.38,383.91,366.59,252.78,364.68,362.76,,
2006-02-21 21:44:44.561000,L5,,404.05,394.61,399.53,405.90,402.51,402.31,407.47,391.64,417.94,427.54,412.71,389.62,390.09,378.25,379.65,379.33,374.18,357.09,356.56,345.12,322.04,316.13,319.23,317.22,310.80,294.40,291.99,308.31,313.16,317.82,285.00,277.30,,,,,,,,,,,,,,,,,,,,,,240.66,321.75,343.47,335.86,332.27,334.39,,,,,,,,26.85,30.73,51.21,52.21,,,358.66,383.73,282.13,65.02,116.54,370.26,,
2006-03-09 21:45:04.554000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.85,403.65,399.70,389.92,378.66,370.37,378.42,,,,,,,,,,,,,,,,,,,,150.22,109.67,150.74,189.86,208.38,235.49,248.37,259.69,408.51,370.05
2006-04-10 21:45:40.863000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.97,419.62,416.81,411.16,396.63,400.16,388.85,387.41,382.15,372.17,376.76,,,,,,,,,,,,,,,,,,,19.45,144.72,104.95,151.95,188.27,211.03,239.07,254.31,261.64,282.72,372.09
2006-04-26 21:45:56.580000,L5,,,394.64,401.96,401.39,400.15,394.51,405.18,413.26,433.45,440.85,416.30,395.79,398.57,389.47,380.35,374.22,370.85,363.57,349.55,348.35,329.44,332.15,329.44,332.87,316.49,325.75,310.12,330.19,300.70,336.09,338.13,343.14,332.72,339.25,323.87,,,,,,,,,,,,,,,,325.74,342.59,341.66,316.72,331.36,337.77,323.01,329.89,318.15,268.49,330.65,341.47,336.11,337.31,320.29,334.43,345.71,338.34,353.07,,,268.18,368.11,21.55,49.37,73.29,117.67,370.69,333.69,
2006-06-13 21:46:37.602000,L5,,404.10,396.58,399.51,398.37,402.73,405.14,411.15,418.46,437.71,446.28,426.90,414.10,404.54,393.98,390.42,384.70,384.71,358.15,353.24,354.12,347.29,322.01,343.00,339.57,337.96,313.10,334.66,335.06,304.61,330.62,350.01,357.22,355.01,359.23,347.85,,,,,,,,,,,360.00,354.54,345.08,342.50,331.46,341.85,348.99,350.55,329.25,340.63,342.85,346.95,342.79,312.39,337.17,346.69,347.84,341.50,343.63,334.92,342.46,349.54,349.97,354.35,,,,371.86,20.05,49.89,76.49,118.48,378.58,359.05,
2006-07-31 21:47:18.646000,L5,378.15,373.69,348.96,371.27,369.02,353.35,355.26,370.84,412.95,442.56,448.11,437.94,414.54,395.23,390.58,379.03,375.42,362.26,351.84,357.73,348.90,343.15,309.66,319.03,313.97,298.69,260.10,255.67,,,,,,,,,,,,,,,,,,,,,,,324.48,329.89,339.16,342.95,331.71,333.89,337.52,331.94,342.47,333.70,336.28,345.24,344.65,347.14,333.35,,,,,,,,,,26.19,60.18,75.72,118.62,378.55,361.57,
2006-09-01 21:47:43.231000,L5,,401.17,391.00,398.67,397.36,395.33,397.67,376.39,378.37,439.05,451.28,434.99,414.65,402.89,388.21,386.85,374.86,363.79,355.99,350.66,345.02,342.05,334.48,340.21,336.77,329.42,317.21,317.12,325.57,320.03,331.61,334.31,334.86,341.45,338.21,329.29,,332.57,370.52,367.40,,,,,,,,,,,320.30,331.49,346.90,336.87,314.87,324.59,330.80,327.40,330.59,320.44,327.92,345.85,341.28,341.44,336.76,337.09,343.49,337.81,328.97,344.70,,,128.95,163.42,373.16,377.63,379.18,381.86,380.14,296.66,
2006-09-17 21:47:54.852000,L5,,,,,,,,,,,,,,,,,,,,,,,377.79,378.43,368.12,366.12,365.70,363.06,356.20,355.21,365.19,375.10,373.64,373.34,379.92,365.26,363.61,374.06,401.43,401.42,298.96,382.30,403.68,409.22,388.85,374.55,372.34,372.13,376.94,371.25,365.79,370.30,368.48,,,,,,,,,,,,,,,,,,,142.41,101.28,134.08,175.86,202.72,237.60,252.03,262.98,397.66,362.30
2006-12-06 21:48:41.029000,L5,374.23,357.12,342.74,350.31,340.86,339.66,344.53,322.38,327.97,377.50,398.21,374.80,369.33,360.82,353.20,341.25,330.34,316.14,311.01,308.05,291.69,283.55,277.95,284.99,290.37,284.06,252.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.82,299.09,297.14,285.77,293.15,275.34,288.82,285.82,282.15,286.45,,,,,4.44,11.32,18.87,122.74,112.40,330.61,344.74,331.00,333.24,331.08,320.67,93.54,
2007-02-08 21:49:02.527000,L5,,400.03,396.82,401.24,397.19,393.45,387.52,396.16,374.81,417.15,429.38,377.90,385.74,384.45,360.98,354.85,364.73,350.24,342.66,321.73,338.98,295.20,291.80,306.76,303.17,302.41,275.15,279.15,274.97,278.66,271.36,270.92,269.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.51,42.93,63.14,119.28,,,
2011-01-02 21:43:59.020000,L5,,,,,410.07,413.82,417.07,428.37,427.85,435.71,452.79,438.33,432.57,421.84,412.30,407.50,384.66,379.70,372.87,363.73,362.02,348.84,348.95,362.79,358.38,359.09,358.68,354.21,357.28,345.18,348.79,354.89,353.68,356.22,357.10,346.25,356.76,368.33,387.10,384.64,301.64,388.81,405.93,387.18,382.38,372.73,371.88,376.96,366.11,359.30,355.32,359.46,362.38,357.88,349.47,347.35,341.83,339.21,337.15,339.03,350.35,342.57,339.22,350.70,349.49,349.53,352.44,354.11,361.03,359.73,262.64,310.35,369.87,372.93,376.60,355.61,253.40,377.75,382.79,384.59,361.60
2013-04-29 21:55:51.104000,L8,,,,,,405.52,412.65,423.95,443.40,422.98,428.20,,438.07,397.56,393.97,382.77,381.96,370.47,355.49,352.65,350.96,342.76,342.26,345.03,340.00,340.87,341.61,341.03,341.94,344.19,346.67,348.61,350.87,355.29,359.54,353.02,368.42,365.00,371.12,373.07,274.93,388.78,395.60,395.49,392.09,378.92,377.70,374.04,363.98,360.29,352.35,349.01,344.52,345.36,339.12,338.91,336.09,332.36,333.53,337.25,335.20,330.53,331.19,331.44,335.55,334.76,337.57,338.18,342.01,42.85,349.38,354.79,364.63,368.42,13.32,55.04,116.39,145.79,368.25,357.33,354.60
2013-05-31 21:56:07.688000,L8,,,396.45,400.98,393.37,397.14,402.54,406.87,411.11,422.55,452.81,421.33,409.04,398.32,393.17,381.38,380.05,367.42,355.64,351.36,345.49,340.88,338.75,339.35,338.57,340.56,338.10,339.17,338.25,339.19,342.10,345.90,346.31,353.84,356.06,349.23,357.40,360.19,366.79,370.97,363.76,389.23,395.88,393.81,388.78,376.40,372.98,371.11,364.81,359.62,349.66,348.23,344.57,343.64,339.59,337.97,337.29,332.35,334.18,332.84,333.90,330.38,332.15,330.13,333.99,336.33,340.79,26.18,18.56,34.29,45.71,347.39,364.68,367.06,367.63,366.09,244.74,371.07,278.62,356.75,354.12
2013-07-18 21:56:02.364000,L8,,403.89,391.34,395.37,390.32,395.29,400.47,405.65,411.07,421.37,427.16,417.69,407.84,396.64,387.79,378.21,375.94,367.06,354.83,350.38,348.15,338.05,338.97,343.38,338.41,337.44,340.13,338.42,334.29,340.41,341.59,345.31,343.83,350.97,353.24,346.69,354.32,362.86,364.76,365.90,334.91,387.81,394.86,390.25,385.27,376.47,370.82,365.94,363.33,358.43,346.14,345.44,343.56,339.08,336.47,336.54,334.71,330.13,329.81,329.91,332.13,328.99,332.01,330.39,335.82,335.24,337.54,338.77,18.05,347.60,343.08,337.59,360.80,367.28,370.98,368.31,236.87,370.78,368.12,297.18,352.88
2013-08-19 21:56:06.167000,L8,,,,,,,413.35,424.85,442.24,451.22,445.62,421.53,410.92,402.18,395.38,381.27,380.02,367.20,359.31,353.56,348.07,341.52,341.53,345.42,342.34,340.38,343.42,342.33,342.65,343.72,345.78,349.20,346.65,354.15,354.43,352.33,355.99,364.27,368.58,371.96,365.24,389.62,397.18,392.76,386.60,377.78,372.91,369.16,363.94,359.53,347.55,346.23,346.46,341.41,337.27,338.25,335.96,330.58,331.60,331.76,333.97,332.92,332.28,330.57,335.27,335.89,337.85,339.07,342.56,348.30,336.79,346.51,360.79,131.56,372.49,203.95,368.16,371.80,275.29,356.37,354.79
2013-10-06 21:55:57.648000,L8,,,,,,,,,,,,,,,,,389.89,395.40,380.72,370.12,,343.70,342.89,373.19,342.03,342.08,345.86,340.67,339.51,342.15,349.00,348.69,373.91,363.66,358.62,352.76,354.01,362.25,366.05,370.43,368.35,390.25,398.08,394.22,385.18,377.44,372.92,369.37,363.09,359.48,350.45,346.34,344.21,341.33,339.35,340.34,334.23,330.40,331.23,329.77,331.71,329.26,331.85,332.95,330.77,336.41,337.03,338.21,343.14,346.60,337.46,348.02,361.14,365.43,367.57,362.68,367.99,368.75,365.95,353.77,354.19
2014-02-11 21:54:56.823000,L8,,,,,,,,,,,,,,417.10,403.62,397.24,392.94,390.86,379.94,366.69,359.80,364.09,361.19,367.07,367.47,360.48,368.92,366.18,363.38,341.73,368.66,379.57,377.72,370.71,355.69,357.06,360.03,364.61,363.89,368.08,370.49,389.19,396.97,394.58,387.74,379.89,371.60,368.65,363.88,359.05,350.85,346.91,343.75,341.33,336.90,338.14,334.84,330.96,331.48,332.02,332.31,330.64,331.61,332.06,335.61,333.78,338.16,337.91,342.61,348.10,275.05,348.69,105.60,365.64,368.62,366.29,367.03,254.66,366.20,296.20,356.59
2014-02-27 21:54:44.238000,L8,,,,,419.94,398.36,404.11,410.07,413.13,423.24,,425.64,409.73,399.00,394.75,383.12,378.22,367.56,355.10,351.06,346.28,340.54,336.12,338.93,338.91,336.01,336.30,336.64,332.63,336.33,339.96,345.23,343.65,352.69,354.14,351.15,359.11,357.74,363.88,368.95,375.00,387.86,394.41,397.05,392.66,384.17,378.76,378.15,372.29,365.08,358.03,354.06,346.03,347.02,342.73,341.34,335.94,333.00,332.60,330.73,331.44,328.22,331.84,332.93,335.80,334.40,339.35,26.17,18.18,11.96,45.19,353.38,362.02,365.92,369.14,212.04,369.94,370.30,367.79,354.71,358.48
2014-05-02 21:53:46.331000,L8,,,,,,,,,,,,,,,,405.44,379.04,383.68,363.15,356.29,341.72,342.48,342.30,348.93,340.65,340.97,341.16,338.10,342.42,341.33,346.83,342.73,347.28,352.41,354.84,344.60,351.83,365.03,367.94,380.06,380.33,391.50,401.74,394.70,389.37,376.69,373.83,369.23,367.65,363.41,353.54,349.22,351.25,349.20,343.61,343.91,340.20,339.74,336.31,343.78,340.73,343.66,335.47,335.91,339.88,344.03,343.31,344.06,345.57,4.43,345.01,354.54,368.95,373.06,372.94,371.11,372.21,370.06,369.66,301.99,355.63
2014-05-18 21:53:35.635000,L8,,,,393.10,390.70,400.85,410.82,409.43,414.29,430.55,429.87,416.93,411.06,403.68,395.93,380.91,380.96,366.27,358.30,354.29,349.34,340.15,342.27,345.77,339.90,341.01,344.36,340.53,339.66,343.95,342.93,344.37,347.77,355.70,357.24,350.89,357.06,363.10,370.28,372.54,384.83,390.50,399.24,395.11,389.51,377.65,376.27,371.00,367.48,361.73,352.23,349.56,347.62,344.83,341.65,339.81,336.73,332.72,334.49,333.61,335.02,330.38,331.98,333.57,338.83,337.20,338.28,24.92,15.60,10.80,43.87,348.11,364.55,370.53,14.39,56.71,117.03,145.26,127.73,355.41,354.96
2014-06-19 21:53:47.342000,L8,411.08,392.62,391.47,392.87,392.40,398.41,405.57,408.48,413.97,425.50,437.74,418.09,409.33,401.58,394.33,380.76,379.06,366.50,357.62,353.00,347.69,339.93,340.53,344.70,340.11,339.99,343.76,339.96,338.82,342.36,347.79,359.91,352.76,366.45,374.67,390.13,368.04,376.46,370.11,372.76,395.62,413.08,,,,,,386.26,368.93,362.97,352.38,348.91,346.67,347.63,343.16,341.39,337.84,332.71,334.70,335.07,337.46,335.69,334.65,335.87,339.35,337.69,346.06,,4.82,,20.80,5.89,170.39,,340.43,,55.22,61.21,23.59,75.01,354.91
2014-08-06 21:54:05.764000,L8,,,391.75,389.06,392.18,397.06,403.15,408.33,415.19,426.46,433.07,418.69,410.27,399.08,394.35,382.12,379.46,367.55,359.20,353.34,349.74,340.60,343.28,344.94,339.97,341.80,342.79,338.75,338.19,342.09,342.98,347.03,346.64,355.70,355.52,349.38,355.60,362.45,368.21,369.53,367.36,388.85,400.06,392.34,385.04,374.51,371.68,368.38,363.44,361.78,351.31,347.78,345.10,345.76,340.72,340.78,335.95,332.04,332.22,332.36,334.45,329.93,334.02,333.19,338.84,339.78,340.69,24.61,16.15,31.13,45.63,328.74,105.56,367.23,371.22,365.71,369.68,370.07,369.92,357.30,350.19
2014-09-07 21:54:12.743000,L8,,,381.50,386.22,389.67,395.01,400.07,406.75,412.30,421.08,427.17,414.42,409.93,397.31,391.16,380.20,371.00,366.33,355.84,351.07,344.32,339.03,337.12,337.63,338.42,335.54,337.36,336.94,331.51,337.47,341.11,345.95,344.96,355.83,351.33,347.69,343.30,351.05,363.90,367.69,366.98,388.63,398.76,383.98,380.59,369.10,370.54,366.28,355.52,357.40,346.83,342.14,342.39,339.58,336.30,334.98,331.96,330.97,330.55,329.32,331.18,328.82,332.28,331.68,333.11,335.74,336.69,338.72,341.64,346.65,44.95,339.60,359.72,368.25,367.01,363.33,366.70,367.94,366.24,353.01,350.18
2014-09-23 21:54:09.418000,L8,,,,,398.56,410.58,418.53,411.02,418.01,451.70,449.58,423.74,411.53,404.68,397.47,385.83,,,,,352.81,347.07,342.57,346.65,342.42,343.50,343.72,341.77,342.50,344.30,348.38,351.07,351.39,357.22,357.55,357.32,358.55,363.83,371.18,372.87,371.68,390.68,401.61,396.39,388.79,378.98,376.10,372.94,366.63,361.96,353.45,349.41,347.40,345.83,342.04,340.25,337.27,336.98,335.18,336.75,336.80,336.35,335.42,336.57,340.57,339.39,343.05,345.98,350.33,351.21,341.38,352.17,366.21,371.48,373.26,369.87,373.65,374.55,371.99,358.28,357.43
2014-10-25 21:54:16.772000,L8,,,,399.80,403.91,397.27,404.34,409.26,415.20,425.69,435.44,418.57,411.63,403.56,395.53,382.97,380.82,368.45,359.65,353.91,348.97,341.17,340.33,344.66,342.41,340.39,342.17,340.90,337.32,342.77,346.70,347.96,349.08,358.33,358.94,356.41,362.40,363.04,372.32,376.41,376.19,392.57,401.23,393.81,389.16,377.38,371.87,372.93,368.53,360.51,354.50,351.75,345.39,342.03,338.92,339.11,336.73,334.09,335.27,333.84,335.86,333.83,334.20,334.26,337.39,338.28,340.20,26.64,20.06,34.03,38.89,356.22,365.16,369.78,370.85,367.14,372.84,373.04,368.41,353.48,355.05
2014-11-10 21:54:18.528000,L8,,,,,402.01,395.69,402.82,408.75,415.03,423.49,429.74,423.97,410.99,399.89,394.02,382.09,381.89,369.40,356.39,352.12,349.23,339.92,339.06,343.24,340.79,340.17,339.60,339.06,334.69,340.80,343.74,348.26,348.47,356.83,357.46,351.02,349.60,358.18,367.32,371.90,376.83,390.53,400.10,392.75,385.99,374.97,371.35,373.33,365.94,362.72,352.20,347.67,345.04,341.70,339.50,337.68,335.57,333.26,333.72,334.08,335.16,332.18,333.99,335.38,338.53,339.85,338.82,28.58,28.03,40.74,44.99,355.53,364.22,371.05,11.44,48.94,102.87,134.11,364.72,351.87,359.11
2014-12-28 21:54:07.841000,L8,,,,,,,,,,,434.20,427.19,413.52,405.82,397.75,384.55,381.54,,,,355.21,343.17,344.27,348.86,343.42,343.78,347.34,345.26,344.77,347.61,344.52,353.80,354.54,356.74,362.45,357.80,381.82,372.41,377.98,377.44,382.13,391.73,398.62,403.48,393.82,388.03,379.85,377.93,391.28,357.80,350.27,352.21,347.97,348.61,340.82,345.45,340.68,337.48,334.67,340.21,350.25,333.35,333.79,334.27,339.68,340.64,342.18,340.96,346.20,352.00,349.13,356.57,365.07,371.09,376.12,212.17,373.27,372.57,369.16,355.47,340.39
2015-04-03 21:53:26.876000,L8,,,380.48,383.83,383.59,386.22,395.94,403.27,408.89,418.87,423.72,410.98,404.01,395.63,389.00,377.80,368.03,363.38,353.30,349.09,340.33,335.85,332.78,334.89,335.71,333.97,334.27,333.69,328.67,332.73,337.32,342.64,341.21,346.81,349.38,343.79,343.72,349.91,360.47,365.96,337.73,380.53,390.20,381.68,379.64,370.88,367.37,363.85,354.35,354.55,342.43,342.46,338.04,336.27,334.93,332.53,330.06,329.15,330.54,328.96,327.75,326.03,329.13,329.30,330.65,330.47,334.70,335.68,339.29,346.13,45.17,309.41,361.30,365.92,15.69,64.33,110.35,130.56,362.47,348.13,346.64
2015-04-19 21:53:26.711000,L8,397.49,389.22,377.39,381.88,379.24,388.06,395.05,400.40,408.31,419.10,424.63,410.08,402.74,394.80,387.68,377.14,369.78,364.05,351.36,349.31,341.17,335.84,333.76,337.42,335.89,333.23,335.81,333.09,328.70,334.56,337.56,343.77,339.92,348.44,350.65,342.43,344.41,345.22,360.05,365.56,370.53,382.34,392.33,381.10,381.27,341.73,361.61,361.15,349.95,354.76,339.79,344.28,340.75,334.60,335.76,333.39,332.09,329.72,330.45,330.34,329.16,326.36,329.19,328.59,332.04,332.72,335.37,29.67,22.32,38.71,47.96,149.16,361.71,365.57,16.56,58.71,113.18,130.45,363.87,351.26,344.28
2015-05-05 21:53:12.716000,L8,,402.37,384.17,386.56,389.24,396.10,402.18,407.46,415.89,424.59,432.07,415.49,409.33,400.73,394.63,380.91,379.21,365.44,358.03,355.35,348.23,339.84,342.35,345.60,340.90,341.34,344.87,340.71,341.48,345.35,347.60,347.72,348.41,355.91,358.41,356.28,364.03,368.81,370.85,373.17,392.46,394.42,400.43,399.76,392.76,389.20,382.10,376.84,373.26,366.99,359.95,351.86,352.60,351.44,342.78,344.21,342.07,339.25,337.77,339.10,338.43,334.65,334.21,337.28,342.68,345.28,347.64,27.57,19.16,11.90,45.96,336.34,372.19,374.57,376.25,372.81,374.84,372.14,371.96,358.26,364.41
2015-06-06 21:53:16.624000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.64,23.82,34.67,32.04,147.02,121.91,159.84,184.46,214.48,242.92,260.28,280.27,288.82,
2015-08-25 21:53:51.592000,L8,,,,,,,407.59,412.26,416.01,427.70,438.24,422.51,418.08,409.21,403.93,334.19,,,,,,349.50,348.46,347.23,344.17,344.45,344.95,342.95,344.45,344.48,346.29,350.02,349.93,356.30,356.97,353.02,358.02,360.83,367.79,375.23,369.40,392.81,401.69,398.16,389.30,379.79,373.78,372.02,367.07,363.61,354.79,349.59,344.40,345.68,341.94,340.69,338.60,335.31,335.58,335.60,337.04,332.74,339.42,340.35,340.21,325.27,369.39,343.12,,,26.61,83.09,146.99,145.30,,,,,,,355.08
2015-10-12 21:54:05.008000,L8,,389.33,380.26,385.09,385.95,388.72,396.52,401.63,411.48,419.93,425.70,413.11,404.44,396.33,388.34,380.70,371.05,366.39,353.90,350.14,343.15,338.60,332.96,337.27,337.44,333.39,334.44,333.26,329.20,332.43,337.73,344.59,342.61,348.14,349.43,344.64,343.07,348.67,360.85,363.07,364.12,386.18,392.76,382.46,380.08,366.95,364.67,363.31,354.71,355.75,346.43,342.32,337.49,333.22,332.40,333.67,328.72,327.59,327.36,325.73,326.45,325.09,326.73,326.25,328.77,328.96,332.15,24.91,22.42,39.04,39.23,303.13,355.89,363.47,362.84,359.98,362.65,364.41,362.15,348.24,347.90
2015-10-28 21:54:10.619000,L8,395.40,385.22,378.64,383.71,382.08,387.05,395.43,400.53,410.08,419.62,425.14,410.49,403.74,395.02,388.20,377.82,368.88,364.18,352.46,348.94,341.52,336.35,331.61,335.54,336.11,332.50,332.73,333.02,328.19,332.29,336.70,343.38,341.09,348.22,347.55,343.89,335.68,344.36,359.60,362.62,366.42,384.77,391.54,377.16,377.69,363.11,361.66,362.46,348.59,354.77,342.35,341.85,337.42,333.49,333.91,332.23,329.55,327.09,327.32,326.86,327.42,325.78,328.00,326.99,330.24,333.90,334.41,29.12,23.72,37.85,46.04,300.78,116.30,364.52,24.42,64.48,113.93,128.59,363.37,347.84,347.25
2015-11-13 21:54:10.716000,L8,415.37,391.88,381.72,383.74,386.96,389.08,394.13,402.82,412.50,420.02,425.48,412.21,407.29,397.79,388.20,380.46,372.50,365.94,355.11,351.27,342.25,337.55,332.88,337.69,336.29,332.55,334.47,333.66,329.53,334.17,337.84,345.26,342.68,346.28,348.72,344.31,335.03,343.51,360.96,361.90,367.15,386.38,392.34,379.83,376.80,363.19,364.85,365.36,353.60,356.14,347.25,341.77,338.16,333.08,333.66,332.51,328.51,327.32,327.67,326.21,324.88,324.96,326.71,328.62,329.63,331.46,331.38,29.82,24.24,38.59,45.30,300.92,359.40,365.88,183.30,363.69,255.73,368.41,365.40,337.46,349.67
2015-11-29 21:54:13.512000,L8,,396.25,379.18,385.23,386.85,392.38,399.11,406.71,417.92,422.08,423.24,411.63,406.42,399.86,389.15,378.97,372.88,362.57,355.80,345.63,345.05,336.84,334.81,337.69,336.76,334.55,334.54,334.22,330.73,336.89,337.43,345.03,344.41,349.81,349.60,345.63,337.45,346.81,360.12,361.75,368.60,386.01,391.77,380.80,378.21,364.27,365.87,363.54,354.34,356.98,344.60,341.15,336.37,337.36,336.94,334.82,332.70,326.56,328.51,320.17,322.69,321.42,323.34,326.32,329.36,313.44,310.31,263.82,332.96,341.95,,,,,344.64,348.64,354.27,320.27,116.33,129.96,348.83
2015-12-15 21:54:12.402000,L8,403.04,389.91,381.59,385.98,385.41,388.66,396.32,406.15,413.57,419.79,426.31,414.29,410.95,398.71,390.82,381.25,370.19,365.57,356.67,352.16,346.69,339.72,335.23,337.57,338.93,336.18,341.96,339.75,332.74,341.35,341.95,349.46,349.86,354.74,357.09,355.91,361.08,362.81,366.76,370.61,382.21,388.79,395.82,394.71,387.84,381.56,376.12,373.63,364.87,361.77,351.73,345.20,344.81,339.75,339.06,339.02,334.76,333.79,333.68,331.30,331.33,328.10,330.75,331.86,332.27,334.00,335.83,336.82,341.67,41.65,270.52,351.51,360.64,367.07,11.06,52.75,112.48,133.75,124.34,356.11,360.43
2016-01-16 21:54:09.540000,L8,,,384.78,386.39,387.13,394.41,399.95,408.14,415.51,423.80,428.30,414.20,410.04,399.96,393.90,383.22,376.94,365.72,356.43,354.36,342.72,339.85,340.23,342.96,340.35,340.59,343.04,340.39,337.59,343.46,343.37,347.78,350.10,357.00,358.24,353.53,363.03,364.02,372.57,375.75,388.49,390.26,396.26,394.66,390.28,385.30,378.13,374.81,367.69,362.54,352.76,350.23,346.43,341.77,340.14,340.71,338.49,333.61,335.19,333.50,333.87,328.96,330.60,333.42,334.80,336.08,338.38,340.06,343.93,348.77,270.12,355.44,364.92,370.92,373.87,370.85,373.61,374.54,373.19,356.00,357.50
2016-02-01 21:54:07.333000,L8,,,,397.35,386.60,395.80,401.38,407.34,416.10,423.12,434.79,417.07,411.80,400.75,395.24,385.51,374.56,366.02,357.82,354.42,348.16,342.47,338.95,349.18,343.66,341.96,349.53,344.02,345.42,350.82,347.44,353.76,353.64,358.78,387.24,377.83,,396.48,375.47,378.15,389.70,391.86,398.87,402.17,393.29,397.55,381.14,376.73,375.25,365.07,357.74,351.58,351.85,344.91,340.73,340.72,336.73,335.79,337.10,336.33,338.43,333.59,332.37,333.98,335.26,340.54,342.51,343.85,349.71,352.40,352.13,358.41,368.00,375.64,379.37,379.18,381.50,380.95,378.30,357.42,364.56
2016-02-17 21:53:58.323000,L8,396.59,385.07,378.61,379.90,380.55,384.85,403.00,404.21,431.82,441.76,450.20,,,,404.11,397.07,398.37,387.86,380.30,359.79,360.20,361.33,374.98,343.86,338.25,357.38,365.88,368.53,367.44,375.11,368.79,391.62,351.77,355.83,358.78,358.42,365.43,370.91,369.03,373.28,382.31,389.85,398.37,396.17,390.77,384.35,377.78,375.41,369.19,364.16,354.22,349.48,348.71,344.55,341.22,340.63,339.94,338.91,334.17,336.31,336.12,334.26,332.66,335.49,337.50,337.86,340.76,341.63,346.06,351.52,347.92,356.51,365.83,372.15,374.90,371.31,375.64,374.46,372.16,356.16,360.24
2016-03-04 21:53:57.602000,L8,409.40,389.04,381.26,383.63,385.48,391.40,397.17,405.30,412.47,421.14,427.33,413.13,408.29,398.20,390.14,382.06,373.82,366.24,354.75,352.82,348.66,339.12,338.47,343.80,339.41,339.83,344.48,339.71,339.39,345.22,344.81,354.33,348.46,355.53,359.20,353.40,365.41,366.59,368.18,371.55,383.45,390.18,398.69,395.00,390.14,386.25,378.03,377.72,370.06,363.54,355.21,350.88,349.54,343.56,342.67,343.15,341.38,341.36,337.67,340.01,336.96,334.93,333.34,334.70,339.49,339.33,342.97,341.46,346.32,352.43,270.20,358.23,367.06,372.75,375.68,374.71,374.90,374.05,278.51,356.11,363.42
