dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,nzd0279-0050
2016-03-20 21:53:51.169000,L8,393.24,384.65,379.03,381.10,384.16,387.95,390.95,404.09,409.40,417.63,424.15,411.05,407.36,397.02,385.36,379.13,368.66,363.18,354.84,350.86,340.59,337.04,335.09,336.76,337.24,337.03,341.16,337.36,332.74,340.83,339.08,346.49,346.30,352.14,353.02,347.41,345.96,348.95,361.52,365.07,374.83,383.64,393.48,385.09,380.45,374.61,371.09,366.07,362.80,357.77,347.18,344.32,342.65,339.69,338.19,338.52,335.52,331.77,332.86,333.18,332.78,328.59,330.70,332.19,333.12,335.46,338.21,28.71,22.89,37.83,47.23,325.72,361.26,367.58,22.71,69.69,117.76,134.62,369.33,352.58,356.78
2016-04-21 21:53:36.277000,L8,397.93,381.98,367.94,373.47,380.48,376.26,392.67,403.37,408.89,414.26,421.93,403.54,391.86,385.19,352.96,379.67,359.18,354.62,343.75,331.25,330.83,328.96,331.86,333.34,336.57,321.76,317.26,282.62,331.78,330.13,335.00,343.89,304.14,320.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,328.65,331.78,44.44,124.66,151.23,120.71,157.14,12.78,51.98,115.85,136.50,127.79,,
2016-05-07 21:53:39.461000,L8,393.85,386.78,377.27,380.74,382.96,386.76,392.51,402.58,408.68,417.39,424.13,411.88,406.46,396.47,387.38,379.18,369.27,362.90,355.69,351.10,342.39,336.71,334.98,336.85,336.56,337.72,341.41,337.78,334.54,341.51,339.61,347.41,346.16,352.09,353.45,350.29,354.33,355.03,363.37,368.62,374.25,385.63,394.30,392.34,383.36,376.40,374.83,371.30,364.97,358.54,352.74,345.54,345.20,338.49,342.67,337.49,327.54,291.60,243.60,333.74,,,,,,282.05,338.22,31.90,23.19,40.36,48.30,149.31,120.48,160.08,364.55,68.59,113.83,96.15,,189.53,359.40
2016-05-23 21:53:41.571000,L8,,,,,399.63,405.92,417.39,422.26,427.84,443.85,,420.22,411.99,404.86,395.47,384.65,385.57,366.77,392.01,374.25,348.40,344.83,341.16,347.16,342.56,344.65,345.75,344.35,347.85,347.05,350.86,353.78,352.61,358.58,359.79,358.09,367.07,365.44,374.88,378.84,379.63,391.15,398.75,399.06,390.73,385.07,380.44,375.03,369.14,363.00,355.09,349.43,347.16,345.15,342.49,340.35,337.20,336.69,337.00,337.71,335.67,334.80,333.23,332.68,338.07,335.72,341.39,344.01,347.43,11.65,335.11,350.45,367.07,372.49,376.11,372.73,375.81,377.00,285.49,357.50,359.49
2016-06-08 21:53:45.728000,L8,389.11,378.54,371.72,376.46,371.84,378.25,384.51,389.73,395.30,414.03,417.54,401.47,395.52,391.08,384.72,373.08,362.20,358.51,347.50,344.49,334.51,319.39,306.28,328.29,329.93,326.22,323.87,319.51,320.46,324.33,321.68,333.64,327.95,342.04,319.06,281.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.63,332.64,339.11,,,,,1.88,41.17,70.28,119.75,116.34,122.97,
2016-07-26 21:54:04.677000,L8,,,398.89,391.91,394.53,401.34,406.56,412.74,419.67,429.68,443.92,423.54,412.56,405.61,398.01,391.22,382.64,368.29,365.31,361.45,351.16,346.22,344.20,347.29,345.17,347.27,347.50,347.78,351.39,348.39,353.94,358.29,355.89,365.98,361.84,364.59,370.16,371.90,380.23,384.68,390.37,396.93,403.17,404.04,395.94,389.95,384.42,380.45,374.60,367.13,361.61,354.30,353.10,350.17,349.15,345.20,345.78,343.67,342.28,341.14,340.60,341.10,338.16,339.33,344.56,347.29,349.88,26.52,15.40,24.44,281.21,135.43,373.21,378.20,381.22,375.05,380.19,382.68,385.06,360.21,364.19
2016-08-11 21:54:06.433000,L8,407.30,403.73,391.44,390.46,390.25,396.05,402.16,407.79,412.72,422.33,428.51,413.61,407.57,399.86,392.05,380.89,374.34,366.99,355.83,352.54,346.42,339.35,337.97,341.87,339.49,340.17,343.08,339.86,338.13,341.64,342.75,348.11,347.42,353.06,355.80,348.26,355.69,360.74,368.40,370.35,372.43,386.45,394.48,388.33,382.33,372.73,372.28,369.04,361.32,357.02,346.59,343.39,344.32,337.73,335.99,336.35,333.30,332.38,330.54,332.00,332.34,329.08,329.51,330.18,333.36,333.07,336.36,337.14,342.40,11.99,272.68,306.17,360.17,366.41,368.79,364.74,240.23,369.01,366.03,352.24,352.61
2016-08-27 21:54:14.090000,L8,396.05,386.63,377.93,382.45,381.22,386.46,394.53,398.99,405.20,417.39,422.51,409.50,401.25,395.71,389.39,379.86,367.09,362.81,352.64,349.18,339.29,334.35,328.48,333.92,335.53,333.41,334.02,332.97,328.70,332.08,336.39,342.63,340.97,347.39,348.08,341.87,339.64,342.25,361.83,363.40,366.00,381.42,390.90,374.51,377.63,339.68,360.25,357.60,349.94,353.91,337.54,341.84,335.57,331.48,333.20,330.49,331.55,329.86,328.35,327.18,329.10,325.16,328.39,325.26,329.48,331.37,334.75,29.20,19.69,37.81,48.06,299.56,355.76,362.83,23.05,61.05,108.44,128.67,363.48,349.04,347.26
2016-09-12 21:54:18.117000,L8,396.18,388.60,380.08,383.41,383.97,387.67,392.76,402.37,408.82,420.55,426.01,410.73,404.13,396.32,386.12,378.33,367.77,361.42,352.93,349.57,338.76,334.81,328.53,333.13,335.17,333.40,333.53,332.84,326.67,329.60,336.03,342.55,340.24,346.63,345.54,339.66,333.38,333.98,361.19,364.36,,380.97,391.84,370.75,376.14,338.69,358.95,357.57,344.53,352.79,336.36,341.05,335.25,330.99,332.75,329.72,329.11,327.45,327.84,326.28,326.27,325.59,328.47,326.36,329.63,329.99,333.08,334.77,340.21,345.72,47.79,299.30,357.21,155.23,365.45,361.27,368.68,366.73,361.04,348.16,346.37
2016-10-14 21:54:24.092000,L8,398.10,388.75,380.07,384.06,380.61,391.87,392.54,400.42,411.40,420.78,425.25,410.35,404.93,397.83,384.95,378.88,368.97,363.04,353.16,350.04,339.94,336.11,329.67,335.61,336.75,332.53,335.50,334.96,327.69,333.11,337.22,343.09,343.09,351.19,347.46,340.62,333.56,338.32,362.16,363.28,368.44,384.56,394.44,376.88,375.65,358.96,365.55,360.48,361.15,354.64,339.47,341.10,337.48,331.13,334.53,332.78,328.43,327.93,328.23,327.33,330.53,327.03,326.57,327.56,330.09,329.73,331.38,30.57,22.38,6.17,47.46,306.97,355.85,366.96,15.66,61.33,109.90,129.96,120.66,132.65,348.84
2016-12-17 21:54:19.694000,L8,,,412.61,388.21,387.37,393.44,398.83,407.28,414.57,424.12,434.80,414.10,409.34,403.77,396.58,383.51,379.41,369.14,355.93,353.96,349.24,339.71,336.99,342.94,339.22,340.21,342.37,341.66,339.17,343.13,346.35,351.28,350.17,355.91,360.13,358.86,366.15,368.97,367.74,374.04,385.11,392.60,399.68,396.13,391.95,385.87,377.54,375.54,367.76,363.30,352.76,349.23,346.03,341.52,340.12,339.45,336.77,331.86,332.99,334.61,335.23,332.04,331.50,334.24,336.38,339.17,340.45,34.97,344.13,350.11,277.98,356.09,364.85,369.43,12.05,54.93,106.82,131.39,122.37,132.43,360.80
2017-02-03 21:54:05.431000,L8,,401.21,381.36,386.21,386.41,392.14,394.91,409.54,414.60,421.75,428.01,413.94,410.27,400.01,395.69,388.71,378.63,368.08,360.69,355.42,350.14,340.77,337.11,349.53,341.04,342.92,349.61,343.41,346.53,349.71,346.98,352.95,351.45,356.58,360.12,355.05,361.61,365.65,370.38,373.66,384.94,392.67,398.29,395.88,386.35,382.06,375.99,372.92,368.84,362.09,353.41,349.37,347.20,344.06,342.07,343.13,340.48,336.57,336.67,338.73,339.72,335.82,335.17,335.76,339.22,342.40,343.59,345.76,346.56,351.84,348.45,358.85,366.37,373.11,378.99,375.35,376.01,375.79,374.53,367.57,360.47
2017-06-11 21:53:45.526000,L8,,,,399.76,390.53,396.35,401.97,406.91,415.40,432.75,437.38,415.79,411.62,409.17,396.11,382.52,377.48,366.53,360.81,356.09,349.16,340.02,341.28,345.83,343.12,343.67,346.53,343.64,344.74,346.18,348.16,350.95,350.10,356.58,360.02,357.36,362.98,368.94,377.21,379.08,384.57,393.03,399.14,399.15,390.85,386.43,381.19,373.76,372.24,365.19,355.16,352.51,350.52,346.09,341.92,341.73,339.37,339.03,337.17,337.26,336.76,334.16,334.17,335.25,339.14,341.31,343.11,344.78,20.14,352.90,275.09,355.33,365.63,373.17,377.93,373.86,374.21,372.90,373.66,309.66,359.79
2017-08-14 21:54:07.255000,L8,412.18,405.88,392.69,394.19,393.78,400.62,405.22,409.56,417.73,425.68,434.29,419.33,411.56,407.70,399.52,389.54,380.86,369.97,366.13,359.17,351.29,343.04,343.56,346.89,342.65,344.51,344.33,341.94,344.33,344.08,347.85,349.45,349.92,355.39,356.12,351.95,357.37,358.83,371.15,376.30,373.94,390.74,397.09,395.72,387.31,377.76,376.21,368.79,366.22,359.43,350.77,348.11,343.51,344.31,340.31,339.57,335.02,334.38,335.02,334.63,333.87,330.77,332.29,333.34,336.04,336.72,340.88,344.43,18.47,11.38,272.92,339.12,364.04,370.13,373.81,369.02,371.73,370.72,369.50,355.87,354.00
2017-10-01 21:54:18.775000,L8,,,,,394.88,398.94,404.04,409.29,416.25,424.02,436.93,420.36,412.93,414.65,399.40,385.54,378.31,367.87,364.97,356.57,349.53,345.11,341.93,348.22,343.05,344.66,343.86,342.97,343.77,344.56,346.61,351.55,350.02,353.70,353.73,351.51,354.87,358.09,369.43,373.23,369.83,390.07,396.95,394.62,386.10,374.60,375.46,368.58,363.97,359.18,349.71,344.84,345.74,341.61,338.79,339.11,335.45,335.28,333.72,333.17,332.12,330.91,332.17,332.14,334.08,335.47,339.31,342.48,344.97,14.75,271.26,354.14,361.99,149.44,25.40,61.20,111.92,133.30,368.08,353.51,356.76
2017-12-04 21:54:13.271000,L8,415.59,383.32,376.32,381.32,378.52,385.69,393.17,398.95,404.66,416.02,422.70,407.86,402.17,396.84,391.31,379.22,368.72,362.38,354.16,349.41,341.63,335.14,329.20,333.57,333.38,333.72,332.31,332.10,328.31,330.89,336.69,342.92,339.67,345.01,342.71,339.33,329.46,333.89,360.10,358.63,,379.30,384.33,370.50,377.13,337.29,357.35,353.87,341.92,348.83,325.57,338.44,336.05,331.40,332.12,330.79,328.06,328.62,327.39,323.78,326.07,325.02,325.95,325.55,328.30,328.54,334.39,32.93,28.90,41.96,50.12,151.78,354.62,162.60,11.84,48.02,99.22,120.67,114.70,130.83,
2018-03-26 21:53:33.717000,L8,413.25,388.41,378.31,383.62,380.03,385.44,389.75,399.29,407.05,417.74,423.21,409.58,406.22,398.44,388.22,380.55,369.52,363.56,355.73,351.06,339.69,335.70,329.41,334.78,334.20,335.70,331.43,331.35,326.69,332.56,333.69,339.58,336.70,343.98,337.76,313.19,317.61,332.13,353.58,350.43,,374.24,380.71,367.63,372.48,337.42,355.43,350.22,336.54,343.90,317.98,331.90,335.98,331.25,334.21,333.77,328.53,325.99,327.95,325.91,327.23,324.61,327.93,329.19,329.57,331.18,335.89,337.63,341.75,346.52,49.62,295.01,359.56,368.90,368.86,366.76,369.73,368.35,365.73,348.93,
2018-04-11 21:53:25.350000,L8,,,,,,387.41,383.17,404.62,414.34,423.26,429.15,417.39,409.21,406.22,394.40,383.95,377.05,368.70,360.25,356.52,,,325.85,333.64,333.42,270.50,,,,,352.27,315.62,344.87,354.27,356.01,326.75,337.52,360.77,369.58,370.53,378.57,386.73,394.26,391.35,384.08,374.57,373.25,364.71,362.83,358.48,,,,,,,,,,308.06,329.62,325.63,331.78,262.28,,,,,257.90,280.93,326.76,336.21,331.01,,,,180.25,364.91,371.42,347.06,
2018-06-30 21:53:07.704000,L8,,,,,392.74,397.55,402.83,408.68,418.84,434.21,431.12,419.76,412.09,407.21,397.91,386.74,380.40,369.39,362.40,357.78,351.82,341.08,343.43,348.00,340.83,344.87,347.20,341.22,345.38,347.14,346.59,354.51,351.53,357.69,358.48,353.08,359.22,366.03,373.54,375.27,386.17,394.30,398.05,397.03,389.93,383.47,378.23,375.47,370.80,364.50,356.46,350.22,350.04,344.77,343.11,343.22,338.72,337.45,336.70,337.01,336.93,333.06,335.62,338.42,342.23,344.08,344.99,350.23,354.45,11.85,348.81,361.86,370.67,377.70,382.91,378.93,376.76,376.45,375.32,359.36,361.79
2018-07-16 21:53:15.277000,L8,,,,,,,,,,,,,,,,,,,,,,353.56,365.84,370.87,362.19,352.79,353.22,357.40,368.50,373.14,375.76,376.63,362.48,368.59,365.65,361.84,364.13,374.60,377.22,393.50,,,,,,,,,,,,358.87,351.29,348.80,349.84,353.65,368.77,,,352.59,339.21,337.11,336.25,336.11,341.70,340.62,342.62,344.13,347.49,353.25,346.52,355.70,366.79,374.52,376.94,374.07,374.69,378.99,386.06,379.07,
2018-08-01 21:53:22.789000,L8,,392.74,383.53,388.79,390.51,396.77,400.69,406.70,415.87,424.90,427.80,415.52,411.93,404.44,396.37,384.67,377.79,368.66,362.43,356.50,351.31,341.08,342.47,347.53,341.27,344.24,346.21,340.03,342.76,346.68,344.08,352.70,348.96,356.19,358.05,352.75,356.03,359.08,370.59,373.16,380.81,392.69,397.52,395.45,385.90,378.80,374.05,373.11,369.21,362.21,354.24,348.74,345.88,344.53,342.15,342.71,337.15,335.26,335.77,337.50,335.51,332.18,333.56,334.90,338.88,337.91,341.20,30.97,23.04,38.51,48.52,338.16,363.46,370.06,15.57,53.54,99.78,121.54,120.97,130.84,359.27
2018-08-17 21:53:31.689000,L8,,,,,392.33,399.73,403.42,408.42,416.37,427.59,438.55,419.15,410.96,408.32,397.80,386.89,382.20,368.70,362.70,357.20,349.37,341.18,342.28,347.26,342.31,343.49,345.30,341.10,343.05,344.16,345.55,349.70,350.11,356.30,357.34,352.10,358.96,360.72,373.67,377.66,383.86,392.91,398.05,396.69,390.39,379.20,375.25,373.83,370.80,362.26,354.11,349.00,344.11,342.35,341.40,341.53,337.12,335.52,333.70,336.49,335.25,333.13,332.90,333.90,339.06,338.16,342.01,347.34,348.22,352.68,281.47,358.17,118.22,373.45,14.91,57.07,107.27,122.40,119.08,128.91,356.27
2018-09-02 21:53:38.308000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.59,151.89,178.95,205.90,236.10,254.49,272.95,400.65,
2018-10-04 21:53:50.552000,L8,410.06,391.13,382.48,385.66,386.13,391.63,396.51,402.47,412.69,422.16,425.85,412.70,407.60,400.08,393.16,382.96,375.02,366.02,356.11,354.36,345.19,338.08,336.76,338.65,338.04,339.62,337.14,336.76,334.74,337.14,340.64,346.85,345.92,349.15,350.79,345.66,341.33,345.87,367.26,371.01,375.69,391.94,394.38,385.93,379.81,368.65,367.03,365.26,366.69,359.41,352.74,344.78,341.60,338.83,337.32,336.33,332.04,332.39,331.24,332.80,330.75,329.27,331.86,333.20,337.98,337.88,340.70,347.29,347.93,31.49,266.45,358.61,366.69,374.69,16.68,54.45,101.11,119.65,122.34,353.96,354.80
2018-10-20 21:53:56.677000,L8,,,381.79,387.01,387.61,392.76,399.25,402.55,412.95,421.70,428.05,414.69,407.43,399.72,395.65,385.53,375.22,367.17,358.71,354.07,347.11,340.29,335.22,340.12,339.14,340.93,338.45,338.00,340.28,339.05,343.11,351.78,348.57,352.55,354.36,349.56,349.97,357.05,369.28,373.77,379.32,393.04,397.28,392.94,385.49,376.01,376.53,367.99,369.73,362.20,353.41,346.39,343.00,342.51,340.61,338.55,334.24,335.27,332.72,332.71,332.67,331.73,332.19,332.95,336.47,338.35,342.45,345.79,346.40,351.29,269.73,361.41,366.70,373.09,375.07,374.75,376.04,373.51,368.93,355.53,357.98
2018-11-05 21:54:00.051000,L8,395.05,389.00,383.68,386.53,388.23,392.59,397.05,404.03,412.45,421.21,425.46,411.99,407.75,399.39,391.97,383.03,375.04,365.99,357.14,352.43,343.50,337.85,337.15,339.94,337.87,339.36,338.82,336.57,337.80,339.73,341.04,346.75,347.08,351.67,353.87,349.12,345.25,351.33,366.99,369.67,376.23,392.97,394.98,390.66,383.29,374.52,370.60,366.49,368.40,361.69,352.37,344.81,341.72,340.75,339.00,339.31,334.71,332.21,331.86,331.59,331.99,329.85,331.03,333.20,336.45,336.04,341.42,27.00,20.43,8.85,263.53,358.34,366.69,373.78,22.43,61.51,104.60,126.51,127.44,353.70,354.74
2018-12-07 21:53:57.973000,L8,,,,395.76,388.84,396.15,401.16,405.35,414.41,423.95,432.38,418.81,412.89,406.13,397.28,407.15,379.21,369.12,364.97,354.26,349.96,343.27,337.56,345.71,343.16,342.33,342.47,342.56,342.56,345.93,344.12,352.17,351.82,354.17,358.58,357.15,358.54,366.96,375.10,377.99,389.91,393.80,397.52,396.85,390.82,385.11,380.86,375.81,370.29,363.87,354.06,349.42,348.92,344.85,342.53,343.31,338.50,338.22,336.32,335.78,335.24,336.01,334.75,337.18,339.95,341.86,345.20,347.12,353.03,352.65,279.38,362.91,369.73,376.52,383.00,377.34,378.36,375.76,373.10,359.55,360.66
2019-06-17 21:53:54.928000,L8,410.41,404.86,390.47,398.30,395.06,399.83,403.65,407.42,415.44,424.00,429.80,417.76,410.96,406.88,398.56,391.37,379.67,368.72,366.06,358.52,350.61,343.32,341.17,345.50,340.39,345.20,342.78,342.29,346.42,345.55,347.24,351.88,349.89,355.08,356.44,353.54,357.98,364.50,373.85,376.99,377.90,391.14,398.05,396.54,388.15,379.47,377.89,372.94,367.32,361.22,353.62,348.90,345.02,345.72,343.76,342.76,336.91,338.26,336.89,337.01,333.58,334.79,335.24,337.32,341.75,342.09,346.29,350.21,354.64,356.67,279.50,365.25,371.39,378.11,30.41,65.03,110.18,126.08,372.67,357.69,358.78
2019-08-04 21:54:09.092000,L8,,,,,395.24,399.29,403.10,406.63,417.19,426.51,431.64,420.38,413.03,412.41,415.19,403.69,384.01,387.17,371.66,358.75,353.22,340.69,341.91,345.78,342.23,344.16,343.16,342.99,344.25,344.96,344.98,350.73,350.31,355.34,357.73,354.31,358.82,365.36,373.42,375.55,382.28,391.28,397.92,394.25,388.79,385.98,400.90,,,,,,,,349.30,346.26,343.49,325.31,298.78,285.29,263.74,,,,,,,,,,,,,,,,,,,,
2019-10-07 21:54:27.004000,L8,399.56,391.06,382.18,388.09,389.23,394.11,397.74,403.21,413.33,421.01,426.19,413.65,410.08,400.28,393.98,384.76,373.11,367.08,359.76,353.42,346.12,340.03,335.46,338.43,338.94,341.41,337.07,338.88,336.55,337.80,340.31,345.21,344.98,350.07,348.58,343.88,334.00,341.76,364.25,364.64,273.70,389.31,392.01,377.42,377.54,363.48,362.85,360.26,357.77,356.31,338.79,341.49,342.85,337.52,336.87,337.76,333.68,334.43,332.53,330.05,330.90,330.26,331.30,331.33,334.27,337.54,341.79,344.02,347.81,352.26,45.83,344.53,365.43,373.81,185.41,373.37,374.58,373.06,370.58,355.29,354.22
2019-11-08 21:54:26.682000,L8,,,,,408.69,396.75,400.83,405.96,415.06,422.58,428.86,415.48,411.34,411.30,398.58,,381.73,369.12,364.04,355.89,348.97,340.89,340.64,344.48,339.57,343.26,340.03,341.18,340.88,341.05,343.10,346.09,347.47,351.92,352.74,347.93,345.62,354.10,367.98,373.43,378.77,391.56,395.21,386.38,384.57,375.23,372.10,368.64,363.04,358.44,348.19,344.50,343.20,340.99,339.83,338.06,334.09,335.01,333.09,332.89,331.02,333.45,331.49,333.20,336.85,337.93,342.21,344.30,348.27,34.73,271.93,358.24,366.50,374.47,20.44,61.62,104.77,121.53,122.13,354.50,358.19
2019-12-26 21:54:19.351000,L8,,,,,,,,,,,,,413.23,422.58,399.93,384.24,373.23,366.38,362.45,349.87,336.06,339.10,367.64,371.37,344.16,347.42,347.19,343.50,345.26,346.88,346.52,351.70,351.00,352.90,354.36,351.35,350.81,360.07,370.75,370.63,379.27,389.36,394.89,390.51,383.10,375.84,372.10,366.39,363.09,358.22,346.39,345.18,348.02,342.22,340.25,340.27,336.23,337.47,334.90,334.00,333.29,335.74,334.65,335.70,337.94,339.26,343.21,347.50,351.02,353.52,278.61,358.78,367.59,375.89,379.85,375.54,376.90,373.79,371.80,355.57,355.53
2020-01-11 21:54:15.691000,L8,,402.64,387.06,386.75,386.18,393.79,399.26,402.35,413.19,421.34,424.80,410.57,410.31,409.51,396.73,383.66,377.42,366.94,358.39,354.00,345.47,338.13,338.71,341.61,339.25,341.63,339.31,339.34,337.86,340.19,341.31,343.51,344.13,350.26,349.73,346.59,340.67,346.54,368.83,363.95,379.51,388.32,391.34,383.28,380.02,368.98,370.83,366.38,358.57,357.41,346.60,346.50,346.40,341.81,339.37,340.61,337.25,335.52,334.56,335.36,334.11,335.94,334.02,336.82,341.30,342.13,347.59,30.45,23.46,10.23,48.45,366.00,370.60,378.88,19.68,64.03,113.73,123.24,374.94,359.28,354.79
2020-01-27 21:54:11.218000,L8,,,382.72,387.24,388.29,395.17,400.72,404.59,412.13,420.34,425.35,410.75,409.39,419.10,396.25,385.64,375.94,368.44,359.18,354.40,347.22,340.15,336.91,339.14,337.75,341.66,338.01,339.13,338.45,336.63,340.30,344.61,344.59,349.85,346.82,344.74,337.77,344.29,363.26,362.35,,385.72,390.20,377.44,377.71,365.35,362.41,361.92,354.31,353.28,335.02,342.02,342.07,338.32,338.37,337.49,334.06,333.52,332.44,333.06,331.37,332.61,331.76,333.28,337.23,338.08,343.99,346.23,348.46,353.35,48.94,359.79,369.52,376.02,383.37,378.82,378.68,273.00,373.60,356.57,352.24
2020-02-12 21:54:06.855000,L8,,,,,399.10,404.78,414.51,424.79,416.23,424.60,436.70,425.69,415.39,422.93,400.35,,,,392.52,381.96,353.62,348.30,344.01,354.87,342.28,346.28,349.34,345.73,347.84,348.32,348.01,355.47,351.35,355.91,357.70,359.46,368.93,377.72,377.14,376.94,386.14,392.72,399.39,397.37,392.36,383.66,381.52,376.86,367.96,363.75,353.90,350.85,349.94,347.96,345.82,345.09,341.05,340.75,335.93,338.60,334.54,338.33,338.58,339.79,343.06,345.43,349.88,352.86,358.18,361.22,357.00,368.03,375.72,382.83,15.28,58.36,107.54,126.87,121.41,130.76,362.86
2020-04-16 21:53:39.644000,L8,,,,,404.43,397.64,400.21,404.99,414.53,420.19,425.80,410.02,406.87,399.07,390.63,381.44,372.96,364.29,356.84,351.63,340.86,335.04,338.45,339.47,336.73,341.76,343.10,339.70,341.80,345.47,351.01,352.37,351.58,356.10,356.90,358.14,369.15,380.49,,,,,,,,,,,,,,,,,,,358.85,342.31,332.18,333.59,328.57,331.26,328.53,330.54,336.11,335.03,340.32,342.67,346.54,49.62,136.66,355.50,364.86,372.83,10.26,54.52,95.06,122.86,121.59,370.63,
2020-05-18 21:53:30.404000,L8,,404.48,396.22,398.56,394.07,398.92,404.14,409.84,417.37,429.86,435.07,422.64,413.24,410.99,399.31,394.13,380.91,371.11,364.10,360.51,348.90,341.30,338.80,345.22,335.20,337.07,345.90,344.69,347.58,347.77,350.65,354.62,352.11,357.39,358.68,356.41,362.62,366.59,373.95,376.72,382.55,392.97,400.43,399.24,390.67,385.88,380.08,376.31,369.59,365.56,356.27,352.28,351.26,348.01,347.29,344.96,343.20,343.12,340.59,337.73,335.88,338.84,340.03,338.32,326.90,329.07,324.98,340.11,352.89,355.98,280.99,143.52,371.42,378.17,192.44,368.96,373.89,371.86,367.26,128.34,364.32
2020-06-03 21:53:36.300000,L8,,,,,421.35,400.38,403.36,407.47,416.66,425.47,433.78,419.29,412.81,413.05,398.26,407.97,380.82,369.89,365.43,356.60,350.88,343.42,342.88,346.21,341.43,345.04,343.02,342.61,345.93,344.92,346.15,349.22,349.76,354.96,353.96,351.30,356.00,357.20,371.36,375.07,380.62,391.46,397.50,393.75,387.37,379.72,377.89,371.89,365.27,359.97,351.88,347.56,346.23,345.97,344.45,342.36,339.85,337.61,335.46,336.26,334.14,335.44,335.93,334.67,339.11,340.13,346.68,350.32,351.85,12.48,350.02,359.67,369.02,374.14,28.38,66.13,109.71,131.41,128.42,311.02,359.67
2020-07-21 21:53:58.839000,L8,,400.64,384.32,388.38,392.83,396.29,399.44,402.59,410.10,419.27,423.79,409.14,408.40,401.52,394.43,384.53,372.16,365.19,358.65,352.10,345.55,337.38,334.89,339.13,333.87,339.02,335.68,336.99,335.90,334.86,335.92,336.26,331.26,331.46,308.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,285.27,365.92,365.43,362.14,345.21,
2020-11-26 21:54:24.779000,L8,,,,,,,,,,,,,,,,,382.26,374.10,364.82,356.43,350.15,341.29,342.81,343.03,338.95,344.21,344.51,342.78,344.09,343.94,344.28,347.27,347.33,351.69,352.00,349.56,346.69,347.89,367.52,372.92,376.81,386.36,392.26,388.65,381.36,374.65,369.95,368.62,361.14,357.38,345.50,346.72,344.27,342.39,341.48,339.83,336.04,335.60,334.17,335.44,333.14,332.35,334.60,336.65,340.34,340.36,345.45,348.26,351.67,354.24,283.48,363.33,369.43,376.74,21.59,66.69,106.98,132.78,125.28,356.99,354.53
2021-04-03 21:53:50.092000,L8,,,382.26,387.06,391.17,396.73,402.24,406.58,415.34,422.25,425.36,414.38,412.64,409.01,397.35,386.01,378.09,369.16,362.80,358.07,351.24,341.18,343.94,345.67,339.82,345.37,346.41,341.67,344.59,346.05,343.40,346.29,348.03,353.16,352.59,350.23,350.99,349.24,365.52,367.24,379.66,384.13,392.73,389.13,380.95,378.19,371.87,370.24,362.80,358.63,349.88,347.78,346.01,344.30,341.50,342.73,338.49,338.66,336.69,338.29,336.24,334.00,334.49,337.32,342.15,342.22,345.85,349.74,352.82,11.76,278.07,362.69,370.67,377.19,14.84,60.28,108.86,126.94,125.24,358.99,358.26
2021-05-05 21:53:33.703000,L8,400.17,389.77,382.94,385.93,389.56,396.56,400.04,404.67,414.05,422.14,425.45,414.32,411.21,408.51,395.82,384.60,377.83,369.64,360.74,356.10,349.65,340.27,342.42,345.43,338.75,343.55,344.41,341.30,343.13,344.14,343.23,345.52,346.15,352.96,353.46,350.45,351.48,351.70,366.41,369.34,380.54,386.92,394.78,389.54,382.94,379.01,372.55,370.19,364.09,361.66,352.44,348.07,347.14,345.34,344.38,342.84,338.45,339.30,336.02,338.66,336.10,335.52,335.71,338.88,342.93,343.22,347.17,29.77,355.46,39.29,353.68,363.04,374.28,382.24,388.29,379.62,378.28,376.18,284.26,358.68,361.06
