dates,satname,nzd0292-0000,nzd0292-0001,nzd0292-0002,nzd0292-0003,nzd0292-0004,nzd0292-0031,nzd0292-0032,nzd0292-0033,nzd0292-0005,nzd0292-0006,nzd0292-0007,nzd0292-0008,nzd0292-0009,nzd0292-0010,nzd0292-0012,nzd0292-0013,nzd0292-0014,nzd0292-0015,nzd0292-0044,nzd0292-0045,nzd0292-0046,nzd0292-0047,nzd0292-0048,nzd0292-0036,nzd0292-0037,nzd0292-0038,nzd0292-0039,nzd0292-0017,nzd0292-0018,nzd0292-0019,nzd0292-0042,nzd0292-0043,nzd0292-0016,nzd0292-0020,nzd0292-0021,nzd0292-0022,nzd0292-0023,nzd0292-0024,nzd0292-0025,nzd0292-0026,nzd0292-0027,nzd0292-0028,nzd0292-0030,nzd0292-0040,nzd0292-0041,nzd0292-0011,nzd0292-0029,nzd0292-0034,nzd0292-0035
2002-03-11 22:01:31.708000,L7,,,,,,301.52,225.76,250.99,,,,,,,,,,,,,,,,,,,,,,211.83,,,,329.13,203.05,,,,283.99,308.14,330.41,319.00,287.21,,,,333.07,259.59,261.29
2002-05-07 21:55:15.811000,L7,,,,,,,,,,,,,,,,,,,266.85,283.17,305.32,314.77,305.60,,,,,,,,,246.62,,,,,,301.56,298.08,,,,,,,,,,
2002-08-18 22:00:45.601000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.45,342.32,,,,,,,,,,,
2002-10-14 21:54:07.948000,L7,,,,,,,,,,,314.92,276.22,246.07,236.46,,,,,280.09,303.15,318.47,332.03,320.04,,,,,,,,253.12,261.54,,,,,,,,,,,,268.19,259.37,226.16,,,
2002-10-21 22:00:24.356000,L7,,,,,,279.35,251.89,247.03,,,,,,,,,,,,,349.15,303.63,291.80,,,,,,,,,,,303.72,293.24,243.68,251.05,334.93,,,,,,,,,,261.70,246.38
2002-12-01 21:54:40.891000,L7,,,,,,,299.50,305.16,,,,,,,197.07,320.28,279.15,,274.99,296.12,311.98,314.51,289.22,,,,,281.82,,216.36,293.35,256.76,,228.87,242.41,221.27,,,,,,,,,,,,260.48,
2003-01-02 21:54:46.171000,L7,,,,,,,,218.99,,,,,,,,,,,323.76,350.06,353.44,362.24,350.77,272.28,293.18,311.33,320.30,,,,310.58,336.02,,,,,,,,,,,,329.83,319.41,,,264.80,293.67
2003-02-03 21:55:01.991000,L7,,,,,,,,,,,,,,,,,,,271.19,292.96,308.46,314.87,,,,,,,,,276.63,269.03,,,,,,,,,,,,265.65,275.74,,,,
2003-04-08 21:55:11.531000,L7,,,,,,,,,,,,,,,,,,,293.08,364.12,,,,,,,,,,,266.78,276.80,,,,,,,,,,,,,298.29,,,,
2004-03-17 21:45:32.199000,L5,,,,,,,,,,,,,,,,,,,307.67,304.11,327.18,329.76,330.83,229.20,261.16,280.20,283.60,,,,269.84,283.88,,,,,,,,,,,,288.87,268.24,,,,
2004-04-18 21:46:13.246000,L5,,,,,,,,,,,,,,,,,,,269.73,290.95,310.86,318.59,308.52,,236.94,264.19,271.27,,,,259.09,255.59,,,,,,,,,,,,273.40,265.55,,,,
2004-05-20 21:47:08.268000,L5,,,,,,,,,,,,,,,,,,,282.44,294.56,311.52,324.55,312.15,219.26,245.39,274.97,269.42,,,,274.47,268.36,,,,,,,,,,,,278.36,268.55,,,,
2005-01-31 21:52:45.327000,L5,,,,,,,,,,,,,,,,,,,289.25,299.03,363.69,,,,254.65,290.05,297.45,,,,280.93,277.69,,,,,,,,,,,,293.45,292.91,,,,
2005-09-28 21:54:32.218000,L5,,,,,,,,,,,,,,,,,,,285.93,301.31,314.92,326.46,314.79,,258.11,278.54,272.24,,,,267.74,267.73,,,,,,,,,,,,280.95,270.46,,,,
2010-01-13 21:57:13.219000,L5,,,,,,,,,,,,,,,,,,,287.68,305.61,322.49,329.60,312.31,221.27,253.73,276.06,283.43,,,,279.42,274.46,,,,,,,,,,,,290.71,286.53,,,,225.14
2010-01-29 21:57:17.114000,L5,,,,,,,,,,,,,,,,,,,289.46,300.45,322.18,330.38,329.18,240.57,278.22,281.02,282.13,,,,296.65,273.00,,,,,,,,,,,,285.66,290.15,,,,
2011-01-16 21:56:21.862000,L5,,,,,,,,,,,,,,,,,,,267.60,282.03,305.60,318.56,297.74,,,263.51,268.35,,,,255.38,255.18,,,,,,,,,,,,266.69,261.50,,,,
2011-09-04 22:01:15.264000,L5,,,,,,,,,,,,,,,,,,,,,,357.42,288.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17 22:08:27.088000,L8,,,,,,,,,,,,,,,,,,,276.60,291.64,306.19,315.76,300.60,,,,,,,,272.31,257.18,,,,,,,,,,,,,,,,,
2013-08-17 22:08:51.042000,L8,,,,,,,,,,,,,,,,,,,279.68,293.42,309.10,320.71,309.10,,,246.94,274.97,,,,275.80,262.25,,,,,,,,,,,,275.37,282.30,,,,
2013-09-02 22:08:28.553000,L8,,,,,,,,,,,,,,,,,,,269.40,289.57,302.94,318.02,312.36,,,,278.29,,,,262.86,259.38,,,,,,,,,,,,285.15,276.89,,,,
2013-09-02 22:08:52.512000,L8,,,,,,,,,,,,,,,,,,,265.97,286.08,299.79,310.45,,,,,,,,,,241.67,,,,,,,,,,,,,,,,,
2013-11-21 22:08:01.711000,L8,,,,,,,,,,,,,,,,,,,272.11,294.69,313.34,326.38,304.05,,,263.01,275.70,,,,263.60,259.94,,,,,,,,,,,,287.29,274.93,,,,
2013-11-21 22:08:25.669000,L8,,,,,,,,,,,,,,,,,,,272.35,293.86,313.15,328.64,311.80,,,263.59,279.21,,,,265.70,260.62,,,,,,,,,,,,304.29,349.03,,,,
2014-01-24 22:07:33.459000,L8,,,,,,,,,,,,,,,,,,,281.01,305.37,339.35,,,,,266.85,277.05,,,,261.64,264.94,,,,,,,,,,,,275.36,272.20,,,,
2014-01-24 22:07:57.409000,L8,,,,,,,,,,,,,,,,,,,276.32,298.33,334.10,352.20,,,,262.77,273.13,,,,259.53,263.24,,,,,,,,,,,,273.07,270.04,,,,
2014-02-25 22:07:08.406000,L8,,,,,,,,,,,,,,,,,,,277.02,295.65,309.26,321.27,305.93,,,,272.74,,,,254.76,258.89,,,,,,,,,,,,272.51,262.87,,,,
2014-02-25 22:07:32.361000,L8,,,,,,,,,,,,,,,,,,,279.25,299.88,313.20,327.43,311.89,,,,276.97,,,,257.24,262.98,,,,,,,,,,,,277.03,269.46,,,,
2014-04-30 22:06:10.487000,L8,,,,,,,,,,,,,,,,,,,308.05,277.20,289.78,299.18,299.61,,,,,,,,256.76,242.06,,,,,,,,,,,,,,,,,
2014-07-03 22:06:14.073000,L8,,,,,,,,,,,,,,,,,,,267.10,282.91,306.79,313.65,308.36,,,,268.80,,,,256.80,257.99,,,,,,,,,,,,276.77,270.96,,,,
2014-07-03 22:06:38.032000,L8,,,,,,,,,,,,,,,,,,,264.42,280.62,299.57,309.60,,,,,,,,,252.32,237.38,,,,,,,,,,,,,,,,,
2014-12-26 22:06:54.981000,L8,,,,,,,,,,,196.16,235.56,253.51,,,,,,,,,,,,,,,,,,,,,273.99,250.29,264.59,268.77,,,,254.94,377.03,329.28,,,,376.34,,
2015-01-27 22:06:23.288000,L8,,,,,,,,,,,,,,,,,,,288.98,309.32,337.69,357.19,,,,271.71,282.26,,,,303.18,303.24,,,,,,,,,,,,283.73,279.04,,,,
2015-01-27 22:06:47.246000,L8,,,,,,,,,,,,,,,,,,,287.73,305.77,335.18,362.84,,,,270.09,281.39,,,,302.98,302.80,,,,,,,,,,,,282.28,277.91,,,,
2015-02-12 22:06:15.200000,L8,,,,,,,,,,,,,,,,,,,276.11,315.70,330.76,336.49,,,,251.21,273.46,,,,260.33,289.03,,,,,,,,,,,,273.03,271.92,,,,
2015-02-12 22:06:39.159000,L8,,,,,,,,,,,,,,,,,,,271.24,299.86,317.70,315.62,339.96,,,,266.35,,,,255.66,267.01,,,,,,,,,,,,268.54,263.80,,,,
2015-07-22 22:06:01.523000,L8,,,,,,,,,,,,,,,,,,,261.53,349.63,,,,,,,,,,,284.26,262.76,,,,,,,,,,,,,302.04,,,,
2015-08-07 22:06:28.150000,L8,,,,,,,,,,,,,,,,,,,270.77,296.27,335.28,317.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:06:25.709000,L8,,,,,,,,,,,,,,,,,,,271.82,290.40,308.59,337.16,248.31,,,,,,,,258.00,257.77,,,,,,,,,,,,,,,,,
2015-12-29 22:06:33.122000,L8,,,,,,,,,,,,,,,,,,,,369.45,345.65,360.79,347.96,,,,281.51,,,,328.30,367.93,,,,,,,,,,,,327.68,339.66,,,,
2015-12-29 22:06:57.073000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,287.86,,,,340.12,,,,,,,,,,,,,339.56,349.94,,,,
2016-01-30 22:06:29.534000,L8,,,,,,,,,,,,,,,,,,,264.43,279.05,297.52,326.65,,,,,,,,,254.01,254.15,,,,,,,,,,,,,,,,,
2016-01-30 22:06:53.492000,L8,,,,,,,,,,,,,,,,,,,263.65,278.48,296.93,312.39,,,,,,,,,253.21,253.65,,,,,,,,,,,,,,,,,
2016-02-15 22:06:45.486000,L8,,,,,,,,,,,,,,,,,,,273.01,290.77,328.42,,,,,,286.32,,,,263.18,264.23,,,,,,,,,,,,272.17,266.54,,,,
2016-03-02 22:06:19.476000,L8,,,,,,,,,,,,,,,,,,,274.19,292.27,330.48,,,,,254.71,280.25,,,,258.57,265.48,,,,,,,,,,,,270.51,267.84,,,,
2016-03-02 22:06:43.439000,L8,,,,,,,,,,,,,,,,,,,264.93,278.21,298.90,307.33,,,,,,,,,250.94,253.10,,,,,,,,,,,,262.57,255.35,,,,
2016-03-18 22:06:13.953000,L8,,,,,,,,,,,,,,,,,,,269.88,286.63,317.42,322.96,309.13,,,252.49,267.95,,,,258.14,262.49,,,,,,,,,,,,269.00,262.64,,,,
2016-03-18 22:06:37.904000,L8,,,,,,,,,,,,,,,,,,,270.85,293.70,319.20,326.13,312.39,,,252.87,268.69,,,,277.01,264.02,,,,,,,,,,,,270.63,263.82,,,,
2016-04-03 22:06:28.545000,L8,,,,,,,,,,,,,,,,,,,274.90,293.81,310.05,330.03,251.77,,,250.92,283.82,,,,277.03,264.91,,,,,,,,,,,,280.08,285.06,,,,
2016-04-19 22:06:22.901000,L8,,,,,,,,,,,,,,,,,,,278.00,280.01,303.41,310.50,309.63,,,254.06,271.44,,,,285.66,274.11,,,,,,,,,,,,273.47,275.59,,,,
2016-06-06 22:06:31.014000,L8,,,,,,,,,,,,,,,,,,,268.41,281.27,293.63,307.60,305.49,,,262.97,264.33,,,,255.69,257.25,,,,,,,,,,,,270.44,256.64,,,,
2016-12-15 22:06:42.070000,L8,,,,,,,,,,,,,,,,,,,270.58,280.08,299.30,308.94,305.41,,,260.87,271.37,,,,258.98,264.04,,,,,,,,,,,,280.57,269.54,,,,
2016-12-15 22:07:06.028000,L8,,,,,,,,,,,,,,,,,,,269.96,279.24,298.72,308.41,305.57,,,259.48,271.00,,,,258.59,263.41,,,,,,,,,,,,280.53,269.13,,,,
2017-05-08 22:05:47.247000,L8,,,,,,,,,,,,,,,,,,,264.10,277.81,291.85,304.78,304.67,,,,,,,,261.07,259.19,,,,,,,,,,,,265.12,271.24,,,,
2017-05-08 22:06:11.201000,L8,,,,,,,,,,,,,,,,,,,264.83,278.49,292.67,305.72,306.20,,,,,,,,263.80,260.60,,,,,,,,,,,,266.11,273.39,,,,
2017-05-24 22:05:58.366000,L8,,,,,,,,,,,,,,,,,,,263.47,275.79,291.25,306.50,299.20,,,,266.14,,,,252.14,256.49,,,,,,,,,,,,264.45,258.14,,,,
2017-09-29 22:07:03.646000,L8,,,,,,,,,,,,,,,,,,,270.20,280.82,310.06,309.77,,,,,,,,,249.71,249.23,,,,,,,,,,,,,,,,,
2017-11-16 22:07:04.291000,L8,,,,,,,,,,,,,,,,,,,265.78,278.33,299.66,302.68,,250.45,,,266.26,,,,261.92,257.05,,,,,,,,,,,,263.51,258.94,,,250.25,260.74
2017-12-02 22:06:34.857000,L8,,,,,,,,,,,,,,,,,,,265.79,283.85,303.51,312.06,302.96,,,250.41,268.89,,,,256.24,261.64,,,,,,,,,,,,265.81,262.86,,,,
2017-12-02 22:06:58.816000,L8,,,,,,,,,,,,,,,,,,,260.56,278.42,297.29,308.62,297.80,,,,,,,,251.49,256.68,,,,,,,,,,,,,256.57,,,,
2018-06-19 22:11:33.551000,L8,,,,,,,,,,,,,,,,,,,,,314.80,355.70,346.77,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:05:52.179000,L8,,,,,,,,,,,,,,,,,,,258.18,273.25,291.00,300.78,299.99,,,,,,,,253.89,250.16,,,,,,,,,,,,264.88,258.28,,,,
2018-07-05 22:11:42.717000,L8,296.23,316.14,306.70,346.86,393.67,274.34,314.02,305.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:59.236000,L8,,,,,,,,,,,,,,,,,,,264.98,278.48,294.77,312.76,309.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:06:17.672000,L8,,,,,,,,,,,,,,,,,,,275.03,289.72,313.99,,,,,,270.48,,,,257.75,256.87,,,,,,,,,,,,267.91,264.90,,,,
2018-10-18 22:06:41.631000,L8,,,,,,,,,,,,,,,,,,,274.84,289.00,314.14,,,,,,270.41,,,,257.74,256.81,,,,,,,,,,,,267.75,264.67,,,,
2018-12-21 22:06:18.644000,L8,,,,,,,,,,,,,,,,,,,258.24,276.79,288.18,298.08,292.27,,,,,,,,252.54,247.60,,,,,,,,,,,,,,,,,
2018-12-21 22:06:42.603000,L8,,,,,,,,,,,,,,,,,,,259.45,278.66,289.55,298.81,295.99,,,,,,,,255.00,251.04,,,,,,,,,,,,,257.00,,,,
2019-02-07 22:06:11.622000,L8,,,,,,,,284.17,,,,,253.93,284.13,,,,,320.16,296.26,311.22,353.64,330.31,306.22,349.18,344.18,328.30,,,,303.66,363.95,,,,,,341.36,242.62,,,257.15,359.14,345.76,309.04,229.50,317.26,262.99,228.32
2019-02-07 22:06:35.585000,L8,,,,,,,,,,,,,,,,,,,267.33,275.49,298.18,309.69,302.06,,,,272.28,,,,292.18,261.58,,,,,,,,,,,,270.54,259.97,,,,
2019-02-23 22:06:08.536000,L8,,,,,,,,,,,,,,,,,,,278.62,292.35,315.19,333.29,321.57,,,,288.18,,,,279.49,272.92,,,,,,,,,,,,283.69,282.61,,,,
2019-03-27 22:05:59.546000,L8,,,,,,,,,,,,,,,,,,,269.74,281.94,310.71,328.15,371.58,,,,267.39,,,,254.31,259.63,,,,,,,,,,,,266.74,261.10,,,,
2019-03-27 22:06:23.509000,L8,,,,,,,,,,,,,,,,,,,269.22,281.37,307.32,345.69,373.78,,,,266.57,,,,254.09,258.47,,,,,,,,,,,,266.08,259.60,,,,
2019-04-12 22:06:18.648000,L8,,,,,,,,,,,,,,,,,,,271.87,288.34,346.31,,308.97,,,,268.35,,,,255.68,258.52,,,,,,,,,,,,269.77,264.58,,,,
2019-05-05 22:12:04.889000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.30,329.80,237.64,,,,304.46,,,,,,,,,,,,,,,
2019-07-01 22:06:20.459000,L8,,,,,,348.69,291.58,295.38,,,,,,262.70,226.59,259.01,318.21,246.30,271.20,281.24,314.18,312.16,380.05,239.12,326.62,258.63,272.83,251.44,285.79,332.90,257.58,260.14,265.01,,,307.20,306.27,297.21,,,,,279.13,273.99,259.70,229.40,,,
2019-10-05 22:07:12.239000,L8,,,,,,,,,,,,,,,,,,,320.59,290.59,325.80,,341.46,,,,,,,,253.60,258.98,,,,,,,,,,,,262.13,255.63,,,,
2019-10-21 22:06:49.847000,L8,,,,,,315.44,279.40,279.59,,,,,,,,,,,,,,,,319.45,,,,,,,,,,272.39,269.19,303.01,239.33,264.12,243.76,294.74,326.24,337.78,314.04,,,,318.74,287.37,299.31
2019-11-06 22:06:48.641000,L8,,,,,,269.91,271.15,270.41,,,,,,,,,,,309.04,,,,,267.04,289.28,320.10,341.53,,,,297.05,335.08,,,,,,,,,,,,311.55,308.23,,,311.75,251.85
2019-12-08 22:07:08.652000,L8,,,,,,,,,,,,,,,,,,,265.18,277.99,304.49,312.67,265.45,,,,268.23,,,,251.38,254.52,,,,,,,,,,,,266.19,260.36,,,,
2020-03-04 22:12:32.977000,L8,,,,365.57,358.71,315.97,300.13,,345.87,327.19,,,,,,,,,,,274.46,302.50,291.41,,,,,241.08,237.90,217.99,380.97,,202.85,216.58,222.53,239.09,238.52,230.09,235.43,261.34,295.13,256.74,332.94,357.10,365.18,,,,
2020-03-13 22:06:18.160000,L8,,,,,,,,,,,,,,,,,,,270.80,281.51,307.92,312.95,306.27,,,,,,,,256.83,257.36,,,,,,,,,,,,266.49,260.36,,,,
2020-03-13 22:06:42.111000,L8,,,,,,,,,,,,,,,,,,,278.48,292.55,313.83,322.85,316.78,,,,269.68,,,,278.51,264.90,,,,,,,,,,,,271.00,267.47,,,,
2020-03-29 22:06:09.106000,L8,,,,,,,,,,,,,,,,,,,264.77,274.13,291.96,308.98,354.55,,,,,,,,289.05,250.98,,,,,,,,,,,,271.80,346.45,,,,
2020-03-29 22:06:33.069000,L8,,,,,,,,,,,,,,,,,,,267.86,276.01,294.06,334.19,374.70,,,,268.53,,,,299.39,260.61,,,,,,,,,,,,295.57,368.75,,,,
2020-05-16 22:05:51.566000,L8,,,,,,,,,,,,,,,,,,,265.74,278.91,306.00,314.47,308.69,,,,266.02,,,,253.18,254.15,,,,,,,,,,,,265.83,260.35,,,,
2020-05-16 22:06:15.529000,L8,,,,,,,,,,,,,,,,,,,265.44,278.70,305.43,313.20,307.97,,,,,,,,252.86,253.70,,,,,,,,,,,,265.33,259.65,,,,
2020-06-01 22:06:20.522000,L8,,,,,,,,,,,,,,,,,,,259.26,276.79,295.56,303.00,249.77,,,,,,,,250.72,239.68,,,,,,,,,,,,,,,,,
2020-07-26 22:12:32.566000,L8,,,,,,,,,,,,,,,,,,,,,,364.18,359.64,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20 22:06:29.932000,L8,,,,,,,,,,,,,,,,,,,,268.08,284.24,291.44,304.57,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 22:06:45.752000,L8,,,,,,,,,,,,,,,,,,,279.67,308.37,336.35,339.68,295.86,,,,261.15,,,,254.09,250.11,,,,,,,,,,,,265.82,258.67,,,,
2021-02-12 22:06:31.303000,L8,,,,,,,,,,,,266.96,286.70,,,,,,261.17,280.11,290.77,296.91,295.00,,,,,,,,249.34,248.79,,,,,,,,,,,,,254.62,,,,
2021-02-12 22:06:55.266000,L8,,,,,,,,,,,,,,,,,,,258.81,277.79,288.68,294.04,291.37,,,,,,,,247.56,244.99,,,,,,,,,,,,,,,,,
2021-03-16 22:06:39.830000,L8,,,,,,,,,,,,,,,,,,,263.04,274.45,295.44,304.12,256.49,,,,,,,,253.73,255.37,,,,,,,,,,,,,,,,,
2022-01-06 22:06:41.911000,L9,,,,,,,,,,,,,,,,,,,275.87,293.77,313.54,329.76,308.66,,,,265.65,,,,258.02,265.25,,,,,,,,,,,,268.80,262.41,,,,
2022-01-06 22:07:05.874000,L9,,,,,,,,,,,,,,,,,,,280.34,301.88,325.53,345.18,333.18,234.76,242.58,259.21,280.89,,,,280.62,277.95,,,,,,,,,,,,274.70,278.94,,,,230.32
2022-01-14 22:07:03.358000,L8,,,,,,,,,,,,,,,,,,,271.31,293.51,313.98,355.53,328.15,,,,,,,,268.69,262.38,,,,,,,,,,,,,275.57,,,,
2022-01-22 22:06:42.172000,L9,,,,,,,,,,,,,,,,,,281.21,280.68,303.43,330.68,340.82,319.44,,,287.89,273.44,296.04,,,266.82,268.85,272.71,,,,,,,,,,,275.23,273.45,,,,
2022-01-22 22:07:06.135000,L9,,,,,,,,,,,,,,,,,,,282.64,305.16,333.11,341.74,322.61,,,289.16,274.89,,,,277.04,270.40,,,,223.79,249.55,306.56,,,,,,275.67,276.54,,,,
2022-01-30 22:06:58.274000,L8,,,,,,,,,,,,,,,,,,,281.94,311.81,311.94,320.06,316.29,269.34,288.92,265.78,279.70,,,,270.53,274.68,,,,207.75,224.56,271.88,277.63,282.81,,,,282.04,280.29,,,259.29,264.31
2022-02-23 22:06:56.000000,L9,,,,,,,,,,,,,,,,,,,,,,318.21,283.30,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27 22:06:22.460000,L9,,,,,,,,,,,,,,,,,,,268.99,287.06,306.45,315.64,301.79,,,,,,,,255.00,265.84,,,,,,,,,,,,,257.75,,,,
2022-03-27 22:06:46.414000,L9,,,,,,,,,,,,,,,,,,,272.46,292.36,312.94,330.17,313.58,,,,272.12,,,,277.35,270.44,,,,,,,,,,,,274.29,275.28,,,,
2022-04-28 22:06:11.016000,L9,,,,,,,,,,,,,,,,,,,259.19,271.57,289.60,301.36,296.44,,,,,,,,249.67,247.26,,,,,,,,,,,,,263.52,,,,
2022-05-22 22:06:22.554000,L8,,,,,,,,,,,,,,,,,,,,,,,,,312.10,332.45,341.95,,,,,,,,,,,,,,,,,336.36,,,,,
2022-05-22 22:06:46.517000,L8,,,,,,,,,,,,,,,,,,,270.86,287.58,315.26,362.22,,295.49,334.43,350.31,,,,,269.27,258.40,,,,,,,,,,,,384.18,335.60,,,,251.11
2022-07-16 22:12:50.934000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.69,263.12,285.70,298.19,270.41,,,,,274.56,,
2022-07-25 22:06:47.610000,L8,,,,,,,,,,,,,,,,,,,257.85,269.35,291.53,305.11,300.00,,,,,,,,255.52,257.07,,,,,,,,,,,,266.12,258.48,,,,
2022-08-10 22:06:56.211000,L8,,,,,,,,,,,,,,,,,,,257.56,276.90,291.60,305.57,300.32,,,,,,,,253.62,245.17,,,,,,,,,,,,,,,,,
2022-08-10 22:07:20.170000,L8,,,,,,,,,,,,,,,,,,,257.18,276.42,291.15,305.06,299.68,,,,,,,,253.14,244.35,,,,,,,,,,,,,,,,,
2022-08-26 22:06:58.286000,L8,,,,,,,,,,,,,,,,,,,267.24,289.48,332.76,,,,,,,,,,,285.38,,,,,,,,,,,,,,,,,
2022-09-03 22:06:40.023000,L9,,,,,,,,,,,,,,,,,,,269.95,281.76,311.44,324.48,304.43,,,,,,,,252.93,254.75,,,,,,,,,,,,,,,,,
2022-09-03 22:07:03.978000,L9,,,,,,,,,,,,,,,,,,,263.88,274.90,296.64,305.26,254.05,,,,,,,,244.99,236.74,,,,,,,,,,,,,,,,,
2022-10-05 22:06:46.770000,L9,,,,,,,,,,,,,,,,,,,271.15,289.06,309.84,334.25,349.77,,,,267.76,,,,262.30,260.79,,,,,,,,,,,,271.78,269.49,,,,
2022-10-05 22:07:10.729000,L9,,,,,,,,,,,,,,,,,,,271.33,289.15,309.97,331.80,349.16,,,,266.93,,,,262.08,260.27,,,,,,,,,,,,271.32,267.98,,,,
2022-10-13 22:07:19.482000,L8,,,,,,,,,,,,,,,,,,,263.72,280.45,297.21,312.75,307.64,,,,261.60,,,,253.58,256.86,,,,,,,,,,,,268.10,259.93,,,,
2022-10-21 22:06:53.495000,L9,,,,,,,,,,,,,,,,,,,268.81,285.36,310.99,333.24,315.74,,,,266.70,,,,264.68,261.35,,,,,,,,,,,,269.56,261.68,,,,
