dates,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0027,nzd0559-0028,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0078
2017-07-09 22:20:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.86,,,,,,,,,,,,,,,,,,,,,,,,,,,349.04,345.32,339.39,,304.72,304.54,318.68,,291.08,,,,,,,,,,,,,,,256.34,230.28,247.58,232.515,231.7,230.62,223.86,,,,,
2017-08-17 22:27:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.86,,,,,,,,,,,,,,,,,,,,,,,,,,,349.04,345.32,339.39,,304.72,304.54,334.345,,291.08,,,,,,,,,,,,,,,256.34,230.28,247.58,232.515,231.7,230.62,223.86,,,,,
2017-09-18 22:27:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.64,,,259.43,299.17,287.82,294.87,282.58,278.33,281.41,288.25,327.695,,291.08,,,,,,,,,,,,,,,,233.63,,215.53,218.11,222.46,211.6,,,,,
2017-09-27 22:21:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.41,,,,,,,,,,,,,,,,,,,,,,287.64,,,259.43,299.17,287.82,294.87,282.58,278.33,281.41,288.25,327.695,,281.40999999999997,,,,,,,,,,,,,,,,233.63,,215.53,218.11,222.46,219.075,,,,,
2017-10-13 22:21:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.41,,,,,,,,,,,,,,,,,,,,,,287.64,,,259.43,299.17,287.82,294.87,282.58,278.33,281.41,288.25,327.695,,270.015,,,,,,,,,,,,,,,,233.63,,215.53,218.11,222.46,219.075,,,,,
2017-11-21 22:27:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.41,243.1,,,,265.42,240.68,,,,,212.42,,,,,,242.3,237.75,248.11,222.44,,276.37,,,259.43,299.17,300.845,302.255,289.145,284.0,283.86,287.765,316.33666666666664,,270.015,,,,,,,,,,,,,,,,233.63,,215.53,218.11,222.46,219.075,,,,262.3,
2018-01-01 22:20:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.41,243.1,,,,265.42,240.68,,,,,212.42,,,,,,242.3,237.75,248.11,222.44,,276.37,,,259.43,299.17,300.845,302.255,289.145,284.0,283.86,287.765,316.33666666666664,,269.8866666666667,,,,,,,,,,,,,,,,233.63,,215.53,218.11,222.46,219.075,,,,262.3,
2018-06-10 22:19:37+00:00,,,,,,,,,,,240.57,218.65,251.07,,223.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.63,200.81,187.82,,,,,,,,,,,,,,278.46,,,,230.05,223.83,,,,,
2018-07-12 22:19:56+00:00,,,,,278.9,330.22,323.98,,299.65,280.92,240.57,233.91499999999996,258.19,274.9,223.87,263.34,,293.37,,,,,268.72,,,,,,,,,,,,,157.11,150.47,200.95,208.74,,,,292.31,294.59,272.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.88,,200.81,187.82,,,,,,,,,,,235.37,265.82,,278.46,,237.64,295.61,242.445,235.78500000000003,,287.3,,,
2019-01-11 22:26:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.56,,,,316.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05 22:20:33+00:00,,,,291.55,309.34,298.1,291.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.56,,,,316.44,,265.52,,,,,,,,,,,,,,,257.47,,,,,,,,,,,
2019-02-12 22:26:43+00:00,,,,291.55,309.34,298.1,291.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.495,,,,317.40999999999997,,265.52,,,,,,,,,,,,,,,255.34500000000003,256.05,252.42,257.75,,,,,,,,
2019-03-16 22:26:33+00:00,,,,291.55,309.34,298.1,291.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.07,,286.59,280.27,,,,,,,,,,,,,,,,,297.01,298.01,,294.39,298.79,309.9,,269.7,299.59,298.84,311.38,320.22,276.2,261.37,,317.40999999999997,,265.52,,,,,,,,,,,,,,,255.34500000000003,256.05,252.42,257.75,322.59,,,,336.7,,,
2019-04-17 22:26:24+00:00,,,,291.55,309.34,298.1,291.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.99,,293.895,,286.59,280.27,,,,,,,,,,,,,,,,,297.01,298.01,,294.39,298.79,305.205,228.42,266.185,298.4,296.57,306.765,311.5775,274.225,246.23000000000002,,317.40999999999997,,265.52,,,,,,,,,,,,,,,255.34500000000003,256.05,252.42,257.75,322.59,,,,336.7,,,
2019-11-11 22:27:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12 22:20:48+00:00,,,,,,,,,,253.29,236.06,234.72,260.38,269.02,305.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.4,239.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.32,,,,316.78,,,,,,,,,,,,,,,224.67,225.35,197.85,,,,,,240.43,,,,,
2020-05-14 22:20:12+00:00,,,,,,286.45,281.34,,,253.29,236.06,234.72,260.38,269.02,305.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.645,229.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.32,289.07,,,,,,,,,,,,,,,,,,224.67,225.35,190.475,,,,,,240.43,,,,,
2020-05-21 22:26:24+00:00,,,,,,286.45,281.34,,,253.29,236.06,234.72,260.38,269.02,305.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.645,229.815,,,,,,,,,,,,,,,,,,,,,,,,,266.17,291.24,290.28,301.12,284.56,279.87,264.14,276.19,,,,,,,,,,,,,,,,224.67,225.35,190.475,,,,,,240.43,,,,,
2020-05-30 22:20:16+00:00,,,,,,286.45,281.34,,,243.355,246.215,240.26999999999998,260.945,271.19,294.145,260.74,278.99,287.58,219.61,295.78,300.84,268.39,274.43,282.58,277.51,281.07,,,,,,,,,,,,,,,,308.82,279.12,292.52,298.6666666666667,224.23000000000002,,,,,,,,,,,,,,,,,,,,,,,,,266.17,291.24,290.28,301.12,284.56,279.87,270.005,276.19,,238.62,,207.92,211.91,,281.96,242.9,,,,,,,,195.675,231.935,182.0233333333333,,,,292.71,,240.43,,,,,
2020-06-15 22:20:50+00:00,,,258.09,,,286.45,281.34,,,239.29666666666665,237.33333333333334,240.8033333333333,260.45666666666665,273.96666666666664,290.6566666666667,263.64,277.635,292.265,221.03,288.565,302.095,268.39,278.03999999999996,282.58,280.79499999999996,284.57,,,,,,,,,,,,,,,,308.82,286.25,303.53999999999996,296.3425,224.23000000000002,,,,,,,,,,,,,,,,,,,,,,,,,266.17,291.24,290.28,301.12,284.56,279.87,270.005,276.19,,236.15,,207.92,211.91,,281.96,242.9,,,,,,,,187.32666666666668,242.12666666666667,182.0233333333333,,,,292.71,256.97,240.43,,,,,
2020-07-17 22:21:04+00:00,,,258.09,,,286.45,281.34,,,239.29666666666665,237.33333333333334,240.8033333333333,260.45666666666665,273.96666666666664,280.25,262.09,274.68333333333334,289.46999999999997,218.0666666666667,288.565,302.095,268.39,278.03999999999996,282.58,280.79499999999996,280.74666666666667,233.04,,,,,193.71,212.86,215.28,253.56,,,,,,,308.82,286.25,303.53999999999996,296.3425,224.23000000000002,,,,,,,,,,,,,,,,,,,,,,,,,266.17,291.24,290.28,301.12,284.56,279.87,270.005,276.19,,236.15,,207.92,211.91,,281.96,242.9,,,,,,,,187.32666666666668,242.12666666666667,182.0233333333333,,,,292.71,256.97,240.43,,,,,
2020-08-02 22:20:44+00:00,,,258.09,,,286.45,281.34,,,239.29666666666665,237.33333333333334,240.8033333333333,260.45666666666665,276.515,289.012,262.09,274.68333333333334,292.7525,218.0666666666667,288.565,302.095,268.39,278.03999999999996,282.58,280.79499999999996,280.74666666666667,233.04,,275.67,182.72,187.85,193.71,212.86,203.44,255.52,,,,,,,308.82,286.25,303.53999999999996,296.3425,224.23000000000002,,,,,,,,,,,,,,,,,,,,,,,,,266.17,291.24,290.28,301.12,284.56,279.87,270.005,276.19,,236.15,,207.92,211.91,,281.96,242.9,,,,,,,,187.32666666666668,240.18,182.0233333333333,,,,292.71,256.97,240.43,263.04,,,,
2020-10-12 22:27:18+00:00,,,258.09,,,286.45,281.34,,,232.3,237.97,243.84499999999997,260.495,279.0133333333333,284.895,262.09,274.68333333333334,292.7525,218.0666666666667,288.565,302.095,268.39,278.03999999999996,282.58,280.79499999999996,280.74666666666667,233.04,,275.67,182.72,187.85,193.71,212.86,203.44,255.52,,,,,,,308.82,286.25,303.53999999999996,295.3233333333333,216.44000000000003,,,,,,,,,,,,,,,,,,,,,,267.49,260.75,,269.4,297.265,291.17999999999995,310.03499999999997,285.68,278.4433333333333,269.4866666666667,279.075,296.57,236.15,,207.92,211.91,,281.96,242.9,,,,,,,,168.65500000000003,245.12333333333333,174.10999999999996,,,,292.71,256.97,,263.04,,,,
2020-11-22 22:21:06+00:00,,,258.09,,,,,,,232.3,237.97,243.84499999999997,260.495,279.0133333333333,284.895,262.09,274.68333333333334,292.7525,218.0666666666667,288.565,302.095,268.39,278.03999999999996,282.58,280.79499999999996,280.74666666666667,233.04,,275.67,182.72,187.85,193.71,212.86,203.44,255.52,,,,,,,308.82,286.25,303.53999999999996,293.03999999999996,213.06,,,,,,,,,,,,,,,,,,,,,,267.49,260.75,,272.63,303.29,292.08,318.95,285.56,275.59,272.16,281.96,296.57,236.15,280.8,207.92,211.91,,281.96,242.9,,,,,,,,168.65500000000003,245.12333333333333,165.12,,,,292.71,256.97,,263.04,,,,
2021-06-18 22:20:38+00:00,,,,267.61,,,309.07,,,235.49,,,260.87,,,260.13,280.6,290.69,223.07,310.29,,,268.64,,,,,,,,,,,,,,,,202.95,206.72,227.62,,273.13,295.15,285.15,198.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.27,217.73,227.75,282.37,214.05,222.82,,,,,,,165.41,252.4,,,288.56,,291.92,,254.86,,,,,
2021-08-12 22:27:06+00:00,,,,267.61,,,309.07,,,235.49,,,260.87,,,260.13,280.6,290.69,223.07,310.29,,,268.64,,,,,,,,,,,,,,,,202.95,206.72,227.62,,273.13,295.15,285.15,198.14,,,,,,,,,,,,,,,,,,254.94,,,277.76,287.47,262.1,238.68,265.4,274.38,,,,,,286.47,295.69,,,212.27,217.73,227.75,282.37,214.05,222.82,,,,,,,165.41,252.4,,,288.56,,291.92,,254.86,,,,,
2021-12-19 22:21:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4,246.05,,,,,,,,,,,,,,,,,,254.94,,,277.76,287.47,262.1,238.68,265.4,274.38,,,,,,286.47,295.69,,286.48,,,,,,,,,,,,,,,192.88,,227.09,,237.92,,,,,,,
2022-01-27 22:27:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.4,246.05,,,,,,,,,,,,,,,,,,254.94,,,277.76,287.47,262.1,238.68,265.4,313.205,,,,306.28,298.05,289.275,302.975,,286.48,,,,,,,,,,,,,,,192.88,,227.09,,237.92,,,,,,,
2022-02-13 22:20:52+00:00,,,,290.23,309.89,328.09,318.25,316.9,325.54,,265.37,,279.57,276.98,298.35,,,307.94,,325.65,333.53,,,,,,,,,,,,,,,,,,,,,,,313.22,297.88,227.87,,,,,,,,,,,,,,,,,,,,,,,,,,352.03,,,,306.28,298.05,292.08,310.26,,267.03000000000003,,,,289.0,,260.1,266.24,293.77,284.83,302.78,308.4,294.7,,265.78,192.88,,227.09,,237.92,,,,,,,
2022-02-20 22:26:59+00:00,,,,290.23,309.89,328.09,318.25,316.9,325.54,,265.37,,279.57,276.98,298.35,,,307.94,,325.65,333.53,,,,,,,,,,,,,,,,,,,,,,,313.22,297.88,227.87,,,,,,,,,,,,,,,,,,,,,,,,,,352.03,,,,306.28,298.05,294.525,312.96000000000004,,267.03000000000003,,,,289.0,,260.1,266.24,293.77,284.83,302.78,308.4,294.7,,265.78,192.88,247.77,240.675,259.46,237.92,,,,,,,
2022-03-24 22:26:46+00:00,,,,290.23,309.89,328.09,318.25,316.9,325.54,,265.37,,279.57,276.98,298.35,,,307.94,,325.65,333.53,,,,,,,,,,,,,,,,,,,,,,,300.15,297.88,227.87,,,,,,,,,,,252.82,,,,,,,,,,286.18,,,,,332.965,315.34,328.26,291.68,294.78999999999996,285.23,290.56666666666666,306.56333333333333,,267.03000000000003,,,,289.0,,260.1,266.24,293.77,284.83,302.78,308.4,294.7,,265.78,192.88,260.72,240.675,259.46,237.92,,,,,,,
2022-04-10 22:21:04+00:00,,,,285.81,311.695,328.02,311.9,316.125,324.07500000000005,,264.23,,276.23,278.93,297.28,,298.82,304.565,,322.02,333.53,,,,,,,,,,,,,,,,,198.05,,,,,,300.15,294.52,222.62,,,,,,,,,,,252.82,,,,,,,,,226.75,286.18,,,,,332.965,315.34,328.26,291.68,294.78999999999996,285.23,290.56666666666666,306.56333333333333,,263.6333333333333,,,252.3,289.20500000000004,,245.435,251.03500000000003,292.865,283.135,281.815,285.4,285.48,,267.77,176.75,260.72,240.675,259.46,237.92,,,,,,,
2022-04-17 22:26:46+00:00,,,,285.81,311.695,328.02,311.9,316.125,324.07500000000005,,264.23,,276.23,278.93,297.28,,298.82,304.565,,322.02,333.53,,,,,,,,,,,,,,,,,198.05,,,,,,300.15,294.52,222.62,,,,,,,,,,,267.18,,,186.75,,,,,,226.75,281.59000000000003,,304.09,,330.75,320.2,307.29499999999996,318.59000000000003,289.545,285.31666666666666,278.3066666666667,284.52,298.7075,,263.6333333333333,,,252.3,289.20500000000004,,245.435,251.03500000000003,292.865,283.135,281.815,285.4,285.48,,267.77,176.75,260.72,240.675,259.46,237.92,,,,,,,
2022-05-03 22:26:41+00:00,,,,285.81,311.695,328.02,311.9,316.125,324.07500000000005,,264.23,,276.23,278.93,297.28,,298.82,304.565,,322.02,333.53,,,,,,,,,,,,,,,,,198.05,,,,,,300.15,294.52,222.62,,,,,,,,,,,267.18,,,186.75,,,,,,226.75,281.59000000000003,,303.35,,322.82,315.3375,307.29499999999996,315.59999999999997,288.50666666666666,282.98,275.795,284.86,294.322,,263.6333333333333,,,252.3,289.20500000000004,,245.435,251.03500000000003,292.865,283.135,281.815,285.4,285.48,,267.77,176.75,260.72,240.675,259.46,237.92,,,,,,,
2022-06-05 22:20:51+00:00,,,,280.38,299.2733333333333,315.56,301.3566666666666,316.125,315.5833333333333,247.41,262.90000000000003,249.72,271.8666666666666,278.93,297.28,,298.82,304.565,226.33,322.02,333.53,,290.15,292.99,283.54,,,,,,,,,,,,,198.05,,,,,,298.69666666666666,291.27750000000003,222.62,,,,,,,,,,,267.18,,,186.75,,,,,,226.75,281.59000000000003,,303.35,,322.82,315.3375,307.29499999999996,315.59999999999997,288.50666666666666,282.98,275.795,284.86,294.322,,263.6333333333333,210.6,,252.3,276.43,,242.27666666666667,249.4,292.865,283.135,273.73,278.1266666666666,283.1933333333333,166.84,269.1666666666667,176.75,260.72,250.04999999999998,266.64,251.72499999999997,,264.2,,302.0,252.14,,
2022-06-21 22:21:24+00:00,,,,276.73,286.9275,309.9525,296.6475,315.7133333333333,315.9325,270.61,262.4825,250.695,262.6825,278.93,297.28,263.99,286.96500000000003,279.08,220.405,291.1766666666667,333.53,272.06,279.1,292.99,283.54,,,,,,,,,,,,,198.05,,,258.77,,282.6,296.775,282.4475,210.905,,,,,,,,,,,267.18,,,186.75,,,,,,226.75,281.59000000000003,,303.35,,322.82,315.3375,307.29499999999996,315.59999999999997,288.50666666666666,282.98,275.795,284.86,294.322,240.93,252.20999999999998,208.945,,252.3,261.02,,236.66250000000002,249.4,283.58666666666664,283.135,273.73,278.1266666666666,283.1933333333333,166.135,268.10749999999996,154.31,260.72,261.53,267.74666666666667,265.53,,264.2,,302.0,252.14,,
2022-08-08 22:21:16+00:00,,,,276.73,286.9275,309.9525,296.6475,316.28,321.22200000000004,289.38,262.4825,270.7366666666667,262.6825,282.70666666666665,297.28,263.99,286.96500000000003,279.08,220.405,291.1766666666667,333.53,272.06,279.1,297.32500000000005,283.54,,,,,,,,,,,,,198.05,,,258.77,,282.6,300.41999999999996,284.448,218.26,,,,,,,,,,,267.18,,,186.75,,,,,,226.75,281.59000000000003,,303.35,,322.82,303.1066666666666,307.29499999999996,315.59999999999997,288.50666666666666,275.21333333333337,268.3766666666667,283.055,290.3375,240.93,242.93999999999997,208.945,,243.9,261.02,,236.66250000000002,249.4,283.58666666666664,284.5233333333333,273.73,278.1266666666666,283.1933333333333,166.135,270.568,153.79999999999998,260.72,264.52666666666664,269.0025,280.83,243.68,264.2,,311.66999999999996,252.14,,
2022-11-19 22:27:29+00:00,,,,267.65000000000003,262.16,291.885,281.395,316.43499999999995,319.32,289.38,260.735,270.7366666666667,249.13500000000002,290.26,,263.99,275.11,228.11,220.405,229.49,,272.06,279.1,297.32500000000005,283.54,,,,,,,,,,,,,,,,258.77,,282.6,300.59999999999997,282.6933333333333,232.97,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,294.61,308.35,240.93,224.4,208.945,,235.5,232.83499999999995,,227.89000000000004,246.13,265.03,287.3,257.56,263.58,278.62,166.135,272.43333333333334,150.39,,269.65999999999997,272.18333333333334,280.83,243.68,264.2,,311.66999999999996,252.14,,
2022-11-27 22:27:24+00:00,,,,267.65000000000003,262.16,291.885,281.395,316.43499999999995,319.32,289.38,260.735,270.7366666666667,249.13500000000002,290.26,,263.99,275.11,228.11,220.405,229.49,,272.06,279.1,297.32500000000005,283.54,,,,,,,,,,,,,,,,258.77,,282.6,300.59999999999997,282.6933333333333,232.97,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,294.61,311.71500000000003,240.93,224.4,208.945,,235.5,232.83499999999995,,227.89000000000004,246.13,265.03,287.3,257.56,263.58,278.62,166.135,272.43333333333334,150.39,,269.65999999999997,272.18333333333334,280.83,243.68,264.2,,311.66999999999996,252.14,,
2022-12-06 22:21:37+00:00,,,,265.78,249.89,293.13,282.52,316.43499999999995,329.68000000000006,310.365,261.23,281.245,235.13,290.26,,263.99,275.11,228.11,214.48,229.49,,272.06,268.05,301.66,,,,,,,,,,,,,,,,,258.77,,282.6,303.00499999999994,283.265,232.97,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,294.61,311.71500000000003,240.93,263.095,207.29,,235.5,214.79,,219.82,,265.03,287.3,,,,165.43,272.66999999999996,150.39,,270.52,271.365,296.13,243.68,,,321.34,,,
2022-12-13 22:27:25+00:00,,,,265.78,249.89,293.13,282.52,316.43499999999995,329.68000000000006,310.365,261.23,281.245,235.13,290.26,,263.99,275.11,228.11,214.48,229.49,,272.06,268.05,301.66,,,,,,,,,,,,,,,,,258.77,,282.6,303.00499999999994,283.265,232.97,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,293.70000000000005,310.06666666666666,240.93,263.095,207.29,,235.5,214.79,,219.82,,265.03,287.3,,,,165.43,272.66999999999996,150.39,,270.52,271.365,296.13,243.68,,,321.34,,,
2022-12-21 22:27:21+00:00,,,,,,,,317.98,342.38,326.92,,310.82,,290.26,,,,,,,,,,301.66,,,,,,,,,,,,,,,,,,,,315.0,290.775,232.08499999999998,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,293.85333333333335,309.5075,,263.095,,,235.5,,,,,,287.3,,,,,280.41,209.67000000000002,251.56,260.39,262.37,296.13,243.68,,,321.34,,,
2022-12-29 22:27:24+00:00,,,,,,,,317.98,342.38,326.92,,310.82,,290.26,,,,,,,,,,301.66,,,,,,,,,,,,,,,,,,,,315.0,290.775,232.08499999999998,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,294.0575,309.472,,263.095,,,235.5,,,,,,287.3,,,,,280.41,209.67000000000002,251.56,260.39,262.37,296.13,243.68,,,321.34,,,
2023-01-07 22:21:14+00:00,,,,,,,,317.98,342.38,326.92,,310.82,,290.26,,,,,,,,,,301.66,,,,,,,,,,,,,,,,,,,,315.0,290.775,241.35333333333332,,,,,,,,,,,,,,,,,,,,,,,342.59,,,,,,,,,294.0575,309.472,,277.22,,,235.5,,,,,,287.3,,,,,280.41,226.63000000000002,247.71499999999997,248.92333333333332,251.63666666666666,296.13,245.25,241.56,249.67,299.55999999999995,236.26,,
2023-01-14 22:27:21+00:00,,,,,,,,317.98,342.38,326.92,,310.82,,290.26,,,,,,,,,,301.66,,,,,,,,,,,,,,,,,,,,315.0,290.775,241.35333333333332,,,,,,,,,,,,,,,,,,,,,,,343.23,,,,,346.37,329.79,,,294.014,308.9883333333333,,277.22,,,235.5,,,,,,287.3,,,,,280.41,226.63000000000002,247.71499999999997,248.92333333333332,251.63666666666666,296.13,245.25,241.56,249.67,299.55999999999995,236.26,,
2023-01-15 22:21:29+00:00,,,,,,,,317.98,332.06,317.945,,310.82,,290.26,,,,,,,,,,301.66,,,,,,,,,,,,,,,,,,,,315.0,290.775,241.35333333333332,,,,,,,,,,,,,,,,,,,,,,,343.23,,,,,346.37,329.79,,,294.014,308.9883333333333,,282.82000000000005,,,235.5,217.89,175.1,235.65,311.59,225.85,287.3,,,,,280.41,226.63000000000002,247.71499999999997,248.92333333333332,251.63666666666666,296.13,245.37,241.56,249.67,299.55999999999995,236.26,,
2023-02-24 22:21:03+00:00,,,,,,,,,321.74,308.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1,245.54499999999996,,,,,,,,,,,,,,,,,,,,,,,343.23,,,,,346.37,329.79,,,294.014,308.9883333333333,,304.23,,,,217.89,175.1,235.65,311.59,225.85,,,,,,,263.55500000000006,247.71499999999997,238.125,241.07,,246.215,241.56,249.67,277.78,236.26,,
2023-04-28 22:26:27+00:00,,,,,,,,,321.74,308.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1,245.54499999999996,,,,,,,,,,,,,,,,,,,,,288.52,300.45,330.4866666666667,312.93,297.51,301.81,296.77,329.86,310.255,278.1,267.16,292.1466666666667,305.47285714285715,,304.23,,,,217.89,175.1,235.65,311.59,225.85,,,,,,,263.55500000000006,257.7033333333333,238.125,255.15333333333334,,246.215,241.56,249.67,277.78,236.26,,
2023-05-06 22:26:37+00:00,,,,,,,,,321.74,308.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1,245.54499999999996,,,,,,,,,,,,,,,,,,,,293.1,283.37,295.88,313.1525,307.16499999999996,285.42499999999995,290.93,296.77,329.86,295.65333333333336,272.015,264.43,292.1466666666667,301.16125,,304.23,,,,217.89,175.1,235.65,311.59,225.85,,,,,,,277.56,264.98,238.125,265.365,291.96,261.3433333333333,241.56,249.67,289.885,236.26,,
2023-09-03 22:26:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.1,283.37,295.88,283.07499999999993,307.16499999999996,285.42499999999995,290.93,296.77,313.35,298.75333333333333,272.015,264.43,282.81,277.68,,,,,,,,,,,,,,,,,305.57,282.245,,289.66,291.96,291.6,,,301.99,,,
2023-09-04 22:20:46+00:00,,,,,,,,,,,,,236.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.85,,,,,,,,,,,,,,,,,,,,293.1,283.37,295.88,283.07499999999993,307.16499999999996,285.42499999999995,290.93,296.77,313.35,298.75333333333333,272.015,264.43,282.81,277.68,,,,,,,,,,,,,,,,,305.57,282.245,,289.66,291.96,291.6,,,301.99,,,
2023-09-19 22:27:02+00:00,,,,,,,,,,,,,236.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.85,,,,,,,,,,,,,,,,,,,,306.38,283.37,295.88,283.07499999999993,307.16499999999996,285.42499999999995,290.93,296.77,313.35,307.65500000000003,272.015,264.43,282.81,277.68,,,,,,,,,,,,,,,,,305.57,282.245,,289.66,291.96,291.6,,,301.99,,,
2023-10-05 22:27:04+00:00,,,,,,,,,,,,,236.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.85,,,,,,,,,,,,,,,,,,,,306.38,283.37,295.88,283.07499999999993,307.16499999999996,285.42499999999995,290.93,296.77,327.915,312.40600000000006,272.015,264.43,288.41999999999996,277.68,,,,,,,,,,,,,,,,,305.57,282.245,,289.66,291.96,291.6,,,301.99,,,
2023-10-21 22:27:08+00:00,,,,,,,,,,,,,236.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.85,,,,,,,,,,,,,,,,,,,,306.38,283.37,295.88,283.07499999999993,307.16499999999996,285.42499999999995,290.93,296.77,327.915,312.40600000000006,272.015,264.43,288.41999999999996,288.63,,,,,,,,,,,,,,,,,305.57,282.245,,289.66,291.96,291.6,,,301.99,,,
2023-11-07 22:21:21+00:00,,,,,,,,,,,,,236.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.85,,,,,,,,,,,,,,,,,,,,319.66,,,,,,,,342.48,334.9533333333334,,,294.03,310.53,,300.43,,,,,,,,,,,,,,,,,,,,,,,,,,
