dates,satname,nzd0156-0000,nzd0156-0001,nzd0156-0002,nzd0156-0003,nzd0156-0004,nzd0156-0005,nzd0156-0006,nzd0156-0007,nzd0156-0008,nzd0156-0009,nzd0156-0010,nzd0156-0011,nzd0156-0012,nzd0156-0013,nzd0156-0014,nzd0156-0015,nzd0156-0016,nzd0156-0020,nzd0156-0021,nzd0156-0022,nzd0156-0023,nzd0156-0024,nzd0156-0025,nzd0156-0026,nzd0156-0027,nzd0156-0028,nzd0156-0029,nzd0156-0030,nzd0156-0031,nzd0156-0032,nzd0156-0033,nzd0156-0034,nzd0156-0035,nzd0156-0036,nzd0156-0037,nzd0156-0038,nzd0156-0039,nzd0156-0040,nzd0156-0041,nzd0156-0042,nzd0156-0043,nzd0156-0044,nzd0156-0046,nzd0156-0047,nzd0156-0048,nzd0156-0018,nzd0156-0019,nzd0156-0017,nzd0156-0045
2001-12-30 21:54:13.275000,L7,,,,,,,,284.18,351.17,345.23,346.71,343.42,351.23,351.57,349.55,346.95,364.18,,306.22,360.13,348.84,354.84,355.68,353.25,358.63,374.94,368.46,387.17,347.65,360.20,362.10,359.65,360.58,358.00,343.36,303.35,305.19,317.16,330.49,316.44,321.84,325.98,286.93,367.71,,,,,315.14
2002-01-15 21:54:23.534000,L7,,,,300.57,309.60,308.64,298.41,295.25,296.13,298.37,337.00,328.52,327.94,294.56,267.95,,,302.59,330.29,341.49,346.12,349.00,355.52,360.27,307.67,314.80,314.75,312.38,313.45,336.74,343.60,342.59,362.18,,364.05,325.41,332.12,335.91,321.93,298.82,278.89,269.76,295.95,363.91,,283.00,302.68,282.45,268.98
2002-01-31 21:54:26.647000,L7,,,,,,,369.65,337.24,348.41,309.78,317.75,352.84,,,,,,,,298.57,298.56,308.90,361.24,364.47,,,,,,384.10,351.56,365.31,368.66,355.88,376.17,358.11,350.84,353.05,345.59,356.39,346.76,368.32,343.43,389.99,388.72,,,,357.01
2002-01-31 21:54:50.570000,L7,,,,,,,,,,,,,,,299.43,307.82,304.02,,373.65,287.65,264.85,302.54,356.48,363.07,,,,,,380.33,355.18,367.23,368.42,358.97,374.59,355.17,343.10,359.75,345.99,356.47,344.39,363.40,348.64,358.03,362.86,306.95,297.76,359.51,358.07
2002-03-20 21:54:24.081000,L7,,,,300.34,274.91,304.23,291.27,282.79,286.03,287.39,290.78,292.45,288.41,360.27,366.92,304.87,306.42,357.63,355.13,361.07,356.34,374.09,372.02,365.72,365.11,361.06,367.42,354.58,357.61,361.08,,,,358.26,347.80,349.89,328.67,334.29,357.68,335.70,343.33,330.55,320.40,351.52,349.33,380.97,373.68,,321.75
2002-03-20 21:54:48.224000,L7,,,,,,,,250.60,246.23,257.89,261.40,259.77,256.15,260.45,264.52,255.45,,271.70,257.65,264.27,261.23,261.63,270.37,267.08,274.77,282.79,281.32,274.13,267.23,274.30,285.48,284.98,285.71,311.33,,,,,,282.68,271.76,274.55,260.83,273.16,295.52,,258.98,,271.59
2002-04-05 21:54:25.270000,L7,,,,,266.07,266.27,343.80,329.07,332.57,334.77,335.12,339.29,335.78,338.27,338.20,273.18,261.03,366.72,,316.93,279.07,310.33,328.45,327.44,,,,,,,,379.45,350.45,388.85,361.92,335.05,346.04,355.97,367.36,350.50,347.10,325.82,336.21,351.63,326.77,324.65,357.54,284.33,308.32
2002-05-23 21:54:18.991000,L7,,,,,,,,,,287.03,296.03,298.17,295.88,,,,,,,,,,,,,,,,,,,,,,,382.22,390.80,393.76,405.34,394.04,379.14,,,,,,,,
2002-08-11 21:53:48.595000,L7,281.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:53:36.267000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.89,363.88,345.95,355.05,354.92,345.25,332.55,334.67,343.52,347.09,370.35,360.29,372.15,375.16,366.66,,,,,340.76
2002-08-27 21:54:00.253000,L7,,,,,,,,,,,,274.61,285.57,286.39,292.20,288.84,301.92,360.39,350.76,357.39,356.40,367.44,381.15,,,387.16,392.00,360.23,365.89,357.60,359.22,346.14,351.88,359.01,344.76,349.21,335.40,343.15,349.37,358.95,347.95,346.13,344.23,369.59,367.18,360.02,355.94,,348.71
2002-09-12 21:53:31.762000,L7,356.44,277.40,268.09,270.94,250.44,,,310.81,308.84,315.32,347.37,332.03,,,,,,339.34,343.02,,,,,,,,,,,,,,,,,,,,,,,,,,,353.58,352.32,,
2002-10-14 21:53:19.813000,L7,,300.04,296.64,301.11,315.16,310.41,301.10,295.48,299.07,299.36,298.50,298.65,302.63,304.09,307.54,311.64,319.05,303.73,304.91,306.01,303.43,309.50,289.50,306.00,307.36,316.35,309.58,309.92,,393.23,377.31,367.79,367.16,361.36,371.88,356.02,360.50,366.41,372.58,370.39,354.66,360.34,364.45,377.41,385.95,318.97,303.26,321.75,360.36
2002-10-14 21:53:43.769000,L7,,,,,,,,,,,,,,,304.23,310.34,317.18,302.79,297.38,305.04,300.16,303.65,299.44,301.42,305.11,312.18,304.14,,,,376.02,368.51,369.45,363.67,376.10,355.68,362.54,370.26,375.57,388.45,363.43,364.34,367.45,380.43,390.62,314.35,,315.87,362.63
2002-10-30 21:53:25.867000,L7,,303.88,274.55,303.60,261.51,267.13,308.75,300.36,303.44,303.83,304.62,307.83,309.26,313.85,312.31,310.08,,314.13,312.13,,,,,,,,,,,,,,381.91,314.19,335.56,320.83,327.40,,,,,,295.60,375.70,305.43,322.60,314.19,312.56,276.32
2002-12-01 21:53:52.985000,L7,,295.11,288.89,311.44,323.62,315.56,307.78,356.08,339.33,338.33,337.10,341.38,310.37,349.20,344.03,344.63,,271.92,269.61,278.14,332.98,278.52,309.16,321.57,282.72,289.37,291.28,275.16,293.60,292.36,291.03,289.22,333.06,329.23,320.53,324.82,326.05,328.67,319.95,305.55,288.70,308.32,289.42,310.23,316.02,,,,278.01
2002-12-01 21:54:16.937000,L7,,,,,,,,,,,,,272.29,274.23,272.22,265.12,246.12,277.87,277.09,326.24,314.88,283.30,333.34,323.70,290.32,295.19,294.19,277.62,297.32,295.17,292.84,290.73,333.44,329.02,341.98,321.59,326.16,329.96,321.00,304.87,289.56,311.04,286.66,306.58,314.19,263.05,,299.26,277.03
2003-01-18 21:54:06.301000,L7,,288.66,280.38,290.51,306.15,304.36,261.36,297.17,304.89,300.39,296.56,296.17,304.30,302.25,298.72,268.25,315.02,,295.39,295.93,295.86,300.84,298.17,,,,,,,378.46,370.20,369.74,365.74,359.31,351.94,355.92,361.42,358.25,364.72,360.73,349.80,359.82,344.72,370.52,364.99,,,,342.62
2003-01-18 21:54:30.278000,L7,,,,,,,,,,,,,,,,,,,294.05,295.42,282.37,299.45,296.97,,,,,,,374.29,367.67,370.10,367.48,361.03,350.08,357.11,358.75,355.94,363.54,363.64,351.45,360.97,350.00,373.55,364.31,,,,344.34
2003-02-19 21:54:18.740000,L7,,288.15,296.36,321.40,265.25,312.76,312.73,317.93,316.70,306.92,313.80,272.79,323.86,317.47,276.47,330.09,328.30,325.35,326.04,318.66,323.82,325.99,319.71,321.12,,324.80,305.22,313.48,333.50,363.12,,,,,,,,,,378.49,334.66,373.45,305.93,,353.11,334.01,334.07,340.75,371.53
2003-03-23 21:54:16.760000,L7,,,,,302.65,305.82,292.73,295.63,299.47,360.82,359.83,373.43,352.14,355.94,355.05,334.53,337.24,,,,,,344.58,293.87,305.98,,,,,,,,,,,,,,,,,,,361.78,358.31,,,,
2003-03-23 21:54:40.711000,L7,,,,,255.10,367.81,354.34,304.33,317.50,346.36,347.45,352.18,328.91,262.30,274.70,275.01,255.10,,,,318.01,356.12,350.25,341.15,313.91,326.16,327.48,307.46,332.70,345.07,309.55,305.06,,,,,330.76,315.60,338.14,357.02,352.32,326.83,293.34,297.65,328.02,300.23,,300.24,284.41
2003-05-26 21:54:19.958000,L7,,291.67,335.67,319.78,264.06,263.44,257.85,267.58,263.48,269.88,274.63,272.84,271.85,274.65,275.45,272.96,259.91,288.22,284.50,285.54,280.88,282.21,286.05,290.71,290.36,298.84,297.82,287.68,259.76,275.29,295.31,287.48,287.54,305.11,286.73,295.51,292.04,314.17,321.32,313.17,278.23,280.85,278.59,303.76,311.95,275.20,280.07,267.68,269.07
2003-05-26 21:54:43.917000,L7,,,,,,,,,,269.71,275.62,271.98,272.19,275.32,274.29,272.05,263.26,291.30,284.55,286.33,283.66,285.11,292.92,291.83,294.87,298.14,340.69,287.42,262.59,275.70,294.93,292.46,291.77,311.53,292.75,300.76,293.47,314.18,309.13,315.27,285.71,282.71,280.44,313.64,380.48,276.50,282.51,268.07,277.51
2003-07-21 21:42:09.884000,L5,340.16,312.56,306.28,305.96,277.79,295.14,278.36,272.11,266.27,275.13,281.94,288.27,294.24,289.86,302.08,291.33,280.02,311.60,299.18,293.03,287.81,297.52,298.34,304.85,308.22,299.56,312.95,290.75,264.13,276.26,291.52,299.35,297.86,301.03,304.52,284.18,286.45,298.72,299.13,295.66,290.36,272.44,266.65,279.08,286.71,297.56,303.92,282.93,266.16
2003-08-06 21:42:27.230000,L5,354.14,312.64,308.24,303.67,265.49,275.88,275.37,281.05,275.04,281.75,287.03,295.77,300.79,295.37,301.07,288.93,276.19,303.71,291.02,286.14,282.98,291.13,292.89,293.48,301.91,301.80,307.36,287.02,256.82,263.37,285.24,288.73,293.11,291.83,287.76,272.06,278.07,287.85,,,,,,,289.98,287.96,300.71,284.31,
2003-09-07 21:43:00.591000,L5,351.51,307.21,298.68,299.42,275.44,281.92,280.52,289.39,281.37,282.13,295.83,294.96,297.20,294.20,295.93,286.21,274.21,309.48,299.08,293.39,288.43,299.16,299.16,298.99,305.53,299.10,308.78,292.49,261.05,269.43,291.47,292.14,277.97,,,,,,,293.90,281.01,264.69,263.81,279.88,288.74,295.27,307.37,277.50,262.35
2003-10-25 21:43:40.253000,L5,,348.26,344.52,347.63,334.61,335.97,311.05,306.89,299.37,306.53,309.41,315.52,328.39,331.17,332.70,329.32,335.63,314.70,308.88,305.34,304.36,313.83,311.33,308.27,310.86,318.42,323.32,314.82,315.08,318.29,311.53,306.42,306.42,306.60,304.02,293.09,290.70,297.96,289.70,294.99,282.64,275.83,274.70,302.45,310.02,328.95,320.05,340.72,273.57
2004-02-14 21:44:33.705000,L5,347.37,296.48,289.60,292.14,271.19,278.09,275.30,292.63,281.76,288.21,300.87,304.02,302.78,295.51,287.58,281.28,268.03,298.68,291.26,295.52,289.74,298.51,299.24,300.15,310.38,302.65,304.93,291.20,259.77,269.03,289.38,289.67,292.67,293.67,289.31,277.78,283.89,292.47,282.70,283.53,272.23,,,,285.56,286.63,299.53,278.64,
2004-03-01 21:44:38.581000,L5,355.12,314.90,305.92,298.20,274.60,287.08,276.96,284.63,275.70,290.79,300.12,299.67,303.08,300.27,302.00,294.36,275.68,301.56,294.84,295.60,303.24,291.96,298.38,299.57,308.85,301.71,305.33,293.14,265.80,269.59,290.64,290.91,291.29,290.62,288.03,272.20,280.77,287.97,276.18,,,,,,295.50,285.04,300.75,281.47,
2004-04-02 21:44:54.996000,L5,348.37,313.94,297.21,297.59,276.96,284.92,278.30,287.75,281.67,292.32,303.44,301.57,300.96,301.14,296.14,284.36,273.33,304.66,292.31,286.75,287.02,298.73,300.37,299.45,305.19,300.21,303.81,289.02,255.33,263.84,288.91,289.18,287.84,291.32,285.60,271.89,278.76,286.06,,,,,,,283.55,287.95,302.43,277.04,
2004-04-18 21:45:25.586000,L5,,,349.87,353.24,345.22,362.53,343.32,333.64,346.61,344.15,337.37,347.28,361.38,341.92,334.04,337.71,343.00,339.81,334.30,325.49,337.70,335.92,337.27,333.09,340.21,346.67,341.15,332.76,332.59,328.42,318.14,317.25,311.66,315.86,316.31,306.77,308.93,309.44,312.92,305.91,299.84,292.99,303.92,308.48,311.34,342.06,334.70,344.28,295.75
2004-05-04 21:45:52.076000,L5,,346.52,337.29,349.34,345.03,365.63,345.04,329.36,321.73,327.78,330.98,332.58,329.99,333.15,335.24,339.24,343.48,329.57,327.59,320.99,323.10,326.12,329.34,327.08,328.28,330.39,328.86,325.13,325.82,325.27,312.91,311.34,312.67,311.51,310.14,301.04,301.99,306.96,308.20,300.37,292.20,288.21,296.48,303.96,320.36,340.19,335.29,349.24,292.23
2004-05-20 21:46:20.465000,L5,,342.50,333.75,350.94,342.01,352.20,355.12,332.40,335.23,345.06,337.12,330.06,331.73,336.40,337.69,,,372.03,332.47,323.71,321.77,324.59,324.53,324.46,324.58,329.17,331.43,327.30,324.25,323.80,312.37,315.63,309.41,316.74,307.68,298.94,303.73,305.28,304.79,304.29,294.00,291.74,286.32,299.43,307.58,,,,287.50
2004-07-07 21:47:45.207000,L5,307.11,272.59,248.99,229.01,245.25,258.38,248.02,251.52,253.93,254.16,258.09,262.59,266.16,255.63,252.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:09.192000,L5,,,,,,,,,,,,348.80,347.23,333.58,344.79,341.93,344.76,339.74,334.98,331.03,327.78,328.65,329.68,331.75,334.28,334.81,328.32,327.21,324.47,322.72,313.86,311.83,313.44,306.94,311.69,301.17,304.52,308.40,312.16,305.72,293.82,291.05,295.25,309.41,312.82,349.68,343.38,352.08,290.50
2004-08-08 21:48:26.915000,L5,350.48,311.64,305.26,308.18,277.91,290.17,281.75,288.44,283.33,284.65,294.44,298.87,314.82,307.93,303.57,293.98,284.23,307.72,296.07,293.69,285.00,298.74,296.65,296.02,299.31,298.09,305.71,291.48,259.12,271.49,293.21,292.79,291.18,291.18,289.42,276.07,282.24,287.92,282.33,279.25,272.37,264.85,268.90,285.58,290.50,299.47,308.71,285.98,266.14
2004-09-09 21:49:19.975000,L5,348.52,302.78,298.69,299.56,279.44,290.30,281.23,290.23,280.81,286.97,290.75,295.48,298.64,293.23,298.05,284.82,273.09,311.79,299.76,292.00,285.49,293.41,294.02,294.66,298.75,294.09,302.23,284.68,253.85,262.48,287.54,291.06,291.50,288.76,290.91,279.99,281.42,287.44,284.51,281.60,268.93,261.98,265.15,279.03,291.78,290.46,306.65,283.97,262.63
2004-09-25 21:49:43.196000,L5,357.58,312.43,310.41,302.62,277.31,285.79,277.98,290.61,279.27,282.86,295.20,298.46,303.81,296.92,301.36,287.54,281.78,306.49,293.18,287.06,283.58,293.08,292.27,293.95,297.46,297.60,303.58,291.65,260.58,261.42,288.32,290.33,292.66,289.11,289.97,278.15,278.60,287.07,278.34,280.82,267.55,263.20,261.19,279.17,289.11,295.96,305.24,286.02,260.43
2005-01-15 21:51:45.464000,L5,354.90,328.58,319.94,348.31,353.46,354.67,338.45,328.01,323.42,317.38,310.77,315.67,315.35,313.95,318.11,323.06,322.45,333.78,327.69,323.51,323.00,329.41,321.17,315.00,320.41,320.73,321.46,317.02,314.29,318.69,312.87,306.31,306.17,306.00,304.72,298.30,300.22,308.71,307.46,299.53,292.77,290.81,293.10,305.80,317.31,337.85,335.52,339.49,292.09
2005-02-16 21:52:13.954000,L5,,339.62,332.43,348.82,344.81,358.73,343.12,330.03,316.20,317.38,317.26,315.13,318.64,322.85,327.53,323.97,339.22,327.34,324.66,320.86,316.26,311.53,313.04,310.88,316.75,320.01,319.82,317.64,330.92,340.29,366.50,,320.29,318.31,317.83,309.26,310.87,312.27,310.70,303.33,305.32,298.45,298.89,315.09,320.34,337.96,333.15,345.47,297.10
2005-04-21 21:52:46.920000,L5,346.56,307.79,308.98,298.15,281.97,288.53,282.09,297.57,282.16,296.06,304.61,304.01,304.41,307.58,300.38,290.78,284.90,309.89,299.27,296.40,290.48,299.61,302.49,300.79,310.01,303.66,311.89,292.10,256.38,272.80,292.16,292.08,298.52,304.33,291.55,279.95,284.64,295.13,286.03,285.14,276.43,265.42,269.37,286.22,295.69,292.63,305.01,283.95,264.11
2005-05-07 21:52:53.005000,L5,,,,284.33,270.94,269.94,264.82,276.46,269.79,271.50,289.41,284.76,287.15,281.92,286.63,279.37,268.33,296.36,285.31,283.15,279.58,286.69,288.95,289.04,293.85,293.63,292.92,269.23,252.72,258.06,278.68,281.43,287.93,283.17,281.69,268.84,276.40,281.86,277.75,274.11,265.04,255.39,,,,281.66,294.39,268.54,
2005-05-23 21:53:00.685000,L5,,,,,,,,245.96,244.03,242.78,248.04,256.34,256.33,,,,,273.33,265.80,260.26,259.18,264.89,267.06,,,,,,,,,,,,,,,,,,,,,,,,275.50,,
2005-06-08 21:53:09.034000,L5,,344.87,336.74,344.57,355.36,351.19,340.14,323.23,312.31,320.09,315.11,322.25,324.34,322.31,336.09,346.55,345.32,329.16,324.55,317.60,315.28,320.68,320.94,318.04,322.87,321.14,322.39,317.79,310.75,319.56,310.55,307.90,310.44,307.78,310.03,300.86,299.36,307.21,301.08,298.94,287.29,285.15,284.86,299.90,301.55,,331.81,,282.85
2005-06-24 21:53:14.095000,L5,342.05,302.90,291.80,295.13,276.69,289.09,279.45,283.85,282.22,287.44,294.39,295.70,303.65,295.44,299.04,284.90,280.71,290.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.87,285.23,291.90,
2005-10-30 21:53:39.558000,L5,359.29,318.91,291.47,293.16,267.83,281.26,274.35,284.08,282.82,297.80,309.96,306.21,310.57,310.09,306.96,300.27,268.96,297.57,289.06,282.05,278.68,300.79,299.67,303.19,308.41,298.87,346.23,297.63,278.61,273.59,288.19,295.00,293.90,293.29,295.58,282.36,281.23,285.01,284.79,275.17,268.14,260.11,,,,287.06,297.73,277.90,255.25
2005-11-15 21:54:02.336000,L5,,312.27,303.00,307.96,292.97,300.07,288.74,309.22,303.40,316.93,324.50,318.28,324.44,323.38,322.29,304.19,296.61,309.59,302.55,301.82,313.09,319.46,314.24,319.20,326.85,321.83,326.93,318.36,287.54,290.79,304.78,303.58,305.37,302.18,301.26,290.15,289.79,297.35,294.17,286.43,277.99,272.96,269.62,282.94,290.52,306.15,311.46,293.66,268.79
2006-02-19 21:56:15.936000,L5,,339.89,330.26,342.37,339.65,340.17,333.95,325.13,321.12,333.03,329.01,329.83,335.89,327.74,329.91,328.86,323.63,324.91,320.56,316.60,313.87,321.97,324.63,321.56,325.04,327.52,328.42,322.57,315.50,316.70,318.56,313.92,312.29,309.17,310.52,304.76,304.04,302.30,305.52,301.66,294.85,285.77,281.35,296.56,305.45,320.03,326.15,322.23,279.49
2006-04-08 21:57:12.628000,L5,347.73,304.29,302.43,298.93,277.98,289.94,285.58,290.93,279.11,291.06,299.48,298.89,299.10,297.58,296.07,289.75,278.17,309.76,298.29,294.08,287.78,296.04,294.63,297.32,305.07,296.46,301.62,286.44,256.44,264.42,290.83,295.61,288.08,290.18,292.61,280.67,284.43,287.72,285.70,280.93,275.81,265.38,263.73,274.66,290.05,290.23,305.07,283.08,260.68
2006-06-27 21:58:24.681000,L5,366.67,332.00,324.73,328.02,323.00,331.55,313.57,308.38,302.53,312.61,316.00,318.13,317.21,317.80,321.18,313.14,320.80,321.56,313.87,305.20,305.53,309.94,312.23,309.22,315.39,315.35,318.27,306.93,297.92,294.90,299.33,306.53,300.76,302.29,303.54,293.66,300.52,298.36,300.36,298.28,284.48,279.96,280.75,290.81,297.55,318.21,322.49,326.37,277.16
