dates,nzd0156-0000,nzd0156-0001,nzd0156-0002,nzd0156-0003,nzd0156-0004,nzd0156-0005,nzd0156-0006,nzd0156-0007,nzd0156-0008,nzd0156-0009,nzd0156-0010,nzd0156-0011,nzd0156-0012,nzd0156-0013,nzd0156-0014,nzd0156-0015,nzd0156-0016,nzd0156-0017,nzd0156-0018,nzd0156-0019,nzd0156-0020,nzd0156-0021,nzd0156-0022,nzd0156-0037,nzd0156-0038,nzd0156-0039,nzd0156-0040,nzd0156-0041,nzd0156-0042,nzd0156-0023,nzd0156-0024,nzd0156-0025,nzd0156-0026,nzd0156-0027,nzd0156-0028,nzd0156-0029,nzd0156-0030,nzd0156-0031,nzd0156-0032,nzd0156-0033,nzd0156-0034,nzd0156-0035,nzd0156-0036,nzd0156-0043,nzd0156-0044,nzd0156-0045,nzd0156-0046,nzd0156-0047,nzd0156-0048
2002-08-27 21:53:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,360.06,345.9,,350.6,356.18,350.91,,,,,,,,,,,,359.99,358.45,350.46,340.82,,,,,
2002-10-14 21:53:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,349.83000000000004,336.21,328.88,342.15,340.21000000000004,336.345,,,,,,,,,319.37,,314.45,351.1,341.605,334.89,331.275,280.02,271.21,280.37,302.99,319.13
2002-12-01 21:53:52+00:00,,,,,,,,183.06,201.19,,204.28,,,,,,,302.21,247.3,236.66,,266.92,,349.83000000000004,335.09999999999997,331.05,340.16,332.78000000000003,326.43,,,,303.9,281.28,290.18,291.11,277.27,307.21000000000004,281.68,314.45,351.1,342.3866666666666,333.83,313.9266666666667,297.30499999999995,273.99,281.815,303.52,314.865
2003-01-18 21:54:06+00:00,,,,,,,,183.39499999999998,194.1,,197.875,199.47,173.58,,317.43,344.96,332.0,302.21,247.3,290.5,,267.9,271.67,343.0466666666667,331.87,322.13000000000005,330.65,327.4475,322.71000000000004,277.4,277.24,281.52,293.22,283.53999999999996,292.135,288.63,277.71500000000003,307.21000000000004,276.545,327.005,346.54333333333335,340.4375,331.3225,307.5625,290.22999999999996,273.38666666666666,279.59666666666664,300.59999999999997,312.6033333333333
2003-07-21 21:42:09+00:00,,309.77,310.66,307.72,293.53,306.39,,,,,,299.4,306.96,302.56,315.03,,293.48,291.48,,323.04,325.98,313.5,308.76,,,,,,,307.11,312.94,315.17,321.97,325.45,318.25,330.27,308.24,281.74,,,,,,,,284.04,282.08,293.43,297.87
2003-08-06 21:42:27+00:00,,309.77,310.66,307.72,293.53,306.39,,,,,,299.4,306.96,302.56,315.03,,293.48,291.48,,323.04,325.98,313.5,308.76,348.89,,,339.96,334.47,327.07,307.11,312.94,315.17,321.97,337.34000000000003,336.615,345.095,331.24,281.74,,356.61,346.96,340.59,,324.93,328.23,302.25,301.61,310.32500000000005,315.95
2003-10-25 21:43:40+00:00,,309.77,310.66,307.72,293.53,306.39,324.1,320.11,315.83,325.01,323.52,316.48,306.96,302.56,315.03,345.42,293.48,291.48,,329.315,328.09000000000003,319.61,316.1,337.025,314.44,311.3,329.11,322.9,320.855,316.12,322.29499999999996,322.845,324.21500000000003,334.58,337.5366666666667,344.51666666666665,332.5366666666667,281.74,,345.27,337.27,333.955,327.9,313.76,311.39,299.3866666666667,298.34666666666664,312.66,318.01666666666665
2004-02-14 21:44:33+00:00,,293.54,292.22,294.08,281.72,286.17,306.84000000000003,312.21500000000003,304.30499999999995,313.66999999999996,317.79999999999995,324.53499999999997,314.05,311.85,296.23,345.42,280.78,290.77,303.16,324.91499999999996,320.54499999999996,316.12,317.0,316.8,305.315,306.865,314.505,306.275,308.45,315.21000000000004,322.705,322.03,321.49,327.97,329.325,332.83500000000004,320.88,276.22,288.1,321.08000000000004,317.985,319.46500000000003,320.265,296.71,276.17,283.675,283.265,301.0,308.575
2004-03-01 21:44:38+00:00,,293.54,292.22,294.08,281.72,286.17,306.84000000000003,312.21500000000003,313.83,322.8666666666666,326.74,324.53499999999997,314.05,311.85,296.23,346.79,280.78,290.77,323.41,330.96,327.1566666666667,324.2,317.0,319.79333333333335,307.54333333333335,310.1933333333333,317.47333333333336,310.18666666666667,309.74333333333334,315.21000000000004,332.9266666666667,330.69,330.2033333333333,335.3533333333333,337.0466666666667,339.1433333333334,328.17,276.22,288.1,327.83666666666664,324.1666666666667,322.32,322.25666666666666,298.93666666666667,284.78000000000003,288.2633333333333,288.75333333333333,301.0,308.575
2004-04-02 21:44:54+00:00,,301.65999999999997,297.20000000000005,297.49,284.735,290.17,301.17,307.6666666666667,308.76,319.07,324.1375,319.84999999999997,315.025,312.08500000000004,302.115,346.79,283.49,291.42999999999995,317.72333333333336,327.6725,324.72249999999997,320.12,312.64000000000004,316.195,303.435,307.1725,314.285,305.65250000000003,306.3875,311.54333333333335,328.3325,327.2,326.85249999999996,331.9125,332.15250000000003,335.0125,322.66499999999996,274.795,285.975,323.02750000000003,320.325,318.6075,319.425,296.465,282.0825,284.2825,284.0825,295.37666666666667,303.63666666666666
2004-04-18 21:45:25+00:00,,301.65999999999997,297.20000000000005,297.49,284.735,290.17,301.17,307.6666666666667,308.76,319.07,324.1375,319.84999999999997,315.025,312.08500000000004,302.115,346.79,283.49,291.42999999999995,317.72333333333336,327.6725,324.72249999999997,320.12,321.2025,321.346,309.36,312.374,318.586,311.834,311.01599999999996,311.54333333333335,328.3325,327.2,326.85249999999996,331.9125,332.15250000000003,335.0125,330.276,302.41333333333336,308.96333333333337,327.228,324.726,322.16999999999996,323.6,302.006,289.036,291.09000000000003,292.61,303.4975,310.0425
2004-05-04 21:45:52+00:00,,301.65999999999997,297.20000000000005,297.49,284.735,290.17,289.705,301.445,306.40333333333336,317.09,324.3433333333333,312.995,315.025,312.08500000000004,302.115,348.16,283.49,291.42999999999995,326.07500000000005,331.38250000000005,328.145,324.06,324.29999999999995,322.3059999999999,310.656,314.422,320.21000000000004,314.832,312.28200000000004,316.90000000000003,331.02750000000003,331.1125,331.40749999999997,335.73,334.4875,335.9175,332.102,312.9275,317.85,326.944,325.408,323.168,324.252,303.53200000000004,291.418,294.002,296.642,303.8075,312.0875
2004-05-20 21:46:20+00:00,,301.65999999999997,297.20000000000005,297.49,284.735,290.17,289.705,301.445,306.40333333333336,317.09,324.3433333333333,312.995,315.025,312.08500000000004,302.115,348.16,283.49,291.42999999999995,326.07500000000005,331.38250000000005,328.145,324.06,324.29999999999995,322.935,311.7366666666667,315.60833333333335,320.5416666666667,316.105,313.76500000000004,321.3075,332.148,332.76800000000003,332.83,336.622,336.694,338.012,334.03999999999996,318.21,322.46,327.3233333333333,326.805,323.96833333333336,325.9633333333333,304.80833333333334,293.8516666666667,295.61999999999995,297.41,305.26000000000005,313.15
2004-07-23 21:48:09+00:00,,301.65999999999997,297.20000000000005,297.49,284.735,290.17,289.705,301.445,306.40333333333336,317.09,324.3433333333333,312.995,315.025,312.08500000000004,302.115,348.22,283.49,291.42999999999995,326.07500000000005,335.462,332.158,327.03000000000003,327.252,323.4814285714286,312.29857142857145,316.17857142857144,320.92428571428576,316.92142857142863,314.8014285714286,324.412,333.3933333333334,334.23333333333335,334.33666666666664,338.13166666666666,338.26,338.6616666666667,334.97142857142853,321.325,324.6616666666667,327.4342857142857,326.8514285714286,324.7371428571429,325.57714285714286,305.27571428571434,295.13,296.76714285714286,298.5571428571429,307.0916666666667,314.2283333333333
2004-08-08 21:48:26+00:00,,301.65999999999997,297.20000000000005,297.49,284.735,290.17,289.705,301.445,306.40333333333336,317.09,324.3433333333333,312.995,315.025,312.08500000000004,302.115,348.22,283.49,291.42999999999995,326.07500000000005,335.462,332.158,327.03000000000003,327.252,324.66749999999996,313.3775,317.36125000000004,321.65625,317.83000000000004,315.0325,328.465,336.06,336.0514285714286,336.46,339.74285714285713,339.92428571428576,340.5128571428572,336.51875,325.19571428571425,328.62,329.2175,328.58875,325.36,326.1425,306.02250000000004,297.18625000000003,297.6775,300.00875,309.1771428571429,315.6885714285714
2004-09-25 21:49:43+00:00,,309.78,307.67,302.63,286.77,295.23,290.025,300.36,292.475,303.065,312.13,311.74,316.01,310.83,310.93,325.395,289.73,296.135,323.7266666666667,335.3775,332.495,323.8375,325.96999999999997,324.66285714285715,313.8457142857143,316.78714285714284,320.69714285714286,317.32714285714286,314.92857142857144,327.95166666666665,332.19,333.31,333.6566666666667,335.89500000000004,337.29333333333335,338.565,336.1057142857143,333.3583333333333,335.3733333333334,327.4557142857143,327.68142857142857,325.0785714285715,325.5757142857143,305.82142857142856,299.48,298.4185714285714,300.1028571428572,310.43857142857144,316.3328571428571
2005-01-15 21:51:45+00:00,,,319.395,304.36,285.79,296.29,290.22,321.38,312.2,309.22,315.20000000000005,319.625,321.05499999999995,317.98,321.45000000000005,328.16,293.26,300.18,332.21500000000003,340.8966666666667,338.27666666666664,329.19,326.84,323.0475,312.83,315.38,320.615,317.36,313.47249999999997,331.3775,335.6775,333.07,333.21250000000003,336.615,337.2375,338.245,332.935,338.56333333333333,341.5933333333334,327.235,325.6675,324.0325,321.71999999999997,303.98249999999996,299.8325,297.8175,299.3675,312.9075,317.585
2005-02-16 21:52:13+00:00,,,319.395,304.36,285.79,296.29,290.22,321.38,312.2,315.99666666666667,320.91333333333336,322.7866666666667,321.05499999999995,317.98,321.45000000000005,325.68,293.26,300.18,332.21500000000003,335.45500000000004,333.30999999999995,324.3299999999999,326.90000000000003,324.31333333333333,315.34666666666664,316.1433333333334,321.85,318.1666666666667,313.44,324.51666666666665,326.61999999999995,325.4166666666667,323.6933333333333,329.48,330.64000000000004,332.83666666666664,327.5566666666667,330.37,336.74,319.57000000000005,317.39500000000004,326.43,324.44,307.29,300.86000000000007,300.07,299.3566666666666,314.95666666666665,320.3933333333334
2005-04-21 21:52:46+00:00,,,325.63,303.88,293.13,299.08,294.48,323.31,314.66499999999996,320.3733333333333,325.02,322.7766666666667,321.945,321.67,320.795,325.87666666666667,298.02,296.77,350.73,335.83000000000004,333.265,328.0,329.84,324.88000000000005,315.7166666666667,318.1366666666666,324.6933333333333,320.78333333333336,315.22,325.54333333333335,329.23333333333335,328.62000000000006,326.08,333.70666666666665,332.58666666666664,335.1566666666667,327.4766666666667,330.37,336.74,321.48,318.3,328.38000000000005,329.5,309.83,301.76666666666665,300.53666666666663,302.49333333333334,316.96,322.51666666666665
2005-05-23 21:53:00+00:00,,,325.63,303.88,293.13,299.08,294.48,323.31,314.66499999999996,320.3733333333333,325.02,322.7766666666667,321.945,321.67,320.795,325.87666666666667,298.02,296.77,353.05,340.71333333333337,333.265,333.9766666666667,329.84,329.96500000000003,320.24,322.34999999999997,326.395,324.9225,317.1125,325.54333333333335,329.23333333333335,328.62000000000006,333.6175,340.4525,332.58666666666664,340.8075,327.4766666666667,345.93,349.46000000000004,330.83,327.69,332.26750000000004,333.03999999999996,313.335,301.76666666666665,303.6975,305.31,318.5675,324.0325
2005-06-08 21:53:09+00:00,303.6,274.62,297.75,286.41999999999996,278.06,282.51,294.48,323.31,296.7833333333333,320.3733333333333,325.02,322.7766666666667,305.31666666666666,321.67,320.795,325.87666666666667,298.02,280.02,353.05,329.3675,320.13000000000005,333.9766666666667,316.255,329.96500000000003,320.24,322.34999999999997,317.666,324.9225,317.1125,312.5475,316.38750000000005,316.615,333.6175,340.4525,320.88750000000005,340.8075,327.4766666666667,345.93,349.46000000000004,330.83,327.69,323.20799999999997,333.03999999999996,313.335,287.495,303.6975,305.31,318.5675,324.0325
2006-02-19 21:56:15+00:00,,,,,,,,,329.1,333.2,,,,333.04,,334.85,329.27,,331.49,335.31,333.79,329.31,326.8,324.63,318.48,319.46,318.66,319.54,314.82,324.48,331.98,335.16,333.82,339.01,337.67,340.46,332.83,325.05,328.14,330.38,328.41,325.61,322.81,309.11,299.44,293.05,293.45,306.91,315.03
2006-04-08 21:57:12+00:00,,,306.12,301.54,291.25,300.18,293.53,303.23,311.84000000000003,319.62,312.56,312.44,311.27,320.08500000000004,307.39,318.83000000000004,329.27,,319.56,329.005,327.96500000000003,320.8,318.65999999999997,318.41999999999996,309.18,311.62,312.775,311.82000000000005,307.21500000000003,314.6,322.055,323.525,324.37,330.345,325.905,330.115,318.03,325.05,306.35,320.45,321.82500000000005,316.65999999999997,316.315,302.32,290.825,285.92,285.53499999999997,297.925,307.595
2006-06-27 21:58:24+00:00,,,306.12,318.09000000000003,291.25,300.18,307.71,311.21000000000004,313.64000000000004,322.0,320.72,322.22,320.625,324.73,320.445,320.86,332.145,,324.50333333333333,331.74,330.47,322.80333333333334,319.41,320.13666666666666,310.50666666666666,314.43333333333334,314.4166666666667,313.69,310.3433333333333,317.2166666666667,323.44,325.2366666666667,325.12666666666667,331.26666666666665,328.46,332.2,320.1366666666667,321.19,309.1766666666667,319.96,323.27333333333337,317.90000000000003,318.18,302.87,293.06666666666666,289.05,288.71,300.0466666666667,307.87333333333333
2006-07-13 21:58:38+00:00,304.9,275.99,292.125,302.78000000000003,277.97,288.01,307.71,299.20666666666665,303.955,310.3925,308.9533333333333,308.76666666666665,307.16,313.7525,304.12,308.645,332.145,266.53,313.8375,323.73,322.76750000000004,313.4175,310.695,320.13666666666666,297.84250000000003,305.3975,306.4825,313.69,301.1375,307.3675,313.815,315.31,314.3075,320.7525,319.5425,321.1675,305.1175,321.19,309.1766666666667,319.96,311.4475,310.8675,318.18,294.195,282.1275,277.3625,275.975,288.94,307.87333333333333
2006-12-13 21:54:31+00:00,304.9,275.99,278.13,303.4,275.04499999999996,288.11,308.365,300.07666666666665,294.63333333333327,303.1933333333333,308.64666666666665,308.77666666666664,308.2066666666667,306.21,301.66333333333336,297.99333333333334,335.02,277.655,305.90333333333336,316.5466666666667,315.3966666666667,312.3666666666666,307.5566666666667,314.03499999999997,290.1766666666667,298.5233333333333,301.07666666666665,309.655,294.1233333333333,299.7733333333333,305.41333333333336,307.29,305.90000000000003,312.50666666666666,313.1933333333334,313.8933333333333,294.54333333333335,317.33,297.95,312.42,302.8666666666666,305.4533333333333,311.75,285.98333333333335,275.37333333333333,270.33666666666664,268.6466666666667,283.75666666666666,304.46000000000004
2007-09-18 21:58:42+00:00,,,,,321.64,343.66,,334.02,327.54,328.76,333.01,334.3,335.25,328.83,332.62,335.18,337.2,341.84,338.91,334.99,334.53,337.08,333.91,318.93,310.69,308.69,315.42,315.08,314.48,329.34,335.58,340.95,341.05,340.44,340.66,338.99,335.96,320.36,324.03,324.87,318.3,324.88,322.87,302.3,296.98,292.32,292.97,304.03,309.73
2008-12-25 21:50:10+00:00,,314.75,316.7,305.22,300.94,309.94,297.6,307.24,299.12,308.39,321.56,319.49,325.56,319.93,321.8,313.34,303.55,304.31,312.15,325.44,323.48,317.02,312.2,313.92,301.72,303.69,318.63,320.03,309.39,311.2,312.44,314.84,325.16,329.8,326.32,329.23,311.3,287.39,292.47,314.0,311.68,316.92,317.66,299.27,293.85,287.15,,,
2009-12-12 21:56:13+00:00,,310.13,310.14,310.27,301.44,311.7,298.86,309.08,301.88,309.78,315.56,314.33,320.92,314.87,318.1,310.08,297.56,305.57,313.98,329.64,323.86,316.85,314.0,,,,,,,310.69,314.88,316.68,320.46,326.19,324.41,327.75,309.38,285.12,287.69,315.61,,,,,,,,,
2010-01-13 21:56:25+00:00,,310.13,310.14,310.27,301.44,311.7,298.86,309.08,301.88,309.78,331.55,314.33,320.92,314.87,318.1,310.08,297.56,305.57,313.98,329.64,339.25,334.79,332.27,337.62,326.61,329.38,329.89,332.7,321.3,330.425,334.385,316.68,339.21500000000003,341.605,340.49,343.15,309.38,285.12,287.69,329.37,339.1,330.81,337.11,315.23,313.73,309.29,310.56,323.89,328.27
2010-12-31 21:55:32+00:00,,300.4,301.12,308.31,295.79,303.75,293.75,303.54,292.34,301.36,306.67,303.46,308.6,302.21,297.88,295.78,292.23,303.58,311.0,324.92,322.34,314.2,308.69,307.51,298.06,298.12,306.84,306.02,304.23,305.46,305.3,306.87,313.42,317.71,,319.83,301.04,276.5,286.34,306.66,307.51,308.49,313.05,293.59,284.55,278.8,276.45,294.8,305.21
2011-02-01 21:55:35+00:00,,300.4,301.12,308.31,295.79,303.75,293.75,303.54,292.34,301.36,306.67,303.46,308.6,302.21,297.88,295.78,292.23,303.58,311.0,336.32500000000005,333.62,328.225,324.655,318.67499999999995,310.305,308.735,314.68499999999995,316.19,308.78499999999997,321.96,321.52,326.06,328.92,336.435,357.46,337.42499999999995,301.04,276.5,286.34,326.605,322.29999999999995,320.52,322.635,301.40999999999997,294.43,296.565,276.45,311.38,315.41499999999996
2013-04-11 22:07:51+00:00,305.97,272.58,,,,,,,271.83,279.04,282.46,278.93,284.18,284.33,282.57,281.63,271.86,282.7,289.07,,,,,300.38,290.59,,,,,,,,,,,,287.36,276.75,,,,,,,,,,,
2013-05-29 22:07:41+00:00,297.5,267.155,259.33,262.49,256.35,269.46,257.44,267.13,269.28499999999997,275.43,279.29499999999996,276.21000000000004,280.03999999999996,273.745,265.885,269.74,256.69,271.22,284.59000000000003,,,278.9,277.45,292.93,284.2,284.38,291.94,278.79,292.08,273.8,274.07,282.48,279.14,289.28,296.33,289.05,272.54,254.06,,,,289.57,294.49,,267.38,257.12,259.89,275.07,290.84
2013-06-30 22:07:36+00:00,300.34666666666664,269.69,266.66499999999996,270.18,268.275,276.875,262.78499999999997,273.06,272.5566666666667,277.6766666666667,279.29499999999996,276.21000000000004,280.03999999999996,273.745,272.9633333333333,275.6933333333333,263.45,274.74666666666667,290.29333333333335,336.18,331.73,287.89,285.28499999999997,297.1033333333333,287.62333333333333,291.65,298.945,296.165,306.615,282.59000000000003,289.42499999999995,290.505,294.955,299.18499999999995,303.51,297.70500000000004,278.1333333333334,259.29,289.24,,303.0,298.46000000000004,303.16499999999996,294.14,274.89,269.805,272.5,287.33500000000004,299.15999999999997
2013-08-17 22:08:03+00:00,300.34666666666664,271.32,269.12333333333333,272.97,270.73333333333335,277.92333333333335,263.87333333333333,274.00666666666666,272.565,277.875,280.24333333333334,278.31,282.5333333333333,278.51666666666665,276.03999999999996,278.08500000000004,266.5875,275.6975,292.13,333.21500000000003,328.0,290.03,286.2366666666667,300.0775,289.4925,293.62,301.6133333333333,302.81,309.78,283.6933333333333,293.1333333333333,292.8,299.5466666666667,302.1133333333333,305.3,300.8766666666667,281.2825,260.9775,288.41499999999996,,302.615,300.81333333333333,304.20666666666665,294.255,277.34,273.34666666666664,276.4633333333333,291.12,303.4433333333333
2013-11-05 22:07:22+00:00,297.53499999999997,270.90000000000003,269.12333333333333,272.97,270.73333333333335,277.92333333333335,263.87333333333333,274.00666666666666,272.81,277.4866666666667,279.135,278.0,281.7099999999999,275.61,273.8633333333333,276.90333333333336,264.83,273.3633333333333,293.15000000000003,333.21500000000003,328.0,290.03,286.2366666666667,310.6125,296.475,293.62,301.6133333333333,302.81,317.2125,283.6933333333333,293.1333333333333,292.8,299.5466666666667,302.1133333333333,305.3,300.8766666666667,279.2566666666667,255.72000000000003,288.41499999999996,,302.615,300.81333333333333,304.20666666666665,304.05,284.8675,281.3375,283.85249999999996,297.735,309.09749999999997
2013-12-07 22:07:14+00:00,295.76,267.23333333333335,269.13,271.3566666666666,269.69,282.155,262.7533333333334,271.8233333333333,271.81333333333333,276.9066666666667,278.67499999999995,277.67499999999995,281.11,273.565,274.6766666666667,274.91333333333336,265.53333333333336,271.55,292.6266666666666,318.7133333333333,309.7366666666667,288.83,286.34,318.99,302.69666666666666,298.24,306.44999999999993,305.98,325.59,283.77,291.72666666666663,292.84666666666664,300.41,302.2366666666667,305.43333333333334,302.0133333333334,290.02500000000003,267.89500000000004,288.41499999999996,,302.615,306.43500000000006,309.065,304.05,285.375,289.40999999999997,291.84,298.77750000000003,310.8675
2014-01-24 22:07:09+00:00,285.48,263.47,266.69500000000005,268.09999999999997,264.43499999999995,280.02,260.06500000000005,268.24,268.16999999999996,274.275,278.67499999999995,277.67499999999995,281.11,273.565,268.455,268.57,259.815,266.425,288.09,309.98,298.74,284.805,282.95000000000005,333.1066666666666,315.8966666666667,297.56,325.705,308.7,328.64666666666665,279.9649999999999,285.20000000000005,290.005,295.23,298.81000000000006,302.805,299.84000000000003,290.73,266.04,287.59,352.55,302.23,324.14,326.24,313.56666666666666,286.3666666666667,304.75333333333333,302.60999999999996,305.1775,320.27250000000004
2014-02-09 22:06:57+00:00,293.3,264.2133333333333,266.8633333333334,268.8066666666667,265.2733333333333,277.69,260.85,268.5833333333333,268.53666666666663,275.18333333333334,279.1933333333333,277.65000000000003,281.55,275.53,270.77666666666664,270.2233333333333,260.66333333333336,267.47,287.4066666666667,305.83,296.94,284.78333333333336,283.4866666666667,323.9575,308.7575,294.615,317.3333333333333,307.7425,322.4475,280.5233333333333,283.8533333333334,289.46,293.22,298.11666666666673,302.68,299.6933333333333,285.8,262.49,283.745,324.145,298.82500000000005,314.91,319.49333333333334,307.385,284.1175,297.47249999999997,297.1475,303.08599999999996,317.342
2014-02-25 22:06:44+00:00,296.15000000000003,261.19,264.52666666666664,266.28333333333336,262.62000000000006,274.95000000000005,259.4066666666667,266.39666666666665,267.40000000000003,274.29999999999995,278.3933333333334,275.56,279.32,272.0933333333333,267.29,266.3533333333333,255.92,264.4166666666667,283.31,295.13,286.27666666666664,281.40333333333336,281.77,320.60499999999996,306.815,291.08000000000004,315.5333333333333,304.85,319.3325,278.7166666666667,277.0733333333333,286.04333333333335,286.24333333333334,293.9266666666667,299.96333333333337,296.47666666666663,279.31,262.26,278.90999999999997,314.06,294.29,311.7366666666667,318.31,305.3375,282.74,295.8775,295.63,301.868,315.978
2014-03-29 22:06:15+00:00,296.8025,263.9,267.2575,267.9925,264.34000000000003,276.69,260.5825,268.1325,268.17,275.215,279.1775,276.4175,280.2025,274.2375,270.2075,269.1975,257.9225,266.8625,285.0475,296.99,288.9425,282.885,282.705,316.58599999999996,303.63800000000003,292.7266666666667,312.4025,305.63800000000003,316.79200000000003,280.275,280.45,287.2725,288.54,294.545,300.85,297.41999999999996,281.2,263.68666666666667,279.88666666666666,311.0075,296.2866666666667,309.3225,314.77500000000003,302.126,281.898,291.972,292.57399999999996,300.7633333333333,314.315
2014-04-30 22:05:22+00:00,298.76,266.282,270.806,270.038,266.374,278.1125,262.002,269.74799999999993,269.614,276.51,280.408,277.5,281.276,276.258,272.64,271.506,260.776,268.61199999999997,286.706,299.448,293.27,284.252,284.222,314.4316666666667,301.27666666666664,293.14750000000004,310.78999999999996,305.3533333333333,315.52833333333336,281.794,284.236,288.976,290.382,295.802,302.06800000000004,298.80199999999996,282.0775,264.8325,280.59749999999997,309.72200000000004,297.2675,307.674,312.688,299.7,281.38666666666666,289.0333333333333,290.04833333333335,299.85571428571427,312.98
