dates,nzd0156-0000,nzd0156-0001,nzd0156-0002,nzd0156-0003,nzd0156-0004,nzd0156-0005,nzd0156-0006,nzd0156-0007,nzd0156-0008,nzd0156-0009,nzd0156-0010,nzd0156-0011,nzd0156-0012,nzd0156-0013,nzd0156-0014,nzd0156-0015,nzd0156-0016,nzd0156-0017,nzd0156-0018,nzd0156-0019,nzd0156-0020,nzd0156-0021,nzd0156-0022,nzd0156-0037,nzd0156-0038,nzd0156-0039,nzd0156-0040,nzd0156-0041,nzd0156-0042,nzd0156-0023,nzd0156-0024,nzd0156-0025,nzd0156-0026,nzd0156-0027,nzd0156-0028,nzd0156-0029,nzd0156-0030,nzd0156-0031,nzd0156-0032,nzd0156-0033,nzd0156-0034,nzd0156-0035,nzd0156-0036,nzd0156-0043,nzd0156-0044,nzd0156-0045,nzd0156-0046,nzd0156-0047,nzd0156-0048
2014-08-20 22:06:06+00:00,304.2675,273.7125,276.84000000000003,275.7675,269.2325,277.2,263.59000000000003,273.2975,271.53,278.6925,282.58,279.9675,283.77,282.555,279.84000000000003,278.4075,267.385,272.86249999999995,291.0475,304.54499999999996,302.42499999999995,288.61,286.85,301.40250000000003,290.0825,294.1675,303.815,307.675,309.1625,284.495,291.0375,292.5175,294.11,298.275,304.835,301.5125,283.4825,265.36,281.6425,301.0075,298.72999999999996,301.09999999999997,303.885,289.04499999999996,278.9575,275.19,279.60249999999996,295.665,306.07500000000005
2014-11-08 22:06:16+00:00,314.31,282.66499999999996,288.02,284.46500000000003,270.725,276.77,264.62,275.635,273.88,282.16499999999996,287.11,285.36,288.825,287.99,283.17,281.935,272.765,273.8,295.525,307.4,320.815,292.135,290.425,305.61,293.305,297.565,305.53,309.66499999999996,309.905,284.20500000000004,289.885,295.635,293.91499999999996,303.45500000000004,307.94500000000005,305.28499999999997,286.895,263.76,282.88,304.975,303.225,304.85,305.725,291.575,282.46000000000004,275.55499999999995,280.54999999999995,299.395,307.695
2015-02-28 22:05:48+00:00,310.65,278.34000000000003,283.70000000000005,280.655,272.42,279.94,266.23,275.015,272.595,281.225,285.72,282.31500000000005,287.31,283.53999999999996,281.195,279.36,271.35,277.19500000000005,291.91999999999996,303.11,312.15999999999997,288.9,289.155,301.515,291.53999999999996,295.815,303.13,305.23,304.61,283.515,286.255,293.99,292.75,302.46000000000004,306.87,304.96500000000003,286.565,266.86,281.69,300.91499999999996,301.295,300.35,305.76,289.3,280.48,275.43499999999995,279.53499999999997,297.24,307.065
2015-05-19 22:05:04+00:00,295.055,267.05,267.12,268.605,260.65999999999997,268.975,259.545,269.055,265.435,273.96500000000003,276.575,273.345,275.975,267.275,259.335,276.36,255.155,265.555,282.4,293.635,287.29999999999995,280.90999999999997,280.875,297.66,289.07,274.78999999999996,294.565,304.58,296.455,277.925,276.70000000000005,287.41499999999996,284.025,291.665,298.625,293.395,285.83,267.25,281.7,295.59,297.41,296.24,304.36,280.255,271.72,264.38,268.32000000000005,283.66,297.94
2015-06-04 22:04:48+00:00,295.055,267.2866666666667,267.18333333333334,268.5333333333333,259.66,269.6166666666666,259.4533333333333,268.6333333333334,265.6466666666667,273.44666666666666,276.1933333333333,273.48333333333335,275.76,265.5566666666667,257.78,276.36,252.87666666666667,264.46,282.8066666666667,293.39000000000004,287.14666666666665,280.90000000000003,280.8433333333333,292.89,282.455,278.90333333333336,294.51,292.85,295.32,277.44666666666666,277.0,286.8966666666667,284.025,290.1366666666667,296.70666666666665,291.4266666666667,285.83,267.25,281.7,295.59,297.41,296.24,299.195,280.255,265.54333333333335,257.63666666666666,256.10333333333335,283.66,297.94
2015-06-20 22:05:20+00:00,299.34666666666664,270.6825,269.815,270.865,263.7325,273.9425,262.1375,271.2275,268.21,275.78,278.505,276.625,278.7675,271.56,265.4425,281.07500000000005,259.3175,266.5875,286.245,297.045,291.72499999999997,284.3,283.59,296.70666666666665,286.53666666666663,284.175,297.0725,298.3433333333333,300.365,281.4325,283.6225,291.775,290.9066666666667,293.4525,299.1675,294.41499999999996,287.57,265.675,282.63,298.615,300.505,300.75,300.38,284.4766666666667,270.2425,263.0525,262.415,283.67,303.07
2015-07-22 22:05:13+00:00,300.415,271.31399999999996,270.164,271.506,265.73400000000004,275.65999999999997,262.672,272.11400000000003,269.054,276.71,279.12199999999996,277.026,279.956,274.566,269.146,281.68,262.584,267.78200000000004,287.668,298.616,292.63,285.188,284.648,297.46500000000003,287.35,286.88199999999995,298.444,300.63,302.822,282.044,285.16400000000004,292.46400000000006,291.005,294.37399999999997,300.16999999999996,296.054,286.37333333333333,262.06,283.4533333333333,299.4266666666667,300.0833333333333,301.3633333333333,301.58,285.58000000000004,272.398,265.01,265.846,286.785,303.53
2015-08-23 22:05:24+00:00,300.25,271.59,270.12,271.825,265.34166666666664,273.80333333333334,262.175,272.16333333333336,269.05333333333334,276.68,279.18333333333334,277.345,280.5883333333333,276.005,271.0366666666667,281.49,264.155,268.0883333333333,288.46166666666664,299.575,293.3,285.65833333333336,284.96166666666664,296.99,287.56399999999996,288.43333333333334,298.95666666666665,301.76,303.71,282.09999999999997,285.21166666666664,292.3833333333334,290.304,294.865,300.31166666666667,296.7183333333333,286.065,260.185,284.23,299.73249999999996,300.1975,300.855,301.86,286.232,273.515,266.66333333333336,268.2616666666667,288.694,304.084
2015-12-29 22:06:09+00:00,297.87,267.25,268.00666666666666,269.75666666666666,264.2833333333333,273.525,260.3333333333333,270.43333333333334,268.32,276.1333333333333,279.0233333333333,277.3433333333333,281.82666666666665,276.20666666666665,275.3566666666666,273.99666666666667,264.8933333333333,266.81666666666666,285.6933333333333,304.635,296.45000000000005,285.25666666666666,285.08,297.415,289.105,296.94999999999993,302.725,303.34666666666664,303.84999999999997,278.29333333333335,288.39,288.19666666666666,286.98333333333335,295.5133333333334,302.5999999999999,298.5133333333333,284.56,254.695,285.83000000000004,300.8499999999999,299.89,300.96000000000004,304.08,286.05333333333334,277.2033333333333,270.06666666666666,274.71666666666664,291.77000000000004,302.82
2016-05-21 22:05:14+00:00,299.01,268.47,271.78499999999997,272.255,266.375,286.0,263.69,271.485,269.37,276.47,280.86,279.385,282.975,273.41999999999996,274.875,271.495,261.78000000000003,270.335,284.095,305.54,299.86,286.52,284.53,302.28,292.74,295.29,304.2,300.72,298.73,278.755,295.4,286.94,289.835,297.34000000000003,307.34,298.52,286.41,267.17,284.42,302.58,300.64,301.6,304.98,285.34000000000003,277.07500000000005,270.24,273.365,290.15,302.095
2016-07-24 22:06:01+00:00,297.62,270.55,271.985,271.745,265.46999999999997,272.305,260.82,271.70500000000004,269.01,274.95500000000004,278.98,277.065,285.12,287.03499999999997,287.43,284.345,274.995,272.525,300.395,302.125,295.84000000000003,289.745,287.58000000000004,303.715,293.685,295.29,304.2,305.17,306.71,290.53999999999996,294.185,296.49,297.52,300.98,306.92499999999995,305.01,288.96000000000004,267.17,264.565,304.03,302.25,304.04,304.53,290.25,283.295,277.555,281.68,296.21000000000004,305.96000000000004
2016-09-10 22:05:51+00:00,301.9266666666667,271.23,272.34999999999997,272.7733333333333,266.1733333333333,271.34666666666664,260.3966666666667,272.47,268.14,275.49,279.18666666666667,277.37,284.3066666666667,285.63666666666666,285.2966666666667,283.43666666666667,274.33,271.9833333333333,297.86999999999995,302.53,296.4066666666667,288.92,287.15000000000003,302.1133333333333,293.74333333333334,295.495,303.58,305.72,305.45,287.6566666666667,290.84999999999997,292.82,293.15,299.95666666666665,305.97999999999996,304.34,288.09666666666664,263.93500000000006,270.62,305.1433333333334,301.51666666666665,303.25666666666666,304.77,289.66999999999996,283.15333333333336,276.55,281.1333333333334,296.59,306.34999999999997
2016-12-15 22:06:18+00:00,301.8333333333333,268.23,271.2,269.96666666666664,265.13999999999993,268.32666666666665,258.62666666666667,271.52,267.08666666666664,275.9666666666667,279.0266666666667,277.53999999999996,283.71999999999997,284.41333333333336,283.02666666666664,281.32,272.56666666666666,268.6166666666666,296.2133333333333,300.49,295.0266666666667,286.65333333333336,286.68666666666667,301.3666666666667,294.47333333333336,295.27,302.385,305.92499999999995,303.40999999999997,286.06666666666666,287.26666666666665,290.405,290.45,298.51,305.72999999999996,304.06666666666666,286.84999999999997,255.66500000000002,271.4533333333334,306.29,301.0933333333333,302.82666666666665,305.9433333333333,289.84,284.09999999999997,275.85333333333335,280.31333333333333,296.79333333333335,306.8
2017-01-16 22:06:11+00:00,305.8925,269.5225,273.375,271.4,267.16749999999996,271.24,260.395,272.7325,268.22249999999997,277.325,280.515,278.97749999999996,284.3075,284.34749999999997,283.605,281.735,273.6375,276.015,295.755,301.27,295.59000000000003,287.26,287.12,301.655,295.845,295.6566666666667,302.6033333333333,305.9066666666667,303.93333333333334,285.8025,287.815,290.76666666666665,292.4866666666667,298.35,306.23999999999995,303.945,287.0025,258.64000000000004,276.265,306.29,301.775,303.195,307.57,289.4066666666667,284.5275,276.7975,280.765,296.685,306.7525
2017-02-01 22:05:40+00:00,311.9833333333333,272.9966666666666,276.84666666666664,274.94666666666666,271.5833333333333,275.45,263.6066666666666,275.75333333333333,270.0433333333333,290.5675,284.445,283.1,286.41,283.77666666666664,282.56333333333333,282.7975,275.72749999999996,286.0375,293.78999999999996,309.31,304.53000000000003,288.7375,289.2425,301.07,298.525,295.765,302.94,306.3675,305.625,286.0375,287.53,292.82,293.7,299.36,306.88249999999994,304.21,286.79999999999995,264.695,288.2025,306.6275,301.5325,302.71000000000004,309.8575,290.28999999999996,285.86,278.225,282.4,297.68,308.08
2017-03-05 22:05:27+00:00,309.6725,272.945,276.0775,274.7975,271.605,275.45,263.6066666666666,275.75333333333333,270.0475,288.242,283.982,282.744,285.94,283.1725,282.36249999999995,281.802,274.934,283.46999999999997,293.326,306.836,302.444,288.48199999999997,288.364,300.718,298.354,295.376,302.70799999999997,305.98199999999997,305.322,285.588,287.358,292.416,293.34,298.892,306.52599999999995,303.26599999999996,286.272,262.966,288.27799999999996,305.366,300.82,301.948,308.526,289.87199999999996,286.166,278.788,282.452,297.406,308.27200000000005
2017-05-24 22:05:10+00:00,306.175,271.26,274.22749999999996,272.89,269.4375,274.91,262.5133333333333,273.8233333333333,269.4775,286.938,282.846,281.63800000000003,284.26,278.0225,279.74,277.386,269.85,279.818,290.796,304.182,299.32,287.06,287.052,298.206,295.462,293.018,300.46799999999996,303.02799999999996,303.946,284.28000000000003,285.66999999999996,291.348,291.15999999999997,296.84800000000007,304.644,300.866,286.2475,263.53249999999997,289.66499999999996,304.86499999999995,297.37800000000004,299.2,305.998,287.87800000000004,283.62600000000003,275.9,280.296,293.812,306.27000000000004
2017-06-25 22:05:23+00:00,302.6275,266.9875,269.34000000000003,272.41666666666663,264.03249999999997,269.52,257.66333333333336,269.8766666666666,266.885,284.152,280.118,278.3,278.882,270.22,269.235,271.95,260.38199999999995,281.6975,288.5,302.026,296.824,285.014,284.95200000000006,297.7475,292.41,290.944,298.726,297.16,302.024,282.48999999999995,284.054,289.976,288.56399999999996,294.27000000000004,302.238,298.298,287.44,267.8333333333333,290.5799999999999,304.47999999999996,293.646,297.452,305.3725,285.41600000000005,280.172,271.70799999999997,276.812,289.06000000000006,302.65999999999997
2017-07-11 22:05:26+00:00,300.94,265.308,267.364,269.6575,261.61,267.24,255.83249999999998,268.655,265.906,281.3883333333333,278.65,276.3433333333333,269.3833333333334,270.22,263.18600000000004,271.95,257.6816666666667,281.6975,287.12166666666667,299.97166666666664,294.77833333333336,283.67833333333334,283.92333333333335,297.7475,290.1016666666667,289.70166666666665,298.726,293.2666666666667,299.9316666666667,280.7916666666667,281.5316666666667,288.82666666666665,286.66499999999996,292.965,300.9483333333333,296.89500000000004,287.44,267.8333333333333,290.5799999999999,304.47999999999996,290.92333333333335,296.13,302.836,285.41600000000005,278.05333333333334,268.81166666666667,273.9216666666667,286.24500000000006,300.34999999999997
2017-08-28 22:05:44+00:00,295.06800000000004,261.78000000000003,262.94399999999996,265.6825,256.64399999999995,259.28499999999997,250.06,262.1675,262.10400000000004,268.75,273.204,269.62,257.77599999999995,265.57666666666665,257.64750000000004,260.17,245.752,262.92,282.142,290.474,285.302,278.77799999999996,278.81399999999996,292.83000000000004,282.40200000000004,284.904,293.7675,283.81399999999996,293.61800000000005,270.106,273.06600000000003,278.55,280.414,289.35999999999996,296.28200000000004,291.952,284.16,256.05,288.58,300.32,284.7075,291.985,296.1666666666667,279.55,272.072,260.96400000000006,266.48999999999995,279.192,294.886
2017-12-02 22:05:46+00:00,296.8975,262.5425,272.3675,266.7633333333333,258.185,263.8125,254.33749999999998,265.1375,263.875,269.90749999999997,282.6175,264.77666666666664,243.51333333333332,271.71500000000003,256.25666666666666,263.75,236.47333333333333,,279.69,288.4533333333333,283.49666666666667,275.42333333333335,276.49666666666667,,278.31333333333333,282.2633333333333,290.765,274.37666666666667,288.89000000000004,263.7966666666667,267.64000000000004,272.7133333333333,277.43,286.36499999999995,293.8766666666666,289.75666666666666,,273.42,,,279.01,290.54499999999996,292.69,275.44000000000005,267.59999999999997,261.4725,266.6725,280.435,294.575
2018-03-08 22:05:39+00:00,311.54,279.91,314.2,279.11,280.1,285.92,273.38,280.09,279.16,284.86,320.5,,,290.3,290.48,287.93,,,,,,,,,,,,344.39,332.42,,,,,,,,,273.42,,,,,338.5,,,282.21,286.16,321.11,323.72
2018-04-25 22:04:50+00:00,309.33500000000004,276.99,297.265,276.57500000000005,275.895,281.32,267.96500000000003,277.77,274.06,281.31,300.76,276.63,283.16,286.33500000000004,286.145,284.28499999999997,272.44,266.08,290.78,299.17,293.87,287.6,285.83,294.85,287.2,294.29,302.31,324.65,318.615,283.6,288.36,290.5,292.04,299.31,303.8,298.57,282.28,265.18000000000006,283.47,294.85,297.87,299.59,321.28999999999996,287.63,276.69,279.625,282.79,312.49666666666667,317.56333333333333
2018-05-27 22:04:28+00:00,309.3966666666667,279.7,292.59,278.8666666666667,276.26,281.23333333333335,268.80333333333334,278.25666666666666,274.6433333333334,281.81333333333333,295.12333333333333,280.355,286.645,287.6433333333334,287.01666666666665,285.21999999999997,276.365,271.085,295.115,318.46000000000004,313.57,292.315,290.475,302.275,291.23,296.37,304.68,320.50333333333333,317.8566666666666,287.505,295.045,295.16999999999996,299.57000000000005,304.07,306.555,301.51,284.67499999999995,263.8833333333334,286.055,300.43,299.255,302.12,315.57,290.605,280.305,279.6933333333333,282.8833333333334,308.795,315.0375
2018-06-12 22:04:30+00:00,309.51666666666665,281.1566666666667,283.40666666666664,279.99666666666667,275.21999999999997,280.2966666666667,266.25,278.18666666666667,272.90999999999997,280.5733333333333,283.08666666666664,280.61999999999995,286.97333333333336,287.16,286.56666666666666,284.84666666666664,277.8833333333334,274.9633333333333,296.18666666666667,323.14000000000004,316.00333333333333,300.5933333333333,291.58666666666664,303.40333333333336,293.3333333333333,297.83666666666664,306.0466666666667,319.2025,317.9825,289.92333333333335,297.46333333333337,296.1033333333333,303.06333333333333,307.43,307.2866666666667,302.02666666666664,285.6133333333333,261.52,288.41,302.41333333333336,300.0466666666667,301.41333333333336,313.505,292.6066666666666,280.43666666666667,278.9066666666667,282.1666666666667,309.325,324.3025
2018-06-28 22:04:40+00:00,309.52250000000004,280.66,282.49,279.5775,275.6375,280.5725,266.055,278.045,272.5275,280.5275,282.75,280.61999999999995,286.97333333333336,287.16,286.815,285.08,277.96500000000003,274.8225,295.8925,325.4625,320.3875,299.5625,292.275,302.72,293.97249999999997,297.94,306.01,317.79,317.26,290.51750000000004,299.055,297.11,303.71250000000003,306.8,306.71000000000004,300.5225,285.125,262.3075,288.65,303.3325,300.3275,302.145,311.918,292.4575,280.8,278.56,281.8275,306.998,321.1
2018-08-31 22:05:35+00:00,305.152,275.332,277.39,273.856,270.27799999999996,273.238,262.648,274.24,270.07599999999996,277.95799999999997,279.91999999999996,280.61999999999995,286.97333333333336,287.16,286.815,280.066,271.66600000000005,274.8225,292.51,318.04200000000003,313.23400000000004,294.396,289.592,302.72,290.38199999999995,294.808,302.816,310.8016666666667,311.65333333333336,286.52200000000005,291.43600000000004,293.578,298.588,303.106,304.076,300.5225,285.125,262.3075,288.65,303.3325,300.3275,302.145,311.918,288.87,278.418,274.26599999999996,277.96799999999996,302.06666666666666,316.03000000000003
2018-10-02 22:05:47+00:00,305.53333333333336,275.415,276.89666666666665,274.34,270.64,273.6066666666666,262.7066666666667,274.6166666666667,270.3016666666667,278.015,280.3,280.78,287.2025,286.64,286.086,280.60166666666663,272.46166666666664,274.994,292.935,315.41,310.95,293.51500000000004,289.6166666666667,302.478,290.17833333333334,294.74666666666667,302.6766666666667,304.2716666666667,307.005,286.06333333333333,290.01,292.7366666666667,297.6933333333333,302.435,304.29833333333335,298.758,284.98,262.572,287.85,302.712,300.22200000000004,301.43199999999996,305.318,288.93,278.875,274.92,278.555,295.19666666666666,311.1083333333333
2018-10-18 22:05:53+00:00,305.8385714285714,275.36,276.53714285714284,274.3257142857143,270.32142857142856,273.30285714285714,262.5342857142858,274.6166666666667,270.3016666666667,271.5728571428571,274.05,280.78,274.92600000000004,268.548,286.086,280.82142857142856,272.48857142857145,274.08666666666664,292.74571428571426,313.13714285714286,308.6742857142857,292.71999999999997,289.2371428571428,301.3416666666667,289.82142857142856,294.4214285714285,302.2785714285714,304.2557142857143,306.6142857142857,285.32142857142856,288.57142857142856,292.0042857142857,296.2514285714286,301.57,303.8,297.05833333333334,284.96166666666664,262.6616666666667,286.6016666666667,301.94,299.44666666666666,300.41333333333336,305.00333333333333,288.7628571428571,278.8614285714286,274.99285714285713,278.89285714285717,295.63714285714286,310.4585714285714
2018-11-03 22:05:33+00:00,305.86428571428576,275.4142857142857,275.88428571428574,274.43571428571425,270.15,272.90285714285716,262.9057142857143,274.45,270.57,265.72285714285715,267.7685714285714,282.1633333333333,263.044,252.17999999999998,286.25,280.95714285714286,272.4814285714286,274.62,293.0828571428571,313.16285714285715,309.1028571428572,292.7871428571429,289.4271428571429,302.3416666666667,290.4785714285714,294.4171428571429,302.4042857142857,304.3385714285714,306.59999999999997,285.2871428571429,287.73999999999995,291.93571428571425,296.15142857142854,301.40999999999997,303.6228571428572,295.9783333333333,285.50333333333333,264.63500000000005,286.2866666666667,303.2416666666667,299.5883333333333,300.1766666666667,305.3566666666667,288.97857142857146,279.8042857142857,274.79,279.41999999999996,296.2885714285714,310.90999999999997
2019-01-06 22:05:53+00:00,300.514,267.07399999999996,269.04799999999994,267.666,262.652,266.1875,259.6675,264.65999999999997,262.77666666666664,253.9275,258.65,274.91499999999996,247.73749999999998,227.26333333333332,282.9,276.755,266.98749999999995,264.1675,289.6975,297.365,294.01000000000005,282.446,282.95799999999997,299.34,286.16499999999996,290.8625,298.775,297.67999999999995,295.662,277.48199999999997,272.156,286.4025,287.56249999999994,292.74799999999993,297.85200000000003,287.3075,284.93333333333334,265.17333333333335,282.19666666666666,300.3233333333333,298.03000000000003,297.3566666666666,305.04333333333335,282.256,275.644,267.95,271.226,289.034,301.146
2019-01-22 22:05:50+00:00,301.3933333333333,268.0433333333333,270.38666666666666,268.7616666666667,264.20666666666665,268.09000000000003,260.92600000000004,252.89,246.07999999999998,250.292,255.47000000000003,274.91499999999996,243.002,221.83,282.9,277.534,268.23199999999997,265.402,290.31,297.6940000000001,294.48,283.56,283.47333333333336,299.2325,288.166,291.116,299.21999999999997,299.226,296.85833333333335,278.6383333333333,274.755,287.474,288.488,293.34499999999997,299.0016666666667,288.752,284.5725,261.31,284.02,300.495,298.25250000000005,298.3875,305.77750000000003,283.2633333333333,276.5883333333333,269.555,272.93833333333333,289.9266666666667,302.00666666666666
2019-04-12 22:05:06+00:00,303.422,270.7,272.892,271.826,267.39799999999997,275.71500000000003,264.62,230.49333333333334,213.27666666666667,235.86,243.85800000000003,268.57,229.296,198.7525,283.53,282.02,273.73,265.57399999999996,292.7925,300.71000000000004,296.39,285.59399999999994,284.03599999999994,299.505,291.87750000000005,293.78499999999997,301.6575,305.01750000000004,299.436,280.258,278.87,291.1425,290.75,295.672,299.962,290.12399999999997,284.65250000000003,263.0675,285.4475,301.035,298.415,299.1075,305.555,285.396,278.416,272.102,275.24,292.03799999999995,304.00600000000003
2019-06-15 22:05:27+00:00,302.315,271.115,272.8325,273.01250000000005,268.60249999999996,280.69666666666666,266.34999999999997,227.3175,208.82,236.64000000000001,245.405,274.195,232.3033333333333,199.14999999999998,286.135,283.84999999999997,276.78333333333336,272.4825,301.3566666666667,301.99500000000006,296.83500000000004,283.9833333333333,284.93,302.17333333333335,294.47333333333336,295.2233333333333,302.73,306.74,301.6325,281.4375,284.355,297.51,301.18666666666667,297.615,300.845,292.97249999999997,284.59666666666664,265.35999999999996,291.5733333333333,303.25333333333333,301.0566666666667,302.41333333333336,307.30333333333334,285.7475,278.9275,273.13,274.515,290.66999999999996,303.3075
2019-07-17 22:05:59+00:00,306.0475,276.765,276.525,277.365,274.30999999999995,281.41999999999996,266.03499999999997,219.11249999999998,194.38,237.7725,238.5625,279.40999999999997,221.70999999999998,199.14999999999998,286.5933333333333,284.4325,277.3125,281.04,299.67,303.0933333333333,298.68,290.3233333333333,289.94,301.9275,294.34000000000003,295.5175,303.0175,306.7975,309.2575,286.2825,293.7875,297.46,299.78,302.45,305.6775,298.9525,285.1725,264.28499999999997,291.0475,303.71750000000003,300.83750000000003,302.58750000000003,306.6775,290.725,283.51,279.43,283.4125,297.36,306.88
2019-08-02 22:06:05+00:00,305.9325,277.1875,274.9925,277.2075,272.1825,280.985,265.3375,221.2075,195.375,239.175,239.785,264.0233333333333,219.36,192.77,286.54499999999996,285.1125,277.65500000000003,280.365,300.3475,304.61333333333334,300.72,290.8733333333333,290.9275,302.765,293.3725,296.135,303.6875,306.55,309.605,286.7425,294.765,298.33,300.78,302.9125,305.6725,300.0425,286.13,268.1575,291.2025,303.65250000000003,300.895,302.125,305.4325,290.5825,283.9,278.735,283.2125,297.135,306.58500000000004
2019-08-18 22:05:47+00:00,302.62,273.52599999999995,271.95,272.834,267.01599999999996,280.985,265.3375,221.2075,195.375,239.175,239.785,246.7225,207.16000000000003,198.115,286.54499999999996,281.242,271.69,275.038,296.36400000000003,301.23,297.0475,287.5825,288.65200000000004,302.765,290.46,293.808,300.572,301.28000000000003,309.605,283.784,288.608,295.242,296.06,299.956,302.87399999999997,297.94,286.13,268.1575,291.2025,303.65250000000003,297.924,298.97200000000004,297.78599999999994,290.5825,283.9,278.735,283.2125,290.614,306.58500000000004
2019-09-19 22:06:20+00:00,303.89000000000004,273.9816666666666,273.115,273.54833333333335,268.16,280.654,264.774,222.19400000000002,202.934,238.952,239.785,243.31799999999998,208.94000000000003,227.38666666666668,286.21999999999997,281.76666666666665,272.555,276.6116666666667,296.3966666666667,301.456,298.146,287.988,288.7966666666667,302.14,291.09166666666664,294.19,300.79,301.77833333333336,308.04,284.2133333333333,288.8,294.645,296.09666666666664,300.375,303.44166666666666,298.71,287.102,269.7,290.526,303.754,298.465,299.47333333333336,299.1066666666666,290.012,283.656,278.46999999999997,282.936,291.645,306.57000000000005
2019-11-22 22:06:21+00:00,305.08666666666664,274.2283333333333,274.0316666666667,273.82166666666666,268.1033333333333,280.084,264.63,234.238,219.118,246.96800000000002,251.3175,249.29833333333332,230.99666666666667,257.19666666666666,285.822,281.53999999999996,272.2316666666666,277.0416666666667,296.15500000000003,300.288,297.80600000000004,287.962,288.5183333333334,301.54,290.7516666666667,293.805,300.64000000000004,301.92833333333334,308.558,284.08666666666664,287.74666666666667,293.53833333333336,296.10833333333335,299.1616666666667,303.385,298.56333333333333,287.662,268.844,288.544,303.45799999999997,298.10833333333335,298.74,299.035,289.614,283.354,278.128,283.04,291.61,306.74800000000005
2019-12-08 22:05:56+00:00,305.6542857142857,274.85,274.65857142857146,274.7871428571429,269.4142857142857,280.62666666666667,265.60833333333335,241.65166666666664,227.70666666666662,252.48000000000002,258.456,254.4042857142857,245.4475,264.46500000000003,286.09166666666664,282.08,273.1485714285714,279.70714285714286,296.06142857142856,300.3483333333333,297.435,288.465,289.0514285714286,301.0216666666667,291.19714285714286,293.98428571428576,300.8285714285715,302.55285714285714,308.58666666666664,284.81428571428575,288.0957142857143,293.67571428571426,296.40142857142854,299.44428571428574,304.0514285714286,299.4585714285714,288.33,267.84999999999997,288.3433333333333,303.24,298.44,298.9214285714285,300.54,290.04,283.7516666666666,279.115,283.7866666666667,292.9328571428572,307.26500000000004
2020-01-09 22:05:49+00:00,305.40833333333336,273.91833333333335,274.26666666666665,273.59000000000003,266.5414285714286,273.6816666666667,263.1466666666667,251.12833333333333,234.15799999999996,255.734,267.762,254.51285714285717,253.42800000000003,268.202,285.59166666666664,281.46714285714285,272.4371428571429,276.75857142857143,292.6642857142857,300.3728571428572,297.1771428571429,288.3342857142857,288.4,300.09833333333336,290.8671428571428,293.4142857142857,300.1542857142857,301.99857142857144,306.735,284.38571428571424,285.18666666666667,291.69,292.5516666666667,298.3171428571428,303.89,299.5228571428571,288.71166666666664,267.44666666666666,287.03799999999995,302.61600000000004,298.0828571428571,298.2214285714286,301.0285714285714,289.77500000000003,283.5516666666667,279.355,283.74,292.92142857142863,307.2083333333333
2020-01-25 22:06:09+00:00,305.008,272.974,273.43,272.516,265.4485714285714,272.265,262.98999999999995,259.46500000000003,248.60999999999999,263.674,275.666,254.41428571428574,258.2866666666667,270.3283333333333,284.7966666666667,280.9957142857143,271.9485714285714,278.10714285714283,292.32714285714286,303.4785714285714,296.3014285714286,287.6614285714286,287.75142857142856,299.7966666666667,290.89428571428573,292.95714285714286,299.66857142857145,301.5442857142857,305.15000000000003,283.84714285714284,284.555,290.8866666666667,292.64,297.81,303.85571428571427,299.5385714285714,288.1766666666667,270.4583333333333,288.38,301.464,297.8971428571428,297.67285714285714,301.9942857142857,289.77333333333337,283.2633333333333,279.9533333333334,284.0433333333333,293.02714285714285,307.17333333333335
2020-02-10 22:06:04+00:00,304.302,272.5725,274.05,280.684,266.21,271.8966666666667,263.12166666666667,267.47333333333336,262.88599999999997,271.47400000000005,282.566,260.71285714285716,261.70285714285717,271.50714285714287,283.6766666666667,280.6542857142857,271.6928571428572,278.4657142857142,291.3385714285714,303.4614285714285,295.7371428571428,286.96,287.42857142857144,298.7766666666667,290.73285714285714,292.52000000000004,299.11428571428576,301.27,304.75166666666667,283.65285714285716,283.685,290.535,291.67,297.6257142857143,303.59999999999997,299.4242857142857,287.74333333333334,273.8933333333333,286.714,301.71799999999996,297.8057142857143,297.3528571428572,302.9342857142857,290.22166666666664,283.42333333333335,280.52,284.455,293.36,307.38166666666666
2020-03-29 22:05:21+00:00,307.3,278.64000000000004,278.74,290.32,268.64799999999997,270.40999999999997,263.242,276.64,271.246,280.50600000000003,282.7783333333333,280.8866666666667,285.73333333333335,282.23199999999997,283.428,282.886,275.428,282.2099999999999,292.476,306.15799999999996,295.7716666666667,288.21833333333336,289.15166666666664,298.604,292.41400000000004,293.408,300.76200000000006,306.02333333333337,305.8016666666667,286.84499999999997,288.26399999999995,293.654,293.54,299.83500000000004,310.8283333333333,301.4783333333333,288.33166666666665,275.71999999999997,287.2,302.674,300.5316666666667,301.1183333333333,309.526,291.2833333333333,284.39000000000004,282.00500000000005,285.3916666666667,299.01500000000004,307.4166666666667
2020-08-20 22:06:05+00:00,,280.77,,,,,,281.14,274.97,283.22,283.84,284.85,289.94,,,,,,,,293.04,287.91,291.98,329.5,318.84,324.11,325.95,321.20000000000005,308.08,293.81,292.95,299.61,291.14,306.23,337.73,323.385,294.52,286.83,290.25,318.48,318.08500000000004,321.71,330.03,304.70500000000004,299.985,299.025,299.96000000000004,312.615,316.92
