dates,nzd0484-0000,nzd0484-0001,nzd0484-0002,satname
1999-12-16 22:07:09+00:00,327.34,,,L7
2000-05-08 22:06:44+00:00,329.55999999999995,,,L7
2000-12-18 22:04:37+00:00,352.27,,,L7
2001-01-03 22:04:36+00:00,321.0,,,L7
2001-02-20 22:04:36+00:00,319.43333333333334,347.78,,L7
2001-11-03 22:02:58+00:00,338.67,,,L7
2002-05-30 22:03:13+00:00,319.13,,,L7
2002-06-15 22:02:43+00:00,327.83,,354.08,L7
2002-08-18 22:02:21+00:00,327.83,315.43,335.79999999999995,L7
2002-11-22 22:02:21+00:00,313.94,306.46000000000004,323.02,L7
2003-08-13 21:51:08+00:00,315.09,324.9,322.14,L5
2004-05-27 21:55:06+00:00,290.12,311.36,313.66,L5
2004-06-12 21:55:59+00:00,308.66499999999996,320.42,326.95500000000004,L5
2004-08-15 21:57:37+00:00,308.66499999999996,328.99333333333334,326.95500000000004,L5
2004-10-18 21:59:11+00:00,315.5933333333333,330.32,332.45666666666665,L5
2005-10-05 22:02:17+00:00,326.74,332.91,340.25,L5
2006-07-04 22:07:29+00:00,306.56,317.04,319.62,L5
2006-08-05 22:07:55+00:00,320.03999999999996,325.36,331.59000000000003,L5
2006-12-11 22:08:52+00:00,326.57666666666665,330.51666666666665,332.50333333333333,L5
2007-02-13 22:09:11+00:00,338.46,338.25,337.325,L5
2007-09-09 22:07:21+00:00,,344.26,,L5
2007-09-16 22:13:28+00:00,334.54,343.445,342.16,L5
2008-11-14 21:57:52+00:00,316.53,328.56,329.46,L5
2011-02-08 22:04:11+00:00,327.33,333.78,337.95,L5
2011-03-12 22:04:07+00:00,327.17499999999995,332.515,338.44,L5
2011-03-28 22:04:02+00:00,316.1666666666667,326.9733333333333,331.51666666666665,L5
2013-07-07 22:16:11+00:00,,341.31,333.27,L8
2013-09-25 22:16:28+00:00,320.83,334.235,333.19,L8
2013-10-11 22:16:29+00:00,315.04999999999995,328.53000000000003,329.67333333333335,L8
2013-10-27 22:16:19+00:00,315.39666666666665,326.925,329.67333333333335,L8
2013-12-30 22:16:01+00:00,317.455,325.366,328.89,L8
2014-01-22 22:21:31+00:00,317.522,322.21400000000006,327.245,L8
2014-02-23 22:21:08+00:00,316.90000000000003,321.46833333333336,325.932,L8
2014-03-11 22:20:55+00:00,317.8442857142857,324.36571428571426,326.24,L8
2014-05-23 22:13:42+00:00,314.59799999999996,320.87800000000004,320.87399999999997,L8
2014-07-01 22:20:10+00:00,313.152,319.71200000000005,319.918,L8
2014-09-19 22:20:30+00:00,303.81666666666666,305.94,310.72999999999996,L8
2014-09-28 22:14:20+00:00,303.81666666666666,314.27750000000003,310.72999999999996,L8
2014-11-15 22:14:49+00:00,306.4525,315.864,313.8175,L8
2014-12-01 22:14:24+00:00,310.2525,318.532,318.79499999999996,L8
2015-01-02 22:14:38+00:00,308.1625,318.776,317.6225,L8
2015-02-10 22:20:14+00:00,307.252,318.1566666666667,316.756,L8
2015-02-26 22:20:10+00:00,308.735,318.90285714285716,317.27,L8
2015-03-07 22:13:53+00:00,309.18142857142857,318.59749999999997,317.7,L8
2015-04-15 22:19:46+00:00,308.64285714285717,314.97428571428566,316.9057142857143,L8
2015-06-11 22:13:28+00:00,310.2666666666667,315.93,314.534,L8
2015-07-29 22:14:13+00:00,311.39166666666665,316.95166666666665,316.78799999999995,L8
2015-08-05 22:20:00+00:00,307.5185714285714,313.05571428571426,313.3833333333333,L8
2015-08-21 22:20:09+00:00,309.67857142857144,312.48285714285714,313.8066666666667,L8
2015-10-08 22:20:24+00:00,308.16333333333336,310.835,312.446,L8
2015-10-17 22:14:38+00:00,310.0833333333333,313.53000000000003,316.25,L8
2015-11-09 22:20:29+00:00,308.2057142857143,312.2857142857143,315.08,L8
2015-11-18 22:14:44+00:00,309.08,313.26625,316.1257142857143,L8
2016-01-05 22:14:40+00:00,305.24125000000004,310.76875,314.93125,L8
2016-03-16 22:20:12+00:00,306.4816666666667,313.575,317.555,L8
2016-04-17 22:19:57+00:00,306.172,312.454,316.316,L8
2016-05-12 22:13:44+00:00,307.666,313.89,317.012,L8
2016-06-29 22:14:02+00:00,306.398,310.868,315.026,L8
2016-08-16 22:14:41+00:00,305.494,309.48400000000004,312.17999999999995,L8
2016-09-08 22:20:36+00:00,302.24666666666667,307.71,308.93833333333333,L8
2017-01-14 22:20:33+00:00,296.7,299.235,303.05333333333334,L8
2017-02-08 22:14:34+00:00,296.7,299.235,308.0575,L8
2017-02-15 22:20:19+00:00,308.9866666666666,315.97,318.755,L8
2017-02-24 22:14:05+00:00,308.9866666666666,310.7866666666667,315.39,L8
2017-04-20 22:19:47+00:00,322.11333333333334,326.2033333333333,321.055,L8
2017-05-06 22:19:43+00:00,321.6675,325.46,322.61800000000005,L8
2017-07-02 22:13:59+00:00,319.372,321.33599999999996,320.42333333333335,L8
2017-08-03 22:14:11+00:00,320.858,321.27833333333336,319.68999999999994,L8
2017-11-30 22:20:32+00:00,314.57,316.1,316.90999999999997,L8
2018-03-06 22:20:02+00:00,313.745,321.74,321.08000000000004,L8
2018-03-15 22:14:10+00:00,316.01666666666665,320.08,320.90333333333336,L8
2018-05-18 22:13:34+00:00,312.08500000000004,316.94,318.38,L8
2018-07-21 22:13:49+00:00,313.2525,318.3025,319.87,L8
2018-09-07 22:14:12+00:00,312.4066666666667,318.185,322.32500000000005,L8
2018-09-14 22:20:00+00:00,308.33000000000004,315.7625,319.9775,L8
2018-09-30 22:20:07+00:00,312.90000000000003,318.452,321.986,L8
2018-11-10 22:14:08+00:00,312.90000000000003,318.25,322.0833333333333,L8
2019-01-04 22:20:15+00:00,314.3233333333333,319.00666666666666,322.3333333333333,L8
2019-02-14 22:14:21+00:00,312.09999999999997,317.2333333333333,320.4566666666667,L8
2019-03-02 22:14:17+00:00,310.855,317.3385714285714,320.4566666666667,L8
2019-10-03 22:20:45+00:00,307.14,313.84,319.24,L8
2019-11-13 22:14:33+00:00,307.14,314.29499999999996,318.95000000000005,L8
2019-12-22 22:20:39+00:00,297.315,309.8533333333333,313.58666666666664,L8
2020-03-04 22:14:32+00:00,300.6033333333333,310.5,314.8275,L8
2020-04-28 22:19:52+00:00,303.09666666666664,311.39750000000004,315.7275,L8
2020-05-30 22:19:52+00:00,305.86,311.33750000000003,316.5475,L8
2020-06-08 22:14:11+00:00,307.886,312.45,318.548,L8
2020-07-10 22:14:27+00:00,313.236,315.13,325.408,L8
2020-07-26 22:14:08+00:00,312.81333333333333,314.90000000000003,324.75,L8
2020-08-27 22:14:20+00:00,311.0814285714286,313.3771428571428,322.4585714285714,L8
2020-10-14 22:14:56+00:00,311.21,314.07,323.0514285714285,L8
2020-10-21 22:20:43+00:00,312.865,316.3925,323.83,L8
2021-06-11 22:14:01+00:00,322.33,304.89,313.28,L8
2021-08-14 22:14:21+00:00,321.255,310.655,317.16999999999996,L8
2021-08-30 22:14:49+00:00,311.53,307.54,311.9266666666667,L8
2021-09-06 22:20:38+00:00,311.53,308.78,313.7925,L8
2021-09-22 22:20:41+00:00,311.53,309.156,313.68999999999994,L8
2021-11-18 22:14:32+00:00,308.655,309.08,312.99333333333334,L8
2021-12-12 22:14:55+00:00,305.74,311.4766666666667,313.79333333333335,L9
