dates,satname,nzd0484-0000,nzd0484-0001,nzd0484-0002
1999-10-13 22:07:12.582000,L7,389.41,391.63,
1999-11-30 22:06:59.059000,L7,340.49,359.44,342.44
1999-12-16 22:07:09.748000,L7,327.34,302.67,298.85
1999-12-16 22:07:33.708000,L7,309.52,,
2000-05-08 22:06:20.956000,L7,342.28,363.59,353.23
2000-05-08 22:06:44.900000,L7,331.78,345.79,345.09
2000-07-27 22:05:24.302000,L7,361.12,361.50,358.78
2000-08-12 22:05:17.927000,L7,338.56,352.99,349.95
2000-08-12 22:05:41.803000,L7,324.51,345.03,341.14
2000-12-18 22:04:37.758000,L7,352.27,374.91,384.20
2000-12-18 22:05:01.704000,L7,352.96,388.76,385.85
2001-01-03 22:04:36.218000,L7,289.73,281.83,300.02
2001-01-03 22:05:00.181000,L7,290.21,284.53,297.90
2001-02-20 22:04:36.568000,L7,316.30,347.78,358.93
2001-02-20 22:05:00.525000,L7,350.79,364.14,375.91
2001-07-14 22:03:33.580000,L7,333.99,326.18,356.65
2001-11-03 22:02:34.745000,L7,337.43,351.99,358.27
2001-11-03 22:02:58.699000,L7,338.67,352.21,361.17
2002-03-11 22:03:07.402000,L7,343.31,357.53,363.08
2002-03-11 22:03:31.366000,L7,388.66,351.02,364.10
2002-04-12 22:03:01.345000,L7,345.18,372.12,367.81
2002-04-12 22:03:25.302000,L7,359.63,376.46,371.73
2002-05-14 22:02:55.455000,L7,341.31,359.73,361.13
2002-05-14 22:03:19.418000,L7,364.42,376.79,378.94
2002-05-30 22:03:13.672000,L7,319.13,373.78,354.19
2002-06-15 22:02:43.613000,L7,336.53,362.96,354.08
2002-06-15 22:03:07.576000,L7,320.30,320.06,335.85
2002-08-18 22:02:21.439000,L7,331.68,315.43,317.52
2002-11-22 22:02:21.568000,L7,286.16,297.49,297.46
2002-11-22 22:02:45.529000,L7,290.74,302.06,303.54
2002-12-24 22:02:57.022000,L7,351.66,375.59,367.96
2003-08-13 21:51:08.818000,L5,315.09,324.90,322.14
2003-08-13 21:51:32.649000,L5,408.63,423.21,419.48
2003-10-16 21:52:08.058000,L5,376.30,373.99,375.85
2003-11-17 21:52:33.290000,L5,370.60,381.78,393.37
2003-11-17 21:52:57.120000,L5,347.69,354.91,363.14
2004-05-27 21:55:06.972000,L5,290.12,311.36,313.66
2004-06-12 21:55:35.599000,L5,317.57,322.85,335.56
2004-06-12 21:55:59.429000,L5,327.21,329.48,340.25
2004-07-30 21:56:51.838000,L5,379.04,352.91,347.58
2004-07-30 21:57:15.668000,L5,389.08,395.48,399.64
2004-08-15 21:57:37.379000,L5,338.24,346.14,349.28
2004-10-18 21:59:11.702000,L5,329.45,334.30,343.46
2005-03-11 22:01:07.710000,L5,433.77,440.73,431.54
2005-03-11 22:01:31.683000,L5,435.23,439.14,432.88
2005-04-12 22:01:18.889000,L5,353.99,362.28,366.87
2005-04-12 22:01:42.862000,L5,352.44,364.83,366.19
2005-09-19 22:02:44.739000,L5,360.31,370.64,403.52
2005-10-05 22:02:17.195000,L5,326.74,332.91,340.25
2005-10-05 22:02:41.026000,L5,373.49,385.15,377.24
2005-11-06 22:02:46.848000,L5,390.70,361.05,389.49
2006-02-26 22:04:59.098000,L5,403.98,371.85,380.34
2006-02-26 22:05:22.928000,L5,392.76,352.65,341.82
2006-04-15 22:06:18.610000,L5,338.03,393.07,407.50
2006-07-04 22:07:05.212000,L5,309.81,321.21,323.31
2006-07-04 22:07:29.185000,L5,306.56,317.04,319.62
2006-08-05 22:07:31.136000,L5,335.05,334.70,346.50
2006-08-05 22:07:55.109000,L5,333.52,333.68,343.56
2006-10-08 22:08:17.083000,L5,397.79,391.42,391.35
2006-10-08 22:08:40.914000,L5,398.07,392.23,390.44
2006-10-24 22:08:26.357000,L5,323.05,329.94,336.44
2006-12-11 22:08:52.184000,L5,339.65,340.83,334.33
2006-12-11 22:09:16.015000,L5,339.07,339.99,332.79
2007-02-13 22:09:11.063000,L5,337.27,335.67,340.32
2007-09-09 22:07:21.190000,L5,345.71,344.26,354.43
2007-09-09 22:07:45.163000,L5,345.21,343.50,353.14
2007-09-16 22:13:28.554000,L5,334.54,342.63,342.16
2008-02-16 22:04:45.714000,L5,318.04,326.31,331.65
2008-10-29 21:57:48.288000,L5,351.01,367.16,376.32
2008-11-14 21:57:52.281000,L5,316.53,328.56,329.46
2009-01-01 21:58:55.309000,L5,325.48,332.79,335.08
2009-01-17 21:59:20.568000,L5,339.06,346.75,348.89
2009-01-17 21:59:44.398000,L5,358.69,367.68,370.98
2010-02-05 22:05:29.575000,L5,315.80,330.59,329.81
2011-02-08 22:04:11.186000,L5,327.33,333.78,337.95
2011-02-08 22:04:35.159000,L5,343.25,348.98,355.82
2011-03-12 22:04:07.249000,L5,327.02,331.25,338.93
2011-03-12 22:04:31.079000,L5,312.53,323.58,326.46
2011-03-28 22:04:02.070000,L5,294.15,315.89,317.67
2013-07-07 22:16:11.966000,L8,351.95,341.31,333.27
2013-07-07 22:16:35.929000,L8,316.69,319.41,326.03
2013-07-23 22:16:34.633000,L8,378.10,382.36,379.91
2013-09-25 22:16:04.975000,L8,322.61,329.03,334.72
2013-09-25 22:16:28.938000,L8,320.83,327.16,333.11
2013-10-11 22:16:05.328000,L8,310.92,318.60,323.96
2013-10-11 22:16:29.291000,L8,309.27,317.12,322.64
2013-10-27 22:15:55.590000,L8,307.78,315.45,321.13
2013-10-27 22:16:19.549000,L8,316.09,322.11,350.54
2013-11-19 22:22:01.448000,L8,367.24,376.66,362.99
2013-12-30 22:15:37.096000,L8,346.66,355.61,346.46
2013-12-30 22:16:01.055000,L8,323.63,319.13,326.54
2014-01-22 22:21:31.494000,L8,317.79,325.55,326.69
2014-02-07 22:21:21.056000,L8,341.71,349.55,354.32
2014-02-23 22:21:08.076000,L8,313.79,317.74,320.68
2014-03-11 22:20:55.957000,L8,323.51,341.75,327.78
2014-03-20 22:14:37.534000,L8,364.96,362.36,372.95
2014-03-20 22:15:01.497000,L8,363.42,359.98,371.52
2014-03-27 22:20:37.696000,L8,371.91,366.42,
2014-05-23 22:13:42.455000,L8,294.27,300.22,302.68
2014-07-01 22:20:10.138000,L8,316.40,313.30,321.76
2014-08-11 22:14:15.733000,L8,421.41,404.18,399.09
2014-08-11 22:14:39.696000,L8,421.33,404.59,399.32
2014-08-27 22:14:17.177000,L8,388.13,389.88,398.64
2014-09-19 22:20:30.514000,L8,300.78,304.30,307.75
2014-09-28 22:14:20.662000,L8,348.71,339.29,351.02
2014-09-28 22:14:44.621000,L8,337.03,327.74,350.20
2014-10-21 22:20:37.449000,L8,,266.00,339.86
2014-11-06 22:20:37.163000,L8,377.24,375.33,382.11
2014-11-15 22:14:25.347000,L8,314.65,321.99,323.20
2014-11-15 22:14:49.314000,L8,314.36,322.21,323.08
2014-12-01 22:14:24.062000,L8,309.47,313.56,322.59
2015-01-02 22:14:14.716000,L8,312.42,318.41,322.61
2015-01-02 22:14:38.674000,L8,308.04,314.52,317.07
2015-02-10 22:20:14.711000,L8,303.61,315.06,313.29
2015-02-19 22:14:01.458000,L8,412.57,420.13,410.73
2015-02-26 22:20:10.708000,L8,316.15,323.38,319.84
2015-03-07 22:13:53.954000,L8,311.86,316.46,320.28
2015-04-15 22:19:46.550000,L8,297.01,299.63,302.19
2015-04-24 22:13:32.133000,L8,275.76,291.66,282.42
2015-05-01 22:19:36.381000,L8,299.47,312.51,330.05
2015-06-11 22:13:28.321000,L8,324.93,326.53,348.16
2015-06-11 22:13:52.284000,L8,322.53,320.52,328.56
2015-06-27 22:13:34.068000,L8,361.67,366.83,360.04
2015-06-27 22:13:58.027000,L8,319.74,329.98,336.96
2015-07-29 22:13:49.622000,L8,317.22,326.88,335.39
2015-07-29 22:14:13.585000,L8,314.79,320.65,328.34
2015-08-05 22:20:00.814000,L8,284.28,289.68,296.36
2015-08-21 22:20:09.239000,L8,318.73,311.05,315.83
2015-10-08 22:20:24.559000,L8,309.24,317.47,319.51
2015-10-17 22:14:14.235000,L8,308.46,315.88,321.20
2015-10-17 22:14:38.194000,L8,308.53,315.80,321.21
2015-11-09 22:20:29.987000,L8,296.94,304.82,309.23
2015-11-18 22:14:20.859000,L8,319.39,327.64,325.46
2015-11-18 22:14:44.822000,L8,315.20,320.13,322.40
2016-01-05 22:14:17.033000,L8,300.22,311.59,313.50
2016-01-05 22:14:40.992000,L8,294.22,306.55,306.57
2016-01-21 22:14:17.820000,L8,297.19,306.97,306.26
2016-03-16 22:20:12.475000,L8,314.76,316.68,326.41
2016-04-17 22:19:57.384000,L8,309.74,314.09,316.97
2016-04-26 22:13:44.974000,L8,300.71,310.93,309.31
2016-05-12 22:13:44.453000,L8,304.41,312.00,312.71
2016-05-12 22:14:08.416000,L8,305.50,314.02,315.03
2016-06-29 22:14:02.852000,L8,308.86,305.02,312.47
2016-06-29 22:14:26.819000,L8,309.24,305.81,313.02
2016-07-31 22:14:37.742000,L8,318.31,317.15,325.55
2016-08-16 22:14:17.460000,L8,314.48,315.10,323.94
2016-08-16 22:14:41.427000,L8,289.70,299.63,292.34
2016-09-01 22:14:24.105000,L8,377.89,376.53,333.53
2016-09-08 22:20:36.578000,L8,286.01,298.84,292.73
2016-11-27 22:20:43.760000,L8,354.63,361.94,358.65
2016-12-29 22:20:37.380000,L8,354.33,361.71,372.57
2017-01-14 22:20:33.127000,L8,314.39,390.70,324.09
2017-01-23 22:14:19.080000,L8,317.55,319.73,324.40
2017-01-23 22:14:43.048000,L8,305.63,313.15,315.27
2017-02-08 22:14:10.700000,L8,304.88,309.68,313.60
2017-02-08 22:14:34.654000,L8,356.35,337.21,323.07
2017-02-15 22:20:19.563000,L8,326.56,333.10,335.13
2017-02-24 22:14:05.773000,L8,271.51,300.42,301.93
2017-04-20 22:19:47.163000,L8,325.39,345.09,351.78
2017-05-06 22:19:43.126000,L8,320.33,323.23,328.87
2017-07-02 22:13:59.733000,L8,310.19,304.84,309.45
2017-07-02 22:14:23.696000,L8,320.22,326.04,332.28
2017-07-09 22:20:11.626000,L8,355.47,363.55,359.57
2017-08-03 22:14:11.719000,L8,321.82,320.99,354.07
2017-08-03 22:14:35.682000,L8,317.55,317.52,326.78
2017-11-30 22:20:32.227000,L8,311.70,322.47,324.37
2018-01-26 22:14:08.959000,L8,305.82,312.52,318.93
2018-02-27 22:14:19.470000,L8,307.22,311.88,313.00
2018-03-06 22:20:02.483000,L8,315.79,321.01,317.79
2018-03-15 22:14:10.086000,L8,320.56,316.76,320.55
2018-03-31 22:13:39.641000,L8,370.43,375.39,375.56
2018-04-16 22:13:30.411000,L8,314.94,312.60,318.02
2018-04-16 22:13:54.370000,L8,342.64,345.66,352.51
2018-05-18 22:13:10.727000,L8,310.52,316.58,320.84
