dates,nzd0384-0000,nzd0384-0001,nzd0384-0002,nzd0384-0003,nzd0384-0004,nzd0384-0005,nzd0384-0006,nzd0384-0007,nzd0384-0008,nzd0384-0009,nzd0384-0010,nzd0384-0012,nzd0384-0013,nzd0384-0014,nzd0384-0015,nzd0384-0016,nzd0384-0017,nzd0384-0018,nzd0384-0019,nzd0384-0020,nzd0384-0021,nzd0384-0022,nzd0384-0023,nzd0384-0024,nzd0384-0025,nzd0384-0026,nzd0384-0027,nzd0384-0028,nzd0384-0029,nzd0384-0030,nzd0384-0031,nzd0384-0032,nzd0384-0033,nzd0384-0034,nzd0384-0035,nzd0384-0036,nzd0384-0037,nzd0384-0038,nzd0384-0039,nzd0384-0040,nzd0384-0041,nzd0384-0043,nzd0384-0044,nzd0384-0045,nzd0384-0046,nzd0384-0047,nzd0384-0048,nzd0384-0049,nzd0384-0011,nzd0384-0042,nzd0384-0050,nzd0384-0051,nzd0384-0052,nzd0384-0053,nzd0384-0061,nzd0384-0062,nzd0384-0063,nzd0384-0064,nzd0384-0065,nzd0384-0070,nzd0384-0071,nzd0384-0072,nzd0384-0073,nzd0384-0059,nzd0384-0060,nzd0384-0054,nzd0384-0055,nzd0384-0056,nzd0384-0057,nzd0384-0058,nzd0384-0066,nzd0384-0067,nzd0384-0068,nzd0384-0069,satname
2015-08-23 22:07:00+00:00,,,,,234.97500000000002,241.53499999999997,,,,239.66499999999996,248.27000000000004,260.06499999999994,260.83000000000004,273.735,275.42999999999995,280.525,282.2700000000001,283.07000000000005,290.34000000000003,304.025,315.46500000000003,316.36999999999995,318.34999999999997,327.34000000000003,330.23,333.63,323.3033333333333,323.15999999999997,314.94666666666666,313.76666666666665,312.45,311.11,286.15,302.755,305.985,301.635,319.56,331.8725,351.12,311.715,322.74,319.71500000000003,317.54499999999996,,320.23,296.17,273.48,286.53999999999996,255.07000000000005,337.53,286.8,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-09-24 22:07:13+00:00,,,,,235.29,241.69,,,,237.86,247.41,259.83,260.72,272.64,273.5,280.65,281.16,282.68,290.22,305.27,315.22,316.1,319.15,327.77,328.74,333.97,312.7033333333333,305.53,303.21333333333337,295.10999999999996,296.625,311.11,287.0,304.06333333333333,309.26,303.2833333333333,325.45666666666665,320.8425,,307.4533333333333,322.9066666666667,324.40000000000003,320.77666666666664,325.45,316.06,294.03499999999997,273.48,285.45,254.34,334.56666666666666,313.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-10-10 22:07:14+00:00,,,,,,,,,,231.71,240.24,251.41,253.97,261.87,263.6,267.47,272.51,271.76,279.28,292.36,304.37,310.13,313.67,321.12,326.66,328.05,310.09999999999997,316.76666666666665,311.7425,306.1425,310.92,311.11,287.0,304.06333333333333,309.26,303.2833333333333,325.45666666666665,310.10999999999996,,307.4533333333333,322.9066666666667,324.40000000000003,307.34,325.45,316.06,294.03499999999997,273.48,285.45,246.7,334.56666666666666,313.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-11-27 22:07:23+00:00,,,,,,,,,,231.84,239.835,251.35,253.39499999999998,261.08500000000004,263.1,266.79,271.525,272.71500000000003,279.625,293.25,304.03999999999996,309.475,314.295,319.53,325.34000000000003,327.58000000000004,314.6475,321.3,316.172,312.026,317.1275,325.09000000000003,301.505,315.0325,319.0875,303.2833333333333,325.45666666666665,319.96,340.23,307.4533333333333,322.9066666666667,324.40000000000003,321.48,325.45,316.06,294.03499999999997,273.48,285.45,246.05,334.56666666666666,313.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-12-13 22:07:21+00:00,,,,,,,,,,234.17666666666665,241.70000000000002,253.42999999999998,254.82000000000002,262.96,265.15333333333336,269.7166666666667,274.97,276.62,282.55333333333334,299.47333333333336,308.1166666666666,312.65333333333336,319.75666666666666,322.6466666666667,329.0233333333333,330.78333333333336,319.736,321.3,320.9683333333333,317.71,323.05,325.09000000000003,301.505,315.0325,319.0875,303.2833333333333,325.45666666666665,326.802,343.855,307.4533333333333,322.9066666666667,324.40000000000003,321.48,325.45,316.06,294.03499999999997,273.48,285.45,248.14333333333335,334.56666666666666,313.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-02-15 22:07:09+00:00,,,,,,,,,,233.79,242.0275,253.5675,254.925,263.2025,265.0775,269.89750000000004,274.495,276.7075,282.9225,298.5725,307.885,313.1325,320.2275,322.4575,328.4225,330.18,321.17,324.156,325.40500000000003,321.345,327.946,341.66999999999996,314.1375,325.335,325.5925,316.9266666666667,332.7533333333334,333.642,343.3966666666667,304.22999999999996,324.095,321.29,328.18,325.45,329.26,291.9,,282.77,248.3675,325.43000000000006,313.45000000000005,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-03-02 22:07:07+00:00,,,,,,,,,,234.152,242.858,254.22799999999998,255.58,264.034,265.788,270.718,275.218,277.558,283.818,299.432,308.73400000000004,313.884,321.296,323.206,329.244,331.11,327.52166666666665,329.5225,333.635,332.37333333333333,330.72666666666663,341.66999999999996,327.2633333333333,335.1933333333333,338.93333333333334,331.195,349.175,342.664,344.4375,298.93,323.24,333.77,341.76,325.45,329.26,291.9,,283.27,249.01,328.64,340.1,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-03-18 22:07:01+00:00,,,,,,,,,,234.152,242.858,254.22799999999998,255.58,264.034,265.788,270.718,275.218,277.558,283.818,299.432,308.73400000000004,313.884,321.296,323.206,329.244,331.11,327.52166666666665,329.5225,333.635,332.37333333333333,330.72666666666663,341.66999999999996,327.2633333333333,335.1933333333333,338.93333333333334,331.195,349.175,342.664,344.4375,298.93,323.24,333.77,341.76,325.45,329.26,292.07,276.79,281.24,249.01,328.64,328.21500000000003,,,,,,,,,314.97,,312.56,,,,,,263.9,,,,,,,L8
2016-04-19 22:06:46+00:00,,,,,,,,,,234.67799999999997,244.084,254.96800000000002,256.422,264.872,266.802,272.12399999999997,276.086,279.244,285.216,300.61400000000003,310.408,315.042,322.704,324.166,330.406,331.92,333.09,335.24,340.506,342.488,341.88800000000003,341.66999999999996,346.54499999999996,349.44999999999993,350.49499999999995,355.81,361.1,350.372,346.51599999999996,,,,349.02,,346.63,292.24,276.79,279.21,250.004,,316.33,,,,,,,,,314.97,,312.56,,,,,,263.9,,,,,,,L8
2016-06-06 22:06:54+00:00,,,,,,,,,,235.35499999999996,245.2475,255.88750000000005,257.32250000000005,260.88199999999995,262.62600000000003,268.466,271.34000000000003,273.962,280.768,294.696,305.45,316.59749999999997,317.328,320.05,326.07599999999996,328.11199999999997,329.118,324.32,336.486,338.524,337.798,329.435,335.615,338.17999999999995,340.68,340.74,350.4,343.712,348.0875,311.64,322.39,,348.28,,332.105,296.005,276.79,279.21,251.155,353.18,316.33,,,,,,,,,314.97,,312.56,,,,,,263.9,,,,,,,L8
2016-07-24 22:07:13+00:00,,,,,,,,,,234.18999999999997,245.1866666666667,255.32000000000005,257.2066666666667,259.42499999999995,260.96750000000003,266.69,268.71,271.345,278.85749999999996,290.39,302.745,315.7933333333333,313.99,317.8425,323.4975,325.8425,326.375,324.32,334.37,333.298,332.31,325.88,331.96,334.9833333333333,336.61,333.5366666666667,348.15000000000003,337.5,348.28999999999996,310.575,323.28499999999997,306.46,348.28,272.94,330.53,282.84999999999997,276.79,279.21,250.76333333333332,354.53499999999997,316.33,,,,,,,,,314.97,,312.56,,,,,,263.9,,,,,,,L8
2016-08-09 22:07:15+00:00,,,,,,,,,,234.18999999999997,245.1866666666667,255.32000000000005,257.2066666666667,259.42499999999995,260.96750000000003,266.69,268.71,271.345,278.85749999999996,290.39,302.745,315.7933333333333,308.36400000000003,313.53,317.73,320.234,322.068,318.71999999999997,328.892,329.1383333333333,328.50166666666667,321.1125,321.4825,327.5525,332.1275,328.58500000000004,345.685,334.0316666666667,348.28999999999996,310.24333333333334,324.75333333333333,301.33,348.28,289.53499999999997,330.53,276.11,277.85,283.36,250.76333333333332,344.27,316.33,,,,,,,,,314.97,,312.56,,,,,,263.9,,,,,,,L8
2016-09-10 22:07:27+00:00,,,,,,,,,,235.525,247.88,256.71500000000003,259.175,260.57,260.50666666666666,268.59999999999997,273.97333333333336,269.54,276.6266666666667,291.56,301.02333333333337,316.355,306.5875,312.65999999999997,315.61,318.72,315.03666666666663,310.28999999999996,321.66,322.6175,322.3625,313.3933333333334,312.62000000000006,319.75,325.3633333333333,319.51000000000005,340.5466666666667,331.754,352.96500000000003,310.24333333333334,324.75333333333333,301.33,,289.53499999999997,322.47999999999996,276.11,277.85,283.36,253.435,344.27,316.33,,,,,,,,,314.97,,312.56,,,,,,263.9,,,,,,,L8
2016-10-12 22:07:33+00:00,,,,,,,,,,234.24,246.22,255.65,257.84999999999997,262.15999999999997,262.805,270.1425,274.5675,271.045,278.77500000000003,292.73249999999996,302.3825,314.59999999999997,308.544,314.254,316.872,319.982,318.24,318.3733333333333,324.8275,325.11,325.312,321.4,312.62000000000006,319.75,331.445,319.51000000000005,346.3125,334.8566666666667,349.84999999999997,310.24333333333334,324.75333333333333,301.33,351.47,289.53499999999997,322.47999999999996,270.73333333333335,278.91,287.51,251.94999999999996,344.27,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-12-15 22:07:29+00:00,,,,,240.41,241.39,237.0,236.71,237.1,234.30999999999997,245.92,256.02333333333337,257.3633333333333,269.6166666666667,270.96666666666664,277.98,284.3766666666666,279.12666666666667,286.02333333333337,303.55,309.19666666666666,313.64666666666665,313.635,317.9775,319.51750000000004,322.7975,321.87,321.03,325.97,321.13999999999993,326.175,323.66666666666663,307.35,316.92500000000007,332.28000000000003,316.43000000000006,348.51666666666665,339.006,345.7766666666667,309.545,325.935,301.33,351.47,289.53499999999997,327.38,256.21500000000003,278.91,287.51,252.0533333333333,339.81499999999994,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-01-16 22:07:22+00:00,,,,,240.41,241.39,237.0,236.71,237.1,234.7375,245.545,255.91250000000002,257.225,269.0125,271.0,277.1825,282.755,279.355,286.01750000000004,303.295,309.575,313.6725,315.21,318.832,321.64,324.40999999999997,321.87,321.03,328.62750000000005,321.13999999999993,326.175,323.66666666666663,307.35,316.92500000000007,332.28000000000003,316.43000000000006,348.51666666666665,339.006,346.4875,309.545,325.935,301.33,351.47,289.53499999999997,327.38,256.21500000000003,278.91,287.51,252.01,339.81499999999994,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-03-05 22:07:02+00:00,,,,,240.41,241.39,237.0,236.71,237.1,234.92,245.63400000000001,255.862,257.322,268.706,271.336,276.96000000000004,281.972,279.736,286.36400000000003,303.188,309.994,313.904,322.29800000000006,324.642,329.28000000000003,331.672,331.3666666666666,334.54,336.89750000000004,339.135,339.5233333333333,345.42,,,349.69,,363.61,352.27,346.7,,,,351.47,,,,,,252.1,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-04-06 22:06:45+00:00,,,,,240.41,241.39,237.0,236.71,237.1,233.154,243.958,253.95200000000006,255.64000000000001,266.624,270.87,275.28000000000003,278.58,279.082,286.384,301.02,309.64,313.1825,317.98799999999994,322.26000000000005,327.214,330.3625,331.3666666666666,334.54,336.89750000000004,339.1433333333334,339.5233333333333,345.42,,,349.69,,363.61,351.89000000000004,345.59999999999997,,,,351.47,,,,,,250.83599999999996,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-04-22 22:06:36+00:00,,,,,240.41,241.39,237.0,236.71,237.1,233.525,244.2225,254.06000000000003,255.75,258.98,263.86800000000005,268.314,271.014,271.764,279.392,292.485,300.55,313.88000000000005,318.3925,314.084,328.5375,332.14000000000004,333.125,,337.7533333333334,341.17500000000007,340.72999999999996,279.49,291.68,299.33,294.91,300.0,305.82,352.65,346.26,,,,,,,,,280.96,251.29999999999995,,287.22,,,,,,390.4,395.45,386.7,,,394.83,332.16,,,,,,,,381.67,347.1,,,L8
2017-05-24 22:06:46+00:00,,,,,240.41,241.39,237.0,236.71,237.1,233.525,244.2225,254.06000000000003,255.75,258.98,263.86800000000005,268.314,270.8533333333333,271.9483333333333,279.895,292.212,301.2,313.61,317.836,314.084,328.5375,332.14000000000004,331.16333333333336,335.89,338.0425,341.3633333333334,340.58,279.49,291.68,299.33,294.91,300.0,305.82,352.65,346.26,,,,,,,,,280.96,251.29999999999995,,287.22,,,,,,390.4,395.45,386.7,,,394.83,332.16,,,,,,,,381.67,347.1,,,L8
2017-06-25 22:06:59+00:00,,,,,,,,,,233.18333333333337,243.80666666666664,253.3366666666667,255.42666666666665,257.07,261.8175,266.47,269.32,270.20799999999997,278.47999999999996,289.63,299.07,313.79333333333335,317.15250000000003,306.98999999999995,318.0425,332.485,320.6166666666666,317.375,329.685,341.3633333333334,331.03000000000003,293.42,290.775,302.205,302.83500000000004,310.64,321.16999999999996,334.02,335.8333333333333,313.56,313.19,320.09,315.22,330.06,,247.15,,280.96,251.0733333333333,,287.22,,,311.66,,,390.4,392.54999999999995,385.435,,,394.83,332.16,,,336.03,,,,,372.88,347.1,,,L8
2017-08-28 22:07:19+00:00,,,,,,,,,,231.79666666666665,243.24,252.26999999999998,255.41,256.5675,260.6725,266.145,268.89399999999995,269.26599999999996,278.26,288.895,298.82500000000005,313.06,315.0475,307.07399999999996,317.3675,333.025,323.5925,322.78333333333336,329.2475,340.84000000000003,333.04,308.0266666666667,290.775,302.205,302.83500000000004,310.64,321.16999999999996,334.02,329.44000000000005,313.56,313.19,320.09,315.22,330.06,,247.15,,280.96,250.3066666666667,,287.22,,,311.66,,,390.4,392.54999999999995,385.435,,,394.83,332.16,,,336.03,,,,,372.88,347.1,,,L8
2017-10-31 22:07:31+00:00,,,,,,,,,,233.74,245.04500000000002,254.565,257.375,266.39,269.80499999999995,274.895,275.59,276.45666666666665,286.1033333333333,299.1666666666667,308.31,312.68,317.05333333333334,312.2333333333333,314.0833333333333,332.52,323.8525,326.55,329.46500000000003,340.32,332.495,329.79333333333335,289.87,305.08,310.76,321.28,351.81,334.21500000000003,331.695,313.56,313.19,320.09,315.22,330.06,,247.15,,,251.16000000000003,,,,,311.66,,,,389.65,384.17,,,,,,,336.03,,,,,364.09,,,,L8
2017-12-02 22:07:22+00:00,,,,,,,,,,235.49,244.96666666666667,255.22,257.6133333333333,266.7333333333333,270.6766666666667,275.0,278.7233333333333,279.29,287.92,303.9066666666667,311.20666666666665,312.42,319.0533333333333,314.71,318.0675,332.1166666666667,325.1925,323.43666666666667,326.31666666666666,339.61,329.90000000000003,329.79333333333335,289.87,327.85,310.76,321.28,351.81,334.21500000000003,331.695,313.56,313.19,320.09,315.22,330.06,,247.15,,,251.49333333333334,,,,,311.66,,,,389.65,384.17,,,,,,,336.03,,,,,364.09,,,,L8
2018-01-19 22:07:14+00:00,,,,,,,,,,233.60750000000002,243.3375,253.61249999999998,255.2775,264.67999999999995,268.44,271.8775,275.59749999999997,276.3725,284.1125,300.3775,309.3425,311.195,317.92999999999995,321.295,326.825,330.2275,331.6625,335.0466666666667,335.23333333333335,337.75666666666666,338.1466666666667,339.50666666666666,,348.31,348.25,,367.1,350.69,348.055,,,,,,,,,,249.3425,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-04-25 22:06:26+00:00,,,,,,,,,,234.3675,243.62,253.83249999999998,255.0575,264.79499999999996,268.64,271.3,275.545,276.38750000000005,282.79,299.6275,309.575,312.125,319.09000000000003,321.65999999999997,327.9525,330.3875,331.77500000000003,335.77000000000004,335.42500000000007,337.0,337.68500000000006,340.64,,348.31,348.25,,367.1,348.01666666666665,348.055,,,,,336.44,,,,,249.45,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-06-28 22:06:16+00:00,,,,,,,,,,231.43,241.15000000000003,251.02499999999998,252.07500000000002,262.0849999999999,264.525,266.845,270.88500000000005,271.50500000000005,276.15000000000003,293.19,307.205,311.395,316.1450000000001,319.46,326.77,328.57,330.06500000000005,333.69,329.92,334.05,334.92,336.49,,346.0,348.25,,,344.905,344.05,,,,,336.44,,,,,246.45,,,,,,,,407.88,423.82,399.98,,417.94,,,,,,,,,,394.99,396.6,388.71,354.89,L8
2018-08-31 22:06:47+00:00,,,,,,,,,,233.59,240.31,253.24,255.0,264.78999999999996,266.895,270.83500000000004,274.365,274.59000000000003,278.58500000000004,294.29999999999995,309.805,313.08,315.435,321.725,329.255,330.565,330.07000000000005,,,,,,,,,,,339.355,,,,,,336.44,,,,,248.785,,,,,,,,407.88,423.82,399.98,,417.94,,,,,,,,,,394.99,396.6,388.71,354.89,L8
2018-10-18 22:07:05+00:00,,,,,,,,,,235.03,242.06000000000003,253.92999999999998,255.77999999999997,265.73333333333335,268.33,272.1166666666667,276.48333333333335,276.29,280.40000000000003,297.0433333333333,310.1666666666667,313.25666666666666,316.67,322.22333333333336,329.45666666666665,331.20666666666665,331.8066666666667,,,,,,,,,,,339.355,,,,,,336.44,,,,,250.0233333333333,,,,,,,,407.88,423.82,399.98,,417.94,,,,,,,,,,394.99,396.6,388.71,354.89,L8
2018-12-21 22:07:06+00:00,,,,,235.23,245.24,,240.5,240.37,236.66,243.87,255.67,257.29,267.75,271.5733333333333,276.8766666666667,280.85,280.3566666666666,284.59666666666664,301.32,311.90666666666664,314.15000000000003,319.44,324.4766666666667,330.68,332.49333333333334,334.1466666666667,,341.66,342.01,,,,,,,,336.04,350.55,,,,,,,,,,252.01,,,,,,,,407.88,423.82,399.98,,417.94,,,,,,,,,,394.99,396.6,388.71,354.89,L8
2019-01-22 22:07:02+00:00,,,,,236.005,244.185,237.7,239.92000000000002,240.24,237.0975,244.9875,256.0475,257.96000000000004,268.0175,271.9925,277.185,280.9275,280.7725,285.0175,300.93,312.255,314.015,318.8775,324.86,330.4325,332.485,334.205,338.71,341.025,340.735,,,,,,,,336.04,350.55,,,,,,,,,,252.76,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-02-07 22:06:59+00:00,,,,,238.52666666666664,246.15333333333334,240.49,241.0566666666667,241.63333333333333,238.53000000000003,246.44,257.198,259.23400000000004,269.37600000000003,273.534,278.666,281.898,282.20799999999997,285.896,301.688,313.462,315.216,319.994,326.364,331.854,333.464,335.268,338.71,341.025,340.735,,,,,,,,336.04,350.55,,,,,,,,,,254.11800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-05-14 22:06:48+00:00,,,,,238.52666666666664,246.15333333333334,240.49,241.0566666666667,241.63333333333333,240.82000000000002,249.9566666666667,259.15333333333336,261.57,263.14750000000004,276.6666666666667,272.69,285.19666666666666,275.0675,289.2966666666667,304.6333333333334,304.13,317.1933333333333,322.56333333333333,317.68,334.28,335.4266666666667,324.62,316.79999999999995,329.1333333333334,323.45666666666665,309.84,300.23,289.73,317.98,313.37,310.85,335.31,314.72,350.55,,,,,,,,262.63,283.23,256.8433333333334,,315.08,,,,379.09,390.58,395.66,396.4,391.12,,,,,364.94,380.96,,,372.12,355.08,375.05,386.72,381.62,,,L8
2019-05-30 22:06:57+00:00,,,,,238.52666666666664,246.15333333333334,240.49,241.0566666666667,241.63333333333333,240.82000000000002,249.9566666666667,259.15333333333336,261.57,258.168,267.5075,267.454,285.19666666666666,269.392,279.71500000000003,304.6333333333334,297.97400000000005,317.1933333333333,322.56333333333333,311.57,334.28,335.4266666666667,320.054,313.3633333333333,324.4,319.0225,310.61,303.03499999999997,279.375,318.435,315.70500000000004,314.185,336.79499999999996,314.795,350.55,,,,,,,,265.745,280.40999999999997,256.8433333333334,,298.84000000000003,,,334.65,378.265,390.58,393.51,395.69,390.355,,,,,364.825,380.96,,,372.12,351.04999999999995,375.05,386.72,381.61,382.69,,L8
2019-06-15 22:07:03+00:00,,,,,238.52666666666664,246.15333333333334,240.49,241.0566666666667,241.63333333333333,240.82000000000002,249.9566666666667,259.15333333333336,261.57,258.168,267.5075,267.454,285.19666666666666,269.392,279.71500000000003,304.6333333333334,297.97400000000005,317.1933333333333,322.56333333333333,311.57,334.28,335.4266666666667,320.054,313.3633333333333,324.4,319.0225,310.61,303.03499999999997,279.375,318.435,315.70500000000004,314.185,336.79499999999996,314.795,350.55,,,,,,,,265.745,278.68333333333334,256.8433333333334,,291.5366666666667,,,334.725,378.265,390.58,391.62000000000006,394.59,388.82,,,,,362.61999999999995,380.96,347.79,,372.12,345.4166666666667,375.05,383.15,381.61,382.69,,L8
2019-07-17 22:07:10+00:00,,,,,240.17499999999995,246.61,240.49,241.33500000000004,242.265,241.33500000000004,250.29500000000002,259.49,262.15000000000003,254.78500000000003,264.32666666666665,262.9525,283.46999999999997,264.84250000000003,275.55333333333334,302.24,293.49750000000006,316.81499999999994,320.82500000000005,306.73999999999995,333.61499999999995,334.91999999999996,315.07,313.3633333333333,318.6466666666666,311.35999999999996,311.58,303.03499999999997,279.375,318.435,315.70500000000004,314.185,336.79499999999996,314.795,,,,,,,,,266.19,278.5025,257.2800000000001,,291.5366666666667,,,334.725,378.265,390.58,391.62000000000006,394.59,388.82,,,,,362.61999999999995,380.96,347.79,,372.12,345.4166666666667,375.05,383.15,381.61,382.69,,L8
2019-08-18 22:07:23+00:00,,,,,,,,,,,,252.67,,237.75500000000005,240.03,244.555,,244.70000000000005,250.97,,271.20000000000005,,,284.28499999999997,,,293.19000000000005,300.68999999999994,307.775,297.30999999999995,319.22749999999996,303.03499999999997,279.375,318.435,315.70500000000004,314.185,336.79499999999996,314.795,,,,,,,,,266.19,278.5025,,,291.5366666666667,,,334.725,378.265,390.58,391.62000000000006,394.59,388.82,,,,,362.61999999999995,380.96,347.79,,372.12,345.4166666666667,375.05,383.15,381.61,382.69,,L8
2019-10-05 22:07:36+00:00,,,,,242.24,252.66,242.77,242.61,241.7,246.46,252.86,256.77,265.33,251.49666666666667,261.725,258.3933333333333,286.38,258.27000000000004,271.46500000000003,,271.20000000000005,322.79,326.1,284.28499999999997,,,293.19000000000005,300.68999999999994,307.775,297.30999999999995,319.22749999999996,303.03499999999997,279.375,318.435,315.70500000000004,314.185,336.79499999999996,314.795,,,,,,,,,266.19,278.5025,260.2,,291.5366666666667,,,334.725,378.265,390.58,391.62000000000006,394.59,388.82,,,,,362.61999999999995,380.96,347.79,,372.12,345.4166666666667,375.05,383.15,381.61,382.69,,L8
2019-10-21 22:07:37+00:00,,,,,239.845,247.78,240.195,240.03500000000003,239.405,242.71,251.615,257.02,263.21,256.4275,265.47333333333336,263.9325,284.28,264.64250000000004,276.4433333333333,301.8,284.3766666666667,319.19500000000005,323.4,298.08,330.45,336.63,307.23333333333335,314.02666666666664,318.72333333333336,297.30999999999995,324.698,303.03499999999997,279.375,318.435,315.70500000000004,314.185,336.79499999999996,314.795,350.43,,,,,,,,266.19,278.5025,258.485,,291.5366666666667,,,334.725,378.265,390.58,391.62000000000006,394.59,388.82,,,,,362.61999999999995,380.96,347.79,,372.12,345.4166666666667,375.05,383.15,381.61,382.69,,L8
2020-01-09 22:07:25+00:00,,,,,239.845,247.78,240.195,240.03500000000003,239.405,242.71,251.615,257.02,263.21,275.1,278.19500000000005,283.31,284.28,284.5850000000001,289.17999999999995,301.8,310.73,319.19500000000005,323.37666666666667,326.845,332.63,337.34000000000003,336.04499999999996,340.7,340.62,,334.09,,,,,,,,350.43,,,,,,,,267.08,277.96,258.485,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-02-10 22:07:16+00:00,,,,230.58,241.53,250.31333333333336,242.32333333333335,243.46,241.90333333333334,244.03,253.07000000000002,258.565,265.18333333333334,275.7033333333334,279.25000000000006,284.9433333333333,286.3233333333333,286.29333333333335,292.5233333333333,305.46500000000003,310.73,320.29,323.37666666666667,326.845,332.63,337.34000000000003,336.04499999999996,340.7,340.62,,344.375,,,,,,,,350.43,,,,,,,,,,259.47666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-02-26 22:07:12+00:00,,,,230.58,242.5575,251.2125,243.82500000000002,244.555,242.825,245.0475,253.7,261.62,265.3025,276.57500000000005,280.18000000000006,285.06,286.905,287.0375,292.34,306.5133333333333,310.73,320.21750000000003,323.37666666666667,328.09666666666664,335.23333333333335,338.27,336.04499999999996,340.7,340.62,,346.58,,,,,,,,350.43,,,,,,,,,,260.03999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-03-13 22:07:06+00:00,,,,230.435,242.842,251.76399999999998,244.754,245.86599999999999,243.53400000000002,245.792,254.25,261.956,265.616,277.046,280.39000000000004,285.26599999999996,287.058,287.504,292.05,306.895,314.02,319.982,324.145,328.5625,335.885,338.2175,336.83666666666664,342.7,342.045,,346.58,,,,,,,,350.43,,,,,,,,,,260.002,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-04-14 22:06:50+00:00,,,,230.435,241.78400000000002,250.17800000000003,243.686,244.86800000000002,242.48199999999997,244.638,253.61999999999998,260.964,264.45799999999997,274.846,282.66400000000004,284.008,287.22749999999996,288.0275,291.312,306.895,314.02,319.28000000000003,323.4933333333333,328.5625,335.885,338.2175,336.83666666666664,342.7,342.045,,346.58,,,,,,,,350.43,,,,,,,,,,258.952,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-05-16 22:06:39+00:00,,,,230.435,242.8675,251.9975,245.20250000000001,246.72000000000003,243.825,246.0575,254.43249999999998,261.82500000000005,258.768,268.764,277.07800000000003,277.48400000000004,278.19500000000005,280.585,285.002,308.5933333333333,317.31,320.50666666666666,324.89,329.52666666666664,337.69666666666666,329.52,328.09,344.7,319.82000000000005,317.62,310.28,308.07,262.96,304.76,302.78,312.77,,314.49,,,,,,,,,277.68,,259.4975,,311.0,,,,,394.98,396.85,397.66,394.67,,,,,363.79,,,,,358.98,,386.68,374.57,,,L8
2020-06-01 22:06:44+00:00,,,,230.435,242.8675,251.9975,245.20250000000001,246.72000000000003,243.825,246.0575,254.43249999999998,261.82500000000005,254.29833333333332,264.15500000000003,271.4866666666667,271.6766666666667,271.038,274.806,279.58666666666664,308.5933333333333,317.31,320.50666666666666,324.89,329.52666666666664,337.69666666666666,323.328,321.7475,344.7,319.82000000000005,317.62,310.28,308.07,262.96,304.76,285.485,307.36,299.72,309.46000000000004,,,,,,,,,276.63,311.43,259.4975,,311.0,,,,377.27,394.0,395.23,397.045,394.67,,,,,364.01,,,,,350.135,,386.98,374.57,,,L8
2020-08-04 22:07:11+00:00,,,,230.435,243.17,253.462,246.406,246.54000000000002,243.72400000000002,246.71599999999998,255.82,261.32800000000003,255.5342857142857,265.9057142857143,272.38142857142856,272.57142857142856,272.6233333333334,276.4583333333333,280.6771428571429,306.1975,316.16999999999996,318.9,320.745,328.77,338.46666666666664,319.6475,316.74,344.7,319.82000000000005,330.03,310.28,308.07,262.96,304.76,285.485,307.36,299.72,320.1666666666667,,,,,,,,,276.63,311.43,260.518,,311.0,,,,377.27,394.0,395.23,397.045,394.67,,,,,364.01,,,,,350.135,,386.98,374.57,,,L8
2020-09-21 22:07:30+00:00,,,,,240.58333333333334,251.66333333333333,243.16,241.89,240.46666666666667,244.77666666666664,255.45666666666668,257.96,249.83200000000002,259.082,267.422,264.82599999999996,261.84250000000003,268.43,273.89,297.49,311.84,313.88,314.45500000000004,324.51,334.4,311.7966666666667,305.9,337.06,316.095,330.03,310.28,308.07,262.96,304.76,285.485,307.36,299.72,320.1666666666667,,,,,,,,,276.63,311.43,259.4533333333333,,311.0,,,,377.27,394.0,395.23,397.045,394.67,,,,,364.01,,,,,350.135,,386.98,374.57,,,L8
2021-02-12 22:07:19+00:00,,,,230.05,244.14999999999998,252.78500000000003,245.72000000000003,247.23,244.475,247.07,258.495,263.445,265.36,275.06,280.72,280.94,283.725,286.435,289.645,295.97,308.65,313.68,313.87,323.27,331.68,334.99,,337.06,336.02,,,,,,,,,,,,,,,,,,,,261.595,,,,,,,,,,,,,,,,,,,,,,,,,,L8
