dates,satname,nzd0384-0000,nzd0384-0001,nzd0384-0002,nzd0384-0003,nzd0384-0004,nzd0384-0005,nzd0384-0006,nzd0384-0007,nzd0384-0008,nzd0384-0009,nzd0384-0010,nzd0384-0012,nzd0384-0013,nzd0384-0014,nzd0384-0015,nzd0384-0016,nzd0384-0017,nzd0384-0018,nzd0384-0019,nzd0384-0020,nzd0384-0021,nzd0384-0022,nzd0384-0023,nzd0384-0024,nzd0384-0025,nzd0384-0026,nzd0384-0027,nzd0384-0028,nzd0384-0029,nzd0384-0030,nzd0384-0031,nzd0384-0032,nzd0384-0033,nzd0384-0034,nzd0384-0035,nzd0384-0036,nzd0384-0037,nzd0384-0038,nzd0384-0039,nzd0384-0040,nzd0384-0041,nzd0384-0043,nzd0384-0044,nzd0384-0045,nzd0384-0046,nzd0384-0047,nzd0384-0048,nzd0384-0049,nzd0384-0011,nzd0384-0042,nzd0384-0050,nzd0384-0051,nzd0384-0052,nzd0384-0053,nzd0384-0061,nzd0384-0062,nzd0384-0063,nzd0384-0064,nzd0384-0065,nzd0384-0070,nzd0384-0071,nzd0384-0072,nzd0384-0073,nzd0384-0059,nzd0384-0060,nzd0384-0054,nzd0384-0055,nzd0384-0056,nzd0384-0057,nzd0384-0058,nzd0384-0066,nzd0384-0067,nzd0384-0068,nzd0384-0069
2008-02-25 21:57:37.029000,L5,,,,233.31,241.26,240.52,241.07,241.42,246.56,248.03,257.61,270.18,275.29,281.67,287.33,293.32,298.37,297.53,306.61,312.80,324.30,325.29,335.43,337.53,340.59,346.36,344.98,350.38,349.08,351.71,353.31,356.76,363.95,366.95,372.62,375.67,374.04,362.09,356.44,367.29,384.78,375.27,361.58,359.94,365.22,362.47,381.21,,262.32,392.92,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,226.28,230.83,244.12,247.46,252.01,255.30,261.55,263.21,264.43,275.34,285.19,295.71,299.56,307.49,307.03,310.56,319.76,328.01,328.98,324.81,329.84,334.30,338.52,337.79,343.29,343.44,347.01,347.22,337.64,328.75,337.00,362.23,339.30,331.36,334.87,340.18,335.31,,,232.08,370.49,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,232.32,233.35,235.75,241.36,249.97,260.59,264.52,272.01,272.30,279.42,277.86,281.39,291.08,302.69,311.90,313.48,318.35,327.38,332.62,336.97,339.55,341.50,341.85,343.86,347.91,352.78,355.02,354.88,358.30,363.20,361.40,350.57,342.80,356.19,373.46,364.70,352.57,348.43,355.77,356.80,374.06,,250.95,378.89,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12 21:57:13.086000,L5,,,,,234.41,236.56,243.55,241.57,244.89,248.35,259.23,265.95,271.97,281.57,283.40,283.31,285.66,287.29,295.92,307.63,316.96,320.67,323.90,331.29,337.92,343.05,350.14,349.47,347.87,353.82,355.99,358.91,365.55,370.44,365.67,368.75,369.14,360.89,357.11,358.14,384.40,368.04,362.11,366.53,364.66,369.49,,,264.10,387.71,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,,,241.47,254.52,254.30,255.74,254.15,259.57,259.05,268.94,281.74,279.68,291.14,291.64,297.73,297.79,299.01,312.30,317.88,332.28,340.13,342.98,349.40,358.42,354.45,362.24,361.80,365.08,367.76,367.89,369.19,372.02,373.22,379.87,382.67,387.11,377.78,367.66,374.52,399.53,,,,,,,,281.89,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,228.64,240.25,250.19,251.89,259.11,254.26,264.94,269.93,269.39,276.88,290.27,302.76,304.87,306.48,315.13,315.65,322.22,329.37,332.53,329.83,332.23,336.82,343.29,342.44,343.46,344.71,344.40,355.16,344.02,319.27,344.95,370.32,359.18,347.71,351.61,350.99,349.55,368.36,271.61,245.31,376.22,268.26,270.82,270.49,281.60,331.05,343.55,,,,,,,,348.44,355.38,309.37,305.60,272.53,312.22,331.98,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,,,234.03,241.93,252.74,257.06,264.44,263.67,268.04,270.74,272.85,280.53,288.94,315.64,312.98,308.75,321.21,318.67,322.72,332.32,336.74,335.60,338.23,335.45,345.12,341.20,355.72,362.16,364.95,365.08,344.00,345.63,363.22,382.90,365.93,344.69,354.78,353.99,346.90,377.53,,247.84,379.68,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.55,298.74,337.53,320.03,,,360.50,374.37,374.97,381.53,380.87,409.51,,,,,,,,371.93,383.87,,,383.34,392.83,387.38,,,,
2013-07-16 22:09:12.440000,L8,,,,,,,,,,226.90,235.46,245.43,249.16,260.23,263.21,266.85,277.15,270.51,282.91,292.82,308.68,309.82,310.62,313.30,316.97,326.70,328.92,328.36,329.87,336.34,336.75,336.31,345.87,350.42,351.33,358.99,361.02,345.88,345.27,346.93,371.86,362.94,345.44,355.99,344.15,357.13,375.12,,240.47,376.65,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,,,,,,233.07,240.82,254.62,255.45,265.70,267.40,272.51,278.12,274.30,284.86,297.31,309.34,311.40,311.84,314.08,322.04,329.49,328.81,333.18,331.95,338.37,338.36,336.96,346.26,351.69,354.58,361.34,360.30,347.77,341.17,348.25,374.12,363.97,346.33,354.47,356.09,357.98,374.94,,247.15,379.44,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07 22:08:50.709000,L8,,,,,,,233.70,236.90,239.83,239.84,248.01,260.67,260.72,272.97,275.28,278.56,282.48,285.17,295.86,309.10,314.25,316.89,318.43,320.07,323.70,329.15,331.31,333.66,334.05,339.27,339.34,345.64,350.69,354.14,363.19,365.24,365.21,351.41,343.89,355.26,376.82,368.80,348.08,357.07,365.99,362.32,372.71,,254.31,381.23,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,234.92,239.57,234.31,237.81,240.30,241.78,248.57,261.51,260.81,272.80,274.84,277.66,281.66,282.74,289.67,304.99,314.52,316.23,316.72,321.69,326.71,331.50,333.62,338.54,339.44,341.38,343.30,345.68,352.54,354.41,367.52,366.99,365.05,353.65,353.83,360.25,381.95,370.47,350.44,357.73,364.86,364.08,375.94,,256.10,382.52,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,,,,,,,,,,236.54,244.69,257.23,257.00,266.90,269.32,272.34,275.26,275.38,283.87,296.03,307.55,311.52,312.82,314.06,324.72,330.58,329.98,338.95,340.74,344.15,340.90,344.16,347.91,353.64,362.39,366.98,362.25,349.37,345.63,355.76,384.38,364.97,345.58,353.75,349.39,358.28,377.65,,252.71,386.94,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,,,,,,,,,,,,,,,,,245.13,247.08,258.37,273.29,261.50,265.57,260.12,276.64,275.00,296.42,303.17,301.05,276.27,290.60,305.89,273.38,315.90,320.38,301.45,317.30,315.95,,,313.02,298.21,308.46,308.89,269.42,255.77,262.39,284.02,,323.64,345.80,354.69,359.49,265.77,375.66,288.43,315.54,328.21,323.46,342.17,407.35,,,277.03,371.26,379.71,279.97,372.34,334.76,354.60,316.06,382.33,384.64,380.50
2014-05-16 22:06:45.666000,L8,,,,,,,,,,,,,,,,,,246.73,253.37,254.97,276.71,266.80,275.67,281.70,286.63,293.08,298.16,306.56,304.40,288.52,306.97,309.44,,305.07,316.11,297.26,324.23,313.38,,,,,,,,,,289.55,,,352.50,362.06,359.32,337.62,366.40,377.52,385.19,368.34,372.11,361.35,,,,,302.25,379.57,371.84,365.79,,,365.45,374.42,378.22,370.11
2014-06-01 22:06:50.694000,L8,,,,,,,,,,237.70,247.42,258.20,260.69,270.29,272.13,279.64,279.88,281.87,289.20,299.08,314.48,316.25,315.90,326.40,331.37,334.56,334.35,341.82,341.98,345.38,340.17,352.87,352.66,356.12,364.06,365.42,364.75,348.65,353.93,366.52,382.16,364.41,346.03,360.07,362.03,367.25,374.71,,254.48,380.40,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,,,,,,,,,228.16,240.41,249.69,253.84,263.05,260.47,270.75,269.22,270.61,281.02,288.63,307.42,307.91,307.26,312.53,315.89,325.37,325.94,329.79,332.82,341.21,336.88,336.44,343.73,353.62,356.15,374.32,358.41,341.49,381.22,359.40,387.51,361.00,343.79,361.41,,,,,247.93,375.33,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.38,291.43,331.21,319.25,,,316.77,324.38,316.68,331.60,315.94,290.59,344.87,333.34,,353.16,358.71,370.38,373.55,345.41,375.63,396.87,392.25,393.33,385.91,,,,,357.85,375.80,389.37,376.38,372.67,356.71,364.96,380.72,384.71,385.95,409.95
2014-09-05 22:07:21.754000,L8,,,,,237.96,238.03,235.67,235.93,238.17,240.28,248.39,259.85,260.25,272.77,273.51,280.38,282.28,279.24,288.38,304.87,319.76,331.37,,,,,,,,,,,,,,,,,,,,,,,,,,,255.31,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,232.16,235.53,238.88,238.41,247.10,259.24,260.72,271.80,273.74,278.71,282.00,283.00,288.77,305.78,313.95,318.50,317.22,321.68,329.54,331.69,333.04,339.75,338.88,342.17,343.69,349.21,353.92,354.14,364.21,366.18,365.15,352.85,353.26,360.57,381.14,368.74,352.14,360.92,357.76,362.72,374.98,,254.10,383.66,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,,,,,235.44,238.82,233.64,235.32,238.26,238.62,246.11,257.37,258.29,269.68,271.85,275.98,280.71,281.54,288.12,303.65,313.08,315.01,316.81,320.48,325.85,330.96,332.20,339.92,338.04,341.52,343.05,346.26,351.39,354.07,360.65,365.68,364.92,354.05,356.30,359.74,379.04,368.02,349.02,358.66,362.66,361.23,375.47,,253.14,381.89,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:07:03.113000,L8,,,,,236.74,243.41,239.42,240.46,243.00,244.90,250.84,264.00,263.46,278.57,281.94,283.27,287.32,288.01,297.04,311.60,319.00,319.68,326.63,329.12,336.00,336.55,339.48,349.29,344.79,347.81,354.84,354.89,357.40,357.88,372.89,370.62,370.08,358.84,365.17,365.98,386.67,379.13,357.11,362.87,366.65,365.73,379.78,,257.52,385.02,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,,,,,234.66,241.38,237.72,239.44,240.83,241.47,249.13,260.30,260.94,274.83,277.36,280.40,283.38,283.46,290.46,302.78,315.71,316.64,317.55,326.91,331.72,333.29,334.92,343.63,341.36,344.92,348.97,353.17,352.46,356.20,368.92,367.73,367.75,354.93,351.12,363.24,383.52,373.71,351.76,363.08,363.88,363.52,377.29,,255.80,387.45,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,,,,,235.29,241.69,234.47,238.50,239.65,237.86,247.41,259.83,260.72,272.64,273.50,280.65,281.16,282.68,290.22,305.27,315.22,316.10,319.15,327.77,328.74,333.97,336.21,347.02,342.18,345.91,348.73,353.94,354.87,354.90,372.44,370.00,367.15,353.04,356.98,368.60,382.60,376.71,347.65,360.96,364.24,370.38,377.73,,254.34,383.15,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,,,,,,,,,,,,,,,,,,,276.21,292.31,295.96,302.54,305.62,309.87,309.01,315.90,312.45,311.11,297.54,309.75,326.40,314.88,339.21,314.44,,313.90,320.53,330.62,,,320.23,296.17,273.48,290.81,,352.84,347.98,363.71,372.43,351.43,374.90,389.36,391.85,388.13,388.60,368.76,,,,360.74,374.80,,370.35,366.49,353.13,373.11,381.32,386.32,383.29,393.52
2015-07-22 22:06:49.445000,L8,,,,,,,,,,,,,,,,,,,,,,,265.43,264.52,288.14,,,,,,,,276.55,297.19,321.72,299.90,332.49,316.55,,309.39,320.69,333.97,306.42,276.63,292.76,293.49,279.03,294.54,,339.15,344.48,352.41,363.50,354.29,374.19,392.21,391.34,396.76,391.70,367.00,,,,364.85,377.04,389.59,375.96,375.16,360.97,372.94,387.65,387.07,383.36,405.38
2015-08-23 22:07:00.453000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,298.78,302.69,294.47,280.48,,,274.76,295.76,285.57,288.39,299.91,305.08,,309.53,324.95,308.81,287.44,,,,,282.27,,322.22,286.80,341.49,357.23,348.18,377.16,385.33,391.82,393.61,389.91,354.94,,,,364.49,374.28,382.00,375.55,377.16,347.81,366.49,381.95,382.73,383.04,392.47
2015-09-24 22:07:13.635000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,303.12,308.37,306.16,288.95,280.80,269.34,288.70,306.68,315.81,306.58,337.25,310.81,,298.93,323.24,333.77,327.24,325.45,311.89,291.90,,283.27,,328.64,340.10,345.29,362.86,354.61,374.79,386.29,389.00,390.69,388.17,356.31,,,,364.82,374.80,355.98,377.13,375.44,353.38,366.11,379.38,380.83,387.98,400.55
2015-10-10 22:07:14.813000,L8,,,,,,,,,,231.71,240.24,251.41,253.97,261.87,263.60,267.47,272.51,271.76,279.28,292.36,304.37,310.13,313.67,321.12,326.66,328.05,328.40,339.24,337.33,339.24,339.51,346.07,352.37,353.50,363.31,363.45,365.13,363.83,357.66,363.59,383.66,371.58,355.31,363.51,356.60,357.76,376.57,,246.70,380.32,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,,,,,,,,,231.97,239.43,251.29,252.82,260.30,262.60,266.11,270.54,273.67,279.97,294.14,303.71,308.82,314.92,317.94,324.02,327.11,328.29,334.90,333.89,335.56,335.75,339.07,345.02,347.94,348.57,356.69,361.97,349.51,340.23,354.84,376.38,365.41,349.76,354.34,345.43,353.52,371.12,381.88,245.40,372.60,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,,,,,,,,,238.85,245.43,257.59,257.67,266.71,269.26,275.57,281.86,284.43,288.41,311.92,316.27,319.01,330.68,328.88,336.39,337.19,340.09,348.17,344.95,346.13,346.74,353.22,353.20,354.77,364.28,366.52,366.97,354.17,347.48,360.97,384.13,378.54,359.96,360.75,355.02,360.36,379.03,,252.33,382.59,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,,,,,,,,,,241.32,243.32,243.83,252.10,252.54,262.56,267.54,267.71,275.07,280.27,291.40,300.63,305.51,308.74,316.74,319.68,319.85,349.64,317.94,290.86,310.11,289.18,263.05,338.07,332.97,351.13,352.34,338.18,355.90,351.03,383.44,349.60,333.46,347.01,341.57,360.45,,,242.78,375.42,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15 22:07:09.441000,L8,,,,,,,,,,232.63,243.01,253.98,255.24,263.93,264.85,270.44,273.07,276.97,284.03,295.87,307.19,314.57,321.64,321.89,326.62,328.37,328.34,335.58,335.63,337.71,336.93,344.27,348.07,350.96,352.42,355.81,361.10,348.64,342.48,360.97,373.46,364.21,348.28,353.78,346.63,354.85,368.64,382.80,249.04,374.62,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,,,,,,,,,,235.60,246.18,256.87,258.20,267.36,268.63,274.00,278.11,280.96,287.40,302.87,312.13,316.89,325.57,326.20,332.53,334.83,336.89,346.65,343.85,346.65,344.63,352.61,354.18,357.03,370.05,366.63,367.07,350.19,347.56,360.26,385.58,371.76,357.69,361.17,360.49,365.66,384.87,,251.58,382.48,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.24,276.79,279.21,,,316.33,352.13,356.02,361.27,367.86,379.10,388.32,393.83,384.42,314.97,393.75,312.56,338.82,,353.28,377.61,370.10,263.90,,,379.91,,327.59,346.83
2016-04-19 22:06:46.856000,L8,,,,,,,,,,234.34,246.37,255.11,258.18,266.06,268.67,274.50,276.85,280.19,286.27,298.27,312.74,315.92,320.71,325.92,332.47,332.10,331.84,345.47,344.21,346.39,345.39,349.20,353.12,356.39,367.41,367.17,367.94,349.35,354.83,370.35,383.51,378.14,362.38,360.48,359.74,368.61,382.33,,251.67,385.28,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,,,,,,,,,227.80,231.49,244.15,251.62,260.66,268.46,284.44,279.17,274.60,280.25,300.69,314.93,326.10,316.32,322.64,329.95,325.58,326.10,328.07,339.57,341.93,316.02,322.79,327.05,337.24,334.73,347.25,359.53,344.78,348.15,367.74,382.63,378.64,362.83,,,,,,237.18,383.32,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,,,,,,,,,,,,,240.35,241.72,247.82,246.81,247.26,257.73,264.55,278.92,272.07,288.04,297.36,302.37,308.07,308.43,313.06,313.79,315.74,315.30,314.60,323.16,325.40,328.94,325.67,339.70,316.21,289.21,311.64,322.39,,,,317.58,299.77,345.71,342.24,,353.18,366.41,374.83,375.51,385.05,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:13.819000,L8,,,,,,,,,,,,,,235.78,241.66,245.10,231.77,245.22,256.33,265.95,276.81,257.55,292.46,302.61,304.41,309.61,311.77,316.30,316.88,320.00,319.30,318.77,324.65,328.59,328.47,319.13,343.65,323.11,,309.51,324.18,306.46,290.83,272.94,327.38,256.54,353.17,352.31,,355.89,376.02,,,,381.79,404.91,398.33,398.79,393.41,404.66,,,,401.03,401.98,,,,,,387.15,390.53,384.56,399.42
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,,,,,,,,,,,,285.86,296.28,294.66,297.80,304.84,307.52,306.98,308.34,309.46,306.81,290.05,305.26,318.68,313.73,338.29,316.69,,309.58,327.69,296.20,290.35,306.13,,255.89,278.91,287.51,,323.74,358.56,369.37,372.05,378.88,380.98,401.32,394.80,398.10,392.55,409.28,,,,385.00,391.06,,,,,,385.80,381.47,383.51,398.44
2016-09-10 22:07:27.365000,L8,,,,,,,,,,236.71,249.39,258.32,260.17,275.30,271.13,283.48,298.26,281.17,285.88,311.86,311.41,316.79,331.74,331.08,332.94,336.91,357.07,349.34,347.53,356.67,354.23,358.01,358.56,367.81,374.58,371.42,372.72,353.41,351.10,361.48,390.01,389.61,367.20,371.72,364.64,373.33,,,255.20,390.80,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,,,,,,,,,,231.67,242.90,253.52,255.20,266.93,269.70,274.77,276.35,275.56,285.22,296.25,306.46,311.09,316.37,320.63,321.92,325.03,327.85,334.54,334.33,335.08,337.11,345.42,347.91,351.65,349.69,356.97,363.61,350.37,343.62,360.92,379.32,369.08,351.47,358.05,349.51,357.96,374.62,384.92,248.98,379.03,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,,,,240.41,241.39,237.00,236.71,237.10,234.55,245.47,256.23,256.72,266.62,272.07,275.69,278.52,280.65,286.97,302.54,309.72,313.06,320.57,323.92,328.55,331.45,332.92,337.53,336.60,338.24,338.83,345.59,348.91,351.17,353.86,360.65,363.87,351.45,342.61,359.40,372.99,366.70,348.57,357.57,370.73,358.46,371.54,,251.98,376.31,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,,,,,,,,,,236.02,244.42,255.58,256.81,267.20,271.10,274.79,277.89,280.04,286.00,302.53,310.71,313.75,321.51,322.25,330.13,330.86,330.91,337.15,336.60,338.66,339.53,344.47,348.66,351.04,354.60,362.27,363.09,356.16,348.62,361.60,373.63,367.20,350.74,348.51,373.67,356.53,372.25,380.31,251.88,375.68,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:07:02.841000,L8,,,,,,,,,,235.65,245.99,255.66,257.71,267.48,272.68,276.07,278.84,281.26,287.75,302.76,311.67,314.83,321.30,325.33,332.86,334.11,333.33,339.33,340.06,343.19,342.63,348.61,350.49,353.23,359.45,365.51,366.36,353.85,347.55,364.52,378.53,370.86,355.86,354.94,374.25,361.10,375.25,,252.46,379.84,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,,227.88,241.01,248.77,251.76,264.89,268.80,275.08,281.30,277.90,285.98,300.14,311.25,315.43,310.19,319.17,322.61,330.02,331.73,337.54,337.81,339.16,339.57,363.33,347.62,349.71,354.05,359.09,361.63,372.12,385.08,353.45,390.80,363.39,349.11,356.13,330.46,351.57,,,248.88,378.71,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:06:36.244000,L8,,,,,,,,,,,,,,228.71,234.69,239.94,238.52,238.97,250.26,262.11,270.10,259.89,259.38,279.75,271.56,275.75,282.24,280.34,281.93,275.15,283.34,279.49,291.68,299.33,294.91,300.00,305.82,309.95,,,,,,,,,,280.96,,,287.22,343.17,350.17,335.17,382.33,389.35,390.40,395.45,386.70,,393.31,394.83,332.16,366.06,378.32,352.44,367.19,363.62,347.18,367.89,381.67,347.10,,
2017-05-24 22:06:46.292000,L8,,,,,,,,,,227.70,241.12,249.34,254.69,262.44,265.33,271.35,270.05,272.87,282.41,291.12,303.80,312.80,315.61,323.71,327.65,328.62,327.24,335.89,338.91,341.74,340.28,348.45,351.21,354.08,363.55,364.25,367.78,367.61,353.77,365.54,382.01,367.83,352.42,360.50,371.58,368.19,375.25,,247.40,383.39,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:59.518000,L8,,,,,,,,,,,,,,240.02,242.70,250.64,247.04,246.39,260.60,270.32,226.38,261.16,,288.45,286.57,277.54,301.28,298.86,303.17,290.02,310.18,307.35,289.87,305.08,310.76,321.28,336.52,314.19,311.33,313.56,313.19,320.09,315.22,330.06,,247.15,344.65,329.30,,350.31,363.58,356.57,343.77,311.66,,385.08,384.40,389.65,384.17,,,,,,,336.03,,,,,364.09,376.27,382.30,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,231.86,242.72,252.38,256.76,265.19,266.52,273.49,275.76,275.33,284.90,299.59,309.73,311.55,313.09,322.67,327.43,331.94,332.52,333.60,334.85,339.27,339.07,337.24,344.74,349.86,351.80,360.24,364.02,363.53,364.53,360.61,382.70,367.70,353.88,355.61,376.49,353.51,376.42,,249.58,379.45,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,235.62,247.37,256.75,257.99,267.59,273.09,276.30,280.96,281.17,291.00,306.79,311.40,313.69,322.46,325.58,328.25,333.10,334.37,337.85,340.93,339.95,340.45,344.79,348.94,352.56,359.71,363.47,367.10,354.24,352.06,366.17,378.59,370.43,353.29,370.88,372.86,361.89,374.09,,252.74,381.04,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,238.99,244.81,256.53,258.09,267.42,272.42,275.21,279.45,281.37,287.86,305.34,312.49,312.02,321.61,322.14,330.02,331.31,332.60,338.08,339.98,338.64,340.72,344.44,348.94,350.62,357.63,363.44,364.37,350.24,347.29,358.50,381.83,374.21,354.32,364.38,367.59,356.23,374.79,381.23,252.16,378.28,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,,,227.96,238.45,248.79,248.27,258.52,261.73,262.51,266.22,267.62,272.69,289.79,303.75,307.52,314.56,314.79,321.60,324.56,327.16,333.69,329.92,334.05,334.92,336.49,344.23,346.00,348.25,357.37,361.69,347.14,344.05,359.92,375.22,364.63,345.93,361.31,,,,,242.89,376.84,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,234.90,243.85,253.26,255.88,265.65,267.32,271.18,275.55,275.39,279.61,296.59,310.66,315.27,317.73,324.13,331.94,332.58,332.97,342.01,342.02,345.62,343.27,348.76,350.97,354.31,366.57,367.19,365.64,342.67,351.50,365.13,386.16,369.96,352.94,336.44,365.96,358.89,376.82,,250.01,379.95,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04.650000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.36,305.13,287.17,,,,,,282.79,,319.12,346.06,347.36,354.36,343.67,376.42,390.44,387.29,388.28,384.39,,379.19,397.81,412.02,361.10,380.24,375.32,363.40,366.82,355.12,367.21,338.96,,,
2018-06-28 22:06:16.147000,L8,,,,,,,,,,,,,,,,,,,,,,,294.73,305.34,306.39,310.17,311.04,316.98,320.70,322.17,324.04,325.83,331.18,335.57,339.02,341.62,343.42,320.52,322.23,320.84,345.20,342.04,318.38,309.29,,,,,,357.89,,,,,389.84,410.13,407.88,423.82,399.98,388.43,417.94,,,387.71,396.09,,,,398.00,394.27,394.99,396.60,388.71,354.89
2018-08-31 22:06:47.157000,L8,,,,,,,,,,232.28,236.77,253.22,254.12,263.93,266.47,270.49,273.18,273.79,277.56,292.01,308.95,310.89,313.14,319.32,326.57,328.55,327.17,340.56,338.72,339.33,339.06,349.41,351.60,351.42,355.88,362.84,359.10,336.04,346.88,358.44,380.40,370.27,347.35,344.89,368.06,350.26,372.13,379.42,247.56,376.85,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,,,,,,,,,,237.91,245.56,255.31,257.34,267.62,271.20,274.68,280.72,279.69,284.03,302.53,310.89,313.61,319.14,323.22,329.86,332.49,335.28,343.05,341.73,346.39,342.00,355.28,356.14,360.07,368.85,370.29,368.60,358.22,359.00,365.82,389.15,379.69,360.06,369.79,373.07,363.69,381.00,,252.50,383.50,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:07:09.298000,L8,,,,,241.12,242.82,238.58,239.35,239.56,237.75,248.73,258.23,259.60,269.25,273.19,277.43,280.53,281.86,286.37,305.80,313.20,314.56,321.38,324.94,326.69,331.57,334.83,339.73,337.54,341.11,340.73,348.10,350.97,352.90,361.16,364.92,365.62,351.46,345.13,359.58,378.64,368.54,377.10,,,,,,254.62,380.01,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06.566000,L8,,,,,235.23,245.24,238.16,240.50,240.37,239.79,249.28,258.48,260.41,271.70,277.05,285.46,288.65,287.59,292.20,309.42,315.88,317.95,326.04,330.89,335.61,336.44,339.99,341.78,341.66,342.01,346.22,353.56,353.75,354.13,365.48,366.17,366.90,353.12,350.55,362.34,380.86,373.99,369.08,373.82,372.46,363.73,,,255.97,382.01,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,,,,,236.78,243.13,237.70,239.34,240.11,238.41,248.34,257.18,259.97,268.82,273.25,278.11,281.16,282.02,286.28,299.76,313.30,313.61,317.19,326.01,329.69,332.46,334.38,338.71,340.39,339.46,340.48,348.12,351.40,353.05,357.69,364.55,367.17,353.84,350.08,363.89,378.69,367.69,356.82,,,,,,255.01,381.63,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,,,,,243.57,250.09,243.28,243.33,244.42,244.26,252.25,261.80,264.33,274.81,279.70,284.59,285.78,287.95,289.41,304.72,318.29,320.02,324.46,332.38,337.54,337.38,339.52,346.28,345.58,345.02,346.62,355.98,358.30,357.99,370.49,367.60,372.13,356.37,351.30,366.33,384.69,375.14,365.44,365.54,361.93,365.34,378.12,,259.55,384.69,,,,,,,,,,,,,,,,,,,,,,,,
