dates,satname,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041
2019-05-28 22:20:29.609000,L8,,,,,,,,,,,,282.01,303.26,279.91,308.98,312.09,313.22,319.03,321.40,328.17,310.04,304.57,323.21,318.51,318.43,327.50,310.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.56,333.29,314.76,316.07,322.00,,,,,,,,,319.24,313.14,316.58,327.41,310.26,311.04,292.74,,,,,,292.59,299.16,299.18,317.10,308.74,259.08,330.88,,,,,,,,,,,,,
2019-06-22 22:14:28.716000,L8,,,,,,,,,,,316.28,304.73,304.02,321.98,315.33,317.11,315.51,320.55,324.64,335.42,316.62,309.97,320.87,319.95,324.64,332.57,316.99,,,,,,,104.35,130.06,141.47,326.46,335.25,331.24,333.26,316.29,,,,,290.26,297.51,298.75,312.34,302.20,313.34,,,,,317.90,326.39,314.58,318.36,322.98,,,,,,,,,323.29,311.86,310.42,317.45,308.88,306.46,283.44,295.13,278.82,284.41,,,,300.39,304.37,316.76,320.15,324.05,333.19,,,,,,,70.52,95.47,,,,,
2019-09-10 22:14:51.565000,L8,326.31,334.81,331.57,338.43,337.38,335.64,335.19,328.85,307.10,,,276.81,311.98,277.72,307.87,318.27,316.87,322.02,324.94,327.68,313.27,312.88,321.84,321.06,323.37,329.18,320.46,310.14,291.72,295.01,,,,108.67,119.54,102.69,141.16,122.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.96,333.96,326.08,345.32,,,,274.56,288.32,312.88,276.29,261.39,,,,,317.32,315.67,321.85,327.51,,,,,,,74.94,95.65,,,,,
2019-09-26 22:14:56.917000,L8,368.46,366.40,358.52,355.57,358.43,354.74,355.56,352.50,347.99,340.43,335.81,337.85,342.63,342.29,340.03,334.74,338.42,338.83,343.73,349.19,344.61,341.30,343.74,347.24,348.56,349.10,346.07,343.99,341.55,326.86,320.94,333.60,362.32,361.05,356.44,355.39,363.37,366.79,364.37,361.66,362.82,361.12,353.61,355.23,357.31,348.53,334.44,329.54,332.56,328.52,341.47,377.73,356.15,359.37,361.46,353.98,350.11,353.08,354.61,357.68,365.74,369.06,366.93,343.25,332.12,317.20,283.61,327.69,338.45,345.17,355.18,360.09,363.98,362.19,358.32,356.81,357.02,338.77,289.14,317.84,332.64,336.21,338.61,335.72,338.62,340.75,345.86,361.20,360.77,366.39,366.26,365.38,360.30,,347.01,,,344.12,,
2019-11-13 22:14:57.837000,L8,371.89,365.17,352.91,351.95,355.02,350.69,347.39,349.24,348.00,339.75,335.27,337.15,341.35,342.26,339.85,334.68,338.35,341.49,343.07,348.31,342.46,341.10,345.35,345.87,348.76,347.32,342.23,344.50,335.51,343.41,340.71,346.75,353.84,358.03,355.07,351.86,359.87,365.78,362.61,358.13,359.04,354.00,352.53,350.35,351.66,349.51,345.58,348.87,344.80,345.81,348.66,352.97,359.55,361.25,361.01,354.95,351.53,355.37,356.76,358.40,365.37,370.96,366.97,347.86,342.05,330.72,305.53,343.91,352.86,363.16,360.44,365.59,370.76,365.29,359.40,357.85,360.61,334.13,291.73,318.69,337.13,339.72,342.47,339.12,339.56,344.37,346.48,359.44,357.43,360.99,363.27,360.96,356.53,,343.90,,,332.51,,
2019-11-29 22:14:55.870000,L8,369.14,365.73,353.71,351.58,356.58,352.17,348.93,349.05,347.75,341.22,333.75,336.08,341.21,342.26,337.53,333.12,337.15,337.22,342.60,347.05,342.96,340.99,342.24,346.60,348.13,347.53,342.83,342.32,337.72,340.76,342.35,349.88,357.43,357.39,355.29,353.50,360.68,364.14,363.57,360.31,357.17,354.71,348.18,352.05,351.11,348.02,346.78,346.90,346.30,344.54,348.12,350.92,362.37,360.85,362.98,355.30,353.17,354.14,355.75,356.97,364.20,367.82,363.35,345.24,338.66,330.44,305.09,342.79,352.99,364.30,360.31,364.58,370.21,365.78,359.37,358.59,357.78,333.24,288.13,272.06,336.17,339.13,339.60,338.09,339.33,343.21,345.53,355.95,354.34,359.51,361.82,360.55,353.89,,342.16,,,339.40,,
2019-12-22 22:21:03.498000,L8,370.75,367.48,370.27,351.16,359.60,347.90,346.05,341.49,344.70,335.79,330.85,332.08,335.28,338.31,334.31,332.06,333.61,331.90,336.69,342.47,338.16,335.14,336.48,346.48,346.13,346.40,339.31,342.28,333.12,337.39,340.71,348.62,354.29,355.54,352.57,353.12,356.96,362.04,357.81,358.13,354.67,351.29,344.44,350.24,349.00,342.79,344.52,345.30,343.17,343.32,345.01,348.98,356.95,360.05,360.42,353.01,349.85,352.48,352.23,351.09,360.37,366.12,362.14,341.20,334.46,326.17,320.66,379.64,,,385.01,367.54,363.61,364.77,361.13,355.51,354.02,329.27,284.68,317.25,332.12,334.53,336.53,336.19,337.70,338.53,336.03,354.60,353.04,357.48,360.51,356.67,352.61,,341.04,,,329.56,,
2020-01-23 22:20:55.593000,L8,365.41,354.15,351.87,351.08,351.22,349.93,346.35,345.25,345.14,338.05,332.95,333.18,338.20,340.20,335.03,332.76,334.39,335.34,340.38,345.23,340.73,337.63,339.67,342.61,347.03,346.98,341.45,339.65,333.75,339.74,342.52,349.58,356.08,355.78,354.13,353.72,359.39,363.87,361.90,360.38,358.70,355.07,350.64,352.64,351.68,346.34,345.93,347.01,346.52,345.75,347.58,350.99,358.92,361.96,362.07,354.95,351.62,356.03,356.02,356.46,363.99,368.84,367.31,346.64,340.23,327.67,301.48,343.79,356.28,364.19,360.30,363.99,369.32,366.09,359.40,359.50,358.19,334.60,292.73,318.41,336.12,340.15,342.88,339.63,341.07,343.54,344.82,356.17,353.35,358.74,361.42,357.45,353.90,,342.13,,,332.79,,
2020-03-04 22:14:32.767000,L8,332.93,341.51,339.35,337.62,338.60,333.32,336.43,330.89,327.19,327.32,265.82,287.68,318.91,324.82,318.33,320.77,318.51,322.20,325.81,326.51,326.43,317.56,322.94,327.75,329.67,331.29,323.29,,,,,,,321.78,318.76,325.67,329.88,335.33,342.91,334.48,316.05,312.36,311.21,313.14,299.83,299.82,321.38,326.86,325.31,328.59,330.98,333.19,338.64,345.96,343.27,335.41,337.60,335.72,336.88,332.31,327.78,340.79,348.99,329.29,320.25,305.76,,,338.72,342.42,345.55,341.90,351.73,344.21,331.81,329.10,330.98,296.14,269.06,,312.45,317.99,324.45,320.73,326.14,326.63,325.34,,,,,,,,,,,,,
2020-03-11 22:20:40.527000,L8,368.57,354.17,354.46,354.51,356.94,352.75,348.67,352.16,348.35,340.88,335.20,339.07,347.18,346.83,342.81,340.08,341.52,343.43,346.48,351.03,347.98,343.69,348.12,350.94,355.79,353.46,347.69,346.48,343.40,350.45,360.12,361.51,367.27,364.79,361.72,361.97,368.09,371.78,371.40,369.41,366.24,362.37,358.28,360.91,358.88,355.43,352.15,350.04,349.59,348.65,352.53,355.94,363.07,364.79,364.36,359.51,357.38,360.49,360.75,361.94,369.08,374.33,372.22,352.32,344.92,332.46,316.18,347.30,358.64,366.25,366.74,367.72,372.69,371.61,366.23,363.14,361.65,341.08,297.30,323.50,341.13,345.28,347.26,344.43,344.04,346.09,349.05,366.57,371.08,370.91,376.69,370.63,362.86,,343.29,,,347.53,323.93,
2020-05-30 22:20:16.612000,L8,,,,,,,,,,248.85,313.08,306.09,317.47,329.47,320.79,320.84,324.99,324.43,330.65,339.38,327.09,326.15,335.99,331.47,336.20,338.62,328.49,314.69,318.63,334.77,311.02,315.25,,,,321.00,340.83,343.99,347.27,340.33,320.20,,,,298.66,297.29,299.20,323.23,318.67,307.40,315.69,,,287.51,326.26,325.45,337.89,323.68,328.44,325.99,,,,,,,,324.87,324.62,313.20,312.51,328.77,323.20,330.37,295.30,306.77,334.76,306.26,270.28,,301.21,307.60,322.77,325.01,328.24,330.91,336.90,,,,,,,,,,,,,
2020-06-08 22:14:11.756000,L8,363.04,349.86,357.36,352.21,346.28,343.54,356.48,355.02,343.48,338.67,343.60,350.45,348.28,349.81,342.15,343.14,339.25,344.05,352.64,359.96,358.40,353.79,354.72,357.02,358.92,354.12,349.11,345.23,346.52,351.61,354.33,361.02,364.85,363.10,362.73,363.83,366.41,369.74,368.74,368.52,370.30,365.12,358.88,360.82,366.27,356.14,345.14,348.36,347.37,336.70,347.27,344.91,360.80,368.91,365.42,362.43,350.92,357.14,350.75,358.24,370.37,376.66,372.49,344.07,341.39,331.09,308.25,344.87,357.44,352.17,360.85,360.63,368.09,366.53,363.38,361.34,362.31,345.53,291.90,327.22,337.96,342.97,345.99,342.73,345.12,347.76,350.71,366.88,366.59,369.19,373.49,370.22,364.80,,351.25,,,351.42,279.47,
2020-07-10 22:14:27.456000,L8,,,,,,,,,,,,297.40,301.10,316.47,316.01,317.63,315.81,321.36,326.96,333.27,310.37,309.63,329.58,320.82,327.28,337.08,318.24,,,,,,,102.27,113.40,100.39,147.41,144.89,,,,,,,,,,,,,,,,,,,,,,,,328.47,336.38,313.34,,,,319.19,316.12,308.70,308.09,321.75,307.38,303.17,283.01,290.87,281.36,264.15,,,,,298.21,317.98,323.95,324.66,334.66,,,,,,,67.66,90.95,,,,,
2020-07-17 22:20:40.662000,L8,,,,,,,,,304.55,329.06,327.24,333.48,338.86,336.26,332.56,333.77,330.11,333.30,335.73,344.07,339.80,336.99,339.83,343.73,342.37,342.68,337.94,332.23,330.70,339.96,321.61,338.44,355.24,351.02,345.48,341.55,348.77,352.63,354.98,349.06,334.94,,302.62,299.93,300.40,306.70,306.93,327.38,333.10,323.39,330.62,330.35,337.66,342.16,339.07,343.72,341.18,337.90,334.44,320.61,,,,,,,,326.86,338.16,328.26,321.65,331.65,337.21,305.93,306.76,340.26,346.09,319.42,216.58,304.93,304.70,313.41,323.48,328.91,333.72,335.65,340.27,349.50,329.70,302.59,,,,84.36,317.16,,,,,
2020-07-26 22:14:32.385000,L8,,,,,,,330.39,312.04,296.07,263.61,263.08,286.02,310.18,329.82,321.32,322.16,322.43,325.23,329.97,337.90,325.17,329.75,337.09,324.44,333.81,338.49,323.26,320.90,297.58,329.99,305.05,,,108.62,127.45,139.93,148.77,156.36,,,,,,,,293.51,303.44,321.00,316.11,304.48,315.00,,,,,,,,,,,331.66,341.37,328.71,,,,315.50,326.33,311.57,314.84,315.78,316.93,303.66,295.95,294.51,303.32,,,,,,287.18,319.62,324.32,328.69,336.13,,,,,,,72.63,95.84,,,,,
2020-08-27 22:14:44.105000,L8,329.59,337.39,340.12,340.10,338.77,337.40,335.77,329.56,326.87,260.43,,277.80,315.79,328.06,318.87,320.70,321.66,323.36,329.98,332.78,318.45,319.19,326.06,327.69,331.00,336.69,322.10,320.62,,,,,,,,,,,,,,,,,,297.53,313.17,324.35,321.52,319.94,309.52,,,343.96,339.68,297.63,,,,,,,,,,,,294.84,327.62,321.64,330.85,321.47,315.31,303.39,286.88,288.33,313.91,283.19,263.64,,,,,320.77,320.61,326.86,331.71,,,,,,,,,,,,,
2020-09-19 22:21:03.690000,L8,,,,,,,,,355.30,343.48,339.26,339.94,346.11,349.47,370.65,,,,,,,,,,,,,,340.49,365.15,364.91,351.54,358.40,,363.00,374.99,373.19,372.07,371.64,367.47,365.09,364.12,368.61,355.21,356.68,353.45,348.96,346.26,347.21,348.55,350.71,355.29,360.78,362.40,360.81,354.16,347.98,349.65,348.45,348.30,356.55,361.54,366.54,344.62,340.65,330.63,309.28,342.49,356.37,361.69,361.31,363.08,366.17,365.15,361.43,360.05,400.45,,,,,,,,,,,354.56,352.79,357.67,360.63,357.96,357.16,,,,,339.39,,
2020-10-14 22:14:56.808000,L8,,,,,,,,,,,,,,,,,,,291.64,316.07,311.10,331.16,,,,,,,,,,330.88,315.35,357.86,357.98,359.91,361.20,367.03,365.06,362.11,361.53,360.10,352.52,353.30,353.35,350.65,347.18,345.91,345.07,343.64,348.63,352.66,360.47,360.26,361.08,354.80,349.44,354.24,354.54,357.71,363.77,369.51,364.46,346.01,338.20,325.66,295.82,338.35,351.50,359.31,357.86,359.59,363.45,362.13,357.88,355.85,358.12,338.17,287.13,317.58,332.02,335.11,339.49,338.79,340.91,343.59,372.12,348.50,355.00,358.27,362.05,360.35,357.46,,341.61,,,331.19,,
2020-11-22 22:21:06.915000,L8,368.29,357.28,352.75,352.11,355.51,350.85,347.68,349.76,347.24,341.29,335.48,337.26,342.43,342.69,340.04,333.95,339.67,341.31,342.20,347.06,341.43,340.78,343.30,344.87,349.02,347.57,344.57,345.26,339.12,345.36,346.90,353.54,360.77,362.17,357.93,361.67,364.94,367.53,365.63,363.23,360.61,354.94,352.59,353.51,353.73,348.76,347.68,346.37,347.10,345.79,349.85,353.98,360.84,361.30,361.83,355.89,353.46,357.76,358.65,358.10,364.38,367.12,365.81,345.13,340.84,327.92,307.65,345.94,352.94,365.18,358.59,363.26,366.94,365.56,360.62,358.90,357.40,338.94,288.81,321.54,337.36,340.31,342.85,339.71,341.33,343.85,346.08,360.94,358.65,363.86,366.01,362.21,358.89,,344.22,,,337.31,,
2021-02-19 22:14:39.648000,L8,309.78,368.64,345.71,331.98,316.31,,,,,308.90,289.12,336.25,342.12,345.87,287.40,337.32,286.70,325.61,343.43,353.76,346.88,337.88,347.12,349.69,349.16,348.59,348.19,343.91,335.60,345.21,346.74,350.79,360.33,353.93,356.09,362.46,364.77,368.34,368.20,367.66,363.83,363.88,359.05,363.07,357.59,350.87,353.15,349.91,351.57,349.14,347.23,352.39,360.43,362.90,373.15,364.34,358.28,360.38,359.98,361.06,368.03,373.14,374.26,352.89,347.97,329.43,308.17,346.25,361.79,366.56,366.36,366.99,370.26,368.45,366.58,361.38,358.72,338.31,297.46,320.58,335.68,340.04,343.74,339.06,342.24,344.04,345.51,356.78,360.18,360.73,365.50,363.26,358.51,,331.47,,,339.02,,
2021-03-30 22:20:34.287000,L8,388.40,365.16,362.86,365.04,360.42,353.75,353.05,350.57,346.75,339.68,334.81,337.05,342.38,343.13,343.28,343.03,340.57,341.17,343.93,350.77,342.12,340.78,343.55,345.85,349.01,347.66,344.73,343.00,338.75,346.03,347.52,353.01,360.74,364.61,365.40,366.22,366.93,369.11,367.63,365.32,365.26,367.13,359.56,364.25,360.05,355.91,351.12,348.46,346.50,343.08,347.48,350.84,355.96,358.06,358.22,353.73,351.31,353.74,354.63,357.48,365.58,372.95,372.65,354.84,347.19,335.67,313.44,349.51,363.49,368.64,369.72,369.01,374.72,369.41,363.67,360.91,360.50,339.35,292.66,319.87,337.85,342.64,346.05,341.08,344.28,347.39,353.81,362.66,360.25,366.76,369.42,368.21,360.66,,341.65,,,341.29,,
2021-05-01 22:20:19.495000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.98,352.89,358.29,362.24,366.04,363.60,356.75,353.92,351.51,349.92,352.34,349.23,346.82,338.88,337.79,341.06,339.93,345.25,343.09,348.16,352.18,351.77,346.22,343.80,343.97,345.61,351.60,356.58,359.69,357.09,333.43,328.20,323.53,298.80,340.69,354.93,356.89,361.33,362.39,365.37,356.98,283.85,278.53,291.21,,,,232.93,338.25,341.18,336.69,337.86,341.08,337.42,,,,,,,,333.76,,,,,
2021-06-11 22:14:25.766000,L8,355.27,340.40,357.17,350.55,307.36,290.40,353.24,350.14,329.03,330.29,333.47,350.30,348.24,350.21,343.25,343.43,338.53,342.63,347.93,351.97,353.34,353.35,352.43,352.87,359.21,351.76,348.95,344.12,346.18,350.92,359.57,361.82,364.16,362.83,363.19,363.25,365.38,370.25,367.93,367.08,371.79,364.46,359.41,362.47,368.65,355.15,335.93,337.23,342.88,330.54,344.94,341.08,359.25,368.97,366.34,363.61,355.30,356.43,360.99,357.82,372.33,378.35,373.10,343.30,345.06,334.53,310.28,347.46,359.90,348.09,355.64,363.97,369.66,368.48,368.41,364.06,367.49,346.42,292.93,325.89,339.26,346.08,350.10,344.77,345.66,349.33,353.41,367.09,367.41,369.63,374.04,370.19,366.28,,347.41,,,350.95,,
2021-06-18 22:20:38.709000,L8,,,,,,,,,,,280.23,319.79,318.18,332.03,321.74,321.99,314.79,323.62,328.36,338.28,326.14,310.12,326.01,326.12,335.74,333.39,307.86,,,,,,,103.09,116.13,60.99,143.89,,,,,,,,,304.80,303.88,300.49,322.67,311.64,324.20,317.55,326.12,339.05,329.85,345.55,338.33,312.49,327.51,329.63,327.72,345.85,351.97,329.49,297.49,299.58,285.19,329.66,332.13,324.85,318.76,329.20,338.33,334.52,291.08,345.84,336.99,313.28,271.81,307.14,309.68,317.93,328.37,326.06,330.18,332.03,341.62,,,,,,,77.63,96.06,,,,,
2021-08-05 22:20:52.997000,L8,315.01,309.66,341.10,322.84,290.14,267.81,336.14,311.39,292.74,,,297.56,305.63,328.27,317.93,318.83,317.77,322.75,328.87,332.77,324.67,313.88,329.36,321.99,325.90,331.80,320.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.38,323.23,325.55,321.54,314.83,304.47,286.30,286.97,288.55,323.67,308.51,260.65,,,,283.00,317.03,317.27,324.86,335.60,,,,,,,,,,,,,
2021-08-14 22:14:45.391000,L8,360.80,347.07,351.14,346.98,351.11,347.52,345.97,347.32,341.28,334.94,332.45,335.40,336.74,337.40,335.83,331.90,333.50,331.96,339.41,346.92,343.18,339.12,341.28,342.38,345.29,345.33,343.24,339.21,335.02,341.97,342.03,347.51,354.98,352.80,350.63,349.86,355.77,359.15,355.87,353.76,353.34,344.37,345.85,303.76,307.33,310.10,315.55,295.49,311.80,299.52,308.15,283.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.48,354.32,357.72,360.83,358.94,354.11,,327.90,,,335.54,,
2021-08-30 22:14:49.951000,L8,330.35,335.13,340.60,339.31,336.67,332.77,335.50,329.91,316.91,324.65,264.94,288.83,311.54,328.13,318.62,320.53,322.27,322.46,329.60,327.93,323.50,314.63,324.49,326.95,328.12,328.81,323.43,321.24,,,,,,108.41,120.65,70.12,144.66,119.11,,,,,,,,,,,,,,,301.95,342.24,319.67,,,,,,,,,,,,,320.29,321.12,307.03,324.45,301.69,299.22,277.65,284.48,283.14,307.34,306.85,257.96,,,,258.82,315.57,313.11,323.36,330.93,,,,,,,71.41,93.51,,,,,
2021-09-22 22:21:05.391000,L8,376.66,353.06,353.56,352.92,353.10,350.09,347.25,350.32,346.65,338.97,333.63,336.52,341.47,341.55,337.74,332.67,339.28,337.65,341.33,347.56,340.36,341.11,343.14,343.25,347.92,348.22,344.51,343.27,336.70,345.32,346.51,351.38,359.81,360.65,357.28,359.90,364.60,367.71,366.38,359.63,358.68,355.20,353.25,352.98,353.43,350.04,344.57,344.85,345.41,343.89,349.29,350.56,359.35,360.35,360.92,355.26,351.00,353.71,355.39,358.23,363.37,369.18,366.86,345.21,337.73,328.23,282.18,339.28,351.07,358.48,359.06,357.88,362.53,360.11,356.04,356.66,357.82,337.05,290.11,317.32,331.97,335.54,340.89,336.88,339.01,342.06,347.22,358.27,358.72,362.80,364.04,362.42,359.09,,338.24,,,341.80,,
2021-11-02 22:15:01.893000,L8,361.18,349.33,353.71,350.13,346.13,343.75,343.72,345.51,343.91,338.68,335.65,334.04,336.39,338.82,336.53,332.01,336.25,338.30,341.67,346.47,340.41,341.88,345.07,347.78,350.36,350.05,346.69,346.35,342.14,348.17,349.88,354.35,361.50,361.18,358.59,361.72,366.05,369.26,367.75,363.79,361.32,359.88,354.92,355.88,354.68,352.58,349.65,347.42,347.54,345.97,350.43,352.89,361.30,361.25,362.34,354.09,349.65,352.71,355.07,359.74,361.10,368.26,362.51,344.00,338.62,326.13,298.82,340.32,352.35,362.66,359.13,362.56,367.87,365.18,361.21,360.28,357.94,340.06,293.54,320.41,335.72,341.00,342.82,339.13,342.09,344.52,348.43,361.16,360.31,363.71,363.79,363.37,357.17,,342.94,,,338.64,,
2021-11-18 22:14:56.496000,L8,377.78,363.44,353.64,352.52,352.40,352.05,348.12,351.00,348.75,341.32,337.68,336.10,340.86,342.54,341.00,337.29,340.46,342.19,342.34,348.03,340.60,341.19,344.25,345.60,349.98,349.25,344.47,345.72,337.49,344.03,347.73,352.63,360.34,361.43,357.59,360.80,364.04,368.35,365.75,364.12,360.01,357.43,353.11,353.32,354.39,348.91,349.37,347.65,347.92,346.41,349.97,353.80,357.79,361.19,360.23,355.03,351.59,358.57,358.11,360.15,363.90,368.32,364.95,343.66,339.57,328.90,295.93,342.07,352.70,363.53,360.22,362.99,368.52,367.59,360.23,359.92,358.11,338.52,287.45,272.94,335.66,340.14,341.26,338.85,340.45,343.62,347.01,360.84,359.04,362.00,365.29,360.05,359.24,,340.78,,,339.41,,
2021-12-12 22:14:55.412000,L9,369.36,355.50,349.72,349.91,351.20,349.61,345.19,344.65,343.25,336.34,331.30,330.69,338.60,338.81,337.07,330.00,333.79,332.12,339.03,342.50,337.29,336.53,336.76,339.88,344.93,345.46,339.41,338.45,331.36,336.27,341.07,346.36,351.81,350.42,350.11,352.78,358.38,362.62,360.81,357.12,354.58,350.06,347.74,353.57,352.72,349.92,346.81,348.00,348.49,346.75,347.19,353.34,357.77,364.42,362.42,361.10,353.50,353.79,358.11,360.82,365.04,368.47,371.78,351.20,338.58,328.81,325.73,340.81,363.65,366.39,360.25,364.65,368.56,368.71,360.68,353.96,357.80,336.33,291.42,318.66,331.29,336.31,337.60,335.33,335.50,337.78,341.71,352.08,352.52,353.72,358.49,354.22,349.13,,326.81,,,328.22,,
2021-12-20 22:14:55.954000,L8,370.32,358.83,353.68,352.06,353.65,351.83,347.35,349.22,346.14,340.01,338.49,333.43,338.67,341.39,340.18,335.28,339.57,340.79,341.37,346.72,339.61,339.81,342.60,346.34,348.46,349.77,344.41,343.13,335.79,342.42,347.38,352.04,358.17,360.43,357.77,358.28,364.05,367.23,364.70,363.35,357.46,356.03,352.49,356.31,352.68,346.84,348.06,347.62,346.10,346.75,350.42,352.14,357.13,360.75,360.58,354.60,350.45,357.25,356.85,359.75,362.46,369.63,367.15,347.04,338.82,326.19,297.59,343.06,353.75,363.77,360.61,362.81,369.13,365.43,360.70,357.11,357.42,336.37,286.77,317.24,335.00,340.16,340.37,336.68,339.44,343.38,345.63,360.16,359.30,361.36,362.99,360.75,358.32,,338.98,,,339.63,,
2022-01-13 22:14:50.477000,L9,373.72,361.61,354.15,352.98,355.16,352.46,348.09,349.22,348.81,341.35,334.65,337.31,341.33,342.47,340.02,334.02,338.90,337.96,343.10,347.48,341.10,340.07,342.99,344.35,348.13,350.36,345.17,341.75,334.40,341.83,347.04,351.03,356.76,358.40,356.77,357.46,363.27,367.12,366.05,362.11,359.78,355.16,354.18,355.56,355.16,350.13,349.99,348.43,348.67,348.69,351.63,353.46,359.07,361.78,362.02,357.10,351.60,358.04,358.01,360.73,363.74,368.42,369.55,348.53,339.36,326.61,281.06,339.69,357.46,363.68,362.00,362.40,369.03,365.77,359.90,357.52,358.13,336.76,290.06,316.51,335.65,341.19,339.68,337.46,340.17,343.22,344.78,358.01,358.74,360.15,363.06,358.01,357.88,,334.72,,,338.09,,
2022-01-28 22:20:55.692000,L8,373.34,355.75,353.21,352.51,352.66,351.50,347.67,349.41,348.01,340.61,335.16,336.93,341.51,342.23,340.75,334.58,339.92,338.63,342.06,347.99,341.04,340.31,343.88,345.48,349.42,350.74,345.13,342.98,336.80,342.98,350.26,352.44,359.47,359.11,356.82,357.36,363.66,367.30,366.12,359.85,358.80,353.78,353.76,353.93,354.18,347.64,346.84,349.27,346.91,347.03,349.14,351.59,357.80,361.63,361.06,354.97,350.88,356.70,357.79,358.97,364.20,370.78,370.81,348.76,339.98,329.16,300.85,343.52,357.34,363.68,363.33,363.95,369.15,366.21,361.42,360.02,358.56,337.37,291.00,319.95,337.20,342.18,342.93,338.76,341.23,344.38,345.88,361.08,360.32,364.27,364.37,360.67,359.59,,338.43,,,339.40,,
2022-02-06 22:14:44.088000,L8,372.14,354.43,352.10,352.20,353.59,350.32,347.92,345.91,347.58,339.54,334.75,336.79,341.47,341.77,338.63,332.92,338.32,338.79,341.35,347.75,340.25,339.04,341.67,342.82,348.36,349.59,343.62,341.89,334.15,342.81,347.62,351.18,357.18,357.38,354.94,355.06,361.04,366.92,363.93,360.79,359.39,355.59,353.66,352.26,355.50,348.84,350.53,348.28,348.26,346.96,350.46,351.42,356.50,361.59,360.83,355.86,352.71,357.33,358.10,359.14,363.12,366.56,368.72,343.82,339.92,325.37,294.96,339.72,355.60,363.09,361.49,362.89,366.71,364.59,358.75,358.10,356.82,335.44,282.72,274.20,334.61,340.07,340.15,337.04,339.46,342.29,344.08,358.47,357.48,360.49,362.24,356.14,355.88,,333.93,,,335.46,,
2022-02-13 22:20:52.491000,L8,379.86,354.77,353.41,351.95,352.78,351.32,347.63,348.32,346.82,340.04,335.10,334.68,340.48,341.49,340.20,333.72,339.03,339.35,341.78,346.57,340.13,339.97,343.94,345.26,348.79,350.31,346.17,342.28,335.00,342.77,348.40,351.38,359.42,358.43,355.88,357.17,362.02,367.18,366.15,360.62,362.07,359.13,354.55,356.75,356.41,351.86,351.32,350.59,348.16,348.83,352.18,354.49,358.88,363.29,362.11,357.82,354.65,358.83,359.47,360.24,364.93,370.88,370.23,349.90,341.38,329.31,299.22,340.48,357.20,365.49,365.24,364.04,367.24,367.81,360.42,359.70,358.78,334.12,289.33,315.20,335.51,341.89,341.41,337.94,340.71,344.04,344.32,359.24,357.91,361.51,362.94,359.97,356.97,,334.68,,,335.59,,
