dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041,satname
2005-03-11 22:01:31+00:00,,,,,,,,,,321.16,314.22,320.55,323.19,327.03,322.34,319.35,321.34,323.24,330.99,334.75,328.07,322.17,328.9,329.14,338.09,335.6,324.89,318.48,321.63,331.12,331.93,328.55,327.99,342.27,345.225,348.11,355.45,359.5,360.85,362.6,325.08,342.69,342.775,333.04,325.46,336.99,341.66,344.26,342.75,345.68,351.62,352.28,358.58,358.89,359.58,358.84,355.64,357.46,359.29,361.25,,367.32,367.36,353.03,344.26,324.12,326.4633333333333,344.11,356.87,,,365.29,369.12,365.62,364.64,354.9,342.64,309.83,300.665,331.63,344.33,344.81,345.22,346.09,349.23,351.41,364.0133333333333,336.92,333.1,335.95,322.49,,347.62,,327.86249999999995,,,,,,L5
2005-05-14 22:01:54+00:00,,,,,,,,,,321.16,314.22,310.55,323.19,327.03,317.17999999999995,313.69,321.34,316.755,330.99,334.75,328.07,317.395,320.88,323.74,338.09,335.6,324.89,318.48,320.44,331.12,330.08500000000004,325.485,325.32,342.27,342.17,348.11,355.45,359.5,360.85,362.6,305.28499999999997,328.9433333333333,333.4066666666667,329.005,315.325,328.96500000000003,335.285,331.205,333.39,333.03999999999996,340.255,334.08,348.90999999999997,340.02,359.58,350.89,346.56,349.69,350.45000000000005,349.865,319.07,349.65999999999997,350.95500000000004,338.885,330.31,313.105,319.93,338.065,338.025,313.29,326.23,355.425,362.11,359.605,358.805,353.705,337.96,300.53999999999996,291.0266666666667,327.98,342.1,337.33000000000004,343.38,340.7,346.31,345.135,355.35999999999996,334.995,328.535,335.95,322.49,,349.59,,320.6099999999999,,,,,,L5
2005-06-15 22:02:10+00:00,,,,,,,,,,321.16,314.22,310.55,322.66499999999996,320.84,316.5133333333333,313.6666666666667,315.37,304.05333333333334,329.985,333.61,320.79999999999995,317.395,322.63666666666666,323.74,338.09,335.6,315.24,318.48,318.24,329.695,329.96333333333337,327.58666666666664,326.49666666666667,342.27,342.17,348.11,355.45,359.5,360.85,362.6,305.28499999999997,328.9433333333333,325.8275,327.06333333333333,309.6066666666666,325.74333333333334,327.91333333333336,327.84999999999997,333.39,333.03999999999996,340.255,334.08,348.90999999999997,340.02,359.58,350.89,342.8566666666666,349.69,344.8233333333333,348.42,319.07,345.25333333333333,351.27333333333337,332.88,325.01,313.105,319.93,338.065,338.025,321.23,332.70500000000004,350.83666666666664,355.32666666666665,353.15000000000003,355.23,351.28666666666663,336.0433333333333,296.14,291.0266666666667,325.07666666666665,336.42333333333335,334.4166666666667,342.0,338.2233333333333,346.8766666666667,343.40333333333336,353.49,334.8,328.535,335.95,322.49,,349.59,,320.6099999999999,,,,,,L5
2005-06-22 22:08:22+00:00,,,,,,,,,,321.16,314.22,310.55,324.37333333333333,322.78,313.9925,314.54,315.6933333333333,306.855,327.6166666666667,333.61,322.47999999999996,316.81333333333333,322.63666666666666,323.74,338.09,335.6,315.24,318.48,318.575,327.87333333333333,331.8075,329.14250000000004,327.18,342.27,342.17,348.11,355.45,359.5,360.85,362.6,308.62333333333333,320.585,323.826,327.485,306.3325,322.0725,324.02250000000004,326.29499999999996,333.39,333.03999999999996,340.255,334.08,346.6766666666667,337.90000000000003,359.58,350.89,342.8566666666666,349.69,344.8233333333333,348.42,310.34000000000003,342.5375,351.44,333.07,323.1375,311.19,312.7,338.065,338.025,323.72,333.2033333333333,347.3,354.1025,350.045,350.15999999999997,349.3125,336.34749999999997,292.966,287.3225,324.875,334.85,335.1425,341.70000000000005,337.53999999999996,347.705,343.2625,353.106,335.66,329.17333333333335,335.95,322.49,,349.59,,320.6099999999999,,,,,,L5
2005-08-09 22:08:46+00:00,,,,,314.67,,,,324.54,319.85,313.3,314.17,326.5775,325.16999999999996,316.464,314.54,315.6933333333333,306.855,327.6166666666667,333.61,322.47999999999996,316.81333333333333,322.63666666666666,323.74,338.09,335.6,315.24,317.375,318.744,329.3025,331.488,329.71400000000006,326.952,343.35,342.17,348.11,355.45,359.5,360.85,362.6,308.62333333333333,320.585,323.826,320.814,303.656,323.23,324.51800000000003,323.918,332.95,332.21,338.7866666666667,334.66,347.29499999999996,340.53499999999997,354.455,349.81666666666666,344.0125,348.62999999999994,342.5625,348.42,323.02,343.21799999999996,353.192,336.038,324.23400000000004,311.19,309.9375,340.21666666666664,339.15333333333336,328.69,337.1125,346.76000000000005,353.474,348.908,348.63,347.08,335.918,291.82166666666666,285.008,325.178,333.048,333.106,341.70000000000005,337.118,347.19,344.31,352.8016666666667,335.758,330.6275,335.95,322.49,,349.59,,320.65,,,,,,L5
2005-08-25 22:08:52+00:00,,,,,314.67,,,,329.17,320.58666666666664,312.25,314.8375,326.5775,325.16999999999996,316.464,314.54,315.6933333333333,306.855,327.6166666666667,333.61,322.47999999999996,316.81333333333333,322.63666666666666,323.74,338.09,335.6,315.24,317.375,319.33666666666664,329.3025,332.94166666666666,330.70166666666665,328.15000000000003,,,,,,,,308.62333333333333,306.6533333333333,314.14500000000004,320.814,302.68833333333333,323.8,325.785,323.14166666666665,334.10249999999996,334.0625,338.7866666666667,335.9475,347.29499999999996,340.53499999999997,353.6133333333333,348.9425,344.804,347.86,342.02200000000005,347.3175,327.3575,342.905,352.7366666666667,336.9733333333333,323.99,311.19,299.48,339.3025,338.7975,330.852,340.44,346.965,352.5216666666667,347.6383333333333,345.27833333333336,345.1066666666666,334.935,284.48833333333334,277.98249999999996,325.6483333333333,333.565,331.7316666666666,341.072,337.80833333333334,347.3183333333333,344.31,347.75,336.1983333333333,331.752,335.95,322.49,,,,,,,,,,L5
2005-09-10 22:08:55+00:00,,,,,314.67,,,,331.65000000000003,320.29999999999995,311.265,312.93333333333334,327.70666666666665,324.54999999999995,314.995,312.93666666666667,312.87,301.3933333333334,325.93,332.47,319.68499999999995,314.135,319.505,318.34,,,305.59,316.27,319.53666666666663,329.43,333.68333333333334,329.3016666666667,328.37166666666667,,,,,,,,300.395,298.47999999999996,311.1933333333334,312.79,299.73499999999996,322.29833333333335,324.365,321.68833333333333,333.10749999999996,333.72749999999996,332.37,334.0825,343.5333333333333,334.41666666666663,350.63,347.42,343.40400000000005,346.425,339.86,344.53,332.738,339.5233333333333,351.00499999999994,335.76166666666666,322.21999999999997,304.72499999999997,299.26000000000005,338.195,335.5075,333.8233333333333,343.11999999999995,344.58833333333337,350.42,345.12166666666667,341.0183333333334,343.18499999999995,333.31166666666667,283.88166666666666,275.9125,322.385,330.835,329.505,339.804,336.94666666666666,346.936,342.53499999999997,348.454,336.465,332.63599999999997,343.46,340.27,,,,,,,,,,L5
2005-10-05 22:02:41+00:00,,,,,314.67,,,,331.65000000000003,320.29999999999995,311.265,312.93333333333334,327.70666666666665,324.54999999999995,314.995,312.93666666666667,312.87,301.3933333333334,325.93,332.47,319.68499999999995,314.135,319.505,318.34,,,305.59,316.27,319.53666666666663,329.43,333.68333333333334,329.3016666666667,328.37166666666667,349.79,350.39,351.28,,,,360.04,300.395,298.47999999999996,311.1933333333334,312.79,299.73499999999996,322.29833333333335,324.365,321.68833333333333,333.10749999999996,333.72749999999996,332.37,334.0825,343.5333333333333,334.41666666666663,350.63,347.42,343.40400000000005,346.425,339.86,344.53,332.738,339.5233333333333,351.00499999999994,335.76166666666666,322.21999999999997,304.72499999999997,299.26000000000005,338.195,335.5075,333.8233333333333,343.11999999999995,344.58833333333337,350.42,345.12166666666667,341.0183333333334,343.18499999999995,333.31166666666667,283.88166666666666,281.63599999999997,322.385,330.835,329.505,339.804,336.94666666666666,346.936,342.53499999999997,348.454,336.465,332.63599999999997,343.46,340.27,365.28,349.0,,335.78,,,,,,L5
2006-02-01 22:11:01+00:00,,,,,314.67,,,,331.65000000000003,320.29999999999995,311.265,319.12499999999994,333.19,332.34,326.35,,,,,,,,,,,,,316.27,321.51666666666665,332.61,335.59999999999997,329.26333333333326,329.8333333333333,362.32000000000005,350.39,351.28,,384.99,,360.04,,,,293.525,299.5133333333333,327.49666666666667,330.58666666666664,323.07000000000005,336.13333333333327,338.17,335.85,340.15,349.15,348.44,350.63,348.91333333333336,348.03000000000003,347.92666666666673,341.3733333333334,347.05499999999995,347.67,344.77,355.8766666666666,345.1066666666666,328.3433333333333,,299.77000000000004,340.25333333333333,340.95,343.9266666666667,353.0366666666666,347.8733333333334,351.7433333333333,345.38999999999993,336.7033333333333,338.9199999999999,332.3733333333334,286.03999999999996,286.73999999999995,322.1466666666667,329.97999999999996,327.09,338.71999999999997,339.2033333333333,346.54499999999996,348.5,350.755,337.69,336.25333333333333,343.46,340.27,365.28,349.0,,351.21,,,,,,L5
2006-02-17 22:11:22+00:00,,,,,,,,,335.20500000000004,322.06,310.15,316.84,,,,,,,,,,,,,,,,,322.56499999999994,331.63,347.78666666666663,327.8949999999999,343.3633333333334,358.08666666666664,349.45,351.23,362.28,375.8,367.37,360.04,,,,292.92,302.79499999999996,327.31499999999994,332.63,327.4000000000001,338.16499999999996,341.97999999999996,,342.31499999999994,,,351.93,349.53499999999997,348.30500000000006,348.63500000000005,344.1700000000001,347.05499999999995,347.31500000000005,344.18499999999995,353.7149999999999,343.7049999999999,328.2049999999999,,297.89,338.12,340.71999999999997,344.09000000000003,355.1349999999999,349.51000000000005,352.13499999999993,345.905,333.8,339.30499999999995,331.46000000000004,286.00999999999993,292.2349999999999,320.0250000000001,332.04999999999995,328.155,338.71999999999997,341.09000000000003,347.96,,350.23,347.2,349.8666666666666,359.825,357.47,368.395,352.145,,346.25333333333333,,,,,,L5
2006-04-15 22:06:18+00:00,,,332.91,338.3,328.0,325.23,334.81,330.62,319.94,308.84,301.71,304.5,322.18,319.58,315.56,316.15,321.27,319.0,323.13,329.72,323.25,318.98,323.19,327.62,335.48,334.42,321.7,,314.7,324.76,344.94,323.2,366.63,362.235,348.51,351.18,362.28,375.8,367.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.67,350.98,355.39,351.71,344.75,337.94,304.3,,,,328.93,330.75,331.42,335.43,339.83,337.82,340.76,347.42,375.83,376.19,374.67,371.51,355.29,,351.49,,,,,,L5
2006-06-25 22:13:31+00:00,,,332.91,338.3,328.0,325.23,334.81,330.62,319.94,322.4,319.845,304.5,322.18,319.58,315.56,316.15,321.27,319.0,323.13,329.72,323.25,318.98,323.19,327.62,335.48,334.42,321.7,,314.7,343.985,344.94,323.2,367.12,362.52333333333337,351.305,356.5,364.05999999999995,374.6366666666667,368.09000000000003,368.69,,,,,,,,353.82,,,,,,,,377.02,371.9,361.55,359.0,,,,,,,,,,,,342.67,350.98,355.39,351.71,344.75,337.94,304.3,,,,328.93,330.75,331.42,335.43,339.83,337.82,340.76,353.68666666666667,377.41499999999996,376.19,374.67,371.51,355.29,,352.89000000000004,,,,,,L5
2006-07-27 22:13:58+00:00,,,332.91,338.3,328.0,325.23,334.81,330.62,319.94,316.2966666666666,314.72333333333336,304.895,322.41499999999996,319.58,315.56,316.15,321.27,319.0,323.13,329.72,323.25,318.98,323.19,327.62,335.48,334.42,321.7,309.32,313.84000000000003,338.06666666666666,335.0566666666667,323.2,367.12,362.52333333333337,351.305,356.5,364.05999999999995,374.6366666666667,368.09000000000003,368.69,,,,,,317.8,323.4,331.245,,,,316.79,,343.36,,377.02,371.9,361.55,359.0,,,,,,,,,325.93,339.88,336.85,338.065,339.345,347.1,339.435,320.075,341.28499999999997,315.43,282.86,,,328.93,330.75,320.17,335.43,339.83,337.82,340.76,353.68666666666667,377.41499999999996,376.19,374.67,371.51,355.29,,352.89000000000004,,,,,,L5
2006-08-05 22:07:55+00:00,,,332.91,338.3,317.19,325.23,334.81,330.24,314.005,316.2966666666666,314.72333333333336,305.12333333333333,321.9066666666667,320.23,314.57,316.78,319.005,318.69,323.13,329.72,320.41499999999996,318.98,323.19,327.62,335.48,334.42,321.7,308.02,315.4066666666667,334.635,329.40250000000003,323.2,367.12,356.36,351.305,356.5,364.05999999999995,369.46000000000004,368.09000000000003,368.69,,,,,,317.005,322.16499999999996,322.95,328.59,328.86,331.91,325.44500000000005,336.63,344.46000000000004,,377.02,371.9,361.55,359.0,,,,,,,,,325.93,336.3,332.745,337.31,334.48333333333335,344.3433333333333,333.97333333333336,312.6066666666666,333.44666666666666,312.92333333333335,279.945,,,328.93,330.75,315.45,332.725,339.83,340.345,344.515,353.68666666666667,377.41499999999996,376.19,374.67,371.51,355.29,,346.01500000000004,,,,,,L5
2006-08-21 22:08:07+00:00,,,332.91,338.3,317.19,325.23,334.81,330.24,317.81666666666666,314.15749999999997,312.6825,307.575,323.24,323.2733333333333,315.83666666666664,316.38,320.05,319.3566666666666,323.125,329.72,320.41499999999996,316.675,321.025,325.22,335.48,334.42,321.7,306.23,315.0925,330.8,319.29,320.005,367.61,363.1,354.1,361.82,365.84,372.31,368.81,368.69,,,,,,318.08666666666664,321.8566666666666,320.27,330.005,329.865,331.91,327.9566666666667,341.33,348.25666666666666,339.4,357.115,371.9,348.15999999999997,359.0,,,281.48,350.48,333.32,292.3,,,325.095,338.7166666666667,332.6666666666667,338.9675,331.575,343.925,332.605,317.0075,332.3425,315.13,279.2866666666667,271.63,320.98,324.17,330.75,320.0,332.725,339.83,340.345,344.515,348.18999999999994,379.0,,,,,,355.69,,,,,,L5
2006-08-28 22:14:23+00:00,,,332.91,338.3,317.19,325.23,334.81,330.24,320.0525,314.87399999999997,312.216,308.142,325.096,324.85,317.4625,319.2575,322.4225,319.3566666666666,323.125,329.72,320.41499999999996,318.04,321.025,325.22,332.52,334.42,321.7,306.23,315.79,329.5233333333333,320.82800000000003,322.32666666666665,367.61,363.1,354.1,361.82,365.84,372.31,368.81,368.69,,,,,287.16,316.3075,323.34749999999997,318.812,331.58666666666664,332.87,334.99,330.1725,342.89333333333326,349.11,344.825,351.2,371.9,342.2966666666666,359.0,,,297.94500000000005,353.06,335.755,302.51,,302.16,330.18666666666667,341.855,337.29,338.9675,334.158,343.97799999999995,333.384,315.196,332.216,317.832,280.0125,270.62,320.98,324.17,324.70500000000004,322.082,334.25,339.83,342.1066666666666,348.8733333333333,341.42333333333335,379.0,337.64,,,,,355.69,,,,,,L5
2006-09-13 22:14:35+00:00,,,332.91,338.3,317.19,325.23,334.81,330.24,320.0525,314.87399999999997,312.216,308.142,325.096,324.85,317.4625,319.2575,322.4225,319.3566666666666,323.125,329.72,320.41499999999996,318.04,321.025,325.22,332.52,334.42,321.7,306.23,315.79,329.5233333333333,320.82800000000003,322.32666666666665,367.61,363.1,354.1,361.82,365.84,372.31,368.81,368.69,,,,,287.16,316.3075,323.34749999999997,318.812,331.58666666666664,332.87,334.99,330.1725,342.89333333333326,349.11,344.825,351.2,371.9,342.2966666666666,359.0,,,297.94500000000005,353.06,335.755,302.51,,302.16,330.18666666666667,341.855,337.29,338.9675,334.158,343.97799999999995,333.384,315.196,332.216,317.832,289.134,283.17333333333335,320.98,324.17,324.70500000000004,322.082,334.25,339.83,342.1066666666666,348.8733333333333,341.42333333333335,379.0,337.64,,,,,345.325,,,,,,L5
2006-10-08 22:08:40+00:00,,,332.91,338.3,317.19,325.23,334.81,330.24,320.0525,314.87399999999997,312.216,308.142,325.096,324.85,317.4625,319.2575,322.4225,319.3566666666666,323.125,329.72,320.41499999999996,318.04,321.025,325.22,332.52,334.42,321.7,306.23,315.79,329.5233333333333,320.82800000000003,322.32666666666665,367.61,363.1,354.1,361.82,365.84,372.31,368.81,368.69,,,,,287.16,316.3075,323.34749999999997,318.812,331.58666666666664,332.87,334.99,330.1725,342.89333333333326,349.11,344.825,351.2,371.9,342.2966666666666,359.0,,,297.94500000000005,353.06,335.755,302.51,,302.16,330.18666666666667,341.855,337.29,338.9675,334.158,343.97799999999995,333.384,315.196,332.216,317.832,289.134,283.17333333333335,320.98,324.17,324.70500000000004,322.082,334.25,339.83,342.1066666666666,348.8733333333333,341.42333333333335,379.0,337.64,,,,,345.50666666666666,,,,,,L5
2006-10-31 22:15:04+00:00,,,,,306.38,,,329.86,320.09,316.3825,314.8425,309.0525,325.825,326.60666666666674,318.09666666666664,320.29333333333335,322.8066666666667,319.53499999999997,323.12,,317.58,317.57,318.86,322.82,329.56,,,306.23,316.0625,330.476,320.25750000000005,321.89,367.61,362.015,354.1,361.82,365.84,372.31,368.81,368.69,,,,,287.16,316.3075,323.34749999999997,318.812,331.58666666666664,332.87,334.99,330.1725,342.89333333333326,349.11,344.825,351.2,371.9,342.2966666666666,359.0,,,297.94500000000005,353.06,335.755,302.51,,302.16,330.18666666666667,341.855,337.29,337.7333333333333,329.9525,341.125,328.8025,307.8075,330.78499999999997,321.21500000000003,289.134,283.17333333333335,320.98,319.41,318.66,319.7475,333.65999999999997,,344.25,352.92999999999995,347.055,379.0,337.64,,,,,348.22249999999997,,,,,,L5
2006-11-25 22:09:07+00:00,,,,,306.38,,,329.86,320.09,316.3825,314.8425,309.0525,325.825,326.60666666666674,318.09666666666664,320.29333333333335,322.8066666666667,319.53499999999997,323.12,,317.58,317.57,318.86,322.82,329.56,,,306.23,316.0625,330.476,320.25750000000005,321.89,367.61,359.4066666666667,355.175,361.82,365.84,372.31,368.81,368.69,,,,,287.16,316.3075,323.34749999999997,318.812,331.58666666666664,332.87,334.99,330.1725,342.89333333333326,349.11,344.825,351.2,371.9,342.2966666666666,359.0,,,297.94500000000005,353.06,335.755,302.51,,302.16,330.18666666666667,341.855,337.29,337.7333333333333,329.9525,341.125,328.8025,307.8075,330.78499999999997,321.21500000000003,289.134,283.17333333333335,320.98,319.41,318.66,319.7475,333.65999999999997,,344.25,352.92999999999995,347.055,379.0,337.64,,,,,346.8,,,,,,L5
2007-01-03 22:15:37+00:00,,,,,306.38,,,329.86,320.09,309.8566666666666,307.12999999999994,309.0525,325.825,326.60666666666674,318.09666666666664,320.29333333333335,322.8066666666667,319.53499999999997,323.12,,317.58,317.57,318.86,322.82,329.56,,,306.23,316.0625,322.29249999999996,320.25750000000005,321.89,,354.7,351.65,354.72,365.16,366.28,,,,,,,287.16,316.3075,323.34749999999997,310.06,331.58666666666664,332.87,334.99,330.1725,342.89333333333326,349.11,344.825,338.28999999999996,,332.66999999999996,,,,297.94500000000005,353.06,335.755,302.51,,302.16,330.18666666666667,341.855,337.29,337.7333333333333,329.9525,341.125,328.8025,307.8075,330.78499999999997,321.21500000000003,289.134,283.17333333333335,320.98,319.41,318.66,319.7475,333.65999999999997,,344.25,352.92999999999995,327.89,,337.64,,,,,342.65,,,,,,L5
2009-01-17 21:59:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.44,,359.24,356.35,351.34,,,,,,,,,,,,,,,,,,,,,,382.9,,,,,,,,,,,,,,,,,,,,,335.71,310.85,358.64,,,,371.8,378.32,374.93,374.61,365.7,370.15,375.27,376.33,370.76,360.43,,349.95,,,,,,L5
2010-10-26 22:10:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.55,,,,,,,,,,,,,L5
2013-05-11 22:22:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.32,,350.54,350.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.12,,,,,,,,,,,339.21,300.15,345.6,,,,,,,,365.6,368.38,371.79,371.2,366.98,363.09,,352.55,,,340.79,,,L8
2013-06-05 22:16:38+00:00,,,,,,,,,,,,,,,,,,,,,,298.65,296.2,307.05,321.38,,290.25,,,,,,363.32,,350.54,350.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.12,,315.4,305.13,313.71,324.43,311.32,304.68,288.15,296.06,,339.21,300.15,345.6,,302.45,,318.81,,325.95,329.97,365.6,368.38,371.79,371.2,366.98,363.09,,352.55,,,340.79,,,L8
2013-06-28 22:22:44+00:00,,,,,,,,,,,,,,,278.93,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,363.32,322.63,337.85,338.59000000000003,334.77,337.0,,,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,309.7,,332.88,335.35,326.01,,335.44,,332.1,277.04,293.79,328.12,323.83,321.715,312.015,317.71,329.45500000000004,325.89,317.71500000000003,297.09,315.72,317.71,319.53,300.15,333.845,305.34,302.45,330.73,323.24,,330.61,334.005,365.6,368.38,371.79,371.2,366.98,363.09,,352.55,,,340.79,,,L8
2013-07-23 22:16:34+00:00,,,,,,,,,,,,,,,288.99,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,363.32,322.63,334.49333333333334,333.43666666666667,333.15,337.0,,304.25,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,304.78499999999997,,328.46500000000003,335.35,326.01,,335.44,,332.1,277.04,293.79,328.12,319.03,322.69,312.50333333333333,319.46,328.9266666666667,320.27666666666664,312.23333333333335,294.6566666666667,315.72,303.365,311.98333333333335,300.15,333.845,305.34,302.845,310.595,323.24,,330.61,334.73,365.6,368.38,371.79,371.2,366.98,363.09,,352.55,,,340.79,,,L8
2013-08-08 22:16:37+00:00,,,,,,,,,,,,,,,288.99,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,363.32,322.63,334.49333333333334,333.43666666666667,333.15,337.0,,304.25,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,304.78499999999997,,328.46500000000003,335.35,326.01,,335.44,,332.1,277.04,293.79,328.12,319.03,322.69,312.50333333333333,319.46,328.9266666666667,320.27666666666664,312.23333333333335,294.6566666666667,315.72,303.365,318.8325,298.12,333.845,305.34,302.845,310.595,323.24,,330.61,334.73,365.6,368.38,371.79,371.2,366.98,363.09,,352.55,,191.76,340.245,,,L8
2013-08-31 22:22:50+00:00,,,,,,,,,,,,,,,288.99,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,363.32,336.21500000000003,337.115,333.43666666666667,333.15,337.0,,304.25,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,304.78499999999997,,328.46500000000003,335.35,326.01,,335.44,,332.1,277.04,293.79,326.08500000000004,319.03,322.69,312.50333333333333,319.46,328.9266666666667,320.27666666666664,312.23333333333335,294.6566666666667,331.15000000000003,303.365,322.59000000000003,296.99333333333334,333.845,305.34,302.845,310.595,323.24,,330.61,339.08500000000004,363.555,367.765,371.79,371.2,366.98,363.09,,349.105,,191.76,337.9066666666667,,,L8
2013-10-02 22:22:40+00:00,,,,,,,,,,,,,,,288.99,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,363.32,336.21500000000003,337.115,333.43666666666667,333.15,337.0,,304.25,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,304.78499999999997,,339.3233333333333,349.05,326.01,374.52,335.44,,332.1,277.04,293.79,320.0366666666667,319.03,322.69,312.50333333333333,319.46,328.9266666666667,320.27666666666664,312.23333333333335,294.6566666666667,331.15000000000003,303.365,323.37166666666667,294.7,334.51,305.34,302.845,310.595,323.24,,338.1233333333333,340.594,363.555,367.765,371.79,371.2,366.98,363.09,,349.105,,191.76,337.9066666666667,,,L8
2013-10-11 22:16:29+00:00,,,,,,,,,,,,,,,288.99,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,363.32,336.21500000000003,339.106,333.43666666666667,333.15,337.0,,304.25,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,304.78499999999997,,339.3233333333333,349.05,326.01,374.52,335.44,,332.1,277.04,293.79,320.0366666666667,319.03,322.69,312.50333333333333,319.46,328.9266666666667,320.27666666666664,312.23333333333335,294.6566666666667,331.15000000000003,303.365,325.75999999999993,295.094,334.51,305.34,302.845,310.595,323.24,,338.1233333333333,340.594,363.555,367.765,371.79,371.2,366.98,363.09,,349.48,,191.76,335.2375,,,L8
2013-11-19 22:22:25+00:00,,,,,,,,,,,,,,,288.99,,,,,,,298.65,302.25,312.03499999999997,321.38,,290.25,,,,,,,339.69666666666666,337.178,324.80999999999995,333.15,346.015,356.5,304.25,,,,,,297.63,307.48,318.57,317.86,310.11,,,317.33,,,304.78499999999997,,339.3233333333333,349.05,326.01,374.52,335.44,,332.1,277.04,293.79,317.16,319.03,322.69,312.50333333333333,330.935,338.7875,333.75,326.6325,294.6566666666667,331.15000000000003,303.365,325.1685714285714,293.742,332.7833333333333,305.34,302.845,310.595,323.24,,338.1233333333333,342.2033333333334,361.51,367.15,,,356.19,355.22,,346.23333333333335,,191.76,329.77750000000003,,,L8
2014-02-23 22:21:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,326.85,,,320.64,314.59,306.38,,,,338.0466666666667,336.185,320.43,325.68,342.03,345.845,,,313.67,308.77,315.43,297.92,307.13,331.25,334.19,338.07,337.41,,337.41,340.75,,348.73,,340.1,352.98,355.145,342.22,353.03,341.44,357.08,344.01,324.45,312.03,317.16,326.91,341.12,349.62,356.795,355.19,362.32500000000005,356.435,,347.6,,328.452,288.802,338.13,321.45,323.91,323.32,325.48,,353.15,349.67666666666673,361.51,367.15,,,356.19,355.22,,346.23333333333335,,,326.47,,,L8
2014-03-20 22:15:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,326.85,,,320.64,314.59,306.38,352.18,356.4,355.55,337.54,335.1775,331.755,325.68,342.03,345.845,,,313.67,308.77,315.43,297.92,307.13,331.25,334.19,338.07,337.41,,337.41,340.75,,348.73,,340.1,352.98,355.145,342.22,353.03,341.44,357.08,344.01,324.45,312.03,314.98,326.91,341.12,349.62,356.795,355.19,362.32500000000005,356.435,,333.19,,327.484,288.408,337.3733333333334,335.73,337.225,337.40999999999997,336.745,349.17,353.56,348.6333333333334,357.8,359.52,366.22,363.64,356.69,356.38,,345.26,,,323.09000000000003,,,L8
