dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041,satname
2017-09-27 22:21:00+00:00,,,,,336.66,,,,,,,,,,299.05,,,,,,303.57,295.11,,,,301.02,317.805,338.905,332.7866666666667,333.29,348.185,354.4150000000001,,349.7766666666667,346.235,343.33,350.54333333333335,355.145,354.06333333333333,350.13,,315.29,303.03,293.84000000000003,295.69,303.255,333.246,335.1075,336.0375,320.8,326.265,341.65,348.655,340.93,343.25,332.83,305.58,325.02,322.405,324.82500000000005,320.72,330.74,,341.56,320.75,307.22,303.5625,318.70000000000005,316.58,333.3233333333333,319.6433333333334,322.1133333333333,324.06333333333333,319.2033333333333,345.19,349.56,342.7,328.88199999999995,290.52500000000003,320.12750000000005,326.0225,325.89750000000004,323.94,325.0625,326.85749999999996,335.315,343.522,359.44000000000005,359.83500000000004,363.90333333333336,366.32666666666665,364.32,358.8833333333334,327.79,336.12,,,340.19499999999994,,,L8
2017-12-25 22:14:47+00:00,,,,,336.66,,,,,,,,,,299.05,,,,,,321.945,295.11,342.32,344.61,347.75,325.09000000000003,326.57666666666665,337.40666666666664,326.43,323.48,344.21,351.15,358.54,336.85,339.90500000000003,337.52,336.41,350.29499999999996,343.38,339.05,,,,283.07,286.64,301.1,339.93,323.0,325.23,324.81,339.57000000000005,334.63,339.67,340.93,343.25,332.83,331.505,346.405,345.57,346.88,342.44500000000005,349.26,,,329.595,307.22,295.3933333333334,318.70000000000005,316.58,333.3233333333333,325.51500000000004,323.43999999999994,324.77,320.68,,,,328.7033333333334,291.9775,320.925,322.54333333333335,322.725,303.15,327.5475,325.00999999999993,333.325,341.53999999999996,358.245,359.73,362.13,364.43,363.03499999999997,357.025,,336.12,,,322.06,,,L8
2018-02-27 22:14:19+00:00,,,,,,,,,,,,,,,,,,,,,340.32,,342.32,344.61,347.11,348.73,336.24666666666667,333.7766666666667,328.2133333333333,327.73333333333335,341.12,349.585,355.12,342.615,336.08000000000004,337.29499999999996,343.32500000000005,346.37,348.86,347.42,354.86,353.04,348.67,316.96500000000003,317.18,322.245,337.06333333333333,333.065,334.815,333.365,341.79,340.885,348.795,349.82,351.975,342.7,337.59999999999997,348.4266666666667,348.1333333333334,348.83666666666664,348.7166666666667,355.26666666666665,367.53,342.72,331.06,317.96000000000004,290.83,330.70500000000004,353.54,337.84,340.93,347.815,353.29999999999995,352.985,358.02,356.56,,325.91333333333336,281.62,318.59000000000003,321.3633333333333,326.41333333333336,320.13,331.78,332.155,337.04333333333335,339.9733333333333,354.08500000000004,352.575,356.095,359.785,357.02,351.91999999999996,,320.14,,,322.06,,,L8
2018-03-06 22:20:26+00:00,,,,,,,,,,,332.35,334.51,335.7,340.76,336.23,332.76,336.83,334.42,341.83,345.32,340.1,340.12,341.25,343.375,347.05,348.56666666666666,337.6425,334.985,329.1925,330.31,340.8933333333333,349.3766666666666,354.65000000000003,344.6333333333334,338.68333333333334,339.8333333333333,345.84999999999997,349.07666666666665,351.1333333333334,350.6233333333333,355.65999999999997,353.45000000000005,350.71000000000004,328.52,328.9666666666667,330.25,339.01,336.83666666666664,338.1166666666667,336.06666666666666,343.55,343.4633333333333,352.4766666666667,353.3866666666666,354.9533333333334,346.62999999999994,340.8025,350.075,349.7575,350.8825,352.21500000000003,358.7725,368.98,342.94500000000005,332.875,322.28000000000003,293.46250000000003,334.98,355.385,351.695,340.93,353.1933333333333,358.69,357.55,358.815,356.56,357.34,327.9625,282.725,318.22,325.01,329.7375,327.6766666666667,333.7675,335.71,339.005,341.6675,353.3066666666667,352.15000000000003,355.39000000000004,359.56333333333333,356.5433333333333,352.22666666666663,,321.805,,,322.06,,,L8
2018-03-15 22:14:10+00:00,,,,,,,,,,,332.09000000000003,335.68,338.345,343.08500000000004,336.73,336.46000000000004,336.81,334.185,342.92499999999995,346.78,340.1,340.12,341.0566666666667,343.375,347.0975,348.53000000000003,338.332,336.082,330.08000000000004,332.46,340.815,349.4475,354.8075,346.2225,339.7325,341.8725,347.615,351.45,352.49,352.515,356.00333333333333,353.5,351.04333333333335,333.9275,334.98,334.65999999999997,340.474,338.8325,340.4075,338.1325,344.79200000000003,345.64,354.5375,355.5475,356.4825,348.6475,342.566,350.982,349.976,350.242,353.594,359.942,368.98,342.8666666666666,333.396,324.72,292.796,335.755,355.31,351.695,340.93,354.4375,360.19,358.65999999999997,357.51,355.885,357.34,328.804,283.076,318.4525,326.742,331.158,330.505,334.586,337.18,339.742,342.33000000000004,353.4575,352.3225,355.46500000000003,359.605,356.8325,352.8775,,323.4666666666667,,,327.745,,,L8
2018-04-16 22:13:54+00:00,,,,,,,,,,,332.09000000000003,335.68,338.345,343.08500000000004,336.73,336.46000000000004,336.81,334.185,342.92499999999995,346.78,340.1,340.12,341.0566666666667,343.375,347.0975,348.53000000000003,341.41749999999996,338.9425,333.055,339.07,342.252,349.88199999999995,354.8075,350.63,345.3225,347.615,351.34999999999997,355.8033333333333,355.52666666666664,357.00333333333333,356.00333333333333,353.5,351.04333333333335,350.88000000000005,351.0933333333334,345.84666666666664,344.93499999999995,344.10999999999996,345.4666666666667,342.5733333333333,348.59000000000003,349.30999999999995,359.49333333333334,360.7625,360.805,354.1725,350.088,354.615,353.18,354.2,362.462,367.2425,368.98,342.58000000000004,337.012,330.55333333333334,299.026,339.78666666666663,355.31,365.55,,360.8666666666666,366.43333333333334,363.5866666666666,357.51,355.885,357.34,332.92199999999997,286.42600000000004,319.11,334.25199999999995,337.54499999999996,339.62333333333333,338.265,341.21000000000004,343.49,345.67400000000004,353.4575,353.176,355.46500000000003,359.605,357.13599999999997,353.966,,325.7,,,331.59666666666664,,,L8
2018-05-02 22:13:45+00:00,,,,,,,,,,,332.09000000000003,335.68,338.345,343.08500000000004,336.73,336.46000000000004,336.81,334.185,342.92499999999995,346.78,340.1,340.12,341.0566666666667,343.375,347.0975,348.53000000000003,341.41749999999996,338.9425,333.055,339.07,342.252,350.1266666666667,354.8075,352.08,346.736,347.615,351.34999999999997,355.8033333333333,355.52666666666664,357.00333333333333,356.00333333333333,353.5,351.04333333333335,350.88000000000005,351.0933333333334,345.84666666666664,344.93499999999995,344.10999999999996,345.4666666666667,342.5733333333333,348.59000000000003,349.30999999999995,359.49333333333334,360.7625,360.805,354.246,350.088,354.615,353.18,354.2,362.462,367.2425,368.98,342.58000000000004,337.012,330.55333333333334,301.5466666666667,339.78666666666663,355.31,365.55,,360.8666666666666,366.43333333333334,363.5866666666666,357.51,355.885,357.34,332.8383333333333,287.365,319.46999999999997,334.53,337.54499999999996,339.62333333333333,338.265,341.21000000000004,343.49,345.67400000000004,353.4575,353.176,355.46500000000003,360.528,358.4766666666667,354.8766666666666,,327.976,,,334.5775,,,L8
2018-05-18 22:13:34+00:00,,,,,,,,,,,332.09000000000003,335.68,338.345,343.08500000000004,327.76,336.46000000000004,336.81,334.185,342.92499999999995,346.78,340.1,340.12,341.0566666666667,343.375,347.0975,348.53000000000003,337.312,338.9425,326.26,339.07,342.252,350.1266666666667,354.8075,352.08,346.736,347.615,351.34999999999997,355.8033333333333,355.52666666666664,357.00333333333333,356.00333333333333,353.5,351.04333333333335,350.88000000000005,351.0933333333334,345.84666666666664,344.93499999999995,338.6275,338.0825,342.5733333333333,341.774,349.30999999999995,359.49333333333334,356.67199999999997,356.15999999999997,352.3533333333333,348.0833333333333,350.98400000000004,349.9816666666666,349.325,356.9116666666667,360.852,360.84999999999997,339.71999999999997,337.012,321.7975,298.1771428571428,336.2675,348.6275,365.55,324.6,360.8666666666666,366.43333333333334,357.47499999999997,357.51,355.885,342.905,327.09999999999997,284.90000000000003,319.46999999999997,329.9985714285714,323.28599999999994,339.62333333333333,335.29799999999994,341.21000000000004,340.338,343.80833333333334,353.4575,353.176,355.46500000000003,360.528,358.4766666666667,354.8766666666666,77.28,327.976,,,334.5775,,,L8
2018-07-12 22:19:56+00:00,,,,,,,,,,,332.09000000000003,335.68,338.345,343.08500000000004,327.76,336.46000000000004,336.81,334.185,342.92499999999995,346.78,339.88,340.12,340.42500000000007,342.14,346.88000000000005,348.32,335.61,337.8233333333333,324.155,338.44666666666666,341.7625,349.922,353.56333333333333,352.08,346.736,348.824,351.34999999999997,355.8033333333333,355.52666666666664,357.00333333333333,356.00333333333333,353.5,351.04333333333335,350.88000000000005,351.0933333333334,345.84666666666664,344.8366666666666,338.6275,338.0825,342.5733333333333,339.8325,349.30999999999995,359.49333333333334,356.67199999999997,356.15999999999997,352.3533333333333,347.55,349.64000000000004,348.812,347.782,355.46000000000004,359.12,360.84999999999997,339.71999999999997,336.655,321.7975,299.02,336.2675,348.6275,365.55,324.6,360.8666666666666,366.43333333333334,357.47499999999997,357.51,355.885,342.905,325.815,285.09857142857146,319.164,329.1066666666666,319.1475,339.62333333333333,334.3375,341.21000000000004,339.21750000000003,343.316,352.6566666666666,352.78249999999997,354.2866666666667,360.245,358.482,354.746,77.28,330.46999999999997,,,342.37,,,L8
2018-07-21 22:13:49+00:00,,,,,,,,,,,332.09000000000003,335.68,338.345,343.08500000000004,325.57,336.46000000000004,336.81,334.185,342.92499999999995,346.78,339.88,340.12,340.42500000000007,342.14,342.1575,348.32,333.882,337.8233333333333,318.58599999999996,329.47,341.7625,349.922,353.56333333333333,352.08,346.736,348.824,351.34999999999997,355.8033333333333,355.52666666666664,357.00333333333333,356.00333333333333,353.5,351.04333333333335,350.88000000000005,351.0933333333334,345.84666666666664,344.8366666666666,335.086,338.0825,342.5733333333333,339.8325,349.30999999999995,359.49333333333334,356.67199999999997,356.15999999999997,345.51000000000005,345.9883333333334,342.62800000000004,342.69166666666666,343.865,355.46000000000004,354.03000000000003,355.7675,337.8383333333333,336.655,321.7975,296.62874999999997,336.2675,344.536,365.55,321.645,353.315,366.43333333333334,347.03,357.51,355.885,332.88,319.0628571428571,282.39750000000004,319.164,323.9857142857143,315.81399999999996,334.175,332.01,338.20000000000005,337.66400000000004,342.16833333333335,352.6566666666666,352.78249999999997,354.2866666666667,360.245,358.482,354.746,77.53,330.46999999999997,,,342.37,,,L8
2018-08-29 22:20:19+00:00,,,,,,,,,,,332.99666666666667,336.73333333333335,339.78333333333336,342.65333333333336,328.498,336.46000000000004,337.6433333333334,336.56333333333333,342.92499999999995,348.15000000000003,339.88,340.12,340.42500000000007,342.14,340.72,348.33000000000004,332.695,339.54,320.728,332.2625,344.1725,350.39750000000004,354.495,353.494,348.412,349.5,354.22333333333336,358.08666666666664,358.06333333333333,357.75666666666666,358.2033333333333,355.7166666666667,352.92333333333335,351.76666666666665,353.6133333333333,347.07499999999993,345.5899999999999,333.07500000000005,338.5075,342.90000000000003,340.72749999999996,351.18333333333334,360.56666666666666,357.41200000000003,355.025,346.05571428571426,346.44000000000005,343.008,342.8766666666666,345.03833333333336,356.594,355.302,356.625,338.30833333333334,338.355,322.89,298.40125,337.94499999999994,345.38,365.55,321.645,353.89750000000004,366.6833333333334,347.704,358.4266666666667,355.21,332.88,319.99571428571426,283.13125,320.308,324.64,316.87600000000003,335.96,332.848,339.295,338.70799999999997,343.22,352.8299999999999,354.6275,354.83500000000004,362.6025,360.764,357.08000000000004,77.53,332.92333333333335,,,341.72,,,L8
2018-09-07 22:14:12+00:00,,,,,,,,,,,333.38666666666666,337.74,341.28000000000003,342.6666666666667,329.18199999999996,338.135,338.10666666666674,338.3433333333333,342.825,349.59666666666664,344.44,,340.67,,337.615,348.42,329.65000000000003,341.69000000000005,321.68,333.875,344.61749999999995,350.77250000000004,357.29499999999996,354.59,349.338,350.04200000000003,355.6866666666667,358.85999999999996,359.1166666666666,358.12999999999994,359.16,355.84,352.98999999999995,351.35999999999996,353.62999999999994,347.89,345.16999999999996,333.05,339.065,343.49,340.99,352.42,360.79333333333335,357.774,353.06333333333333,346.0214285714286,346.24333333333334,342.824,342.205,345.1433333333334,356.766,354.754,356.11499999999995,337.95166666666665,337.8275,322.63,298.10625,336.55999999999995,345.026,360.09,321.645,352.49750000000006,364.83666666666664,346.87,357.82,357.22,320.65,320.20714285714286,283.13875,320.8,324.1614285714286,316.158,335.0825,332.596,338.89,338.19,343.5016666666667,355.435,355.34749999999997,357.315,363.2625,361.744,357.974,77.53,334.2166666666667,,,341.65833333333336,,,L8
2018-09-30 22:20:31+00:00,,,,,,,,,,,333.78999999999996,337.71666666666664,339.59333333333336,341.0333333333333,329.166,334.49,337.93,339.04,341.265,349.28000000000003,342.47,,,,337.53499999999997,347.8,330.3966666666667,342.555,322.25,333.7325,344.4275,350.9275,358.66499999999996,354.43199999999996,350.21,350.192,355.54,358.1333333333334,359.2733333333333,357.8766666666666,358.8633333333333,355.68666666666667,352.2033333333334,350.87999999999994,352.24666666666667,344.85,343.94,332.71500000000003,338.545,342.6033333333333,340.9075,352.18333333333334,361.06,357.31800000000004,349.05999999999995,345.90142857142854,346.42,342.88599999999997,342.60999999999996,346.6066666666666,357.47200000000004,355.436,358.43199999999996,337.97999999999996,338.5225,321.8925,299.4575,337.2475,344.71,360.82,321.645,353.27,365.01,347.22,359.17333333333335,358.855,320.65,320.54285714285714,283.7325,320.63,323.95714285714286,315.814,335.055,332.71999999999997,339.1,338.402,343.76,356.315,355.64,358.81,364.025,362.152,358.398,77.53,335.28,,,341.55833333333334,,,L8
2019-02-14 22:14:21+00:00,,,,,,,,,,,333.78999999999996,337.71666666666664,339.59333333333336,341.0333333333333,339.00333333333333,334.49,337.93,339.04,341.265,349.28000000000003,342.47,,,,347.08,347.8,343.33,342.555,338.62000000000006,344.12999999999994,343.2366666666667,350.37,358.66499999999996,353.26666666666665,349.0466666666667,348.68666666666667,355.54,358.1333333333334,359.2733333333333,357.8766666666666,358.8633333333333,355.68666666666667,352.2033333333334,350.87999999999994,352.24666666666667,344.85,343.94,343.88,346.0833333333333,342.6033333333333,349.7066666666667,352.18333333333334,361.06,361.49666666666667,,354.8333333333333,350.8033333333333,354.4633333333333,352.74999999999994,357.96666666666664,364.38000000000005,369.4066666666666,369.01666666666665,343.15000000000003,338.42,330.68,303.9325,341.0933333333333,355.59999999999997,360.82,,360.8066666666666,365.01,363.90333333333336,359.17333333333335,358.855,,335.205,288.8475,320.375,333.66999999999996,336.78000000000003,340.7966666666667,339.1566666666667,342.41,344.27666666666664,348.3699999999999,356.315,355.3233333333333,358.81,363.96,362.41,358.08,,334.5575,,,337.76666666666665,,,L8
2019-05-28 22:20:29+00:00,,,,,,,,,,,,282.01,303.26,,308.98,312.09,,,,328.17,310.04,304.57,,318.51,318.43,327.5,310.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.56,333.29,314.76,316.07,322.0,,,,,,,305.32,,319.24,313.14,316.58,327.41,310.26,311.04,292.74,,,333.44,290.58,321.36,292.59,299.16,299.18,317.1,308.74,,330.88,,,,,,,,338.97,,,,,,L8
2019-06-22 22:14:28+00:00,,,,,,,,,,,,293.37,303.64,321.98,312.155,312.09,315.51,320.55,324.64,328.17,313.33000000000004,307.27,,319.23,321.53499999999997,330.03499999999997,313.975,,,,,,,,,,326.46,335.25,331.24,333.26,316.29,,,,,290.26,297.51,,,,,,,,,314.23,329.84000000000003,314.66999999999996,317.21500000000003,322.49,,,,,,,305.32,,321.265,312.5,313.5,322.43,309.57,308.75,288.09000000000003,295.13,278.82,333.44,290.58,321.36,292.59,299.775,301.775,316.93,314.445,,330.88,,,,,,,70.52,338.97,,,,,,L8
2019-09-10 22:14:51+00:00,,,,,,,,,,,,287.84999999999997,303.64,321.98,310.7266666666667,312.09,315.51,320.55,324.64,328.17,313.31,309.14000000000004,,319.23,321.53499999999997,330.03499999999997,316.13666666666666,310.14,,295.01,,,,,,,326.46,335.25,331.24,333.26,316.29,,,,,290.26,297.51,,,,,,,,,314.23,329.84000000000003,314.66999999999996,317.21500000000003,322.49,,,,,,,,,321.265,317.02666666666664,313.5,322.43,309.57,308.75,283.58,291.725,295.85,,261.39,,292.59,299.775,301.775,316.93,314.445,,330.88,,,,,,,72.72999999999999,,,,,,,L8
2019-09-26 22:14:56+00:00,,,,,,,,,,,,287.84999999999997,303.64,321.98,310.7266666666667,312.09,315.51,320.55,324.64,328.17,313.31,309.14000000000004,,319.23,321.53499999999997,330.03499999999997,316.13666666666666,310.14,,310.935,320.94,333.6,,,,,326.46,335.25,331.24,333.26,316.29,,,,,290.26,297.51,,,,,,,,,314.23,329.84000000000003,314.66999999999996,317.21500000000003,322.49,,,,,,,283.61,,321.265,317.02666666666664,313.5,322.43,309.57,308.75,283.58,291.725,295.85,338.77,275.265,317.84,312.615,299.775,301.775,316.93,314.445,,330.88,,,,,,,72.72999999999999,347.01,,,344.12,,,L8
2019-11-13 22:14:57+00:00,,,,,,,,,,,,287.84999999999997,303.64,321.98,310.7266666666667,312.09,315.51,320.55,324.64,328.17,313.31,309.14000000000004,,319.23,321.53499999999997,330.03499999999997,316.13666666666666,310.14,,310.935,320.94,333.6,,358.03,355.07,351.86,343.16499999999996,335.25,331.24,333.26,316.29,,,,,290.26,297.51,,,,,,,,,314.23,329.84000000000003,314.66999999999996,317.21500000000003,322.49,,,,,,,294.57,,321.265,317.02666666666664,313.5,322.43,309.57,308.75,283.58,291.725,295.85,336.45,280.75333333333333,318.265,312.615,299.775,301.775,316.93,314.445,,330.88,,,,,360.96,356.53,72.72999999999999,345.455,,,338.315,,,L8
2019-11-29 22:14:55+00:00,,,,,,,,,,,,305.87333333333333,322.615,321.98,311.6,333.12,326.33,320.55,324.64,,314.94500000000005,311.42500000000007,,319.95,324.64,332.57,326.76,310.14,,310.935,331.645,333.6,,357.71,355.18,352.68,349.00333333333333,349.695,331.24,333.26,316.29,,,,351.11,290.26,297.51,346.9,,,,,,,,317.9,326.39,314.58,318.36,322.98,364.2,,,,,,298.07666666666665,,323.29,318.96999999999997,310.42,317.45,308.88,306.46,279.0,291.725,295.85,335.38,282.59749999999997,318.265,334.405,319.76,304.37,316.76,320.15,,,,354.34,359.51,361.82,360.755,355.21,72.72999999999999,344.3566666666666,,,338.6766666666667,,,L8
2020-01-23 22:20:55+00:00,,,,,,,,,,338.05,332.95,315.3566666666666,339.705,340.2,321.45,332.94,337.15,,,,313.27,312.88,,,,,334.91333333333336,310.14,333.75,320.5366666666667,335.27,341.59000000000003,356.08,357.0666666666666,354.83,353.02666666666664,359.98,364.14,,,,,350.64,,351.11,,,346.955,,,347.58,350.99,358.92,361.96,,354.95,351.62,,,356.46,364.095,,,,,,298.9275,,,326.08,,,,,274.56,288.32,312.88,335.185,284.62399999999997,318.31333333333333,334.9766666666667,339.64,342.88,339.63,,,344.82,356.17,353.845,359.125,361.62,359.65333333333336,354.7733333333333,74.94,343.8,,,337.205,,,L8
2020-03-11 22:20:40+00:00,,,,354.51,,,348.67,352.16,,339.46500000000003,334.075,336.11,342.19666666666666,343.515,335.03,332.94,339.335,,,,,,,,,,342.14,,338.575,339.01666666666665,341.4825,348.23,356.08,358.9975,354.83,353.02666666666664,362.0075,364.14,,,,,350.64,,351.11,,,346.955,,,347.58,350.99,358.92,361.96,,354.95,351.62,,,356.46,364.095,,,,,,302.378,,,,,,,,,,,336.364,291.80600000000004,319.61,334.9766666666667,339.64,342.88,339.63,,,346.935,356.17,353.845,359.125,361.62,359.65333333333336,356.79499999999996,,343.698,,,339.27,323.93,,L8
2020-05-30 22:20:16+00:00,,,,354.51,,,348.67,352.16,,339.46500000000003,327.07666666666665,326.1133333333333,342.68999999999994,343.515,335.03,332.76,341.52,324.43,330.65,,,,,,336.2,338.62,334.97,314.69,331.9266666666667,341.65333333333336,337.8866666666667,342.1133333333333,356.08,360.285,354.13,337.36,356.1033333333333,343.99,347.27,340.33,320.2,,350.64,,298.66,297.29,299.2,335.12,,,347.58,350.99,358.92,361.96,,340.2,351.62,323.68,328.44,341.225,363.99,,,,,,308.8299999999999,324.87,324.62,313.2,312.51,328.77,323.2,330.37,295.3,306.77,334.76,327.31333333333333,286.77,320.95500000000004,318.66499999999996,323.875,332.825,332.32,328.24,330.91,343.59,356.17,353.35,358.74,361.42,357.45,358.37999999999994,,342.71000000000004,,,340.15999999999997,323.93,,L8
2020-06-08 22:14:11+00:00,,,,354.51,,,348.67,352.16,,339.46500000000003,327.07666666666665,326.1133333333333,342.68999999999994,343.515,335.03,332.76,341.52,324.43,330.65,,,,,,336.2,338.62,334.97,314.69,331.9266666666667,341.65333333333336,337.8866666666667,342.1133333333333,356.08,360.285,354.13,337.36,356.1033333333333,343.99,347.27,340.33,320.2,,350.64,,298.66,297.29,299.2,335.12,,,347.58,350.99,358.92,361.96,,340.2,351.62,323.68,328.44,341.225,363.99,,,,,,308.63666666666666,324.87,324.62,313.2,312.51,328.77,323.2,330.37,295.3,306.77,334.76,327.31333333333333,288.0525,323.04333333333335,318.66499999999996,323.875,332.825,332.32,328.24,330.91,343.59,356.17,353.35,358.74,361.42,357.45,358.37999999999994,,345.5566666666667,,,343.91333333333336,323.93,,L8
2020-07-10 22:14:27+00:00,,,,354.51,,,348.67,352.16,,339.46500000000003,327.07666666666665,326.1133333333333,342.68999999999994,343.515,335.03,332.76,341.52,324.43,330.65,,,,,,331.74,338.62,329.3933333333334,314.69,331.9266666666667,341.65333333333336,337.8866666666667,342.1133333333333,356.08,360.285,354.13,337.36,356.1033333333333,343.99,347.27,340.33,320.2,,350.64,,298.66,297.29,299.2,335.12,,,347.58,350.99,358.92,361.96,,340.2,351.62,323.68,328.44,341.225,363.99,328.47,,,,,308.63666666666666,322.03,320.37,310.95,310.29999999999995,325.26,315.28999999999996,316.77,289.155,298.82,308.06,327.31333333333333,288.0525,323.04333333333335,318.66499999999996,323.875,321.28666666666663,327.54,326.095,327.785,341.3575,356.17,353.35,358.74,361.42,357.45,358.37999999999994,67.66,345.5566666666667,,,343.91333333333336,323.93,,L8
2020-07-17 22:20:40+00:00,,,,354.51,,,348.67,352.16,,339.46500000000003,327.07666666666665,326.1133333333333,342.68999999999994,343.515,335.03,332.76,341.52,324.43,330.65,,,,,,331.74,338.62,329.3933333333334,314.69,331.9266666666667,341.65333333333336,333.8175,341.195,355.65999999999997,357.19666666666666,349.805,338.75666666666666,354.27,348.31,347.27,344.695,327.57,,350.64,,299.53,301.995,303.065,332.54,,,347.58,350.99,348.29,361.96,,340.2,351.62,323.68,328.44,334.3533333333333,363.99,328.47,,,,,308.63666666666666,323.64000000000004,320.37,316.71999999999997,314.0833333333333,327.39,322.59666666666664,313.1566666666667,295.0233333333333,298.82,308.06,325.34000000000003,288.0525,318.515,314.01,320.3866666666667,321.835,327.8825,328.6366666666667,330.4066666666667,341.14,352.83500000000004,341.525,358.74,361.42,357.45,358.37999999999994,76.00999999999999,338.45750000000004,,,343.91333333333336,323.93,,L8
2020-07-26 22:14:32+00:00,,,,354.51,,,348.67,352.16,,340.88,324.14,310.39333333333326,328.68,346.83,,,341.52,324.43,330.65,,,,,,332.43,338.555,323.33,317.79499999999996,319.86999999999995,342.61,324.45000000000005,338.40000000000003,355.24,357.905,345.48,331.275,352.56333333333333,348.31,347.27,344.695,327.57,,,,299.53,299.1666666666667,303.19,323.87,316.11,,,,337.66,,,325.45,,323.68,328.44,323.29999999999995,,330.06500000000005,,328.71,,,312.21500000000003,321.605,322.3566666666666,315.4325,314.2725,324.48749999999995,321.18,310.7825,295.255,297.3833333333333,306.48,322.2533333333334,286.49333333333334,318.54999999999995,302.955,310.50500000000005,307.90999999999997,322.88,327.5575,329.9775,339.402,349.5,329.7,,,,362.86,74.88333333333333,337.23333333333335,,,349.475,323.93,,L8
2020-08-27 22:14:44+00:00,,,,354.51,,,348.67,352.16,,340.88,324.14,302.245,324.3833333333334,346.83,,,341.52,323.895,330.65,,,,,,332.0725,338.555,323.33,318.7366666666667,319.86999999999995,342.61,324.45000000000005,338.40000000000003,355.24,357.905,345.48,331.275,352.56333333333333,348.31,347.27,344.695,327.57,,,,299.53,298.7575,305.685,323.99,318.815,319.94,309.52,,337.66,,,311.53999999999996,,323.68,328.44,323.29999999999995,,330.06500000000005,,328.71,,,312.21500000000003,316.252,323.6725,316.674,317.588,323.884,320.006,309.304,293.58000000000004,295.12,308.3375,312.4875,280.78,318.54999999999995,302.955,310.50500000000005,307.90999999999997,322.45799999999997,326.168,329.354,338.12,349.5,329.7,,,,362.86,74.88333333333333,337.23333333333335,,,349.475,323.93,,L8
2020-11-22 22:21:06+00:00,,,,,,,,,,,324.28,289.97,312.985,,,,,323.895,330.65,,,,,,332.0725,338.555,323.33,325.3675,318.4433333333333,340.065,321.145,326.845,355.24,356.595,351.70500000000004,341.4066666666667,351.5133333333333,354.7166666666667,356.45,344.695,327.57,,,353.51,299.53,298.7575,305.685,323.99,318.815,319.94,309.52,,337.66,,,311.53999999999996,,323.68,328.44,323.29999999999995,,330.06500000000005,,328.71,,,307.95,316.252,323.6725,316.674,317.588,323.884,320.006,309.304,293.58000000000004,295.12,308.3375,311.9525,278.6575,317.8966666666667,302.955,310.50500000000005,307.90999999999997,322.45799999999997,326.168,329.354,335.934,355.22,344.17499999999995,363.86,366.01,362.21,358.89,74.88333333333333,337.54333333333335,,,344.365,,,L8
2021-03-30 22:20:34+00:00,,,,,,,353.05,350.57,,339.68,335.145,,,,,,,,,,,,,,,,,345.26,338.935,345.695,347.21,353.01,360.74,363.39,361.66499999999996,361.67,364.94,367.53,365.63,,,,,353.51,,,,,,,,,,,,,,,,357.48,365.58,,,,347.19,335.67,310.54499999999996,,,,,,,,,,,338.94,290.735,320.70500000000004,337.85,,,,,,,361.8,359.45,365.31,367.71500000000003,362.21,358.89,,342.935,,,339.3,,,L8
2021-06-11 22:14:25+00:00,,340.4,357.17,350.55,307.36,290.4,353.145,350.355,,334.985,334.14,,348.24,350.21,343.25,343.43,338.53,342.63,,,,,,,,,348.95,344.12,342.46500000000003,348.475,347.52,357.41499999999996,362.45000000000005,364.61,365.4,,,370.25,367.93,367.08,371.79,364.46,359.41,362.47,,,335.93,337.23,,,,,,,,,,,,357.65,365.58,,,343.3,347.19,335.67,311.86,,,348.09,,,,,,,,346.42,292.795,322.88,338.555,346.08,,,345.66,349.33,,364.875,363.83000000000004,366.76,369.42,,,,341.65,,,341.29,,,L8
