dates,nzd0143-0000,nzd0143-0001,nzd0143-0002,nzd0143-0003,nzd0143-0004,nzd0143-0005,nzd0143-0006,nzd0143-0007,nzd0143-0008,nzd0143-0009,nzd0143-0010,nzd0143-0011,nzd0143-0012,satname
1999-08-26 22:04:44+00:00,,,,,,,,,,,,,357.16,L7
1999-11-14 22:04:42+00:00,,372.27,,,,,,,,,,,357.16,L7
2000-01-01 22:04:37+00:00,,372.27,,,,,,310.13,,,,,357.16,L7
2000-02-11 21:58:22+00:00,,358.855,,,,,,310.13,,297.3,298.73,,357.16,L7
2000-05-24 22:03:46+00:00,332.86,350.53999999999996,,,,,,310.13,,297.3,298.73,,358.7,L7
2000-07-11 22:03:17+00:00,351.84000000000003,350.53999999999996,,,,,,,,297.3,298.73,,358.7,L7
2000-07-20 21:56:59+00:00,343.6433333333334,345.95,285.53,,212.3,,,332.8,,297.3,298.73,351.21,355.245,L7
2000-09-13 22:02:26+00:00,347.915,346.2049999999999,285.53,,212.3,,,332.8,,,,351.21,356.8333333333333,L7
2001-01-03 22:02:12+00:00,352.9333333333334,336.77,285.53,,212.3,,,332.8,,308.84,333.91,351.21,355.9,L7
2001-03-01 21:56:21+00:00,364.75,369.37,,,,,,,,308.84,333.91,,360.01,L7
2001-03-17 21:56:16+00:00,373.21500000000003,369.37,,,,,,,,308.84,333.91,,,L7
2001-06-05 21:55:40+00:00,355.3633333333334,355.015,299.86,,208.25,,203.49,334.99,,308.84,340.755,344.1,356.3,L7
2001-08-15 22:00:38+00:00,356.3375,357.28999999999996,299.86,312.03,208.25,,203.49,334.99,,,347.065,339.285,352.32500000000005,L7
2001-08-24 21:54:24+00:00,356.6,356.89750000000004,299.86,302.84,208.25,,203.49,334.99,,,347.55,339.285,351.9066666666667,L7
2001-09-09 21:54:36+00:00,357.358,358.0625,299.86,303.24666666666667,208.25,,203.49,334.99,,,347.55,339.285,351.9066666666667,L7
2002-01-06 22:00:31+00:00,365.81249999999994,363.8633333333333,,303.24666666666667,,,,,,,350.1366666666666,334.47,350.28000000000003,L7
2002-01-22 22:00:40+00:00,368.7679999999999,363.8633333333333,,303.24666666666667,,,,353.07,,,350.1366666666666,334.47,350.28000000000003,L7
2002-01-31 21:54:50+00:00,368.0233333333333,363.425,,303.24666666666667,,,,353.07,,,350.1366666666666,334.47,350.28000000000003,L7
2002-02-16 21:54:54+00:00,369.776,366.7275,,298.855,,,,353.07,,304.15,351.93999999999994,,356.5566666666667,L7
2002-02-23 22:00:43+00:00,371.48,370.3966666666667,334.21,304.06,,,,350.08,,292.95,355.36,,355.73,L7
2002-04-28 22:00:38+00:00,371.21000000000004,364.87000000000006,334.21,277.02,,,,350.08,,292.95,355.36,,355.73,L7
2002-06-24 21:54:04+00:00,366.776,362.5375,334.21,277.02,204.39,,,350.24,,292.95,355.36,,357.185,L7
2002-07-17 22:00:08+00:00,365.02500000000003,357.596,323.25,264.585,206.235,,,347.96,,292.95,346.7,344.64,356.625,L7
2002-08-18 21:59:57+00:00,357.605,350.2733333333333,325.6133333333333,271.27,212.49666666666667,,216.84,347.70500000000004,,281.75,346.16999999999996,344.64,353.10666666666674,L7
2002-08-27 21:54:00+00:00,349.04,355.74249999999995,321.31499999999994,279.555,212.49666666666667,,216.84,347.91,,,346.16999999999996,344.64,356.9866666666667,L7
2002-12-24 22:00:09+00:00,361.57,353.2233333333333,321.31499999999994,280.40000000000003,216.55,,216.84,346.58500000000004,,,346.16999999999996,344.64,354.70500000000004,L7
