dates,satname,nzd0143-0000,nzd0143-0001,nzd0143-0002,nzd0143-0003,nzd0143-0004,nzd0143-0005,nzd0143-0006,nzd0143-0007,nzd0143-0008,nzd0143-0009,nzd0143-0010,nzd0143-0011,nzd0143-0012
1999-08-26 22:04:44.971000,L7,,,,365.18,370.98,369.24,389.42,365.17,390.25,368.16,372.54,367.54,378.41
1999-09-20 21:58:32.521000,L7,358.24,356.25,360.60,367.45,360.56,367.80,372.89,366.47,357.76,349.45,349.94,355.32,359.62
1999-09-27 22:04:48.949000,L7,363.79,365.27,374.78,378.22,373.31,379.42,386.28,384.35,379.74,384.94,383.99,389.67,
1999-10-22 21:58:28.758000,L7,345.56,355.64,364.12,371.56,367.01,367.53,357.96,347.96,347.00,343.83,340.84,299.48,350.10
1999-11-14 22:04:42.286000,L7,366.90,367.71,373.88,380.51,381.22,382.63,388.68,386.82,379.48,385.28,392.50,392.42,376.49
1999-12-09 21:58:57.676000,L7,364.26,362.75,372.00,377.95,375.52,379.53,386.48,381.91,379.88,367.78,,,375.18
1999-12-25 21:58:52.197000,L7,366.35,365.08,371.62,382.73,376.60,385.49,393.44,384.90,389.02,387.20,389.56,389.88,
2000-02-11 21:58:22.025000,L7,369.35,369.98,371.48,375.29,370.42,375.95,391.69,392.63,395.56,361.97,362.83,361.09,339.93
2000-02-18 22:04:29.218000,L7,361.37,317.37,347.51,385.87,385.08,390.70,400.83,399.93,396.69,363.31,368.91,367.89,371.93
2000-02-27 21:58:40.521000,L7,,384.99,361.66,363.20,361.98,378.91,400.53,403.43,375.57,370.14,373.34,375.08,376.14
2000-03-14 21:58:35.291000,L7,378.48,371.28,370.95,382.81,,391.69,371.69,380.30,391.53,,,,
2000-03-30 21:58:33.541000,L7,378.59,373.27,361.35,376.81,372.28,381.17,399.37,403.56,350.70,381.03,382.85,377.51,378.51
2000-05-24 22:03:46.662000,L7,,,,,359.97,359.20,376.29,338.78,,,,361.45,385.96
2000-07-11 22:03:17.779000,L7,366.50,377.81,364.27,,362.42,376.36,390.59,393.31,397.11,,,,
2000-07-20 21:56:59.837000,L7,,,,,,,366.72,339.15,355.40,355.13,350.81,359.00,360.40
2000-08-12 22:02:54.094000,L7,,,,,,331.64,366.20,348.97,363.64,355.48,349.15,343.49,354.73
2000-09-06 21:56:22.949000,L7,372.36,366.03,368.56,377.01,370.79,373.38,,,333.59,350.25,350.22,347.00,358.02
2000-09-13 22:02:26.190000,L7,358.86,364.25,368.57,376.59,370.95,375.91,389.19,380.54,375.72,381.15,382.77,388.59,
2000-09-22 21:56:05.544000,L7,401.78,390.07,385.75,395.54,394.93,399.33,,,,,,,
2000-09-22 21:56:29.431000,L7,393.36,386.43,384.83,395.14,394.11,399.38,,,,,,,
2000-10-15 22:01:56.204000,L7,355.53,357.11,364.21,373.64,365.71,371.07,380.47,368.42,360.75,364.26,374.78,383.40,390.75
2000-12-11 21:56:00.959000,L7,362.58,359.03,369.81,374.19,370.10,372.97,380.47,271.08,359.64,388.84,320.83,,
2001-01-03 22:02:12.432000,L7,387.77,366.76,375.47,391.11,387.35,391.65,402.30,399.12,397.94,369.59,380.57,379.01,343.92
2001-01-12 21:56:06.772000,L7,349.07,347.70,360.99,371.54,295.86,,,,,269.28,378.85,377.36,389.00
