dates,satname,nzd0038-0000,nzd0038-0001,nzd0038-0002
2014-05-14 22:17:08.923000,L8,261.50,260.29,275.26
2014-05-30 22:17:11.184000,L8,244.49,244.63,252.40
2014-07-01 22:17:22.417000,L8,242.57,247.81,254.22
2014-07-17 22:17:28.260000,L8,250.07,252.59,260.91
2014-07-26 22:11:19.207000,L8,280.28,282.91,298.30
2014-10-14 22:11:38.746000,L8,250.80,257.75,272.69
2014-10-30 22:11:34.905000,L8,258.91,264.34,279.72
2015-01-02 22:11:27.004000,L8,251.22,257.29,268.25
2015-01-25 22:17:32.812000,L8,571.72,292.32,305.34
2015-02-19 22:11:13.759000,L8,245.97,249.63,255.41
2015-02-26 22:17:23.009000,L8,260.07,262.73,279.74
2015-03-30 22:17:01.871000,L8,269.22,266.06,278.25
2015-04-24 22:10:44.446000,L8,256.11,258.31,274.83
2015-05-10 22:10:28.533000,L8,279.20,278.42,296.33
2015-06-02 22:16:44.532000,L8,256.69,258.41,277.78
2015-06-11 22:10:40.593000,L8,253.78,257.15,267.30
2015-06-27 22:10:46.339000,L8,251.31,254.10,266.39
2015-07-04 22:17:02.361000,L8,246.24,248.04,258.87
2015-07-29 22:11:01.897000,L8,250.55,256.70,270.08
2015-08-05 22:17:13.094000,L8,243.87,243.89,252.22
2015-08-14 22:11:07.472000,L8,271.44,271.95,291.00
2015-10-08 22:17:36.852000,L8,247.71,264.31,255.39
2015-10-24 22:17:40.820000,L8,261.06,262.94,279.37
2015-12-11 22:17:42.627000,L8,245.74,245.25,251.99
2015-12-20 22:11:33.546000,L8,250.42,256.48,267.12
2015-12-27 22:17:43.409000,L8,284.80,279.79,287.17
2016-01-12 22:17:40.472000,L8,274.04,272.77,287.34
2016-01-28 22:17:39.790000,L8,255.38,256.24,266.99
2016-02-22 22:11:18.630000,L8,259.15,258.95,273.26
2016-03-09 22:11:16.948000,L8,263.39,264.23,280.33
2016-03-25 22:11:08.402000,L8,263.70,274.65,304.57
2016-05-12 22:10:56.720000,L8,260.09,264.87,279.81
2016-05-19 22:17:11.230000,L8,249.38,249.60,261.52
2016-05-28 22:11:03.859000,L8,251.51,256.49,267.15
2016-06-04 22:17:16.433000,L8,245.60,248.31,253.18
2016-06-13 22:11:06.720000,L8,271.19,277.95,298.45
2016-06-29 22:11:15.136000,L8,260.13,268.63,256.58
2016-07-15 22:11:22.376000,L8,250.24,257.16,271.40
2016-08-07 22:17:37.552000,L8,247.84,251.56,262.47
2016-08-16 22:11:29.744000,L8,255.49,261.57,280.70
2016-09-08 22:17:48.858000,L8,246.00,249.94,258.59
2016-10-10 22:17:54.274000,L8,256.61,261.15,272.80
2016-10-19 22:11:45.519000,L8,246.71,252.78,243.78
2016-11-20 22:11:45.458000,L8,278.67,286.41,307.21
2017-01-30 22:17:38.957000,L8,254.66,254.32,265.83
2017-03-03 22:17:25.727000,L8,246.61,246.30,252.38
2017-03-28 22:11:00.765000,L8,266.34,273.62,289.11
2017-04-13 22:10:53.080000,L8,249.49,254.05,266.22
2017-04-20 22:16:59.468000,L8,271.34,271.67,287.51
2017-05-06 22:16:55.401000,L8,248.84,251.08,260.69
2017-06-07 22:17:15.240000,L8,245.35,249.16,256.20
2017-06-16 22:11:07.889000,L8,246.56,253.50,262.94
2017-07-09 22:17:23.906000,L8,249.23,251.19,261.06
2017-07-25 22:17:30.862000,L8,243.59,243.19,247.06
2017-08-10 22:17:37.375000,L8,259.64,261.28,273.38
2017-09-11 22:17:42.311000,L8,257.74,259.92,273.38
2018-01-10 22:11:30.163000,L8,258.23,260.99,278.48
2018-01-26 22:11:21.264000,L8,271.74,281.57,299.16
2018-02-18 22:17:22.771000,L8,245.72,248.21,256.29
2018-02-27 22:11:07.813000,L8,264.58,283.94,303.88
2018-03-31 22:10:51.947000,L8,291.32,276.19,282.08
2018-04-07 22:16:59.037000,L8,245.39,245.14,252.74
2018-05-02 22:10:33.919000,L8,248.30,252.30,263.43
2018-05-09 22:16:40.331000,L8,263.81,273.99,292.10
2018-05-18 22:10:23.040000,L8,255.28,259.33,274.23
2018-05-25 22:16:28.178000,L8,245.92,244.14,255.03
2018-08-06 22:10:46.333000,L8,254.43,258.52,276.83
2018-09-07 22:11:00.442000,L8,246.42,252.32,266.79
2018-10-09 22:11:13.339000,L8,287.07,286.42,300.80
2018-11-17 22:17:31.986000,L8,527.08,303.80,310.73
2018-12-12 22:11:17.117000,L8,278.69,283.16,300.46
2018-12-19 22:17:28.292000,L8,447.14,291.96,289.27
2019-01-04 22:17:27.803000,L8,255.82,256.66,269.56
2019-01-20 22:17:24.544000,L8,256.65,256.67,265.43
2019-02-05 22:17:21.574000,L8,253.66,255.95,262.18
2019-02-14 22:11:09.519000,L8,267.93,272.28,287.68
2019-03-02 22:11:05.349000,L8,249.11,254.52,266.64
2019-03-25 22:17:09.739000,L8,259.39,258.09,272.32
2019-04-26 22:16:59.330000,L8,261.40,259.75,276.52
2019-05-12 22:17:08.680000,L8,244.45,245.88,248.66
2019-05-28 22:17:17.913000,L8,247.52,248.69,259.83
2019-06-06 22:11:11.322000,L8,251.11,253.16,263.10
2019-07-08 22:11:20.766000,L8,527.61,282.69,299.71
2019-07-24 22:11:25.033000,L8,251.16,255.49,263.92
2019-08-25 22:11:35.797000,L8,258.37,260.89,282.11
2019-09-10 22:11:39.873000,L8,272.69,281.74,298.75
2019-09-26 22:11:45.238000,L8,257.79,262.77,280.26
2019-11-04 22:17:58.697000,L8,256.85,258.00,274.13
2019-11-20 22:17:54.950000,L8,272.23,277.81,287.88
2019-12-22 22:17:51.823000,L8,256.01,257.66,267.84
2019-12-31 22:11:38.231000,L8,257.22,258.20,269.81
2020-01-16 22:11:35.087000,L8,255.98,258.17,270.01
2020-02-01 22:11:29.826000,L8,295.37,300.67,317.79
2020-02-08 22:17:38.924000,L8,260.69,257.66,278.87
2020-02-17 22:11:26.315000,L8,259.81,261.01,276.82
2020-02-24 22:17:35.189000,L8,262.96,269.38,279.72
2020-03-11 22:17:28.877000,L8,254.90,257.32,270.45
2020-03-27 22:17:20.128000,L8,244.77,246.22,250.63
2020-04-12 22:17:12.700000,L8,244.35,243.58,246.97
2020-04-21 22:10:57.868000,L8,274.91,279.61,298.52
2020-04-28 22:17:04.952000,L8,251.99,250.74,263.09
2020-07-01 22:17:22.957000,L8,251.51,251.98,262.69
2020-07-10 22:11:15.773000,L8,253.97,257.53,274.77
2020-07-17 22:17:28.975000,L8,243.47,245.71,253.31
2020-08-02 22:17:33.048000,L8,247.18,249.68,259.50
2020-09-03 22:17:46.393000,L8,245.50,247.17,257.91
2020-09-12 22:11:38.984000,L8,250.73,255.04,269.41
2020-09-19 22:17:52.015000,L8,254.43,254.85,266.74
2020-09-28 22:11:43.377000,L8,259.33,263.44,279.01
2020-12-17 22:11:45.420000,L8,268.16,266.88,286.74
2021-01-02 22:11:41.110000,L8,245.13,247.88,250.15
2021-01-25 22:17:44.203000,L8,259.36,259.21,275.08
2021-02-19 22:11:27.994000,L8,280.22,272.85,295.78
2021-02-26 22:17:35.944000,L8,264.67,263.22,278.99
2021-03-23 22:11:13.381000,L8,257.05,266.93,
2021-04-15 22:17:16.883000,L8,262.70,262.37,277.33
2021-04-24 22:11:01.432000,L8,286.01,291.28,302.62
2021-05-01 22:17:07.841000,L8,260.87,263.78,273.67
2021-05-17 22:17:12.707000,L8,383.50,309.36,311.98
2021-05-26 22:11:07.110000,L8,251.32,255.85,265.47
2021-07-04 22:17:29.944000,L8,260.65,259.28,270.90
2021-07-13 22:11:19.559000,L8,251.84,255.92,266.13
2021-08-30 22:11:38.264000,L8,248.00,254.20,263.91
2021-10-01 22:11:46.773000,L8,258.56,266.26,283.78
2021-10-17 22:11:50.671000,L8,251.78,256.66,273.91
2021-10-24 22:18:01.850000,L8,248.12,249.10,257.87
2021-11-18 22:11:44.821000,L8,252.26,256.31,268.62
2021-12-19 22:17:52.616000,L9,258.94,260.99,270.54
2022-01-04 22:17:52.138000,L9,253.42,255.18,265.52
2022-01-05 22:11:39.666000,L8,258.21,257.64,271.41
2022-01-21 22:11:35.958000,L8,264.17,268.66,283.44
2022-02-14 22:11:37.090000,L9,256.25,260.17,274.66
2022-02-21 22:17:43.336000,L9,258.04,257.03,267.10
2022-02-22 22:11:26.680000,L8,250.62,256.48,268.06
2022-03-09 22:17:37.608000,L9,247.11,245.49,254.37
2022-03-10 22:11:23.323000,L8,263.44,267.10,279.29
2022-03-26 22:11:11.888000,L8,260.85,260.54,282.87
2022-05-05 22:11:07.160000,L9,253.77,259.54,272.40
2022-05-12 22:17:13.223000,L9,256.52,258.93,273.70
2022-05-21 22:10:55.639000,L9,570.58,291.94,305.10
2022-06-05 22:17:39.656000,L8,249.59,249.76,260.73
2022-06-13 22:17:12.050000,L9,242.76,244.46,250.32
2022-06-14 22:11:35.206000,L8,251.56,254.35,265.59
2022-07-15 22:17:24.696000,L9,248.14,249.45,260.33
2022-07-16 22:11:39.057000,L8,254.17,255.64,271.33
2022-07-31 22:17:39.593000,L9,250.42,253.66,265.94
2022-08-08 22:18:05.196000,L8,,,334.67
2022-08-09 22:11:34.517000,L9,246.25,252.06,264.38
2022-09-09 22:18:11.619000,L8,257.82,260.62,274.96
2022-09-17 22:17:54.625000,L9,258.53,264.24,279.97
2022-10-19 22:18:03.080000,L9,242.97,245.00,253.71
2022-10-20 22:11:59.771000,L8,283.42,286.56,299.04
2022-11-04 22:18:00.514000,L9,286.92,279.03,287.84
2022-11-12 22:18:10.437000,L8,246.14,248.89,257.57
2022-11-13 22:11:53.247000,L9,280.59,276.26,295.51
2022-12-22 22:17:59.519000,L9,245.32,246.84,250.16
2023-01-24 22:11:46.723000,L8,276.80,277.08,287.58
2023-02-16 22:17:50.035000,L8,245.62,248.60,256.50
2023-03-04 22:17:37.574000,L8,256.95,256.25,266.30
2023-03-13 22:11:23.206000,L8,564.03,289.17,288.78
2023-03-21 22:11:31.242000,L9,280.26,277.86,290.13
2023-04-13 22:17:27.047000,L9,248.85,251.78,252.40
2023-05-15 22:17:12.111000,L9,252.86,257.53,271.38
2023-05-16 22:10:40.417000,L8,258.43,261.06,281.95
2023-05-23 22:16:53.942000,L8,255.72,255.77,266.41
2023-05-24 22:10:53.254000,L9,245.30,251.91,259.79
2023-06-08 22:17:00.359000,L8,245.43,247.42,254.90
2023-06-09 22:10:48.959000,L9,315.65,305.97,318.96
2023-06-17 22:10:53.102000,L8,253.78,256.68,272.98
2023-06-24 22:17:06.399000,L8,248.98,250.94,263.15
2023-07-11 22:11:00.406000,L9,421.39,,
2023-07-18 22:17:12.131000,L9,,251.65,273.11
2023-08-11 22:17:27.875000,L8,311.87,303.48,314.76
2023-08-28 22:11:20.303000,L9,256.26,264.72,286.16
2023-09-13 22:11:29.496000,L9,262.95,269.24,287.36
2023-09-20 22:17:40.026000,L9,265.69,267.10,279.69
2023-09-28 22:17:43.092000,L8,241.53,256.00,281.83
2023-09-29 22:11:26.883000,L9,262.68,268.89,284.76
2023-10-14 22:17:45.774000,L8,262.74,263.87,274.77
2023-10-15 22:11:39.127000,L9,272.86,276.13,291.16
2023-11-15 22:17:47.856000,L8,544.81,298.40,313.62
2023-11-24 22:11:40.049000,L8,266.81,276.35,289.59
2023-12-17 22:17:48.418000,L8,258.32,259.43,268.77
2023-12-18 22:11:45.147000,L9,279.58,280.75,293.76
2024-01-10 22:17:52.010000,L9,245.88,247.52,245.73
2024-01-11 22:11:32.492000,L8,260.95,261.34,278.01
2024-01-18 22:17:42.241000,L8,247.90,250.38,257.61
2024-02-03 22:17:41.059000,L8,258.71,260.17,263.35
2024-02-04 22:11:43.788000,L9,253.85,255.52,266.70
2024-02-11 22:17:53.113000,L9,257.30,259.21,268.26
2024-02-12 22:11:30.284000,L8,261.33,263.86,277.61
2024-02-19 22:17:39.652000,L8,263.79,267.87,281.22
2024-02-27 22:17:43.972000,L9,444.54,,
2024-02-28 22:11:24.294000,L8,274.28,274.69,285.01
2024-03-30 22:17:36.478000,L9,265.02,266.77,277.64
2024-04-08 22:11:23.266000,L9,524.75,324.19,337.23
2024-04-23 22:17:03.194000,L8,262.39,266.83,281.98
2024-05-01 22:17:11.831000,L9,245.18,247.00,250.37
2024-05-02 22:10:44.568000,L8,260.71,265.32,284.29
2024-05-09 22:16:51.826000,L8,246.21,249.44,259.39
2024-05-10 22:11:00.825000,L9,263.24,269.97,283.84
2024-05-17 22:17:03.987000,L9,250.53,253.11,262.31
2024-05-18 22:10:31.990000,L8,269.73,274.90,296.10
2024-05-26 22:10:48.268000,L9,256.72,257.57,274.53
2024-06-26 22:16:52.651000,L8,253.81,254.32,265.15
2024-06-27 22:10:29.087000,L9,258.06,261.92,281.35
2024-07-12 22:17:00.992000,L8,251.45,252.26,265.23
2024-08-05 22:17:06.640000,L9,247.97,251.68,264.21
2024-08-21 22:17:19.711000,L9,247.89,252.62,262.69
2024-08-22 22:11:10.580000,L8,253.04,261.50,274.83
2024-08-29 22:17:21.978000,L8,253.40,257.84,268.48
2024-11-17 22:17:38.841000,L8,343.71,290.17,298.09
2024-11-25 22:17:51.900000,L9,264.40,269.95,283.36
2024-12-03 22:17:45.212000,L8,356.89,309.02,302.92
2024-12-04 22:11:36.525000,L9,292.69,289.37,303.22
2024-12-28 22:11:26.745000,L8,289.69,291.58,307.33
2025-01-12 22:17:45.559000,L9,251.97,255.90,265.99
2025-01-28 22:17:42.532000,L9,281.38,280.34,290.76
2025-01-29 22:11:28.545000,L8,249.27,253.72,263.66
2025-02-06 22:11:31.478000,L9,251.48,256.48,266.73
2025-02-21 22:17:31.397000,L8,257.95,258.58,273.69
2025-02-22 22:11:33.420000,L9,282.79,282.26,301.42
2025-03-09 22:17:26.663000,L8,255.27,257.90,246.10
2025-03-25 22:17:16.100000,L8,258.16,258.66,278.92
2025-04-11 22:11:17.724000,L9,266.08,269.60,288.24
2025-04-19 22:10:53.223000,L8,288.24,296.86,300.93
2025-05-05 22:10:48.680000,L8,282.01,287.32,297.41
2025-05-20 22:17:06.544000,L9,263.83,272.12,285.49
2025-05-21 22:10:52.095000,L8,277.53,284.41,300.63
2025-06-06 22:10:54.888000,L8,254.40,258.26,276.48
2025-06-13 22:17:12.853000,L8,255.45,257.20,266.43
2025-06-21 22:17:14.951000,L9,250.58,253.94,264.88
2025-06-22 22:11:07.771000,L8,280.33,286.78,296.01
2025-06-29 22:17:21.081000,L8,252.64,255.39,265.82
2025-06-30 22:11:07.788000,L9,253.15,257.76,274.28
2025-07-23 22:17:27.519000,L9,247.60,251.62,261.95
2025-07-24 22:11:17.990000,L8,259.61,265.60,281.45
2025-08-08 22:17:36.495000,L9,248.28,252.25,262.57
2025-08-09 22:11:25.572000,L8,288.84,287.64,302.03
2025-08-17 22:11:30.718000,L9,236.89,240.22,244.58
2025-09-02 22:11:35.536000,L9,508.15,291.11,305.38
2025-09-18 22:11:37.859000,L9,356.90,313.18,322.60
2025-09-25 22:17:52.465000,L9,256.96,261.04,268.79
2025-10-04 22:11:42.144000,L9,265.95,271.35,287.92
2025-10-19 22:17:50.450000,L8,264.34,268.68,280.66
2025-11-04 22:17:53.875000,L8,277.97,271.38,283.31
2025-11-05 22:11:46.482000,L9,284.32,285.88,298.55
