dates,nzd0403-0000,nzd0403-0001,nzd0403-0002,nzd0403-0003,nzd0403-0004,nzd0403-0005,nzd0403-0006,nzd0403-0007,nzd0403-0008,nzd0403-0009,nzd0403-0010,nzd0403-0011,satname
1999-09-04 22:00:33+00:00,,,,,,,,,,,273.62,337.48,L7
2000-03-30 22:00:09+00:00,,,,,,,294.93,298.73,292.33,304.34,306.02,356.71,L7
2000-05-01 21:59:54+00:00,,,,,,,293.69,298.65,290.515,303.735,310.41999999999996,354.185,L7
2000-10-08 21:58:00+00:00,,,,,,,290.565,298.89,289.04499999999996,296.19,302.84000000000003,346.96000000000004,L7
2000-11-25 21:57:58+00:00,,,,,,294.11,289.45500000000004,302.38,290.755,292.71000000000004,294.96000000000004,343.23,L7
2002-10-14 21:55:19+00:00,,,,,,,276.73,297.96,288.17,290.68,291.52,340.26,L7
2002-10-30 21:55:25+00:00,,,,,,,275.33500000000004,293.81,284.815,285.78499999999997,290.34000000000003,339.32,L7
2004-04-02 21:46:54+00:00,,,,,,,291.32,309.66,297.94,295.77,297.22,,L5
2004-05-04 21:47:51+00:00,,,,,,,287.305,299.71500000000003,292.275,291.03499999999997,285.875,307.45,L5
2005-01-15 21:53:45+00:00,,,,,,,303.93,320.27,312.79,294.75,295.0,,L5
2005-03-04 21:54:27+00:00,,,,,,,298.02,311.645,308.39,291.425,293.9,299.26,L5
2005-04-05 21:54:42+00:00,,,,,,,295.66,306.31,304.15333333333336,289.81666666666666,292.09,304.95,L5
2005-04-21 21:54:46+00:00,,,,,,,295.825,307.0,301.635,290.2275,292.16,312.94,L5
2005-09-28 21:55:44+00:00,,,,,,,291.79333333333335,301.94,297.7033333333334,290.9433333333333,291.82666666666665,319.78,L5
2006-02-19 21:58:15+00:00,,,,,,,287.67,300.375,302.93,294.77,294.64,,L5
2007-01-05 22:02:28+00:00,,,,,,,,,,,,292.32,L5
2011-09-13 21:56:09+00:00,,,,,,,,,279.44,279.05,282.35,303.55,L5
2015-07-22 22:07:13+00:00,,,,,,,,,276.47,282.89,288.28,,L8
2016-04-19 22:07:10+00:00,,,,,,,277.01,292.96,288.05,279.84,292.24,,L8
2016-07-24 22:07:37+00:00,,,,,,,277.01,288.59000000000003,280.38,279.24,283.11,,L8
2016-09-10 22:07:51+00:00,,,,,,,272.53,287.72333333333336,279.43666666666667,278.7966666666667,283.07666666666665,,L8
2016-10-12 22:07:57+00:00,,,,,,,274.67333333333335,289.23,281.5475,278.7966666666667,283.07666666666665,,L8
2017-08-28 22:07:43+00:00,,,,,,,270.3,286.75,282.52,280.75,286.27,,L8
2018-08-31 22:07:11+00:00,,,,,,,283.22,289.68,287.92,289.59,289.53,,L8
2018-10-18 22:07:29+00:00,,,,,,,284.56,294.865,287.92,289.59,289.53,,L8
2019-08-02 22:07:41+00:00,,,,,,,285.42,288.95,285.15,287.64,,,L8
2021-05-03 22:07:08+00:00,,,,,,,289.9,298.38,304.87,303.59,306.68,,L8
2022-04-28 22:07:22+00:00,,,,,,,284.44,,,,,,L9
2022-08-02 22:07:43+00:00,,,,,,,278.315,,,,267.44,328.92,L9
2022-09-03 22:07:51+00:00,,,,,,,278.315,,,,267.41499999999996,323.84000000000003,L9
2023-04-15 22:07:28+00:00,,,,,,280.54,297.43,294.21,284.25,280.02,288.01,342.18,L9
2023-04-23 22:07:09+00:00,,,,,,280.54,291.355,293.64,284.675,275.94,277.885,341.315,L8
2023-08-05 22:07:22+00:00,,,,,,293.02,291.34,298.2033333333333,288.46333333333337,279.7866666666667,277.885,341.315,L9
2023-08-13 22:07:31+00:00,,,,,,298.0266666666667,294.855,297.215,288.79,280.5775,280.25,343.16333333333336,L8
2023-08-29 22:07:37+00:00,,,,,,298.0266666666667,294.67199999999997,297.46799999999996,288.036,280.48,281.7675,341.985,L8
2024-04-17 22:07:27+00:00,,,,,,,285.51,297.35,289.35,289.86,290.5,344.36,L9
2024-04-25 22:07:04+00:00,,,,,,,288.34000000000003,304.65,297.845,293.07500000000005,294.83500000000004,347.005,L8
2024-05-03 22:07:13+00:00,,,,,,,287.57666666666665,302.4266666666667,296.7866666666667,290.43,291.6166666666667,346.06666666666666,L9
2024-05-11 22:06:51+00:00,,,,,,,287.57666666666665,302.4266666666667,296.7866666666667,290.43,291.6166666666667,343.8375,L8
2024-05-27 22:06:40+00:00,,,,,,,287.575,301.4175,295.98,289.32,290.78,343.8375,L8
2024-07-06 22:06:56+00:00,,,,,,,287.8,302.264,296.19,291.48400000000004,291.954,343.8375,L9
2025-04-12 22:07:12+00:00,,,,,,,296.78,309.21,292.88,296.61,297.95,,L8
2025-05-06 22:07:18+00:00,,,,,,,295.16999999999996,303.77,288.21000000000004,289.12,291.185,,L9
2025-05-30 22:07:06+00:00,,,,,,,294.25666666666666,301.8633333333333,289.18333333333334,290.43666666666667,291.67333333333335,,L8
