dates,satname,nzd0403-0000,nzd0403-0001,nzd0403-0002,nzd0403-0003,nzd0403-0004,nzd0403-0005,nzd0403-0006,nzd0403-0007,nzd0403-0008,nzd0403-0009,nzd0403-0010,nzd0403-0011
1999-09-04 22:00:33.926000,L7,,,,,,,,,,,273.62,337.48
2000-03-30 22:00:09.363000,L7,,,,,,,294.93,298.73,292.33,304.34,306.02,356.71
2000-05-01 21:59:54.563000,L7,,,,,,,292.45,298.57,288.70,303.13,314.82,351.66
2000-08-05 21:58:44.520000,L7,,,,,,,285.48,301.21,290.57,292.12,294.62,345.82
2000-10-08 21:58:00.300000,L7,,,,,,,288.68,299.21,289.39,289.25,290.86,342.26
2000-11-25 21:57:58.896000,L7,,,,,,294.11,290.23,305.55,292.12,296.17,299.06,344.20
2001-06-05 21:57:16.389000,L7,,,,,,,,,,,292.73,345.58
2001-07-07 21:57:00.006000,L7,,,,,,,,,,,294.33,348.28
2002-05-07 21:56:27.687000,L7,,,,,,,,,,,,345.35
2002-10-14 21:55:19.836000,L7,,,,,,,276.73,297.96,288.17,290.68,291.52,340.26
2002-10-30 21:55:25.430000,L7,,,,,,,273.94,289.66,281.46,280.89,289.16,338.38
2003-05-10 21:56:22.313000,L7,,,,,,,283.94,283.33,278.58,285.67,292.52,340.11
2003-07-21 21:44:09.463000,L5,,,,,,,288.99,304.14,292.23,294.79,290.02,339.47
2004-04-02 21:46:54.575000,L5,,,,,,,291.32,309.66,297.94,295.77,297.22,344.79
2004-05-04 21:47:51.656000,L5,,,,,,,283.29,289.77,286.61,286.30,274.53,307.45
2004-05-20 21:48:20.187000,L5,,,,,,,284.26,298.44,285.70,286.29,276.87,311.03
2004-06-05 21:48:48.638000,L5,,,,,,,273.54,287.05,281.93,278.42,270.91,314.93
2004-07-07 21:49:44.929000,L5,,,,,,,284.92,293.64,290.83,281.25,270.60,318.12
2004-08-08 21:50:26.495000,L5,,,,,,,292.28,309.50,295.79,293.22,291.98,339.88
2004-09-25 21:51:43.061000,L5,,,,,,,284.00,295.97,291.57,288.80,290.90,336.28
2004-10-27 21:52:23.346000,L5,,,,,,,293.12,307.40,298.14,294.56,287.25,312.21
2005-01-15 21:53:45.186000,L5,,,,,,,303.93,320.27,312.79,294.75,295.00,335.34
2005-03-04 21:54:27.824000,L5,,,,,,,292.11,303.02,303.99,288.10,292.80,299.26
2005-04-05 21:54:42.889000,L5,,,,,,,290.94,295.64,295.68,286.60,288.47,310.64
2005-04-21 21:54:46.500000,L5,,,,,,,296.32,309.07,294.08,291.46,292.37,328.92
2005-06-08 21:55:08.756000,L5,,,,,,,294.94,304.32,303.36,300.61,296.06,341.87
2005-09-28 21:55:44.137000,L5,,,,,,,288.12,301.11,303.35,294.77,294.64,330.47
2006-02-19 21:58:15.515000,L5,,,,,,,287.22,299.64,302.51,290.56,295.96,313.90
2006-11-02 22:01:56.430000,L5,,,,,,,277.10,291.99,297.90,296.15,286.67,327.25
2007-01-05 22:02:28.201000,L5,,,,,,,277.33,295.57,283.69,286.79,286.03,292.32
2007-01-21 22:02:33.422000,L5,,,,,,,,276.18,281.89,278.19,279.15,280.42
2008-12-25 21:52:09.965000,L5,,,,,,,295.27,298.21,291.55,287.59,292.52,318.84
2010-01-13 21:58:24.995000,L5,,,,,,,283.90,291.65,277.34,272.12,276.37,286.71
