dates,nzd0317-0000,nzd0317-0001,nzd0317-0002,nzd0317-0003,nzd0317-0004,nzd0317-0005,nzd0317-0006,nzd0317-0007,nzd0317-0008,nzd0317-0009,nzd0317-0010,nzd0317-0011,nzd0317-0012,nzd0317-0013,satname
1999-12-16 22:05:57+00:00,,,325.74,,,,,320.65,311.02,271.81,257.46,221.94,,,L7
2001-10-02 22:01:16+00:00,,,,,,,362.34,,,360.08,369.34,369.47,,,L7
2002-02-07 22:01:54+00:00,,,,385.49,386.37,382.14,363.235,361.54,353.63,354.12,369.34,369.47,,,L7
2002-10-05 22:00:43+00:00,,362.82,360.66,356.03,365.54,359.05,362.15,367.89,359.93,356.75,362.45,350.17,,346.68,L7
2016-01-05 22:13:05+00:00,,332.22,,278.28,264.4,208.44,187.22,,,,,,,334.65,L8
2016-10-10 22:19:30+00:00,,,,271.97,257.96,198.46,,,,,,,,,L8
2016-12-29 22:19:25+00:00,,,295.11,253.21500000000003,256.66499999999996,198.845,,,,,,,326.51,334.54,L8
2017-10-13 22:19:28+00:00,,,,,,,,,,,,,321.93,333.37,L8
2019-09-01 22:19:23+00:00,,,,261.48,259.2,199.45,,,,,,,320.24,308.3,L8
2019-09-17 22:19:29+00:00,,,,257.355,259.475,199.015,,,,,,,326.21000000000004,325.33000000000004,L8
2019-10-28 22:13:24+00:00,,,,257.355,259.475,199.015,,,,,,,325.29333333333335,322.80333333333334,L8
2020-02-01 22:13:05+00:00,,,295.13,264.42333333333335,256.67,197.83333333333334,,,,,,,325.29333333333335,322.80333333333334,L8
2020-07-10 22:12:51+00:00,,,295.13,264.155,251.25,194.785,,,,,,,,,L8
2020-07-17 22:19:04+00:00,,,295.13,262.53666666666663,239.71333333333334,196.25333333333333,172.3,,,,,,,,L8
2022-01-13 22:13:14+00:00,,,262.59,,259.85,200.89,172.61,,,,,,327.84,335.57,L9
2022-01-20 22:19:27+00:00,,,277.4,255.75,253.75,193.70999999999998,172.61,,,,,,327.84,335.57,L9
2022-01-21 22:13:11+00:00,349.88,332.12,285.31,273.99,256.2,198.54666666666665,180.34,,,,,,328.02,337.015,L8
2022-01-28 22:19:19+00:00,349.88,332.12,287.605,270.99,254.4925,195.76749999999998,180.34,,,,,,325.99333333333334,336.31333333333333,L8
2022-04-02 22:18:55+00:00,349.88,332.12,289.562,271.1825,254.4925,195.648,180.34,,,,,,325.99333333333334,328.8725,L8
2022-11-04 22:19:36+00:00,339.76,328.57,290.34,,,190.73,,,,,,,,,L9
2022-11-12 22:19:46+00:00,339.76,328.57,291.505,,250.68,189.405,,,,,,,322.39,331.27,L8
2023-01-15 22:19:29+00:00,339.76,328.57,281.46999999999997,274.25,248.93,188.49,,,,,,,321.67499999999995,331.9,L8
2023-01-16 22:13:22+00:00,339.76,328.57,285.0075,272.255,248.93,189.075,,,,,,,321.67499999999995,331.9,L9
2023-04-13 22:19:02+00:00,346.1,338.77,289.104,278.9066666666667,253.31333333333336,191.1,182.99,,,,,,314.70666666666665,336.0466666666666,L9
2023-04-22 22:12:51+00:00,346.1,338.77,290.3833333333333,276.0825,253.69,191.07833333333335,182.99,,,,,,314.70666666666665,336.0466666666666,L9
2023-06-08 22:18:36+00:00,352.44,348.97,288.236,267.736,255.46499999999997,192.89600000000002,182.99,,,,,,310.86499999999995,329.0333333333333,L8
2023-06-24 22:18:42+00:00,358.88,354.73,288.236,267.736,255.46499999999997,195.2266666666667,189.78500000000003,,,,,,318.28999999999996,334.47749999999996,L8
2023-11-24 22:13:15+00:00,365.32,360.49,281.89,242.70499999999998,255.33999999999997,198.0333333333333,196.58,,,,,,333.14,330.52,L8
2024-02-19 22:19:15+00:00,,,261.94,232.015,254.32,191.07999999999998,,,,,,,327.14,336.26,L8
2024-02-28 22:13:00+00:00,,,280.20500000000004,246.89333333333332,254.84,192.15,,,,,,,323.78,335.97,L8
2024-11-17 22:19:14+00:00,,334.58,300.1,289.75,261.69,201.78,183.74,,,,,,330.29,341.44,L8
2025-01-05 22:13:06+00:00,343.63,334.58,298.655,283.61,258.605,199.035,183.74,,,,,,327.46500000000003,339.565,L9
2025-01-20 22:19:13+00:00,343.63,334.58,296.38,273.04,254.54,194.11666666666667,183.74,,,,,,327.46500000000003,339.565,L8
2025-02-05 22:19:15+00:00,346.22,335.87,298.1075,277.33000000000004,256.2,194.6375,183.74,,,,,,328.57666666666665,339.18666666666667,L8
2025-02-06 22:13:07+00:00,346.22,335.87,297.406,272.26800000000003,254.608,193.286,183.74,,,,,,328.57666666666665,339.18666666666667,L9
2025-02-22 22:13:09+00:00,346.41,335.45666666666665,297.62833333333333,273.32166666666666,254.86,193.17499999999998,183.74,,,,,,326.93,337.7375,L9
2025-03-09 22:19:02+00:00,346.41,335.45666666666665,297.32714285714286,271.6114285714286,254.26285714285717,192.25142857142856,183.74,,,,,,326.93,337.7375,L8
