dates,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122,satname
2015-03-14 22:19:35+00:00,256.078,255.904,252.112,251.38400000000001,251.93,247.11599999999999,248.08599999999996,249.296,248.238,248.094,250.3,253.07,251.046,247.1,247.954,251.446,249.998,245.30599999999998,242.442,244.16,242.506,240.35399999999998,238.31799999999998,241.72600000000003,242.47000000000003,246.314,247.52400000000003,250.42399999999998,253.288,255.7,254.792,259.226,259.47999999999996,261.238,261.36199999999997,264.09399999999994,266.63800000000003,267.56000000000006,270.888,272.696,275.27,277.20799999999997,280.71999999999997,282.834,285.748,287.278,288.012,286.49,287.154,287.742,286.98400000000004,286.34,287.59799999999996,288.134,287.38599999999997,285.822,285.978,287.942,289.494,287.98199999999997,287.95,286.43,290.32599999999996,288.14799999999997,287.93199999999996,292.404,290.78200000000004,288.326,289.024,290.93,291.51,286.046,292.072,288.07599999999996,285.548,292.886,292.16999999999996,296.02599999999995,291.63800000000003,292.59399999999994,298.534,298.27200000000005,295.87199999999996,296.054,295.034,293.89,292.684,292.63199999999995,287.214,293.018,296.90600000000006,297.864,299.418,298.37399999999997,297.808,303.122,298.82599999999996,301.04200000000003,301.36,300.11199999999997,300.334,298.45799999999997,296.594,297.81000000000006,296.418,296.006,297.106,298.546,294.242,324.486,289.36600000000004,278.878,273.12,267.40250000000003,270.88250000000005,270.0925,277.755,285.835,284.8233333333333,289.40500000000003,273.13666666666666,288.8675,329.01800000000003,L8
2015-05-01 22:19:12+00:00,256.2133333333333,256.3566666666667,252.66333333333333,251.83166666666668,252.34333333333333,247.35833333333335,248.505,249.40833333333333,248.64666666666665,247.9366666666667,250.60333333333335,253.17499999999998,251.11666666666667,247.135,247.73333333333335,251.21333333333334,249.87,245.24833333333333,242.39333333333332,244.08,242.49,240.4,238.71833333333333,242.04,242.84500000000003,246.67166666666665,247.58333333333334,250.86,252.99333333333334,255.85666666666665,254.82500000000002,259.50499999999994,259.3716666666666,261.52833333333336,261.2283333333333,264.2683333333333,266.305,267.72333333333336,270.75333333333333,272.8183333333333,275.2366666666667,277.20666666666665,280.50499999999994,282.825,285.7633333333333,287.17833333333334,287.87,286.08,286.92,287.57,286.9916666666666,286.41166666666663,287.51166666666666,287.925,287.44166666666666,285.75333333333333,286.04333333333335,287.945,289.31666666666666,288.08,288.12166666666667,286.3883333333333,290.2633333333333,287.9166666666667,287.6533333333333,292.2083333333333,290.7083333333333,288.1466666666667,288.75166666666667,290.99666666666667,291.495,285.795,292.04833333333335,288.32666666666665,285.62,293.5066666666667,292.345,296.175,291.3983333333333,292.17333333333335,297.9583333333333,297.95666666666665,295.5133333333333,295.9216666666667,294.96666666666664,293.89500000000004,291.92833333333334,292.145,287.08666666666664,292.29333333333335,296.8883333333334,299.54833333333335,301.04833333333335,298.56333333333333,299.06,302.01500000000004,301.6666666666667,300.1566666666667,300.32,299.525,299.92833333333334,298.0216666666667,295.77833333333336,297.02000000000004,296.1433333333334,298.42833333333334,297.15000000000003,298.86,292.61,323.305,288.27333333333337,278.22666666666663,272.64666666666665,267.278,270.61800000000005,267.956,275.07399999999996,282.154,281.5,286.49,272.60749999999996,284.908,328.0683333333333,L8
2015-09-06 22:19:50+00:00,257.3666666666666,258.34666666666664,255.18999999999997,255.18333333333337,254.52666666666667,249.34666666666666,250.4,253.83333333333334,251.84,252.34666666666666,253.21,258.8833333333333,253.48333333333335,251.11333333333334,248.91333333333333,254.41333333333333,251.2266666666667,246.73,243.3033333333333,245.9,243.34666666666666,242.08,241.78666666666666,243.54333333333332,246.00333333333333,249.04666666666665,249.62666666666667,252.1966666666667,253.88666666666668,256.4033333333333,256.0833333333333,260.84,260.56,262.74,262.25,265.4533333333333,267.74,269.06666666666666,272.00333333333333,273.96000000000004,275.74,277.90333333333336,280.33,283.41333333333336,286.36,287.5933333333333,287.9866666666667,285.67333333333335,285.8366666666667,287.04333333333335,286.40999999999997,286.2966666666667,287.3566666666667,287.4166666666667,288.0933333333333,286.6433333333334,286.85999999999996,287.4433333333333,288.4633333333333,288.49,288.9066666666667,286.7733333333333,290.72666666666663,289.53666666666663,287.86333333333334,292.15000000000003,291.58666666666664,288.26666666666665,287.93666666666667,290.91,291.36333333333334,285.09,291.25333333333333,288.34,285.09999999999997,294.62999999999994,292.4533333333334,295.6433333333334,291.35333333333335,291.59666666666664,296.52,296.37,294.33,295.52333333333337,294.04,292.86,288.755,289.96000000000004,286.25,295.91,310.07666666666665,301.71000000000004,306.3966666666667,303.78333333333336,313.3566666666666,304.18666666666667,307.07000000000005,301.1066666666666,297.80499999999995,297.36,302.66,296.52500000000003,293.71500000000003,304.32666666666665,303.5833333333333,303.235,297.6650000000001,299.88,288.32000000000005,337.6266666666667,284.11,276.36,272.53499999999997,266.78,269.56,259.41,267.12,283.12,271.53,274.83,271.02,269.07,338.845,L8
2015-12-27 22:20:07+00:00,256.795,257.075,253.705,254.695,253.965,249.97000000000003,249.37,252.575,251.865,255.03499999999997,254.82500000000002,260.96500000000003,256.95000000000005,254.125,250.195,256.955,251.12,247.07999999999998,243.835,245.85500000000002,243.225,241.875,239.805,241.60500000000002,244.155,246.64999999999998,248.635,250.08499999999998,252.92000000000002,254.55,256.66,260.38,260.815,262.65999999999997,266.45,266.6,273.49,270.78,276.35,274.86,277.6,278.2,281.53,284.04,288.57,288.86,290.24,287.45,286.1,287.38,286.08000000000004,285.355,287.255,287.745,286.95,287.38,286.47,285.72,288.25,289.05,289.58,288.22,291.95,293.96,291.41,291.87,294.28,290.46,289.47,291.6,292.74,286.18,289.54,287.54,285.83,293.89,293.56,294.83,294.01,293.83,297.61,296.64,294.25,296.64,295.05,,,,,308.3,338.32,,313.08,315.6,340.09,311.94,,310.08,,,309.33,,,321.47,320.26,,,,,343.82,,,,,,,,,,,,,,L8
2016-02-13 22:19:56+00:00,257.00666666666666,256.86,253.70333333333335,253.91333333333333,253.95000000000002,249.17,248.92999999999998,251.38333333333333,251.03333333333333,253.67999999999998,254.35000000000002,259.81666666666666,255.56000000000003,254.74666666666667,249.88333333333333,258.16333333333336,250.50333333333333,247.63666666666666,243.27333333333334,246.07333333333335,243.0,242.57000000000002,239.9433333333333,241.79999999999998,243.84,246.84,248.90666666666667,249.97,253.17666666666665,254.53333333333333,257.1333333333333,260.20666666666665,261.5933333333333,262.48333333333335,265.63,266.31,272.05,269.85,275.875,274.65,277.79,278.46500000000003,282.72,285.58500000000004,289.12,289.105,290.315,288.83500000000004,288.065,288.58,287.12333333333333,286.04,287.93333333333334,289.05333333333334,287.6133333333333,288.31,287.07500000000005,287.4,289.235,289.70000000000005,289.415,288.73,291.845,293.085,290.595,291.85,293.605,290.2,289.185,290.79,292.15,286.645,290.885,287.57000000000005,285.905,292.345,293.07,295.13,292.775,292.475,297.27,296.555,294.47,295.77,294.46000000000004,292.77,290.79,291.27,287.98,300.885,318.42499999999995,299.78,306.11,306.095,318.79499999999996,304.64,295.44,303.315,296.54,299.39,304.91499999999996,298.55,295.12,312.6566666666667,308.415,295.46,297.04,299.63,291.63,330.99,283.29,280.14,274.08,270.37,270.49,268.45,268.21,270.52,274.16,277.05,275.83,281.27,330.01,L8
2016-02-29 22:19:53+00:00,256.255,256.32,252.965,253.01,253.1625,248.0675,248.19,250.5975,250.3375,252.23499999999999,253.70000000000002,257.8625,255.3675,252.7575,249.065,256.355,249.2725,246.835,242.1175,245.3725,242.93,241.285,239.325,241.0475,242.815,245.9625,247.54749999999999,249.61,252.5225,254.3675,256.03,259.78499999999997,260.975,262.0,263.6333333333333,265.4533333333333,269.5133333333333,269.2,273.83666666666664,274.20666666666665,276.78000000000003,277.99666666666667,281.9533333333333,284.63000000000005,288.08666666666664,288.33666666666664,289.28333333333336,287.34,286.91333333333336,287.53999999999996,286.6175,285.995,287.8875,288.5325,287.495,287.4633333333333,286.84999999999997,287.37,289.11333333333334,288.79333333333335,288.7666666666667,287.71333333333337,291.32666666666665,291.19,289.29,291.19,292.74666666666667,288.9433333333333,288.32,290.06333333333333,291.16333333333336,285.6566666666667,290.77000000000004,287.04333333333335,285.01,292.45666666666665,292.43666666666667,295.3633333333333,291.32666666666665,291.43333333333334,297.5933333333333,299.01666666666665,294.62,295.01666666666665,293.6566666666667,292.77,290.79,308.44,287.98,296.6933333333333,321.46666666666664,299.78,306.11,306.095,319.9266666666667,313.58666666666664,295.44,301.06,296.665,297.685,301.56,297.225,291.925,308.125,303.81666666666666,295.74,297.35,298.245,291.12,334.09,282.865,280.14,274.08,270.37,270.49,268.45,266.645,270.52,274.16,289.845,275.83,281.27,334.83,L8
2016-03-16 22:19:48+00:00,255.1475,255.35500000000002,251.35,251.6875,252.90499999999997,246.89249999999998,247.10500000000002,248.87500000000003,248.485,249.07500000000002,252.2075,254.26999999999998,254.3125,249.7225,248.325,254.0025,249.18,245.435,241.59,244.1475,243.1975,239.8125,239.325,239.95499999999998,242.1925,244.9,246.45749999999998,248.72500000000002,251.58499999999998,254.17000000000002,254.5725,258.6675,259.42,261.27750000000003,260.96000000000004,264.9433333333333,266.42333333333335,268.49333333333334,271.5733333333333,274.02,276.04333333333335,278.27,281.7266666666667,284.82,287.48,287.7266666666667,288.44666666666666,287.01666666666665,286.71666666666664,287.77,287.0025,286.29,288.085,288.885,287.6925,287.50666666666666,286.6566666666667,288.14,289.43,288.7166666666667,288.59,287.51,291.15333333333336,289.47666666666663,287.77000000000004,291.2866666666667,291.71666666666664,287.97999999999996,287.53999999999996,289.5833333333333,290.25,285.66333333333336,291.3633333333333,286.92,284.98333333333335,292.1466666666667,292.4166666666667,295.19666666666666,289.3766666666667,290.0866666666667,297.01666666666665,298.3933333333334,294.6433333333334,293.91,293.50333333333333,291.825,289.36,302.3233333333333,287.36,290.7233333333333,307.40666666666664,299.005,298.08,296.54999999999995,305.32,308.02666666666664,294.175,295.73,295.94666666666666,296.48333333333335,297.02000000000004,296.88,290.8833333333334,301.8725,295.70000000000005,296.75,300.31666666666666,297.32666666666665,291.12,327.57,295.43333333333334,277.475,273.56,269.42,270.13,265.92499999999995,266.61999999999995,269.53499999999997,272.59000000000003,285.31666666666666,272.91499999999996,279.245,332.7833333333333,L8
2016-04-17 22:19:33+00:00,255.1475,255.35500000000002,251.35,251.6875,252.90499999999997,246.89249999999998,247.10500000000002,248.87500000000003,248.485,249.07500000000002,252.2075,254.26999999999998,254.3125,249.7225,248.325,254.0025,249.18,245.435,241.59,244.1475,243.1975,239.8125,239.325,239.95499999999998,242.1925,244.9,246.45749999999998,248.72500000000002,251.58499999999998,254.17000000000002,254.5725,258.6675,259.42,261.27750000000003,260.96000000000004,264.9433333333333,266.42333333333335,268.49333333333334,271.5733333333333,274.02,276.04333333333335,278.27,281.7266666666667,284.82,287.48,287.7266666666667,288.44666666666666,287.01666666666665,286.71666666666664,287.77,287.0025,286.29,288.085,288.885,287.6925,287.50666666666666,286.6566666666667,288.14,289.43,288.7166666666667,288.59,287.51,291.15333333333336,289.47666666666663,287.77000000000004,291.2866666666667,291.71666666666664,287.97999999999996,287.53999999999996,289.5833333333333,290.25,285.66333333333336,291.3633333333333,286.92,284.98333333333335,292.1466666666667,292.4166666666667,295.19666666666666,289.3766666666667,290.0866666666667,297.01666666666665,298.3933333333334,294.6433333333334,293.91,293.50333333333333,291.825,289.36,302.3233333333333,287.36,290.7233333333333,307.40666666666664,299.005,298.08,296.54999999999995,305.32,308.02666666666664,294.175,295.73,295.94666666666666,296.48333333333335,297.02000000000004,296.88,290.8833333333334,301.8725,295.70000000000005,296.75,300.31666666666666,297.32666666666665,291.12,327.57,304.52,277.475,273.56,269.42,270.13,265.92499999999995,266.61999999999995,269.53499999999997,272.59000000000003,285.31666666666666,272.91499999999996,279.245,332.7833333333333,L8
2016-09-08 22:20:12+00:00,255.97,256.03499999999997,252.965,252.315,254.095,248.635,247.89,250.66000000000003,249.225,249.99,251.53,255.475,252.075,248.79000000000002,247.805,251.71,249.65,245.835,242.81,246.135,244.6,242.16500000000002,244.355,244.47500000000002,245.91,248.93,249.78,251.65,254.78499999999997,255.485,257.285,260.355,260.545,261.46000000000004,261.125,265.29499999999996,266.98,269.405,270.9,274.045,275.735,277.92499999999995,281.16,284.615,288.145,288.015,288.08000000000004,286.28,286.66499999999996,287.205,286.385,286.49,288.005,287.675,288.02,287.205,286.265,287.92999999999995,289.18,289.28999999999996,290.04,288.03,292.355,290.65,288.74,292.25,291.0,288.345,287.98,296.12,292.21500000000003,287.095,292.515,289.59000000000003,285.935,313.435,293.5,294.33,306.485,307.37,295.94,295.78,295.35,312.105,294.885,291.46000000000004,288.425,289.54499999999996,286.58500000000004,290.855,296.49,297.53499999999997,298.36,297.725,296.975,296.74,295.595,295.085,294.72,294.63,297.02,297.46000000000004,288.8,293.96,313.90000000000003,297.66499999999996,303.015,298.66499999999996,289.95,331.32,326.17499999999995,274.81,273.04,268.47,269.85,264.405,268.88,268.55,271.02,276.26,270.0,277.22,328.69,L8
2017-02-15 22:19:55+00:00,256.895,255.755,253.64999999999998,252.92,253.435,249.975,248.65,249.93,249.405,249.95500000000004,250.7,255.495,250.72,247.79500000000002,246.875,250.79500000000002,247.77,245.79500000000002,242.27,244.91500000000002,243.94,242.43,243.605,243.96,245.5,248.67000000000002,250.22,252.875,256.215,255.64499999999998,258.065,262.18,261.765,261.195,262.075,264.615,267.07,268.565,270.185,273.11,275.225,276.54999999999995,280.285,283.315,286.625,287.07,286.97,284.755,285.28,285.975,284.72,285.625,286.87,286.70500000000004,285.78999999999996,285.96,286.11,287.24,288.20000000000005,288.315,288.885,287.68,291.92499999999995,290.21500000000003,287.71500000000003,294.355,290.03999999999996,288.25,287.655,298.51,293.25,288.445,294.81,290.21000000000004,284.96000000000004,314.95000000000005,295.52,301.08,309.66999999999996,308.765,298.185,317.725,296.38,330.89,295.18,292.04,288.92,288.21500000000003,285.24,290.395,295.30999999999995,298.465,299.025,297.975,298.425,299.36,311.80499999999995,299.21,294.83500000000004,295.98,298.205,307.0,290.23,293.0,313.18500000000006,295.52,300.03999999999996,300.585,290.135,328.44,,276.71,277.31,268.72,271.69,266.59000000000003,271.19,,,,,,,L8
2017-04-20 22:19:23+00:00,256.525,256.17499999999995,253.405,254.20999999999998,253.065,249.16,248.275,251.9,248.965,249.88000000000002,250.325,255.29500000000002,251.315,247.06,247.305,251.55,247.79500000000002,245.475,242.44,243.39499999999998,244.175,240.365,243.385,241.9,245.63,247.615,250.8,252.165,256.41499999999996,256.005,258.53499999999997,262.315,262.275,261.025,262.52,264.28999999999996,266.08,267.775,269.81,273.25,274.83000000000004,276.9,279.355,282.47,284.78,285.405,285.825,283.67,284.645,286.3,284.68,285.055,286.06500000000005,287.345,286.065,286.71,286.095,287.33,287.795,288.0,288.495,287.995,291.015,288.91999999999996,286.22,293.995,289.755,286.975,287.0,292.96500000000003,292.71500000000003,289.78,294.51,289.475,285.985,295.625,295.9,299.98,294.85,292.65,298.67,318.665,298.25,298.44,299.47,292.13,289.47,288.53999999999996,286.32,289.01,293.94,299.54999999999995,298.725,296.98,299.22,299.40999999999997,312.7,300.28999999999996,297.865,298.325,301.42999999999995,306.47,292.385,293.85,294.90500000000003,293.975,298.925,297.12,317.65,322.78499999999997,339.38,276.6,277.31,268.72,273.45,267.77,,,,,,,343.35,L8
2017-11-30 22:20:08+00:00,257.98,257.77,257.05,260.17,256.47,253.29,251.11,255.62,254.05,257.66,256.92,260.94,256.01,254.39,252.39,259.62,258.82,247.74,247.81,244.88,248.92,239.84,243.98,243.37,247.83,246.06,251.42,250.95,256.41,254.98,259.29,259.96,261.67,261.61,264.5,265.75,268.22,269.39,271.57,274.3,275.14,278.94,282.1,285.76,287.4,289.08,288.44,287.35,287.46,288.51,286.84,286.87,288.91,289.43,287.98,289.19,287.68,290.69,289.25,290.12,289.97,289.39,291.17,291.6,289.2,293.03,291.23,291.14,292.55,292.58,293.29,291.82,296.71,294.12,292.84,297.72,297.93,296.96,294.81,292.78,297.17,298.84,300.45,302.51,296.54,295.53,296.19,298.32,293.81,297.36,298.27,301.63,300.53,296.26,296.29,296.71,293.66,296.89,298.08,300.63,298.58,296.66,292.61,293.55,296.64,,,,,,,,,,,,,,,,,,313.82,L8
2018-03-06 22:19:38+00:00,257.57000000000005,257.08,255.04500000000002,257.395,254.90500000000003,251.485,250.615,256.225,254.895,256.89,256.355,260.53999999999996,255.245,254.25,251.96499999999997,258.16499999999996,254.72,247.22,247.16,245.665,247.87,241.495,245.125,245.28,247.82,248.93,251.89,252.2,256.125,255.415,258.975,259.615,261.495,261.245,263.65999999999997,264.89,267.63,269.485,270.27,274.32,274.47,277.6,279.82500000000005,283.93,285.79999999999995,286.835,287.125,285.745,286.27,287.71000000000004,286.65,286.39,287.47,287.985,286.37,288.015,286.935,289.64,287.69,287.575,289.175,289.14,290.31,290.44,288.815,292.585,290.0,289.19,290.45500000000004,291.725,292.96000000000004,291.41999999999996,294.625,291.6,291.225,296.39,297.065,296.78,292.08500000000004,292.69,296.44500000000005,324.135,323.83,325.83500000000004,296.54,295.53,296.19,298.32,290.815,295.23,297.6,300.645,299.655,296.25,296.71500000000003,296.855,292.735,296.655,295.505,296.46500000000003,298.13,296.46000000000004,289.985,316.32500000000005,314.405,301.41,340.17,325.32,332.25,326.91,,,,,266.43,263.43,266.8,268.49,268.65,273.83,268.2,276.41,323.81,L8
2019-02-05 22:19:45+00:00,257.39,256.38,253.92,252.5,253.11,249.0,249.16,249.46,250.27,246.86,250.79,250.69,249.9,246.08,248.17,250.84,247.15,244.13,241.76,242.42,242.1,236.39,237.19,239.68,239.69,246.14,244.68,249.64,251.48,254.44,254.45,260.65,260.27,261.22,260.83,263.82,264.01,264.81,267.52,282.3,272.69,273.2,276.45,280.86,282.68,284.14,285.68,283.2,315.65,311.77,324.67,281.22,285.7,285.36,283.91,283.04,282.87,285.27,286.2,283.78,285.8,285.43,289.52,287.22,287.74,289.51,289.94,286.29,287.3,289.55,291.61,286.24,293.8,288.74,287.05,297.35,293.33,295.92,288.48,289.63,313.49,325.6,315.77,319.92,295.56,297.77,299.1,295.01,288.34,294.53,298.02,,338.62,,318.64,322.37,316.89,307.16,308.96,308.39,326.16,318.71,324.56,321.79,325.59,304.59,323.11,323.77,321.58,321.97,298.08,311.73,274.7,319.61,299.66,303.0,299.65,301.18,294.88,288.07,323.16,,327.04,L8
2019-05-12 22:19:32+00:00,259.06,259.675,256.28,256.05,255.81,252.865,250.805,253.09000000000003,252.59,249.02,253.97500000000002,254.5,253.58999999999997,248.09500000000003,249.985,253.695,251.36,246.245,245.24,245.855,246.725,240.70999999999998,242.28,244.70499999999998,245.14,250.105,249.8,253.655,254.445,256.905,258.02,262.42499999999995,263.025,263.185,262.64,265.57,267.33500000000004,269.27,270.5,278.655,274.31,275.95,278.22,293.94,299.49,304.28,286.88,283.78,301.77,301.99,305.43,283.185,286.56,286.03499999999997,284.54,283.70500000000004,283.13,285.395,285.755,283.615,286.71500000000003,285.845,289.78,287.48,286.555,288.345,288.71500000000003,284.935,286.445,288.98,290.20500000000004,287.68,292.055,288.755,287.935,297.15,294.13,296.43,289.655,290.905,304.99,311.365,320.03499999999997,324.94,320.72,320.935,328.395,295.255,290.255,294.16999999999996,297.505,300.77,318.845,297.29,328.54499999999996,325.855,318.35,308.07000000000005,316.65,308.39,331.58500000000004,325.6,327.20500000000004,331.33500000000004,330.13,320.345,331.73,324.65,326.35,327.735,317.78,319.845,300.485,313.065,302.725,301.275,316.31,310.645,308.89,288.07,325.42,,326.33500000000004,L8
2019-07-31 22:20:02+00:00,259.06,259.675,256.28,256.05,255.81,264.38000000000005,264.2366666666667,254.53666666666672,254.04333333333332,252.24,255.50666666666666,254.5,253.58999999999997,248.09500000000003,249.985,253.695,251.36,246.245,245.24,246.49333333333334,247.70333333333335,241.82666666666668,243.63333333333333,245.73333333333335,247.03666666666666,252.02666666666664,251.67999999999998,254.63666666666668,254.86333333333334,257.0133333333333,258.83,263.21999999999997,263.86999999999995,264.0566666666667,263.75,267.1433333333334,269.31666666666666,270.9666666666667,272.7966666666667,287.3666666666667,283.00666666666666,284.66333333333336,283.06333333333333,298.6766666666667,301.4166666666667,302.45,292.24666666666667,292.46666666666664,303.4166666666667,304.68333333333334,308.53333333333336,292.91333333333336,296.4433333333333,295.1333333333333,294.23333333333335,292.07666666666665,294.20666666666665,297.58666666666664,286.6466666666667,283.61999999999995,287.24,286.32,302.08666666666664,300.55,298.91,288.345,299.34,298.29333333333335,287.44666666666666,289.7266666666667,290.3666666666667,288.00666666666666,292.7966666666667,289.77666666666664,294.1166666666667,302.4866666666667,302.92,304.74666666666667,300.34,300.83,307.1333333333334,311.79,320.07666666666665,322.66333333333336,320.66,322.2633333333333,330.4266666666667,295.255,299.42,294.16999999999996,297.505,316.03499999999997,326.99666666666667,307.37,323.7233333333333,322.90333333333336,317.5566666666667,310.4566666666667,314.47666666666663,312.27,325.1366666666667,321.7366666666667,319.67333333333335,326.24333333333334,326.67333333333335,320.18666666666667,325.8433333333333,320.74333333333334,320.35999999999996,326.21333333333337,317.40333333333336,316.8966666666667,302.59999999999997,307.0566666666667,302.32,304.7166666666667,314.81,310.2766666666667,307.49,293.1,319.22,266.79,325.99666666666667,L8
2019-09-17 22:20:17+00:00,259.175,260.31500000000005,256.965,259.6,258.51,279.06,271.5366666666667,266.15000000000003,255.93,254.93,257.865,258.31,257.28,250.11,251.8,256.55,252.77499999999998,248.21,247.385,247.40666666666667,249.14666666666665,244.34333333333333,246.54333333333332,247.67333333333332,249.90666666666667,254.39666666666668,254.24333333333334,256.31333333333333,256.6166666666667,257.59999999999997,260.8633333333333,264.0933333333333,264.53999999999996,264.56666666666666,265.45000000000005,267.48333333333335,271.97,274.0450000000001,275.435,300.47666666666663,301.5,300.96999999999997,298.50333333333333,312.16,315.56666666666666,316.43666666666667,302.92,303.81,305.53999999999996,308.41333333333336,309.76000000000005,298.64,312.3666666666666,296.55,295.2,292.50333333333333,294.8233333333333,298.09,286.8333333333333,284.57666666666665,288.56,287.03666666666663,302.58,300.8666666666667,299.93333333333334,289.58000000000004,299.26,298.56666666666666,288.09999999999997,289.7466666666667,290.46,288.7633333333333,292.7233333333333,290.05,294.69666666666666,300.9066666666667,302.8866666666667,303.5533333333333,300.99,301.65333333333336,301.47333333333336,301.8533333333333,325.7266666666667,325.59999999999997,320.77333333333337,338.6333333333334,350.97,295.5,304.96000000000004,293.81,296.99,322.0833333333333,323.24,315.22333333333336,330.03999999999996,324.7733333333333,318.94,314.29333333333335,322.54,321.92999999999995,323.21666666666664,325.1533333333333,315.0733333333333,328.86333333333334,330.52333333333337,330.74,323.37666666666667,323.9766666666667,322.61,329.66,329.05,305.98,301.68333333333334,307.2633333333333,306.11999999999995,308.3433333333333,322.39000000000004,315.5866666666667,313.795,298.13,323.24,266.79,330.83,L8
2019-12-22 22:20:15+00:00,257.62,257.66,255.29,,,290.225,281.08000000000004,270.865,256.95,258.68,258.57,,,,,,249.98,248.06,246.05,246.465,248.045,244.0,246.13,246.64499999999998,249.565,254.56000000000003,253.90500000000003,255.63500000000002,256.22,256.71500000000003,260.5,264.03999999999996,263.91999999999996,264.27500000000003,265.95000000000005,267.565,273.28,274.36,277.39,313.21000000000004,314.285,312.10499999999996,308.9533333333333,314.73,315.2,312.44500000000005,310.34000000000003,313.53499999999997,314.36499999999995,316.515,322.46000000000004,314.5933333333333,324.84,301.47,300.215,296.56999999999994,300.54,304.375,287.595,285.14,289.025,287.42499999999995,308.85,307.43,307.215,291.98,305.145,306.06,289.35499999999996,290.415,291.28999999999996,288.585,293.92999999999995,290.69,297.635,302.885,306.865,306.85999999999996,306.07000000000005,306.39,303.96500000000003,304.215,326.44000000000005,323.42,308.22,335.90000000000003,347.61,,317.75,,,332.74,335.32500000000005,324.19000000000005,325.8349999999999,322.49,318.505,316.95000000000005,323.8333333333333,321.92999999999995,319.96999999999997,324.5366666666667,314.86999999999995,326.2766666666667,331.31333333333333,328.05999999999995,314.89,323.20000000000005,318.355,327.74,324.83500000000004,294.99,289.39,307.635,306.28499999999997,312.74,311.81,313.32500000000005,304.69,298.13,321.02000000000004,266.79,333.42999999999995,L8
2020-02-24 22:19:58+00:00,258.5,265.625,256.385,255.78,257.34,272.625,260.5,269.095,251.91,248.9,253.12,256.91,254.1,248.5,251.19,255.69,252.86,247.5,245.4,245.32999999999998,246.085,242.14499999999998,244.855,244.01999999999998,246.755,251.595,250.17000000000002,253.58999999999997,255.11,256.21000000000004,258.72,262.15999999999997,261.9,263.065,264.115,266.23,267.74,274.06,272.8,321.63,328.17,299.91499999999996,304.55999999999995,303.62,307.745,308.03,303.54499999999996,302.84000000000003,303.92999999999995,305.275,313.79,315.705,311.365,289.945,287.565,285.28,285.255,288.965,288.105,287.69,290.105,287.65999999999997,291.615,288.45000000000005,290.02,293.37,290.765,287.77,289.43,293.04,292.325,288.16499999999996,294.765,289.48,286.68,294.67,292.96000000000004,294.80999999999995,289.78999999999996,291.045,295.76,295.82500000000005,313.535,311.19,294.78999999999996,346.88,325.69,295.65,290.2,294.47,298.27,316.82,313.15,313.095,320.27,310.17,304.21500000000003,303.06,324.99,309.1,313.14333333333326,320.94666666666666,310.4433333333333,319.54333333333335,337.09000000000003,316.81,306.895,323.23,309.1,325.28,311.03499999999997,279.78,273.775,320.23,311.06,313.88,,317.11,271.03,273.2,335.22,278.35,332.345,L8
