dates,satname,nzd0325-0000,nzd0325-0001,nzd0325-0002,nzd0325-0003,nzd0325-0004,nzd0325-0005,nzd0325-0006,nzd0325-0010,nzd0325-0011,nzd0325-0012,nzd0325-0013,nzd0325-0014,nzd0325-0017,nzd0325-0018,nzd0325-0019,nzd0325-0020,nzd0325-0021,nzd0325-0022,nzd0325-0023,nzd0325-0024,nzd0325-0028,nzd0325-0029,nzd0325-0030,nzd0325-0031,nzd0325-0032,nzd0325-0033,nzd0325-0034,nzd0325-0035,nzd0325-0036,nzd0325-0037,nzd0325-0038,nzd0325-0039,nzd0325-0040,nzd0325-0041,nzd0325-0042,nzd0325-0049,nzd0325-0050,nzd0325-0052,nzd0325-0053,nzd0325-0054,nzd0325-0055,nzd0325-0056,nzd0325-0057,nzd0325-0058,nzd0325-0059,nzd0325-0060,nzd0325-0061,nzd0325-0068,nzd0325-0069,nzd0325-0070,nzd0325-0071,nzd0325-0072,nzd0325-0073,nzd0325-0074,nzd0325-0079,nzd0325-0080,nzd0325-0081,nzd0325-0082,nzd0325-0083,nzd0325-0084,nzd0325-0085,nzd0325-0086,nzd0325-0087,nzd0325-0088,nzd0325-0089,nzd0325-0090,nzd0325-0091,nzd0325-0092,nzd0325-0093,nzd0325-0094,nzd0325-0095,nzd0325-0096,nzd0325-0007,nzd0325-0008,nzd0325-0009,nzd0325-0015,nzd0325-0016,nzd0325-0025,nzd0325-0026,nzd0325-0027,nzd0325-0043,nzd0325-0044,nzd0325-0045,nzd0325-0046,nzd0325-0047,nzd0325-0048,nzd0325-0051,nzd0325-0062,nzd0325-0063,nzd0325-0064,nzd0325-0065,nzd0325-0066,nzd0325-0067,nzd0325-0075,nzd0325-0076,nzd0325-0077,nzd0325-0078
2004-09-18 21:44:34.791000,L5,265.41,285.99,284.07,278.35,259.84,264.86,229.40,203.47,197.97,230.57,268.84,293.32,261.00,236.50,295.36,297.25,297.33,288.08,287.57,194.93,,,,243.52,283.99,303.32,286.38,298.84,309.68,311.10,309.00,305.05,302.80,289.71,,,,,,231.31,230.38,223.44,225.95,,,,,177.92,183.22,185.26,184.43,187.28,194.49,181.87,183.48,194.66,199.46,210.33,213.58,219.50,230.27,226.81,237.42,240.15,236.50,231.68,239.98,241.04,,,,,,,,294.60,291.28,234.60,264.02,,,,,,,,,,,,,,165.89,183.21,176.69,,
2004-09-25 21:50:55.115000,L5,274.56,296.53,267.99,282.10,297.24,283.70,286.51,282.32,280.91,242.80,275.98,298.91,255.94,286.16,297.08,305.07,309.93,301.43,294.75,198.45,291.18,289.31,295.12,298.72,289.81,299.88,291.27,302.07,311.81,314.28,316.13,305.41,304.85,302.85,304.09,,,,173.31,189.45,243.58,228.29,226.28,219.69,,,,182.07,190.06,188.14,187.92,192.01,194.12,188.00,178.51,201.42,208.48,212.71,216.36,221.86,232.07,173.19,237.17,239.57,238.72,228.54,236.41,246.06,,,,,257.53,275.34,242.45,304.05,305.56,241.15,266.08,275.27,301.52,286.21,198.33,,,,,,,,,,170.77,191.02,181.93,,
2004-10-20 21:45:40.625000,L5,349.85,338.35,331.16,337.48,342.19,340.71,327.40,345.95,341.71,343.59,344.17,347.28,345.88,341.37,341.45,341.39,344.73,343.58,333.66,320.43,348.27,348.30,349.39,340.49,329.44,341.96,339.41,342.45,344.58,347.36,358.54,360.69,437.95,453.09,425.23,293.04,305.24,303.96,304.56,310.73,293.15,303.41,295.96,301.59,317.67,311.56,301.37,318.10,326.13,310.58,351.13,311.64,297.87,293.01,290.71,307.87,307.60,302.40,324.03,321.14,330.53,333.33,334.38,320.02,295.15,278.94,309.12,317.72,303.43,274.68,278.11,284.88,322.20,330.67,340.26,349.74,349.37,302.95,335.46,334.43,361.86,356.31,348.05,338.32,331.13,313.19,299.00,285.17,271.09,280.92,309.77,306.08,295.42,308.20,273.83,288.20,277.21
2004-12-07 21:46:35.869000,L5,264.94,299.10,279.02,280.30,172.26,,,275.45,297.15,244.38,293.92,312.79,255.11,253.02,278.63,301.73,302.64,308.93,293.12,204.47,291.58,260.70,281.89,298.21,290.25,297.91,269.57,304.73,317.26,320.72,312.92,306.17,301.89,290.04,,218.45,223.15,,181.57,244.33,227.71,225.08,221.11,218.63,,,,190.40,184.78,184.33,185.08,187.62,192.40,189.01,194.90,207.22,214.69,216.96,217.04,216.41,221.62,218.69,228.15,,229.55,227.70,233.68,235.28,,,,,,,227.25,306.02,299.37,244.37,278.48,278.04,,,,224.67,257.29,234.77,236.36,,,,173.81,175.38,180.27,198.22,185.48,175.78,175.61
2005-01-15 21:52:57.240000,L5,259.84,302.21,274.88,277.24,285.48,264.15,267.49,276.53,205.72,225.07,280.33,303.84,232.32,239.25,289.68,291.84,288.45,308.24,286.28,199.54,280.93,266.05,272.87,299.55,287.93,294.50,260.64,305.32,317.00,328.39,322.22,311.93,312.08,282.71,,,,,,,,,,,,,,171.90,170.17,178.57,175.24,180.88,184.10,177.98,192.43,205.78,209.33,218.49,205.98,209.53,216.01,213.11,223.57,,227.42,220.64,226.42,236.88,,,,,241.32,272.87,171.70,295.60,278.13,234.59,263.73,275.49,,,,,,,,,,,174.79,175.28,178.84,198.63,180.86,171.18,174.45
2005-04-05 21:53:54.943000,L5,257.68,293.14,258.67,246.02,170.89,,,,,,267.39,300.50,,,177.34,289.92,295.30,278.63,199.81,196.78,,,,267.78,278.53,291.72,258.12,296.27,308.28,307.53,305.66,290.54,294.34,240.31,,,,,,,,,,,,,,,,,,,,,,,,185.77,199.74,205.97,204.34,211.37,,,,,,,,192.07,238.57,232.40,,,,291.42,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:53:58.696000,L5,305.48,334.19,323.11,302.74,301.70,297.81,279.48,315.41,330.18,319.32,322.95,327.25,324.76,320.11,326.95,315.14,321.99,316.16,314.22,293.26,328.38,335.45,340.27,347.47,324.69,326.26,324.09,324.55,330.42,330.99,332.52,330.76,327.96,320.35,315.02,267.35,291.56,276.66,275.20,277.00,270.37,259.75,253.48,247.68,242.40,238.32,232.16,222.00,223.72,226.23,224.64,234.06,223.64,217.93,202.23,218.79,230.20,242.33,245.18,246.92,251.52,255.72,261.72,276.93,263.97,264.23,265.33,267.51,261.26,266.58,266.58,267.72,317.84,314.21,320.98,334.76,335.08,312.28,323.35,315.88,313.40,307.31,278.66,271.07,266.93,254.73,286.94,224.17,194.40,201.88,198.98,201.37,205.57,209.62,196.82,181.49,188.21
2005-05-07 21:54:04.924000,L5,234.04,256.77,219.41,238.75,176.70,,,,,,,,,,,,,,,,,,,263.30,285.37,301.07,287.20,298.39,305.73,304.71,301.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-23 21:54:12.461000,L5,233.57,287.40,257.59,238.78,249.33,263.54,269.85,249.02,190.31,215.02,275.99,290.24,,,,285.94,275.74,284.44,273.38,198.35,,,,190.34,274.34,292.48,241.85,280.46,299.70,283.14,296.63,263.98,282.12,226.73,,,,,,,,,,,,,,167.63,176.43,181.34,184.95,176.95,182.21,170.73,,,,193.72,209.60,216.29,224.74,216.84,,,,,,,,226.66,237.70,233.38,,,,284.22,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:06.521000,L5,234.74,279.79,246.21,245.14,256.38,261.33,,242.82,194.87,208.08,260.60,285.72,,,,,274.12,293.67,285.11,197.55,,,,187.91,273.91,293.10,258.15,292.44,305.90,286.63,296.83,232.26,288.69,256.16,,,,,,229.50,230.15,170.19,207.50,,,,,,,,,,,,,,180.55,195.61,212.17,211.35,223.04,214.29,,,,,,,,238.05,236.28,236.26,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:30.637000,L5,239.44,283.22,253.12,246.15,267.71,264.24,235.84,252.01,202.27,195.89,263.29,284.27,226.43,214.88,245.78,223.78,269.15,296.57,285.20,200.09,263.42,,,190.09,277.42,293.79,260.55,294.53,306.21,296.13,299.02,239.28,289.40,263.67,,,,,,231.09,230.89,226.79,210.50,,,,,,,,,,,,,175.81,178.01,196.85,210.90,211.94,223.56,215.64,229.75,,240.81,233.18,232.57,,,238.70,230.94,176.35,,,195.86,,,,254.43,256.60,,,,,,,,,,,,,,,,,
2005-06-08 21:54:20.810000,L5,251.16,294.70,264.97,254.81,270.53,264.92,273.67,283.22,226.98,244.36,272.21,298.93,234.01,236.61,223.48,284.88,229.60,287.61,291.65,201.14,,,,189.02,274.14,291.76,283.29,292.08,302.61,303.68,305.54,295.50,282.20,260.48,,,,,,,,,,,,,,173.36,173.53,173.74,186.77,182.44,186.58,169.14,170.84,187.89,199.32,200.09,210.84,211.11,219.65,216.46,228.24,,186.39,205.06,232.62,,216.87,237.94,240.74,239.04,245.76,270.32,,287.30,279.17,,,,,,,,,,,,,,,,167.97,,,,
2005-08-27 21:54:55.892000,L5,261.00,299.32,276.46,276.51,285.49,270.49,283.95,282.35,202.22,242.49,273.39,298.23,232.84,248.33,288.77,294.05,303.66,304.21,294.70,196.88,175.27,,,288.16,280.88,299.22,302.11,305.51,315.27,316.94,309.86,309.85,297.78,281.55,275.07,,,,,,,,,,,,,173.30,179.22,181.54,180.80,179.85,191.45,188.92,187.06,200.14,208.53,201.50,207.31,212.04,216.14,216.99,228.32,,,,,,,,,,202.09,,302.29,291.07,287.26,245.43,280.61,260.17,285.36,267.93,,,,,,,,,,170.15,168.58,191.83,175.42,166.99,
2005-09-12 21:54:58.298000,L5,278.78,306.98,292.40,300.09,247.96,278.85,283.21,294.09,285.40,256.51,286.17,309.68,272.56,279.56,300.35,300.54,305.28,299.32,286.06,199.88,289.02,289.95,296.11,297.14,286.35,302.73,291.19,300.14,308.27,314.57,318.39,315.39,304.55,299.52,292.07,212.32,,,,,,,,,,,,186.05,191.33,189.86,190.09,191.63,193.53,187.71,187.48,201.17,214.19,214.86,217.17,221.78,222.04,220.96,234.74,235.71,235.53,235.72,237.06,243.12,,,,,251.72,277.49,301.06,308.90,305.18,241.25,279.03,275.15,296.44,271.65,257.65,232.21,261.95,232.58,,,,177.60,175.56,172.57,177.25,189.37,178.44,170.58,
2005-09-28 21:54:56.334000,L5,276.84,302.47,291.43,290.49,296.28,288.77,292.75,286.62,288.50,252.22,285.38,306.54,259.12,282.73,295.08,306.05,310.92,307.47,234.82,200.63,288.30,289.17,288.71,300.92,296.32,302.04,299.50,307.82,313.96,319.44,321.98,317.15,305.54,302.69,288.99,221.76,227.58,214.82,,,,228.16,224.12,223.45,220.33,217.13,,185.50,188.50,191.18,192.82,192.98,197.35,192.63,185.20,200.36,209.35,215.44,217.13,219.60,227.70,226.34,238.20,246.75,241.71,237.00,241.96,240.03,219.38,247.22,252.91,254.49,249.95,284.35,305.82,302.27,300.52,240.01,279.71,279.65,295.59,285.26,268.95,234.13,258.52,239.89,254.35,,,,173.14,173.30,175.04,193.55,180.49,169.39,
2005-10-30 21:54:51.334000,L5,253.38,287.48,258.55,271.54,304.50,277.85,288.20,275.55,269.06,217.80,171.87,290.73,256.79,250.97,200.43,305.65,310.88,308.34,268.36,177.23,273.50,251.82,301.91,299.04,299.24,308.21,293.90,308.07,305.73,307.68,308.44,300.15,288.88,280.90,,189.51,,,,,,,,,,,,173.62,180.06,193.53,195.14,197.24,201.95,199.52,,188.18,197.28,205.28,206.46,212.52,225.73,227.28,241.96,,241.74,240.42,242.99,246.00,232.68,231.33,243.92,244.28,262.05,260.01,,290.35,280.69,,252.68,252.49,303.68,288.30,,239.50,257.28,245.67,,,,,,,163.02,201.01,166.90,,
2005-11-08 21:48:52.559000,L5,327.98,326.17,321.37,324.89,335.07,336.69,335.05,344.07,333.53,330.84,330.41,334.54,337.70,337.45,343.38,344.89,350.68,346.31,336.38,321.75,324.82,338.25,337.65,344.78,339.77,354.61,348.96,352.41,353.57,345.95,360.75,349.86,338.65,329.40,323.04,303.67,303.95,293.26,289.18,278.20,271.84,266.34,266.04,266.15,265.93,255.71,248.02,220.05,234.38,243.63,241.79,254.11,244.31,239.80,223.72,255.72,255.21,291.68,258.86,258.06,268.70,313.84,335.40,335.97,331.08,329.48,335.24,340.78,330.15,330.43,313.84,319.75,330.29,333.61,343.27,333.50,332.92,302.71,317.33,325.80,327.80,328.95,325.15,319.55,320.48,315.84,300.85,239.19,201.02,213.16,209.39,205.17,217.07,240.02,218.54,204.90,207.43
2005-11-08 21:49:16.532000,L5,281.15,298.41,279.03,294.11,306.84,292.77,305.58,296.99,284.86,255.42,266.74,303.00,264.72,280.24,308.57,310.97,312.22,310.93,285.97,194.13,288.82,291.08,293.51,305.92,303.95,315.60,310.79,313.09,315.78,320.41,322.35,310.59,303.14,294.11,247.21,227.45,212.06,199.75,,,,226.20,230.62,229.84,227.48,215.40,,186.16,185.95,192.08,195.14,198.79,203.97,196.14,182.92,200.53,209.88,211.57,214.39,219.52,218.99,223.35,242.37,,241.15,239.68,243.00,245.60,,,,,267.94,280.08,301.07,302.63,294.45,238.91,275.53,267.45,300.47,284.79,257.94,243.86,260.95,236.14,249.18,,,177.47,172.83,171.76,171.76,202.38,186.57,173.40,172.15
2006-01-27 21:50:46.347000,L5,285.09,299.13,287.03,301.02,302.69,306.30,299.97,286.51,294.75,248.94,277.82,304.93,287.86,298.06,304.31,313.23,315.62,312.38,285.91,197.73,292.28,306.67,300.64,309.66,306.31,316.62,309.83,316.79,314.69,315.83,321.92,312.39,307.29,275.28,276.45,221.53,211.27,216.53,,,,,,,,,,192.80,202.04,200.93,204.21,205.21,211.82,196.91,178.84,196.06,206.06,209.26,213.07,221.73,226.84,223.31,236.99,,243.91,242.13,239.82,244.13,214.84,239.07,243.63,240.27,273.81,301.86,284.51,305.46,301.13,241.43,276.55,275.09,305.21,293.68,267.04,246.63,262.55,241.26,234.36,,,177.93,175.62,171.51,178.05,193.63,179.81,165.23,
2006-01-27 21:51:10.462000,L5,267.88,293.29,261.25,291.87,289.82,290.00,287.43,267.12,278.59,217.26,169.60,300.34,251.25,262.70,291.63,306.17,309.97,307.04,200.73,186.81,281.97,293.84,285.89,301.63,301.73,308.60,296.33,311.52,309.32,310.70,313.36,302.81,301.16,256.81,,,,,,,,,,,,,,182.36,195.76,195.90,197.02,198.03,204.29,191.87,169.72,188.42,197.86,200.92,207.56,215.34,221.26,217.24,229.73,,,,,,,,,,257.12,281.17,165.58,301.46,,215.32,260.60,253.34,300.64,276.13,218.12,233.45,249.84,224.10,,,,,,,172.07,188.24,170.44,,
2006-02-03 21:57:06.838000,L5,321.40,316.33,309.95,317.00,320.70,319.96,316.46,334.23,325.01,323.33,320.40,321.53,325.13,318.69,330.02,332.10,328.26,326.48,307.07,239.41,315.26,329.61,315.25,339.11,342.49,331.37,304.88,257.79,323.51,,,,,,,270.36,284.43,281.02,268.73,270.71,270.09,260.22,252.34,253.15,249.56,244.38,231.51,217.66,228.23,228.11,224.88,231.87,231.84,226.07,211.95,225.16,231.77,242.93,243.81,241.75,247.00,247.39,255.56,268.52,260.02,263.91,260.86,266.31,262.27,265.30,267.23,266.60,311.83,322.17,324.35,327.11,325.28,283.61,307.98,299.69,,,289.08,293.33,301.26,295.00,286.58,217.61,171.50,204.51,205.90,196.45,204.13,227.56,209.74,194.01,197.57
2006-02-12 21:51:08.090000,L5,274.02,288.38,272.59,285.28,286.42,270.80,273.79,270.51,290.02,240.56,262.76,297.77,249.06,252.72,274.32,299.95,304.17,302.76,279.74,196.06,281.44,290.04,274.91,289.72,295.44,299.84,294.19,303.17,308.49,312.72,307.36,303.38,296.69,166.09,221.99,,,,,,,,,,,,,178.37,183.59,183.40,181.27,189.91,191.99,180.07,,187.68,195.25,202.91,207.16,209.72,213.97,171.33,,,,,,,,,,,250.22,261.84,176.33,292.38,269.89,233.37,267.33,265.99,293.28,268.79,175.26,,,,,,,,,,168.18,183.99,,,
2006-02-28 21:51:28.213000,L5,298.65,309.42,285.24,254.47,,291.70,276.40,296.56,293.25,249.70,290.69,309.63,257.87,256.11,181.51,180.57,304.35,312.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.60,189.41,189.23,184.70,186.67,206.23,199.73,,,,,,,,,,,,,,,,,,,272.18,244.23,280.02,294.72,267.63,,,,,,,,,,,,,,186.22,182.66,179.97,192.46,,,
2006-02-28 21:51:52.186000,L5,323.94,353.33,382.12,334.83,324.10,313.15,306.18,321.80,312.64,307.13,313.57,319.19,307.24,302.06,307.74,317.86,320.31,321.38,318.39,310.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.40,208.84,203.71,204.69,208.19,222.28,214.68,213.64,,,,,,,,,,,,,,,,,,303.42,307.60,309.56,309.10,307.45,318.48,341.14,,,,,,,,,,,202.60,200.29,196.27,199.58,205.67,190.71,185.37,218.72
2006-06-27 21:59:36.315000,L5,204.48,278.60,239.90,241.60,,,,,,,,,,,,,,,,,,,,,261.25,267.66,194.63,280.11,232.86,284.74,289.68,221.62,273.12,,,,,,,,,,,,,,,175.76,187.05,181.58,180.61,179.28,191.21,179.03,,189.74,197.67,201.57,208.78,207.26,218.11,206.98,,,,,,,,223.70,236.40,230.76,,,,,,,,,,,,,,,,,,,,,169.00,181.03,164.38,,
2006-07-22 21:53:46.375000,L5,242.80,289.55,265.63,269.04,,,232.25,257.43,279.53,231.79,281.49,292.44,254.62,252.63,222.12,282.30,289.06,295.32,286.44,205.79,277.03,252.42,276.90,192.73,274.43,298.06,270.15,295.38,303.22,303.68,299.04,297.15,285.11,245.98,,,,,,230.96,232.99,224.06,221.91,221.76,211.19,211.24,,183.59,191.16,189.25,191.63,193.35,197.49,196.79,180.39,192.74,202.89,212.60,211.97,216.57,226.07,226.24,234.42,,236.86,236.36,234.65,237.41,230.71,238.07,244.33,240.15,238.61,262.24,217.42,286.77,211.00,232.54,194.89,259.36,,,,,,,,,,,,,169.85,195.28,174.26,,
2006-07-22 21:54:10.491000,L5,244.74,289.01,263.67,259.20,,,227.61,260.45,271.10,257.92,279.45,292.54,249.89,239.85,212.54,286.56,287.90,294.43,285.31,202.38,278.01,246.43,275.31,197.33,274.20,297.45,273.54,294.13,303.15,303.91,300.29,296.90,286.40,236.59,,,,,,234.75,231.25,222.68,220.55,220.98,212.30,210.36,,180.86,190.23,186.73,191.08,192.25,196.65,192.18,178.92,191.82,199.95,211.69,211.35,215.65,223.20,225.24,231.40,,233.63,232.59,231.73,234.99,227.95,233.72,243.29,237.94,240.44,260.46,212.26,284.67,,233.64,269.01,256.04,,,,,,,,,,,,,169.83,194.47,172.11,,
2006-09-15 22:00:39.157000,L5,,,,,,,,,,,,,,,,,293.18,280.73,241.42,190.27,294.07,304.46,287.17,305.44,299.48,306.69,299.17,297.30,303.83,295.88,,,,,,205.51,222.44,240.05,187.31,259.16,251.39,240.43,242.50,233.91,233.53,170.61,,,,,,,,,183.13,196.12,212.75,224.19,225.25,230.26,237.93,231.22,244.53,255.01,249.39,232.20,237.02,244.40,236.58,241.90,246.33,245.66,,,,,,230.79,262.77,280.61,,186.24,229.60,220.46,266.56,249.68,254.21,,,,,,,,,,
2006-11-02 22:01:08.627000,L5,264.04,301.36,289.62,300.21,300.92,278.65,252.32,294.27,275.94,254.32,298.36,311.85,264.34,266.98,198.51,298.89,302.15,289.76,284.49,189.61,276.82,,280.46,301.19,286.47,292.74,272.76,295.80,305.40,310.49,312.66,316.10,308.75,286.31,,,,,,,,234.88,237.08,213.96,219.36,209.92,,197.67,200.58,204.06,200.91,194.11,197.86,191.32,186.42,206.16,216.75,222.02,223.18,226.60,230.18,227.77,242.45,,228.62,231.93,233.04,242.94,228.59,238.75,243.15,241.66,250.44,276.26,288.86,309.52,306.35,227.56,286.05,274.78,302.88,290.43,187.08,228.26,258.67,171.26,,,,,184.88,179.01,181.59,192.50,176.84,167.64,
2006-11-27 21:55:35.233000,L5,266.46,295.94,275.07,274.48,285.73,291.72,300.18,288.53,273.50,241.28,265.21,301.66,256.72,269.61,209.54,306.10,309.25,308.70,291.13,190.46,280.73,252.88,265.39,285.97,298.33,304.08,278.27,304.04,314.33,323.73,314.97,300.79,296.27,252.00,,,,,,,,,,,,,,186.43,186.28,192.89,189.33,195.21,198.56,194.94,189.55,202.49,213.07,221.63,210.53,214.53,217.70,213.79,,,222.13,226.70,231.18,243.73,,,,,263.42,262.96,175.66,300.49,281.32,239.50,264.32,255.20,,,,,,,,,,,179.41,176.09,175.38,197.24,188.81,175.07,177.82
2006-12-29 21:55:50.726000,L5,,,,,,,,295.16,287.87,232.26,282.44,300.79,275.43,273.46,214.71,326.76,324.19,310.49,295.49,203.54,266.09,307.39,305.88,315.31,313.78,318.23,304.48,311.37,319.94,330.56,324.57,319.31,314.29,282.70,,,,,,,,,,,,,,201.70,202.29,208.25,206.49,212.82,222.43,216.97,205.60,218.48,220.10,224.80,227.75,231.93,236.67,232.01,242.96,,,241.73,235.94,258.75,249.39,259.97,260.00,259.29,,,185.64,324.93,250.58,235.70,274.60,278.43,,,,,,,,,,,192.19,185.35,191.66,208.99,200.13,188.47,192.91
2007-01-30 21:55:36.438000,L5,318.06,309.69,308.42,303.47,309.26,312.12,300.74,,,,,,,294.91,229.76,212.72,330.93,328.45,324.02,282.15,315.81,311.97,301.74,318.42,314.60,333.29,335.48,332.43,340.76,344.01,346.18,336.36,311.46,304.79,296.41,247.12,273.84,257.31,260.81,266.73,259.25,249.51,246.42,241.00,247.28,247.73,236.74,214.23,216.73,218.17,214.43,222.29,233.16,226.79,,,,,,,,,,,,,,,,,,,,,,,,285.27,308.17,308.31,290.87,195.70,,,180.36,205.09,268.62,224.62,184.87,215.25,210.61,191.13,199.45,218.85,188.40,,
2007-01-30 21:56:00.553000,L5,320.64,308.85,308.28,303.99,310.08,311.87,303.12,,,,,,,294.29,304.97,220.34,330.33,326.73,324.14,280.35,312.31,310.72,301.02,317.73,311.55,331.18,333.58,330.95,339.18,342.71,344.16,336.12,311.70,302.06,299.00,247.33,275.73,259.08,262.50,264.37,258.96,248.66,246.33,240.97,245.52,248.15,237.84,216.09,218.28,219.52,215.48,223.12,233.60,229.38,,,,,,,,,,,,,,,,,,,306.76,,,,,281.71,307.91,308.13,293.66,227.08,,,183.04,202.89,275.19,226.44,191.53,216.72,211.68,193.79,199.98,219.43,193.64,171.92,171.65
2008-02-25 21:57:13.056000,L5,283.49,303.34,277.25,292.70,248.11,281.89,291.03,293.07,299.51,275.15,283.10,310.47,283.20,297.14,224.76,304.89,304.48,312.13,283.12,198.73,290.15,302.07,299.54,307.92,302.72,305.34,307.25,312.12,319.45,318.91,318.05,303.12,308.96,284.31,219.13,,,,183.05,235.88,243.45,235.37,233.88,193.04,,,,198.98,203.18,206.13,205.48,206.12,209.46,204.20,187.52,208.41,221.81,226.24,227.55,229.18,232.36,233.59,244.22,,240.24,250.85,250.68,259.68,261.33,252.92,253.36,248.85,271.30,293.74,287.69,308.21,303.85,209.75,262.96,277.86,302.27,290.37,255.99,239.26,250.36,255.93,,,,187.12,179.87,178.32,188.67,194.27,186.90,173.90,175.49
2008-12-25 21:51:22.162000,L5,256.53,297.77,265.09,285.57,217.01,253.47,243.53,203.68,279.28,238.62,270.98,298.79,251.58,261.52,217.28,310.28,308.70,310.43,252.61,191.63,276.70,254.42,252.70,306.99,302.46,305.89,301.88,309.56,318.47,316.47,306.36,302.78,299.34,250.37,,,,,,,,,,,,,,183.88,174.02,188.03,193.66,203.70,202.21,196.28,171.97,187.83,195.46,208.17,213.18,211.90,221.03,217.23,243.14,,242.28,244.91,243.67,250.81,242.79,248.82,246.61,239.15,251.63,273.81,173.29,297.31,279.71,212.68,255.89,257.19,,,275.67,237.99,258.77,244.02,,,,,,,172.48,185.29,176.43,,
2010-01-13 21:57:37.192000,L5,265.63,299.76,286.01,292.21,198.61,264.38,287.12,200.53,279.40,251.03,257.47,297.68,,,192.01,298.94,300.39,297.38,282.95,192.50,284.91,257.62,248.52,297.92,288.03,290.93,247.00,261.53,298.91,311.23,299.02,267.16,295.26,264.88,,,,,,,,,,,,,,,,,,,,,,,191.22,209.13,219.01,214.60,218.00,213.74,,,,,228.87,244.41,232.75,236.98,243.36,240.76,257.66,272.53,169.76,295.09,,234.15,268.62,269.08,,,,,,,,,,,,,,,,,
2010-01-29 21:57:41.230000,L5,254.64,299.27,271.49,294.16,208.04,260.82,236.14,289.92,269.49,250.51,261.60,301.51,268.22,257.13,293.36,305.81,305.13,307.53,287.37,187.78,280.69,258.56,267.94,303.40,299.93,305.29,283.91,308.31,315.85,312.82,315.52,299.91,302.54,275.59,,,,,,,,,,,,,,193.28,194.00,193.95,198.54,201.45,199.66,191.22,172.64,184.44,195.14,211.06,219.80,213.26,222.89,226.43,240.37,,242.76,244.83,241.83,250.08,238.58,250.50,248.30,244.65,231.45,269.28,178.65,303.80,289.22,230.51,270.78,222.26,,,220.64,234.70,262.06,237.64,,,,175.12,179.67,176.46,185.89,179.58,164.87,,
2010-10-12 21:56:49.113000,L5,244.11,291.23,271.77,288.32,204.25,259.39,297.37,246.42,283.17,244.08,279.18,298.44,266.87,277.61,222.29,306.16,306.69,306.90,298.05,196.65,281.65,275.91,286.01,303.30,295.57,305.06,284.43,310.02,316.97,315.45,311.67,307.06,298.00,273.60,,,,,,,,,,,,,,202.78,212.19,209.05,221.08,223.31,223.79,216.99,190.83,203.71,214.23,222.89,224.82,219.74,229.68,235.16,249.22,250.26,245.32,241.90,241.19,251.44,247.48,254.79,251.77,245.63,243.24,293.55,301.63,301.42,293.79,233.09,266.84,259.30,214.04,273.89,290.69,241.65,272.93,241.76,,,,189.12,188.03,182.27,193.89,200.74,196.40,175.98,178.67
2011-01-09 21:50:58.806000,L5,365.73,403.24,363.67,349.67,358.89,358.37,349.88,372.96,360.80,377.98,384.83,407.61,400.97,365.44,372.48,418.54,423.13,412.86,430.45,381.94,385.73,386.92,387.76,386.77,392.35,391.68,389.69,398.25,401.77,406.62,399.44,399.05,393.21,392.21,388.24,395.06,396.51,366.67,363.79,372.82,344.21,340.47,363.69,359.41,350.78,353.72,356.65,338.21,330.11,342.62,345.98,338.13,334.47,329.91,345.31,328.78,360.42,349.40,344.32,375.40,358.47,364.14,359.11,351.65,354.85,344.55,341.96,351.78,345.53,341.68,342.23,369.84,412.50,403.46,371.19,421.31,378.25,381.75,377.49,392.06,374.55,398.25,402.99,380.49,393.81,398.99,390.55,372.28,359.98,358.41,339.79,330.37,337.46,327.36,321.25,310.71,328.35
2011-02-17 21:56:48.782000,L5,259.97,299.22,273.87,291.32,206.57,275.61,270.88,296.91,302.05,266.08,264.49,305.53,273.03,275.38,290.74,307.06,306.72,299.59,290.49,193.76,280.16,269.89,285.79,293.25,298.80,302.77,288.07,309.89,309.54,314.00,308.24,301.02,296.22,268.21,,215.25,228.92,,,,,,,,,,,191.30,198.70,201.07,205.40,209.90,214.44,202.25,176.00,195.21,203.87,211.18,216.46,214.47,222.44,223.24,242.05,,241.12,246.57,239.29,238.61,247.99,251.94,250.05,247.83,248.44,264.44,291.73,301.84,295.25,234.64,272.71,264.91,288.30,266.87,,235.27,254.39,239.24,200.16,,,,181.73,179.08,186.43,189.79,180.28,165.65,
2011-09-13 21:55:21.722000,L5,263.30,289.48,274.79,282.84,222.40,282.28,277.64,294.17,294.82,185.01,240.09,287.67,272.59,276.69,290.06,307.15,308.00,308.54,306.96,222.63,287.44,289.64,291.29,293.66,296.09,309.69,296.78,307.26,309.32,314.73,310.17,288.93,292.75,261.73,,,,,,,,,,,,,,189.48,196.41,203.86,203.01,217.79,216.97,211.95,180.66,186.20,192.51,213.05,211.53,203.45,226.70,209.77,,,,,,,236.98,237.41,243.90,239.92,259.18,292.47,295.26,277.09,271.07,250.26,280.46,275.82,,,,,,,,,,,,,170.84,201.65,188.71,178.26,179.40
