dates,satname,nzd0348-0000,nzd0348-0001,nzd0348-0002,nzd0348-0003,nzd0348-0004,nzd0348-0006,nzd0348-0007,nzd0348-0008,nzd0348-0009,nzd0348-0010,nzd0348-0011,nzd0348-0012,nzd0348-0013,nzd0348-0014,nzd0348-0015,nzd0348-0016,nzd0348-0017,nzd0348-0018,nzd0348-0019,nzd0348-0020,nzd0348-0021,nzd0348-0022,nzd0348-0023,nzd0348-0024,nzd0348-0025,nzd0348-0026,nzd0348-0027,nzd0348-0028,nzd0348-0029,nzd0348-0030,nzd0348-0005
2001-10-04 21:49:17.977000,L7,374.17,373.31,370.70,369.86,365.22,386.11,377.34,386.55,381.69,381.78,376.85,370.73,379.58,376.15,376.06,375.75,376.82,376.85,382.26,388.20,386.34,363.07,353.64,355.35,359.65,370.19,369.06,364.38,338.99,334.19,382.55
2002-07-19 21:49:21.346000,L7,384.16,384.06,380.81,385.47,387.79,399.54,393.31,,,,,,,,,,,,,,,,,,,,,,,,405.15
2002-08-20 21:49:10.402000,L7,384.12,386.18,380.37,379.34,385.51,388.60,379.28,381.08,374.74,384.17,371.31,374.49,378.95,374.57,376.97,377.94,381.58,381.45,388.73,393.68,382.92,361.67,,,,,,,,,401.13
2002-10-23 21:48:51.087000,L7,392.52,382.46,376.46,382.61,391.43,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-26 21:49:23.939000,L7,349.71,350.22,347.64,342.16,327.01,355.83,361.42,347.16,358.81,345.23,340.10,358.57,352.09,342.18,338.97,379.85,343.50,335.47,362.67,,354.53,341.91,337.64,348.93,233.39,312.77,318.88,303.70,295.12,302.79,342.25
2003-01-27 21:49:33.029000,L7,396.22,389.48,381.73,385.70,389.87,406.61,408.78,,388.69,390.73,392.76,384.72,386.98,386.56,389.32,,,,,,,,,,,,,,,,404.10
2003-03-16 21:49:46.061000,L7,394.43,392.01,388.31,387.28,393.94,397.10,392.11,389.13,388.41,394.14,394.85,389.97,385.84,385.97,386.76,387.61,388.38,386.23,393.05,394.95,,,,,,,,,,,405.09
2003-05-03 21:49:49.056000,L7,395.80,389.21,389.55,389.34,392.12,399.71,392.29,390.71,390.37,392.67,401.34,389.65,388.87,389.68,385.66,382.79,391.20,390.86,398.42,403.02,,,,,,,,,,,407.31
2003-07-30 21:37:45.389000,L5,396.54,392.66,387.32,383.52,378.16,395.98,387.44,383.09,384.53,388.86,389.59,382.59,385.02,388.14,380.77,383.69,384.06,381.25,387.31,398.25,,,356.32,349.94,357.37,361.72,370.38,364.76,347.44,346.98,397.53
2003-10-18 21:39:00.182000,L5,392.24,389.17,383.45,391.98,388.18,399.19,393.80,395.08,395.58,394.90,385.60,378.38,377.66,381.22,379.94,380.98,383.64,390.35,,,,,,,,362.28,365.38,360.59,338.41,334.59,403.97
2003-11-19 21:39:26.321000,L5,356.13,352.99,348.56,342.28,328.11,349.81,331.71,327.17,338.51,337.48,336.54,337.53,338.35,341.74,355.95,359.32,351.94,,367.18,371.32,366.58,334.43,317.17,311.27,313.98,317.54,319.99,325.28,303.57,312.63,342.06
2004-01-22 21:39:52.321000,L5,,,402.11,394.53,398.68,402.67,397.87,378.22,382.72,384.14,386.08,378.45,380.49,380.73,393.53,,,,,,,,353.29,348.78,349.96,358.64,375.33,366.09,350.51,350.88,410.77
2004-02-23 21:40:02.028000,L5,390.07,387.06,379.39,391.61,389.53,399.32,389.27,388.23,390.53,392.14,378.96,373.45,374.66,377.14,375.36,376.75,377.06,391.67,397.43,399.18,,,358.31,354.80,358.32,350.91,364.65,355.08,337.57,333.18,401.07
2004-09-18 21:44:58.764000,L5,394.35,390.93,384.09,387.45,379.09,394.07,384.40,378.87,383.37,377.90,376.69,378.23,373.93,376.98,376.08,378.90,385.25,386.27,392.56,395.36,391.91,372.25,354.01,342.13,345.68,355.08,369.09,361.00,344.19,335.55,398.21
2005-06-01 21:48:30.637000,L5,397.59,391.87,390.87,383.89,383.70,388.91,385.47,384.99,383.22,385.38,388.46,382.63,384.55,389.11,385.95,385.37,390.89,389.88,391.65,391.52,388.96,368.50,351.64,348.36,349.72,352.89,364.52,363.82,344.60,342.35,395.75
2005-08-20 21:49:06.970000,L5,401.69,395.20,386.06,388.21,383.99,393.67,385.70,383.89,383.84,389.39,390.85,390.34,386.54,389.89,391.22,387.88,395.24,386.14,395.15,392.77,,,,,,,,,,,397.24
2005-11-08 21:49:16.532000,L5,399.80,396.33,392.29,392.26,393.92,398.40,387.73,376.58,381.00,385.14,384.60,380.66,380.53,379.29,382.42,384.78,389.03,386.11,396.25,400.11,396.90,372.74,347.94,337.82,340.60,346.33,359.06,353.65,331.95,340.45,403.91
2006-01-27 21:51:10.462000,L5,386.23,385.41,376.46,375.34,360.74,387.74,380.38,375.28,372.60,368.94,373.11,370.27,371.68,376.00,371.28,387.78,386.95,376.28,390.89,394.26,388.50,368.72,347.51,341.56,344.90,349.69,363.59,352.90,341.36,347.23,385.31
2006-07-22 21:54:10.491000,L5,402.08,397.71,391.62,387.33,383.10,393.23,391.81,386.56,387.63,384.83,391.34,384.82,385.73,390.89,388.34,393.47,395.46,391.07,398.37,397.59,,,,,,,,,,,398.11
2006-08-23 21:54:35.388000,L5,364.67,359.85,353.06,348.22,339.31,352.41,347.24,342.40,350.99,351.14,350.75,358.04,355.97,353.14,359.18,357.93,355.50,,360.44,345.96,353.06,326.17,319.43,312.94,317.03,318.66,336.98,339.02,321.82,315.72,347.22
2006-10-10 21:55:08.811000,L5,398.22,394.69,388.86,388.62,383.49,398.06,390.70,388.34,380.64,383.96,380.23,381.46,377.28,382.21,378.16,382.92,389.42,387.22,393.89,395.79,392.57,370.17,354.05,343.67,346.25,349.44,360.79,358.48,340.37,338.97,399.86
2006-11-27 21:55:35.233000,L5,396.56,389.52,386.26,382.44,388.37,401.06,399.08,395.13,398.43,399.28,398.35,393.79,396.20,377.28,379.64,384.50,387.21,381.28,392.78,392.28,,,,,,,,,,,404.75
2006-12-06 21:49:29.117000,L5,396.96,392.09,388.71,393.08,384.38,403.15,398.12,394.44,399.81,393.78,390.80,394.97,393.84,,381.03,377.28,381.33,374.92,383.30,385.83,388.09,376.33,,355.92,358.14,361.07,373.34,365.29,345.93,346.21,403.15
2006-12-29 21:55:50.726000,L5,,,,,,,,,319.93,323.91,332.63,331.77,332.47,333.17,328.14,332.32,330.30,,343.90,345.47,328.57,309.69,292.68,288.13,296.11,287.56,,,,,
2007-01-07 21:49:43.456000,L5,328.85,324.87,321.74,317.68,307.87,341.48,338.70,336.71,343.39,342.22,339.52,348.54,349.55,342.66,338.89,343.90,343.99,,350.13,356.38,349.53,333.72,309.46,306.01,305.58,303.92,,,,,325.30
2007-01-30 21:56:00.553000,L5,411.75,399.85,386.37,391.06,386.47,398.87,389.56,381.16,392.77,400.82,398.75,400.58,,,,,,,,,,,,,,,,,,,398.64
2007-02-08 21:49:50.615000,L5,390.75,387.16,387.89,379.11,381.74,389.60,386.55,384.58,389.74,386.23,391.22,384.32,388.46,387.44,380.80,377.59,375.43,378.42,384.01,386.13,385.28,373.34,353.35,348.50,350.54,357.30,369.58,364.41,341.77,335.21,387.05
2011-01-09 21:50:58.806000,L5,,,,,,322.91,344.91,349.48,359.76,352.49,359.83,361.11,363.10,359.86,361.80,351.80,346.11,,364.14,364.80,358.77,338.81,322.79,323.73,325.85,333.42,345.82,343.69,325.88,328.37,
2013-07-25 22:03:01.828000,L8,370.08,374.76,370.63,366.42,367.92,374.18,359.61,361.14,361.73,363.72,362.31,370.39,366.94,368.19,366.10,363.41,363.18,368.11,364.68,368.86,361.94,341.25,324.29,317.38,323.17,331.34,338.34,331.98,314.84,315.94,377.10
2013-10-29 22:02:46.185000,L8,361.63,356.26,350.31,350.56,338.43,356.48,349.68,344.94,348.40,348.97,350.13,351.60,345.10,350.18,351.98,365.37,361.24,344.67,361.07,369.20,353.65,337.49,312.61,316.69,325.45,325.58,328.65,325.05,303.37,301.83,353.85
2013-11-14 22:02:45.355000,L8,361.98,369.50,351.15,352.02,341.17,359.46,350.63,346.67,348.63,352.82,350.51,350.74,347.11,354.45,356.55,371.26,364.07,349.85,366.96,377.16,357.90,345.66,326.78,314.37,317.97,337.76,328.36,321.73,300.51,304.59,358.47
2013-11-30 22:02:40.518000,L8,357.27,355.12,348.66,346.53,337.94,356.28,348.09,343.80,346.31,348.50,349.10,348.56,343.45,349.77,351.71,353.09,357.87,341.88,357.61,360.42,355.92,333.23,309.52,310.47,308.48,323.95,325.83,322.62,300.74,303.64,355.52
2014-02-02 22:02:05.518000,L8,387.43,384.52,372.03,372.40,370.67,375.98,368.58,365.97,373.25,378.13,375.49,373.61,369.26,372.49,373.63,367.40,370.61,370.46,374.18,374.77,370.52,358.27,334.67,328.13,326.75,330.91,348.14,339.84,323.33,332.54,380.99
2014-03-06 22:01:37.193000,L8,367.33,366.67,357.44,355.27,358.06,368.06,363.36,363.03,366.43,368.64,361.50,360.51,361.22,379.55,356.39,359.88,362.47,363.64,366.70,367.07,355.84,336.35,325.83,328.89,318.55,324.03,334.26,332.32,316.18,314.27,369.37
2014-07-12 22:00:55.077000,L8,391.11,399.02,392.90,386.59,383.09,398.45,396.87,397.90,393.39,,,,,388.53,384.59,376.91,380.65,390.56,398.77,390.55,,,,,,,,,,,399.97
2014-08-13 22:01:06.684000,L8,372.57,370.13,363.99,358.22,362.23,373.60,367.50,369.28,369.91,369.17,370.43,362.14,358.25,359.21,366.66,362.87,364.21,362.83,372.25,373.69,361.32,345.49,328.05,329.90,329.98,335.97,344.57,334.19,321.23,311.38,371.37
2014-11-01 22:01:14.483000,L8,383.92,382.60,374.18,375.21,381.28,386.55,384.52,378.54,372.04,376.83,370.36,396.09,367.78,383.08,372.28,370.49,374.08,377.97,379.21,377.47,368.18,343.57,332.31,333.33,331.49,337.09,349.79,339.58,321.28,325.42,388.24
2014-11-17 22:01:14.600000,L8,397.12,395.36,388.14,387.46,395.85,397.54,388.79,390.68,392.73,396.45,,,,,379.97,385.29,385.62,389.17,393.26,391.56,387.99,362.58,346.22,341.62,,,,,,,404.15
2015-01-04 22:01:05.828000,L8,354.47,349.41,343.63,339.83,332.01,354.27,346.97,339.73,342.40,344.77,342.91,343.82,349.10,354.68,356.14,,,337.40,349.87,351.05,344.46,323.54,303.68,301.93,312.77,316.49,323.85,316.80,299.05,302.09,350.86
2015-03-09 22:00:42.428000,L8,387.05,385.29,372.67,375.30,385.60,390.64,368.57,368.94,369.15,375.11,371.96,371.75,373.15,365.08,363.35,368.90,373.89,376.09,377.05,372.14,375.51,351.14,332.58,325.33,327.70,328.17,350.51,342.94,333.94,328.69,394.41
2015-05-12 22:00:04.946000,L8,373.75,369.55,360.19,355.77,356.51,373.75,360.20,358.64,368.15,357.74,354.41,359.37,352.00,355.72,358.87,360.78,363.69,362.05,362.49,365.25,355.07,332.62,317.72,314.21,320.79,330.09,337.55,326.75,308.92,309.82,371.72
2015-05-28 22:00:07.580000,L8,377.07,371.33,365.72,365.14,365.98,377.50,370.62,368.33,364.31,365.72,370.89,366.72,366.07,367.28,363.40,366.67,364.58,374.30,371.87,372.38,367.21,343.75,330.82,330.69,330.57,347.93,361.44,341.97,331.62,341.52,376.14
2015-06-13 22:00:19.815000,L8,368.43,368.68,374.02,373.93,372.81,390.39,381.11,384.65,369.06,375.87,370.49,369.47,367.05,369.17,361.73,357.94,360.05,373.51,375.59,372.45,360.98,345.69,321.06,321.66,326.60,341.80,340.11,334.14,323.70,337.55,389.21
2015-06-29 22:00:26.396000,L8,370.98,365.65,366.55,366.95,351.75,389.66,383.85,374.33,362.75,364.31,384.34,367.11,363.06,356.51,361.72,347.75,358.31,369.64,372.33,376.28,360.50,340.95,317.98,319.09,323.41,340.85,356.81,339.22,322.26,333.92,382.09
2015-07-15 22:00:36.323000,L8,287.11,350.11,351.25,345.68,340.60,362.43,352.25,347.88,344.37,342.25,345.24,343.55,342.18,351.17,352.46,,,340.86,359.75,360.55,351.43,328.94,311.84,309.94,316.71,326.34,329.75,318.34,307.53,296.52,357.95
2015-07-31 22:00:40.324000,L8,,,,,,,,,,,,,,,,,,,314.14,323.89,310.28,295.76,270.22,277.63,286.59,293.53,,,,,
2015-08-16 22:00:46.699000,L8,366.79,382.27,367.70,357.47,350.95,373.67,364.01,363.54,369.99,355.80,352.55,354.29,367.36,351.11,358.06,359.44,358.00,359.59,363.16,363.86,357.12,338.83,323.25,320.73,322.66,335.21,350.16,332.37,309.58,327.35,366.06
2015-09-17 22:01:00.336000,L8,362.46,373.93,363.11,358.32,357.99,376.33,364.27,369.56,358.18,355.95,358.91,355.57,357.71,358.96,352.21,339.70,357.98,367.44,362.46,381.90,361.20,335.20,321.39,314.63,318.32,328.88,339.26,328.52,312.35,304.03,374.81
2015-10-19 22:01:05.887000,L8,290.31,355.66,342.71,346.85,336.33,344.83,,,,,316.08,278.22,318.62,332.99,331.93,,344.70,339.63,361.51,371.62,356.22,333.97,314.15,310.04,318.42,324.25,333.98,313.09,309.26,312.75,320.46
2015-12-06 22:01:10.909000,L8,344.08,346.13,346.81,339.51,335.60,356.32,347.20,343.28,343.94,338.68,339.50,337.49,346.50,357.24,351.21,,,342.10,351.09,352.76,344.78,329.04,311.30,303.24,305.62,314.57,324.23,311.84,294.45,291.67,352.94
2016-02-08 22:01:03.169000,L8,350.14,348.40,344.36,341.15,337.27,355.59,348.27,345.03,348.57,356.85,343.42,363.81,349.10,352.09,342.08,346.56,343.02,340.49,346.71,348.99,340.47,318.24,302.96,297.16,302.12,313.12,323.11,312.16,297.25,296.90,353.83
2016-02-24 22:00:56.902000,L8,353.50,348.93,348.97,344.07,337.79,358.92,348.19,344.14,347.39,351.21,349.78,349.89,355.18,350.11,345.58,359.50,354.36,336.77,344.89,348.92,338.70,322.90,307.01,298.49,307.94,314.67,328.95,316.95,302.32,299.16,355.76
2016-03-27 22:00:45.116000,L8,375.41,373.25,370.94,366.64,371.18,373.34,364.98,363.04,367.60,364.93,359.25,364.18,361.00,356.98,352.55,356.38,358.24,354.77,359.28,355.61,350.00,337.60,316.65,306.28,310.61,321.94,337.86,331.97,324.09,314.56,375.77
2016-06-15 22:00:44.975000,L8,404.93,389.66,385.58,379.25,384.48,391.09,384.96,384.35,384.39,387.56,388.25,378.65,375.29,367.85,369.76,363.72,370.85,375.70,386.51,390.04,378.01,348.22,325.54,332.41,332.76,345.83,363.68,342.49,322.59,334.51,396.76
2016-07-01 22:00:54.396000,L8,361.99,360.50,358.95,348.39,342.26,366.42,354.63,351.77,350.64,358.73,353.96,357.28,357.46,351.50,357.75,348.34,346.83,340.94,356.90,355.49,342.80,325.87,310.44,303.94,335.38,352.53,331.25,319.88,304.19,301.89,360.66
2016-11-22 22:01:23.648000,L8,396.47,391.75,391.97,389.55,395.75,400.56,402.41,404.85,,,,,,,,,,,,,,,,,,,,,,,407.85
2017-01-09 22:01:14.158000,L8,360.56,348.27,348.28,342.87,338.43,357.66,350.51,350.62,354.13,351.43,346.87,348.60,360.26,350.08,350.48,356.73,359.47,343.56,362.02,354.12,346.39,326.92,307.64,304.56,309.42,313.34,327.41,316.85,300.83,301.63,356.07
2017-01-25 22:01:08.707000,L8,358.69,349.68,343.19,342.06,336.95,355.47,348.21,343.39,344.20,344.59,340.00,341.77,349.35,343.39,345.70,345.81,343.40,339.62,354.96,350.57,340.48,320.95,307.57,297.12,304.62,312.72,323.39,318.03,304.35,301.59,353.19
2017-02-10 22:01:00.454000,L8,374.44,349.92,351.47,343.10,343.36,356.70,358.38,351.53,369.93,347.09,363.96,365.14,359.40,343.11,294.24,310.50,381.15,372.21,375.45,365.67,335.87,322.20,317.75,299.04,312.33,326.23,336.66,310.29,286.61,,353.22
2017-03-30 22:00:38.167000,L8,382.86,378.15,372.67,371.79,378.12,382.15,369.44,367.11,370.17,372.65,370.45,367.60,367.40,361.20,356.39,355.51,361.00,367.16,368.50,370.08,364.72,344.27,320.94,318.72,320.79,326.56,343.08,336.81,327.62,327.25,389.27
2017-04-15 22:00:30.050000,L8,370.82,371.01,366.53,359.13,360.01,374.61,360.50,358.73,356.93,361.39,359.50,359.66,354.75,351.25,352.15,352.70,358.76,363.17,359.82,357.20,352.96,336.57,318.41,311.32,311.44,318.71,334.27,329.69,316.21,316.42,375.89
2017-05-01 22:00:19.697000,L8,363.38,366.73,361.38,357.48,356.06,369.85,358.45,353.22,352.28,353.88,349.00,354.15,350.01,345.70,347.50,348.38,351.81,353.97,355.68,355.62,349.82,330.76,314.12,306.11,311.71,315.22,331.83,324.75,306.09,304.96,365.50
2017-07-04 22:00:50.541000,L8,372.25,378.66,379.49,368.61,351.68,373.25,361.74,357.79,360.24,357.09,355.51,359.89,363.66,359.15,360.08,355.06,360.26,371.93,365.64,363.51,357.21,350.86,328.96,315.97,315.71,325.25,343.65,330.87,319.48,338.15,376.09
2017-09-06 22:01:09.877000,L8,334.03,348.05,347.26,343.34,336.37,353.30,346.81,338.78,345.01,335.67,332.18,335.59,346.21,343.87,347.22,353.82,354.40,333.98,353.47,355.30,343.17,328.52,312.09,300.01,305.68,310.13,321.61,310.88,289.37,286.74,349.53
2017-09-22 22:01:13.818000,L8,356.76,366.53,361.92,333.02,345.59,,,,,,,,,,,,,,,,,,,,,,,,318.54,319.24,
2017-10-24 22:01:21.408000,L8,409.19,400.66,392.66,390.54,401.98,413.79,399.53,398.84,,,,,,,,,,,,391.88,372.63,354.56,341.27,336.24,341.78,341.37,,,,,412.31
2017-12-11 22:01:12.448000,L8,371.38,360.94,359.42,347.71,347.31,,303.97,325.68,350.90,374.01,334.56,323.61,362.07,353.75,348.75,331.72,321.96,329.45,343.76,346.00,337.78,324.82,301.60,293.55,296.72,306.20,321.76,319.58,299.92,328.03,
2018-03-17 22:00:35.960000,L8,382.22,380.08,371.88,378.33,352.42,388.94,381.09,384.17,396.36,389.59,391.60,377.29,367.40,358.70,365.85,370.04,373.17,375.00,375.36,385.27,389.89,367.24,,,,,,,,,370.51
2018-04-18 22:00:19.528000,L8,390.89,402.27,390.16,392.24,393.91,402.93,392.46,399.70,392.12,396.67,389.34,394.85,379.78,374.90,374.97,387.07,388.93,,,,,,,,,,,,,,
2018-05-20 21:59:59.627000,L8,405.32,378.31,368.43,369.21,379.69,392.32,384.37,378.35,374.27,377.01,373.79,369.43,378.32,367.17,366.95,362.79,373.37,380.40,375.75,380.75,363.63,350.32,331.62,328.11,333.46,342.47,357.59,351.32,343.11,326.44,383.25
2018-08-08 22:00:25.669000,L8,,,,,,,,,330.06,323.48,322.91,322.79,328.30,328.82,334.69,337.92,341.50,315.85,341.76,342.61,332.52,319.02,300.82,295.15,298.41,304.68,316.05,309.85,288.15,285.30,
2018-08-24 22:00:33.638000,L8,390.39,394.23,382.02,379.33,393.25,395.94,395.69,380.22,374.03,374.30,372.89,368.86,373.31,369.53,362.22,366.25,376.07,381.16,380.38,382.80,381.83,,342.05,341.36,344.97,350.87,364.76,355.04,337.80,344.09,398.51
2019-02-16 22:00:47.319000,L8,355.67,347.73,344.76,339.29,336.54,354.02,344.62,340.17,345.18,346.60,341.01,342.53,342.20,334.51,350.90,349.71,352.10,334.45,349.66,346.96,337.73,324.76,309.77,311.41,299.01,306.91,325.93,331.36,303.78,302.23,353.36
2019-03-04 22:00:42.823000,L8,356.22,350.07,344.16,341.19,337.71,354.99,344.14,338.37,345.20,345.27,341.01,346.96,344.11,339.03,351.10,348.95,342.63,332.17,345.93,350.52,338.01,322.90,308.06,306.66,300.03,308.05,324.75,321.03,300.93,300.91,353.60
2019-05-07 22:00:32.643000,L8,385.73,382.70,369.46,364.10,370.29,372.00,362.94,360.23,365.21,368.02,364.55,364.86,363.72,356.67,361.01,359.88,359.45,366.59,369.26,369.35,358.03,336.44,325.27,326.05,329.76,330.76,347.37,339.85,334.50,326.91,379.10
2019-05-23 22:00:42.651000,L8,372.65,369.52,360.54,362.95,364.87,370.19,363.20,360.91,357.78,372.84,360.44,358.35,347.00,347.15,350.07,353.58,357.85,358.06,368.36,366.78,350.71,336.04,324.64,321.95,322.41,327.01,334.48,333.16,327.62,318.06,374.44
2019-06-08 22:00:50.322000,L8,358.85,361.54,358.98,358.05,363.07,371.71,358.69,354.22,353.90,361.93,360.30,353.36,345.92,348.70,349.67,347.34,349.71,357.65,360.94,359.90,347.46,333.85,322.23,316.38,318.08,322.77,330.69,330.43,306.18,309.00,373.25
2019-07-10 22:00:59.262000,L8,,,389.96,388.86,397.43,398.10,396.08,,,,,,386.91,383.53,373.22,372.13,374.43,382.21,376.38,378.36,,,,,,,,,,,410.61
2019-07-26 22:01:04.108000,L8,382.85,375.18,378.46,373.82,380.37,366.86,361.50,352.33,357.95,354.18,360.74,366.80,358.47,347.83,355.14,356.62,355.67,359.37,358.41,357.39,349.71,331.67,320.30,314.23,316.98,326.93,338.67,333.59,311.33,326.25,374.68
2019-08-11 22:01:10.247000,L8,378.18,381.72,375.98,377.25,373.01,379.35,372.39,365.46,356.85,366.56,365.31,369.00,362.57,356.25,355.04,360.13,361.56,369.88,371.98,371.71,363.51,349.48,330.13,328.04,326.13,331.37,359.52,341.44,323.32,334.38,381.45
2019-08-27 22:01:14.407000,L8,,345.73,351.48,344.47,341.52,350.65,344.33,339.31,347.28,341.20,340.71,350.18,352.15,339.57,348.90,333.23,349.63,339.48,357.49,359.40,347.03,326.91,316.13,306.39,318.14,326.79,326.17,314.65,294.06,295.52,354.41
2019-10-30 22:01:26.665000,L8,380.63,380.14,374.99,378.73,380.72,375.94,372.06,369.77,365.39,367.87,372.09,375.07,367.27,362.64,357.75,358.74,370.10,377.03,373.11,372.15,372.75,351.34,328.88,332.81,329.05,336.14,351.42,339.44,314.31,326.67,389.18
2020-02-03 22:01:07.154000,L8,348.73,345.83,339.67,335.71,331.12,348.31,342.95,335.48,336.62,336.07,336.16,334.33,,,,,,325.00,337.96,337.08,328.41,310.62,301.08,292.40,294.20,307.46,321.75,319.94,299.27,304.55,347.53
2020-03-06 22:00:58.462000,L8,356.38,351.72,345.43,342.73,337.97,351.38,344.25,339.90,341.98,344.32,338.27,337.93,337.75,332.95,352.06,346.40,344.22,292.57,340.76,338.15,336.12,319.84,306.30,302.04,297.99,318.69,325.94,321.89,301.87,324.94,350.29
2020-04-23 22:00:35.031000,L8,355.35,351.75,345.50,342.36,334.99,350.06,343.25,338.09,340.17,338.36,335.65,341.85,350.66,338.95,343.45,343.93,345.02,335.90,352.22,346.79,337.40,324.45,306.94,300.64,311.21,315.35,328.91,323.42,309.92,297.87,350.03
2020-05-09 22:00:26.885000,L8,373.95,376.59,372.47,368.62,355.38,377.70,357.45,361.02,365.97,367.41,363.46,363.98,363.59,362.48,366.68,361.23,364.88,362.04,367.83,366.82,361.74,346.02,326.29,323.84,330.06,336.74,355.40,350.09,326.83,331.33,382.57
2020-06-10 22:00:39.456000,L8,360.19,361.76,351.93,354.70,346.50,364.22,354.12,347.57,350.54,349.52,349.09,347.10,348.63,347.64,359.01,351.06,353.01,352.69,353.96,353.43,349.95,329.91,319.12,311.14,319.87,322.91,340.15,333.53,315.81,311.46,366.91
2020-07-12 22:00:54.669000,L8,,,,,,,,,,,,,,,,,,319.34,340.98,340.46,330.27,310.70,296.03,290.69,295.09,299.10,302.24,307.93,291.26,284.28,
2020-08-29 22:01:11.546000,L8,347.93,348.58,346.65,344.26,335.17,348.73,340.65,336.29,348.43,338.39,338.69,348.17,344.22,350.17,348.23,351.33,351.15,337.32,350.31,355.39,339.24,324.38,313.06,303.50,314.09,316.56,323.13,319.74,297.67,297.40,349.94
2020-09-14 22:01:17.845000,L8,349.29,348.59,347.42,343.85,336.23,348.11,341.55,338.42,347.26,339.44,337.96,350.12,350.81,350.85,352.94,354.38,358.81,336.75,355.01,354.96,339.56,329.88,312.84,306.68,310.41,314.50,324.43,321.44,300.78,294.78,349.43
2020-09-30 22:01:21.925000,L8,356.87,353.76,348.70,344.92,336.72,350.10,342.37,335.56,346.44,340.78,339.87,352.39,348.29,351.17,350.17,351.77,360.33,340.45,360.61,363.53,338.71,332.02,317.85,312.93,321.32,317.95,330.36,319.91,314.91,299.54,350.53
2021-02-21 22:01:05.416000,L8,354.92,347.52,341.55,338.82,332.13,352.70,343.43,338.20,334.58,336.20,338.24,338.46,350.42,350.04,332.04,335.35,341.74,332.87,341.20,345.32,332.45,317.72,303.31,294.43,297.11,310.21,330.33,322.41,300.75,299.23,350.77
