dates,nzd0344-0000,nzd0344-0001,nzd0344-0002,nzd0344-0003,nzd0344-0004,nzd0344-0005,satname
2000-10-26 21:45:10+00:00,377.69,367.95,,,381.68,,L7
2001-01-05 21:51:28+00:00,377.69,370.87,,,381.68,,L7
2001-02-06 21:51:26+00:00,377.69,370.87,,365.17,373.67,,L7
2001-04-27 21:51:07+00:00,,373.79,370.4,370.405,370.18,,L7
2002-02-25 21:49:35+00:00,,373.66,,,,,L7
2003-01-11 21:49:02+00:00,,336.99,,,,,L7
2003-01-27 21:49:33+00:00,354.45,333.51,370.5,362.94,363.9,,L7
2003-12-14 21:33:26+00:00,332.04,321.36,347.39,338.97,345.43,,L5
2005-01-17 21:41:01+00:00,,,,325.13,344.45,320.27,L5
2005-02-18 21:41:30+00:00,340.01,337.78,359.78,336.38,349.78,316.645,L5
2006-01-27 21:50:46+00:00,354.03,352.9,,,361.76,349.71,L5
2006-02-21 21:45:32+00:00,339.275,341.255,361.26,352.88,355.46000000000004,349.71,L5
2006-02-28 21:51:52+00:00,337.95666666666665,337.6466666666667,361.90999999999997,354.21500000000003,355.45666666666665,349.71,L5
2006-03-09 21:45:52+00:00,332.3975,331.8575,358.31,345.8766666666667,355.45666666666665,349.71,L5
2006-12-06 21:49:29+00:00,324.14,306.23,323.41,324.94,326.38,,L5
2007-01-30 21:55:36+00:00,346.89,334.065,323.41,324.94,326.38,351.24,L5
2011-01-25 21:50:59+00:00,336.96,337.73,353.71,321.56,340.73,,L5
2013-07-25 22:03:01+00:00,,,,,,359.29,L8
2013-10-29 22:02:46+00:00,,309.48,306.57,302.46,,359.29,L8
2013-11-30 22:02:40+00:00,,311.935,313.66999999999996,307.54999999999995,,359.29,L8
2013-12-09 21:56:28+00:00,341.44,321.7,316.41,309.08666666666664,308.41,359.29,L8
2014-02-18 22:01:51+00:00,341.44,326.28,317.3125,309.8775,308.41,,L8
2014-03-06 22:01:13+00:00,341.44,326.28,325.222,311.946,308.41,,L8
2014-07-05 21:54:41+00:00,,332.88,331.19666666666666,314.6766666666667,,,L8
2014-08-13 22:00:42+00:00,,333.0233333333333,328.3025,315.02750000000003,,,L8
2014-11-17 22:00:50+00:00,,330.31,318.1650000000001,314.1766666666667,,,L8
2015-12-06 22:01:10+00:00,,,322.28,304.03,,,L8
2016-02-24 22:00:32+00:00,,329.97,323.52,303.79499999999996,,,L8
2016-05-07 21:54:27+00:00,,324.785,325.32666666666665,302.5566666666667,,,L8
2017-01-09 22:00:50+00:00,,324.83,318.35,305.04,,,L8
2017-02-10 22:01:00+00:00,,324.615,320.19,305.135,,,L8
2017-05-01 22:00:19+00:00,346.48,323.8933333333333,320.8633333333333,306.1666666666667,,,L8
2017-12-11 22:00:48+00:00,,,318.53,306.47,,,L8
2018-04-18 22:00:19+00:00,,,330.49,317.55,,,L8
2019-03-04 22:00:42+00:00,,,,317.18,,,L8
2020-03-06 22:00:58+00:00,328.63,322.96,304.93,307.23,,,L8
2024-02-14 22:01:07+00:00,299.32,319.58,325.25,331.07,,,L8
2024-07-23 22:00:15+00:00,299.32,319.58,321.78,331.07,,,L8
2025-07-27 21:54:45+00:00,,,,327.61,,,L9
