dates,satname,nzd0344-0000,nzd0344-0001,nzd0344-0002,nzd0344-0003,nzd0344-0004,nzd0344-0005
2000-01-19 21:53:25.812000,L7,379.69,382.39,396.28,394.17,398.51,378.66
2000-01-19 21:53:49.771000,L7,382.10,385.53,399.40,398.33,401.60,386.08
2000-10-26 21:45:10.779000,L7,377.69,367.95,383.50,383.94,381.68,
2001-01-05 21:51:04.492000,L7,380.07,335.92,374.81,395.67,391.98,
2001-01-05 21:51:28.457000,L7,381.76,373.79,398.36,398.13,394.29,395.17
2001-02-06 21:51:26.449000,L7,353.68,335.29,370.36,365.17,365.66,321.61
2001-04-27 21:51:07.792000,L7,,326.06,370.40,375.64,374.70,
2001-09-18 21:49:29.215000,L7,375.77,336.95,375.29,370.51,362.69,
2001-10-04 21:48:54.017000,L7,,,363.48,349.11,379.00,402.63
2002-02-25 21:49:35.857000,L7,376.25,373.66,391.18,384.78,387.22,369.34
2002-12-10 21:49:17.131000,L7,390.80,374.10,389.57,385.23,379.75,379.28
2003-01-11 21:49:02.380000,L7,377.83,336.99,388.34,389.66,385.94,
2003-01-27 21:49:33.029000,L7,354.45,330.03,370.50,362.94,363.90,
2003-10-18 21:39:00.182000,L5,387.06,384.48,395.07,390.96,391.48,379.48
2003-11-19 21:39:26.321000,L5,381.10,374.22,386.22,383.31,382.83,375.22
2003-12-14 21:33:26.453000,L5,332.04,321.36,347.39,338.97,345.43,
2003-12-30 21:33:36.470000,L5,318.22,310.89,327.39,330.15,341.48,
2004-01-22 21:39:52.321000,L5,350.73,345.85,360.84,353.10,354.02,300.26
2005-01-17 21:41:01.708000,L5,,,,325.13,344.45,320.27
2005-02-09 21:47:31.401000,L5,345.06,342.06,348.76,335.23,346.56,
2005-02-18 21:41:30.252000,L5,340.01,337.78,359.78,347.63,355.11,313.02
2005-03-13 21:47:59.531000,L5,366.29,361.55,371.95,368.29,367.07,355.79
2005-06-01 21:48:30.637000,L5,,,371.51,309.62,360.72,
2006-01-20 21:44:49.210000,L5,387.41,386.47,389.75,389.49,390.41,381.92
2006-01-27 21:50:46.347000,L5,354.03,352.90,377.47,377.43,361.76,349.71
2006-02-05 21:45:11.980000,L5,351.55,351.55,370.61,364.82,362.58,330.88
2006-02-21 21:45:32.507000,L5,324.52,329.61,361.26,352.88,349.16,
2006-02-28 21:51:28.213000,L5,338.35,331.11,363.48,357.81,356.86,
2006-02-28 21:51:52.186000,L5,335.32,330.43,362.56,355.55,355.45,
2006-03-09 21:45:52.499000,L5,315.72,314.49,351.11,329.20,,
2006-12-06 21:49:29.117000,L5,324.14,306.23,323.41,324.94,326.38,
2007-01-30 21:55:36.438000,L5,369.64,361.90,377.45,373.73,378.17,351.24
2007-01-30 21:56:00.553000,L5,338.41,333.88,362.54,356.31,360.47,
2011-01-09 21:50:58.806000,L5,327.17,335.99,355.05,319.54,341.48,
2011-01-25 21:50:35.036000,L5,308.98,326.03,329.64,302.56,,
2011-01-25 21:50:59.151000,L5,336.96,337.73,353.71,321.56,340.73,
2013-07-25 22:03:01.828000,L8,,,,,364.42,359.29
2013-10-29 22:02:46.185000,L8,361.10,309.48,306.57,302.46,,
2013-11-30 22:02:40.518000,L8,362.36,314.39,320.77,312.64,,
2013-12-09 21:56:28.323000,L8,341.44,341.23,321.89,312.16,308.41,312.65
2014-02-18 22:01:51.922000,L8,357.52,340.02,320.02,312.25,,
2014-03-06 22:01:13.234000,L8,356.36,351.99,356.86,320.22,,
2014-03-06 22:01:37.193000,L8,357.74,353.05,358.73,342.57,,
2014-07-05 21:54:41.613000,L8,346.22,325.74,316.71,311.56,,
2014-08-13 22:00:42.730000,L8,351.61,333.31,319.62,316.08,,
2014-08-13 22:01:06.684000,L8,352.83,335.08,328.25,318.66,,
2014-11-17 22:00:50.637000,L8,366.48,331.88,363.85,314.89,,
2014-11-17 22:01:14.600000,L8,366.53,331.80,364.17,314.84,,
2015-01-04 22:01:05.828000,L8,,,,,287.37,310.99
2015-12-06 22:01:10.909000,L8,362.84,349.35,322.28,304.03,,
2016-02-08 22:01:03.169000,L8,350.25,330.94,327.01,306.85,,
2016-02-24 22:00:32.934000,L8,346.35,329.97,324.76,303.56,,
2016-02-24 22:00:56.902000,L8,359.61,356.93,373.58,376.33,378.74,365.69
2016-05-07 21:54:27.379000,L8,352.59,319.60,328.94,300.08,,
2016-11-22 22:01:23.648000,L8,358.91,327.40,332.69,306.88,288.43,340.69
2017-01-09 22:00:50.195000,L8,351.33,324.83,318.35,305.04,,
2017-02-10 22:01:00.454000,L8,351.93,324.40,322.03,305.23,,
2017-03-30 22:00:38.167000,L8,361.35,361.08,359.04,333.28,,
2017-04-15 22:00:06.096000,L8,349.65,333.20,317.40,300.28,,
2017-05-01 21:59:55.729000,L8,346.34,322.62,322.14,308.65,,
