dates,satname,nzd0262-0000,nzd0262-0001,nzd0262-0002,nzd0262-0003,nzd0262-0004,nzd0262-0005,nzd0262-0006,nzd0262-0011,nzd0262-0012,nzd0262-0013,nzd0262-0014,nzd0262-0015,nzd0262-0016,nzd0262-0017,nzd0262-0007,nzd0262-0008,nzd0262-0009,nzd0262-0010
2014-11-10 21:54:18.528000,L8,279.86,246.85,240.71,244.94,230.67,218.93,218.57,282.98,276.86,279.79,274.77,281.35,302.87,299.94,217.95,243.93,263.78,309.72
2014-12-28 21:54:07.841000,L8,278.89,258.96,247.92,245.37,236.02,230.44,226.13,279.56,277.02,279.20,280.79,283.74,312.58,305.82,219.00,262.73,276.69,302.33
2015-03-18 21:53:39.323000,L8,287.54,268.36,262.97,257.08,257.66,248.87,247.84,277.24,279.12,283.86,276.79,283.89,316.05,318.86,236.34,273.80,289.43,301.67
2015-04-03 21:53:26.876000,L8,266.39,242.37,239.70,239.90,238.93,231.60,220.15,275.44,276.28,275.81,274.20,284.81,307.75,302.19,212.87,240.54,258.57,291.18
2015-04-19 21:53:26.711000,L8,263.87,243.82,240.84,238.76,235.80,224.17,219.93,274.50,277.81,276.75,273.31,284.51,312.94,307.68,210.73,240.16,258.52,287.77
2015-05-05 21:53:12.716000,L8,258.66,244.37,241.23,237.23,232.33,225.13,220.23,276.01,279.50,279.14,276.61,288.58,310.10,323.98,213.73,239.56,262.15,288.60
2015-06-06 21:53:16.624000,L8,,,250.29,255.43,248.73,242.01,247.95,302.86,302.01,307.77,313.08,311.95,322.32,317.91,247.39,272.21,296.32,321.80
2015-08-25 21:53:51.592000,L8,251.87,228.20,220.31,212.98,199.50,197.88,197.21,251.28,258.87,253.75,258.90,264.94,286.65,283.79,190.80,223.88,242.56,257.93
2015-10-12 21:54:05.008000,L8,272.54,241.28,239.50,238.01,222.07,212.98,212.24,272.38,273.80,276.57,273.84,281.18,308.30,301.38,209.35,238.43,260.44,278.10
2015-10-28 21:54:10.619000,L8,285.73,261.78,265.23,254.84,244.47,242.79,229.95,308.56,300.80,309.10,308.22,301.78,319.67,326.36,222.57,277.47,288.26,318.08
2015-11-13 21:54:10.716000,L8,304.80,285.56,278.86,275.73,275.88,261.24,263.73,324.20,312.80,324.24,319.97,311.49,327.54,333.05,266.06,286.01,302.10,335.23
2015-12-15 21:54:12.402000,L8,270.00,258.85,252.49,243.95,236.44,230.47,233.82,277.26,281.73,280.77,281.36,284.08,300.40,301.54,217.70,247.20,266.84,287.29
2016-01-16 21:54:09.540000,L8,260.06,241.37,239.55,231.48,226.63,224.20,221.05,270.66,276.21,277.25,271.58,278.05,300.50,291.91,208.63,236.73,257.78,279.34
2016-02-01 21:54:07.333000,L8,252.53,236.74,233.62,227.91,222.98,218.23,215.87,264.23,271.06,270.51,266.79,275.40,298.46,291.17,205.39,236.47,254.91,272.51
2016-02-17 21:53:58.323000,L8,252.76,235.83,233.00,225.76,223.80,218.16,213.85,266.27,271.77,270.38,270.62,275.08,298.72,295.77,203.46,235.53,254.47,276.55
2016-03-04 21:53:57.602000,L8,251.89,236.20,232.12,224.29,223.01,217.88,214.61,269.40,272.74,268.07,273.98,280.32,302.36,299.01,205.13,237.58,254.23,275.27
2016-04-21 21:53:36.277000,L8,255.86,240.06,237.08,227.82,225.60,219.70,219.37,277.33,279.35,278.35,278.23,283.84,303.10,303.08,207.65,239.48,260.91,285.60
2016-05-07 21:53:39.461000,L8,249.95,240.84,237.29,228.60,227.93,223.75,220.79,282.37,282.92,286.50,281.99,296.09,316.16,315.99,211.98,240.69,264.55,291.42
2016-05-23 21:53:41.571000,L8,241.56,235.30,235.25,230.76,232.38,224.23,231.22,305.31,306.93,289.43,297.56,316.91,325.38,323.02,223.31,246.71,295.80,309.72
2016-06-08 21:53:45.728000,L8,,,,228.92,227.51,225.49,224.30,279.61,282.76,280.68,279.44,293.58,314.58,309.90,212.25,238.63,261.67,291.72
2016-07-26 21:54:04.677000,L8,245.74,267.12,263.94,253.42,247.32,253.22,257.65,307.13,293.93,312.74,313.92,314.23,324.45,322.35,239.51,267.86,300.90,331.07
2016-08-11 21:54:06.433000,L8,272.17,255.03,248.19,243.17,230.01,225.19,225.60,271.16,277.21,276.70,276.46,291.79,319.54,322.11,214.91,240.39,259.27,286.09
2016-08-27 21:54:14.090000,L8,267.35,245.82,241.44,231.37,224.55,219.07,218.50,272.41,273.15,272.76,272.30,284.09,312.43,305.90,208.68,238.66,259.67,280.43
2016-09-12 21:54:18.117000,L8,269.19,247.50,242.51,237.67,223.47,216.64,218.39,269.48,272.08,269.48,268.08,281.02,305.99,300.05,208.50,236.58,256.65,276.56
2016-10-14 21:54:24.092000,L8,275.57,259.84,256.16,253.71,227.61,215.97,189.24,283.18,224.69,296.40,331.40,338.94,311.61,308.58,188.83,239.89,261.17,286.75
2016-12-17 21:54:19.694000,L8,272.45,253.95,244.98,235.65,226.12,221.06,218.76,261.74,266.01,268.40,270.07,274.66,303.04,293.43,209.00,238.89,258.97,275.30
2017-02-03 21:54:05.431000,L8,261.67,242.06,240.20,230.62,227.56,223.07,219.64,269.72,271.82,270.82,273.47,278.91,301.85,298.21,208.28,238.86,259.28,280.40
2017-06-11 21:53:45.526000,L8,,,253.86,259.86,258.59,261.96,259.21,316.05,307.63,316.72,320.92,312.31,324.70,329.13,260.78,277.72,301.20,330.16
2017-06-27 21:53:50.454000,L8,,,,224.07,221.22,216.07,215.26,271.72,275.02,274.11,274.63,286.67,301.93,300.15,208.60,236.72,255.03,281.63
2017-08-14 21:54:07.255000,L8,278.22,258.93,250.74,246.20,242.76,233.13,231.93,303.40,298.42,283.60,283.57,315.17,322.83,315.97,219.06,252.83,283.19,305.39
2017-10-01 21:54:18.775000,L8,290.32,263.14,259.39,254.85,252.79,245.70,250.35,308.75,310.80,321.77,323.03,328.18,335.06,337.38,252.73,276.24,300.86,316.40
2017-12-04 21:54:13.271000,L8,264.06,240.55,237.40,231.55,224.79,218.11,217.35,265.02,268.15,264.26,265.00,274.05,290.67,289.00,207.15,237.11,256.33,276.25
2018-02-22 21:53:49.659000,L8,273.12,249.04,244.48,260.64,232.84,234.90,223.77,281.74,289.07,281.67,286.88,283.84,301.43,289.88,217.55,247.27,290.65,295.67
2018-03-26 21:53:33.717000,L8,262.67,240.01,236.81,229.29,226.63,221.64,219.04,274.50,274.98,267.64,272.79,279.32,297.33,301.06,210.88,241.29,263.59,283.99
2018-06-30 21:53:07.704000,L8,,,,240.01,232.26,224.18,228.89,274.84,279.22,271.36,277.48,292.90,316.62,309.69,215.76,239.98,259.74,285.87
2018-07-16 21:53:15.277000,L8,,230.94,251.88,251.39,252.86,248.41,247.04,296.46,292.95,301.08,308.80,309.49,322.79,315.56,243.28,261.42,285.37,313.71
2018-08-01 21:53:22.789000,L8,248.51,233.78,232.97,232.48,219.96,212.79,212.72,269.47,274.11,264.96,272.85,284.97,309.04,304.70,205.01,234.27,251.86,274.85
2018-08-17 21:53:31.689000,L8,296.54,271.99,263.81,258.57,251.83,246.16,249.22,310.32,305.59,320.18,323.49,326.82,327.92,330.97,249.38,269.17,288.49,310.24
2018-09-02 21:53:38.308000,L8,267.75,248.22,244.13,238.58,223.98,219.07,234.54,277.05,278.61,268.15,276.61,288.16,308.91,305.52,212.73,239.61,262.31,287.25
2018-10-04 21:53:50.552000,L8,284.41,263.83,255.20,254.02,254.57,246.79,252.47,311.41,316.81,324.65,328.38,332.74,340.30,338.04,245.32,274.19,296.52,318.37
2018-10-20 21:53:56.677000,L8,296.84,267.69,262.60,261.54,254.29,253.11,258.06,319.55,319.93,328.46,322.33,324.80,335.31,334.75,252.28,274.02,296.57,327.06
2018-11-05 21:54:00.051000,L8,285.65,268.95,267.90,250.86,244.58,229.70,242.52,309.58,289.74,303.13,297.81,291.99,331.42,339.82,220.43,269.50,294.52,315.06
2018-12-07 21:53:57.973000,L8,273.01,251.92,245.44,242.50,229.23,221.95,220.86,271.22,271.77,265.07,269.48,276.34,297.03,289.38,213.59,241.15,258.21,282.08
2019-03-13 21:53:40.441000,L8,258.70,240.00,235.02,228.48,226.10,220.00,217.05,271.49,275.56,268.06,270.30,274.86,293.93,288.61,210.26,240.77,258.23,282.79
2019-06-17 21:53:54.928000,L8,,,,232.16,225.05,218.55,221.15,276.78,276.14,276.42,279.75,291.72,321.02,312.03,215.83,241.31,262.13,286.42
2019-08-04 21:54:09.092000,L8,269.12,260.24,254.83,252.38,249.83,247.06,244.86,298.23,291.24,302.28,303.84,302.28,316.19,311.21,241.91,262.23,276.30,302.94
2019-10-07 21:54:27.004000,L8,298.54,262.87,257.66,251.32,239.95,228.17,227.09,310.09,314.39,325.42,324.31,318.28,324.96,332.53,219.82,276.72,298.76,308.44
2019-11-08 21:54:26.682000,L8,305.38,286.01,270.10,255.50,243.62,242.96,231.79,322.23,318.00,327.79,331.91,313.10,325.63,329.60,238.91,284.41,302.12,334.72
2020-01-11 21:54:15.691000,L8,259.89,240.09,236.75,229.24,224.02,217.77,217.99,271.63,271.83,266.55,271.95,277.10,294.93,288.75,209.54,238.57,256.91,280.20
2020-01-27 21:54:11.218000,L8,262.16,240.97,237.65,229.88,224.92,218.64,218.88,271.38,272.45,267.49,273.41,277.28,293.02,289.34,209.42,238.70,258.69,283.16
2020-02-12 21:54:06.855000,L8,265.35,250.13,241.59,233.53,228.78,225.37,235.42,275.62,276.63,271.90,275.83,282.26,303.44,295.15,213.25,244.68,266.49,287.11
2020-03-31 21:53:46.191000,L8,262.71,243.20,239.15,230.49,226.67,223.07,220.17,272.35,274.00,267.41,274.56,280.14,296.13,296.89,210.30,238.22,259.19,279.63
2020-06-03 21:53:36.300000,L8,,,223.44,232.08,227.75,224.40,222.30,275.92,277.04,274.29,279.24,281.89,301.34,302.62,215.13,241.58,260.70,289.06
2020-07-21 21:53:58.839000,L8,,,,,,,185.81,257.50,266.73,257.00,258.81,270.37,275.66,242.90,203.45,228.93,246.96,266.10
2020-10-25 21:54:24.251000,L8,265.64,245.43,243.59,236.63,234.25,222.65,222.18,275.79,275.68,271.54,275.36,279.74,297.82,290.18,211.13,240.73,263.58,289.16
2020-11-26 21:54:24.779000,L8,287.74,262.87,251.67,252.37,238.44,233.89,227.65,279.99,277.45,274.09,277.66,280.90,297.79,294.87,214.53,250.76,270.74,291.29
2020-12-12 21:54:25.476000,L8,264.45,244.23,241.59,233.43,230.29,223.55,219.47,269.56,271.16,268.58,271.22,274.82,292.25,289.78,211.63,240.70,258.96,281.10
2021-01-13 21:54:15.589000,L8,260.60,245.13,240.42,237.25,232.45,228.56,221.83,278.06,276.76,274.71,279.29,283.11,299.65,296.52,212.44,242.06,265.78,289.45
2021-04-03 21:53:50.092000,L8,264.57,242.30,238.89,231.06,230.00,224.50,219.61,273.00,274.01,273.32,276.49,279.45,294.97,298.11,213.54,240.20,259.93,283.59
2021-05-05 21:53:33.703000,L8,260.34,245.79,241.52,231.74,232.90,227.41,222.78,278.67,279.90,278.37,281.49,284.12,303.89,303.11,214.79,242.41,261.96,292.29
2021-07-08 21:53:58.887000,L8,,,226.91,240.06,234.18,231.93,230.25,277.49,276.55,280.47,278.28,287.12,307.64,306.03,219.39,240.66,261.89,288.06
2021-07-24 21:54:04.359000,L8,,,,,,,210.28,282.41,279.50,280.73,277.89,287.32,300.48,304.09,226.24,245.64,265.30,291.19
2021-08-09 21:54:11.490000,L8,285.46,264.78,258.30,258.23,258.28,255.52,252.85,311.91,311.16,324.06,324.94,330.25,336.16,321.00,249.93,273.60,297.72,324.61
2021-08-25 21:54:16.007000,L8,284.45,262.37,258.36,253.25,255.09,247.07,243.06,313.35,313.12,318.49,322.81,322.03,325.47,326.72,245.08,275.92,298.37,325.98
2021-09-10 21:54:20.775000,L8,279.70,262.20,257.82,253.17,256.58,253.95,253.32,309.59,299.44,305.18,316.22,314.21,325.70,317.20,253.53,274.17,287.45,320.95
2021-10-12 21:54:29.370000,L8,258.10,243.24,237.41,228.04,224.13,224.84,209.03,255.60,254.18,249.62,256.33,255.13,266.28,240.50,196.74,228.25,247.65,261.98
2021-12-07 21:54:26.664000,L9,279.82,269.37,255.64,254.41,258.79,254.62,249.06,299.39,295.89,285.50,287.74,291.16,309.23,309.45,242.55,267.75,285.44,304.12
2021-12-15 21:54:24.982000,L8,284.82,263.49,257.26,252.88,248.57,249.94,241.01,304.48,314.84,329.86,320.16,319.12,327.03,316.22,235.80,276.62,304.83,318.93
2021-12-23 21:54:21.811000,L9,265.65,247.79,244.77,231.73,227.25,224.24,220.10,270.65,270.58,269.99,272.83,276.99,293.62,290.79,212.74,238.40,257.47,281.97
2021-12-31 21:54:19.245000,L8,267.99,250.82,240.04,229.69,226.12,222.30,219.03,269.60,267.37,268.26,272.03,275.29,287.30,288.32,209.17,236.31,257.39,282.84
2022-01-08 21:54:19.756000,L9,271.92,242.39,238.01,229.06,226.91,223.66,219.52,272.21,270.93,272.50,273.16,276.72,292.78,290.11,212.36,239.02,258.07,283.14
2022-02-01 21:54:12.645000,L8,287.48,247.64,246.18,231.90,229.50,226.16,222.93,274.48,271.61,273.19,276.30,277.26,294.71,291.27,213.77,241.84,262.13,287.06
2022-02-17 21:54:07.419000,L8,257.09,240.89,235.59,225.88,224.80,220.25,217.52,273.36,271.85,271.53,275.98,275.99,292.70,290.20,209.52,238.83,259.01,283.55
2022-02-25 21:54:08.810000,L9,259.07,244.94,241.91,229.44,230.43,226.75,223.08,278.70,278.21,279.79,280.84,282.57,299.76,299.41,211.62,241.83,263.22,290.02
2022-03-05 21:54:04.613000,L8,261.23,240.22,237.82,228.18,226.49,222.00,218.85,273.26,274.60,272.76,275.58,276.49,294.65,293.04,210.63,240.37,258.13,283.65
2022-04-14 21:53:55.388000,L9,,,252.77,250.24,246.05,237.83,229.73,282.33,280.63,280.04,280.62,286.98,300.47,304.58,218.20,243.46,268.98,293.12
2022-04-22 21:53:52.789000,L8,,,204.50,223.43,227.90,233.01,232.85,278.93,278.81,278.42,279.83,284.56,295.20,297.56,198.30,242.15,264.32,293.46
2022-04-30 21:53:48.861000,L9,,,224.90,220.84,215.87,212.90,208.23,261.80,268.08,264.56,268.37,272.41,282.07,244.63,204.22,232.42,252.06,272.59
2022-05-24 21:54:00.511000,L8,,,238.98,242.55,240.87,236.53,231.09,283.32,281.99,282.07,284.71,297.53,312.30,322.28,220.96,248.60,272.10,301.01
2022-06-17 21:53:43.729000,L9,,,,239.81,239.39,238.68,231.77,288.87,282.50,288.89,292.16,300.67,310.65,305.42,224.46,251.12,277.66,302.56
