dates,nzd0262-0000,nzd0262-0001,nzd0262-0002,nzd0262-0003,nzd0262-0004,nzd0262-0005,nzd0262-0006,nzd0262-0011,nzd0262-0012,nzd0262-0013,nzd0262-0014,nzd0262-0015,nzd0262-0016,nzd0262-0017,nzd0262-0007,nzd0262-0008,nzd0262-0009,nzd0262-0010,satname
1999-08-05 21:46:59+00:00,,,,,,,,,,299.76,306.15,,,,,,,,L7
1999-08-21 21:46:56+00:00,,,,,,,,288.67,285.66,299.76,306.15,,312.15,306.95,,,,,L7
1999-09-22 21:47:00+00:00,,,,,,,,287.885,287.07000000000005,302.01,307.54499999999996,261.2,311.67999999999995,307.955,,,,,L7
1999-10-24 21:46:56+00:00,,,,,,,,289.5833333333333,287.07000000000005,302.01,307.54499999999996,261.2,311.67999999999995,311.49666666666667,,,,268.82,L7
2000-02-13 21:46:48+00:00,,,,211.88,,186.5,181.79,289.5833333333333,287.07000000000005,304.26,308.94,261.2,311.67999999999995,311.49666666666667,,,,255.95499999999998,L7
2000-04-01 21:46:34+00:00,,,,211.88,,186.5,181.79,292.93,,305.03,,,,313.76,,,,255.95499999999998,L7
2000-11-27 21:44:26+00:00,,,,,,,,,,,,257.2,278.95,274.98,,,281.95,,L7
2000-12-13 21:44:28+00:00,,,,249.06,230.06,217.63,206.11,,,,,257.2,278.95,274.98,221.2,,281.95,,L7
2001-04-04 21:44:06+00:00,,,,249.06,230.06,217.63,206.11,300.31,289.21,303.52,308.48,281.96000000000004,278.95,292.79,221.2,255.23,277.08500000000004,307.59,L7
2001-04-20 21:44:10+00:00,,,,249.06,230.06,217.63,206.11,295.89,289.83,304.61,310.355,290.73333333333335,293.03,293.3433333333333,221.2,255.23,275.99333333333334,304.96,L7
2001-05-22 21:43:54+00:00,,250.52,,249.06,230.06,217.63,206.11,295.89,289.83,304.61,310.355,290.73333333333335,293.03,293.3433333333333,221.2,255.23,275.99333333333334,304.96,L7
2001-07-25 21:43:18+00:00,,250.52,,245.52,239.84,244.02,,295.89,289.83,304.61,310.355,295.3933333333333,307.11,302.525,,255.23,273.015,304.96,L7
2001-09-27 21:42:29+00:00,,250.52,,245.52,239.84,244.02,,294.0366666666667,289.60999999999996,303.8566666666666,309.01,298.59749999999997,307.11,296.59,228.51,251.14,272.69,303.47666666666663,L7
2001-10-13 21:42:15+00:00,,250.52,,245.52,239.84,251.695,,290.9,289.80999999999995,304.025,309.275,295.88999999999993,307.11,289.585,228.51,247.05,272.92499999999995,301.41999999999996,L7
2001-10-29 21:42:21+00:00,,250.52,,245.52,239.84,251.695,,274.78499999999997,273.32000000000005,302.35,306.32,289.69499999999994,,284.72,231.64499999999998,249.405,272.06,300.48,L7
2002-01-17 21:42:52+00:00,302.67,274.19,261.68,251.54500000000002,234.775,240.00333333333333,246.24,268.5933333333333,273.32000000000005,302.35,306.32,289.69499999999994,272.46,282.115,222.13,242.61666666666667,263.58666666666664,288.94666666666666,L7
2002-02-18 21:42:54+00:00,302.67,274.19,261.68,257.57,240.86,240.63,246.24,274.8425,280.00666666666666,302.35,306.32,278.57,274.1,280.61333333333334,224.6975,245.3875,263.58666666666664,292.875,L7
2002-09-14 21:41:55+00:00,,,,,,,,,287.68,,307.08,,,,,,,,L7
2002-09-30 21:41:47+00:00,,,,,,,,286.34,287.68,,307.08,,309.61,291.79,,,,,L7
2002-11-01 21:41:54+00:00,,,,,,,,287.39,287.68,,307.08,,309.61,291.79,,254.78,282.84,300.38,L7
2003-01-20 21:42:33+00:00,,,,,,242.97,244.48,287.39,286.99,,307.08,,309.61,291.79,243.15,254.78,282.84,300.38,L7
2003-02-05 21:42:41+00:00,,,,,,242.97,244.48,270.95666666666665,286.99,,307.08,,309.61,291.79,243.15,254.78,282.84,282.53,L7
2003-02-21 21:42:44+00:00,,270.48,,264.27,259.76,250.89,251.945,262.495,281.87666666666667,261.18,283.08,249.31,309.61,274.895,248.675,254.78,273.745,277.4766666666667,L7
