dates,satname,nzd0095-0000,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0012,nzd0095-0013,nzd0095-0014,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018
2003-09-14 21:49:18.766000,L5,,312.64,289.48,291.66,305.30,,,,,,300.67,310.81,304.77,286.63,276.14,298.04,298.59,,
2003-09-30 21:49:30.432000,L5,,333.31,318.13,326.09,340.59,,,328.04,342.45,338.44,343.21,344.26,335.14,328.63,309.83,337.88,340.89,311.81,308.60
2003-12-03 21:50:19.675000,L5,,312.93,296.11,298.46,320.82,,,316.04,328.68,303.67,314.23,318.15,335.29,323.62,302.37,332.30,328.34,,
2004-07-30 21:54:28.143000,L5,,291.15,274.23,,267.06,,,290.04,304.71,306.93,304.31,306.71,316.19,307.44,282.34,294.38,287.82,,
2004-11-03 21:56:42.977000,L5,357.91,356.16,328.13,344.93,338.33,328.53,328.55,355.18,359.38,358.36,360.87,356.33,339.34,333.10,325.77,336.25,356.24,341.66,336.64
2004-11-19 21:56:55.269000,L5,,347.69,329.82,336.37,348.03,,,313.79,325.09,328.28,345.98,342.94,338.93,320.22,305.36,319.49,319.65,297.76,
2005-02-07 21:58:15.209000,L5,,305.28,268.33,,,,,287.59,295.17,296.46,295.27,295.29,,,,,,,
2005-02-23 21:58:31.621000,L5,,340.74,322.92,333.02,342.09,,,317.38,330.16,324.77,325.78,332.20,342.83,331.67,308.48,324.01,321.05,281.96,304.29
2005-03-11 21:58:44.158000,L5,,336.58,319.97,323.12,333.49,,,318.20,331.91,331.77,333.61,335.96,334.31,325.77,304.82,327.03,324.43,288.01,299.87
2005-03-27 21:58:51.619000,L5,,316.40,269.23,,,,,322.82,335.17,335.72,341.18,346.64,,,,,,,
2005-07-17 21:59:35.576000,L5,,322.47,306.25,311.24,328.79,,,300.07,309.33,312.73,313.38,314.76,325.06,323.25,302.19,314.77,314.54,256.10,
2006-05-17 22:03:57.969000,L5,,311.81,295.21,295.18,310.28,,,288.79,300.20,305.05,308.95,308.34,307.32,297.32,275.99,307.44,300.04,,
2006-07-04 22:04:41.660000,L5,391.38,361.77,337.99,403.35,371.97,378.64,364.98,361.70,365.74,361.14,355.32,355.49,367.95,364.10,359.28,364.74,361.95,340.84,345.06
2006-08-21 22:05:19.629000,L5,,354.29,331.75,382.53,356.83,,,329.89,344.86,341.25,340.24,346.25,352.70,350.13,327.65,341.68,344.17,313.12,320.80
2006-10-24 22:06:02.805000,L5,,340.98,324.34,326.59,337.99,,,,,,,,335.32,330.53,314.70,334.50,338.20,315.32,319.01
2006-11-25 22:06:19.953000,L5,,293.40,280.92,285.92,283.78,,,277.47,283.54,286.49,293.27,291.35,289.44,262.39,,,,,
2007-02-13 22:06:47.368000,L5,,318.58,,,,,,328.02,336.87,344.89,341.87,325.92,327.44,333.32,313.84,337.81,340.55,303.37,309.42
2008-02-16 22:02:22.163000,L5,365.25,,,,,315.10,285.12,338.10,349.45,361.25,,,,,,,402.31,349.77,341.02
2009-01-01 21:56:31.615000,L5,,344.43,326.37,330.54,342.91,,,331.46,336.81,339.95,338.79,342.45,341.89,327.38,310.61,331.82,332.26,289.57,305.66
2009-02-02 21:57:22.411000,L5,,336.54,317.35,323.22,334.24,,,330.26,339.39,339.02,333.49,338.43,336.39,333.37,312.98,330.94,332.16,299.15,307.43
2010-02-21 22:02:44.773000,L5,,343.66,323.76,330.48,339.38,,,331.38,337.41,337.54,329.96,333.88,341.94,335.17,324.41,340.06,332.64,303.41,312.08
2011-01-07 22:01:44.406000,L5,384.29,367.70,350.68,364.81,363.70,376.70,380.74,374.78,377.98,378.00,364.43,363.70,367.45,363.92,355.14,362.04,366.72,356.43,353.08
2011-03-12 22:01:43.554000,L5,,328.45,311.10,318.45,326.53,,,325.34,338.85,340.30,331.30,327.45,331.39,326.88,308.64,329.48,331.38,298.75,306.74
2011-04-13 22:01:34.017000,L5,,339.23,323.15,326.14,336.81,,,332.62,342.52,346.26,338.57,341.35,338.69,329.01,309.40,332.40,329.68,297.54,311.78
2013-05-20 22:13:50.559000,L8,,331.45,316.51,330.27,321.68,,275.99,329.21,336.18,335.81,333.13,329.25,328.72,316.89,317.82,325.35,311.38,286.80,316.41
2013-06-05 22:13:51.261000,L8,316.26,363.00,319.20,401.54,335.65,334.01,328.32,355.21,346.81,365.59,350.66,368.40,339.11,331.11,334.78,338.51,354.16,306.14,339.89
2013-06-21 22:13:43.313000,L8,,331.18,316.90,327.02,322.80,,,327.47,332.56,329.85,329.33,327.95,329.35,315.84,317.16,333.17,304.17,292.74,319.08
2013-07-07 22:13:48.209000,L8,,330.80,315.13,328.88,325.73,,280.66,328.52,346.33,331.73,332.35,329.03,331.04,317.13,316.36,332.50,340.36,300.61,319.49
2013-09-09 22:13:49.699000,L8,,329.85,322.09,347.11,384.72,,288.39,327.24,335.17,332.65,332.36,329.44,415.73,,,,,,
2013-09-25 22:13:41.239000,L8,,328.43,314.89,324.25,322.04,,,324.29,333.69,334.92,327.92,328.46,327.06,310.03,311.76,322.98,308.80,383.05,320.36
2013-10-11 22:13:41.596000,L8,383.42,349.17,325.76,,362.01,390.40,341.91,361.88,356.78,363.76,351.61,369.37,342.56,341.71,338.97,343.67,342.53,333.86,332.03
2013-10-27 22:13:31.854000,L8,,327.89,316.98,324.45,319.24,,,323.02,332.58,331.53,328.93,327.87,325.70,308.48,310.86,310.50,307.16,281.64,312.95
2013-11-12 22:13:32.202000,L8,410.52,,,,366.95,417.95,402.17,,,,,,368.88,367.21,377.65,362.73,380.53,377.87,375.04
2013-11-28 22:13:25.971000,L8,,331.16,319.58,329.89,322.69,,,326.53,332.59,331.64,329.74,328.66,329.43,313.69,315.85,324.92,313.98,293.61,312.31
2013-12-14 22:13:21.591000,L8,,330.63,316.40,327.43,322.81,,,327.52,333.27,333.03,330.20,328.60,331.71,311.40,315.51,314.61,315.15,291.61,314.16
2014-01-31 22:12:52.806000,L8,368.36,354.10,342.88,334.03,341.13,334.52,330.46,336.83,352.98,347.86,340.85,344.24,336.21,333.04,326.60,340.04,337.96,324.87,334.99
2014-03-20 22:12:13.789000,L8,,310.28,288.44,301.08,289.36,,,304.81,313.49,310.65,309.86,292.57,309.69,289.41,291.82,279.84,289.43,,
2014-04-05 22:11:58.702000,L8,,338.59,318.23,335.03,329.44,,295.27,331.37,357.05,354.24,350.15,348.89,345.17,335.01,322.22,342.55,338.43,288.85,340.50
2014-05-23 22:11:18.694000,L8,,,,,386.21,,,,,,,,339.58,335.55,334.93,358.45,362.07,312.23,322.57
2014-07-26 22:11:43.162000,L8,,330.92,314.04,331.54,326.37,267.43,319.13,331.46,339.99,331.83,331.21,328.72,331.73,320.87,316.68,326.01,316.02,283.84,319.81
2014-08-11 22:11:51.972000,L8,,,,,,,,,,,,,,,,,392.84,281.45,314.91
2014-10-14 22:12:02.705000,L8,,,381.54,330.98,314.82,,,,,,,,307.61,300.51,310.69,300.73,306.06,272.47,309.21
2014-10-30 22:11:58.859000,L8,366.76,342.79,329.12,374.27,350.58,364.27,382.36,363.72,381.45,347.50,347.09,355.22,340.29,339.89,330.66,345.06,339.54,333.61,335.64
2014-12-01 22:12:00.318000,L8,,330.95,318.78,328.82,327.04,,280.88,327.90,332.73,330.87,330.34,330.37,325.08,311.56,313.86,315.14,304.35,283.33,317.54
2015-04-24 22:11:08.401000,L8,337.22,351.51,326.94,335.42,330.88,332.08,326.06,340.74,354.97,345.89,336.89,344.05,335.63,337.70,341.69,342.48,345.01,351.24,351.33
2015-05-10 22:10:52.487000,L8,,326.33,314.32,323.57,323.32,,278.45,328.54,332.87,332.62,329.98,327.31,328.74,337.04,314.35,329.84,304.22,,
2015-06-27 22:11:10.298000,L8,,331.25,318.13,325.06,321.60,,,,335.96,331.01,330.60,328.85,325.91,315.01,313.09,321.99,302.27,281.53,317.22
2015-07-29 22:11:25.856000,L8,,331.61,318.52,328.64,322.63,,280.53,329.73,332.31,331.51,332.17,330.61,328.04,315.59,316.11,330.15,306.92,277.81,318.52
2015-08-14 22:11:31.426000,L8,,354.75,341.12,385.96,367.96,,,,,382.65,351.04,351.37,337.86,337.37,327.11,331.40,338.00,362.88,
2015-12-20 22:11:57.501000,L8,,329.39,317.28,326.42,318.85,,286.70,328.33,332.99,330.60,327.66,328.73,324.31,307.33,312.42,312.10,304.38,282.72,316.16
2016-02-22 22:11:42.580000,L8,,326.42,314.32,322.19,319.79,,,328.84,332.23,330.26,327.48,325.66,330.16,308.71,311.87,310.38,303.68,280.73,312.19
2016-03-09 22:11:40.902000,L8,,328.55,315.74,322.94,316.54,,275.60,327.30,329.86,329.31,325.98,326.89,322.66,309.32,310.15,311.64,302.77,276.35,314.45
2016-03-25 22:11:32.353000,L8,,305.34,289.48,292.99,265.20,,,,,311.44,305.49,300.06,303.76,,,,,,
2016-04-26 22:11:21.230000,L8,,328.43,314.56,322.08,314.03,,,317.80,327.31,328.62,325.29,323.86,321.43,307.61,310.85,313.44,300.03,,
2016-05-12 22:11:20.683000,L8,,334.39,320.86,328.38,321.66,,320.06,332.01,336.41,333.26,333.53,330.94,329.60,316.43,317.55,325.94,318.13,287.66,320.58
2016-08-16 22:11:53.694000,L8,,329.11,315.02,326.40,321.53,,283.60,329.84,331.20,331.32,328.53,328.59,327.83,308.06,314.20,318.60,312.42,288.97,314.89
2016-11-20 22:12:09.409000,L8,,334.01,323.64,332.02,325.35,,315.11,332.56,340.49,332.17,332.18,335.04,329.49,318.09,319.36,321.08,318.66,301.72,320.13
2016-12-22 22:12:03.110000,L8,,313.31,280.87,308.14,,,,318.28,318.94,306.76,308.37,309.83,,,,,,,
2017-06-16 22:11:31.847000,L8,392.91,355.35,348.78,,359.42,377.28,383.98,375.85,386.21,368.98,360.93,367.63,349.98,347.53,347.98,352.93,349.13,340.04,359.54
2017-07-18 22:11:40.412000,L8,,326.98,314.38,326.17,323.45,,293.88,332.69,335.64,337.97,331.26,327.83,332.80,315.13,314.41,325.25,305.12,286.80,318.95
2017-08-03 22:11:47.949000,L8,384.17,388.23,324.66,,356.79,355.21,355.90,365.89,365.18,365.58,381.06,367.57,356.53,353.51,345.41,367.22,361.44,326.90,368.26
2017-08-19 22:11:53.133000,L8,,328.80,318.36,326.44,321.46,,279.62,339.54,336.77,329.99,330.98,329.68,326.93,317.40,315.12,355.03,344.10,306.44,342.44
2018-01-10 22:11:54.118000,L8,,330.13,317.81,326.03,320.30,,300.60,332.27,333.34,332.68,331.41,328.99,327.59,314.30,316.15,325.82,309.76,297.19,319.11
2018-01-26 22:11:45.215000,L8,,331.08,318.31,327.90,321.68,,300.11,334.38,333.69,333.92,330.43,328.23,327.10,315.45,315.74,323.77,304.13,293.76,319.66
2018-04-16 22:11:06.667000,L8,,314.31,284.37,299.89,296.25,,,,,303.48,303.69,313.85,,,,,,,
2018-05-02 22:10:57.873000,L8,,,,309.89,303.78,,,,,,,,297.29,282.50,293.79,289.74,293.17,,
2018-07-05 22:10:54.795000,L8,,332.79,319.03,336.53,331.55,,322.69,331.27,341.17,331.99,332.17,330.19,340.63,318.24,324.31,337.05,315.14,304.66,321.95
2018-08-06 22:11:10.291000,L8,,333.49,316.98,330.99,326.45,,306.95,331.08,336.23,331.15,331.40,329.63,336.66,318.60,316.66,332.85,317.30,303.21,323.41
2018-09-07 22:11:24.397000,L8,,335.12,316.58,342.34,333.61,,323.25,332.22,343.49,335.71,336.44,333.29,334.91,325.92,319.25,333.46,351.71,307.93,319.48
2019-02-14 22:11:33.473000,L8,,320.48,307.16,265.94,,,,325.02,326.94,327.07,320.41,320.69,,,,,,,
2019-03-02 22:11:29.304000,L8,,327.40,315.41,323.97,318.82,,299.30,331.93,335.25,334.86,329.16,327.47,324.83,313.27,312.37,318.20,301.19,288.92,316.29
2019-05-21 22:11:27.314000,L8,320.59,378.06,328.16,335.89,324.11,348.09,329.47,345.53,342.79,355.79,,374.24,335.23,319.06,322.45,317.67,326.31,310.95,319.23
2019-06-22 22:11:40.996000,L8,,332.44,314.84,324.54,320.96,,309.04,336.29,336.45,332.72,330.49,330.79,325.43,311.07,317.48,332.35,300.94,284.27,321.88
2019-07-08 22:11:44.725000,L8,,314.93,289.81,310.90,299.02,,,323.75,323.58,323.44,314.22,317.80,308.68,279.46,,,,,
2019-07-24 22:11:48.987000,L8,317.91,368.33,326.26,332.80,335.19,333.49,326.56,367.87,367.13,343.42,338.01,367.05,339.10,329.97,333.13,341.98,348.48,321.08,340.40
2019-08-09 22:11:55.358000,L8,,329.67,315.72,327.36,320.96,,300.35,334.20,335.50,333.80,331.78,328.86,328.82,310.63,315.59,331.22,321.31,290.21,316.24
2020-01-16 22:11:59.041000,L8,,330.08,318.64,324.57,321.93,,303.56,330.98,333.24,331.40,330.16,329.62,328.00,311.22,317.41,336.64,300.72,291.44,317.02
2020-02-01 22:11:53.781000,L8,,332.02,320.96,325.08,320.30,,307.91,332.56,334.10,331.36,329.05,327.85,327.67,317.57,316.69,330.94,326.33,300.69,320.64
2020-04-21 22:11:21.823000,L8,,328.80,314.63,327.15,320.41,,315.37,332.84,335.55,333.01,334.10,329.65,327.38,311.80,314.84,321.29,306.06,298.13,318.37
2020-05-07 22:11:12.613000,L8,319.48,332.79,317.36,335.98,323.52,337.73,335.42,344.48,341.68,330.41,336.34,329.91,332.14,318.55,322.27,332.89,317.81,309.74,320.54
2020-07-10 22:11:39.723000,L8,329.09,335.76,319.08,339.08,331.33,346.84,339.87,354.40,343.72,343.84,342.44,331.20,338.49,332.33,331.62,340.41,331.53,323.19,332.95
2020-07-26 22:11:44.648000,L8,,328.10,313.69,327.79,320.96,,319.42,330.78,332.93,330.63,329.31,327.71,329.99,308.67,317.78,321.60,309.63,,
2020-08-27 22:11:56.368000,L8,,332.03,318.73,342.44,325.07,,328.96,339.81,338.89,333.06,333.20,329.50,334.05,319.33,323.00,332.46,324.70,294.54,320.41
2020-12-17 22:12:09.375000,L8,368.77,362.56,330.97,355.96,335.67,349.65,356.22,353.12,354.00,352.05,350.58,351.34,338.25,330.81,326.72,338.35,337.45,338.80,333.56
2021-02-03 22:11:56.237000,L8,,338.07,327.04,331.98,338.25,270.30,324.55,336.07,348.98,341.40,349.36,332.67,345.02,339.36,327.82,332.48,345.54,336.01,335.02
2021-02-19 22:11:51.945000,L8,,331.12,315.80,325.52,341.96,,311.76,333.02,346.44,334.42,332.18,326.71,331.60,317.35,317.84,332.10,313.34,297.50,316.64
2021-03-23 22:11:37.336000,L8,322.96,340.54,317.81,328.53,323.43,324.76,326.85,346.06,349.63,351.89,343.70,340.30,325.07,314.96,318.11,340.67,344.77,305.97,318.75
2021-04-24 22:11:25.382000,L8,322.80,335.59,318.21,349.27,327.53,333.05,334.19,347.00,348.52,348.72,337.33,333.82,330.23,320.67,328.09,330.42,313.34,293.06,321.56
2021-05-26 22:11:31.065000,L8,314.76,340.20,323.25,336.14,324.73,325.15,326.98,366.78,355.46,342.75,339.73,335.42,347.97,336.88,330.92,333.22,341.15,295.67,345.94
2021-06-11 22:11:38.046000,L8,,309.08,277.58,,,,,319.12,317.56,318.39,305.24,306.26,,,,,,,
2021-07-13 22:11:43.513000,L8,376.60,345.82,329.10,351.48,347.57,369.96,372.02,353.84,355.85,352.06,366.24,363.73,358.95,340.91,336.05,341.28,345.37,328.33,336.28
2021-10-17 22:12:14.625000,L8,,327.26,314.94,322.71,318.04,,297.46,332.05,332.32,330.92,327.91,327.37,324.42,317.33,,,,,
2021-11-06 22:12:48.299000,L9,365.22,352.31,333.11,347.54,346.72,361.12,371.45,358.31,383.14,357.38,352.72,348.92,336.46,332.80,327.18,342.19,347.58,337.56,337.94
2021-11-18 22:12:08.776000,L8,,332.12,319.63,331.55,323.77,,323.12,335.31,336.49,334.38,333.59,330.91,327.23,314.03,318.05,318.92,321.40,297.48,319.72
2022-01-13 22:12:02.740000,L9,361.14,351.50,327.70,397.93,342.88,374.71,368.70,364.29,365.55,361.78,351.86,356.71,343.16,339.29,337.63,345.00,352.01,349.20,360.29
2022-01-29 22:12:05.530000,L9,,326.95,315.77,325.40,317.93,,303.45,332.26,333.68,335.52,331.08,329.81,324.80,310.60,312.32,318.66,310.06,313.64,347.90
2022-02-14 22:12:01.049000,L9,,330.48,317.54,329.66,323.77,,320.54,332.54,333.26,334.84,332.49,329.84,330.69,314.61,316.22,333.52,314.77,280.20,317.76
2022-02-22 22:11:50.626000,L8,,328.49,318.64,325.56,322.78,,313.49,337.54,335.54,333.03,329.29,331.65,325.62,315.97,317.62,363.30,302.56,280.40,317.47
2022-03-18 22:11:49.046000,L9,,329.64,316.07,329.02,322.66,,307.73,332.66,336.45,338.82,333.75,331.27,327.38,309.63,318.63,328.16,309.95,279.83,318.14
2022-04-03 22:11:45.362000,L9,369.48,379.48,,362.21,361.86,,,,,400.90,354.34,392.27,348.24,337.50,331.33,348.19,347.94,342.54,337.88
2022-05-05 22:11:31.114000,L9,355.36,352.73,345.11,340.56,334.45,365.10,368.46,347.60,346.94,354.79,354.11,353.56,337.65,349.62,343.20,351.68,351.19,344.42,356.87
2022-05-21 22:11:19.594000,L9,327.09,335.31,322.29,337.76,329.14,335.19,333.45,340.70,339.45,335.92,338.01,332.43,332.62,317.25,320.62,329.00,319.50,299.85,319.06
2022-06-14 22:11:59.156000,L8,322.18,335.39,319.34,337.40,325.90,332.76,328.51,338.88,338.72,335.07,335.92,335.32,333.36,320.99,323.90,328.55,328.40,297.97,325.38
2022-07-08 22:11:39.226000,L9,,333.02,317.93,331.62,323.77,,322.07,335.34,339.91,332.30,330.04,330.58,332.22,318.24,318.58,330.76,304.24,286.58,322.93
2022-07-16 22:12:03.012000,L8,371.76,379.44,349.28,406.91,357.75,371.92,386.03,373.77,389.98,380.95,382.01,371.44,359.17,353.30,350.39,350.14,375.03,371.78,353.59
2022-08-09 22:11:58.475000,L9,,333.70,320.44,357.90,331.27,,322.09,337.63,339.69,336.85,331.87,330.33,341.33,320.95,324.45,337.19,321.14,291.23,320.07
2022-11-13 22:12:17.201000,L9,,331.48,313.62,316.55,298.81,,299.07,330.21,333.94,331.64,330.90,331.18,329.57,318.45,309.30,318.36,318.31,341.55,357.99
2023-02-09 22:12:09.040000,L8,360.51,348.28,331.28,367.26,353.32,364.64,360.39,367.02,368.77,388.26,360.49,365.77,347.95,349.35,342.07,348.23,342.74,332.99,336.68
2023-03-05 22:12:01.427000,L9,,332.54,314.34,326.35,324.08,,302.82,330.62,331.16,336.56,329.37,332.71,327.77,320.54,315.24,305.36,306.15,273.73,314.71
2023-03-13 22:11:47.152000,L8,370.83,350.95,325.59,356.03,355.51,368.39,376.52,371.33,372.13,369.97,359.90,352.86,355.92,344.36,342.16,353.47,346.26,325.94,332.82
2023-03-21 22:11:55.188000,L9,378.52,359.45,344.74,400.33,357.65,385.83,383.16,384.95,384.89,375.19,381.97,363.49,357.53,357.02,360.17,354.35,359.82,361.03,356.70
2023-03-29 22:11:37.049000,L8,326.68,338.98,322.12,338.72,339.21,323.24,326.30,340.67,343.40,341.74,344.63,338.90,340.71,325.77,324.34,340.38,331.04,319.28,324.55
2023-06-01 22:11:07.279000,L8,,334.03,317.60,330.73,329.95,287.79,327.97,342.38,342.68,332.68,333.06,331.50,336.04,317.87,318.01,336.19,316.07,283.42,320.27
2023-06-09 22:11:12.914000,L9,,309.23,282.28,296.97,293.56,,,320.12,319.44,313.28,307.01,314.02,,,,,,,
2023-06-17 22:11:17.056000,L8,,,,,389.85,,,,,,,,373.17,368.69,348.49,361.63,408.46,360.39,359.62
2023-07-11 22:11:24.365000,L9,318.43,338.72,324.63,,336.31,328.99,329.69,344.34,343.01,341.89,338.88,343.05,351.56,331.40,327.65,350.26,328.23,296.98,331.13
2023-07-27 22:11:26.959000,L9,,332.30,317.82,330.06,329.82,,320.96,339.23,336.72,331.97,331.80,329.46,334.65,317.79,316.13,329.93,308.58,278.60,318.10
2023-08-20 22:11:47.546000,L8,,,,304.02,305.49,,,321.02,322.19,318.41,302.71,,304.20,280.05,284.21,277.10,282.91,,
2023-08-28 22:11:44.258000,L9,,327.14,315.98,327.98,324.52,,320.39,336.33,337.15,330.96,330.83,327.31,332.36,313.68,314.73,333.04,311.47,278.62,315.91
2023-09-13 22:11:53.459000,L9,,333.18,313.24,321.62,320.76,,,,,,,,322.95,308.18,,,,,
2023-10-07 22:11:57.146000,L8,,,,,,,,,,,,,279.33,296.14,300.26,293.45,298.58,,
2023-11-08 22:11:57.030000,L8,,331.01,369.39,334.83,340.73,,313.29,331.55,334.83,333.81,329.92,328.81,328.74,311.17,312.45,321.49,309.77,281.70,313.00
2023-11-24 22:12:03.999000,L8,,379.24,322.26,325.63,323.80,,314.64,341.07,333.71,334.59,330.57,335.53,326.97,307.07,314.53,354.01,311.17,286.87,315.78
2024-01-11 22:11:56.446000,L8,,333.39,319.81,332.76,340.26,,324.15,339.49,341.07,337.47,331.04,330.72,342.92,313.60,317.44,311.76,311.51,286.94,318.33
2024-02-04 22:12:07.739000,L9,,325.58,313.80,326.45,318.02,,,327.70,326.87,329.66,327.11,325.54,313.96,293.81,,,,,296.72
2024-02-28 22:11:48.245000,L8,,333.22,317.61,328.84,329.26,,325.18,341.73,348.43,347.37,330.55,330.44,332.40,312.45,317.72,338.76,338.43,288.48,320.68
2024-03-07 22:12:00.069000,L9,,325.40,314.45,328.64,320.36,,309.61,328.28,329.67,323.67,327.29,323.59,321.96,306.28,312.33,301.73,300.84,269.77,313.17
2024-03-15 22:11:37.973000,L8,,333.74,317.86,334.65,320.39,282.78,325.44,339.39,340.45,336.00,336.73,331.77,330.34,314.73,317.00,323.30,322.32,286.33,321.23
2024-04-16 22:11:19.307000,L8,,329.71,315.13,329.59,319.48,,328.93,336.89,345.14,367.36,325.31,326.07,331.06,310.51,313.50,326.39,308.25,282.13,315.34
2024-05-02 22:11:08.519000,L8,,327.38,314.61,320.28,320.01,,315.93,331.10,334.95,330.44,319.57,326.13,326.25,300.40,310.74,311.43,321.16,276.52,316.91
2024-05-10 22:11:24.784000,L9,356.78,357.88,330.42,343.62,345.96,365.77,356.02,358.84,358.24,354.64,365.98,355.23,344.18,339.35,343.95,345.41,341.44,329.06,335.55
2024-05-26 22:11:12.218000,L9,360.50,341.40,328.91,356.42,352.56,365.63,359.37,365.02,360.59,355.19,349.23,349.00,348.41,334.11,334.49,351.29,343.19,331.07,332.69
2024-06-11 22:11:06.286000,L9,,329.52,318.38,330.59,323.81,,326.83,342.57,342.08,337.01,334.06,330.75,331.19,325.66,317.70,326.55,308.82,282.01,320.28
2024-08-06 22:11:21.454000,L8,,382.85,356.79,,381.11,,,,,388.21,389.91,397.18,379.77,386.05,375.72,385.50,377.07,382.07,371.59
2024-11-18 22:11:59.014000,L9,354.15,356.99,330.33,339.98,333.62,349.04,356.65,352.71,356.74,347.21,352.26,348.59,336.85,329.48,332.08,341.83,344.17,328.11,343.46
2024-12-28 22:11:50.695000,L8,,331.39,316.60,329.62,320.03,,325.28,334.26,335.63,333.72,330.61,329.83,329.43,310.97,316.34,316.76,322.40,289.73,317.69
2025-01-05 22:11:55.058000,L9,,330.50,,,,,326.03,335.77,335.81,336.74,331.03,331.93,,,,,,,
2025-01-13 22:11:54.516000,L8,,328.02,315.43,322.94,318.20,,320.80,330.36,331.51,332.10,327.60,329.65,324.53,311.32,313.25,302.84,301.50,276.41,313.88
2025-01-29 22:11:52.495000,L8,339.51,,324.08,318.77,309.97,,,,,,,,317.11,303.51,312.96,305.22,304.18,279.55,316.35
2025-02-06 22:11:55.429000,L9,,333.19,317.23,330.23,322.25,,325.47,334.61,337.02,334.21,330.76,331.06,328.69,315.45,316.60,329.19,336.64,285.61,319.49
2025-03-02 22:11:40.284000,L8,334.85,339.81,322.29,331.62,332.64,327.00,337.22,352.52,348.57,343.31,344.08,339.22,332.03,327.37,324.48,328.19,325.20,310.22,327.38
