dates,nzd0095-0000,nzd0095-0008,nzd0095-0009,nzd0095-0010,nzd0095-0011,nzd0095-0001,nzd0095-0002,nzd0095-0003,nzd0095-0004,nzd0095-0005,nzd0095-0006,nzd0095-0007,nzd0095-0012,nzd0095-0013,nzd0095-0014,nzd0095-0015,nzd0095-0016,nzd0095-0017,nzd0095-0018,satname
1999-08-26 22:04:44+00:00,,322.03,312.02,356.34,,,,,,,,,,,,,,,,L7
1999-09-27 22:04:48+00:00,,322.03,312.02,356.34,,,,,,,,,,,,,,,373.65,L7
1999-11-14 22:04:42+00:00,367.61,328.695,315.51,354.565,343.93,359.69,,362.68,365.65,,331.31,346.58,349.3,339.92,336.93,341.58,,340.87,357.935,L7
2000-01-17 22:04:35+00:00,368.145,330.26666666666665,314.2133333333333,354.565,343.93,359.69,,362.68,367.04999999999995,,328.675,337.61,345.24,332.58000000000004,340.745,347.855,,320.91499999999996,343.6433333333334,L7
2001-01-03 22:02:12+00:00,,345.0,326.95,333.75,333.78,,,369.69,,,360.54,327.97,339.01,297.5,316.09,333.14,,300.22,314.55,L7
2001-03-24 22:01:59+00:00,,339.055,318.57,325.61,327.155,,,338.825,316.85,,340.99,328.655,327.66499999999996,297.84000000000003,306.43499999999995,333.14,,300.22,314.55,L7
2001-08-15 22:00:38+00:00,,345.975,313.0,317.47,320.53,348.13,,307.96,316.85,,321.44,332.47,323.72,312.02,311.53499999999997,,,,,L7
2001-10-02 22:00:04+00:00,,358.84,331.895,358.01,355.01,348.13,,,,,,335.6,331.12,325.86,326.29,,,,,L7
2002-01-22 22:00:40+00:00,346.8,344.67499999999995,328.0266666666667,358.01,355.01,338.86,311.16,320.85,335.85,360.07,,335.6,322.135,323.27,318.86,,296.92,,311.36,L7
2002-03-27 22:00:37+00:00,346.8,326.395,326.5233333333333,338.81,340.015,329.59,311.16,317.365,330.58000000000004,346.755,329.26,329.88,303.635,320.68,311.43,,316.635,268.05,304.68,L7
2002-07-17 22:00:08+00:00,346.8,326.0833333333333,314.31333333333333,317.545,320.71500000000003,329.59,293.08500000000004,316.3,329.14000000000004,340.8433333333333,322.28999999999996,326.845,303.635,320.68,311.43,,316.635,268.05,304.68,L7
2002-08-18 21:59:57+00:00,326.68,323.87,311.32500000000005,317.545,320.71500000000003,314.17,289.36,314.02500000000003,325.785,331.23,322.28999999999996,334.82,294.12,,,,336.35,268.05,297.275,L7
2002-10-21 21:59:36+00:00,326.68,325.46,311.35,315.48,316.41,314.17,289.36,314.17,353.33500000000004,329.02,315.32,337.29,,,,359.91,369.08,,296.55,L7
2003-09-30 21:49:30+00:00,,333.31,318.13,326.09,340.59,,,328.04,342.45,338.44,343.21,344.26,335.14,328.63,309.83,337.88,340.89,311.81,308.6,L5
2004-07-30 21:54:28+00:00,,,,,,,,290.04,304.71,306.93,304.31,306.71,316.19,307.44,282.34,294.38,287.82,,,L5
2005-02-23 21:58:31+00:00,,340.74,322.92,333.02,342.09,,,317.38,330.16,324.77,325.78,332.2,342.83,331.67,308.48,324.01,321.05,281.96,304.29,L5
2005-03-11 21:58:44+00:00,,338.65999999999997,321.44500000000005,328.07,337.78999999999996,,,317.78999999999996,331.035,328.27,329.695,334.08,338.57,328.72,306.65,325.52,322.74,284.985,302.08000000000004,L5
2005-07-17 21:59:35+00:00,,333.2633333333333,316.38000000000005,322.46,334.79,,,311.8833333333333,323.8,323.09,324.25666666666666,327.64,334.06666666666666,326.8966666666667,305.16333333333336,321.93666666666667,320.00666666666666,275.3566666666666,302.08000000000004,L5
2006-05-17 22:03:57+00:00,,311.81,295.21,295.18,310.28,,,288.79,300.2,305.05,308.95,308.34,307.32,297.32,275.99,307.44,300.04,,,L5
2006-11-25 22:06:19+00:00,,293.4,280.92,285.92,,,,,,286.49,293.27,291.35,289.44,,,,,,,L5
2009-01-01 21:56:31+00:00,,,,,,,,331.46,,,,,341.89,327.38,310.61,331.82,332.26,289.57,305.66,L5
2009-02-02 21:57:22+00:00,,336.54,317.35,323.22,334.24,,,330.86,339.39,339.02,333.49,338.43,339.14,330.375,311.795,331.38,332.21000000000004,294.36,306.545,L5
