dates,nzd0337-0000,nzd0337-0001,nzd0337-0002,nzd0337-0003,nzd0337-0004,nzd0337-0005,nzd0337-0006,satname
2003-10-16 21:51:19+00:00,230.2,225.02,203.61,200.59,,,,L5
2004-01-04 21:52:10+00:00,230.2,219.29500000000002,202.44,209.835,209.48,198.88,177.2,L5
2005-11-22 22:01:58+00:00,220.65,213.8,199.41,197.88,,,,L5
2006-10-31 22:13:29+00:00,235.54,221.91,206.78,203.0,199.9,196.89,191.35,L5
2007-02-13 22:08:23+00:00,235.54,220.76999999999998,196.685,201.91,199.9,196.89,191.35,L5
2009-01-24 22:04:30+00:00,233.32,228.34,203.87,194.76,195.83,196.55,,L5
2011-01-23 22:03:20+00:00,224.09,213.63,197.79,191.35,189.56,191.68,,L5
2013-09-16 22:21:09+00:00,290.61,271.61,256.0,,253.21,,,L8
2013-10-18 22:21:01+00:00,275.0,251.985,239.995,211.68,234.01,185.08,,L8
2013-11-03 22:20:56+00:00,279.83666666666664,248.25,241.72333333333336,231.095,240.15666666666667,204.7,192.58,L8
2013-11-19 22:20:49+00:00,281.565,251.725,243.1425,236.96666666666667,242.245,220.07000000000002,206.42000000000002,L8
2014-02-07 22:20:09+00:00,282.04,252.97799999999998,243.498,240.16,242.994,213.43,206.42000000000002,L8
2014-02-16 22:14:14+00:00,281.74333333333334,253.72,243.6833333333333,241.906,242.52666666666667,205.526,206.42000000000002,L8
2014-09-28 22:13:32+00:00,263.28,238.43,226.09,,,,,L8
2014-10-14 22:13:38+00:00,266.5,246.85500000000002,235.24,224.76,234.83,174.4,,L8
2014-10-21 22:19:25+00:00,254.39333333333335,244.04,232.97666666666666,217.67000000000002,234.83,174.4,,L8
2014-11-06 22:19:25+00:00,262.79,248.475,236.905,228.8033333333333,241.11,174.4,220.31,L8
2014-12-01 22:13:12+00:00,262.136,249.692,236.766,225.1375,239.42333333333332,179.56,220.31,L8
2015-01-25 22:19:08+00:00,260.96,248.37166666666667,235.19833333333335,222.81199999999998,233.07,180.01,220.31,L8
2015-02-10 22:19:02+00:00,261.0457142857143,248.46,234.99857142857144,221.525,230.5,182.01,220.31,L8
2015-02-19 22:12:49+00:00,263.9525,249.84625,236.2175,225.64142857142858,233.48000000000002,184.152,220.31,L8
2015-10-24 22:19:16+00:00,285.47,259.27,247.06,250.09,245.35,248.31,215.64,L8
2015-12-20 22:13:33+00:00,285.025,259.41499999999996,247.60500000000002,250.515,248.415,250.22,231.55,L8
2016-01-05 22:13:29+00:00,284.63,259.28,246.86,250.33666666666667,248.97666666666666,240.09333333333333,231.55,L8
2016-02-06 22:13:01+00:00,276.4875,255.53,241.925,240.3,241.155,226.48250000000002,231.55,L8
2016-02-13 22:19:08+00:00,277.804,255.804,242.52800000000002,236.81599999999997,241.07799999999997,217.538,231.55,L8
2017-01-23 22:13:31+00:00,257.68,256.29,241.45,222.86,238.14,,,L8
2017-03-03 22:19:01+00:00,242.47,256.29,241.45,222.86,238.14,,,L8
2017-10-13 22:19:28+00:00,,256.03,244.77,247.64,239.44,187.82,,L8
2017-11-30 22:19:20+00:00,,269.475,257.985,247.64,239.44,187.82,,L8
2018-09-14 22:18:48+00:00,259.84,236.13,218.38,,,,,L8
2018-11-10 22:13:20+00:00,271.32,247.32999999999998,232.32,248.09,248.25,248.84,223.75,L8
2019-03-02 22:12:41+00:00,274.74666666666667,246.54666666666665,232.32,248.09,248.25,248.84,223.75,L8
2019-09-17 22:19:29+00:00,283.04,250.5,235.52,212.34,,,,L8
2019-12-22 22:19:27+00:00,276.48,249.91500000000002,239.99,230.465,245.35,255.75,,L8
2020-03-27 22:18:55+00:00,261.46000000000004,249.33,244.46,248.59,245.35,255.75,,L8
2020-10-14 22:13:20+00:00,280.15,256.43,243.69,248.07,240.49,240.91,,L8
2020-10-21 22:19:31+00:00,279.0,253.565,243.91,247.91,240.10500000000002,240.51999999999998,,L8
2020-12-24 22:19:30+00:00,270.6033333333333,249.09666666666666,239.43666666666664,236.87,230.84666666666666,234.54666666666665,,L8
2021-02-03 22:13:32+00:00,269.1375,248.39,236.3525,231.5675,230.305,239.70499999999998,,L8
2021-08-30 22:13:14+00:00,296.28,277.35,,,,,,L8
2021-11-02 22:13:26+00:00,285.72,266.84000000000003,244.5,247.79,243.51,241.33,,L8
2021-11-18 22:13:20+00:00,292.1933333333333,272.57666666666665,258.315,259.61,258.72,259.335,,L8
2022-01-20 22:19:27+00:00,275.245,268.365,253.86333333333334,255.99,252.76333333333332,255.51999999999998,218.44,L9
2022-01-21 22:13:11+00:00,272.582,265.922,251.3225,253.945,250.51999999999998,253.2475,218.44,L8
2022-01-28 22:19:19+00:00,275.10166666666663,265.3516666666667,251.224,253.44400000000002,251.18400000000003,254.08,248.505,L8
2022-01-29 22:13:17+00:00,276.9428571428571,264.74,251.37166666666667,253.38833333333332,251.66166666666666,254.86166666666668,248.505,L9
2022-02-13 22:19:16+00:00,277.7775,263.66625,250.4042857142857,252.72142857142856,251.07285714285715,252.7657142857143,248.505,L8
2022-02-14 22:13:36+00:00,278.4888888888889,263.1011111111111,250.0625,252.40875,251.1925,252.7657142857143,248.505,L9
2022-03-09 22:19:13+00:00,276.9133333333333,260.02777777777777,246.81666666666666,252.40875,251.1925,252.7657142857143,248.505,L9
2022-09-09 22:19:47+00:00,296.75,263.53,248.98,251.86,,,,L8
2023-01-08 22:13:24+00:00,302.28999999999996,274.225,262.26,262.78499999999997,275.24,279.54,300.55,L8
2023-01-16 22:13:22+00:00,304.29333333333335,277.64000000000004,266.24666666666667,266.45666666666665,275.99,279.845,300.51,L9
2023-01-24 22:13:46+00:00,299.1,272.5475,261.9125,262.36,268.2266666666667,272.12333333333333,300.51,L8
2023-02-08 22:19:42+00:00,291.6,266.9,255.18800000000002,254.142,268.2266666666667,272.12333333333333,300.51,L9
2023-02-16 22:19:25+00:00,290.3616666666667,265.16,253.5716666666667,253.28833333333333,264.005,272.12333333333333,300.51,L8
2023-02-17 22:13:25+00:00,289.13142857142856,263.90142857142854,252.51000000000002,252.58285714285714,264.005,272.12333333333333,300.51,L9
2023-03-05 22:13:37+00:00,285.99625000000003,261.9625,249.97625,248.78,264.005,272.12333333333333,300.51,L9
2023-09-12 22:19:14+00:00,251.96,227.06,,,,,,L8
2023-10-31 22:13:09+00:00,278.425,255.2,272.15,270.18,273.09,277.18,297.27,L9
2023-11-24 22:13:15+00:00,279.7633333333333,257.28,261.06,260.185,263.245,267.18,287.835,L8
2024-01-02 22:19:17+00:00,280.4075,257.6475,255.88,256.82,259.72666666666663,263.8866666666667,284.99666666666667,L8
2024-01-10 22:19:27+00:00,283.902,260.934,257.2325,257.64,258.8775,263.9675,286.27,L9
2024-02-03 22:19:16+00:00,279.96999999999997,259.965,252.496,255.644,254.494,263.9675,286.27,L8
2024-02-04 22:13:43+00:00,280.43142857142857,259.6385714285714,251.51833333333335,254.76833333333335,254.245,262.816,286.27,L9
2024-02-11 22:19:28+00:00,278.01375,258.64625,249.1542857142857,251.1314285714286,254.00857142857143,261.5983333333333,286.27,L9
2024-02-12 22:13:06+00:00,276.7733333333333,257.83444444444444,247.02375,250.75875000000002,253.67000000000002,260.6671428571429,286.27,L8
2024-02-19 22:19:15+00:00,277.34499999999997,257.619,245.99333333333334,250.74888888888893,253.45666666666668,258.8725,286.27,L8
2024-02-27 22:19:19+00:00,277.1272727272727,257.619,244.127,250.74888888888893,253.45666666666668,258.8725,286.27,L9
2024-02-28 22:13:24+00:00,277.7083333333333,257.71363636363634,244.65727272727273,250.766,253.475,258.57666666666665,286.27,L8
2024-03-15 22:13:13+00:00,280.08,260.3772727272727,243.32000000000002,250.766,253.475,258.57666666666665,286.27,L8
2024-03-23 22:13:07+00:00,280.7253846153846,261.24583333333334,244.5715384615385,251.03454545454545,253.6409090909091,258.57666666666665,286.27,L9
2024-09-14 22:19:06+00:00,270.165,247.775,259.59,253.72,255.3,,,L8
2024-11-17 22:19:14+00:00,269.675,244.16,252.97,250.87,254.44,258.72,277.47,L8
2024-12-27 22:19:21+00:00,274.77,252.98666666666668,251.805,250.765,254.285,258.84000000000003,278.765,L9
2025-01-12 22:19:21+00:00,274.77,252.98666666666668,251.805,254.89,257.09999999999997,263.06333333333333,283.64000000000004,L9
2025-01-20 22:19:13+00:00,277.14,255.29500000000002,251.76333333333332,253.9175,256.365,261.78,283.02750000000003,L8
2025-02-05 22:19:15+00:00,279.178,256.47200000000004,250.0375,253.55,256.365,261.78,283.02750000000003,L8
2025-02-13 22:19:22+00:00,281.0233333333333,259.12,251.8,253.59333333333333,256.236,261.52,283.02750000000003,L9
2025-02-14 22:13:00+00:00,282.00714285714287,260.57,252.34,253.72857142857143,256.24666666666667,261.505,283.02750000000003,L8
2025-03-01 22:19:15+00:00,282.54625,261.84625,249.21428571428572,253.72857142857143,256.24666666666667,261.505,283.02750000000003,L9
2025-03-25 22:18:51+00:00,286.47999999999996,262.6825,249.21428571428572,253.72857142857143,256.24666666666667,261.505,283.02750000000003,L8
2025-09-26 22:13:38+00:00,270.85,241.51,230.99,,,,,L8
