dates,satname,nzd0337-0000,nzd0337-0001,nzd0337-0002,nzd0337-0003,nzd0337-0004,nzd0337-0005,nzd0337-0006
2001-12-21 22:02:05.831000,L7,284.06,260.05,245.98,254.65,253.79,248.09,226.53
2003-10-16 21:51:19.969000,L5,230.20,225.02,203.61,200.59,,,
2004-01-04 21:52:10.021000,L5,,213.57,201.27,219.08,209.48,198.88,177.20
2005-11-22 22:01:58.720000,L5,220.65,213.80,199.41,197.88,,,
2006-10-31 22:13:29.135000,L5,235.54,221.91,206.78,203.00,199.90,196.89,191.35
2007-02-13 22:08:23.117000,L5,,219.63,186.59,200.82,,,
2009-01-24 22:04:30.805000,L5,233.32,228.34,203.87,194.76,195.83,196.55,
2011-01-23 22:03:20.850000,L5,224.09,213.63,197.79,191.35,189.56,191.68,
2013-09-16 22:21:09.463000,L8,290.61,271.61,256.00,254.28,253.21,,
2013-10-18 22:21:01.576000,L8,259.39,232.36,223.99,211.68,214.81,185.08,
2013-11-03 22:20:56.205000,L8,289.51,240.78,245.18,250.51,252.45,224.32,192.58
2013-11-19 22:20:49.563000,L8,286.75,262.15,247.40,248.71,248.51,250.81,220.26
2013-12-14 22:14:33.459000,L8,306.40,282.65,270.28,271.33,266.78,271.86,293.63
2013-12-14 22:14:57.422000,L8,306.60,283.15,270.85,271.52,267.48,273.37,294.57
2013-12-21 22:20:39.177000,L8,258.85,243.39,229.85,209.32,223.99,,
2014-02-07 22:20:09.196000,L8,283.94,257.99,244.92,249.74,245.99,193.51,
2014-02-16 22:13:50.683000,L8,279.72,257.44,244.38,248.79,239.42,173.32,
2014-02-16 22:14:14.638000,L8,280.26,257.43,244.61,248.89,240.19,173.91,
2014-09-28 22:13:08.778000,L8,286.75,262.94,248.47,251.37,247.45,206.05,
2014-09-28 22:13:32.732000,L8,263.28,238.43,226.09,,,,
2014-10-14 22:13:14.573000,L8,259.68,237.07,221.65,209.51,211.36,,
2014-10-14 22:13:38.532000,L8,269.72,255.28,244.39,224.76,234.83,174.40,
