dates,satname,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
2006-02-17 22:10:10.858000,L5,305.18,313.52,311.24,305.65,300.92,296.63,290.21,294.89,289.10,289.27,288.29,287.51,287.58,285.95,289.78,283.52,284.79,279.42,280.96,277.12,278.53,279.35,279.04,277.26,275.51,275.09,281.25,280.11,286.28,283.48,284.52,286.23,285.18,284.53,278.84,249.02,216.31,194.10,185.23,182.12
2006-06-25 22:12:20.185000,L5,,,,,,,,,,,,,,,266.30,266.88,265.86,257.73,259.08,255.78,255.57,247.93,251.16,250.82,251.59,246.64,250.88,248.50,252.38,261.61,262.21,265.03,255.54,256.27,251.72,230.16,197.29,,,
2006-08-21 22:06:55.521000,L5,,,,273.32,278.56,264.33,180.91,,243.43,243.69,213.44,,,,254.94,260.79,260.84,257.60,257.18,255.11,253.67,249.37,245.97,248.64,247.97,248.83,248.72,244.97,253.38,256.64,261.49,261.07,259.58,253.42,241.16,229.82,191.82,,,
2006-08-28 22:13:11.682000,L5,,,,,,,,,,,,,,,239.95,240.97,245.65,243.58,243.61,241.45,241.18,244.99,247.59,257.56,254.32,257.23,256.82,253.61,259.06,256.86,246.99,245.82,245.97,241.29,230.87,214.13,179.30,,,
2006-09-13 22:13:23.482000,L5,277.50,294.00,294.91,290.73,290.28,286.35,264.31,263.35,255.28,,,,,,214.35,249.61,250.77,253.06,256.80,251.13,248.73,258.87,250.94,256.88,257.31,257.95,259.50,262.20,265.00,258.62,268.88,259.25,177.49,,,,,,,
2006-09-22 22:07:18.800000,L5,,,,243.31,266.73,262.55,255.87,,,,,,,235.55,255.56,260.31,257.34,255.56,257.42,254.94,252.86,254.01,251.63,248.05,246.01,251.85,246.58,248.05,254.47,256.53,250.84,252.84,259.44,256.04,253.14,223.38,185.98,,,
2006-10-08 22:07:29.137000,L5,306.86,320.84,328.76,327.76,323.76,318.87,319.70,317.15,299.75,299.59,297.31,299.31,300.55,296.65,298.60,296.76,302.79,299.80,300.16,299.17,294.81,299.34,295.82,293.12,286.60,287.48,287.10,289.83,295.00,295.36,300.33,300.85,301.07,301.11,301.97,284.43,280.88,276.92,279.20,269.82
2006-10-24 22:07:38.411000,L5,306.01,321.61,330.31,325.42,323.87,318.62,312.78,313.57,307.78,310.93,306.70,305.55,305.50,298.79,304.98,304.63,304.23,304.13,300.65,295.87,294.08,295.77,292.52,293.85,289.64,291.83,291.03,294.76,298.05,297.39,300.03,300.17,305.19,299.77,297.85,283.68,282.26,271.79,263.25,259.28
2007-02-04 22:14:33.490000,L5,281.20,295.30,300.59,304.16,299.88,293.24,288.47,299.04,295.13,296.12,290.96,292.76,295.28,292.07,293.53,276.00,273.27,270.06,269.88,258.75,266.73,270.91,273.20,282.31,280.63,282.44,285.50,287.18,286.63,290.12,292.35,277.79,276.32,275.97,269.18,251.31,235.36,214.88,191.54,188.15
2007-02-13 22:08:23.117000,L5,288.18,297.63,301.57,304.80,301.33,296.36,293.52,295.56,294.68,292.55,289.19,289.55,293.55,290.28,285.97,277.02,277.00,272.26,273.06,257.47,273.55,274.73,278.46,279.41,276.25,277.96,281.32,284.47,284.26,284.14,280.31,277.74,279.98,275.58,273.57,254.72,239.57,220.94,197.99,194.14
2007-09-09 22:06:33.244000,L5,311.17,325.48,330.83,337.81,334.33,332.12,333.04,327.46,330.46,327.57,327.99,329.70,324.26,315.31,311.33,319.98,317.64,306.51,306.69,299.82,305.25,301.49,315.52,307.74,309.70,305.67,310.21,312.29,319.64,314.00,306.67,312.73,307.04,308.03,307.86,309.96,303.21,304.29,312.54,323.91
2007-10-02 22:12:30.868000,L5,322.86,341.09,348.25,344.94,335.79,331.92,310.25,311.43,308.40,319.45,313.20,324.13,305.07,308.54,314.80,356.45,308.87,315.58,311.94,308.86,322.09,315.01,290.89,284.08,288.49,288.74,291.27,292.84,306.69,295.87,316.37,315.17,316.64,323.35,308.64,299.25,302.94,283.37,264.93,223.47
2009-01-24 22:04:54.778000,L5,301.13,315.81,322.98,324.37,320.72,311.65,299.17,297.12,296.17,297.59,297.82,297.42,293.39,298.77,305.48,305.32,300.18,300.04,300.00,301.40,300.53,293.75,281.91,285.74,284.31,286.12,292.59,291.59,299.09,304.62,314.26,308.11,313.81,308.50,306.39,313.68,302.82,292.00,287.08,290.44
2009-02-18 21:59:22.670000,L5,,252.05,277.77,279.90,275.01,273.80,265.46,262.61,264.19,262.32,257.40,263.85,251.02,247.35,258.38,252.41,240.24,224.75,213.77,,,,,226.90,224.76,241.92,240.15,255.26,,,,,,,,,,,,
2009-12-03 22:03:55.814000,L5,297.65,313.02,320.59,325.23,321.34,314.13,312.72,317.49,314.58,308.97,309.97,311.30,311.72,310.06,310.37,303.38,306.37,299.03,301.46,297.16,303.32,308.23,311.96,308.60,306.16,307.00,303.57,312.47,317.86,317.59,303.55,304.26,310.57,304.34,304.15,302.47,302.61,303.17,317.49,327.14
2010-02-21 22:04:20.664000,L5,286.61,298.54,303.41,314.96,308.62,302.26,298.15,293.74,295.15,295.77,293.23,293.53,288.99,291.07,291.82,289.44,286.18,279.97,287.10,288.92,291.71,289.32,289.53,287.90,286.56,288.10,290.68,284.45,281.95,284.00,280.11,282.71,284.50,283.65,280.70,276.12,275.35,269.24,273.62,262.19
2010-12-29 22:09:29.646000,L5,282.12,295.26,301.65,303.91,300.92,301.45,295.90,292.72,293.92,292.08,291.59,296.55,295.21,285.04,288.44,286.62,285.14,278.81,282.83,282.06,282.73,289.89,286.95,288.66,285.58,288.45,288.55,289.93,290.56,285.84,285.09,285.73,284.13,283.88,280.67,274.80,273.59,270.93,277.78,267.74
2011-01-07 22:03:20.155000,L5,281.82,298.79,302.47,308.43,304.08,301.84,295.28,297.63,296.18,295.12,293.22,296.96,294.04,293.35,292.59,284.01,282.49,276.96,280.79,282.61,281.69,281.29,281.05,286.39,286.61,285.50,287.57,290.22,292.72,293.31,290.80,282.75,283.82,287.24,277.81,275.09,272.42,268.48,275.63,266.15
2011-01-23 22:03:20.850000,L5,288.64,300.55,306.32,309.57,306.57,301.85,298.80,293.01,293.84,293.77,293.36,290.67,292.66,290.24,292.57,290.75,288.58,284.86,290.50,288.92,287.11,286.14,287.39,285.20,281.55,287.65,287.12,285.80,286.07,289.28,284.14,285.27,284.51,286.94,288.04,277.58,273.33,271.42,279.05,266.83
2011-02-08 22:03:23.241000,L5,293.44,304.58,318.09,318.75,313.51,309.15,306.36,308.02,310.12,309.66,310.46,308.98,313.71,304.79,312.19,308.22,310.07,293.87,303.81,300.22,293.75,295.54,299.09,301.38,320.79,308.08,319.70,306.17,313.57,311.51,311.13,303.25,293.48,298.77,293.21,290.82,295.98,285.94,305.04,298.54
2011-02-15 22:09:34.535000,L5,302.82,317.83,327.57,326.08,320.70,314.58,307.29,295.99,298.08,302.45,301.53,300.53,301.08,295.94,303.99,312.19,316.04,310.55,315.96,306.11,303.47,300.88,293.04,286.82,290.87,300.85,300.73,304.05,301.66,305.03,311.22,319.34,315.94,322.74,319.79,317.31,325.49,333.86,339.60,330.27
2011-03-12 22:03:19.303000,L5,282.88,296.32,307.35,309.14,304.06,298.55,295.01,291.75,294.78,290.37,290.11,291.67,293.75,291.37,288.83,288.01,285.75,283.21,286.57,284.14,283.57,283.77,282.98,282.45,283.82,282.87,284.58,283.75,287.95,285.48,284.48,286.72,289.06,289.79,284.03,277.72,275.35,271.25,276.04,268.59
2013-05-11 22:21:31.047000,L8,382.59,353.95,450.24,458.16,424.41,437.61,415.82,393.24,382.74,368.95,386.55,386.70,374.76,408.00,387.57,383.79,392.82,413.66,406.31,397.30,405.94,392.81,385.42,384.00,385.98,398.21,415.19,437.95,401.47,365.39,391.11,389.91,421.99,401.98,423.76,386.52,369.02,362.25,384.37,451.20
2013-05-27 22:21:38.875000,L8,310.31,326.13,330.93,327.23,324.46,322.05,320.03,311.53,307.12,307.22,307.13,307.22,305.45,304.95,306.70,309.12,309.25,306.96,307.73,305.37,302.84,303.75,306.22,301.84,304.53,304.09,305.20,307.12,308.59,308.12,306.72,312.71,307.39,307.33,304.39,304.17,303.57,300.85,304.23,304.99
2013-06-05 22:15:27.079000,L8,255.44,292.01,310.15,311.26,280.84,286.31,268.71,289.63,289.04,287.31,286.37,286.43,289.38,287.29,287.90,292.81,292.67,289.35,294.07,289.30,287.72,286.64,290.02,248.98,244.17,,229.44,277.64,292.57,292.40,292.60,291.03,287.79,285.12,280.76,263.58,213.14,177.77,184.91,199.10
2013-06-28 22:21:33.030000,L8,,193.19,301.76,304.58,289.54,294.12,287.61,280.76,284.07,283.33,284.92,282.87,286.26,276.14,279.32,270.79,246.01,220.13,199.93,,,208.56,257.89,278.28,278.13,277.02,263.78,273.48,282.06,276.85,272.20,267.55,215.04,254.70,217.28,190.06,186.00,167.06,,
2013-07-07 22:15:24.044000,L8,,,,,,,,,,,,,,229.62,268.25,266.73,246.36,221.83,204.66,203.88,,,,,,255.96,260.08,254.96,275.58,202.30,209.29,,,,,,,,,
2013-07-14 22:21:34.493000,L8,240.55,282.32,304.96,306.59,292.32,296.19,290.25,280.91,284.14,282.90,284.10,280.14,286.38,277.37,280.82,280.67,282.03,277.28,278.31,280.79,276.33,279.71,280.72,281.78,280.83,281.43,280.84,282.75,288.37,286.83,288.30,287.65,290.89,289.79,285.03,266.34,211.30,193.26,199.36,201.32
2013-07-23 22:15:22.744000,L8,231.99,246.73,247.41,233.36,195.54,,,,,,,,,,,,,,,,,,,,,,,,,,195.36,212.14,269.70,290.62,295.04,289.18,,,,
2013-09-16 22:21:33.422000,L8,369.88,361.75,364.78,375.46,373.03,388.50,376.55,413.10,373.96,350.01,345.10,375.04,373.49,371.03,400.68,390.05,403.92,421.45,373.91,421.33,366.94,367.44,382.58,395.07,365.63,459.02,366.53,358.20,386.59,440.81,416.73,410.88,398.09,363.32,352.90,364.30,369.87,371.23,412.78,444.34
2013-09-25 22:15:17.057000,L8,309.95,323.78,325.06,322.48,317.16,314.50,310.40,306.83,303.09,300.69,302.25,304.28,303.94,304.11,307.60,307.20,308.53,308.24,309.44,308.34,305.28,306.89,303.86,301.96,300.42,305.10,304.50,302.80,304.96,307.99,308.98,307.10,307.34,306.35,302.69,301.34,298.24,299.76,304.02,306.00
2013-10-18 22:21:25.531000,L8,303.60,320.17,321.85,323.47,323.43,319.15,311.28,302.15,295.04,299.72,295.16,304.73,271.60,302.86,309.91,,,,,,275.12,299.04,303.99,303.88,313.15,312.97,311.40,312.17,308.83,294.11,302.07,331.04,320.89,314.69,318.28,302.08,300.04,298.79,296.20,291.88
2013-11-12 22:15:08.029000,L8,310.70,323.22,325.30,322.52,317.06,314.45,311.82,305.80,303.74,303.09,305.59,305.11,306.64,307.29,312.63,308.96,309.70,309.38,311.35,312.08,308.45,307.49,307.56,306.56,305.94,305.87,304.96,304.64,306.17,307.38,307.39,309.13,311.47,310.95,308.51,310.50,307.87,303.21,302.50,301.01
2013-12-14 22:14:57.422000,L8,344.44,345.73,354.86,358.61,338.59,325.93,389.87,334.06,329.49,373.86,336.06,340.90,371.81,355.08,360.47,338.49,348.26,351.84,375.25,378.35,379.67,387.32,374.14,383.83,378.25,376.27,330.74,331.68,337.87,331.09,353.88,339.37,387.98,352.67,336.25,333.39,331.79,344.66,369.64,393.36
2014-02-07 22:20:33.142000,L8,311.66,324.66,323.07,317.66,312.61,309.21,309.13,304.59,304.86,307.99,309.35,305.27,305.13,304.37,311.81,311.99,313.68,308.00,307.34,302.86,304.08,306.61,307.90,305.78,301.28,303.88,303.38,305.43,304.33,302.34,304.23,307.43,309.41,305.89,304.16,303.66,302.97,302.48,308.25,319.24
2014-02-16 22:14:14.638000,L8,314.54,328.37,341.53,349.05,326.61,320.53,314.13,307.80,334.72,345.80,361.34,374.59,312.45,323.64,343.91,367.26,379.98,371.64,315.10,314.71,310.20,310.52,312.14,309.16,310.77,317.74,323.47,312.50,311.00,310.08,333.61,324.92,319.15,312.47,310.05,314.79,311.87,312.31,323.40,328.75
2014-03-20 22:13:49.616000,L8,311.40,327.00,326.12,324.40,316.35,312.99,312.46,307.20,305.16,305.46,306.67,305.71,305.43,308.78,313.16,310.17,309.72,308.63,311.72,311.17,307.03,306.20,307.10,305.78,303.70,305.93,305.52,303.46,304.30,303.62,304.07,306.04,309.15,308.21,306.16,304.64,304.74,305.01,311.94,315.50
2014-04-05 22:13:34.516000,L8,309.11,325.55,327.07,325.99,321.22,316.12,311.95,310.99,308.10,305.29,308.50,308.45,308.19,310.03,314.56,313.09,310.28,310.45,312.95,313.97,311.25,310.12,308.77,309.51,308.37,310.15,310.28,307.04,306.61,306.27,306.65,310.62,310.38,310.08,307.40,306.41,307.11,306.94,317.27,318.41
2014-05-14 22:19:08.687000,L8,316.86,328.05,333.26,326.65,325.94,330.26,324.89,317.10,313.56,319.26,318.74,307.94,312.83,318.07,319.76,311.67,313.00,314.25,323.02,322.37,311.54,327.42,318.24,320.08,320.55,321.02,321.80,322.74,315.95,321.69,307.94,311.96,317.36,325.99,328.98,339.17,305.49,301.73,320.69,301.26
2014-05-30 22:19:10.974000,L8,,,,298.16,286.80,289.73,286.19,267.98,281.70,279.07,283.15,278.01,280.85,274.08,282.81,290.58,290.83,285.92,286.88,287.46,282.44,284.66,285.17,277.16,275.61,274.68,278.86,272.19,275.52,270.20,284.46,287.50,289.49,287.63,283.07,255.09,204.32,200.18,205.01,213.77
2014-07-26 22:13:18.997000,L8,,,,294.34,275.71,283.96,277.73,,,,,273.73,226.73,269.98,279.12,288.05,288.90,284.41,287.58,286.42,282.22,282.16,285.60,282.90,283.55,282.48,282.53,280.29,270.96,245.69,284.69,288.07,285.93,286.43,280.38,262.45,241.90,199.13,249.38,239.13
2014-08-02 22:19:34.902000,L8,,,273.83,272.11,298.88,301.24,303.00,300.39,294.05,289.48,300.55,299.95,299.28,301.07,302.00,305.23,301.96,301.68,302.33,303.38,306.51,305.67,303.62,299.57,300.92,300.72,302.57,302.09,298.06,298.99,298.69,305.06,305.21,304.59,301.94,297.99,297.95,296.89,299.95,302.43
2014-09-03 22:19:42.686000,L8,310.95,323.67,323.38,319.48,311.50,310.87,306.76,303.87,300.04,299.57,302.25,302.66,301.56,301.74,305.16,304.90,307.29,307.30,311.41,309.20,306.73,315.07,309.89,306.68,303.38,340.15,305.13,304.67,301.74,298.33,303.96,309.79,313.69,307.56,309.11,303.30,299.63,299.81,304.13,306.42
2014-09-28 22:13:32.732000,L8,307.94,319.92,320.92,316.35,311.69,309.82,305.63,302.60,300.10,299.73,300.47,301.03,299.22,302.16,304.78,306.84,306.10,305.21,304.58,306.65,300.45,304.87,302.40,305.14,304.35,303.46,302.90,306.54,302.39,298.98,298.48,303.27,306.10,301.98,302.12,301.60,302.62,301.43,302.40,301.10
2014-10-14 22:13:38.532000,L8,305.02,318.51,318.97,312.44,305.72,305.40,302.39,297.67,297.35,295.43,299.23,301.05,299.78,298.27,302.67,304.84,303.65,304.11,309.53,306.23,304.23,301.23,301.75,301.55,304.05,302.64,302.24,302.58,301.50,300.59,301.04,304.91,303.97,300.06,300.18,300.59,297.77,298.66,303.02,310.03
2014-11-06 22:19:49.237000,L8,297.30,317.08,319.44,314.15,305.80,304.87,301.90,295.87,295.37,291.92,293.32,296.03,295.14,297.84,300.89,303.69,304.37,306.52,304.45,305.90,296.55,300.96,303.64,333.37,365.63,304.19,339.12,182.59,,,,,,,,,,,,
2014-11-22 22:19:45.715000,L8,300.46,318.35,327.89,327.52,318.27,310.70,310.93,309.28,299.67,303.47,303.03,301.83,303.62,304.14,318.98,320.44,318.87,316.00,310.30,319.99,334.12,319.39,328.15,310.14,302.93,300.51,301.89,312.86,312.70,312.12,304.62,304.70,308.83,309.23,301.97,299.06,303.00,300.67,301.90,294.77
2015-01-25 22:19:32.598000,L8,299.45,316.80,317.90,314.75,307.82,303.66,302.78,296.16,295.03,294.41,297.24,300.02,297.66,298.59,300.12,301.06,298.10,301.52,302.07,301.08,296.12,298.08,300.25,298.78,297.79,295.56,296.44,295.81,296.33,296.51,300.84,302.26,303.15,302.41,300.89,301.28,299.31,299.45,303.52,310.50
2015-02-10 22:19:26.793000,L8,295.97,314.56,316.36,317.87,314.12,310.40,302.26,297.55,298.25,297.25,296.82,299.05,304.07,308.84,307.85,304.86,302.36,302.07,305.09,305.66,304.45,303.11,304.11,302.01,302.35,298.86,300.74,299.99,301.28,301.08,299.56,305.07,304.11,303.82,303.58,305.89,303.71,302.65,305.02,297.40
2015-02-19 22:13:13.545000,L8,303.52,329.91,345.23,340.96,346.59,354.00,348.68,354.96,318.77,325.49,328.85,317.57,336.98,342.25,349.48,345.71,347.08,335.23,321.43,323.08,337.72,339.94,338.00,347.87,352.61,371.41,331.68,328.63,379.77,354.25,326.44,348.54,325.58,332.10,340.58,340.16,357.30,315.15,323.36,338.54
2015-02-26 22:19:22.786000,L8,293.47,314.79,315.18,314.56,314.30,307.57,304.84,302.65,298.27,304.07,342.59,298.83,299.48,299.44,303.21,299.26,301.22,300.34,303.09,304.24,301.22,301.60,300.78,300.77,299.16,298.58,296.42,296.66,298.66,299.98,299.09,300.41,306.09,304.38,306.75,304.53,302.42,300.91,305.63,306.19
2015-03-14 22:19:11.321000,L8,298.42,314.49,316.26,313.45,309.95,307.97,304.66,298.26,298.27,297.48,301.10,301.00,300.05,301.91,303.98,305.84,307.11,305.06,305.53,302.89,302.71,302.13,303.21,301.25,303.73,302.97,302.60,297.01,298.32,297.58,296.64,301.59,302.32,303.46,301.88,301.44,301.17,302.82,306.53,308.62
2015-03-30 22:19:01.640000,L8,289.15,315.87,320.55,311.54,310.07,309.39,305.48,288.88,289.73,270.22,285.90,274.77,278.84,299.04,293.52,304.57,311.64,305.71,311.05,307.49,302.56,343.00,310.51,328.83,313.79,318.62,315.02,324.66,323.90,308.14,307.85,307.84,301.41,300.88,299.94,302.29,295.34,297.89,307.81,308.65
2015-04-15 22:18:58.633000,L8,322.24,350.66,348.07,390.86,365.42,403.40,406.78,367.13,383.31,353.64,366.14,347.37,349.32,351.25,366.35,357.93,360.45,354.24,364.92,369.85,371.55,382.87,384.35,398.72,398.79,395.97,403.15,409.53,418.13,406.20,402.55,413.67,386.79,412.24,418.98,418.74,359.78,380.52,415.79,421.25
2015-05-26 22:12:28.969000,L8,,,,293.91,290.87,289.91,287.79,265.33,271.86,270.83,,267.97,224.43,274.17,280.42,281.09,281.21,276.66,285.70,283.35,282.05,282.02,284.04,282.42,280.89,280.36,279.30,278.62,280.94,281.25,277.09,279.67,278.11,280.23,275.76,274.06,274.88,275.88,276.82,264.72
2015-07-20 22:19:10.496000,L8,,,,285.38,281.47,279.70,277.01,209.54,,,,,,,275.10,281.66,280.64,278.81,284.05,281.14,279.37,281.39,282.18,281.30,279.79,277.40,278.82,275.35,280.04,279.38,279.28,278.84,279.59,280.50,277.21,259.20,200.82,,,
2015-07-29 22:13:01.696000,L8,,,,,278.24,285.83,281.21,,,,,,,,,277.99,276.95,278.90,284.26,279.09,280.62,279.02,281.78,266.96,217.62,181.21,,,,,,,,,,,,,,
2015-09-06 22:19:26.774000,L8,298.88,313.71,314.89,308.90,298.97,302.19,296.50,295.97,293.74,291.46,295.21,297.94,294.38,292.93,296.40,298.13,299.47,298.51,303.89,302.50,301.07,304.53,306.36,301.12,300.67,300.39,296.46,296.55,297.17,297.45,298.16,296.47,294.00,294.38,296.75,292.99,295.86,294.04,300.03,300.25
2015-12-20 22:13:33.327000,L8,291.44,307.03,309.91,302.01,293.49,292.92,291.88,291.97,288.24,286.86,291.00,293.43,292.38,292.47,296.36,301.80,305.14,306.49,309.35,312.42,312.26,307.78,304.63,299.90,295.10,294.50,296.22,294.27,297.36,298.31,299.33,296.09,295.61,297.74,293.60,295.82,298.70,301.00,304.12,298.02
2015-12-27 22:19:43.199000,L8,320.59,338.15,341.08,346.29,341.30,348.97,367.35,372.58,345.11,333.68,343.97,339.14,344.98,383.31,336.31,339.37,392.91,352.84,359.76,353.86,361.56,341.49,330.65,336.73,367.26,351.44,387.43,366.52,426.50,353.38,365.95,351.98,366.35,364.03,348.75,331.83,364.11,343.62,378.77,395.62
2016-01-05 22:13:29.107000,L8,316.14,500.79,499.33,525.91,341.70,353.51,362.47,362.85,351.98,330.20,332.21,352.95,349.10,343.18,348.93,365.11,351.80,350.24,362.74,365.12,375.67,357.21,342.95,396.80,434.44,436.52,432.22,402.46,407.44,347.30,363.49,394.80,409.41,373.39,345.38,339.11,339.94,346.88,393.22,434.62
2016-02-06 22:13:25.747000,L8,303.02,449.10,464.83,501.27,327.47,323.08,321.79,329.10,348.18,352.58,338.80,305.74,319.10,321.10,326.98,326.74,329.85,372.89,384.74,366.81,405.74,421.59,434.98,428.69,440.89,395.28,390.21,416.32,327.95,347.99,355.16,330.60,344.15,376.99,397.47,361.34,356.44,323.35,339.53,356.97
2016-02-13 22:19:32.514000,L8,296.59,310.62,313.34,304.67,301.74,299.19,296.42,296.01,295.48,295.79,296.93,293.68,293.33,297.27,299.25,299.54,299.29,300.82,303.19,302.13,297.70,297.91,296.95,297.82,295.51,297.72,295.96,298.74,296.30,300.82,300.13,302.88,292.51,299.66,301.89,301.01,293.92,290.29,302.36,308.58
2016-04-17 22:19:09.462000,L8,233.15,285.32,328.91,308.40,288.35,291.62,288.46,288.03,285.69,271.91,290.14,293.00,277.70,289.95,,204.62,288.75,267.46,237.73,,,227.76,294.25,303.46,269.35,344.15,302.00,319.28,306.87,364.41,357.57,326.54,302.59,296.70,343.14,363.06,283.77,221.64,,
2016-04-26 22:12:57.053000,L8,296.46,313.26,315.89,316.12,308.57,309.21,304.82,297.98,297.79,294.92,298.58,300.78,297.99,295.06,301.53,304.99,307.47,308.51,309.56,308.72,304.86,305.62,304.77,302.28,300.94,302.83,301.68,298.25,298.90,298.66,298.00,300.84,298.37,299.10,302.48,305.50,303.94,304.17,316.67,299.26
2016-06-04 22:19:16.236000,L8,,,,280.51,275.83,279.55,275.54,223.39,,,,,,255.71,270.72,279.92,283.68,281.32,284.70,285.18,278.69,280.56,281.51,285.61,278.49,278.99,276.91,275.38,276.23,276.72,273.75,271.41,271.69,271.21,277.16,252.90,201.44,211.12,204.85,197.70
2016-06-13 22:13:06.505000,L8,,,,,,,,,,,,,,,269.07,283.10,283.66,283.17,284.47,285.54,279.22,280.67,280.72,282.69,279.78,278.30,277.52,262.90,242.15,201.97,274.63,272.67,272.66,272.29,276.48,255.20,214.15,232.61,224.96,199.33
2016-07-06 22:19:29.332000,L8,,,,274.91,262.18,277.66,276.64,,251.02,264.49,,,261.39,254.49,270.45,282.80,284.02,283.36,285.96,284.50,281.66,282.45,283.30,272.64,246.83,265.99,271.44,270.49,272.94,275.14,276.30,278.10,278.02,275.47,276.80,264.54,266.18,265.78,270.54,260.71
2016-08-07 22:19:37.341000,L8,300.52,313.23,315.95,311.78,300.42,301.31,297.07,296.38,295.93,293.61,296.35,297.83,295.34,293.48,300.43,303.69,304.56,305.11,308.98,305.62,304.92,307.43,306.03,303.04,300.92,302.46,297.76,295.81,298.07,295.74,292.42,293.63,295.01,297.02,296.11,290.99,294.63,298.72,302.05,303.90
2016-08-16 22:13:29.538000,L8,242.27,262.56,244.02,284.31,273.67,275.97,274.57,204.25,264.72,270.76,258.48,262.12,266.17,263.04,270.28,282.04,282.30,283.52,285.77,285.98,279.96,282.11,280.99,280.20,273.44,277.38,276.23,270.47,273.88,274.04,267.31,266.48,,,,258.42,261.33,262.17,267.60,259.70
2016-09-08 22:19:48.652000,L8,,,,,,,,,,,,,255.43,256.32,267.20,262.04,248.13,241.68,225.85,196.79,207.19,249.70,253.36,276.28,274.04,275.01,271.59,267.69,,,265.75,266.97,250.84,254.20,256.39,250.81,187.02,,,
2016-12-29 22:19:49.454000,L8,309.35,337.05,329.20,337.46,325.07,317.33,311.35,305.84,301.57,297.69,301.83,302.42,315.51,320.41,323.02,323.74,338.79,315.76,320.16,321.04,324.04,327.35,334.65,355.74,329.63,339.37,326.88,328.70,327.55,337.86,315.04,316.02,316.50,305.22,308.74,316.27,312.27,317.56,334.44,339.99
2017-01-23 22:13:31.167000,L8,292.90,311.55,314.63,312.87,302.12,294.55,293.47,291.49,288.74,287.90,289.96,290.59,292.13,292.30,293.47,298.06,298.38,298.56,302.16,301.49,302.62,302.32,300.64,303.68,308.18,303.54,293.99,293.71,298.29,301.12,299.55,294.44,289.31,290.12,291.38,282.94,290.02,292.10,297.33,294.68
2017-02-15 22:19:31.641000,L8,301.91,311.46,312.61,306.97,307.52,299.52,294.24,293.91,288.29,287.99,289.81,289.91,289.76,290.43,294.41,301.41,299.09,299.55,301.10,301.42,296.30,298.14,299.02,298.10,297.75,300.33,294.85,288.33,289.31,290.22,293.64,292.64,289.91,290.71,291.21,285.68,292.72,295.24,298.32,295.80
2017-02-24 22:13:17.856000,L8,305.45,303.39,310.22,303.87,299.90,295.45,289.82,291.08,289.59,287.28,289.49,292.37,292.73,295.50,299.02,304.72,300.40,393.81,451.40,421.67,384.68,366.58,303.21,326.75,303.42,331.41,320.10,321.29,311.45,293.24,292.86,295.42,292.61,295.62,294.42,289.09,303.16,294.97,294.31,292.02
2017-03-03 22:19:25.504000,L8,275.37,289.83,296.31,286.94,283.55,279.48,275.42,271.23,270.15,262.60,252.92,256.08,261.48,261.58,269.29,272.14,273.06,275.16,276.96,278.41,277.22,280.31,277.97,251.05,245.85,206.88,,,,,198.20,177.54,254.55,261.96,261.13,236.32,204.26,195.50,192.26,197.81
2017-03-28 22:13:00.546000,L8,315.61,329.97,331.96,329.86,350.53,377.87,394.53,420.54,380.27,358.21,315.15,316.44,323.94,318.68,331.79,329.53,330.10,334.23,340.37,337.53,358.55,343.94,341.56,353.34,337.27,363.76,371.31,369.59,373.31,352.90,366.28,365.24,319.45,336.63,327.78,317.94,324.19,316.97,323.52,328.65
2017-04-20 22:18:59.237000,L8,299.53,309.55,312.67,308.51,304.56,307.08,300.54,295.81,291.46,289.70,290.33,290.19,290.60,292.57,295.43,300.74,300.57,299.97,302.83,303.62,301.37,303.36,302.12,301.72,300.09,298.40,296.28,292.88,290.28,289.18,294.75,291.54,293.01,294.46,294.46,285.22,289.26,290.51,299.82,295.19
2017-06-07 22:19:15.026000,L8,,,239.36,286.45,256.96,255.02,233.34,203.38,,,,,255.96,258.75,273.52,279.21,284.58,284.37,287.03,286.13,284.74,284.61,286.25,270.30,271.97,264.32,268.72,265.96,275.25,277.68,267.99,269.20,275.83,275.62,275.56,264.21,275.71,276.46,282.59,277.50
2017-06-16 22:13:07.683000,L8,,,,284.76,266.00,269.81,247.38,203.31,,,,,,,273.31,276.22,283.79,282.56,285.31,285.96,282.27,282.27,282.71,274.53,274.45,269.57,273.01,268.23,274.44,274.62,269.16,270.78,270.53,273.90,273.90,260.55,231.47,269.08,272.60,262.70
2017-07-02 22:13:11.807000,L8,299.75,314.30,319.35,316.91,306.59,304.82,298.03,297.15,296.37,296.97,294.16,294.58,293.42,292.23,295.88,303.62,306.76,304.92,304.77,304.57,304.31,306.92,307.41,302.83,304.46,302.49,302.77,301.48,301.70,297.59,298.89,299.50,298.62,298.81,300.73,295.61,298.61,301.93,305.96,306.23
