dates,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
2000-11-07 22:09:53+00:00,382.02,366.98,327.49,323.96,361.145,321.775,312.84,361.83500000000004,325.9975,355.48,299.16499999999996,296.16499999999996,297.66499999999996,299.155,320.66499999999996,325.5075,349.42,312.3633333333333,301.09000000000003,308.2266666666667,298.145,335.75,323.33,269.42,341.34666666666664,298.12,323.1933333333333,335.61333333333334,,278.47,278.11,294.08000000000004,333.12,,319.185,295.71000000000004,235.405,221.24,205.82999999999998,228.45999999999998
2001-01-10 22:10:03+00:00,382.02,366.98,323.19,327.62,350.66333333333336,319.02666666666664,310.17999999999995,361.83500000000004,325.9975,355.48,300.9166666666667,299.7033333333333,301.15666666666664,300.28666666666663,316.866,325.5075,328.57666666666665,305.16499999999996,295.5,301.5025,282.80333333333334,335.75,305.57,276.885,341.34666666666664,298.3,316.1475,332.425,286.82,287.55,262.75666666666666,294.37333333333333,315.09000000000003,295.14,288.955,281.6233333333334,224.3033333333333,221.24,205.82999999999998,228.45999999999998
2001-02-20 22:03:48+00:00,397.02,366.98,318.89,331.28,350.66333333333336,319.02666666666664,310.17999999999995,386.02,325.36,361.26,303.415,301.2149999999999,303.115,301.615,321.2975,334.435,320.53,308.1633333333333,295.615,308.95666666666665,281.65999999999997,335.75,305.57,284.35,345.475,298.3,323.57,342.58666666666664,286.82,296.63,258.65,289.28499999999997,315.09000000000003,295.14,288.955,267.1,219.57,226.31,205.82999999999998,228.45999999999998
2001-03-08 22:03:44+00:00,397.02,366.98,318.89,331.28,338.3925,308.3825,299.6133333333333,386.02,325.36,361.26,303.415,301.2149999999999,293.95666666666665,291.63000000000005,321.2975,334.435,306.18333333333334,300.5125,289.7266666666667,301.135,278.78,335.75,294.4266666666667,277.04,345.475,284.65000000000003,323.57,342.58666666666664,286.82,296.63,262.12666666666667,289.28499999999997,315.09000000000003,295.14,288.955,267.1,219.57,226.31,205.82999999999998,228.45999999999998
2001-03-31 22:09:43+00:00,393.475,398.17,318.89,331.28,336.47,294.99,329.40333333333336,406.78499999999997,,,304.42,306.78,291.89,287.105,318.305,,282.19,280.56499999999994,281.135,279.5,262.57,,279.975,277.04,357.02,277.915,295.01,322.86,286.82,296.63,250.565,294.96,297.06,295.14,269.59,,202.1,,220.74,
2001-05-27 22:03:12+00:00,393.475,398.17,318.89,331.28,336.47,294.99,329.40333333333336,402.17,,,304.42,306.78,291.89,287.105,301.67,,282.19,280.56499999999994,281.135,279.5,262.57,,279.975,277.04,,277.915,295.01,322.86,286.82,296.63,250.565,294.96,297.06,295.14,269.59,,202.1,,,
2001-06-03 22:09:16+00:00,393.475,398.17,318.89,331.28,336.47,294.99,329.40333333333336,402.17,309.09,,305.46500000000003,306.78,291.89,287.105,301.67,,282.19,276.48999999999995,277.38333333333327,268.81666666666666,273.2966666666667,288.86,279.19666666666666,279.28000000000003,,277.12,289.52,307.19,273.91499999999996,296.63,263.56,286.36,283.43,299.75,271.6,244.43,202.1,188.4,,
2001-06-19 22:09:05+00:00,393.475,398.17,318.89,331.28,336.47,294.99,329.40333333333336,402.17,309.09,,305.46500000000003,306.78,291.89,287.105,284.93,,276.42,269.03,266.2775,268.81666666666666,273.2966666666667,288.86,272.065,277.2525,,277.12,289.52,307.19,273.91499999999996,296.63,263.56,273.1166666666666,283.43,299.75,271.6,244.43,202.1,188.4,,
2001-07-05 22:08:57+00:00,393.475,398.17,330.525,336.22,336.47,294.99,329.40333333333336,402.17,309.09,,306.7266666666667,306.875,297.65000000000003,287.105,284.93,317.85,286.0825,277.01,275.044,279.265,282.53,297.31,277.578,282.934,280.48,277.5775,293.42333333333335,306.7,273.91499999999996,296.08500000000004,265.4825,273.1166666666666,283.43,299.75,271.6,244.43,202.1,188.4,,
2001-07-14 22:02:45+00:00,393.475,398.17,342.16,341.16,351.1066666666666,276.45,347.8500000000001,398.8875,309.09,385.56,320.09666666666664,306.97,292.40500000000003,271.66,268.19,317.85,285.81333333333333,275.37,272.72499999999997,278.57666666666665,292.66666666666663,297.31,275.02,282.58000000000004,280.48,270.60999999999996,292.63,298.62,261.01,295.54,276.6266666666667,262.19499999999994,269.8,304.36,273.61,244.43,,188.4,,
2001-08-15 22:02:14+00:00,393.475,398.17,331.165,327.745,351.1066666666666,276.45,347.8500000000001,375.95799999999997,300.44,385.56,309.97499999999997,292.935,289.15333333333336,277.46500000000003,279.43,304.025,285.7475,277.706,275.902,280.4575,290.475,291.3966666666667,276.064,285.02200000000005,280.48,270.60999999999996,291.21,297.00333333333333,258.845,295.54,276.6266666666667,255.30999999999997,266.815,297.195,271.28499999999997,244.43,,188.4,,
2001-08-31 22:02:05+00:00,374.93,362.225,332.7633333333333,330.3533333333333,351.1066666666666,276.45,347.8500000000001,357.742,304.9266666666667,344.90999999999997,308.626,295.67,292.28499999999997,284.1366666666667,288.7366666666667,305.1366666666667,290.04,283.21166666666664,281.78000000000003,285.86400000000003,294.13800000000003,292.8,280.8833333333334,288.52833333333336,295.05,280.595,293.8625,299.3825,246.35999999999999,295.54,272.02750000000003,263.2625,282.21999999999997,300.50333333333333,259.82,244.43,,188.4,,
2001-09-23 22:08:02+00:00,361.855,362.4066666666667,340.935,336.055,367.1266666666667,345.98,369.8433333333333,354.94166666666666,315.0175,339.8633333333333,312.6333333333333,304.15999999999997,306.1275,302.18666666666667,299.145,312.52750000000003,300.386,284.342,282.546,287.9125,299.4175,292.8,282.632,292.288,295.05,288.34333333333336,293.8625,299.3825,246.35999999999999,295.54,273.01000000000005,263.2625,296.03,304.74,259.82,259.515,220.89,194.095,213.63,228.38
2001-10-02 22:01:40+00:00,340.95,346.09999999999997,344.86,343.78000000000003,364.28999999999996,338.05,344.09999999999997,340.965,317.742,334.8825,312.6333333333333,313.194,314.95,307.655,306.356,313.70799999999997,300.386,290.26000000000005,290.7416666666667,287.9125,313.18,292.8,282.632,303.04833333333335,295.05,306.0825,304.192,310.154,268.385,295.54,285.9625,263.2625,310.986,304.74,259.82,259.515,220.89,194.095,235.685,228.38
2001-11-03 22:01:46+00:00,339.56,346.99,344.86,343.78000000000003,364.28999999999996,338.05,344.09999999999997,340.965,317.742,334.8825,313.4371428571429,313.175,314.835,309.304,308.1366666666667,313.7266666666667,300.386,290.26000000000005,290.7416666666667,287.9125,313.18,292.8,282.632,303.04833333333335,295.05,306.0825,304.192,310.154,268.385,295.54,285.9625,273.452,312.1666666666667,305.008,259.82,264.8,229.995,194.095,251.85,228.38
2001-12-21 22:02:05+00:00,339.56,346.99,346.6433333333334,349.40333333333336,364.7425,338.05,345.1775,331.8233333333333,319.90500000000003,334.8825,314.59166666666664,315.48999999999995,315.2742857142857,311.1533333333333,317.5316666666667,313.7266666666667,309.26250000000005,314.746,315.71000000000004,308.02250000000004,317.7875,294.11333333333334,299.4475,316.84000000000003,304.3233333333333,317.3325,311.59000000000003,317.166,284.1425,301.53499999999997,284.76666666666665,280.9566666666667,320.64,308.29999999999995,252.925,286.9533333333333,229.995,199.79,251.85,228.38
2002-02-07 22:02:17+00:00,338.475,347.23199999999997,350.1783333333333,353.37833333333333,358.3025,339.24333333333334,338.5925,322.9483333333333,322.648,319.96000000000004,313.018,316.90999999999997,316.2916666666667,311.1533333333333,317.5316666666667,312.90200000000004,307.32666666666665,316.2,317.11,319.08,328.275,288.29,299.38666666666666,319.635,316.245,330.1266666666666,318.98,320.08000000000004,291.532,313.08,301.7966666666667,280.9566666666667,311.1816666666667,308.29999999999995,252.925,295.7425,229.995,199.79,268.3,211.85500000000002
2002-02-14 22:08:29+00:00,338.902,348.51500000000004,359.61999999999995,363.0883333333333,358.81000000000006,341.77750000000003,340.816,330.69,332.3,323.106,323.64,326.945,325.975,319.4816666666666,324.7183333333333,323.76000000000005,318.21500000000003,325.9166666666667,328.93,338.5375,341.4575,309.905,313.70666666666665,328.115,319.5466666666667,329.955,332.486,326.6575,300.24499999999995,318.33,301.7966666666667,300.665,320.65199999999993,312.86749999999995,283.155,295.7425,229.995,199.79,268.3,211.85500000000002
2002-03-02 22:08:32+00:00,338.9916666666667,354.45166666666665,366.01500000000004,372.0183333333334,359.3866666666667,341.12,344.4866666666667,335.438,336.90000000000003,327.8175,328.7425,332.106,330.834,323.88199999999995,328.192,327.86,329.22,333.505,334.84999999999997,348.8866666666667,352.34666666666664,322.8,318.07,335.46666666666664,324.51,336.42333333333335,340.1525,333.37000000000006,326.53,318.33,323.58000000000004,314.21,322.5575,314.7833333333333,329.42,295.7425,229.995,199.79,268.3,211.85500000000002
2002-07-17 22:01:44+00:00,338.42333333333335,355.01000000000005,371.50666666666666,375.5833333333333,356.9866666666667,343.1666666666667,349.69000000000005,336.395,336.83500000000004,330.78,332.02,344.20500000000004,340.75,333.24,333.79,344.49,,,335.89,359.38500000000005,344.405,322.8,323.2,328.71,326.15,329.44,347.03999999999996,320.29,321.09,323.73,322.34,,263.89,,329.42,322.11,,,317.65,195.33
2002-07-24 22:07:50+00:00,338.42333333333335,344.33500000000004,362.0725,365.09999999999997,356.9866666666667,343.1666666666667,349.69000000000005,328.3766666666666,327.2733333333333,323.67333333333335,321.51666666666665,331.95666666666665,323.0,317.3,326.01,332.11,324.53,301.4,307.07,340.3066666666667,328.2833333333333,305.86,307.33,312.67999999999995,312.41999999999996,317.485,334.14666666666665,316.25,305.77,332.01,319.7,323.22,280.15,,329.42,322.11,,,317.65,195.33
2002-08-18 22:01:33+00:00,339.44,337.105,342.64000000000004,348.5833333333333,362.27,338.49,362.84,319.3666666666666,308.355,309.31,302.315,318.99333333333334,300.53499999999997,295.875,309.755,297.055,311.595,297.355,269.20500000000004,301.745,299.265,290.44500000000005,289.275,281.98,298.69,294.23,301.47,312.21,290.45,348.57,317.06,323.22,296.41,,,,,,,
2002-08-25 22:07:36+00:00,339.44,331.5833333333333,335.0575,339.36249999999995,362.27,338.49,362.84,312.6125,305.4766666666667,303.90000000000003,297.69666666666666,310.17,296.63666666666666,286.9433333333333,299.58,292.90333333333336,300.09,294.98333333333335,255.62666666666667,301.745,299.265,286.36,283.80333333333334,275.49666666666667,298.69,294.23,301.47,312.21,290.45,348.57,317.06,323.22,296.41,,,,,,,
2002-10-05 22:01:07+00:00,357.46,329.56666666666666,321.96666666666664,327.0475,319.47,330.19,330.29,311.3675,314.84000000000003,303.90000000000003,299.5025,307.948,298.97749999999996,293.0875,301.44,299.2875,305.565,302.4325,255.62666666666667,311.42,312.16333333333336,286.36,288.34,275.49666666666667,304.275,295.40000000000003,307.3233333333333,319.41499999999996,304.865,326.68,314.95500000000004,321.96500000000003,306.78,316.98,313.13,,205.55,192.72,,195.06
2002-12-31 22:07:56+00:00,357.46,329.56666666666666,321.96666666666664,327.0475,319.47,330.19,330.29,311.3675,314.84000000000003,303.90000000000003,299.5025,307.948,298.97749999999996,293.0875,301.44,299.2875,302.74,300.404,256.90250000000003,311.42,312.16333333333336,284.46500000000003,288.68,279.6425,297.4166666666667,293.48,302.5075,310.9866666666667,304.865,315.29,298.41333333333336,321.96500000000003,306.78,316.98,313.13,,205.55,192.72,,195.06
2003-02-01 22:08:09+00:00,357.46,338.19500000000005,316.065,321.81,311.96500000000003,312.58000000000004,314.565,306.1075,313.7325,299.83,302.445,292.07,295.2525,289.4975,295.47749999999996,292.6225,296.26,299.03599999999994,248.57,316.055,320.225,281.5275,286.96999999999997,273.9733333333333,279.4533333333333,289.46333333333337,300.5566666666667,310.375,319.28,297.19666666666666,290.6766666666667,320.71,317.15,316.98,313.13,,205.55,192.72,,195.06
2003-02-26 22:02:04+00:00,357.46,355.85,,326.295,311.96500000000003,312.58000000000004,314.565,311.65999999999997,323.32500000000005,314.95,314.1766666666667,305.38666666666666,298.175,312.60999999999996,300.69999999999993,305.755,301.8533333333333,303.8766666666666,252.825,338.26,346.89,277.97499999999997,291.6333333333333,292.08,279.4533333333333,292.73,303.54499999999996,310.375,319.28,297.19666666666666,290.6766666666667,320.71,330.09,316.98,313.13,323.97,205.55,218.225,,195.06
2003-03-05 22:08:19+00:00,357.46,355.85,315.07,324.5133333333333,313.28333333333336,311.4766666666667,312.06666666666666,310.01666666666665,317.84000000000003,309.5233333333333,311.105,302.4925,294.67333333333335,309.3125,295.02,298.9633333333333,297.5025,299.7175,252.825,338.26,346.89,280.26,286.315,292.08,270.105,273.2133333333333,303.54499999999996,310.375,319.28,297.19666666666666,290.6766666666667,320.71,330.09,316.98,313.13,323.97,205.55,218.225,,195.06
2003-03-21 22:08:15+00:00,357.46,355.85,298.14,322.35749999999996,312.385,308.9175,310.525,310.6,314.67,306.0125,307.592,300.17199999999997,294.52,306.394,289.665,292.765,291.224,299.7175,243.73666666666668,338.26,346.89,271.475,275.73,292.08,270.105,273.2133333333333,303.54499999999996,310.375,319.28,297.19666666666666,290.6766666666667,320.71,330.09,316.98,313.13,323.97,205.55,218.225,,195.06
2003-05-24 22:08:16+00:00,,,313.01,320.9375,310.0233333333333,301.82666666666665,303.93666666666667,308.5375,310.33000000000004,306.0125,309.394,302.808,292.57,305.696,283.88000000000005,281.4525,283.53249999999997,293.6425,243.73666666666668,328.275,355.82,271.475,269.175,301.945,256.8533333333334,254.58000000000004,296.69,301.745,318.89,285.28000000000003,279.59000000000003,314.28,332.975,307.07,284.79,323.97,,243.73,,
2003-07-28 21:50:04+00:00,,,313.01,320.9375,310.0233333333333,301.82666666666665,303.93666666666667,308.5375,310.33000000000004,306.0125,309.394,302.808,292.57,305.696,275.49,276.522,274.6525,294.0933333333333,242.48,304.00333333333333,355.82,264.2975,259.7325,282.925,247.09666666666666,241.02333333333334,305.32,309.36,318.89,271.81666666666666,293.85,314.28,332.975,307.07,266.02,323.97,176.57,243.73,,
2003-08-29 21:50:38+00:00,319.06,333.87,317.985,324.36249999999995,315.14666666666665,306.68333333333334,309.7833333333333,314.14,312.57,301.6366666666667,304.83750000000003,300.04,295.3825,300.4725,277.67,278.276,275.9575,294.7166666666667,259.88666666666666,287.07666666666665,299.21,269.4475,261.7525,286.27,262.74666666666667,253.665,297.625,299.195,306.95,272.95000000000005,298.64,307.225,311.65,301.09000000000003,277.3233333333333,280.93,176.57,249.54,,
2003-09-14 21:50:54+00:00,337.88,343.235,325.5975,326.5475,318.95,310.55333333333334,315.30333333333334,318.37,318.115,306.49,308.7925,305.0625,303.445,302.0175,284.27,282.842,283.025,302.24333333333334,270.7875,290.90250000000003,298.605,272.9275,268.4825,289.7575,281.9866666666667,269.0425,296.87666666666667,298.57666666666665,305.4166666666667,282.98,303.79999999999995,315.46666666666664,313.3433333333333,312.22333333333336,285.4475,287.06,176.57,239.54500000000002,302.15,
2003-10-23 21:57:36+00:00,337.6566666666667,340.56333333333333,338.6175,326.10249999999996,317.00333333333333,308.92,313.43333333333334,316.34,316.7075,307.18333333333334,310.02750000000003,308.7625,307.4325,304.6775,292.39500000000004,288.81,291.6275,301.93,290.12249999999995,291.808,295.43666666666667,283.5125,281.1175,288.834,283.5025,273.45,294.4975,298.7575,304.86,287.108,304.1433333333333,312.95,311.635,309.8075,288.07,283.47333333333336,176.57,239.54500000000002,288.375,
2003-11-17 21:51:45+00:00,328.0225,332.62,331.866,322.06399999999996,311.48749999999995,304.515,310.7875,314.194,313.308,305.305,306.95,305.782,304.856,301.848,289.78200000000004,286.5683333333333,288.142,295.968,287.602,289.5466666666667,290.275,283.108,282.03599999999994,288.92333333333335,284.314,276.34499999999997,293.454,297.77799999999996,302.424,288.0266666666667,298.0775,306.67199999999997,306.008,304.006,285.0116666666667,271.685,185.2,239.54500000000002,288.375,
2003-12-03 21:51:55+00:00,323.15999999999997,328.278,326.29200000000003,318.032,310.01,303.94,309.32,310.446,308.23,304.158,302.626,299.546,301.94,296.204,289.07166666666666,287.79,286.92333333333335,291.852,287.9933333333333,286.15833333333336,290.052,284.3833333333333,282.90166666666664,285.35833333333335,284.805,284.0466666666666,288.504,291.508,294.492,289.8066666666667,294.508,299.852,297.194,298.536,283.065,265.59000000000003,188.92666666666665,239.54500000000002,288.375,177.33
2003-12-10 21:58:05+00:00,319.22166666666664,325.665,322.915,316.1483333333333,307.0566666666667,301.535,306.47166666666664,309.26166666666666,307.1716666666667,303.46,301.77166666666665,298.66333333333336,300.73499999999996,295.84,290.87142857142857,287.34,286.07142857142856,290.0083333333334,286.4485714285714,284.56714285714287,287.3883333333333,282.79,281.79571428571427,286.3257142857143,284.7142857142857,284.62,288.76,291.51666666666665,293.725,289.68571428571425,294.07666666666665,296.73,294.51666666666665,295.06333333333333,281.1257142857143,261.37333333333333,190.26749999999998,239.54500000000002,288.375,177.33
2004-01-04 21:52:10+00:00,321.59142857142854,327.1628571428572,322.4157142857143,316.46,308.5828571428571,302.4628571428571,307.0042857142857,308.7214285714286,306.36,303.51000000000005,303.4785714285714,301.4814285714286,303.28142857142853,301.1671428571429,293.64375,287.34,289.4875,292.83,287.94624999999996,286.4775,288.25857142857143,283.92375,282.8975,287.07,285.65,285.635,289.7457142857143,292.56,294.91857142857145,290.97249999999997,294.9357142857143,297.4628571428571,296.2885714285714,295.5657142857143,282.20125,262.6714285714286,190.26749999999998,239.54500000000002,295.22,177.33
2004-04-25 21:53:23+00:00,309.54249999999996,317.11250000000007,311.29749999999996,302.1940000000001,294.81,290.52200000000005,291.948,304.86500000000007,300.815,300.75500000000005,299.5425,296.89,297.85999999999996,287.51599999999996,285.902,274.065,280.832,279.422,279.404,279.36800000000005,276.538,277.308,278.224,282.45799999999997,278.732,279.40999999999997,277.068,278.588,284.058,282.146,280.294,278.82800000000003,279.91400000000004,276.31399999999996,268.576,239.75,187.98250000000002,,308.91,177.33
2004-05-18 22:00:14+00:00,313.01666666666665,319.88666666666677,313.44333333333327,296.07000000000005,291.40000000000003,287.188,282.628,304.61666666666673,301.18333333333334,301.11666666666673,301.1766666666667,297.9,298.9633333333333,278.756,280.882,269.3325,277.19399999999996,276.33599999999996,274.958,274.644,271.78000000000003,271.534,272.222,276.08000000000004,272.056,269.748,266.514,268.77799999999996,276.66400000000004,271.912,274.886,273.11,274.38800000000003,269.998,261.254,231.368,186.03333333333333,,308.91,177.33
2004-06-12 21:54:47+00:00,335.81,336.15,319.42,283.35249999999996,282.5025,278.7525,269.0375,305.48,301.49,303.81,313.72,318.39,318.56,268.965,269.7075,258.74333333333334,272.8275,270.495,262.44,262.8675,257.93,259.4725,261.885,262.845,261.0525,257.09749999999997,255.2475,258.65,269.45000000000005,263.45,263.87,265.25,268.91,263.6375,254.9275,225.4475,179.85000000000002,,308.91,
2004-07-14 21:55:43+00:00,,,,271.6933333333333,270.75666666666666,268.99333333333334,255.3166666666667,,,,,,,247.57666666666663,255.26,258.74333333333334,259.30333333333334,248.79500000000002,250.29,249.6075,244.02,247.77,250.82,252.6275,246.64000000000001,240.90499999999997,237.48999999999998,243.54749999999999,255.40000000000003,248.48749999999998,251.7966666666667,253.04666666666665,256.24,251.99,243.32666666666668,210.4433333333333,179.85000000000002,,,
2004-08-22 22:02:48+00:00,,,,271.6933333333333,269.71500000000003,267.9475,253.8375,,,,,,,247.57666666666663,254.0925,257.6725,258.27500000000003,250.41400000000004,252.56799999999998,249.6075,245.048,248.358,250.108,250.85999999999999,246.288,241.78399999999996,237.48999999999998,238.76999999999998,255.79400000000004,250.56799999999998,249.97,252.075,257.145,252.615,245.125,213.5675,179.85000000000002,,,
2004-10-02 21:57:38+00:00,311.81,322.58,320.72,282.33500000000004,277.90999999999997,273.592,262.09000000000003,297.26,296.14,290.81,291.45,290.04,291.94,257.86,261.82,264.302,264.37600000000003,256.745,258.6166666666666,256.176,250.87,252.8033333333333,254.34,255.76166666666668,252.06499999999997,247.975,245.846,245.96833333333333,261.8,257.48499999999996,258.79,259.98,263.986,259.808,252.21000000000004,223.112,192.07666666666668,191.51,,183.53
2004-11-10 22:04:35+00:00,311.81,337.04499999999996,330.31500000000005,301.2675,291.004,286.942,278.27000000000004,315.9,296.14,290.81,291.45,303.385,304.265,276.875,274.956,275.386,274.41600000000005,265.70666666666665,267.09,268.094,260.7083333333333,263.19166666666666,264.4116666666667,257.296,265.08666666666664,261.7416666666667,262.352,257.585,269.99666666666667,267.1716666666667,269.044,270.596,274.39,271.46000000000004,265.896,226.2725,204.4,191.51,,183.53
2005-02-23 22:00:07+00:00,309.46500000000003,330.45666666666665,324.99666666666667,323.4266666666667,314.68,308.24333333333334,306.85333333333335,309.4633333333333,292.79499999999996,290.555,288.46000000000004,298.7766666666667,300.4433333333333,298.53666666666663,301.55333333333334,297.52000000000004,294.49,294.50666666666666,294.13666666666666,294.51,289.56,288.20666666666665,288.3566666666666,280.735,300.775,293.25666666666666,290.32,288.4766666666667,294.38666666666666,294.7266666666667,293.55,294.0933333333333,293.3433333333333,293.33666666666664,288.66,257.055,212.695,187.41,,183.53
2005-03-02 22:06:24+00:00,307.94,327.9325,321.44500000000005,318.5675,311.105,305.13250000000005,302.07500000000005,304.875,289.81,289.16,286.6333333333334,296.11,297.84749999999997,296.005,298.7625,295.005,292.6275,291.3275,292.07,289.2975,284.9775,283.975,284.59,278.68333333333334,300.775,288.01,286.44,285.8125,292.595,292.505,292.605,292.8425,291.76750000000004,292.025,286.4075,257.2966666666667,211.66,186.48666666666668,,181.16
2005-03-11 22:00:19+00:00,307.94,332.466,326.39,322.844,315.618,305.13250000000005,302.07500000000005,304.875,289.81,289.16,286.6333333333334,296.11,297.84749999999997,296.005,298.7625,295.005,292.6275,296.746,297.78000000000003,293.704,284.9775,283.975,284.59,287.49,304.59666666666664,288.01,292.114,290.568,295.282,294.35,294.656,295.88,295.144,296.87,290.76599999999996,257.2966666666667,211.66,186.48666666666668,327.25,181.16
2005-03-18 22:06:34+00:00,307.94,332.466,326.39,322.844,315.618,297.98,293.874,304.875,289.81,289.16,286.6333333333334,296.11,297.84749999999997,296.005,298.7625,295.005,292.6275,296.746,297.78000000000003,293.704,276.228,277.094,275.62199999999996,287.49,304.59666666666664,288.01,292.114,290.568,295.282,294.35,294.656,295.88,295.144,296.87,290.76599999999996,257.2966666666667,211.66,186.48666666666668,327.25,181.16
2005-04-12 22:00:30+00:00,306.46000000000004,331.678,325.06000000000006,323.094,315.31,299.3,293.99399999999997,305.53499999999997,290.4633333333333,290.4466666666667,286.42,296.65250000000003,298.23249999999996,295.79,298.9875,294.4925,293.33500000000004,296.296,297.082,294.31,277.06800000000004,279.244,277.02,289.2975,304.6266666666667,288.165,291.924,290.05,293.83000000000004,292.954,293.38800000000003,294.94,293.73999999999995,296.644,290.85,257.32666666666665,213.41666666666666,187.22666666666666,260.335,185.245
2005-06-15 22:00:58+00:00,306.46000000000004,326.72,312.668,310.178,303.0559999999999,287.38199999999995,278.374,295.8666666666666,280.99,281.38750000000005,275.6225,279.65250000000003,281.96750000000003,289.0033333333334,283.4275,280.075,280.575,284.066,285.684,281.944,264.572,267.07399999999996,264.22400000000005,280.582,279.7366666666667,269.1575,277.61600000000004,287.46500000000003,282.90199999999993,282.954,283.55,284.756,291.8775,295.0475,286.24750000000006,248.6375,213.41666666666666,187.22666666666666,260.335,185.245
