dates,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
2005-09-10 22:07:43+00:00,307.755,318.62,302.90333333333336,301.1266666666666,292.8833333333334,283.21500000000003,274.65,295.62,279.06,278.3466666666667,272.34999999999997,274.6933333333333,276.24333333333334,285.305,279.2233333333333,276.67333333333335,276.57,272.2966666666667,272.12,274.0033333333334,262.4625,266.16499999999996,261.50750000000005,270.42,267.5933333333333,267.17,265.2533333333334,279.235,274.48,275.65000000000003,275.76666666666665,274.66333333333336,285.91499999999996,285.9,279.56500000000005,246.72333333333336,220.69,187.915,186.20499999999998,185.8
2005-09-19 22:01:32+00:00,310.44666666666666,321.06666666666666,308.6925,306.83,299.4275,293.065,287.0625,301.21999999999997,285.5,284.6075,279.3375,281.8325,281.065,288.15333333333336,283.0125,279.905,280.94,276.63,277.09749999999997,277.7275,274.7625,277.21000000000004,275.07500000000005,276.65999999999997,271.97,271.765,270.425,280.99666666666667,278.0225,278.435,280.1425,279.02750000000003,289.8,287.95666666666665,283.06,253.085,232.5966666666667,187.915,196.64,198.00666666666666
2006-01-25 22:03:29+00:00,309.9266666666667,321.1166666666667,320.86,317.06333333333333,309.7733333333333,301.41,299.49666666666667,301.73333333333335,296.0133333333333,292.56666666666666,289.66,290.90000000000003,288.5466666666667,286.1666666666667,290.33,285.8533333333333,286.88000000000005,286.21333333333337,287.0833333333333,286.70666666666665,283.9266666666667,286.5466666666667,284.99666666666667,286.73333333333335,281.66333333333336,280.82,280.6333333333334,281.81333333333333,287.75333333333333,284.60333333333335,288.79999999999995,287.5466666666667,290.6166666666666,288.47,283.6066666666667,262.0033333333334,230.78,189.305,195.08,196.9433333333333
2006-02-17 22:10:10+00:00,308.74,319.2175,318.45500000000004,314.21000000000004,307.56,300.21500000000003,297.175,300.0225,294.28499999999997,291.7425,289.3175,290.0525,288.305,286.1125,290.1925,285.27,286.3575,284.515,285.5525,284.31,282.5775,284.7475,283.5075,284.365,280.125,279.3875,280.7875,281.3875,287.385,284.3225,287.72999999999996,287.2175,289.2575,287.485,282.415,258.75750000000005,227.16250000000002,190.90333333333334,192.6175,193.2375
2006-06-25 22:12:20+00:00,305.495,316.155,315.5350000000001,311.06500000000005,305.43,300.33000000000004,294.98,298.16499999999996,292.905,288.71,286.98,286.91,286.985,283.92,280.6766666666667,276.8666666666667,277.69000000000005,274.1933333333333,275.3533333333333,272.87,272.9166666666667,271.5133333333333,272.08,271.61999999999995,270.3933333333333,266.87666666666667,270.47666666666663,270.1433333333334,275.1166666666667,275.94,277.24,278.75666666666666,275.8333333333333,276.59666666666664,271.0566666666667,245.6,209.98333333333335,195.305,186.985,185.31500000000003
2006-08-21 22:06:55+00:00,,,,273.32,278.56,264.33,,,,,,,,,260.62,263.83500000000004,263.35,257.665,258.13,255.445,254.62,248.65,248.565,249.73,249.78,247.735,249.8,246.735,252.88,259.125,261.85,263.04999999999995,257.55999999999995,254.84499999999997,246.44,229.99,194.555,,,
2006-08-28 22:13:11+00:00,,,,273.32,278.56,264.33,,,,,,,,,254.28333333333333,256.6466666666667,257.7133333333333,253.19333333333336,253.53,251.09333333333333,250.40666666666667,247.74,248.49666666666667,252.58333333333334,251.49666666666667,251.10666666666668,252.38,249.35333333333332,255.19666666666663,258.6366666666667,257.08666666666664,257.52666666666664,253.97,250.57333333333335,241.67666666666665,224.98666666666668,189.77666666666667,,,
2006-09-22 22:07:18+00:00,,,,273.32,278.56,264.33,,,,,,,,,253.55,257.01750000000004,256.90999999999997,253.22000000000003,254.015,251.5,250.39749999999998,248.755,248.6625,250.4775,249.4675,250.57500000000002,250.3775,248.2625,254.4725,257.615,254.8675,255.6675,254.85,251.39249999999998,244.005,223.92249999999999,188.25,,,
2006-10-08 22:07:29+00:00,307.79,322.04,330.2,301.135,301.69,292.39,321.31,318.29,300.63,300.44,298.53,300.5,301.68,297.81,262.912,265.11400000000003,266.316,262.756,263.444,261.308,259.46999999999997,259.106,258.254,259.152,257.048,258.102,257.852,256.78000000000003,262.8,265.432,264.17600000000004,264.926,264.368,261.53999999999996,255.888,236.448,188.25,,,
2006-10-24 22:07:38+00:00,306.9,321.82500000000005,330.255,309.23,309.0833333333333,301.1333333333333,317.04499999999996,315.93,304.205,305.685,302.615,303.025,303.59000000000003,298.3,269.92333333333335,271.7,272.635,269.6516666666667,269.645,267.0683333333333,265.2383333333333,265.21666666666664,263.965,264.935,262.48,263.7233333333333,263.38166666666666,263.11,268.675,270.7583333333333,270.15166666666664,270.8,271.1716666666667,267.91166666666663,262.88166666666666,244.32000000000002,188.25,,,
2007-02-04 22:14:33+00:00,298.3333333333333,312.98333333333335,320.3666666666666,307.9625,306.7825,299.15999999999997,307.52,310.3,301.18,302.49666666666667,298.72999999999996,299.6033333333333,300.82,296.22333333333336,274.46166666666664,273.22,273.86999999999995,271.70666666666665,271.445,267.56333333333333,267.09833333333336,269.0466666666667,267.6383333333333,270.18333333333334,267.32,269.69,269.15166666666664,269.5566666666667,274.3833333333334,275.51000000000005,275.175,272.9266666666667,274.635,271.195,265.7916666666667,247.845,197.7675,214.88,191.54,188.15
2007-02-13 22:08:23+00:00,295.795,309.145,315.6675,307.33000000000004,305.692,298.6,304.02,306.615,299.555,300.01,296.34499999999997,297.09000000000003,299.0025,294.7375,276.1057142857143,273.7628571428572,274.3171428571428,271.7857142857143,271.67571428571426,266.12142857142857,268.02000000000004,269.85857142857145,269.1842857142857,271.5014285714286,268.5957142857143,270.87142857142857,270.89,271.6871428571429,275.79428571428576,276.74285714285713,275.9085714285714,273.6142857142857,275.3985714285714,271.82142857142856,266.90285714285716,248.82714285714286,206.12800000000001,217.91,194.765,191.14499999999998
2007-09-09 22:06:33+00:00,314.4,328.74,333.17,342.3,342.78,336.06,,332.09,,331.76,,,329.87,320.14,314.9,326.57,321.46,310.33,312.27,,309.14,306.19,,312.08,313.89,310.51,315.3,319.26,,319.59,310.4,316.68,310.3,312.08,312.6,,,,,
2007-10-02 22:12:30+00:00,309.405,322.98,329.40999999999997,332.05,327.91999999999996,323.85,293.24,310.79999999999995,289.73,309.265,287.96,287.5,307.425,300.85,304.765,311.25,305.755,300.04999999999995,298.65999999999997,285.24,301.155,299.65999999999997,278.1,278.94,283.23,286.04999999999995,291.53,298.57,284.56,300.48,303.275,306.09000000000003,303.71000000000004,302.06,301.155,265.21,217.78,198.39,194.74,204.07
2009-01-24 22:04:54+00:00,301.13,315.81,322.98,324.37,320.72,311.65,299.17,297.12,296.17,297.59,297.82,297.42,293.39,298.77,305.48,305.32,300.18,300.04,300.0,301.4,300.53,293.75,281.91,285.74,284.31,286.12,292.59,291.59,299.09,304.62,314.26,308.11,313.81,308.5,306.39,313.68,302.82,292.0,287.08,
2009-12-03 22:03:55+00:00,297.65,313.02,320.59,325.23,321.34,314.13,312.72,317.49,314.58,308.97,309.97,311.3,311.72,310.06,310.37,303.38,306.37,299.03,301.46,297.16,303.32,308.23,311.96,308.6,306.16,307.0,303.57,312.47,317.86,317.59,303.55,304.26,310.57,304.34,304.15,302.47,302.61,303.17,317.49,
2010-12-29 22:09:29+00:00,282.12,295.26,301.65,303.91,300.92,301.45,295.9,292.72,293.92,292.08,291.59,296.55,295.21,285.04,288.44,286.62,285.14,278.81,282.83,282.06,282.73,289.89,286.95,288.66,285.58,288.45,288.55,289.93,290.56,285.84,285.09,285.73,284.13,283.88,280.67,274.8,273.59,270.93,277.78,267.74
2011-01-07 22:03:20+00:00,281.57,296.35,301.645,305.69000000000005,302.24,301.185,295.225,294.76,294.67,293.08,291.995,296.20500000000004,294.275,288.71500000000003,289.96500000000003,284.805,283.255,277.36,281.335,281.83500000000004,281.78499999999997,285.11,283.46000000000004,286.97,285.575,286.53,287.545,289.58500000000004,291.125,289.04999999999995,287.405,283.775,283.54499999999996,284.99,278.735,274.345,272.34,269.11,275.92999999999995,266.135
2011-01-23 22:03:20+00:00,283.58666666666664,297.45666666666665,302.8633333333333,306.66333333333336,303.3233333333333,301.1333333333333,296.0366666666667,293.8733333333334,294.09,292.9433333333333,292.0733333333333,294.12,293.46666666666664,288.8933333333334,290.5233333333333,286.4633333333333,284.7366666666667,279.52333333333337,284.09,283.87666666666667,283.18666666666667,285.21999999999997,284.47,286.02666666666664,283.92,286.5,287.03000000000003,288.06333333333333,289.18333333333334,288.81666666666666,286.02,284.00333333333333,283.4866666666667,285.30333333333334,281.40000000000003,274.8633333333333,272.22666666666663,269.3833333333334,276.43,265.9166666666667
2011-02-08 22:03:23+00:00,282.5925,296.0475,302.23249999999996,305.7425,302.5475,299.9,294.695,292.77,293.99,293.4475,292.155,294.0375,294.825,289.635,292.195,288.1175,283.9425,279.05,283.585,283.1925,282.27750000000003,284.3,283.5625,285.6375,284.6125,287.315,287.9175,288.7325,289.7425,289.3575,287.5525,284.73,281.8375,284.0875,279.96500000000003,273.9325,271.2975,268.5875,274.775,265.7025
2011-03-12 22:03:19+00:00,282.65,296.102,303.256,306.422,302.85,299.63,294.758,292.566,294.148,292.832,292.155,294.0375,294.825,289.982,291.522,288.096,284.304,279.882,284.18199999999996,283.38199999999995,282.536,284.194,283.446,285.0,284.454,286.42600000000004,287.25,287.736,289.384,288.582,286.938,285.12800000000004,283.282,285.228,280.778,274.69,272.108,269.12,275.02799999999996,266.28000000000003
2013-05-11 22:21:31+00:00,309.91,326.42,331.9,328.53,323.31,319.6,313.9,308.0,307.83,309.18,337.86,308.62,308.7,306.95,310.66,309.66,309.21,306.63,307.4,307.35,303.1,305.54,305.57,306.53,303.66,305.07,305.14,307.64,315.84,314.0,311.86,310.36,315.18,311.7,308.1,303.1,301.69,302.47,303.07,301.8
2013-05-27 22:21:38+00:00,309.805,325.96500000000003,331.015,327.42999999999995,323.47,320.02,316.105,308.815,307.235,307.93,322.20500000000004,307.58000000000004,306.83500000000004,305.705,308.41,309.155,308.98,306.47,307.21,306.14,302.68,304.25,305.37,303.945,303.645,304.33,304.905,307.085,311.91499999999996,310.6,308.95500000000004,310.75,310.96500000000003,309.18,305.845,303.355,302.28999999999996,301.375,303.34000000000003,302.985
2013-06-05 22:15:27+00:00,309.805,325.96500000000003,322.78999999999996,321.24333333333334,323.47,320.02,316.105,308.815,307.235,300.15333333333336,309.4866666666667,299.78000000000003,300.36333333333334,298.34999999999997,300.46333333333337,303.12,303.16333333333336,299.93666666666667,302.02666666666664,300.0,297.24,297.67,299.67333333333335,303.945,303.645,304.33,304.905,295.67,304.96999999999997,303.76,302.7966666666667,303.43,302.3,299.8966666666667,296.1766666666667,303.355,302.28999999999996,301.375,303.34000000000003,302.985
2013-06-28 22:21:33+00:00,308.45,323.54333333333335,322.755,321.3775,319.56666666666666,316.8533333333333,312.40333333333336,307.12,305.0833333333333,300.165,307.5525,300.0375,300.4075,298.6925,300.605,302.8675,302.1425,299.165,300.6725,299.7975,296.14,297.15,298.78499999999997,301.37333333333333,300.84,302.2133333333333,302.67,296.78249999999997,304.645,304.05,303.6725,304.9125,304.265,302.34000000000003,299.0725,302.65000000000003,300.81,300.37,303.3066666666667,303.26666666666665
2013-07-14 22:21:34+00:00,308.45,323.54333333333335,319.196,321.3775,312.755,316.8533333333333,312.40333333333336,307.12,305.0833333333333,296.712,302.86199999999997,296.058,297.602,294.428,296.648,298.428,298.12,294.788,296.2,295.996,292.178,293.662,295.172,296.475,295.8375,297.0175,297.2125,293.976,301.39,300.606,300.598,301.46,301.59000000000003,299.83000000000004,296.264,293.5725,300.81,300.37,303.3066666666667,303.26666666666665
2013-09-16 22:21:33+00:00,308.45,333.095,326.7933333333333,321.3775,312.755,316.8533333333333,312.40333333333336,307.12,305.0833333333333,296.712,302.86199999999997,296.058,297.602,294.428,296.648,298.428,298.12,294.788,296.2,295.996,292.178,293.662,295.172,296.475,295.8375,297.0175,297.2125,293.976,301.39,300.606,300.598,301.46,301.59000000000003,299.83000000000004,296.264,293.5725,300.81,300.37,303.3066666666667,303.26666666666665
2013-09-25 22:15:17+00:00,308.9275,331.308,326.5857142857143,321.678,313.73400000000004,316.34000000000003,312.055,307.1125,304.6725,297.4166666666667,302.79833333333335,297.485,298.70166666666665,296.09666666666664,298.52,299.94166666666666,299.9166666666667,297.09166666666664,298.46999999999997,298.125,294.4216666666667,295.92833333333334,296.6933333333333,297.63800000000003,296.826,298.716,298.754,295.53,302.0883333333333,301.93,302.0916666666667,302.44666666666666,302.6016666666667,300.97499999999997,297.40333333333336,295.206,300.2525,300.3175,303.595,304.14
2013-11-12 22:15:08+00:00,309.125,330.668,325.64285714285717,320.476,312.48400000000004,315.0525,311.53499999999997,306.5625,303.65,296.40166666666664,297.42,296.9,298.35833333333335,296.15333333333336,298.8483333333333,299.825,299.9983333333333,297.55,299.1283333333334,298.91333333333336,295.31333333333333,296.25333333333333,297.02500000000003,297.644,297.282,298.87600000000003,298.718,295.03000000000003,300.4766666666667,300.82666666666665,301.34666666666664,302.2416666666667,301.98333333333335,300.84999999999997,297.47166666666664,296.686,301.7975,300.5025,303.4525,303.9425
2013-12-14 22:14:57+00:00,317.81,334.712,332.9816666666666,331.4475,315.476,316.42499999999995,309.27666666666664,312.67,309.36249999999995,296.78249999999997,305.996,306.316,299.44000000000005,297.20500000000004,300.59,307.54800000000006,309.59399999999994,298.03000000000003,299.02250000000004,300.2075,295.815,297.5125,297.175,296.71500000000003,295.695,297.6975,303.932,304.498,308.332,307.754,302.8875,310.57800000000003,305.045,304.2775,308.13,302.642,309.02250000000004,300.57666666666665,303.3999999999999,303.8666666666666
2014-02-07 22:20:33+00:00,319.29,335.90400000000005,338.66999999999996,330.4175,321.47749999999996,316.09749999999997,310.65333333333336,312.885,310.3825,304.00666666666666,313.37,313.975,305.3233333333333,305.3666666666667,310.7733333333333,316.73749999999995,320.135,308.66333333333336,309.50333333333333,307.90333333333336,306.0566666666667,307.12,306.58666666666664,304.87666666666667,302.6666666666667,305.08666666666664,311.0,311.26250000000005,316.53999999999996,312.34,307.06,315.8275,309.5133333333334,307.84666666666664,313.005,312.3225,310.3025,301.95,305.07,309.00333333333333
2014-02-16 22:14:14+00:00,318.34000000000003,334.64833333333337,339.14666666666665,334.144,322.504,316.984,311.52250000000004,311.868,315.25,314.45500000000004,313.37,313.975,307.105,309.935,319.0575,316.73749999999995,320.135,308.66333333333336,310.90250000000003,309.605,307.0925,307.97,307.975,305.9475,304.6925,308.25,313.494,311.51000000000005,315.155,311.88800000000003,313.6975,317.646,311.9225,309.0025,312.41400000000004,312.81600000000003,310.616,304.54,309.6525,313.94
2014-03-20 22:13:49+00:00,317.42333333333335,329.31,333.0466666666666,332.7716666666667,321.96166666666664,316.60499999999996,312.262,311.28333333333336,313.81666666666666,313.038,312.416,312.76599999999996,307.258,310.122,318.20799999999997,315.896,318.31399999999996,309.055,311.408,310.33000000000004,307.578,307.952,308.152,306.40999999999997,304.98199999999997,308.36400000000003,312.43666666666667,310.48833333333334,313.464,310.92333333333335,312.096,315.95,311.71400000000006,309.162,311.745,311.725,309.9816666666666,305.02,310.83599999999996,315.2
2014-04-05 22:13:34+00:00,317.215,329.5416666666667,333.335,333.29,322.5566666666667,316.825,312.45,311.93333333333334,314.5933333333333,313.908,313.62,313.532,308.056,311.23999999999995,319.544,317.012,318.59000000000003,309.515,312.034,311.37,308.7,308.524,309.046,307.854,306.5,309.29200000000003,313.33,311.1116666666667,313.66999999999996,310.54333333333335,311.514,316.49,312.258,309.838,312.46166666666664,312.50333333333333,311.40333333333336,306.376,313.39799999999997,317.53000000000003
2014-05-14 22:19:08+00:00,318.35833333333335,330.50500000000005,334.93666666666667,334.21833333333336,324.165,319.6666666666667,315.282,313.98833333333334,316.35833333333335,317.332,316.61800000000005,314.288,309.496,313.54200000000003,321.132,317.712,319.418,310.92499999999995,314.51599999999996,313.598,309.762,312.724,311.35,310.748,309.542,312.508,316.2633333333333,314.2916666666667,315.85,313.3016666666667,311.922,317.09333333333336,313.58,313.01599999999996,316.0783333333333,317.6,311.14500000000004,306.28000000000003,317.256,317.808
2014-05-30 22:19:10+00:00,318.35833333333335,330.50500000000005,334.93666666666667,328.8314285714286,318.6385714285714,315.28000000000003,310.0283333333333,307.13428571428574,311.2257142857143,310.665,310.9066666666667,307.9166666666667,304.4583333333333,306.6616666666667,314.59,313.03666666666663,314.5516666666667,305.76599999999996,309.8016666666667,309.14666666666665,305.09,307.9266666666667,306.885,304.9766666666667,303.7283333333333,312.508,310.81142857142856,307.8757142857143,308.88,313.3016666666667,307.18833333333333,312.7557142857143,309.4683333333333,308.62166666666667,311.26142857142855,317.6,311.14500000000004,306.28000000000003,317.256,317.808
2014-07-26 22:13:18+00:00,313.142,327.46000000000004,330.95199999999994,319.65000000000003,309.6557142857143,309.28428571428566,305.4142857142857,302.64666666666665,308.1816666666666,310.665,305.87600000000003,296.72166666666664,304.4583333333333,301.4214285714285,309.5228571428571,304.63000000000005,304.65833333333336,302.20666666666665,306.6271428571428,305.90000000000003,301.8228571428572,304.2457142857143,303.8442857142857,301.8228571428572,300.8457142857143,307.50333333333333,303.9242857142857,300.53428571428566,297.7283333333333,309.744,303.9742857142857,305.4271428571428,306.10571428571427,305.45142857142855,303.28000000000003,314.442,307.01599999999996,306.28000000000003,317.256,317.808
2014-09-03 22:19:42+00:00,312.615,326.985,328.385,315.05333333333334,306.645,307.68666666666667,303.56666666666666,301.47200000000004,301.90999999999997,301.954,304.456,296.2866666666667,302.146,297.28000000000003,302.68333333333334,303.4483333333333,303.5933333333333,302.09,305.8933333333333,305.48833333333334,300.86833333333334,304.60999999999996,302.79333333333335,300.75,299.5416666666667,312.71,300.9583333333333,298.41333333333336,296.185,308.6575,298.98999999999995,302.57166666666666,304.645,304.56,302.9766666666667,314.265,304.96750000000003,304.105,314.69,311.8675
2014-09-28 22:13:32+00:00,311.39,324.535,326.57,313.46,305.385,306.87166666666667,301.9683333333333,300.32,300.6,300.42600000000004,302.83,295.13666666666666,300.416,295.8283333333333,301.0116666666667,302.49999999999994,302.7716666666667,301.25333333333333,304.41833333333335,304.39166666666665,299.3566666666667,304.10833333333335,301.71666666666664,300.23,299.24333333333334,311.63800000000003,300.25,298.6066666666667,295.46666666666664,306.8775,297.78833333333336,301.87166666666667,303.8483333333333,303.25666666666666,301.93,313.09749999999997,303.92,302.7275,311.39750000000004,307.08250000000004
2014-10-14 22:13:38+00:00,310.36749999999995,322.77500000000003,324.545,311.20166666666665,302.8016666666667,305.085,300.375,297.656,298.45,298.454,300.976,293.90333333333336,298.73400000000004,293.86833333333334,299.03000000000003,301.125,301.6666666666667,300.19666666666666,303.8483333333333,303.10166666666663,298.18666666666667,302.6266666666667,300.5466666666667,298.90333333333336,298.5233333333333,310.13599999999997,298.91,297.86333333333334,294.615,305.4575,296.8533333333333,300.92,302.78000000000003,301.58666666666664,300.72666666666663,311.6425,301.585,300.6575,307.83500000000004,304.9875
2014-11-22 22:19:45+00:00,307.96999999999997,320.70000000000005,321.09,307.82399999999996,298.02,301.67499999999995,297.96,296.02200000000005,295.584,295.206,297.678,292.7733333333333,296.78000000000003,291.4916666666667,298.84666666666664,302.53999999999996,302.58,300.56166666666667,301.6933333333333,302.64666666666665,301.7266666666667,301.17333333333335,302.185,298.26,295.57666666666665,305.954,295.53333333333336,296.4216666666667,294.07,302.62,296.18,298.554,299.72,296.53599999999994,294.83000000000004,301.83,300.00666666666666,299.9666666666667,303.18333333333334,305.85
2015-01-25 22:19:32+00:00,305.84,319.725,320.2925,315.755,309.1825,308.158,305.81,302.052,298.504,298.622,300.65600000000006,301.37399999999997,300.45799999999997,301.06,306.44,307.71799999999996,306.892,307.07,307.684,308.73,308.50600000000003,307.804,308.64,305.86400000000003,302.60800000000006,308.57,301.802,304.934,303.15199999999993,301.39799999999997,301.942,305.0575,306.72749999999996,303.0025,303.07500000000005,301.6925,299.8325,299.8375,303.2675,307.0125
2015-02-19 22:13:13+00:00,305.376,321.76200000000006,325.28000000000003,320.796,316.664,308.158,305.81,302.052,301.88166666666666,303.1,305.355,304.0733333333333,306.545,301.06,306.44,307.71799999999996,306.892,311.7633333333333,309.97499999999997,311.12166666666667,313.375,307.804,313.53333333333336,305.86400000000003,302.60800000000006,308.57,306.7816666666667,308.8833333333333,303.15199999999993,301.39799999999997,306.02500000000003,305.0575,310.498,308.822,310.576,309.386,299.8325,302.9,307.28599999999994,313.31800000000004
2015-02-26 22:19:22+00:00,303.28,320.50333333333333,323.50166666666667,319.615,315.94166666666666,307.855,305.3966666666667,301.7816666666667,301.19,302.83714285714285,309.77000000000004,303.18142857142857,305.38428571428574,300.4683333333333,305.6816666666667,306.1733333333333,305.77833333333336,309.9942857142857,308.85714285714283,309.98999999999995,311.4357142857143,306.45666666666665,311.5657142857143,304.845,301.84333333333336,306.7283333333333,305.19,307.0185714285714,302.2583333333333,300.98999999999995,304.85857142857145,303.86199999999997,309.5833333333333,307.89000000000004,309.65500000000003,308.2816666666667,300.052,302.38666666666666,306.78833333333336,311.73833333333334
2015-03-14 22:19:11+00:00,301.19166666666666,318.97333333333336,322.315,318.60999999999996,315.68333333333334,307.37166666666667,305.0466666666667,300.84666666666664,300.9371428571429,302.5385714285714,309.6057142857143,302.9442857142857,305.16857142857145,300.49666666666667,305.48499999999996,306.33,305.74833333333333,309.6742857142857,308.01714285714286,309.0885714285714,310.8614285714286,304.3,310.6114285714286,303.94,301.9016666666667,300.5316666666667,304.8285714285715,305.9242857142857,301.68833333333333,300.865,303.8128571428571,302.22200000000004,307.68833333333333,307.20666666666665,308.45,307.97166666666664,300.36,302.8883333333333,307.18833333333333,312.10499999999996
2015-04-15 22:18:58+00:00,303.286,325.214,328.41400000000004,320.7175,319.17249999999996,307.2525,305.565,301.2025,301.822,304.52200000000005,313.50800000000004,303.70599999999996,307.43600000000004,300.63750000000005,306.365,306.57500000000005,306.185,311.67999999999995,308.402,310.148,314.27000000000004,304.925,314.026,304.23749999999995,300.75250000000005,299.27250000000004,305.7320000000001,306.46999999999997,301.56,301.40500000000003,305.434,300.9766666666667,309.015,310.3,312.09999999999997,311.41,300.47,304.30999999999995,309.4275,315.375
2015-05-26 22:12:28+00:00,303.286,325.214,328.41400000000004,315.78200000000004,313.87399999999997,302.14,299.8225,290.7675,297.14,298.428,307.59800000000007,298.19999999999993,302.672,293.5625,296.90000000000003,296.8875,296.88250000000005,303.916,303.52,303.116,304.044,295.7725,305.23999999999995,295.75,295.445,294.59,301.316,299.318,293.4775,293.925,299.97999999999996,295.85249999999996,303.08,304.562,305.094,304.36199999999997,294.65250000000003,299.17199999999997,303.4,315.375
2015-07-20 22:19:10+00:00,303.286,325.214,328.41400000000004,310.3866666666667,308.22999999999996,297.506,295.17600000000004,290.7675,297.14,298.428,307.59800000000007,298.19999999999993,302.672,293.5625,292.30600000000004,293.736,293.392,299.5983333333333,300.21666666666664,299.3433333333333,299.8433333333333,292.804,301.33666666666664,292.764,292.204,291.08000000000004,297.505,295.18666666666667,290.65600000000006,290.902,296.4533333333333,292.37600000000003,299.11999999999995,300.44166666666666,300.36833333333334,296.69166666666666,294.65250000000003,299.17199999999997,303.4,315.375
2015-09-06 22:19:26+00:00,306.5133333333333,326.2866666666667,326.4066666666667,300.45,295.40250000000003,294.93,291.5675,287.48333333333335,289.5333333333333,287.48,290.28333333333336,291.17333333333335,291.56,290.36,288.98,291.825,292.03000000000003,289.9925,294.885,292.8,291.62249999999995,292.6875,294.0925,291.6025,291.47,290.6775,289.4325,286.85,289.0825,289.125,287.935,289.25250000000005,288.745,289.8225,288.11,282.235,291.41,291.82666666666665,295.2833333333333,304.435
2015-12-27 22:19:43+00:00,309.735,325.92999999999995,327.985,312.8666666666666,306.76,310.04333333333335,286.54499999999996,334.275,319.425,312.57,319.59000000000003,297.94,319.68,292.93,302.2133333333333,306.21000000000004,289.45000000000005,288.26,293.79499999999996,291.49,289.9549999999999,308.98333333333335,306.27666666666664,306.22333333333336,289.95500000000004,288.71500000000003,287.45500000000004,285.5400000000001,288.27,309.87999999999994,314.31,308.97333333333336,286.6600000000001,287.11,286.745,294.38666666666666,295.86,294.04,300.03,300.25
2016-01-05 22:13:29+00:00,311.86999999999995,325.92999999999995,327.985,312.8666666666666,315.495,320.91,286.54499999999996,343.8,330.2766666666667,318.44666666666666,323.7966666666667,297.94,329.4866666666667,318.055,313.8925,306.21000000000004,310.23333333333335,288.26,293.79499999999996,291.49,289.9549999999999,321.04,315.445,306.22333333333336,289.95500000000004,288.71500000000003,287.45500000000004,285.5400000000001,288.27,319.235,326.605,308.97333333333336,286.6600000000001,287.11,286.745,305.5675,295.86,294.04,300.03,300.25
2016-02-06 22:13:25+00:00,309.65749999999997,326.01,326.74,330.77666666666664,327.36,331.9375,309.145,340.125,334.7525,318.44666666666666,327.5475,301.84000000000003,326.89,319.07,327.155,321.41333333333336,327.04,298.51,303.89,302.5,301.07,334.41,326.65333333333336,318.92500000000007,300.67,300.39,296.46,296.55,312.56,336.53,345.69,326.35,294.0,294.38,296.75,331.3175,295.86,294.04,319.78,300.25
2016-02-13 22:19:32+00:00,306.936,322.05,323.2825,324.1525,322.116,325.204,304.7366666666667,331.2,326.73,312.4075,321.246,299.00333333333333,320.10600000000005,313.2975,321.31,315.83,319.995,299.435,303.305,302.05,299.13,325.185,319.1275,311.7366666666667,297.76,298.71500000000003,295.92499999999995,297.11,306.87666666666667,328.946,336.196,319.96250000000003,292.895,296.51,298.71000000000004,325.034,294.595,291.915,313.67,303.84000000000003
2016-04-26 22:12:57+00:00,306.45199999999994,321.9375,323.5325,325.9575,324.036,326.608,307.51,331.602,327.54,313.2725,321.91999999999996,299.95,320.828,313.83,322.336,317.545,321.995,304.435,306.14,305.16,301.025,325.4575,318.72999999999996,312.1233333333333,297.895,299.935,298.53499999999997,297.96000000000004,307.4533333333333,329.188,336.16400000000004,321.055,295.08000000000004,298.87,301.57500000000005,327.536,298.635,296.98,319.21666666666664,303.345
2016-06-04 22:19:16+00:00,306.45199999999994,321.9375,323.5325,316.36,315.83666666666664,318.63,299.1925,331.602,327.54,313.2725,321.91999999999996,299.95,320.828,313.83,313.4816666666667,309.86400000000003,314.196,296.39000000000004,298.8233333333333,298.19666666666666,293.3666666666667,316.354,311.17199999999997,305.28,291.1933333333333,292.74,291.20666666666665,290.08666666666664,299.4825,320.3533333333333,325.565,310.904,286.9166666666667,289.43666666666667,293.22,314.93833333333333,298.635,266.78000000000003,319.21666666666664,303.345
2016-06-13 22:13:06+00:00,306.45199999999994,321.9375,323.5325,309.7866666666667,315.83666666666664,308.5857142857143,299.1925,331.602,327.54,313.2725,321.91999999999996,299.95,311.50333333333333,301.972,307.3,305.49833333333333,309.23,293.1975,295.34000000000003,295.12,289.9875,310.48499999999996,306.16,300.82599999999996,288.5075,289.2625,287.875,283.65999999999997,289.044,308.24571428571426,318.3457142857143,304.72166666666664,283.6275,285.2625,289.15,306.5157142857143,298.635,258.7825,319.21666666666664,303.345
