dates,nzd0184-0000,nzd0184-0001,nzd0184-0002,nzd0184-0003,nzd0184-0004,nzd0184-0005,nzd0184-0006,nzd0184-0007,nzd0184-0008,nzd0184-0009,nzd0184-0010,nzd0184-0011,nzd0184-0012,nzd0184-0013,nzd0184-0014,nzd0184-0015,nzd0184-0016,nzd0184-0017,nzd0184-0018,nzd0184-0019,nzd0184-0020,nzd0184-0021,nzd0184-0022,nzd0184-0023,nzd0184-0024,nzd0184-0025,nzd0184-0026,nzd0184-0027,nzd0184-0028,nzd0184-0029,nzd0184-0030,nzd0184-0031,nzd0184-0032,nzd0184-0033,satname
2003-01-18 21:54:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.53,L7
2003-08-06 21:42:51+00:00,,,,,,,,,,,,,,,,,,,206.21,213.69,214.97,205.91,224.64,222.2,222.96,234.39,238.73,,,,,,,,L5
2003-10-25 21:44:04+00:00,,,,,,,,,,,,,,,,,184.38,196.85,206.995,218.7,215.435,208.55,221.01999999999998,218.245,220.645,228.18,230.63,210.87,219.53,232.71,211.57,210.55,211.66,,L5
2003-11-17 21:50:33+00:00,242.92,237.51,193.59,206.98,,,,276.35,,,,,,,,,187.065,205.63,210.86,217.88666666666666,214.38333333333333,207.57000000000002,219.63333333333333,215.23666666666668,209.91333333333333,213.35333333333332,223.37333333333333,208.45,217.75,232.71,211.57,210.55,211.66,,L5
2004-01-04 21:50:58+00:00,242.92,245.24,207.21,199.245,,,,276.35,,,,,,,,,186.70000000000002,201.34333333333333,207.1875,211.68,210.6225,206.54,216.005,207.92,203.28,207.52249999999998,216.735,201.38333333333333,204.70333333333335,232.71,211.57,210.55,211.66,,L5
2004-03-01 21:45:02+00:00,242.92,245.24,207.21,199.245,,,,281.435,,213.28,,,,,,,188.8175,199.6975,211.6,213.4375,209.18,211.38,218.2625,209.03750000000002,202.8875,207.755,216.01749999999998,208.065,204.70333333333335,226.71,199.74,205.57,200.54,,L5
2004-08-24 21:49:18+00:00,260.13,249.64,,,,,,286.52,,213.28,,,,,,,195.17,192.01,212.465,215.28,206.675,218.305,231.51999999999998,223.57999999999998,221.635,234.33499999999998,234.385,219.58,171.62,220.71,187.91,200.59,189.42,,L5
2004-11-03 21:57:06+00:00,260.13,236.69,,185.13,,,,,,,,,,,,,,189.26,201.07,209.84,204.15,211.34,229.37,220.49,221.88,233.35,232.91,211.05,171.62,,,,,,L5
2005-11-22 22:00:47+00:00,,207.45,,,,,,,,,,,,,,,,189.57,192.88,191.34,177.63,185.65,194.39,190.95,,,,,,,,,,,L5
2006-02-03 21:56:19+00:00,,207.45,,,,372.88,374.34,,,,,,,,,,,187.86,193.155,195.61,178.57,193.195,203.35,201.985,210.69,224.15,218.74,204.64,207.34,216.47,182.72,191.65,183.06,,L5
2006-02-10 22:02:39+00:00,,207.45,,,,372.88,374.34,,,,244.87,,207.5,207.58,202.73,220.12,227.53,200.39666666666668,205.04,199.57666666666668,185.82000000000002,198.89666666666668,205.76666666666665,199.86333333333334,201.32,204.64,218.74,204.64,207.34,216.47,182.72,191.65,183.06,,L5
2006-04-15 22:03:54+00:00,249.43,223.065,212.8,192.06,,372.88,389.62,,,,244.87,,207.5,207.58,202.73,220.12,204.76999999999998,198.6475,203.07,196.085,184.92249999999999,197.04500000000002,203.315,195.735,196.37333333333333,197.5533333333333,195.13,204.64,207.34,216.47,182.72,191.65,183.06,,L5
2007-09-25 22:05:12+00:00,279.06,256.37,244.79,203.51,,,,,,,,,,,,194.97,201.15,195.94,195.91,193.29,191.17,195.7,197.05,184.84,199.99,192.21,180.41,,,,,,,,L5
2008-11-14 21:55:28+00:00,298.04,,,,,,368.27,,214.8,217.82,206.16,175.26,,,,187.9,203.16,208.19,214.97,213.75,204.94,199.58,205.81,201.51,200.43,187.53,179.88,,,,,,,,L5
2009-02-02 21:57:46+00:00,266.59000000000003,212.67,188.37,178.6,,,368.27,,214.8,217.82,206.16,175.26,,,,187.9,195.405,201.07,203.09,200.945,194.47,193.7,199.95499999999998,190.355,192.57999999999998,182.485,179.88,,,,,,,,L5
2010-01-29 21:56:53+00:00,,,,,,,373.91,,,,,,,,,,186.07,201.17,219.35,218.13,218.25,220.9,230.8,229.56,224.61,226.53,,210.62,215.46,227.73,221.39,213.53,213.59,,L5
2010-12-22 22:02:05+00:00,,247.46,,,,,,224.69,212.87,223.57,234.93,177.69,,,189.14,187.33,214.37,223.08,212.39,210.54,208.86,205.48,202.63,192.78,193.84,188.85,174.96,,,,,,,,L5
2013-06-05 22:14:15+00:00,254.51,232.84,221.17,194.85,,,,,,,,,,,,,187.1,193.08,193.65,196.69,187.79,191.12,195.32,187.56,185.05,176.75,,,,,,,,,L8
2013-09-02 22:08:04+00:00,238.93,212.015,197.95,194.85,,,,,,,,,,,,,188.505,201.05,205.31,210.08499999999998,202.175,208.47,217.665,213.41500000000002,211.24,208.675,229.76,211.83,219.5,243.75,,,,260.62,L8
2013-11-12 22:13:32+00:00,234.35,206.11,189.58666666666667,194.85,,,,,,,,,,,,,191.63666666666666,204.20666666666668,209.83,214.4433333333333,207.07333333333335,214.32666666666668,225.15,222.45333333333335,220.86,218.33666666666667,231.665,212.32,218.985,238.18,220.18,212.11,188.54,260.62,L8
2013-11-21 22:07:37+00:00,231.67249999999999,202.015,185.7025,194.85,,,,,,,,,,,,,193.0,205.0575,211.805,217.4475,208.55,216.9725,228.4625,226.5825,223.66500000000002,222.4175,230.30999999999997,211.4466666666667,217.87666666666667,235.87,216.99,210.11,185.595,260.62,L8
2013-12-14 22:13:21+00:00,228.1925,195.69,184.04500000000002,196.7,,,,,,,,,,,,,199.08249999999998,210.66,220.5225,226.70749999999998,217.3825,228.5125,238.99249999999998,239.915,237.83750000000003,237.7175,231.345,214.9925,221.4425,244.10750000000002,216.99,222.6966666666667,185.595,260.62,L8
2014-01-31 22:12:52+00:00,228.18,196.118,186.98200000000003,196.7,,405.49,398.32,,,,,,,,,,199.08249999999998,210.66,220.5225,232.58399999999997,217.3825,236.058,243.83199999999997,243.64799999999997,241.81400000000002,241.56599999999997,236.254,218.07600000000002,222.592,242.08800000000002,216.99,234.1225,185.595,266.69,L8
2014-03-20 22:12:13+00:00,230.63199999999998,196.42000000000002,188.956,196.7,,405.49,398.32,,,,,,,,,,199.135,210.9875,221.0975,233.65,217.5775,235.404,242.13000000000002,243.206,241.12000000000003,240.714,236.42799999999997,218.166,220.454,239.67,210.79999999999998,234.1225,185.595,272.76,L8
2014-04-05 22:11:58+00:00,229.73166666666665,196.12,187.37166666666667,196.7,,405.49,398.32,257.21,,,,,,,,,196.988,210.696,220.06599999999997,231.59333333333333,217.16199999999998,233.42833333333337,240.10166666666666,242.14166666666665,239.60833333333335,240.21666666666667,235.17333333333332,217.87,218.995,239.81333333333336,210.79999999999998,234.1225,185.595,272.76,L8
2014-04-30 22:05:46+00:00,230.0885714285714,195.84428571428572,187.46714285714285,196.7,,405.49,398.32,257.21,,,,,,,,,197.09166666666667,210.625,219.67333333333332,230.4257142857143,217.33333333333334,232.23428571428573,238.5614285714286,241.30571428571426,238.56714285714287,239.05142857142854,234.00571428571428,216.85142857142858,218.995,245.39285714285714,210.79999999999998,234.1225,185.595,272.76,L8
2014-08-20 22:06:06+00:00,231.0233333333333,193.83666666666667,184.02999999999997,,,,,257.21,,,,,,,,,192.0433333333333,210.04333333333332,208.29500000000002,216.29749999999999,217.01,216.26,221.9125,227.255,221.785,227.4425,220.9775,213.13666666666668,210.25500000000002,250.35333333333332,198.42,,,,L8
2014-10-14 22:12:02+00:00,232.23,194.19,188.04,,,,,,,,,,,,,,197.61,190.82999999999998,193.94999999999996,202.76,218.19,204.98333333333335,208.76666666666665,213.0533333333333,205.63,214.71666666666667,209.01,210.74,,278.87,,,,,L8
2014-11-08 22:06:16+00:00,226.39,192.17,173.64,,,,,,,,,,,,,,197.89,190.88,193.98666666666668,202.76666666666668,216.92,204.9333333333333,210.0566666666667,213.11666666666667,206.3066666666667,216.75333333333333,210.12,218.0,220.4,233.37,211.11,207.88,,,L8
2014-12-01 22:12:00+00:00,226.77999999999997,191.95,174.99,,,,,,,,,,,,,,195.64,197.0233333333333,199.57999999999998,207.55,215.67,209.73499999999999,217.56,220.0125,214.1825,222.2325,215.055,215.055,218.775,238.35000000000002,220.58,209.29,189.52,,L8
2015-02-28 22:05:48+00:00,227.01,192.85333333333332,177.9,,,,,,,,,,,,,,195.49333333333334,200.07999999999998,209.1225,215.48,214.93999999999997,216.845,225.5275,228.065,225.8525,230.01,222.385,213.23666666666668,216.57000000000002,235.38333333333333,213.01,208.23333333333335,185.04000000000002,264.79,L8
2015-04-24 22:11:08+00:00,227.01,192.85333333333332,177.9,,,,,,,,,,,,,,195.49333333333334,209.64333333333332,217.53666666666666,222.90333333333334,214.93999999999997,223.79,234.0,225.995,235.88333333333333,228.09499999999997,220.1775,213.23666666666668,216.57000000000002,235.38333333333333,213.01,208.23333333333335,185.04000000000002,264.79,L8
2015-05-10 22:11:16+00:00,216.43666666666664,183.58,180.03000000000003,,,,,,,,,,,,,,194.29500000000002,209.27999999999997,217.395,222.635,213.95,223.22500000000002,234.40499999999997,222.5,236.65,224.73666666666665,216.79333333333332,210.85500000000002,214.65500000000003,236.39,213.95999999999998,208.41000000000003,185.04000000000002,264.79,L8
2015-08-23 22:05:48+00:00,216.22333333333336,183.62,178.3,,,,,,,,,,,,,,193.75,208.67000000000002,217.245,223.135,214.805,222.82,234.235,222.00666666666666,235.935,223.22,215.95000000000002,209.755,204.195,222.445,197.87,206.12,180.56,264.79,L8
2016-03-02 22:05:55+00:00,229.56,194.12,183.95,171.04,,,398.26,,,,,,,,,,203.92,218.8,223.02,226.12,217.51,223.95,234.54,238.45,235.81,237.81,232.85,209.59,220.32,238.24,215.79,212.32,182.57,,L8
