dates,satname,nzd0527-0000,nzd0527-0001,nzd0527-0002,nzd0527-0003,nzd0527-0004,nzd0527-0005,nzd0527-0006,nzd0527-0007,nzd0527-0008,nzd0527-0009,nzd0527-0010,nzd0527-0011,nzd0527-0012,nzd0527-0013,nzd0527-0014,nzd0527-0015,nzd0527-0016,nzd0527-0017
2009-01-17 21:59:44.398000,L5,329.92,323.19,321.86,337.71,335.02,319.54,313.19,313.98,332.91,332.97,328.20,333.34,331.94,328.27,325.90,318.68,327.24,355.04
2010-02-05 22:05:29.575000,L5,,,,,,353.20,347.28,345.01,363.58,371.92,366.76,369.17,368.10,359.72,,,,
2010-10-26 22:10:38.745000,L5,322.59,315.05,313.21,342.43,333.19,314.58,298.93,300.91,320.61,307.57,304.84,312.84,310.89,308.32,303.53,296.69,304.07,348.33
2010-11-27 22:10:35.713000,L5,327.51,322.48,322.86,343.63,343.30,325.21,317.37,318.73,320.75,322.02,316.13,321.73,324.94,323.79,314.21,309.26,308.39,329.82
2010-12-22 22:04:29.137000,L5,355.08,345.62,345.50,357.99,369.37,348.86,340.96,340.35,365.50,359.12,351.93,358.65,355.54,352.78,350.09,348.62,350.57,
2011-02-08 22:04:35.159000,L5,320.90,310.19,308.31,326.21,326.18,320.46,314.73,313.12,334.23,333.08,328.43,334.00,333.40,325.55,312.31,307.07,,
2013-05-11 22:22:42.945000,L8,319.50,315.44,309.65,319.63,330.10,312.62,309.52,307.40,324.80,332.94,314.93,318.00,323.20,318.87,306.85,308.27,305.76,323.61
2013-07-07 22:16:35.929000,L8,287.92,286.27,294.13,289.62,,,,,,,,,,,,,,
2013-07-23 22:16:34.633000,L8,318.43,315.40,308.02,319.08,332.81,312.93,305.71,304.84,323.80,331.37,310.57,311.95,315.92,311.65,303.05,305.64,301.34,329.02
2013-09-25 22:16:28.938000,L8,316.38,308.89,304.13,315.11,332.32,307.75,305.53,302.62,318.69,316.04,310.22,312.37,315.57,312.26,306.10,305.24,299.92,317.43
2013-10-02 22:22:40.460000,L8,318.22,312.19,305.40,316.83,332.51,308.80,306.03,304.48,325.86,319.55,311.66,315.11,317.51,313.95,306.93,305.58,300.40,318.40
2013-10-11 22:16:29.291000,L8,315.96,307.45,299.96,312.05,327.94,307.73,303.89,302.70,321.23,317.65,312.48,313.65,314.08,314.19,307.05,304.00,300.38,316.42
2013-11-03 22:22:32.045000,L8,319.41,312.95,305.25,317.05,335.58,310.89,307.10,306.48,328.55,320.33,315.26,321.16,320.69,317.34,310.56,308.39,304.49,321.50
2013-11-12 22:16:19.914000,L8,315.01,307.21,301.01,310.86,331.74,308.42,304.67,303.57,320.15,315.21,310.31,316.32,314.74,314.18,306.85,304.70,302.19,316.25
2013-11-19 22:22:25.407000,L8,315.35,305.36,299.08,311.34,328.26,308.53,304.38,302.64,320.62,314.77,310.12,315.36,315.00,313.72,307.79,304.78,300.58,316.55
2013-12-30 22:16:01.055000,L8,320.86,313.93,306.14,323.86,336.35,327.09,320.80,316.57,331.91,337.83,331.20,340.87,337.27,344.54,326.28,346.52,329.78,337.31
2014-02-23 22:21:32.043000,L8,319.57,308.04,304.65,319.90,328.98,310.27,307.51,305.49,321.74,318.81,315.07,320.88,320.30,317.45,310.61,309.63,304.91,323.06
2014-03-11 22:21:19.920000,L8,315.90,307.45,303.55,312.25,329.13,310.00,306.42,304.08,318.77,317.57,312.06,316.85,319.08,316.81,308.38,308.11,303.72,321.84
2014-03-20 22:15:01.497000,L8,315.45,307.67,302.76,311.97,326.96,308.40,304.53,303.40,317.91,316.42,311.34,316.06,317.52,315.44,307.51,306.79,303.79,322.18
2014-04-21 22:14:29.865000,L8,318.13,309.86,306.22,318.44,329.42,310.10,304.91,305.48,320.05,319.29,310.36,316.72,317.80,314.30,306.14,305.32,303.14,322.90
2014-05-30 22:20:22.872000,L8,319.57,313.50,306.45,318.57,330.46,307.84,300.35,301.62,309.52,314.78,311.88,318.73,314.41,311.36,301.42,305.09,301.11,317.96
2014-07-17 22:20:39.943000,L8,309.46,302.74,297.79,299.84,314.37,297.19,297.36,297.28,302.98,305.96,296.26,,,,,,,
2014-08-02 22:20:46.799000,L8,318.88,314.17,309.73,324.10,334.02,314.99,307.02,304.51,325.26,324.94,312.51,311.12,316.70,313.84,304.71,303.68,302.20,329.35
2014-08-11 22:14:39.696000,L8,318.01,312.17,307.82,318.33,331.10,310.76,305.73,305.88,323.82,322.24,312.40,311.95,315.80,312.74,304.27,305.05,302.79,329.88
2014-08-18 22:20:51.886000,L8,322.78,311.29,307.85,319.27,334.40,311.42,307.55,304.89,324.06,325.06,310.47,311.88,316.89,312.39,303.72,306.99,301.40,328.58
2014-09-19 22:20:54.477000,L8,321.74,313.78,307.00,326.59,331.49,310.58,308.75,305.43,326.84,319.29,312.90,313.55,317.06,314.12,307.03,306.62,301.11,321.13
2014-09-28 22:14:44.621000,L8,316.77,309.52,305.54,316.20,330.33,309.42,306.77,305.63,322.94,318.87,311.18,313.48,315.51,312.03,305.46,304.58,300.37,317.42
2015-01-02 22:14:38.674000,L8,315.76,306.56,301.74,313.27,329.03,311.65,308.65,305.96,321.62,318.89,315.51,320.63,320.23,318.11,310.20,308.93,305.63,321.33
2015-03-14 22:20:23.206000,L8,317.01,307.68,302.84,313.88,329.67,310.53,307.02,306.83,319.66,319.63,311.94,320.07,321.23,318.67,309.15,309.02,306.95,322.08
2015-04-15 22:20:10.505000,L8,,,285.56,295.26,290.68,274.93,288.48,288.53,292.39,301.53,294.38,294.72,,,,,,
2015-05-01 22:20:00.344000,L8,301.90,297.62,295.68,297.47,314.94,282.85,291.74,,293.29,309.33,298.39,296.24,298.57,296.21,,,,
2015-06-27 22:13:58.027000,L8,308.09,302.67,295.84,299.91,267.87,252.00,291.03,291.10,295.27,303.13,299.03,,,,,,,
2015-07-04 22:20:14.053000,L8,309.39,302.89,295.29,297.10,289.41,270.27,289.64,292.63,293.85,306.71,293.19,,,,,,,
2015-07-29 22:14:13.585000,L8,306.04,299.73,296.60,297.56,310.33,294.22,298.14,294.66,299.69,304.16,299.15,,,,,,,
2015-08-21 22:20:33.210000,L8,317.32,310.54,307.35,320.03,330.89,311.61,306.58,304.63,321.23,321.35,312.45,311.44,316.20,309.91,301.65,306.62,302.81,322.02
2015-10-24 22:20:52.499000,L8,316.15,312.39,306.04,324.67,330.35,314.28,308.68,307.02,330.74,318.79,312.95,319.33,318.64,312.63,308.68,308.76,305.96,320.86
2015-11-18 22:14:44.822000,L8,316.51,308.36,303.27,325.50,331.12,310.25,306.49,307.88,330.49,317.67,314.28,319.57,318.56,314.86,308.56,309.85,305.87,321.11
2015-12-20 22:14:45.217000,L8,317.95,312.75,305.38,325.43,332.76,313.80,308.71,306.54,362.40,318.59,316.68,322.90,325.27,322.09,315.49,316.25,313.64,326.29
2016-01-05 22:14:40.992000,L8,317.35,306.99,303.55,323.32,331.06,313.00,308.60,304.78,334.00,318.91,314.81,322.08,323.89,320.70,313.96,315.66,312.64,325.14
2016-02-22 22:14:30.292000,L8,316.82,306.56,300.68,313.84,326.89,310.70,304.29,302.62,317.25,316.37,313.32,318.63,320.95,317.74,310.27,311.42,308.47,320.84
2016-03-16 22:20:36.438000,L8,319.29,308.21,305.55,320.82,328.49,311.58,305.32,306.06,327.96,319.54,314.76,320.01,323.50,320.65,310.28,312.60,308.98,322.78
2016-04-17 22:20:21.343000,L8,321.60,316.20,309.93,316.08,329.78,312.48,306.98,306.57,325.24,322.20,315.27,318.11,321.79,315.91,306.57,311.22,308.34,319.50
2016-04-26 22:14:08.933000,L8,298.55,282.39,294.28,294.85,302.60,279.90,289.53,292.36,291.58,291.41,299.04,,301.60,299.52,279.04,290.27,287.84,275.56
2016-05-03 22:20:25.006000,L8,321.32,313.91,309.61,320.73,331.80,310.50,309.22,306.93,321.42,324.60,316.88,317.48,325.79,322.59,306.67,314.59,308.40,324.27
2016-06-04 22:20:28.125000,L8,300.79,299.20,292.11,287.33,298.38,263.94,246.57,290.11,288.09,292.16,,,,,,,,
2016-07-06 22:20:41.229000,L8,299.09,293.42,292.89,297.31,305.18,276.75,288.42,294.61,294.08,289.96,292.13,,,,,,,
2016-07-31 22:14:37.742000,L8,321.22,313.56,307.70,321.04,334.22,314.37,309.02,305.31,324.69,320.05,312.86,316.13,321.00,317.36,305.43,310.60,308.12,335.96
2016-08-16 22:14:41.427000,L8,316.81,309.79,305.92,319.81,330.44,309.59,306.12,305.72,322.64,320.75,311.39,311.88,316.33,312.09,302.69,307.69,306.59,321.83
2016-09-01 22:14:48.072000,L8,318.46,310.33,307.14,321.70,331.24,312.36,308.39,307.10,324.84,319.65,313.82,314.74,317.48,314.62,306.56,308.53,306.24,323.90
2016-09-08 22:21:00.541000,L8,282.44,265.54,262.78,270.12,293.96,277.83,287.40,290.95,296.13,301.53,294.35,293.49,,285.53,293.35,286.56,288.39,300.77
2017-01-30 22:20:50.623000,L8,321.67,307.32,302.42,318.35,330.97,311.67,306.99,305.65,321.70,317.89,315.26,321.97,322.89,319.76,313.89,314.31,309.38,324.75
2017-02-08 22:14:34.654000,L8,313.84,306.69,301.83,312.25,327.59,310.62,306.62,304.41,321.02,317.72,314.38,320.43,322.99,317.76,310.95,311.07,308.60,322.93
2017-02-15 22:20:43.526000,L8,314.71,308.01,300.62,313.26,329.51,309.76,306.32,305.94,319.95,316.88,314.17,320.02,321.47,317.32,310.88,310.83,308.88,322.82
2017-04-04 22:20:20.280000,L8,318.98,308.04,304.78,318.48,332.19,310.29,307.29,307.20,320.56,317.22,314.23,320.47,322.99,318.67,308.13,311.05,307.68,324.25
2017-04-20 22:20:11.117000,L8,315.23,309.36,305.78,314.55,330.18,310.48,306.29,304.78,319.90,320.03,311.60,318.84,322.46,316.50,306.77,309.64,307.91,324.06
2017-05-06 22:20:07.089000,L8,315.20,311.63,307.69,315.12,329.48,310.95,306.26,304.42,320.75,323.91,310.23,317.61,320.96,316.27,303.19,307.78,308.10,324.64
2017-06-07 22:20:26.915000,L8,,,,,,,,,,,,,256.19,294.35,297.00,294.66,291.02,308.67
2017-07-09 22:20:35.589000,L8,315.70,314.34,306.48,321.33,332.72,318.13,314.17,311.70,329.12,339.20,319.51,322.50,322.81,319.45,311.09,317.97,313.88,351.73
2017-08-03 22:14:35.682000,L8,315.52,312.67,310.50,317.12,329.73,312.94,307.51,304.31,324.36,324.38,311.75,316.86,318.36,313.51,305.19,320.18,306.42,330.80
2017-09-27 22:21:00.343000,L8,319.95,313.13,306.09,339.34,334.63,312.87,308.74,304.94,323.66,318.17,312.33,320.65,321.50,316.31,309.16,311.54,308.29,324.43
2017-10-29 22:21:05.518000,L8,320.83,311.02,305.88,319.76,332.73,314.88,309.79,306.91,327.03,320.10,316.47,321.59,324.56,318.99,313.08,314.62,309.95,327.77
2017-11-30 22:20:56.190000,L8,318.25,309.49,306.39,319.24,330.69,315.23,309.73,306.81,329.73,321.91,316.98,326.76,325.93,322.02,316.06,316.78,314.84,330.00
2018-01-01 22:20:56.342000,L8,315.46,308.29,303.16,316.11,327.14,312.40,309.31,306.22,323.24,319.08,315.67,323.00,323.60,319.77,312.75,313.16,309.86,325.64
2018-02-11 22:14:26.201000,L8,312.76,306.90,301.28,310.60,326.17,310.18,306.80,304.27,317.28,318.40,316.81,320.21,322.99,319.56,312.06,313.95,313.23,324.28
2018-02-27 22:14:19.470000,L8,313.15,305.57,301.42,312.44,324.14,307.86,305.22,304.35,315.85,317.89,314.43,318.47,320.54,317.54,309.73,310.90,308.83,322.33
2018-03-06 22:20:26.446000,L8,312.48,303.50,300.54,308.30,324.81,308.73,303.12,302.66,313.94,315.26,312.71,317.05,320.29,316.38,309.78,308.83,307.89,320.31
2018-04-16 22:13:54.370000,L8,316.91,309.90,306.36,318.02,327.29,310.55,306.38,305.65,320.59,321.52,314.10,320.18,323.64,320.88,306.22,312.48,309.78,327.32
2018-07-12 22:19:56.652000,L8,319.90,315.98,308.50,320.40,331.46,318.38,308.87,305.34,321.01,331.50,310.49,317.90,317.22,319.07,306.08,323.04,307.42,329.77
2018-07-21 22:13:49.390000,L8,317.36,312.38,307.10,314.61,328.77,312.61,305.76,303.52,320.90,329.07,310.87,314.57,315.88,314.90,304.96,309.45,304.63,325.69
2018-08-29 22:20:19.957000,L8,314.88,308.47,304.51,314.86,330.41,310.02,306.56,305.91,320.73,320.46,313.55,317.74,319.73,318.65,308.68,309.37,308.52,325.85
2018-09-07 22:14:12.130000,L8,316.43,311.39,304.61,318.32,331.09,312.02,307.45,306.72,320.49,319.93,313.67,317.87,317.77,317.14,307.00,310.76,308.23,326.07
2018-09-30 22:20:31.646000,L8,316.22,308.91,305.07,315.09,330.79,312.02,307.15,305.73,323.70,320.09,315.19,320.74,319.82,318.01,309.45,304.37,306.30,324.28
2018-11-10 22:14:32.733000,L8,314.67,307.77,303.93,315.03,331.17,312.85,309.36,307.88,321.69,319.91,316.95,325.85,321.72,320.13,312.86,314.08,310.73,326.74
2018-12-28 22:14:29.227000,L8,319.27,308.66,304.34,317.42,334.49,314.76,311.60,308.39,328.59,323.30,318.66,327.21,328.38,325.82,319.81,317.67,315.93,329.71
2019-02-05 22:20:33.244000,L8,318.98,309.46,304.93,316.21,329.98,312.86,309.73,306.97,326.61,323.04,319.43,325.43,328.61,324.94,316.71,315.32,314.39,326.96
2019-02-14 22:14:21.185000,L8,315.98,309.16,303.95,312.89,327.78,313.33,309.06,306.02,322.98,322.05,317.24,327.03,326.73,324.12,316.64,316.41,316.04,328.29
2019-02-21 22:20:30.485000,L8,315.88,309.77,303.56,312.73,329.49,312.76,308.52,306.75,323.48,322.09,317.45,325.47,327.76,324.44,317.11,316.37,314.32,326.79
2019-03-02 22:14:17.011000,L8,313.62,306.96,302.79,312.21,327.43,311.64,308.10,306.67,318.69,321.26,317.61,322.74,324.42,323.45,313.92,314.27,311.13,326.71
2019-05-28 22:20:29.609000,L8,303.75,303.55,298.45,300.41,304.30,301.44,299.07,298.58,295.35,312.99,301.24,267.56,299.80,302.53,296.63,294.40,296.31,304.27
2019-07-24 22:14:36.716000,L8,319.51,315.28,310.45,321.83,332.84,317.16,308.64,305.59,329.29,330.15,316.08,322.51,328.09,322.66,310.99,324.88,313.81,333.40
2019-09-26 22:14:56.917000,L8,315.67,311.01,306.20,316.15,333.64,314.10,310.13,305.42,321.77,323.67,317.17,324.81,324.20,322.60,310.63,312.12,309.90,326.78
2019-11-13 22:14:57.837000,L8,305.78,298.00,293.97,306.74,313.40,303.02,297.01,295.86,312.97,314.74,308.84,315.41,311.57,311.35,302.29,300.31,301.58,315.20
2019-11-29 22:14:55.870000,L8,327.88,317.31,310.28,325.54,341.11,322.42,320.80,314.21,332.20,341.43,332.04,349.80,349.39,342.17,337.12,332.03,325.41,339.32
2020-03-04 22:14:32.767000,L8,315.13,307.65,302.50,314.00,327.06,312.33,310.20,305.53,319.15,323.09,318.22,322.33,328.84,328.13,317.80,315.43,312.58,325.95
2020-04-12 22:20:24.358000,L8,317.43,311.17,307.03,316.50,329.39,314.24,312.68,307.22,324.62,325.10,317.79,331.32,335.30,331.98,312.09,318.62,319.21,335.85
2020-05-14 22:20:12.530000,L8,308.84,301.90,296.83,299.70,313.49,296.25,298.67,299.05,298.81,309.11,304.82,303.29,303.77,303.33,,,,
2020-05-30 22:20:16.612000,L8,319.75,316.57,308.47,316.68,331.19,319.27,307.98,307.85,323.89,332.11,315.07,319.95,329.63,325.44,309.77,314.16,308.81,333.26
2020-06-08 22:14:11.756000,L8,319.25,315.11,308.91,322.19,333.64,315.56,309.76,308.39,328.47,322.70,317.66,322.25,325.94,325.52,317.75,312.37,320.68,339.69
2020-07-10 22:14:27.456000,L8,318.78,315.55,307.26,318.80,332.30,317.35,307.26,305.77,324.63,329.31,316.03,317.25,326.49,324.09,307.32,305.28,309.85,334.25
2020-07-17 22:20:40.662000,L8,304.05,300.49,297.30,299.13,310.95,288.48,298.06,298.50,298.38,311.65,302.54,274.48,299.68,301.54,296.31,290.62,295.89,304.83
2020-07-26 22:14:32.385000,L8,316.73,312.04,309.70,318.74,329.86,316.39,308.39,304.45,322.37,331.33,314.21,318.09,327.74,324.52,308.16,325.59,307.86,333.23
2020-08-27 22:14:44.105000,L8,301.60,293.87,293.46,298.77,312.41,293.10,294.49,295.98,287.51,,,,,,,,,
2020-09-19 22:21:03.690000,L8,317.33,310.77,306.91,318.61,331.69,315.24,310.38,304.38,321.93,322.84,317.00,320.76,326.68,328.18,313.98,306.45,311.34,331.36
2020-10-14 22:14:56.808000,L8,316.58,313.42,307.31,324.19,330.78,316.39,313.00,308.71,328.13,322.39,321.25,324.73,333.28,333.99,325.47,314.21,313.84,331.58
2020-11-22 22:21:06.915000,L8,,290.70,286.79,303.66,317.12,302.18,298.38,292.91,308.33,306.90,305.82,303.45,265.69,260.16,295.33,298.04,284.35,258.01
2021-02-19 22:14:39.648000,L8,315.72,309.23,307.24,315.92,329.51,315.39,310.92,307.24,321.49,323.63,319.82,327.12,335.82,334.19,330.49,319.51,315.59,330.98
2021-03-30 22:20:34.287000,L8,318.37,312.01,308.93,319.80,331.29,314.46,315.54,307.62,323.20,324.90,322.51,333.38,344.18,336.30,331.92,325.86,321.01,334.76
2021-05-17 22:20:24.395000,L8,,,,288.98,309.42,282.85,288.88,259.05,282.20,309.37,298.65,,297.80,295.47,298.24,294.61,290.58,296.76
2021-06-11 22:14:25.766000,L8,321.21,315.84,309.33,317.99,331.06,316.57,308.36,304.90,323.56,331.08,321.19,320.06,345.05,331.18,310.02,309.55,309.98,337.38
2021-06-18 22:20:38.709000,L8,321.01,317.13,309.82,317.55,334.27,318.16,308.49,305.74,325.71,331.64,320.92,322.53,343.72,331.10,309.87,309.34,314.43,337.72
2021-08-05 22:20:52.997000,L8,317.20,312.02,307.48,317.00,329.85,309.66,308.04,305.50,317.62,325.90,317.60,318.11,332.20,326.13,312.62,316.32,314.09,328.49
2021-08-14 22:14:45.391000,L8,316.44,308.90,305.28,316.28,330.33,310.55,307.54,305.25,321.10,323.80,318.74,321.81,334.27,327.79,315.62,318.70,316.96,331.39
2021-08-30 22:14:49.951000,L8,304.64,300.88,296.45,300.37,314.85,298.51,299.57,297.57,306.25,312.65,306.61,305.84,303.45,302.25,300.30,295.15,293.62,311.90
2021-09-22 22:21:05.391000,L8,315.21,309.06,306.91,316.23,331.29,313.66,310.67,305.61,323.85,322.63,319.17,322.52,332.71,330.61,323.25,315.23,311.24,326.02
2021-11-02 22:15:01.893000,L8,316.90,311.03,308.07,317.98,331.05,311.00,307.30,305.83,329.18,324.40,325.43,329.33,339.16,335.51,331.73,320.73,317.57,331.13
2021-11-18 22:14:56.496000,L8,314.11,308.91,304.75,313.57,329.78,313.77,310.26,306.20,325.19,322.51,324.22,327.01,337.49,333.33,329.87,319.08,316.58,326.73
2021-12-11 22:21:08.661000,L8,315.34,308.41,305.38,315.32,330.65,314.90,311.35,307.97,326.50,325.29,325.10,329.97,339.45,334.29,328.79,318.67,317.11,328.24
2021-12-12 22:14:55.412000,L9,314.35,308.77,305.90,314.38,329.50,316.11,311.08,306.94,324.86,325.14,325.43,328.73,338.31,333.81,330.61,320.14,317.68,329.75
2021-12-19 22:21:04.274000,L9,,,,267.60,279.89,262.00,265.01,266.19,276.03,277.51,,276.96,280.89,260.64,264.69,275.02,278.60,274.42
