dates,nzd0527-0000,nzd0527-0001,nzd0527-0002,nzd0527-0003,nzd0527-0004,nzd0527-0005,nzd0527-0006,nzd0527-0007,nzd0527-0008,nzd0527-0009,nzd0527-0010,nzd0527-0011,nzd0527-0012,nzd0527-0013,nzd0527-0014,nzd0527-0015,nzd0527-0016,nzd0527-0017,satname
1999-08-17 22:13:37+00:00,,,,,,,,,,,,,269.26,279.45,278.68,263.89,,,L7
2000-05-08 22:06:44+00:00,,310.49,300.75,,318.7,301.32,306.16,304.46,,309.94,,290.1,308.83,312.21,297.01,294.04,305.45,,L7
2000-09-20 22:11:14+00:00,,310.49,302.03999999999996,,319.71500000000003,303.735,303.36,302.255,,309.94,,289.13,305.15999999999997,306.595,299.68,294.23,300.93,307.85,L7
2001-07-14 22:03:57+00:00,301.95,,293.37,307.86,309.64,291.04,,282.93,290.68,287.68,,,,,,,,,L7
2002-09-10 22:08:43+00:00,312.2,303.32,296.85,310.83,326.91,302.84,300.08,301.53,,,,,,,,,,,L7
2003-08-13 21:51:32+00:00,325.22,321.01,,,,316.12,,,,,315.05,319.66,313.31,309.12,,,311.73,,L5
2003-08-29 21:51:49+00:00,325.525,321.28999999999996,,,,316.12,,,,,320.235,321.165,315.765,310.315,,303.91,314.47,,L5
2003-10-07 21:58:35+00:00,325.525,321.28999999999996,,,,317.96000000000004,315.93,316.45,,335.23,322.78000000000003,321.89000000000004,316.4166666666667,312.52666666666664,,306.805,315.57,,L5
2003-12-26 21:59:30+00:00,325.525,321.28999999999996,309.67,,316.21,311.21333333333337,307.93,307.06,,327.21000000000004,319.9925,318.7225,315.8,312.52666666666664,,305.1566666666667,313.4875,,L5
2004-03-31 21:59:59+00:00,,311.13,300.435,306.46,317.435,304.67333333333335,301.2,301.25333333333333,297.08,317.79,307.7133333333333,310.47,312.32,311.25,298.12,301.07,308.1933333333333,319.37,L5
2004-05-18 22:01:26+00:00,,302.72,295.00666666666666,303.66999999999996,315.07,294.1366666666667,289.77000000000004,292.14666666666665,306.405,307.56,296.5566666666667,299.29,303.32666666666665,299.78999999999996,297.2,293.1333333333333,302.4266666666667,321.125,L5
2004-06-12 21:55:59+00:00,,306.07,295.00666666666666,308.74333333333334,316.6525,295.765,292.105,294.7975,309.04333333333335,308.7075,290.3825,294.96500000000003,299.41,298.41,296.33666666666664,291.7925,299.72749999999996,321.06,L5
2005-06-15 22:02:10+00:00,279.92,288.18,284.25,304.05,307.62,283.09,272.56,,292.13,289.24,,,,276.17,270.12,,287.09,307.14,L5
2005-06-22 22:08:22+00:00,288.59000000000003,288.18,287.76,303.72,304.5,283.09,272.56,291.14,298.355,289.24,,278.51,282.23,282.67,275.9,277.76,284.90999999999997,306.78999999999996,L5
2005-08-09 22:08:46+00:00,288.59000000000003,288.18,287.76,303.72,304.5,283.09,272.56,291.14,298.355,289.24,327.94,303.03499999999997,301.51,294.9766666666667,288.87333333333333,296.575,284.90999999999997,306.78999999999996,L5
2005-08-25 22:08:52+00:00,288.59000000000003,288.18,287.76,303.72,304.5,283.09,272.56,291.14,298.355,289.24,323.62,305.85999999999996,306.5366666666667,299.83,294.365,300.23,284.90999999999997,306.78999999999996,L5
