dates,satname,nzd0515-0000,nzd0515-0001,nzd0515-0002,nzd0515-0003,nzd0515-0004,nzd0515-0005,nzd0515-0006,nzd0515-0007,nzd0515-0008,nzd0515-0009,nzd0515-0010,nzd0515-0011,nzd0515-0012,nzd0515-0013,nzd0515-0014,nzd0515-0015,nzd0515-0016,nzd0515-0017,nzd0515-0018,nzd0515-0019,nzd0515-0020,nzd0515-0021,nzd0515-0022,nzd0515-0023,nzd0515-0024,nzd0515-0025,nzd0515-0026,nzd0515-0027,nzd0515-0043,nzd0515-0044,nzd0515-0028,nzd0515-0029,nzd0515-0030,nzd0515-0031,nzd0515-0032,nzd0515-0033,nzd0515-0034,nzd0515-0035,nzd0515-0036,nzd0515-0037,nzd0515-0038,nzd0515-0039,nzd0515-0040,nzd0515-0041,nzd0515-0042
2006-08-28 22:14:23.601000,L5,347.01,353.56,347.08,333.85,330.26,316.09,320.13,331.99,341.78,340.96,324.23,314.10,341.64,317.49,323.62,327.38,352.94,347.15,364.80,356.85,350.12,333.10,333.25,334.77,316.92,313.05,304.16,312.41,307.27,320.68,307.09,338.58,333.80,339.34,330.19,322.23,293.41,291.05,285.16,273.47,313.75,316.67,301.08,292.99,295.97
2006-09-13 22:14:35.259000,L5,365.43,339.31,342.19,335.52,339.77,340.99,341.25,346.52,356.82,364.69,354.71,355.53,361.40,343.21,340.38,342.72,357.26,349.74,357.14,366.04,366.93,361.61,358.87,360.61,350.85,344.85,336.99,335.03,327.43,347.35,341.47,352.34,366.78,359.01,344.34,346.36,327.45,328.11,318.45,322.60,365.51,376.40,349.92,323.39,319.36
2006-10-08 22:08:40.914000,L5,358.56,343.49,335.99,322.86,333.98,337.91,337.25,349.74,359.68,360.60,339.82,333.87,332.70,309.10,306.51,329.82,334.10,340.74,354.40,358.52,369.27,350.99,357.66,357.62,340.46,332.51,325.37,309.49,298.18,313.66,303.35,332.59,333.72,335.78,329.40,318.63,322.48,315.99,303.45,299.75,339.80,332.85,313.45,280.96,277.10
2006-10-31 22:15:04.884000,L5,315.56,337.47,339.53,330.88,330.28,333.30,335.94,344.81,350.25,327.62,312.65,304.41,307.66,286.22,292.79,303.81,330.67,342.48,355.08,358.66,362.16,343.79,351.35,345.55,311.11,308.03,305.19,296.20,278.03,295.73,270.54,314.81,313.20,313.85,330.92,322.43,316.67,318.66,307.84,301.24,318.28,313.53,287.38,272.46,272.95
2006-11-25 22:09:07.763000,L5,337.10,343.10,342.98,334.57,334.04,338.05,326.54,329.80,337.19,336.92,328.13,314.78,322.22,298.51,322.86,338.68,343.29,352.75,362.56,370.02,367.92,342.88,337.28,333.82,317.81,323.15,317.05,310.57,316.01,326.93,296.35,344.33,344.15,345.88,342.21,336.20,327.38,319.11,291.96,282.99,326.47,322.96,309.45,288.82,291.07
2007-01-03 22:15:37.058000,L5,331.63,333.46,334.50,322.27,335.38,334.53,338.42,350.05,355.07,354.01,339.84,336.41,322.23,302.90,319.35,319.54,340.86,337.23,349.33,369.09,371.69,350.42,359.14,352.45,336.95,343.32,338.27,320.88,303.96,312.58,302.94,333.98,331.83,336.31,333.67,323.39,328.19,320.47,307.07,304.32,341.99,343.35,325.56,297.26,294.90
2007-09-09 22:07:45.163000,L5,,365.01,361.96,363.86,357.93,357.89,360.17,372.19,371.74,,,,,,,,,,,382.97,381.39,370.94,382.91,370.16,353.33,341.53,336.71,338.64,307.04,334.40,344.69,356.24,359.44,358.77,353.27,342.51,328.35,335.63,331.00,324.75,361.43,351.85,340.52,308.35,301.77
2008-11-14 21:57:52.281000,L5,,,347.15,333.70,334.54,329.81,330.52,338.23,343.45,348.38,331.84,324.44,328.49,315.67,324.43,336.75,337.67,345.76,357.20,358.97,353.08,335.99,340.61,341.42,328.16,327.35,319.58,314.90,302.55,318.70,308.81,336.51,337.14,342.87,333.58,322.68,315.12,301.09,291.29,282.67,330.30,325.93,308.46,295.38,293.61
2008-12-23 22:05:16.170000,L5,347.57,340.83,344.15,332.40,335.41,338.43,334.04,334.16,337.24,337.99,330.10,322.01,321.68,303.09,328.10,340.84,347.70,347.86,359.93,362.62,366.50,344.05,338.56,334.08,317.99,323.46,309.71,305.60,303.00,320.57,293.38,332.69,337.92,342.47,335.11,323.37,313.77,311.63,291.27,283.77,329.37,326.30,309.63,287.05,284.47
2009-01-17 21:59:44.398000,L5,347.17,344.27,344.32,336.13,340.03,345.33,353.11,361.59,368.04,373.27,355.44,357.15,363.31,349.28,348.47,349.26,359.17,359.20,367.52,369.64,366.10,357.63,356.94,358.58,347.58,346.93,344.96,339.68,358.38,362.12,345.25,354.52,349.00,348.59,343.13,331.77,320.68,314.01,305.40,330.94,360.59,366.43,362.74,344.59,338.16
2010-02-05 22:05:29.575000,L5,335.52,336.77,336.88,327.59,332.55,333.11,334.37,344.41,356.51,357.00,347.64,340.82,341.42,326.63,336.19,341.96,343.74,342.16,352.88,356.91,361.53,342.26,343.39,347.62,337.66,337.43,327.90,320.92,315.83,335.53,317.72,341.19,337.77,338.53,331.80,319.34,312.49,305.64,296.51,292.19,343.72,347.17,327.44,310.62,307.90
2010-10-26 22:10:38.745000,L5,,,337.12,322.49,345.15,349.81,349.97,357.84,361.77,365.44,351.32,347.40,327.38,309.97,321.22,324.78,339.67,338.61,353.21,358.59,370.90,353.86,363.44,367.67,339.62,340.81,327.92,309.46,294.71,318.22,294.50,328.80,328.34,329.01,321.05,303.19,313.92,317.00,302.69,302.01,341.48,345.39,325.61,291.01,289.97
2010-12-22 22:04:29.137000,L5,368.17,339.30,338.17,331.46,332.70,337.34,332.28,346.80,356.07,355.91,344.21,339.89,337.11,326.30,337.44,335.26,340.53,345.42,354.50,363.42,360.42,340.39,351.14,355.09,336.54,336.93,328.59,320.26,319.39,327.92,313.66,339.55,337.12,340.93,333.46,320.90,314.49,308.71,298.50,310.07,345.47,349.52,331.21,308.04,308.89
2011-03-12 22:04:31.079000,L5,343.83,343.51,340.85,329.23,336.27,333.56,334.75,342.25,349.25,347.78,334.18,329.84,329.93,313.84,323.23,335.22,342.84,341.86,354.29,355.99,358.49,339.80,345.47,339.90,327.57,325.59,314.71,309.44,305.08,321.72,296.72,331.25,327.54,337.30,330.54,317.97,312.41,307.05,295.76,291.24,336.77,336.06,316.19,297.23,296.05
2013-05-11 22:22:42.945000,L8,312.15,310.33,316.22,302.30,307.70,315.62,310.29,321.92,327.76,323.34,315.13,314.30,311.52,289.69,304.60,310.27,321.59,315.52,334.89,326.48,332.46,315.28,331.15,328.00,309.14,301.26,291.86,281.24,300.29,298.55,293.19,306.60,308.52,323.77,302.90,294.52,293.44,285.90,283.27,314.02,321.46,325.78,311.57,295.94,295.07
2013-06-28 22:22:44.910000,L8,317.23,323.95,344.10,300.47,321.74,317.29,308.85,329.36,332.14,328.43,323.73,318.08,319.95,297.88,308.71,317.26,362.42,322.03,335.09,328.96,336.78,348.03,356.73,332.32,318.00,310.85,292.74,279.70,293.33,300.32,310.83,316.72,309.93,336.23,306.65,305.26,303.69,290.69,281.91,294.23,326.22,323.67,312.49,294.21,294.28
2013-07-23 22:16:34.633000,L8,348.36,308.83,313.23,301.81,307.14,312.27,312.72,322.59,327.12,321.87,317.01,309.11,310.73,287.93,301.70,308.14,322.63,311.46,330.81,325.36,329.00,312.12,387.30,337.31,310.25,298.46,289.56,274.40,292.16,299.93,293.51,306.41,304.88,319.21,302.70,298.52,294.13,280.51,271.81,287.37,321.92,322.49,306.98,286.67,291.38
2013-08-08 22:16:37.441000,L8,308.32,309.18,313.08,300.23,307.66,311.33,311.25,320.53,328.23,321.70,314.95,309.83,312.02,291.89,301.02,305.86,320.10,315.06,331.05,323.43,328.20,314.99,382.44,354.73,311.74,298.79,290.07,277.32,291.17,299.79,295.08,306.56,307.04,327.59,303.97,296.67,290.19,281.06,273.81,,,,,,
2013-08-31 22:22:50.245000,L8,309.84,308.13,314.02,297.32,306.37,308.13,304.75,319.40,325.81,318.34,308.60,307.76,308.67,286.39,296.69,295.89,314.11,312.52,329.17,323.91,323.60,311.28,325.43,323.48,307.94,300.42,288.73,278.06,288.58,292.79,288.89,297.90,298.60,315.74,302.59,291.98,287.88,281.37,271.49,,,,,,
2013-09-25 22:16:28.938000,L8,279.98,285.93,278.30,281.31,276.53,284.19,282.51,291.97,304.72,302.74,292.57,261.29,,,,,,,,293.30,284.75,292.53,309.43,295.37,288.63,,,,,,,,,,,,,,,,,,,,
2013-10-02 22:22:40.460000,L8,309.52,310.42,312.22,301.17,307.54,311.31,310.87,318.71,323.85,320.37,313.30,307.07,309.80,289.56,300.13,308.42,316.61,315.23,329.78,323.57,326.78,309.93,326.34,329.04,306.05,298.85,291.78,278.66,295.04,303.63,291.27,304.51,303.75,315.42,303.99,291.96,290.09,284.78,273.04,284.83,317.48,320.08,305.98,290.26,289.95
2013-10-11 22:16:29.291000,L8,,327.68,314.57,306.28,306.88,310.28,309.11,317.81,322.47,323.03,314.09,311.32,315.41,288.94,298.10,304.32,315.58,315.55,330.58,326.01,326.37,319.16,330.38,324.79,310.68,304.45,292.70,283.63,292.56,299.06,292.04,309.11,303.24,315.09,302.56,292.32,289.32,283.27,271.44,281.26,316.98,319.25,307.03,290.56,286.78
2013-10-18 22:22:37.411000,L8,,337.49,315.63,303.90,305.60,311.16,309.88,318.93,323.12,320.91,314.00,304.81,307.32,289.78,298.36,306.18,317.76,317.10,330.44,321.93,326.02,317.77,326.67,326.48,306.68,299.38,286.94,276.33,,,285.01,300.74,299.60,307.64,296.44,284.76,282.92,277.98,267.80,,,,,,
2013-10-27 22:16:19.549000,L8,297.86,301.54,305.94,295.89,304.55,309.48,307.45,314.00,322.66,318.10,312.05,304.83,304.41,285.53,296.32,301.67,311.23,313.16,329.89,319.57,326.70,308.90,323.77,323.36,304.55,297.88,289.39,279.19,291.02,298.15,289.77,301.23,301.24,312.26,299.01,289.21,287.15,282.03,269.68,,,,,,
2013-11-12 22:16:19.914000,L8,305.98,309.97,311.92,300.60,305.60,311.24,309.72,317.61,323.11,319.00,312.44,306.78,306.18,284.94,298.71,306.75,312.35,313.72,328.29,320.98,327.55,309.30,323.77,322.93,303.60,301.02,292.41,283.05,292.35,297.13,288.77,303.37,303.07,312.61,301.30,290.96,290.53,284.60,271.39,285.01,318.87,318.56,302.85,288.87,287.47
2013-11-19 22:22:25.407000,L8,343.64,367.92,345.65,301.04,305.50,312.53,311.45,319.21,321.86,320.09,313.56,309.71,308.53,290.17,301.10,309.20,314.01,315.52,325.69,323.75,330.60,313.49,323.45,322.90,301.90,301.39,295.21,286.81,296.85,299.59,293.57,307.48,303.69,313.14,302.03,292.46,293.35,286.02,275.26,289.58,321.00,320.74,307.23,292.91,291.51
2013-12-30 22:16:01.055000,L8,308.23,311.19,313.41,301.55,306.14,311.01,310.64,320.42,323.97,320.43,315.64,308.37,309.50,290.98,301.61,308.89,320.87,316.54,326.77,325.94,333.16,312.86,326.41,324.31,307.17,302.87,294.93,289.76,300.14,300.40,295.51,306.15,311.30,322.24,303.09,307.21,297.41,294.03,277.57,298.91,324.98,323.60,311.32,295.51,294.13
2014-02-23 22:21:32.043000,L8,309.28,311.34,317.04,302.76,309.81,314.89,313.10,320.59,326.50,322.49,313.76,310.61,308.98,290.26,301.81,311.20,317.40,311.91,328.43,327.92,334.46,309.79,328.30,326.06,309.51,303.81,294.95,283.95,300.61,298.88,289.66,302.82,308.06,318.57,307.35,300.48,299.63,291.64,279.00,293.63,324.46,326.09,309.75,294.19,293.14
2014-03-11 22:21:19.920000,L8,308.72,311.08,317.25,303.85,307.01,314.55,310.92,322.51,324.25,321.53,314.86,309.62,312.42,290.93,301.59,311.32,322.02,312.83,332.30,324.99,332.55,309.82,329.88,320.54,307.28,301.42,294.62,286.17,301.13,300.95,296.47,306.22,306.82,320.20,306.02,300.57,294.91,290.08,278.32,290.50,322.73,324.89,309.02,292.69,295.14
2014-03-20 22:15:01.497000,L8,342.84,324.83,318.90,301.39,307.23,313.78,308.66,324.01,323.07,322.10,315.35,310.93,312.42,290.05,301.77,310.57,321.82,312.38,327.85,326.04,331.47,311.65,325.71,325.38,307.69,304.50,293.58,282.55,300.73,297.95,297.30,304.48,306.87,322.15,307.46,302.57,295.77,288.80,277.63,287.29,321.80,324.23,307.71,291.94,294.33
2014-04-21 22:14:29.865000,L8,277.00,291.38,273.60,283.01,272.82,288.91,283.23,290.16,300.19,303.73,269.70,263.53,249.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30 22:20:22.872000,L8,286.68,298.24,298.73,285.75,294.59,295.68,293.39,299.67,312.34,307.84,296.81,272.05,285.93,253.03,284.79,289.84,304.13,293.91,314.06,310.02,285.71,290.83,317.32,309.80,289.97,283.02,,,,,,,,,,,,,,,,,,,
2014-07-17 22:20:39.943000,L8,312.12,319.37,321.16,301.32,310.50,312.97,315.34,322.65,326.07,324.11,317.01,313.16,311.18,287.74,303.55,311.75,319.45,315.69,332.72,323.66,327.96,315.42,331.98,329.68,307.90,300.24,290.61,277.83,302.27,300.82,295.76,305.00,306.50,317.04,304.90,291.50,292.16,283.49,277.95,288.82,322.42,327.07,309.24,294.55,293.51
2014-08-02 22:20:46.799000,L8,290.95,294.65,298.22,277.46,292.13,295.69,289.81,304.19,310.86,309.20,297.42,281.38,291.18,259.04,283.53,288.90,304.81,296.39,315.04,,283.82,290.34,318.74,309.54,290.55,273.99,274.27,,,,,,,,,,,,,,,,,,
2014-08-11 22:14:39.696000,L8,,364.35,312.59,300.97,307.42,312.32,311.63,322.53,326.96,321.34,317.68,309.93,310.24,288.94,301.80,308.58,320.46,315.74,331.93,322.51,329.81,317.36,332.97,330.31,313.87,306.17,290.80,278.25,303.00,301.99,295.13,308.37,307.90,318.64,305.45,293.32,295.02,285.45,276.67,297.09,327.00,329.19,311.82,297.51,297.37
2014-08-18 22:20:51.886000,L8,270.52,285.43,249.60,271.90,290.22,295.77,293.31,306.82,311.73,308.68,296.16,273.53,289.84,259.76,283.39,284.68,298.20,297.89,312.36,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03 22:20:54.579000,L8,306.15,309.43,310.59,294.92,304.42,309.54,310.42,317.17,322.74,320.56,312.83,305.91,307.92,282.60,296.77,300.76,313.66,311.05,325.77,318.84,323.27,307.78,328.41,321.10,303.22,298.58,288.99,272.14,292.26,296.51,288.74,301.67,303.18,313.13,298.89,286.51,283.63,277.55,268.74,,,,,,
2014-09-19 22:20:54.477000,L8,280.25,285.72,282.88,276.18,278.09,284.95,284.37,291.97,306.65,301.79,294.49,263.42,273.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28 22:14:44.621000,L8,308.28,311.89,314.89,299.02,305.34,311.50,312.74,318.00,324.69,320.89,315.82,306.14,308.74,284.43,300.34,305.63,317.70,311.14,332.06,319.23,326.83,312.27,332.44,320.56,305.50,297.88,291.72,277.06,297.30,299.28,289.48,304.60,306.55,317.23,302.99,293.05,289.00,280.92,272.13,281.93,319.11,319.22,302.84,291.21,290.56
2014-11-06 22:21:01.126000,L8,344.31,314.50,312.06,301.02,305.47,312.04,313.48,320.43,324.57,319.07,317.74,308.30,307.20,290.57,299.57,311.21,316.66,313.79,330.61,325.26,330.82,313.09,328.57,323.71,311.11,308.92,298.67,286.08,304.42,302.84,295.78,307.13,306.12,319.17,309.55,305.25,306.59,293.91,280.82,301.77,325.44,328.12,310.25,296.22,298.28
2015-01-02 22:14:38.674000,L8,,349.21,351.88,351.62,353.34,366.02,361.21,369.34,362.67,374.75,363.98,360.46,343.33,352.22,349.97,370.74,,,,,,384.04,377.19,363.16,357.74,348.92,355.37,356.69,309.67,303.69,336.16,347.78,351.66,356.79,352.75,343.16,338.95,342.57,333.73,346.51,375.03,373.71,331.02,312.84,310.64
2015-03-14 22:20:23.206000,L8,307.52,311.80,316.10,299.54,305.69,308.91,308.32,317.85,321.04,318.39,311.59,307.58,308.57,289.96,300.32,311.99,317.68,311.95,325.55,325.60,329.87,306.95,327.39,325.19,301.49,302.71,291.80,281.34,304.46,299.41,293.50,306.24,301.28,319.46,307.31,304.09,297.67,292.91,280.40,292.94,326.59,329.46,312.62,295.70,299.35
2015-04-15 22:20:10.505000,L8,272.61,291.57,296.14,282.75,283.28,292.89,287.40,295.41,304.37,303.79,274.65,261.42,249.74,,,,,,,,,,,,,,,,282.39,282.14,,,,,,,,,,,,,,,
2015-05-01 22:20:00.344000,L8,308.11,329.29,322.19,306.31,307.02,310.94,312.46,323.84,326.68,322.23,311.93,311.29,313.08,290.30,301.91,309.98,321.26,315.12,330.21,325.05,334.33,315.20,335.94,326.41,309.38,301.80,293.28,283.33,309.21,302.60,293.97,310.18,308.20,322.22,313.24,313.65,308.52,304.86,284.41,304.67,338.28,335.86,315.93,300.34,306.98
2015-06-27 22:13:58.027000,L8,257.99,300.41,299.35,281.49,295.20,293.15,289.93,303.97,312.60,310.22,273.59,270.08,256.93,,,,,,,,,,,,,,,,291.95,286.25,280.67,288.33,292.40,307.87,292.75,285.92,284.90,272.15,,275.14,310.69,316.04,293.59,281.75,285.99
2015-07-04 22:20:14.053000,L8,,,,,280.77,285.98,282.90,288.71,306.63,298.74,266.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:14:13.585000,L8,311.79,311.40,313.53,302.00,306.84,312.78,311.53,323.47,327.37,322.46,312.09,308.59,311.17,289.47,299.66,306.18,365.64,317.38,335.73,325.75,332.46,319.35,358.51,335.58,313.67,303.27,292.24,278.62,309.60,305.40,296.13,306.66,305.43,327.95,306.45,294.26,291.97,287.39,284.36,297.64,333.26,335.70,324.96,314.63,310.40
2015-08-21 22:20:33.210000,L8,262.56,293.60,297.62,277.95,289.54,293.94,286.34,301.69,308.57,306.48,295.13,266.80,291.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08 22:20:48.527000,L8,354.63,329.10,366.72,357.51,320.01,326.64,317.00,325.37,331.84,344.74,308.76,304.69,310.22,282.50,290.29,304.68,317.86,308.78,323.83,317.77,319.09,305.56,326.23,317.57,322.83,315.71,299.30,283.34,321.20,322.47,298.03,312.32,312.80,323.56,318.14,313.06,334.24,292.55,285.46,297.88,332.74,337.68,324.35,312.29,312.31
2015-10-17 22:14:38.194000,L8,312.44,310.46,308.92,296.04,298.42,309.46,304.01,316.71,322.51,319.80,312.27,305.05,307.69,287.83,292.78,305.63,319.41,315.25,331.62,322.38,328.00,311.33,371.43,323.93,304.32,300.96,290.69,279.24,305.48,300.90,290.97,305.32,306.52,316.44,303.26,290.85,290.28,286.75,274.36,293.46,325.92,329.45,309.60,297.96,297.63
2015-11-18 22:14:44.822000,L8,307.60,310.20,307.81,301.45,301.72,309.49,307.81,319.51,321.74,319.71,312.41,304.53,307.53,287.49,291.60,304.97,314.52,314.70,330.01,325.76,328.74,311.44,327.34,317.24,304.15,308.67,293.13,280.84,302.51,300.10,293.99,310.24,304.00,317.73,302.14,292.39,291.18,287.69,276.85,294.25,326.16,328.40,309.88,297.03,297.52
2015-12-20 22:14:45.217000,L8,305.05,309.82,307.10,298.82,301.85,311.25,310.87,317.98,319.66,317.33,310.81,302.83,303.17,285.94,289.69,302.67,313.95,313.02,324.09,323.68,329.93,311.28,323.43,316.58,300.70,301.81,296.44,282.76,304.69,301.44,294.40,306.16,302.50,316.25,303.64,290.84,289.48,289.24,279.97,297.40,325.88,328.60,313.97,299.63,300.99
2016-01-05 22:14:40.992000,L8,304.36,308.87,306.18,297.20,299.60,308.39,307.15,317.46,317.59,317.07,307.41,302.18,301.62,286.26,290.19,305.41,312.32,310.11,321.68,324.04,329.23,306.66,320.78,310.69,301.14,301.23,293.30,278.49,304.26,299.98,292.89,306.76,300.90,314.74,304.08,293.37,290.66,288.41,277.77,298.40,327.67,330.22,313.67,298.33,300.08
2016-02-22 22:14:30.292000,L8,303.95,308.61,306.54,298.12,301.01,307.85,303.06,317.10,319.15,317.57,306.98,302.04,307.04,279.57,292.21,304.12,312.52,312.60,323.26,325.35,329.11,306.14,318.37,315.48,300.07,298.68,291.95,277.23,305.17,300.67,296.49,302.17,299.90,316.22,302.47,297.90,291.04,286.58,277.69,293.47,325.49,331.99,313.13,296.34,299.66
2016-03-16 22:20:36.438000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.98,286.73,,,,,,,,,,,,,,,
2016-03-25 22:14:20.047000,L8,,,,295.49,312.06,375.87,308.27,305.79,313.79,,,,372.37,278.92,292.58,306.49,318.97,312.11,331.77,323.66,328.91,310.62,330.38,320.62,303.96,301.75,289.05,278.54,,,292.74,309.89,324.07,344.98,357.79,305.85,301.12,278.32,306.75,,,,,,
2016-04-26 22:14:08.933000,L8,310.17,310.43,313.80,302.50,309.48,315.02,312.88,319.13,323.66,323.26,361.71,364.34,338.05,290.79,304.37,308.69,317.05,314.30,332.83,325.24,333.42,308.15,331.13,324.25,307.42,300.46,292.26,280.07,309.22,303.70,294.99,304.60,304.84,319.31,308.58,294.82,292.71,291.94,284.04,304.81,334.13,337.84,321.61,303.10,306.44
2016-05-12 22:14:08.416000,L8,,,,,269.72,287.61,284.31,296.03,306.89,297.63,269.79,267.11,260.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-04 22:20:28.125000,L8,309.80,309.97,312.26,301.29,307.70,313.53,311.79,320.91,328.65,321.93,311.71,311.27,315.26,284.05,297.62,310.47,,320.41,344.62,327.94,332.82,326.75,371.13,334.33,315.91,310.02,290.86,280.23,316.71,315.22,296.25,304.00,307.25,320.82,308.06,294.78,295.03,292.89,285.75,304.70,337.10,340.61,326.46,311.53,312.28
2016-07-06 22:20:41.229000,L8,,,,,293.68,298.23,295.16,310.80,313.14,310.17,295.51,279.64,300.00,261.12,282.23,289.61,302.77,299.35,318.21,285.09,,,,,,,,,294.43,290.65,,,,,,,,,,278.45,317.17,317.54,301.72,287.22,287.77
2016-07-15 22:14:34.059000,L8,,,,,289.13,294.90,287.88,305.42,307.78,306.10,271.21,274.54,269.45,253.44,261.18,287.26,306.16,294.19,311.13,264.10,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31 22:14:37.742000,L8,,,,,,,,270.17,290.44,311.53,298.31,273.62,275.53,263.73,287.22,295.15,312.59,304.62,326.82,314.32,323.95,303.26,338.62,323.70,309.31,302.67,287.20,270.97,311.85,309.71,288.44,302.38,301.72,315.53,304.02,292.68,293.31,291.24,284.24,301.41,333.67,337.83,323.44,308.67,305.62
2016-08-16 22:14:41.427000,L8,,,,,290.12,294.21,288.08,301.61,311.57,309.94,296.91,273.18,295.22,255.33,281.28,288.74,298.86,296.70,311.97,277.89,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01 22:14:48.072000,L8,348.08,310.59,314.83,300.38,307.89,313.79,314.80,321.11,329.47,321.51,316.08,308.79,315.32,282.48,295.90,303.52,322.35,317.75,347.63,325.14,330.75,316.63,370.48,333.01,312.98,307.72,290.95,275.74,307.86,312.09,293.13,303.76,306.63,319.09,303.81,291.34,285.90,284.48,280.75,292.80,329.40,334.70,320.99,305.63,300.92
2016-09-08 22:21:00.541000,L8,,326.95,345.32,330.27,327.53,342.41,343.24,352.43,347.69,341.65,339.94,342.43,331.86,292.53,304.47,313.73,373.71,331.51,353.28,334.28,335.61,349.60,369.04,338.36,317.99,307.17,316.34,286.82,343.42,353.25,300.57,313.73,346.45,348.65,338.13,293.17,292.02,293.08,293.95,328.57,361.69,370.13,363.69,312.70,313.92
2016-11-27 22:21:07.723000,L8,312.84,311.13,309.30,298.88,302.83,308.91,308.07,319.21,320.73,319.92,312.54,307.77,309.31,287.47,291.07,301.89,317.59,316.96,332.13,325.44,329.80,318.02,328.29,317.61,305.43,301.92,296.31,291.52,296.86,300.94,297.12,309.12,301.08,324.14,301.53,291.69,287.86,286.79,279.34,294.78,326.98,305.69,,,
2016-12-29 22:21:01.343000,L8,311.68,310.79,312.40,300.53,305.56,312.92,311.77,321.12,321.97,320.06,316.59,309.30,310.28,290.22,295.90,303.35,322.81,315.56,333.87,330.94,335.00,314.47,331.13,321.90,307.48,307.03,296.14,286.13,306.90,306.41,293.60,305.33,302.43,322.98,309.96,296.45,293.52,292.88,284.42,303.93,330.43,334.47,319.61,301.04,302.41
2017-02-08 22:14:34.654000,L8,279.51,285.52,295.31,277.99,275.60,284.34,281.81,293.76,294.94,300.92,272.05,261.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15 22:20:43.526000,L8,306.19,307.87,307.98,299.25,303.30,307.74,308.14,322.18,329.17,322.81,311.14,306.14,308.01,290.18,292.75,302.01,315.92,316.08,333.90,329.39,331.48,310.42,330.96,326.37,313.66,307.73,293.83,282.31,287.61,298.69,293.53,303.19,308.23,338.65,302.73,292.58,298.97,291.92,284.14,302.07,328.30,331.35,312.70,295.66,291.25
2017-04-20 22:20:11.117000,L8,311.07,311.12,321.16,299.73,306.59,313.19,311.73,321.92,327.87,321.38,314.24,309.79,312.35,288.56,294.68,304.36,322.78,316.79,335.89,329.17,335.33,317.29,335.37,328.20,309.08,305.56,292.34,281.22,308.54,310.49,295.90,308.86,309.33,321.70,308.24,295.52,293.13,293.16,284.18,296.19,327.02,334.46,316.00,299.98,301.41
2017-05-06 22:20:07.089000,L8,287.24,298.15,299.70,285.16,282.62,287.21,280.28,275.06,302.84,304.23,268.86,272.38,290.92,255.68,281.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07 22:20:26.915000,L8,314.22,312.68,315.09,302.87,308.43,315.60,311.41,323.81,328.68,327.18,316.44,313.17,314.64,289.32,296.72,302.41,320.46,316.80,348.67,330.56,333.61,317.10,349.39,331.01,307.46,301.69,292.37,285.45,312.37,312.71,296.75,308.54,307.57,319.08,308.87,296.75,296.16,293.98,284.79,300.51,333.28,336.90,320.06,306.11,304.15
2017-07-02 22:14:23.696000,L8,288.32,301.75,302.71,290.13,294.58,298.22,292.55,305.57,311.19,309.38,295.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09 22:20:35.589000,L8,278.74,300.30,299.06,288.12,294.14,293.44,288.92,293.38,313.06,307.60,296.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03 22:14:35.682000,L8,313.14,312.81,314.31,302.40,307.38,312.31,309.23,325.48,329.61,324.40,313.24,307.58,315.41,285.37,297.08,304.41,325.75,317.08,343.68,329.02,328.02,322.11,340.59,331.90,313.65,303.42,292.97,277.64,307.81,329.96,296.94,307.37,312.09,321.16,308.29,298.58,306.36,306.80,290.27,301.21,338.66,342.96,326.32,299.78,309.76
2017-09-27 22:21:00.343000,L8,312.01,309.86,317.55,299.52,304.04,307.96,308.67,317.91,327.15,324.11,314.39,302.11,310.89,284.49,292.63,302.38,316.28,315.00,332.96,319.75,326.36,315.84,330.67,330.60,308.51,302.53,291.69,275.45,305.80,305.21,291.23,306.24,306.37,313.39,302.80,288.27,288.22,288.12,281.43,297.06,325.45,332.11,315.31,298.05,299.92
2017-10-29 22:21:05.518000,L8,,354.48,311.12,299.92,305.78,311.27,310.66,319.14,325.92,321.24,315.65,303.17,309.97,284.54,294.22,304.96,316.61,315.06,330.28,320.69,331.12,317.76,329.07,323.21,308.02,304.87,297.06,291.38,308.05,307.24,296.07,309.62,308.83,318.27,310.29,293.88,293.75,295.37,286.93,303.46,334.35,335.90,319.78,300.69,304.00
