dates,nzd0515-0000,nzd0515-0001,nzd0515-0002,nzd0515-0003,nzd0515-0004,nzd0515-0005,nzd0515-0006,nzd0515-0007,nzd0515-0008,nzd0515-0009,nzd0515-0010,nzd0515-0011,nzd0515-0012,nzd0515-0013,nzd0515-0014,nzd0515-0015,nzd0515-0016,nzd0515-0017,nzd0515-0018,nzd0515-0019,nzd0515-0020,nzd0515-0021,nzd0515-0022,nzd0515-0023,nzd0515-0024,nzd0515-0025,nzd0515-0026,nzd0515-0027,nzd0515-0043,nzd0515-0044,nzd0515-0028,nzd0515-0029,nzd0515-0030,nzd0515-0031,nzd0515-0032,nzd0515-0033,nzd0515-0034,nzd0515-0035,nzd0515-0036,nzd0515-0037,nzd0515-0038,nzd0515-0039,nzd0515-0040,nzd0515-0041,nzd0515-0042,satname
1999-08-17 22:13:37+00:00,281.53,257.89,283.91,264.0,292.47,295.09,296.84,306.18,319.9,315.06,296.04,279.19,304.52,265.9,282.98,,307.24,303.78,320.85,312.47,323.53,305.73,319.65,313.02,301.44,295.11,295.34,266.71,264.85,279.17,,,,,,,,,,,,,,,,L7
1999-12-07 22:13:41+00:00,281.53,257.89,283.91,264.0,292.47,295.09,296.84,306.18,319.9,315.06,296.04,279.19,304.52,265.9,282.98,,307.24,303.78,320.85,312.47,323.53,313.84000000000003,319.65,313.02,301.44,295.11,295.34,266.71,264.85,279.17,,331.39,,,,,,,,,,,,,,L7
2000-05-08 22:06:44+00:00,305.05,,307.58,297.82,299.31,298.98,296.57,314.74,322.96,318.63,294.37,292.35,301.98,266.05,285.98,289.89,306.14,297.24,328.83,326.56,332.13,319.16999999999996,321.14,317.75,303.32,296.93,291.16,280.16,266.6,286.31,287.03,317.53999999999996,304.45,309.93,301.75,288.75,284.85,276.22,270.95,,,,,,,L7
2000-05-15 22:12:54+00:00,311.51,,307.58,297.82,299.31,298.98,296.57,314.74,322.96,318.63,294.37,292.35,307.31,266.05,285.98,289.89,319.62,297.24,328.83,326.56,332.13,319.16999999999996,321.14,317.75,303.32,296.93,291.16,291.52,266.6,286.31,287.03,317.53999999999996,304.45,309.93,301.75,288.75,284.85,281.06500000000005,270.95,,,,,348.62,315.28,L7
2000-06-25 22:06:19+00:00,311.51,,310.17999999999995,297.82,305.345,302.13,302.16999999999996,317.995,332.03499999999997,321.575,302.505,304.32000000000005,307.31,266.05,285.98,308.975,319.62,312.355,331.565,330.305,336.395,316.89,321.14,317.75,311.72,294.155,296.285,291.52,266.6,286.31,287.03,316.74,312.605,309.93,301.75,288.75,284.85,281.06500000000005,289.195,,,378.9,,346.555,334.78999999999996,L7
2000-07-27 22:05:48+00:00,311.51,,310.17999999999995,297.82,306.18666666666667,299.0,298.76666666666665,317.995,327.46999999999997,319.08666666666664,300.78,303.7,308.24333333333334,272.14,286.3,304.98,317.2266666666667,303.9266666666667,331.09666666666664,328.00333333333333,336.395,306.0233333333333,313.29499999999996,317.75,311.72,294.155,296.285,284.1033333333333,270.92,288.685,290.40999999999997,313.59999999999997,311.8066666666667,311.12,305.45,293.37,287.485,281.06500000000005,289.195,,,375.575,,346.555,334.78999999999996,L7
2000-09-20 22:11:14+00:00,312.2633333333333,,310.17999999999995,297.82,306.18666666666667,299.0,298.8725,314.81333333333333,327.46999999999997,319.08666666666664,299.1475,302.385,306.25,270.78000000000003,284.8433333333333,301.37,314.7025,306.0975,330.925,327.65250000000003,333.6066666666666,307.7575,319.2,317.75,308.96666666666664,295.3433333333333,295.18333333333334,281.3725,270.24666666666667,284.6166666666667,289.15000000000003,311.11,310.15749999999997,309.73,305.66333333333336,294.66333333333336,288.49666666666667,280.5166666666667,284.96666666666664,,,375.575,,346.555,334.78999999999996,L7
2001-01-03 22:05:00+00:00,307.17499999999995,,,,307.87,292.74,295.57500000000005,308.45,318.34,314.11,295.78999999999996,300.44999999999993,305.19,273.145,284.275,293.765,309.78499999999997,299.84000000000003,330.285,325.00000000000006,328.03,298.625,318.22999999999996,,297.265,297.72,292.98,271.225,270.84999999999997,281.8066666666667,285.96,302.04333333333335,304.45666666666665,309.63,307.62,297.62,290.32,279.42,276.51,,,372.25,,,,L7
2001-04-16 22:10:54+00:00,300.58,,,,,,,,,,333.86,329.14,325.11,,308.67,325.68,318.64,334.65,,,,336.11,,,291.07,,,,268.41,277.88,277.46,295.17,311.21500000000003,310.23,331.17,327.15,288.84,,320.61,341.74,,375.32,,353.17,355.26,L7
2001-06-28 22:03:56+00:00,303.37,297.82,302.67,291.6,286.03,288.52,284.13,279.15,301.54,293.3,305.225,309.86,318.3,253.7,300.86,315.815,317.02,330.47,336.52,319.85,308.59,326.31,318.14,320.15,297.97,299.21,296.7,,268.41,277.88,277.46,298.105,309.00333333333333,318.045,314.08000000000004,306.63,288.84,,320.61,341.74,,375.32,,353.17,355.26,L7
2001-08-15 22:03:26+00:00,306.16,297.82,302.67,291.6,286.03,296.63,284.13,279.15,301.54,293.3,305.225,309.86,318.3,253.7,299.93,311.54333333333335,316.83,330.47,340.07,329.45500000000004,308.59,326.31,318.14,320.15,304.87,299.21,296.7,,283.77,294.69,,301.04,314.53,318.045,314.08000000000004,306.63,288.84,,320.61,323.0,333.41,350.495,327.01,336.04,336.90999999999997,L7
2002-01-29 22:09:33+00:00,,,,,,304.74,,,,,,,,272.05,295.325,316.66999999999996,316.45,317.53,343.62,339.06,,,,,,,,,283.77,294.69,,,333.72,333.59,333.31,321.59,,,297.52,312.29999999999995,339.45000000000005,341.415,336.435,319.83500000000004,318.56,L7
2002-03-11 22:03:31+00:00,,,,,302.18,297.87,304.31,315.53,,,,,,272.05,292.58,330.34,,317.53,,,,,,,,,,,,,,331.28,333.72,333.59,333.31,321.59,,,297.52,320.34,359.18,357.16,345.86,320.76,,L7
