dates,satname,nzd0056-0000,nzd0056-0001,nzd0056-0002,nzd0056-0003,nzd0056-0004,nzd0056-0005
1999-07-25 22:04:15.362000,L7,,247.55,262.16,236.63,242.95,256.70
1999-09-27 22:04:25.056000,L7,333.05,250.09,264.44,227.81,181.42,253.32
1999-11-14 22:04:18.343000,L7,355.33,248.33,,,182.11,246.57
2000-01-01 22:04:13.486000,L7,357.41,246.20,,,,233.17
2000-01-17 22:04:11.868000,L7,,,,,204.36,239.33
2000-02-18 22:04:05.276000,L7,346.87,246.09,,,184.47,241.16
2000-05-24 22:03:22.722000,L7,344.65,,,,167.60,244.59
2000-08-12 22:02:30.151000,L7,333.76,243.10,254.88,229.94,212.34,238.40
2000-09-13 22:02:02.316000,L7,,,,,213.16,239.13
2001-02-04 22:01:50.443000,L7,,,,,,257.50
2001-03-08 22:01:45.126000,L7,,261.23,272.22,245.09,242.05,309.12
2001-03-24 22:01:35.778000,L7,302.51,320.11,336.82,335.44,185.38,242.29
2001-06-12 22:01:01.040000,L7,331.79,233.96,,,,
2001-08-15 22:00:14.727000,L7,346.28,237.60,,,139.98,192.02
2001-10-02 21:59:40.713000,L7,298.85,231.20,,,,198.68
2001-11-03 21:59:47.008000,L7,382.03,332.02,341.22,,,
2001-11-19 21:59:56.393000,L7,316.20,254.93,261.63,223.62,133.11,206.65
2001-12-05 21:59:55.034000,L7,308.95,235.52,,,,200.09
2001-12-21 22:00:05.972000,L7,,,,,181.35,207.44
2002-01-22 22:00:16.971000,L7,350.09,331.77,331.06,340.01,245.91,243.05
2002-02-23 22:00:19.685000,L7,,,,,193.24,238.21
2002-03-27 22:00:13.634000,L7,,,,,,185.63
2002-04-28 22:00:14.417000,L7,238.05,,,,155.76,206.87
2002-08-18 21:59:33.737000,L7,272.72,,,,166.83,190.59
2002-09-19 21:59:11.129000,L7,335.16,,,,173.01,240.37
2003-03-30 22:00:07.079000,L7,,281.36,288.23,276.14,205.60,249.52
2003-07-28 21:48:04.987000,L5,,,,,,169.49
2003-08-29 21:48:38.429000,L5,283.78,247.22,258.89,,132.17,190.77
2004-06-12 21:52:47.645000,L5,341.83,282.46,290.89,130.86,165.59,214.38
2004-07-30 21:54:04.170000,L5,343.67,284.84,294.50,283.45,160.32,213.80
2004-09-16 21:55:17.605000,L5,332.47,284.61,292.88,281.81,174.71,222.33
2004-11-19 21:56:31.297000,L5,344.86,284.70,294.69,278.40,176.63,209.01
2005-02-23 21:58:07.648000,L5,326.29,282.16,290.55,272.87,165.40,211.79
2005-03-11 21:58:20.185000,L5,293.55,241.64,230.24,,131.75,194.94
2005-03-27 21:58:27.646000,L5,342.48,286.56,291.98,287.48,163.56,214.17
2005-04-12 21:58:31.220000,L5,301.63,244.13,225.31,,,
2005-05-30 21:58:51.383000,L5,289.65,244.38,242.64,,104.05,178.16
2005-07-17 21:59:11.604000,L5,289.21,249.99,258.70,,119.22,181.35
2005-09-19 21:59:32.955000,L5,336.26,287.68,291.26,278.81,180.44,223.21
2005-11-22 21:59:59.141000,L5,296.37,258.42,263.44,,,
2006-02-10 22:01:51.332000,L5,288.52,242.09,247.77,,135.44,182.47
2006-02-26 22:02:11.573000,L5,292.93,251.97,228.97,,123.97,189.55
2006-03-14 22:02:31.280000,L5,341.63,300.33,301.38,304.82,172.91,232.62
2006-05-17 22:03:33.996000,L5,344.19,287.77,300.03,281.16,164.50,218.74
2006-08-21 22:04:55.513000,L5,358.85,296.66,294.17,277.35,202.33,235.84
2006-11-25 22:06:19.953000,L5,280.91,290.28,295.21,309.26,301.64,275.44
2007-02-13 22:06:23.395000,L5,329.73,280.42,287.96,270.31,175.10,218.16
2007-09-16 22:10:40.887000,L5,,322.90,326.03,312.54,292.66,227.86
2009-01-01 21:56:07.642000,L5,,252.34,259.85,240.08,151.79,196.05
2009-02-02 21:56:58.438000,L5,332.21,285.56,311.32,,137.06,226.15
2010-02-05 22:02:17.935000,L5,292.97,249.02,253.57,,143.09,197.61
2010-10-03 22:01:28.836000,L5,336.61,281.94,286.62,280.69,162.41,207.09
2011-03-12 22:01:19.581000,L5,321.60,274.58,222.83,160.84,,
2011-08-19 22:00:12.535000,L5,341.31,270.26,268.24,259.54,163.72,198.43
2011-09-04 22:00:03.630000,L5,341.07,283.73,287.61,280.56,174.55,217.26
2013-04-25 22:19:21.025000,L8,351.28,293.70,298.42,289.92,185.32,243.34
2013-05-20 22:13:26.604000,L8,323.19,264.67,271.89,256.56,145.89,207.36
2013-06-05 22:13:27.306000,L8,326.56,268.19,274.96,255.84,,
2013-09-09 22:13:25.749000,L8,289.96,231.97,,,137.38,200.20
2013-09-09 22:13:49.699000,L8,292.45,235.01,,,150.17,202.50
2013-09-25 22:13:17.289000,L8,322.89,272.85,282.90,279.68,171.23,213.35
2013-09-25 22:13:41.239000,L8,324.97,273.30,283.38,280.01,170.88,213.43
2013-10-02 22:19:28.820000,L8,313.08,284.90,289.66,,,
2013-10-11 22:13:17.650000,L8,352.46,307.32,325.72,320.87,311.13,287.90
2013-10-11 22:13:41.596000,L8,339.59,283.97,289.55,291.48,175.87,220.43
2013-10-27 22:13:07.896000,L8,293.41,258.77,269.64,257.09,,
2013-10-27 22:13:31.854000,L8,292.87,257.33,269.01,256.61,,
2013-11-03 22:19:20.378000,L8,313.04,283.46,289.01,206.28,,
2013-12-14 22:12:57.636000,L8,321.69,269.87,279.04,263.23,168.44,209.14
2013-12-14 22:13:21.591000,L8,327.92,281.15,292.63,281.65,178.58,217.87
2014-01-15 22:12:33.689000,L8,331.18,277.61,289.79,278.46,174.38,217.09
2014-01-31 22:12:28.855000,L8,317.59,281.90,288.75,283.20,177.71,238.13
2014-01-31 22:12:52.806000,L8,321.28,290.42,296.29,292.91,181.04,241.86
2014-02-07 22:18:33.391000,L8,317.72,284.37,279.53,,,216.56
2014-02-23 22:18:20.398000,L8,347.49,292.37,295.93,288.55,179.14,243.13
2014-03-04 22:11:59.077000,L8,301.14,273.76,278.31,265.99,180.79,214.23
2014-03-27 22:17:50.001000,L8,361.96,295.79,298.56,289.62,176.84,236.63
2014-04-05 22:11:34.747000,L8,322.81,284.12,288.66,266.55,172.33,222.62
2014-04-05 22:11:58.702000,L8,315.20,271.88,277.17,203.46,165.87,207.68
2014-04-12 22:17:37.464000,L8,357.79,297.48,295.93,286.00,177.70,223.92
2014-04-21 22:11:18.224000,L8,,,,,155.99,203.58
2014-04-21 22:11:42.175000,L8,,,,,157.05,204.32
2014-04-28 22:17:22.576000,L8,369.98,299.10,297.99,289.67,178.60,218.08
2014-05-14 22:17:08.923000,L8,314.49,283.68,282.80,245.82,170.34,204.07
2014-07-26 22:11:19.207000,L8,350.76,290.92,290.18,291.22,173.83,217.72
2014-07-26 22:11:43.162000,L8,352.19,291.20,292.75,296.72,174.40,218.35
2014-08-11 22:11:51.972000,L8,290.13,256.13,267.29,260.23,162.82,204.84
2014-09-19 22:17:42.798000,L8,323.96,272.94,271.81,,,
2014-10-14 22:11:38.746000,L8,322.97,300.02,306.09,299.03,177.21,219.39
2014-10-14 22:12:02.705000,L8,324.27,300.43,306.32,299.28,177.85,219.86
2014-12-01 22:11:36.363000,L8,339.26,278.90,283.44,179.52,175.11,214.03
