dates,nzd0114-0000,nzd0114-0001,nzd0114-0002,nzd0114-0003,nzd0114-0004,nzd0114-0005,nzd0114-0006,nzd0114-0007,nzd0114-0008,nzd0114-0009,nzd0114-0010,nzd0114-0011,nzd0114-0012,nzd0114-0013,nzd0114-0014,nzd0114-0015,nzd0114-0018,nzd0114-0019,nzd0114-0020,nzd0114-0021,nzd0114-0029,nzd0114-0030,nzd0114-0031,nzd0114-0032,nzd0114-0022,nzd0114-0023,nzd0114-0024,nzd0114-0025,nzd0114-0026,nzd0114-0027,nzd0114-0028,nzd0114-0033,nzd0114-0034,nzd0114-0035,nzd0114-0036,nzd0114-0037,nzd0114-0016,nzd0114-0017,satname
2003-08-06 21:42:27+00:00,272.69,,253.99,238.95,241.93,232.6,178.74,207.07,215.93,196.48,222.67,228.82,214.6,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-10-25 21:43:40+00:00,272.69,259.0,255.48000000000002,238.165,241.715,231.555,180.865,202.59,212.345,201.5,226.61,230.825,216.7,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-02-14 21:44:33+00:00,254.59,252.72,253.365,239.25,242.29000000000002,235.23,194.10000000000002,206.99,211.255,208.3,225.66500000000002,225.09500000000003,211.92000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-03-01 21:44:38+00:00,262.875,251.0666666666667,250.7266666666667,238.12333333333333,243.00333333333333,233.27666666666664,192.9,206.58333333333334,210.54666666666665,205.86333333333334,224.54,226.69000000000003,209.11333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-04-18 21:45:25+00:00,264.4666666666667,252.78,252.285,241.6475,246.2875,236.4225,193.10250000000002,206.005,209.84,203.32500000000002,223.6525,225.5975,209.9075,154.31,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-23 21:48:09+00:00,264.21750000000003,250.78,250.285,243.9,248.8625,238.45499999999998,193.27,208.35750000000002,210.485,201.44,220.09249999999997,224.4125,209.01749999999998,154.31,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-09-09 21:49:19+00:00,265.25333333333333,253.28333333333333,249.80666666666664,245.63666666666666,251.83666666666667,239.21,189.09333333333333,204.92,207.78,197.41333333333333,218.56333333333336,224.44999999999996,210.54999999999998,154.31,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-09-25 21:49:43+00:00,266.79,254.76,250.035,245.4775,250.47,239.1675,187.8125,204.7375,208.285,197.9775,219.4525,225.46249999999998,211.1325,154.38,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-01-15 21:51:45+00:00,264.47,253.8825,249.57250000000002,244.64499999999998,250.125,238.26999999999998,185.84666666666666,201.245,204.33499999999998,196.46249999999998,215.9,226.51,210.74666666666667,154.45,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-04-21 21:52:46+00:00,263.43500000000006,255.49999999999997,252.95,243.995,253.64499999999998,240.96,200.16,198.43,201.49,193.625,211.14499999999998,225.54,205.88,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-11-15 21:54:02+00:00,257.93,241.12,242.82,238.64,251.55,246.05,195.45,209.03,215.24,192.8,211.79,219.18,201.37,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-04-08 21:57:12+00:00,257.93,246.265,249.29500000000002,243.23,250.91000000000003,243.685,194.195,208.09,212.57,194.685,214.29,222.8,203.96,153.8,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-09-18 21:58:42+00:00,262.63,245.22,244.86,253.1,253.97,246.48,186.21,211.43,214.97,195.17,214.63,222.51,205.7,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2009-12-12 21:56:13+00:00,,,,,,,179.29,203.88,210.69,206.28,221.52,229.01,214.88,154.63,,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-12-31 21:55:32+00:00,263.16,251.72,,245.91,,,196.01,,203.66,,219.53,225.98,209.15,156.46,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-02-17 21:55:37+00:00,267.225,253.26999999999998,254.88,246.655,252.08,238.99,193.45999999999998,204.46,207.59,204.34,220.10500000000002,225.03,212.32,156.46,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-10-20 22:07:26+00:00,265.98,236.1,252.34,245.46,240.03,232.46,187.6,219.41,215.19,218.98,219.41,223.23,205.97,154.52,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-11-05 22:07:22+00:00,265.98,236.1,249.775,242.85000000000002,241.635,231.405,189.87,219.66,214.075,219.115,220.26999999999998,223.82,207.1,154.52,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-02-09 22:06:33+00:00,265.08500000000004,235.89,245.25333333333333,238.45000000000002,240.76666666666665,228.0533333333333,188.3133333333333,219.66,214.075,219.115,219.58333333333334,223.01999999999998,203.66666666666666,154.52,,,,,,,313.86,316.59,315.29,,,,,,,,,,,,,,,,L8
2014-03-29 22:05:52+00:00,263.80333333333334,236.29333333333332,243.9975,238.3825,242.22,231.695,188.58499999999998,218.2266666666667,214.64000000000001,217.90666666666667,219.0475,222.27499999999998,203.375,154.52,,,,,,,313.86,316.59,315.29,,,,,,,,,,,,,,,,L8
2014-04-30 22:05:22+00:00,261.93333333333334,236.99333333333334,242.25,238.0325,243.04000000000002,231.40249999999997,187.65749999999997,218.16,217.07333333333335,218.16,218.9375,222.34499999999997,202.45749999999998,,,,,,,,313.86,316.59,315.29,,,,,,,,,,,,,,,,L8
2014-05-16 22:05:09+00:00,261.645,237.305,241.15749999999997,238.0775,242.8625,232.8675,185.445,218.15,219.87333333333333,219.27666666666664,218.6875,221.8075,203.83749999999998,,,,,,,,313.86,316.59,315.29,,,,,,,,,,,,,,,,L8
2014-10-07 22:05:49+00:00,261.58,237.60333333333332,245.15333333333334,243.83666666666667,242.67,237.24,182.1833333333333,218.2733333333333,218.49333333333334,214.77666666666664,218.96333333333334,221.65333333333334,206.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-11-08 22:05:52+00:00,263.0066666666666,238.24,246.95333333333335,242.20000000000002,240.92999999999998,239.69333333333336,177.54,217.34666666666666,213.12666666666667,212.22333333333333,218.98333333333332,221.59,206.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-02-28 22:05:24+00:00,261.08666666666664,237.24666666666667,245.89000000000001,242.01666666666668,240.08666666666667,234.30999999999997,180.83333333333334,216.85,211.23333333333335,211.63,218.29666666666665,222.07000000000002,201.01999999999998,,,,293.87,295.47,288.56,312.34,310.03,302.98,280.52,271.25,321.82,336.67,330.87,323.45,313.98,305.27,308.28,279.37,284.98,285.46,281.37,,,,L8
