dates,satname,nzd0114-0000,nzd0114-0001,nzd0114-0002,nzd0114-0003,nzd0114-0004,nzd0114-0005,nzd0114-0006,nzd0114-0007,nzd0114-0008,nzd0114-0009,nzd0114-0010,nzd0114-0011,nzd0114-0012,nzd0114-0013,nzd0114-0014,nzd0114-0015,nzd0114-0018,nzd0114-0019,nzd0114-0020,nzd0114-0021,nzd0114-0029,nzd0114-0030,nzd0114-0031,nzd0114-0032,nzd0114-0022,nzd0114-0023,nzd0114-0024,nzd0114-0025,nzd0114-0026,nzd0114-0027,nzd0114-0028,nzd0114-0033,nzd0114-0034,nzd0114-0035,nzd0114-0036,nzd0114-0037,nzd0114-0016,nzd0114-0017
2005-03-04 21:52:28.245000,L5,259.13,244.68,250.40,243.62,249.70,236.30,190.91,198.65,201.19,193.51,207.99,220.40,203.26,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:52:46.920000,L5,268.50,256.59,250.79,239.10,252.53,239.65,200.16,206.56,211.06,197.60,215.51,225.54,205.88,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-15 21:54:02.336000,L5,257.93,241.12,242.82,238.64,251.55,246.05,195.45,209.03,215.24,192.80,211.79,219.18,201.37,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-08 21:57:12.628000,L5,274.08,251.41,255.77,247.82,250.27,241.32,192.94,207.15,209.90,196.57,216.79,226.42,206.55,153.80,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:00:28.480000,L5,256.41,243.30,243.90,234.92,244.67,242.97,248.46,395.89,352.39,303.70,325.81,321.07,244.40,258.32,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-18 21:58:42.182000,L5,262.63,245.22,244.86,253.10,253.97,246.48,186.21,211.43,214.97,195.17,214.63,222.51,205.70,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:10.387000,L5,271.28,254.03,250.88,238.89,241.95,232.15,186.24,202.84,208.18,205.35,218.00,228.83,207.44,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-12 21:56:13.982000,L5,269.48,254.10,250.56,247.20,246.35,235.92,179.29,203.88,210.69,206.28,221.52,229.01,214.88,154.63,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28 21:55:27.339000,L5,264.07,247.94,248.58,239.38,247.57,232.60,186.61,207.39,210.59,205.18,224.31,229.81,215.75,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31 21:55:32.560000,L5,263.16,251.72,250.22,245.91,246.99,238.57,196.01,205.59,203.66,203.65,219.53,225.98,209.15,156.46,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:55:37.006000,L5,271.29,254.82,254.88,247.40,252.08,238.99,190.91,204.46,211.52,204.34,220.68,224.08,215.49,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:07:51.092000,L8,258.80,236.41,234.13,236.45,239.56,229.00,191.73,218.98,220.31,221.53,220.99,224.55,195.91,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:07:41.466000,L8,265.75,242.03,239.72,251.42,245.06,228.31,197.28,226.61,228.33,227.88,229.78,229.81,212.05,239.97,231.00,218.26,288.13,314.49,206.00,,,,,,,,,,,,,,,,,,,
2013-10-20 22:07:26.886000,L8,265.98,236.10,252.34,245.46,240.03,232.46,187.60,219.41,215.19,218.98,219.41,223.23,205.97,154.52,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05 22:07:22.900000,L8,445.19,398.82,247.21,240.24,243.24,230.35,192.14,219.91,212.96,219.25,221.13,224.41,208.23,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-08 22:06:55.162000,L8,262.19,240.98,241.08,237.25,243.97,223.00,192.26,222.99,218.89,220.83,219.74,222.90,200.19,,,,,,405.33,463.56,,,,,,,,,,,,,,,,,,
2014-01-24 22:06:45.554000,L8,260.33,237.74,239.74,233.79,239.82,219.09,184.39,219.31,218.15,217.23,218.17,221.23,195.25,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:06:33.299000,L8,264.19,235.68,236.21,229.65,239.03,221.35,185.20,297.96,291.73,264.43,218.21,221.42,196.80,,,,,,,,313.86,316.59,315.29,308.53,,,,,,,,,,,,,,
2014-02-25 22:06:20.497000,L8,254.03,233.35,231.18,222.09,220.37,207.23,157.83,211.03,190.17,188.90,210.70,216.95,193.65,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-29 22:05:52.007000,L8,261.24,237.10,240.23,238.18,246.58,242.62,189.40,215.36,215.77,215.49,217.44,220.04,202.50,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:05:22.578000,L8,260.37,238.20,245.35,244.06,243.31,231.29,183.89,219.21,222.49,219.74,218.97,223.51,202.30,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16 22:05:09.831000,L8,260.78,238.24,242.84,240.42,242.53,236.21,183.29,219.88,221.36,222.60,220.13,222.26,213.75,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20 22:05:42.763000,L8,255.12,237.21,239.73,243.87,245.41,223.46,164.65,216.94,221.51,218.50,218.27,220.03,196.96,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07 22:05:49.968000,L8,263.59,236.37,247.27,247.03,242.17,244.22,179.37,215.73,211.63,201.99,217.79,219.19,203.20,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:05:52.173000,L8,264.65,240.11,250.75,239.15,238.09,238.65,169.96,216.43,206.39,212.08,219.03,223.32,203.45,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26 22:05:43.117000,L8,253.77,234.75,240.45,241.63,230.08,219.42,169.37,212.23,199.89,202.70,217.27,216.38,209.17,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:05:24.487000,L8,255.02,235.26,239.65,239.87,240.00,220.06,193.17,218.39,215.68,220.82,218.07,223.70,196.41,,,,293.87,295.47,288.56,312.34,310.03,302.98,280.52,271.25,321.82,336.67,330.87,323.45,313.98,305.27,308.28,279.37,284.98,285.46,281.37,252.11,,
2015-03-16 22:05:13.611000,L8,264.28,274.77,255.97,239.28,238.64,242.43,177.67,215.74,203.31,201.27,218.56,220.70,202.32,,,,,,,,,,,,,,,,,,,,,492.85,483.09,479.44,,
2015-04-01 22:05:01.841000,L8,253.92,235.75,250.63,252.56,297.38,223.89,174.48,217.46,203.71,217.98,217.35,222.66,196.01,155.33,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:04:40.718000,L8,254.83,235.11,238.59,232.86,239.33,231.23,169.24,220.75,223.70,221.55,221.02,228.12,206.18,156.84,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06 22:05:06.214000,L8,250.49,237.50,244.85,239.48,242.58,218.22,167.99,218.69,224.63,223.85,219.74,226.52,226.06,156.33,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:05:13.606000,L8,259.37,237.02,240.06,235.10,241.89,220.91,165.61,220.34,220.26,224.54,219.70,223.04,225.53,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07 22:05:16.273000,L8,252.31,237.83,235.96,233.16,240.48,219.21,165.46,217.07,212.26,220.35,217.87,221.41,193.62,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:05:24.610000,L8,252.84,236.39,235.13,226.91,239.21,217.70,166.81,217.72,208.60,217.12,217.07,222.01,215.37,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26 22:05:43.801000,L8,268.57,235.34,238.75,225.17,237.43,219.33,172.05,216.05,204.33,216.13,218.06,220.31,206.57,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:05:11.034000,L8,247.20,236.29,233.22,232.84,237.73,220.38,162.85,214.66,195.60,217.21,217.76,217.29,204.46,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21 22:05:14.459000,L8,254.43,238.56,237.23,237.30,246.56,222.57,167.88,217.70,223.61,225.33,219.99,228.85,218.93,159.51,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:05:51.530000,L8,256.33,236.62,242.39,243.03,234.73,240.45,162.39,216.27,202.06,191.70,214.34,216.67,198.54,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-26 22:05:52.032000,L8,256.10,236.47,241.40,245.27,404.55,410.82,403.71,385.66,207.98,220.32,218.15,223.16,206.04,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:05:57.250000,L8,252.81,233.90,236.19,236.99,235.80,227.90,162.46,215.09,200.92,193.52,215.35,218.48,203.18,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:05:47.126000,L8,267.57,234.49,240.97,231.50,238.21,243.03,181.22,219.60,217.42,221.46,219.47,221.34,206.90,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01 22:05:40.248000,L8,246.95,237.27,238.59,232.02,240.71,236.47,182.72,221.76,222.34,225.62,220.98,225.13,207.77,161.49,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:05:27.019000,L8,248.77,233.28,233.51,227.87,237.45,222.00,181.12,216.22,199.87,214.88,216.78,216.99,203.41,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18 22:05:49.621000,L8,260.69,243.61,243.65,240.94,242.24,230.18,188.84,218.43,220.18,218.80,222.45,226.62,210.06,155.49,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20 22:05:24.255000,L8,239.78,227.04,235.04,231.43,242.04,242.04,187.33,220.84,216.50,221.98,219.54,225.54,210.06,157.13,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09 22:05:00.233000,L8,258.68,235.95,235.12,229.75,245.10,215.05,,177.15,186.88,224.05,219.78,227.69,210.88,156.77,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:04:50.953000,L8,500.11,239.84,238.27,240.92,247.02,243.57,177.97,221.81,221.68,223.46,219.14,224.71,217.05,159.60,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:04:40.307000,L8,259.76,239.65,244.65,250.46,244.36,229.92,168.94,218.42,221.27,223.58,219.41,225.45,202.64,162.17,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-15 22:05:04.399000,L8,447.45,478.97,513.46,502.69,277.43,247.17,241.46,228.89,232.22,227.16,219.25,228.13,209.89,155.86,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:05:23.291000,L8,257.29,234.47,236.26,231.73,239.28,232.56,179.94,218.01,212.29,205.56,217.46,220.67,203.96,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:05:29.751000,L8,255.68,237.11,243.02,231.46,241.92,233.12,179.38,219.30,211.64,220.36,217.96,222.63,204.48,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:05:33.462000,L8,268.05,236.81,246.91,233.70,242.75,243.29,183.83,219.88,210.77,203.17,217.33,220.94,209.53,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19 22:05:34.273000,L8,262.06,305.88,313.42,309.54,245.76,235.20,183.07,224.58,218.73,221.21,220.20,226.43,211.53,155.33,,397.06,,,,,,,,,,,,,,,,,,,,,471.31,519.56
2018-12-21 22:05:30.731000,L8,260.18,236.78,238.76,232.91,240.84,231.53,184.95,227.21,231.94,225.73,222.31,253.48,273.63,155.36,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06 22:05:29.894000,L8,252.85,233.97,233.45,229.20,239.31,233.26,181.77,222.96,213.41,227.47,218.98,219.96,200.11,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:05:27.936000,L8,245.44,234.74,231.98,234.10,247.63,229.70,184.55,221.73,223.27,221.89,219.54,224.59,199.85,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:05:47.276000,L8,267.64,242.65,237.76,246.61,249.26,228.74,415.38,400.46,396.03,227.06,222.79,226.78,219.71,176.81,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 22:05:56.310000,L8,265.74,239.22,233.86,227.04,241.19,225.47,179.36,219.92,217.07,221.84,219.29,223.71,210.08,155.96,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:06:01.934000,L8,264.29,233.75,232.51,224.62,236.58,226.13,178.84,215.85,203.68,206.08,216.04,221.45,203.62,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06 22:06:00.727000,L8,270.24,237.04,236.99,243.31,241.91,231.73,179.66,220.44,213.47,220.64,218.19,223.57,212.10,158.29,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22 22:05:57.141000,L8,276.88,234.66,235.97,232.49,242.01,231.52,183.59,222.57,217.86,220.23,218.60,222.65,210.53,157.77,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25 22:05:45.614000,L8,254.30,236.27,235.93,234.65,242.64,234.42,190.56,231.23,218.56,226.17,226.69,233.45,230.89,170.20,238.17,215.67,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:05:40.938000,L8,248.09,235.18,235.55,236.47,246.47,238.67,191.40,232.68,223.92,226.98,220.42,226.84,211.94,176.09,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20 22:05:42.019000,L8,272.17,259.71,254.75,270.42,267.53,242.56,190.22,234.37,225.98,230.25,222.80,228.58,234.41,189.54,,,,,,429.28,,,,,426.17,470.97,,,,,,,,,,,,
2020-09-21 22:05:54.893000,L8,260.22,237.99,236.50,231.66,258.59,231.08,179.66,227.96,221.97,222.32,220.22,223.56,210.61,165.00,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 22:05:58.112000,L8,252.48,237.77,238.81,227.31,245.65,233.31,179.98,223.43,216.61,222.27,218.83,224.29,205.72,158.22,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26 22:05:56.607000,L8,248.35,237.89,240.70,229.37,250.69,235.80,192.75,232.29,217.72,222.87,218.62,222.93,207.09,165.70,337.36,331.61,,,,,,,,,,,,,,,,,,,,,,
2021-01-11 22:05:50.293000,L8,252.29,237.55,237.37,229.16,262.08,230.22,191.03,301.26,305.21,284.26,220.07,216.05,207.02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:05:43.398000,L8,251.06,237.53,235.08,225.83,240.23,230.57,189.40,232.23,215.89,221.22,218.86,218.69,209.40,157.03,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01 22:05:24.398000,L8,255.72,240.21,237.36,227.45,247.94,228.55,192.13,229.23,217.57,222.98,217.58,223.46,207.85,161.26,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:05:18.296000,L8,259.23,239.04,238.03,232.76,250.39,234.78,202.55,238.01,225.89,228.82,224.03,223.38,195.66,174.14,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 22:05:08.805000,L8,349.23,237.05,234.28,228.84,248.71,227.40,191.01,229.51,221.37,225.42,217.36,224.29,214.97,163.98,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:05:56.897000,L8,269.59,243.87,245.42,240.33,239.94,245.30,184.63,228.02,213.08,222.28,218.13,224.50,207.46,163.63,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15 22:05:42.198000,L8,257.69,241.73,243.95,244.67,240.21,219.46,185.33,229.35,224.87,195.77,227.19,233.03,202.86,168.90,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:05:44.132000,L9,255.79,240.89,241.86,236.40,240.99,233.06,187.35,228.51,231.32,232.46,222.36,225.37,208.91,168.78,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15 22:05:16.001000,L9,256.22,237.49,243.11,235.93,244.73,216.89,186.05,228.08,224.89,226.93,221.03,228.75,223.20,188.45,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11 22:06:14.882000,L8,258.99,240.71,246.52,226.90,244.65,224.75,184.27,227.66,224.28,223.99,223.54,228.96,218.41,179.61,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 22:05:58.861000,L9,269.02,245.81,245.85,245.68,242.44,236.93,188.09,226.80,218.23,223.51,220.56,226.15,222.87,176.78,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:06:05.581000,L9,257.70,254.98,268.81,224.87,240.34,244.69,181.91,224.79,213.85,216.69,217.73,223.68,210.51,166.54,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22 22:06:05.804000,L9,262.38,239.28,243.59,243.49,236.48,224.67,180.09,221.41,204.47,210.20,215.56,217.64,204.66,160.94,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:05:50.040000,L8,258.64,243.55,244.70,238.17,239.46,238.14,183.50,221.91,208.63,214.59,216.15,222.92,248.02,171.80,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:05:38.279000,L8,264.12,247.29,243.18,243.01,239.01,242.92,194.68,224.44,219.09,221.07,222.14,229.26,246.62,184.33,,,,,,,,,,,,,,,,,,,,,,356.80,,
2023-03-14 22:05:47.276000,L9,256.61,237.80,239.74,236.56,241.54,232.81,196.49,223.83,221.81,220.37,219.25,229.41,246.91,183.87,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:05:28.899000,L8,256.07,237.14,240.67,232.39,233.08,232.66,185.99,222.16,219.60,219.18,217.28,222.20,244.79,178.78,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 22:05:35.326000,L9,259.02,234.49,236.95,232.42,234.65,232.40,186.02,221.98,221.20,221.17,219.20,225.16,249.39,182.35,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23 22:05:09.227000,L8,257.87,236.71,239.97,229.76,241.55,226.62,189.00,225.05,222.92,223.09,221.55,232.56,218.55,189.18,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25 22:04:56.681000,L8,253.28,236.69,235.54,230.13,248.86,220.05,182.71,221.49,221.51,224.31,221.18,227.08,221.65,185.63,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12 22:05:20.312000,L8,256.14,244.06,249.38,243.63,249.12,238.94,188.85,224.24,219.11,222.83,219.09,226.28,249.71,192.96,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05 22:05:23.191000,L9,258.27,238.56,240.38,234.93,247.86,230.53,185.70,222.54,220.03,225.29,219.34,224.97,213.79,187.45,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21 22:05:28.170000,L9,257.71,238.28,237.29,232.16,246.06,230.50,183.87,219.43,214.72,219.30,218.91,225.20,232.74,186.05,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06 22:05:38.778000,L9,225.00,218.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30 22:05:45.717000,L8,261.31,244.03,246.92,235.53,249.32,232.03,203.50,224.69,220.85,220.99,219.51,227.60,223.88,183.60,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-08 22:05:46.354000,L9,253.84,235.55,237.51,225.01,239.40,231.55,184.58,221.59,219.69,219.08,218.80,224.03,213.31,174.90,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09 22:05:48.886000,L9,260.86,236.97,241.97,241.39,248.05,231.69,180.62,218.25,210.09,216.46,218.88,223.04,209.70,168.14,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25 22:05:56.641000,L9,262.05,235.40,239.10,227.76,234.43,228.95,183.26,218.37,205.79,215.90,217.94,222.83,209.84,164.49,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-19 22:05:51.242000,L8,254.79,238.22,240.27,229.15,230.72,236.04,198.27,219.91,211.32,218.25,219.30,224.61,210.16,159.67,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 22:05:54.259000,L9,259.13,241.21,243.79,232.13,232.71,225.90,191.70,218.39,212.61,217.34,220.23,224.39,212.68,168.78,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05 22:05:44.082000,L8,252.45,231.77,238.08,226.59,229.23,223.50,188.33,218.75,211.17,218.85,217.28,222.65,216.13,172.77,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13 22:05:53.993000,L9,255.01,233.23,235.73,229.36,229.04,227.92,186.90,217.83,203.37,216.62,217.60,222.27,211.50,167.92,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21 22:05:41.519000,L8,244.49,231.36,233.16,225.54,228.29,224.35,178.89,216.96,207.91,216.26,217.90,222.83,206.62,165.94,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29 22:05:47.517000,L9,250.78,231.68,232.74,226.50,231.86,220.68,182.89,218.71,220.20,219.23,219.76,224.67,212.68,172.11,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 22:05:29.756000,L8,247.97,231.60,235.00,223.10,230.84,221.44,192.06,219.18,217.66,218.60,218.37,224.70,212.59,179.32,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16 22:05:47.569000,L9,250.06,231.88,233.74,219.83,228.97,217.52,189.27,219.40,220.12,219.96,218.17,224.13,213.51,176.47,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-24 22:05:18.113000,L8,254.85,233.34,233.34,222.70,228.70,218.90,183.28,222.15,213.79,219.74,220.33,227.83,218.28,181.03,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17 22:05:27.857000,L9,254.90,231.37,231.81,222.28,228.24,216.55,178.10,219.22,208.49,217.20,217.67,222.79,214.17,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 22:04:51.948000,L8,254.83,231.10,231.62,221.87,231.02,216.08,176.70,221.82,211.35,220.94,218.91,226.40,214.93,187.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27 22:04:41.027000,L8,250.22,234.57,235.92,222.24,234.47,217.40,181.99,222.47,221.44,224.04,222.33,228.94,223.65,227.57,243.21,236.97,,,,,,,,,,,,,,,,,,,,,218.91,201.83
2024-08-31 22:05:27.447000,L8,260.91,238.31,243.77,232.82,247.80,219.16,189.32,225.21,216.70,222.94,222.36,228.03,218.75,178.97,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26 22:05:48.252000,L9,256.84,236.45,241.72,227.22,237.00,216.00,191.69,221.55,212.35,218.86,220.36,227.65,212.03,172.22,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13 22:05:46.012000,L9,259.71,233.40,233.37,222.70,228.52,216.28,196.14,219.49,201.20,215.70,219.47,223.79,204.81,162.86,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:05:42.612000,L8,326.39,318.95,237.01,221.79,227.05,224.64,186.15,220.67,200.97,216.30,218.56,222.28,207.63,163.21,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-14 22:05:49.273000,L9,253.86,231.17,234.56,221.74,226.81,218.10,182.04,216.13,193.75,214.80,218.61,219.55,203.33,158.10,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30 22:05:44.230000,L9,252.58,230.87,229.52,221.95,226.62,213.80,185.09,218.98,205.36,216.46,218.91,221.01,202.62,159.02,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 22:05:31.534000,L8,249.26,229.42,229.47,220.95,227.80,214.11,184.41,220.42,188.91,213.87,217.98,220.14,205.88,164.41,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 22:05:30.904000,L9,257.06,237.09,235.74,222.76,236.26,216.63,190.49,224.21,218.62,219.29,219.23,223.21,210.21,180.03,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-04 22:05:27.976000,L9,311.53,234.50,240.57,242.96,232.07,230.13,183.25,219.54,219.97,202.78,208.25,213.38,272.68,245.69,223.18,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30 22:05:06.698000,L8,251.73,235.44,238.76,240.21,238.14,220.81,168.16,222.57,225.07,228.78,282.06,277.75,275.53,246.14,228.92,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:05:33.990000,L8,247.95,234.13,233.35,224.73,230.80,212.02,161.84,218.48,205.15,218.60,218.07,220.85,211.56,171.80,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-03 22:05:45.116000,L8,266.96,246.00,250.24,222.55,243.38,229.87,185.61,218.21,208.79,227.41,219.97,226.45,215.00,168.25,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-11 22:05:51.421000,L9,264.82,244.99,245.65,242.38,249.06,227.98,177.86,229.00,219.12,223.04,228.50,234.27,219.15,184.14,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-19 22:05:51.369000,L8,257.39,234.42,237.57,225.96,237.31,238.96,174.80,222.85,208.68,217.67,218.61,224.82,212.79,168.86,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-27 22:05:54.973000,L9,256.14,236.58,237.56,231.10,234.26,216.77,172.68,221.75,208.80,218.56,220.13,225.34,210.90,165.06,,,,,,,,,,,,,,,,,,,,,,,,
