dates,satname,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0116,nzd0234-0063,nzd0234-0064,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0117,nzd0234-0139,nzd0234-0140
2018-09-25 21:59:32.810000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.01,329.05,345.09,307.61,299.95,304.37,301.87,297.76,299.13,299.22,319.20,318.76,321.30,322.08,324.07,320.69,321.91,318.60,306.67,322.43,320.69,309.57,346.44,364.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.37,303.63,308.89,313.16,323.21,316.11,315.55,324.13,315.51,,,304.63,305.67,306.83,311.28,,
2018-11-28 21:59:46.576000,L8,287.99,279.47,283.16,285.39,287.42,296.56,293.36,292.82,292.46,290.06,294.03,299.40,293.19,296.55,299.24,299.71,296.69,294.10,292.23,293.66,294.34,289.08,291.13,289.15,287.02,287.59,280.76,284.32,286.78,287.31,283.65,285.52,285.94,285.22,281.06,283.84,286.81,290.01,289.95,285.37,285.75,280.85,282.97,281.22,286.13,288.65,295.55,296.63,302.27,296.09,296.26,290.85,,,,,294.75,300.42,307.44,307.06,306.71,298.26,300.86,289.70,295.33,293.98,294.21,296.83,285.43,284.84,295.58,294.47,300.39,296.66,294.50,291.82,276.46,274.61,278.12,,,,,,276.11,288.74,288.19,286.01,310.90,,,,,302.61,307.57,304.88,293.94,312.44,310.16,293.30,287.59,289.63,297.18,304.65,300.13,299.05,309.93,310.88,319.11,320.84,312.84,314.15,311.09,307.22,303.49,313.37,310.58,310.49,314.04,317.39,331.76,207.53,330.64,206.43,320.90,309.70,303.82,,29.41,293.52,286.40,285.80,291.15,299.87,297.18,300.28,306.26,312.36,307.02,305.70,316.36,307.90,298.17,281.31,281.60,291.16,298.94,296.16,307.78,313.42
2019-02-16 21:59:35.438000,L8,288.32,281.01,284.10,285.65,291.46,301.98,301.30,300.81,299.96,302.70,301.15,302.19,296.79,298.76,300.93,303.21,297.50,299.77,299.95,296.77,299.05,297.32,293.57,290.41,294.81,293.86,285.45,291.91,291.30,295.39,287.32,291.01,292.66,292.52,288.08,288.06,291.65,294.68,297.40,295.20,294.40,291.48,293.65,303.82,308.72,335.54,311.57,307.04,309.32,308.21,303.83,300.90,301.01,290.54,291.97,294.46,306.99,311.25,315.51,314.39,317.26,307.24,307.40,295.05,298.16,296.48,297.41,299.77,295.66,292.48,298.66,297.80,303.38,300.47,296.28,293.45,278.79,287.62,289.87,286.65,290.08,331.40,361.55,,,,291.44,286.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.64,295.41,292.95,294.54,293.85,315.68,,,,,,,,301.64,291.34,259.03,277.97,304.52,,,
2019-03-04 21:59:30.951000,L8,297.46,292.49,293.66,295.92,300.60,306.37,302.74,303.52,301.01,305.76,303.79,308.20,306.05,305.08,308.89,310.49,308.32,305.67,303.70,299.60,303.38,297.39,297.67,296.89,299.90,292.74,289.54,292.88,296.34,300.52,294.29,294.89,294.65,292.95,291.60,294.47,297.23,299.92,302.84,298.47,299.86,293.89,297.21,294.15,296.99,302.94,306.24,310.45,308.38,308.22,307.70,304.70,299.55,291.38,296.65,297.71,305.23,317.28,319.91,322.66,318.51,306.86,308.07,298.92,301.54,297.59,301.72,304.09,296.75,300.61,303.26,304.09,312.50,305.78,302.89,296.93,280.00,285.36,299.09,302.68,298.63,297.22,295.72,300.57,300.78,295.52,302.85,296.09,318.23,316.41,319.26,317.32,315.42,310.45,307.13,310.87,303.90,311.03,308.91,303.80,305.50,302.83,307.22,310.23,304.24,308.05,313.91,314.78,320.15,322.94,317.22,317.72,316.63,312.22,316.06,318.86,315.06,316.92,315.71,313.66,323.29,320.66,317.45,318.16,327.21,316.82,308.65,,50.38,298.13,301.40,295.51,297.70,306.84,303.56,307.79,312.30,315.97,312.78,311.71,320.13,307.22,301.76,294.63,298.53,301.75,303.66,305.03,312.95,317.45
2019-03-20 21:59:26.164000,L8,299.94,295.72,298.36,302.12,305.48,309.67,308.69,304.99,304.26,305.93,306.92,309.20,302.81,304.43,311.10,311.75,307.72,305.22,304.17,304.74,300.98,296.53,298.33,297.51,297.37,294.67,291.97,293.11,297.42,300.78,296.70,295.67,295.72,294.74,292.15,297.36,298.17,301.61,302.54,298.47,297.86,292.87,292.33,291.75,298.82,298.90,304.91,305.18,307.42,304.36,300.05,300.33,297.82,292.73,294.22,298.55,306.29,314.90,318.06,319.07,317.36,309.84,310.03,301.25,302.63,302.03,301.23,302.59,298.41,296.24,303.34,302.11,306.77,304.42,302.47,301.52,283.27,292.80,299.42,301.72,299.40,296.55,299.08,300.21,300.35,295.35,298.16,297.28,318.83,318.03,322.75,316.41,320.32,312.43,351.10,359.42,358.61,357.20,308.12,308.74,308.05,308.00,311.53,313.08,309.43,309.98,319.27,318.30,326.67,326.49,321.10,320.72,319.07,317.82,321.05,321.67,318.27,322.95,320.26,319.97,329.38,323.84,323.89,322.16,340.50,334.57,264.01,,82.28,297.24,298.44,295.39,296.94,306.65,306.19,308.67,315.11,320.45,316.07,312.86,324.36,312.22,302.85,295.19,297.97,303.40,303.60,309.01,317.21,321.94
2019-04-05 21:59:22.408000,L8,294.04,294.84,291.46,290.24,297.44,300.20,296.72,295.63,295.00,298.06,294.92,302.04,299.72,298.92,304.54,305.66,298.09,297.94,302.42,293.19,296.04,289.09,293.78,292.94,291.57,290.38,285.23,286.63,291.39,293.07,294.23,289.60,289.80,292.86,284.63,290.80,296.72,299.39,296.29,295.24,289.33,285.80,288.61,285.85,292.00,293.74,297.61,300.52,304.19,304.54,302.08,299.25,297.33,290.41,288.09,295.06,302.77,310.95,317.19,314.55,318.13,304.94,305.63,291.33,300.81,296.33,299.72,298.80,289.69,289.63,300.91,300.82,304.04,301.67,299.28,295.58,277.81,280.53,293.11,293.88,290.87,288.39,290.70,297.53,295.94,293.14,295.28,295.32,313.83,311.90,315.17,298.24,315.98,309.09,305.54,301.11,292.65,308.85,310.29,299.37,,284.17,299.06,308.47,301.81,297.48,291.97,291.00,,,,,,,,,,,,,,,,,,,,,,293.96,295.40,292.34,294.21,302.69,301.66,304.35,308.74,316.14,309.93,309.32,317.10,307.67,299.79,290.58,298.14,299.94,299.70,300.34,,
2019-05-23 21:59:30.770000,L8,302.44,293.98,301.93,301.26,306.59,314.82,313.11,308.71,307.86,310.47,311.54,318.14,311.24,319.75,316.72,320.22,317.01,315.43,309.03,313.59,309.55,305.33,305.74,303.84,306.77,305.27,294.36,303.75,303.75,305.12,300.82,303.33,301.77,299.44,298.79,302.87,305.08,303.24,308.43,305.83,303.00,300.67,300.38,297.60,301.90,304.21,311.42,311.68,312.08,314.60,311.07,310.50,306.76,296.75,295.16,303.46,310.33,319.86,324.37,325.83,322.99,314.59,312.70,305.41,307.57,307.75,309.14,310.99,304.94,301.84,311.14,309.48,314.29,312.25,309.11,307.72,283.85,294.04,305.63,306.34,306.57,302.91,305.74,306.51,304.47,301.38,299.92,300.83,326.01,321.10,325.61,321.99,323.14,318.14,317.54,315.12,312.49,319.92,317.82,315.84,311.08,310.87,312.33,317.22,310.80,313.63,322.52,321.48,329.66,326.78,326.96,327.23,324.74,321.22,322.74,324.49,325.01,329.15,327.65,325.05,333.63,332.38,329.41,328.22,338.49,322.00,316.80,,46.89,304.95,305.82,304.61,302.51,312.83,312.47,311.32,317.26,321.15,319.45,318.98,328.74,315.67,308.05,301.94,304.61,307.95,309.70,313.82,325.43,177.58
2019-06-08 21:59:38.441000,L8,304.69,298.13,305.28,305.22,312.66,317.41,317.96,315.45,307.74,312.48,312.61,319.27,313.40,316.39,316.07,321.43,315.00,316.50,313.98,307.65,309.54,303.78,306.05,303.67,307.17,304.16,299.43,302.37,304.18,308.94,303.19,304.70,303.75,302.60,303.85,303.83,305.67,306.00,307.92,309.32,306.47,302.96,304.06,303.99,302.82,309.22,309.17,308.02,311.00,314.40,313.35,313.50,309.46,303.50,304.88,311.33,318.12,325.68,328.42,329.40,329.96,322.43,319.30,309.46,310.74,310.88,312.22,313.79,304.89,306.78,309.55,309.83,313.99,312.47,316.09,316.02,296.36,308.18,312.63,314.47,314.13,308.74,310.37,309.65,309.09,305.45,306.87,307.17,332.48,330.87,332.04,327.49,326.16,321.55,321.67,319.11,323.68,323.27,322.77,320.32,319.54,318.93,318.62,325.65,319.08,323.16,330.10,327.68,340.45,336.21,337.15,330.91,331.00,330.52,330.43,338.79,328.67,340.14,331.57,328.73,339.49,335.44,333.71,335.96,342.90,328.92,320.68,,85.60,309.59,311.00,310.19,308.83,319.83,315.30,320.66,327.26,328.64,329.60,326.93,332.56,318.32,316.17,310.29,311.70,315.02,313.31,319.04,329.46,334.23
2019-06-24 21:59:43.906000,L8,305.59,299.16,303.02,305.37,309.59,319.67,318.92,313.39,311.63,314.74,314.47,322.03,317.99,321.00,319.48,320.44,319.54,320.81,313.68,315.12,315.03,308.90,310.81,309.32,310.24,309.95,302.09,306.47,314.08,308.06,309.33,308.30,307.53,306.60,308.01,307.01,310.85,314.76,311.76,309.96,310.26,305.64,307.30,305.88,305.19,307.79,316.61,315.41,315.13,318.44,317.28,316.21,314.03,305.67,305.72,313.26,318.83,328.98,329.82,328.23,330.97,319.32,321.71,313.68,312.58,310.37,314.74,315.45,310.55,307.64,313.38,314.91,316.83,316.97,317.83,314.21,294.82,303.20,312.85,313.97,311.20,309.46,309.05,312.64,310.06,309.09,307.38,307.29,332.90,328.49,332.36,329.42,325.44,324.02,321.69,323.24,318.38,326.87,323.16,319.81,319.16,316.69,322.05,320.63,318.06,320.99,328.55,329.11,338.13,343.14,331.09,331.37,331.26,328.28,329.52,341.02,327.45,335.75,333.21,332.11,341.80,334.68,334.83,337.16,339.10,326.76,321.72,,56.35,311.27,310.10,309.77,310.34,318.12,316.37,322.86,325.87,330.04,326.20,326.88,332.76,318.64,313.49,308.83,312.15,310.92,315.51,320.64,327.58,334.26
2019-07-10 21:59:47.381000,L8,301.26,294.94,300.65,305.31,306.77,329.15,314.37,313.84,308.36,309.23,315.12,324.23,317.56,312.73,322.93,332.73,321.11,313.73,309.66,301.07,307.98,302.26,307.19,306.27,309.30,306.02,287.17,305.82,303.99,309.18,303.52,304.72,306.71,305.30,305.86,303.03,305.51,305.02,310.43,309.61,307.90,306.42,307.01,298.17,301.36,304.89,308.27,311.43,316.46,316.12,312.06,312.96,306.32,303.26,302.07,306.46,315.37,325.80,325.76,324.20,333.54,318.48,318.71,318.00,322.04,314.72,313.02,313.68,306.36,307.59,308.82,312.08,316.69,315.54,316.95,318.81,298.22,300.64,312.85,314.75,313.48,308.95,313.16,317.95,314.07,307.14,306.42,307.45,330.58,329.86,330.76,327.66,328.67,321.23,326.65,316.53,320.14,324.10,323.41,320.88,318.14,319.06,320.07,322.82,324.13,320.81,332.30,330.54,344.87,341.68,334.70,336.52,335.15,336.16,330.77,342.28,335.58,345.53,334.90,331.72,340.89,342.02,337.95,345.67,342.27,328.43,323.81,,72.85,314.63,310.26,309.35,313.09,319.41,315.96,319.50,326.21,328.91,326.23,326.89,331.62,322.52,311.21,306.74,314.75,317.65,316.19,315.96,330.58,334.80
2019-07-26 21:59:52.236000,L8,301.23,297.46,300.46,303.24,307.16,313.35,314.86,309.59,306.44,309.13,311.12,318.70,313.30,316.69,318.73,320.20,317.49,314.53,310.93,306.82,309.39,306.76,311.38,305.81,307.46,305.21,297.56,303.81,304.07,305.34,303.45,301.60,304.81,304.28,301.08,301.92,305.64,307.43,308.73,306.79,305.87,299.45,303.01,301.65,303.85,304.20,314.29,311.95,310.18,314.50,313.31,312.37,309.00,301.55,300.76,308.39,314.59,323.01,327.00,327.33,329.53,317.16,318.80,306.78,309.78,308.61,312.17,313.42,307.82,304.36,310.99,313.32,315.64,316.32,314.34,311.11,290.02,297.74,308.90,311.47,308.09,306.92,307.97,312.23,308.28,306.51,304.78,305.05,327.70,323.85,328.69,326.15,324.97,320.73,320.56,320.46,314.49,323.63,321.77,316.02,314.16,312.26,317.65,319.75,316.81,318.05,324.87,327.96,337.73,336.81,330.19,331.31,329.93,326.21,325.57,331.88,327.22,333.26,332.73,329.58,339.26,337.38,334.00,335.23,338.29,230.83,266.98,,,306.30,306.87,304.84,305.24,312.58,311.93,314.98,320.04,325.82,321.73,321.48,328.94,318.11,310.39,304.67,310.02,309.02,311.67,317.62,327.90,334.02
2019-08-27 22:00:02.527000,L8,296.55,293.28,297.33,299.47,303.80,311.19,309.53,308.90,304.50,305.72,308.51,314.13,309.07,310.83,314.00,316.53,314.74,311.39,309.31,307.11,306.67,302.51,302.52,299.48,304.13,300.50,293.53,296.11,299.58,301.60,299.10,298.01,299.76,296.21,295.23,299.39,301.02,303.76,305.83,304.30,303.27,296.61,299.98,297.10,300.75,302.09,313.04,310.15,308.84,308.40,308.38,306.17,303.45,297.42,297.13,300.63,309.41,319.54,322.91,324.18,323.70,314.11,314.61,306.04,307.61,307.50,308.98,309.97,300.70,300.58,304.45,306.53,315.09,311.74,310.25,308.31,288.38,293.80,304.30,306.51,303.90,300.25,305.26,308.75,305.76,303.95,301.67,301.62,322.01,320.93,324.37,320.50,323.81,317.04,319.60,314.73,311.73,320.63,319.60,311.43,309.53,307.83,313.37,317.39,311.03,313.69,321.60,324.24,334.64,332.05,326.53,327.67,324.93,320.77,322.95,327.01,323.64,328.32,328.08,327.24,336.19,335.28,327.13,324.36,331.06,318.48,318.29,,83.27,304.71,305.29,300.78,304.19,310.01,308.15,309.49,316.71,323.24,318.64,317.38,325.37,317.92,308.03,302.26,306.53,306.78,307.62,309.91,325.14,328.47
2019-09-28 22:00:12.065000,L8,292.07,289.34,289.68,291.94,298.61,304.27,300.84,299.49,298.64,298.34,302.01,304.82,299.78,303.00,305.10,306.12,303.44,299.95,299.59,298.08,297.60,293.30,294.39,292.60,292.51,292.15,286.97,288.80,290.55,292.19,289.62,292.13,291.64,290.03,287.50,290.60,292.23,297.03,295.15,292.59,294.10,287.84,290.06,288.49,291.72,296.32,301.23,300.63,302.59,301.24,301.50,299.97,297.62,291.97,290.82,292.24,301.70,308.34,316.70,314.01,314.82,307.81,306.93,297.92,301.93,302.66,304.84,309.74,367.90,,,,,,368.64,307.19,308.17,355.44,327.53,313.31,350.38,347.47,298.75,309.02,335.11,370.83,380.07,,362.55,334.09,321.86,317.37,319.07,314.81,347.14,367.78,306.32,316.17,318.36,305.60,303.95,306.64,311.61,315.14,307.26,309.77,318.37,321.77,328.99,326.29,323.26,323.45,321.41,318.61,305.23,,,,,,344.43,330.47,321.54,313.25,335.85,316.17,313.50,,,299.66,299.73,295.59,299.08,,,,,,,295.69,357.35,312.51,301.94,295.47,,,,305.74,,345.20
2019-10-30 22:00:14.793000,L8,288.89,286.12,285.58,287.31,293.05,296.20,296.34,296.12,294.95,296.19,297.63,303.80,296.27,298.33,302.65,302.48,296.61,296.90,292.70,292.30,293.70,289.30,291.03,289.50,286.64,287.79,283.70,284.80,288.36,288.25,286.35,287.83,288.56,287.81,284.03,284.15,285.57,292.87,290.64,289.64,291.80,286.07,288.32,285.63,289.02,293.46,294.98,294.66,300.34,296.65,298.65,295.44,293.11,289.63,286.13,287.56,297.99,301.18,310.95,308.48,310.87,302.58,302.07,293.16,298.41,294.76,298.20,298.63,288.52,288.63,297.15,299.47,302.15,299.74,299.90,296.88,281.66,285.89,292.63,293.75,290.86,289.73,293.43,296.67,294.04,291.41,289.65,291.34,311.35,311.38,312.61,317.80,313.79,310.46,310.24,307.59,296.71,313.45,315.83,307.47,304.98,306.01,309.70,310.60,305.26,307.06,314.71,317.74,324.40,323.32,317.56,317.54,316.55,315.67,316.60,320.07,313.30,318.41,318.17,317.89,334.22,322.43,323.03,313.19,193.55,314.00,307.69,,81.77,293.96,293.70,289.54,294.41,304.35,298.97,303.09,306.30,315.17,306.77,307.46,316.07,316.27,297.26,289.48,297.04,297.13,302.74,303.89,314.51,320.43
2019-11-15 22:00:11.948000,L8,294.21,289.66,291.10,294.44,299.30,307.14,300.05,298.39,301.16,299.36,301.75,306.01,301.24,306.02,304.57,306.26,305.15,301.02,298.38,298.62,297.15,292.61,294.15,293.50,292.71,292.73,286.04,289.45,290.66,294.19,291.57,291.88,291.11,289.62,287.18,290.16,290.72,296.13,297.72,292.52,296.33,289.35,292.07,291.85,296.13,303.51,314.24,326.15,304.42,302.60,301.73,302.64,298.61,293.15,291.19,294.02,301.56,306.99,321.27,321.29,315.57,311.05,311.32,305.02,306.28,300.18,298.07,300.71,297.95,298.79,309.74,301.97,305.55,305.81,,,,,,,,,,253.38,304.02,309.12,311.42,297.27,,,,,,,,,,,,,276.15,306.54,321.55,317.30,309.21,311.93,320.51,324.38,330.70,331.65,324.24,325.74,324.94,320.78,319.94,324.48,333.67,,307.26,325.21,216.11,330.64,324.69,318.75,328.08,319.13,315.12,,67.00,300.46,304.48,298.56,302.49,,282.60,302.79,293.74,306.53,291.32,316.79,,,310.16,299.65,270.74,256.86,,,323.30,322.57
2020-01-18 22:00:00.864000,L8,293.45,291.52,294.25,296.86,308.91,308.27,308.08,308.49,304.00,308.12,303.63,309.36,303.42,304.31,305.57,310.17,309.18,306.60,311.25,307.77,307.55,300.36,299.98,298.90,301.80,301.60,302.79,299.14,303.39,310.99,299.57,299.87,314.55,306.71,305.94,303.22,303.61,303.16,305.40,310.74,316.63,318.75,318.55,316.69,317.28,310.93,310.21,307.75,318.43,318.23,313.07,322.27,308.71,326.18,315.17,297.59,336.83,340.20,323.31,337.85,328.37,320.33,310.41,300.31,302.31,296.97,302.50,304.80,300.35,298.44,305.40,304.61,314.50,307.00,305.50,299.55,282.05,287.44,299.16,305.19,298.23,296.48,300.01,301.37,298.73,297.05,294.74,295.24,317.45,317.98,319.06,319.63,317.70,313.62,312.93,310.10,307.11,316.41,317.80,308.11,307.27,305.58,312.32,314.63,306.97,311.87,317.94,318.88,322.65,324.50,321.03,318.59,317.68,314.78,317.01,319.80,316.81,318.16,316.94,315.44,323.42,322.24,319.06,197.08,326.61,316.87,311.95,,74.99,299.18,311.31,300.37,297.56,307.86,303.90,308.55,311.68,318.59,314.62,312.27,319.96,315.07,309.47,299.20,298.15,303.44,303.94,306.90,316.06,318.33
2020-02-03 21:59:55.286000,L8,,,,,296.36,299.60,292.89,297.58,293.55,295.62,294.99,287.72,,290.80,309.14,307.37,305.50,295.12,287.77,295.20,295.66,289.02,291.25,289.73,288.25,289.41,283.58,286.29,288.78,289.27,289.33,292.74,288.77,287.48,286.94,289.52,291.13,295.92,296.18,294.60,295.62,284.85,288.15,286.52,291.13,296.71,300.50,298.11,302.83,301.00,300.55,293.75,293.95,287.59,285.48,292.11,298.88,318.93,337.65,317.64,301.25,310.73,311.62,289.27,312.07,292.79,309.49,302.82,299.89,297.73,297.70,293.91,304.07,302.27,303.17,293.05,274.22,278.98,293.32,296.01,292.28,287.22,292.76,294.61,294.53,292.63,289.32,291.08,311.19,309.19,316.23,311.57,311.83,309.29,308.83,306.79,300.73,314.25,313.97,304.36,302.06,302.02,306.25,308.00,302.73,300.07,309.51,314.38,317.15,319.92,313.81,313.45,313.44,310.31,310.30,311.94,309.19,309.92,310.17,311.87,317.86,315.51,311.54,311.66,317.73,308.73,302.05,,32.40,296.98,294.59,279.31,285.56,302.26,299.75,300.22,303.98,311.24,305.65,306.78,315.87,312.37,296.11,288.32,295.20,295.53,298.07,301.27,309.46,313.82
2020-02-19 21:59:52.118000,L8,296.06,292.76,296.53,300.60,305.75,309.22,308.67,307.91,301.77,305.74,303.91,312.04,305.46,302.40,310.64,310.86,309.62,302.57,300.91,299.65,300.83,295.39,298.49,295.54,294.45,294.10,288.32,292.42,296.02,292.94,292.85,295.14,294.35,293.56,291.99,292.81,296.41,299.85,301.48,299.99,303.91,298.55,301.14,296.91,298.98,300.60,304.63,303.32,307.52,307.64,307.12,301.36,303.89,297.75,294.33,300.37,307.16,318.64,321.25,318.30,320.78,308.28,307.28,297.98,302.67,299.23,302.72,303.67,297.63,295.76,298.75,301.71,306.40,304.11,300.41,298.21,279.89,288.38,298.43,300.81,298.82,293.26,296.77,299.75,297.56,294.87,290.62,292.03,317.04,314.15,317.57,317.10,314.66,312.25,308.57,310.70,303.71,314.39,315.03,305.50,306.08,304.64,310.67,310.04,305.36,309.40,313.58,316.98,320.34,324.31,318.30,317.45,316.90,313.91,317.59,317.64,312.71,312.20,313.83,312.09,318.56,322.05,313.00,316.39,196.09,314.93,305.75,,78.83,297.39,296.91,294.13,296.03,306.14,304.66,308.00,311.29,314.07,311.23,311.45,318.36,312.23,302.20,294.78,296.97,299.40,302.30,307.01,312.30,318.09
2020-06-10 21:59:27.584000,L8,306.13,297.99,303.46,308.10,311.74,317.18,315.75,312.16,312.46,309.13,310.03,320.40,311.84,318.14,319.03,320.38,318.03,311.08,311.14,311.05,306.71,303.87,309.29,298.29,301.68,304.47,299.96,305.16,303.46,304.11,304.72,302.56,303.76,304.76,303.38,303.64,305.76,312.36,313.51,308.85,306.29,302.45,303.64,304.98,304.48,309.35,314.12,312.33,321.17,320.70,316.27,313.63,313.48,317.85,317.67,319.94,326.21,335.12,343.49,340.19,330.82,329.10,323.27,317.47,322.94,334.56,302.32,351.88,304.94,318.78,377.87,375.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.37,287.60,359.62,353.55,,,,,,,,,,322.23,313.82,,,,,,
2020-07-28 21:59:47.467000,L8,301.74,298.10,307.85,311.24,317.51,320.95,319.47,317.07,311.31,314.40,312.94,321.04,315.11,316.75,318.81,321.47,318.14,313.24,314.04,310.10,312.20,304.90,306.82,305.62,307.21,306.56,302.29,302.35,304.13,310.63,303.28,307.08,305.61,301.42,304.11,303.36,305.99,311.08,309.76,307.91,308.48,307.10,307.23,308.18,303.81,311.99,314.65,313.90,320.47,318.72,315.66,315.23,312.02,307.03,307.86,312.39,322.06,330.78,335.11,332.64,331.66,326.98,321.83,314.31,312.50,313.25,316.77,319.56,312.12,316.72,314.84,320.97,324.28,322.13,320.86,320.41,311.68,307.84,312.01,315.03,311.99,310.57,314.70,314.92,314.68,310.65,308.72,307.29,328.48,331.64,331.28,327.68,327.46,323.87,321.72,316.97,319.70,331.52,342.67,322.49,317.03,321.14,324.80,328.96,320.81,322.87,331.48,331.22,338.31,335.39,337.43,336.58,332.98,329.73,330.33,333.04,330.21,336.26,333.46,332.27,338.61,340.84,336.76,336.30,339.90,327.96,320.39,,60.59,313.00,310.09,306.75,311.96,317.92,316.06,320.19,324.01,326.54,325.67,324.44,330.22,330.73,317.48,308.55,313.55,317.27,312.32,318.01,330.82,330.21
2020-08-29 21:59:59.665000,L8,,269.55,290.55,298.95,303.45,309.44,308.99,306.12,302.36,302.39,305.84,309.59,306.49,308.57,323.32,332.29,311.60,290.19,306.24,308.21,304.68,291.59,251.64,,,,,,,,,295.32,293.05,295.01,288.50,,,,,,296.21,281.50,303.21,339.84,303.06,325.04,306.41,309.98,308.15,296.60,303.29,307.53,309.51,326.11,299.96,301.50,309.32,315.28,323.42,322.53,326.52,317.34,309.87,303.43,304.69,305.39,309.69,309.64,302.30,304.10,307.69,309.70,316.75,313.54,312.50,308.89,290.66,291.37,301.63,306.56,301.27,298.76,305.57,305.73,307.45,302.40,299.61,300.53,318.26,318.45,321.79,318.63,319.21,308.57,314.33,310.93,306.70,325.96,340.85,326.25,311.04,378.75,367.94,321.20,342.01,311.19,324.07,323.61,333.22,327.90,326.39,329.76,323.75,319.53,320.64,323.53,323.59,323.65,323.54,325.05,330.93,329.98,326.30,319.15,319.99,312.46,310.14,,78.93,304.00,302.71,299.01,301.85,308.90,307.58,309.37,313.85,317.07,313.67,314.66,321.02,334.88,308.06,302.66,305.90,305.55,304.40,335.63,324.24,321.87
2020-10-16 22:00:11.491000,L8,294.52,285.01,287.03,296.47,303.06,308.03,307.15,301.57,301.49,300.60,301.56,307.42,302.85,302.81,308.76,309.42,303.93,301.79,302.43,301.94,300.18,294.50,295.70,296.26,299.51,296.22,292.95,293.70,297.60,301.42,295.26,294.35,295.91,296.84,292.67,296.13,296.76,299.09,304.21,297.93,297.01,293.21,295.38,291.25,297.26,298.55,301.98,301.41,305.84,303.77,301.96,300.43,303.92,293.00,284.83,296.85,304.69,312.57,315.79,316.20,315.24,309.18,310.83,300.95,303.14,305.03,309.00,309.95,302.73,305.18,307.37,310.84,314.59,313.94,310.08,307.44,295.81,294.86,301.32,304.63,299.97,297.61,306.09,305.84,307.27,300.03,297.44,298.29,316.77,316.45,320.20,315.83,318.82,310.71,313.35,310.59,301.60,321.58,330.44,306.35,305.37,305.47,312.84,323.33,309.52,312.64,320.65,325.66,334.37,333.45,326.54,330.84,326.04,320.87,321.06,324.75,322.30,323.72,323.24,325.30,318.73,318.20,314.81,315.09,323.48,316.57,305.20,,82.26,293.69,291.03,293.26,296.43,309.06,306.58,306.22,313.25,316.44,311.14,310.40,319.05,319.37,305.04,294.88,301.00,305.49,301.94,305.18,321.14,323.38
