dates,satname,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0116,nzd0234-0063,nzd0234-0064,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0117,nzd0234-0139,nzd0234-0140
2006-12-06 21:48:41.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.27,271.22,266.15,274.77,271.37,272.90,270.26,288.44,290.95,282.59,284.84,283.11,269.98,278.61,274.19,,270.95,273.76,268.29,271.62,276.73,276.05,284.12,286.21,283.76,288.75,,,294.50,292.48,290.66,304.91,312.26,321.90,286.65,292.36,291.28,284.00,279.13,300.08,301.61,301.14,301.55,308.72,305.10,289.65,6.18,69.80,,,,,279.60,278.20,280.38,284.05,286.45,291.79,287.24,293.25,272.31,,,281.22,278.91,278.49,274.38,280.17,291.79
2006-12-13 21:54:55.384000,L5,289.77,279.77,280.82,287.16,291.23,293.35,290.30,289.07,291.77,293.96,295.29,297.32,299.42,301.88,301.97,302.78,302.07,297.07,305.33,305.32,313.46,302.23,304.63,304.05,313.05,305.25,299.24,298.50,303.69,302.89,309.66,305.58,302.67,299.96,293.89,299.28,295.38,298.49,296.62,291.39,286.02,293.04,288.70,294.84,295.73,294.93,299.31,297.36,299.80,297.19,300.15,293.57,289.57,280.99,275.44,278.36,283.26,296.56,298.40,297.24,287.56,285.73,276.49,274.41,271.73,275.51,274.86,265.29,267.79,262.77,270.25,279.16,283.04,273.74,269.40,271.51,268.09,269.85,270.93,275.85,271.66,272.47,274.32,278.29,277.26,279.27,275.13,276.76,294.89,285.48,281.00,286.99,274.09,278.66,280.50,273.98,275.17,273.91,277.99,275.05,275.23,280.46,281.84,286.70,287.34,286.03,291.67,302.43,307.17,318.34,317.13,300.27,295.86,289.91,291.53,296.45,293.48,298.01,291.86,291.59,312.19,309.60,314.40,317.06,324.59,227.02,292.20,,,263.60,261.36,266.64,268.79,277.18,283.42,286.55,287.14,290.04,296.28,313.68,302.87,275.98,269.56,264.03,282.15,278.27,279.13,271.95,296.48,307.83
2007-01-30 21:54:48.635000,L5,,280.31,273.10,273.73,271.22,279.75,281.71,283.88,283.90,288.10,286.57,290.10,287.80,289.72,290.20,289.51,292.73,290.58,287.19,282.22,288.82,288.97,287.16,279.21,284.79,282.35,281.10,278.95,276.08,282.75,279.64,279.15,285.85,283.50,276.80,277.21,282.00,279.87,282.04,286.86,277.87,268.43,277.69,270.14,278.68,283.20,287.47,287.63,289.62,288.64,288.77,287.48,288.63,281.67,272.92,272.31,280.70,287.40,297.61,298.85,295.40,292.85,283.70,276.05,284.82,277.89,279.93,277.30,274.93,273.03,275.43,276.19,279.99,281.58,277.10,276.47,273.61,274.79,272.45,271.26,280.76,275.47,275.47,280.07,280.76,283.37,283.36,284.90,307.13,302.43,304.97,294.24,298.74,288.98,289.05,290.94,287.13,287.66,285.86,286.58,287.03,289.83,291.99,293.33,297.71,298.02,302.21,297.56,302.62,299.44,307.66,304.32,302.87,298.57,295.87,300.55,301.63,295.66,298.48,293.30,301.80,302.81,298.84,306.25,306.12,302.56,290.02,267.50,28.80,266.11,273.45,270.04,280.14,293.72,292.02,296.80,299.37,299.10,306.31,306.91,308.23,287.50,282.09,271.76,289.70,293.07,290.53,286.52,289.84,295.69
2007-02-15 21:54:49.756000,L5,317.12,310.78,299.51,296.53,290.45,294.49,302.08,297.09,297.71,298.51,301.16,303.84,307.90,307.34,309.10,309.61,309.51,313.63,306.74,307.50,309.20,313.05,310.98,307.58,307.52,304.00,303.10,300.59,296.95,300.60,301.49,303.45,304.96,305.78,304.33,307.00,303.60,308.20,319.71,305.27,313.29,291.73,314.54,300.32,312.84,315.00,319.33,336.27,325.22,334.62,326.47,350.65,340.40,323.28,304.06,307.20,324.99,319.09,322.27,337.80,352.98,344.69,324.11,307.54,314.94,303.66,303.79,303.27,293.43,296.12,295.85,297.37,297.95,295.16,296.48,292.93,291.31,295.30,293.69,288.59,298.61,292.36,295.80,307.36,297.49,301.60,298.85,317.24,336.71,335.65,348.33,336.74,334.98,331.70,330.88,328.24,322.44,326.97,315.49,316.53,320.37,321.95,325.41,319.50,320.23,318.38,324.65,323.39,324.84,328.24,330.49,333.34,321.75,315.15,311.91,320.91,325.04,332.91,319.69,319.47,332.05,329.06,328.72,346.47,359.53,371.36,362.46,356.08,96.58,290.70,294.24,300.31,307.06,315.31,323.90,318.32,332.00,331.82,342.71,336.98,336.42,321.33,315.45,306.85,307.84,320.77,333.89,318.68,312.99,322.83
2011-01-25 21:49:47.233000,L5,309.07,309.79,310.01,323.41,330.66,336.47,297.72,299.06,302.23,303.62,298.71,297.70,298.21,299.53,297.93,296.40,293.86,297.75,297.49,291.09,289.49,290.11,286.92,294.00,293.92,290.35,285.66,291.34,288.54,289.15,290.73,294.78,293.96,294.23,293.43,294.07,295.77,296.29,298.35,293.72,291.67,289.29,290.14,286.06,287.40,289.83,295.13,298.59,299.90,304.00,311.04,321.13,315.53,301.60,295.72,299.39,304.67,306.54,313.58,319.32,320.10,310.76,307.34,295.82,302.87,306.20,301.63,299.91,298.67,299.51,300.00,301.32,301.38,302.73,297.19,295.20,291.73,289.30,288.23,298.54,307.35,311.14,316.92,320.75,316.43,322.42,319.78,309.79,336.52,332.81,324.69,325.04,327.26,327.69,320.38,318.07,322.36,322.72,318.07,317.48,314.42,317.07,318.89,316.23,317.49,316.46,316.02,320.64,324.22,322.34,322.22,323.57,326.77,326.05,320.29,317.78,326.51,323.02,315.53,311.82,321.00,321.09,332.26,334.19,341.50,340.71,338.61,331.52,27.90,288.46,300.30,302.41,297.90,309.38,310.92,312.08,317.60,320.66,329.46,337.08,332.65,322.22,305.07,291.21,314.21,315.13,314.78,322.00,314.84,323.39
2011-10-24 21:47:48.042000,L5,283.82,290.66,277.80,276.84,275.53,281.97,287.46,283.05,288.69,289.91,287.38,296.06,289.06,290.99,298.57,295.53,292.55,292.84,291.59,288.46,290.01,289.08,285.37,286.87,288.59,288.99,281.81,288.23,282.59,288.41,282.00,283.51,289.31,286.46,278.17,280.02,282.95,284.78,286.60,290.52,283.14,275.06,283.61,274.21,283.66,286.50,291.34,291.08,298.01,289.44,295.16,293.33,291.19,288.50,281.67,282.37,287.21,293.00,304.99,305.57,306.86,303.01,296.93,288.19,304.22,293.22,294.26,290.12,282.93,281.89,284.87,282.33,287.42,290.41,288.91,286.70,282.45,286.23,279.56,284.82,287.63,286.36,288.71,287.38,290.49,287.64,289.78,291.13,311.72,309.98,308.84,311.13,308.35,301.61,296.87,302.05,299.94,298.79,298.46,293.10,298.00,298.65,304.76,305.97,304.69,304.22,310.96,314.72,315.46,310.75,313.47,313.64,312.61,306.92,302.16,305.88,308.24,307.49,304.68,304.36,318.00,317.43,311.11,313.95,317.18,311.39,297.26,,43.45,278.81,281.75,281.07,289.72,297.82,294.28,299.21,304.54,305.58,309.78,308.48,308.31,300.78,293.77,280.64,296.87,299.28,295.16,298.99,296.40,309.65
2013-05-22 22:01:53.656000,L8,,,,,,,,,,,,364.96,309.57,285.28,295.37,294.87,283.59,287.02,284.46,287.55,294.77,275.79,,283.23,286.19,286.59,272.41,278.70,282.17,282.65,282.70,280.22,285.63,285.36,279.97,279.47,284.18,277.10,283.67,286.72,273.15,273.52,277.02,276.79,287.19,290.16,293.47,302.37,306.00,310.74,317.00,316.23,305.86,308.42,301.43,306.15,311.23,319.08,322.84,321.93,321.65,317.12,313.12,309.01,318.25,309.29,311.16,307.29,304.40,302.07,305.41,302.40,307.33,305.85,303.41,303.43,287.96,279.18,289.45,293.92,287.10,282.28,285.80,288.29,287.07,283.69,284.70,290.41,341.81,330.28,330.12,330.88,326.24,326.48,321.14,324.97,316.45,321.84,320.79,322.35,324.97,325.82,328.55,322.11,324.07,326.88,328.62,328.96,330.63,329.36,335.70,332.11,337.45,331.31,328.82,330.35,336.27,337.31,332.40,333.33,347.84,347.11,348.26,349.80,353.74,344.37,337.55,,63.39,297.68,302.42,306.90,311.19,312.04,315.80,319.22,328.79,327.85,329.64,333.36,334.77,316.23,316.87,301.00,301.44,308.69,310.94,318.28,334.09,333.69
2013-06-23 22:01:46.719000,L8,301.41,294.64,298.57,297.31,303.66,303.65,305.44,304.42,306.11,310.34,305.85,314.26,309.53,303.59,312.11,310.58,310.93,308.43,304.24,305.81,309.74,298.15,304.75,305.47,304.03,305.01,300.59,302.26,302.59,303.38,301.83,304.87,301.29,303.60,297.39,300.60,306.86,303.84,307.16,304.46,295.68,293.32,297.96,295.73,301.40,303.27,303.79,310.22,306.50,308.56,312.73,313.72,300.99,299.61,291.23,298.90,303.45,311.18,316.95,315.69,315.78,302.60,308.99,301.39,310.47,300.00,304.33,300.79,294.29,293.61,297.48,299.58,303.32,301.56,298.50,296.44,285.51,287.67,295.63,300.52,299.41,299.93,300.20,306.49,303.00,300.83,299.35,304.17,330.18,324.32,325.21,324.14,321.37,321.15,316.81,319.63,313.45,316.13,316.10,315.09,313.65,314.83,315.51,319.51,317.06,317.55,320.55,321.48,325.01,324.00,328.90,325.63,325.10,319.43,322.93,319.82,325.92,327.55,322.16,324.99,334.23,336.59,332.65,338.45,340.98,326.84,317.62,,81.11,290.57,293.62,296.64,300.83,311.31,312.57,314.88,319.49,322.09,322.34,324.95,328.08,311.56,298.60,289.02,306.54,307.53,310.73,314.58,323.87,328.96
2013-07-25 22:01:49.952000,L8,302.70,296.81,300.14,303.00,301.45,303.96,304.01,305.05,306.04,305.33,306.13,310.67,303.93,302.65,311.78,309.01,312.49,307.02,304.45,308.89,303.62,296.36,304.42,307.10,308.88,303.96,301.38,307.34,300.40,304.11,304.73,302.76,304.02,303.70,303.51,302.73,301.52,313.67,315.79,325.09,300.10,295.14,296.65,305.39,302.55,303.83,306.08,305.44,305.45,308.91,310.65,315.98,304.00,300.77,297.40,303.12,311.25,311.83,316.42,319.07,314.88,305.92,310.68,324.16,320.87,313.94,334.03,337.19,319.66,304.06,312.27,328.23,333.12,343.84,298.67,301.54,293.81,316.09,325.32,329.41,306.25,321.19,316.13,311.82,308.77,307.01,305.88,325.28,349.88,364.99,346.03,332.13,336.42,337.19,343.48,350.31,335.36,329.16,333.66,335.94,326.24,329.09,328.31,330.46,332.28,338.89,342.42,351.61,347.90,349.92,339.21,357.81,347.82,349.50,339.69,346.81,349.45,347.02,339.10,333.40,224.14,340.51,341.18,343.44,351.75,339.26,327.01,9.96,83.18,295.72,324.21,315.02,310.76,336.70,317.86,343.44,344.80,327.75,357.65,362.93,344.43,338.25,303.94,292.49,333.10,331.29,335.48,349.04,331.34,332.29
2013-09-27 22:01:43.236000,L8,,,277.82,292.79,288.71,295.72,296.01,291.93,299.51,294.92,292.64,322.26,,,,308.86,371.82,296.51,295.77,243.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.20,297.50,291.84,285.54,303.47,337.05,320.51,314.78,315.16,308.09,306.16,,316.88,299.54,298.05,298.00,283.82,283.30,287.38,288.33,296.76,294.64,292.24,292.24,282.91,285.49,286.01,290.37,291.97,290.69,293.12,297.32,297.16,294.44,295.94,299.60,295.21,294.88,288.08,289.57,292.58,273.90,285.05,281.01,275.45,293.57,286.17,282.01,290.06,291.24,292.67,298.65,295.63,294.35,302.99,306.53,317.14,316.65,318.47,314.15,318.10,315.24,311.85,302.28,305.77,308.44,295.58,293.63,319.73,318.38,313.50,308.55,313.62,294.73,,,,343.78,327.04,247.86,,301.06,293.14,289.79,295.57,295.54,295.75,295.60,299.30,287.62,297.91,287.66,301.62,304.49,299.22,283.51,291.75,311.59
2013-10-29 22:01:34.321000,L8,,,,,,,,,,,,,,,,,,,,,,,300.42,313.34,283.81,283.50,291.40,292.66,291.04,296.92,,,,,,284.20,289.14,296.52,296.47,294.73,298.35,,,,,338.98,304.59,295.44,300.28,296.81,299.54,299.16,290.86,288.32,284.03,285.61,291.99,299.60,308.81,308.76,312.63,298.70,300.65,294.24,303.81,299.35,296.29,297.50,281.19,282.13,288.64,286.61,295.96,293.04,291.14,289.69,280.93,282.64,283.46,291.35,289.12,290.00,290.38,294.61,295.83,293.15,299.76,296.42,313.29,311.54,310.30,310.53,310.64,304.47,303.01,304.85,293.76,306.08,303.16,298.19,299.47,299.57,300.61,307.03,299.20,301.03,306.44,310.54,317.09,316.01,312.74,311.48,312.42,308.08,313.10,312.05,311.93,311.15,308.28,309.74,326.69,326.03,328.14,320.99,324.01,311.41,302.66,,71.68,284.53,288.77,287.89,296.79,300.38,298.07,301.88,304.46,310.40,309.29,309.58,314.56,302.26,295.50,282.62,299.06,299.23,300.22,298.54,309.51,318.68
2013-11-14 22:01:33.487000,L8,291.84,284.82,286.94,284.44,288.15,289.39,293.60,293.96,291.78,293.81,293.15,300.54,294.57,293.65,299.28,299.82,295.98,295.70,292.87,293.79,297.28,294.71,291.77,293.68,294.74,291.18,290.97,288.93,288.01,292.33,289.28,289.15,291.83,289.98,286.02,287.93,290.31,296.12,296.51,292.89,287.26,283.24,286.13,285.99,288.59,291.50,297.06,295.26,297.20,298.13,299.08,298.18,291.39,289.56,281.87,285.01,292.86,301.05,307.47,305.74,307.43,295.77,296.90,293.35,302.70,292.49,293.42,297.28,303.18,281.14,290.10,283.96,283.11,309.70,293.46,290.28,280.69,277.10,277.40,285.76,,,,,,,,,319.11,324.99,310.97,309.16,307.16,308.03,309.55,306.03,299.66,307.53,306.83,,,,,,,,,,,,,,,,,,,,,,,,,,254.82,168.35,,,,287.91,287.69,284.91,294.74,,304.22,301.95,329.92,389.78,308.91,311.78,318.03,303.24,288.14,273.87,,,,301.73,,
2013-12-16 22:01:21.990000,L8,292.27,290.09,286.47,286.04,288.87,290.69,293.80,292.25,294.59,295.79,291.94,299.55,293.22,292.60,299.51,298.90,293.41,295.72,288.40,290.84,295.07,292.01,287.33,290.78,292.00,290.76,283.45,287.71,286.14,289.14,286.84,284.07,288.57,286.70,281.83,285.42,289.28,295.65,296.63,292.34,282.71,283.34,283.32,283.90,290.00,288.59,295.82,293.24,296.65,293.97,294.30,294.24,288.66,285.72,283.37,284.52,289.71,299.91,304.82,304.63,307.98,293.81,297.81,293.74,300.77,291.59,290.35,290.69,281.84,281.87,288.08,285.32,291.67,290.70,287.43,287.92,277.17,278.83,281.98,288.14,289.02,287.26,287.25,292.17,293.63,291.04,289.53,296.13,314.24,309.27,312.98,308.31,310.68,306.13,305.35,304.38,294.65,305.33,302.05,298.69,301.20,300.96,299.26,304.44,298.90,299.87,310.04,311.09,315.72,317.56,313.01,313.65,336.39,304.64,317.80,322.46,324.74,320.58,316.25,316.02,328.97,329.79,332.44,192.77,324.68,312.27,300.75,,79.64,282.81,286.01,287.74,292.47,299.30,299.92,300.66,307.59,309.87,308.47,310.54,313.63,297.53,290.50,280.50,297.55,299.27,300.89,297.40,310.10,319.04
2014-01-17 22:00:59.983000,L8,288.27,285.28,283.21,284.44,285.97,289.55,292.29,293.08,295.67,293.56,292.73,299.25,294.40,293.74,298.67,298.48,294.94,294.21,289.54,295.22,293.30,293.17,290.10,291.41,292.41,290.10,288.34,288.92,287.77,289.62,291.62,286.63,291.50,288.49,285.74,287.68,288.73,296.41,297.41,293.60,290.03,280.07,286.65,286.19,292.69,291.67,298.35,294.37,297.11,300.12,298.27,297.52,289.98,288.41,284.92,284.97,293.09,301.82,308.92,305.53,309.97,293.86,297.36,292.10,299.25,292.25,285.72,286.42,281.81,279.35,287.02,284.25,291.44,288.65,284.59,286.31,277.45,279.59,282.13,288.17,286.92,285.20,287.67,291.02,292.13,290.13,286.62,292.83,315.02,309.49,312.47,311.42,309.30,304.09,304.73,305.61,295.08,304.53,303.95,299.83,299.47,299.68,298.25,306.34,297.93,299.24,306.54,307.70,314.55,317.49,310.70,312.59,310.91,305.37,311.74,311.71,314.31,315.32,311.78,310.27,319.55,322.19,315.30,315.57,321.44,311.28,304.57,,78.42,281.47,286.10,285.98,292.08,300.76,300.44,300.51,307.34,309.85,309.15,309.94,314.87,299.89,288.66,279.21,295.77,299.37,300.46,297.46,307.52,316.29
2014-03-06 22:00:25.321000,L8,293.72,292.17,289.46,290.78,293.07,297.78,297.35,294.62,297.92,299.08,295.07,299.76,297.45,296.16,303.43,329.91,332.22,302.71,323.65,325.77,310.62,329.58,294.12,319.17,298.57,293.85,295.06,293.83,293.27,290.40,290.10,285.51,292.86,301.44,315.38,296.43,294.91,299.10,332.40,297.53,290.64,291.61,287.13,284.87,292.20,291.07,301.64,300.13,302.74,304.73,303.25,298.49,295.70,295.10,287.49,292.33,302.60,308.24,310.79,305.85,312.03,296.43,302.29,296.28,299.76,289.68,293.07,289.98,287.25,284.38,288.28,287.30,291.44,290.89,287.76,289.78,280.64,280.16,283.14,293.08,292.29,291.24,290.96,292.69,292.90,291.44,288.75,296.19,316.83,311.05,314.12,310.66,311.35,309.25,305.33,307.60,296.47,305.59,300.57,299.74,301.80,305.80,302.93,307.10,301.74,299.54,310.94,309.45,316.48,313.34,312.57,314.74,314.78,308.41,316.06,311.52,315.00,312.18,312.65,311.90,328.02,328.47,331.53,316.60,339.02,318.80,305.30,,79.44,284.41,287.61,290.49,293.40,301.60,301.70,302.82,311.48,311.51,311.47,312.24,315.02,299.54,292.08,283.28,297.06,299.16,300.62,298.25,309.29,318.73
2014-03-22 22:00:13.558000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.34,292.35,304.86,293.47,289.01,292.82,295.78,300.33,300.73,296.85,290.22,289.83,288.80,289.02,296.40,293.67,306.02,303.12,305.52,303.50,336.02,339.50,340.16,288.94,282.04,285.28,293.14,304.15,306.32,304.27,305.94,295.02,300.46,296.21,297.63,289.48,293.79,294.42,283.88,280.73,290.58,287.20,295.09,292.40,288.79,291.09,275.46,279.29,281.63,294.35,293.17,289.77,292.13,292.31,330.90,322.66,310.64,311.90,344.77,314.29,313.69,312.65,311.58,309.29,306.63,307.53,298.90,308.02,302.21,304.04,304.99,305.14,300.53,307.59,302.26,300.29,317.35,324.32,320.96,328.99,316.13,312.81,313.92,310.45,315.88,316.09,341.77,316.41,312.81,315.86,328.67,323.88,333.77,213.82,328.10,318.79,308.67,,73.94,285.07,288.73,288.63,293.92,312.34,338.49,305.01,311.78,330.01,316.51,325.29,320.72,301.16,290.73,282.02,312.15,308.74,319.37,302.77,314.16,326.07
2014-05-09 21:59:27.549000,L8,294.20,283.73,289.78,287.72,294.31,296.55,303.07,303.64,304.90,306.82,307.91,310.40,307.51,306.19,308.43,308.59,307.03,303.92,308.53,303.28,305.31,299.35,300.95,302.86,302.48,300.06,300.07,302.89,299.27,302.56,298.27,301.48,297.70,300.07,298.73,299.62,300.22,303.48,300.95,297.59,297.88,293.06,291.78,298.36,299.17,295.69,301.86,302.72,304.95,307.97,308.85,312.12,297.18,290.93,283.52,289.74,293.08,305.69,313.05,311.44,310.13,298.67,302.47,300.37,305.21,293.75,297.23,294.58,286.27,285.04,293.95,289.09,300.08,294.79,290.05,289.73,277.16,278.80,284.57,297.61,298.31,292.00,293.04,297.11,298.60,295.82,296.62,299.13,324.83,318.51,315.08,313.98,312.84,310.22,304.87,306.19,300.28,310.17,305.82,302.49,306.04,303.57,307.17,313.18,304.65,307.69,312.06,313.58,319.34,320.37,321.22,317.80,317.92,311.63,320.63,315.28,323.37,328.58,318.60,317.62,330.52,325.84,323.51,319.71,328.99,318.06,313.73,,68.39,288.49,292.89,294.88,300.30,306.33,306.04,307.44,314.22,318.19,318.56,321.23,323.56,304.35,296.54,287.04,302.01,304.12,304.54,305.27,319.00,324.44
2014-05-25 21:59:22.796000,L8,290.11,295.64,295.04,291.82,298.79,299.42,302.22,303.16,305.79,304.58,300.06,307.22,306.46,301.61,308.02,304.38,306.58,304.78,302.33,299.39,307.57,289.77,297.52,299.57,298.53,296.55,297.50,299.10,297.66,298.00,295.44,294.74,295.33,297.74,293.02,293.22,297.94,299.61,298.60,296.27,292.89,290.47,293.75,292.88,298.05,297.79,301.09,302.25,303.23,305.31,308.69,303.88,301.70,297.07,288.42,295.35,298.91,321.61,367.91,,,,,348.86,327.20,331.76,348.41,294.95,289.95,286.77,295.36,291.82,300.75,296.31,293.83,292.05,281.50,284.83,290.75,298.65,301.10,300.04,294.81,300.05,297.78,295.63,294.97,298.19,327.71,323.27,322.15,319.04,315.79,312.13,309.49,311.16,303.90,311.05,309.95,304.78,307.58,306.66,310.16,312.38,307.04,309.18,314.97,316.74,320.13,319.76,321.20,317.34,317.11,312.14,318.51,314.28,320.11,324.63,317.55,315.66,329.53,325.71,324.26,320.78,329.42,223.32,314.96,,80.47,,,,339.39,307.42,307.74,309.39,314.81,318.88,318.09,322.10,328.59,306.00,,,303.86,303.92,305.84,309.37,317.11,324.35
2014-07-12 21:59:43.196000,L8,308.49,295.09,301.32,305.76,304.79,308.65,310.66,307.97,311.91,311.49,310.22,317.58,313.76,313.15,316.36,316.46,315.62,321.23,308.65,304.36,311.22,304.81,308.27,308.81,310.05,310.09,303.19,307.43,305.13,305.72,321.48,307.49,303.76,309.79,305.31,303.92,304.84,310.59,304.92,307.71,301.99,302.10,304.30,304.46,304.21,313.50,315.29,313.08,319.02,313.17,314.79,316.70,316.14,313.86,315.42,311.97,313.51,324.67,328.80,323.36,326.45,315.14,315.26,321.45,328.89,309.72,312.55,308.06,337.10,346.15,307.02,317.52,316.90,308.90,307.33,308.26,303.98,306.32,306.67,311.89,311.84,309.06,307.30,311.70,313.87,319.25,302.85,332.68,340.20,337.07,334.00,334.82,334.47,297.33,285.59,273.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.95,303.24,303.46,311.18,318.90,326.61,333.23,327.64,328.17,331.92,348.63,336.67,,310.69,303.96,329.16,322.58,319.89,,,
2014-07-28 21:59:47.112000,L8,301.69,293.50,304.23,299.91,309.76,313.38,318.20,317.54,,,,,,,,,,,,,326.98,302.43,305.06,304.28,305.24,303.14,297.84,298.84,301.95,302.49,303.42,305.16,302.53,301.87,293.54,298.02,307.86,304.58,300.31,300.84,303.06,309.80,301.70,299.27,303.68,307.89,308.62,312.90,308.72,311.16,312.80,310.81,311.97,309.45,301.07,294.83,305.12,308.96,314.98,313.34,320.13,306.23,307.88,300.06,305.49,297.57,305.24,303.57,302.17,305.24,302.88,306.73,307.67,308.26,308.74,305.08,311.05,301.09,302.13,307.65,305.68,305.89,301.96,308.87,303.69,303.87,301.94,307.21,329.78,322.83,323.77,324.31,319.51,318.30,315.89,321.04,316.00,321.67,318.95,311.25,314.68,313.66,314.21,318.50,315.15,315.65,318.38,323.66,328.79,326.25,332.03,331.14,326.04,320.11,323.34,322.24,331.32,388.80,387.85,369.29,332.38,329.85,368.90,384.90,390.86,362.09,376.38,375.87,80.18,305.88,295.53,302.08,298.95,310.90,313.46,315.03,319.97,324.04,320.89,325.11,329.32,313.35,297.17,298.22,309.40,306.17,311.27,315.53,376.79,329.44
2014-08-13 21:59:54.812000,L8,351.03,357.95,354.73,336.96,333.95,357.05,345.47,352.00,334.29,333.17,339.79,347.22,352.12,341.62,356.88,330.72,357.83,338.38,365.02,372.85,334.26,369.49,348.05,336.96,326.68,328.33,332.29,340.04,368.86,319.07,331.66,353.33,348.91,351.72,360.30,334.20,332.99,357.06,338.92,342.70,325.90,338.02,339.92,367.00,333.55,347.90,375.13,347.19,378.41,383.17,349.30,364.35,392.98,366.08,354.68,,,,,,,,,,,,,,,,,,,,,,,,374.00,360.77,366.70,,349.36,336.56,359.75,350.80,339.51,348.74,,,,,,,,,,,,,,,,382.81,382.97,366.65,385.83,385.05,387.69,387.26,397.15,394.00,388.06,394.54,390.78,400.32,404.57,393.97,396.28,388.59,201.78,198.10,180.09,197.44,190.75,206.73,232.28,31.59,94.59,,,,,373.69,379.28,372.47,380.74,390.14,390.70,391.49,,,,,355.18,373.61,366.36,,,
2014-09-14 21:59:59.788000,L8,380.92,363.24,347.88,368.79,364.96,355.61,338.17,375.78,344.75,346.25,348.50,372.41,375.66,367.10,352.73,364.43,360.11,346.67,360.24,346.27,357.95,347.88,352.50,367.82,350.16,331.10,371.88,359.72,342.63,350.45,349.50,349.15,331.95,345.08,336.00,344.64,327.24,369.06,347.77,340.78,348.59,334.40,344.66,355.12,343.02,351.93,352.73,357.99,370.68,387.40,356.64,345.05,378.61,356.41,368.24,,,,,,,,,,,,,,,,,,,,,,,,,,,367.49,352.40,350.95,352.29,340.18,343.77,343.30,375.61,380.51,384.04,371.92,381.31,,,,,,,,,,,382.69,385.50,365.45,380.34,377.90,376.20,368.23,394.31,384.29,371.64,386.45,377.44,382.34,398.39,393.12,387.51,367.46,200.91,199.50,178.51,198.94,196.22,212.73,236.05,264.49,84.90,,,,,365.78,358.94,359.38,,,,377.99,380.85,,,,352.72,362.18,347.20,,360.13,379.36
