dates,nzd0234-0000,nzd0234-0001,nzd0234-0002,nzd0234-0003,nzd0234-0004,nzd0234-0005,nzd0234-0006,nzd0234-0007,nzd0234-0008,nzd0234-0009,nzd0234-0010,nzd0234-0011,nzd0234-0012,nzd0234-0013,nzd0234-0014,nzd0234-0015,nzd0234-0016,nzd0234-0017,nzd0234-0018,nzd0234-0019,nzd0234-0020,nzd0234-0021,nzd0234-0022,nzd0234-0023,nzd0234-0024,nzd0234-0025,nzd0234-0026,nzd0234-0027,nzd0234-0028,nzd0234-0029,nzd0234-0030,nzd0234-0031,nzd0234-0032,nzd0234-0033,nzd0234-0034,nzd0234-0035,nzd0234-0036,nzd0234-0037,nzd0234-0038,nzd0234-0039,nzd0234-0040,nzd0234-0041,nzd0234-0042,nzd0234-0043,nzd0234-0044,nzd0234-0045,nzd0234-0046,nzd0234-0047,nzd0234-0048,nzd0234-0049,nzd0234-0050,nzd0234-0051,nzd0234-0052,nzd0234-0053,nzd0234-0054,nzd0234-0055,nzd0234-0056,nzd0234-0057,nzd0234-0058,nzd0234-0059,nzd0234-0060,nzd0234-0061,nzd0234-0062,nzd0234-0069,nzd0234-0070,nzd0234-0071,nzd0234-0072,nzd0234-0073,nzd0234-0074,nzd0234-0075,nzd0234-0076,nzd0234-0077,nzd0234-0078,nzd0234-0079,nzd0234-0080,nzd0234-0081,nzd0234-0082,nzd0234-0083,nzd0234-0084,nzd0234-0085,nzd0234-0086,nzd0234-0087,nzd0234-0088,nzd0234-0089,nzd0234-0090,nzd0234-0091,nzd0234-0092,nzd0234-0093,nzd0234-0105,nzd0234-0106,nzd0234-0107,nzd0234-0108,nzd0234-0109,nzd0234-0110,nzd0234-0111,nzd0234-0112,nzd0234-0113,nzd0234-0114,nzd0234-0115,nzd0234-0118,nzd0234-0119,nzd0234-0120,nzd0234-0121,nzd0234-0122,nzd0234-0123,nzd0234-0124,nzd0234-0125,nzd0234-0126,nzd0234-0127,nzd0234-0128,nzd0234-0129,nzd0234-0130,nzd0234-0131,nzd0234-0132,nzd0234-0133,nzd0234-0134,nzd0234-0135,nzd0234-0136,nzd0234-0137,nzd0234-0138,nzd0234-0141,nzd0234-0142,nzd0234-0143,nzd0234-0144,nzd0234-0145,nzd0234-0146,nzd0234-0147,nzd0234-0148,nzd0234-0149,nzd0234-0065,nzd0234-0066,nzd0234-0067,nzd0234-0068,nzd0234-0097,nzd0234-0098,nzd0234-0099,nzd0234-0100,nzd0234-0101,nzd0234-0102,nzd0234-0103,nzd0234-0104,nzd0234-0116,nzd0234-0063,nzd0234-0064,nzd0234-0094,nzd0234-0095,nzd0234-0096,nzd0234-0117,nzd0234-0139,nzd0234-0140,satname
2005-04-30 21:47:03+00:00,313.79499999999996,312.27,313.73333333333335,298.65749999999997,293.908,294.286,298.192,297.096,297.986,293.54,295.4425,303.82399999999996,304.502,306.776,303.002,304.01599999999996,302.32,301.962,300.1,298.77,299.88199999999995,300.462,299.58599999999996,291.2125,298.408,300.39399999999995,290.515,289.2675,298.85,300.414,302.334,302.388,305.568,302.352,301.45199999999994,300.496,301.26000000000005,302.802,302.728,295.5625,310.1666666666667,276.0466666666666,290.7475,276.9866666666667,290.5625,301.53000000000003,298.29,308.998,309.51599999999996,309.466,323.58666666666664,299.93499999999995,298.6675,284.67333333333335,327.59999999999997,324.3066666666667,315.475,326.44,316.754,336.19666666666666,318.10200000000003,306.2425,308.504,287.9525,293.53,291.835,287.57,283.00333333333333,281.09666666666664,278.56,306.99,289.205,293.1175,290.775,287.9625,285.72,286.0625,289.2125,287.1875,286.265,292.64750000000004,290.0,286.995,290.905,290.82000000000005,295.6,293.9625,298.18,334.69500000000005,314.4375,312.4525,313.834,313.778,312.30600000000004,312.92999999999995,317.26800000000003,323.56,322.005,304.4475,316.18,313.13,300.305,306.3175,304.385,311.6275,313.84749999999997,317.5575,320.20000000000005,324.835,334.04999999999995,324.04,322.9975,317.7275,315.4825,312.26,308.2066666666667,320.74,307.5833333333333,314.52250000000004,336.73,313.54,247.335,138.92,235.885,353.135,355.66499999999996,289.96,275.655,53.61333333333332,279.625,281.4575,283.28999999999996,294.416,302.7,305.41749999999996,305.36749999999995,312.535,310.53499999999997,314.1825,317.81500000000005,329.92499999999995,302.06,294.485,293.918,301.51250000000005,303.6475,304.2425,325.87666666666667,334.61,301.75333333333333,L5
2005-06-01 21:47:18+00:00,302.4166666666667,308.046,306.3275,295.642,291.49666666666667,293.3333333333333,297.8533333333333,296.7083333333333,297.3633333333333,294.18,297.06399999999996,302.8616666666667,303.6816666666667,306.19166666666666,302.7316666666666,303.37,302.7483333333333,301.8533333333333,299.68333333333334,298.9433333333333,299.435,299.12833333333333,299.4283333333333,291.61400000000003,298.67499999999995,299.33166666666665,292.428,290.284,297.6116666666667,299.4316666666667,301.32166666666666,301.7,305.085,302.0733333333333,299.6166666666666,299.8233333333333,300.68333333333334,301.9683333333333,301.87166666666667,296.076,306.1775,275.62249999999995,292.61199999999997,277.365,291.492,299.97,299.402,308.6716666666667,309.2616666666667,309.095,317.9575,300.746,298.37,286.95500000000004,317.365,315.2625,309.3666666666666,321.4375,315.81333333333333,329.88,317.71000000000004,307.062,306.3883333333333,288.636,295.554,292.68199999999996,291.4533333333333,285.72,282.69,281.49,303.46,290.49399999999997,294.384,292.58799999999997,289.64,287.77200000000005,287.23400000000004,291.41999999999996,289.28200000000004,287.46,294.044,290.62199999999996,288.79,291.116,291.814,295.54200000000003,294.27,298.852,332.0,316.32,313.976,314.02666666666664,314.31333333333333,312.04833333333335,312.125,316.39000000000004,319.2266666666667,318.0233333333333,305.168,312.89000000000004,312.02500000000003,301.66400000000004,308.48199999999997,306.678,312.19,315.294,318.12,321.01000000000005,324.916,330.7966666666667,324.672,323.794,318.85,315.452,312.076,311.6875,320.108,309.98,314.372,328.76666666666665,316.155,273.32666666666665,152.815,262.69,340.37666666666667,341.12666666666667,292.8325,277.4166666666667,50.37749999999999,282.332,283.108,284.76,294.355,303.33000000000004,306.54200000000003,305.07,312.76000000000005,311.52,315.644,317.786,327.92333333333335,302.922,295.094,294.08166666666665,301.96400000000006,303.3,304.298,322.16499999999996,324.9266666666667,304.8675,L5
2005-07-19 21:47:39+00:00,297.22249999999997,309.038,299.598,295.47799999999995,295.872,296.252,300.29,299.31800000000004,300.93,297.51,300.52750000000003,306.332,306.932,310.07,305.198,308.764,307.33,305.826,302.962,303.832,302.44599999999997,303.034,304.452,296.18,303.69399999999996,304.65999999999997,297.795,295.24,304.00200000000007,303.43199999999996,307.93999999999994,307.81800000000004,311.492,308.102,305.654,304.482,304.214,308.332,307.784,302.21999999999997,302.752,279.29333333333335,299.29999999999995,281.24666666666667,297.6825,304.12,306.6125,315.10400000000004,315.72400000000005,315.78000000000003,314.434,306.985,303.21000000000004,292.60999999999996,311.006,309.4,306.3225,316.894,321.738,326.076,325.41,312.305,311.048,295.60249999999996,302.40999999999997,300.54999999999995,294.7633333333333,291.80333333333334,289.21000000000004,289.86,302.07,297.335,300.6175,298.7075,295.1775,294.7375,293.1775,294.5175,293.58750000000003,291.9375,299.6625,294.0775,292.2175,297.78499999999997,297.0525,302.52,300.02,305.03,329.8125,323.645,320.85,320.36600000000004,320.794,318.656,318.784,323.01599999999996,315.33500000000004,315.9875,312.515,311.27,319.392,309.85749999999996,316.52,313.9925,318.1675,321.54999999999995,324.2075,325.4425,329.26750000000004,328.52,329.1725,329.375,324.96,319.15749999999997,316.25,316.75333333333333,324.0825,314.71000000000004,320.5775,324.9325,317.77,320.1433333333333,166.71,314.55,335.78999999999996,333.9575,304.59999999999997,283.84999999999997,51.67499999999999,289.235,289.9525,291.14,301.61800000000005,307.1275,310.2,308.1025,316.315,316.465,321.3025,323.48,326.33,311.695,299.08,298.332,307.45,307.64,307.755,318.62,320.625,310.5133333333333,L5
2005-11-08 21:48:04+00:00,278.4566666666667,290.78000000000003,279.53000000000003,279.74666666666667,281.67,287.2166666666667,293.99333333333334,292.32666666666665,292.79,294.31666666666666,297.62333333333333,297.34999999999997,296.90999999999997,299.94666666666666,296.56666666666666,299.94666666666666,300.25,298.03333333333336,293.81333333333333,294.48333333333335,294.37,295.85999999999996,295.47666666666663,291.9766666666667,296.3333333333333,292.96999999999997,293.88666666666666,290.61999999999995,290.27000000000004,290.91333333333336,292.5433333333333,292.2766666666667,296.99333333333334,294.7866666666667,290.2966666666667,289.34,292.4766666666667,292.2966666666667,294.08,296.3866666666667,289.29999999999995,278.36,291.71666666666664,280.09333333333336,290.34,291.19666666666666,300.16333333333336,301.9533333333333,303.49333333333334,303.96000000000004,299.34,301.18333333333334,296.34,292.07,285.11333333333334,285.90000000000003,295.35999999999996,300.04333333333335,308.67,309.67333333333335,311.74,306.18666666666667,297.40000000000003,288.36,297.1066666666667,292.0433333333333,293.61,290.16333333333336,286.9866666666667,287.41,291.65666666666664,287.28,294.63666666666666,294.82666666666665,293.7166666666667,290.99,290.3066666666667,292.27666666666664,290.9666666666667,290.31333333333333,295.55,291.13666666666666,289.3966666666667,291.25333333333333,291.7033333333333,294.54,292.67333333333335,296.59,322.1266666666666,316.85999999999996,318.03000000000003,309.94,312.98,307.7633333333333,304.2366666666667,308.4433333333333,304.12,305.5,301.7133333333333,301.48333333333335,303.2,302.76,310.8533333333333,308.4666666666667,314.43,314.7133333333333,319.51,317.08,321.2,318.32,323.43666666666667,323.31,319.12999999999994,312.04999999999995,306.91,315.3733333333333,312.98333333333335,313.03000000000003,309.4266666666667,308.5333333333333,316.3666666666667,318.8833333333334,166.71,315.58,317.77666666666664,312.41333333333336,303.96666666666664,285.78000000000003,42.11333333333332,286.7066666666667,285.62666666666667,288.4266666666667,291.44666666666666,302.58666666666664,305.79333333333335,301.53000000000003,311.89666666666665,311.07666666666665,315.99333333333334,316.3233333333333,318.94000000000005,303.69000000000005,293.3866666666666,290.43,301.01,303.8733333333333,304.19666666666666,303.0,302.84666666666664,308.9766666666667,L5
2005-11-24 21:48:28+00:00,277.95500000000004,287.3,277.7975,277.5975,280.6975,285.71000000000004,292.735,290.3625,291.1125,292.7475,294.88,294.8125,294.55499999999995,297.1625,294.385,297.265,297.44,295.4425,291.9325,291.96250000000003,292.5025,294.7475,292.72749999999996,290.0325,292.9325,291.0675,290.1875,288.7125,287.09000000000003,289.0725,289.14,289.685,293.5625,291.32500000000005,287.4525,286.325,290.01,288.8675,292.0,293.0625,286.5,277.045,288.22,278.7475,288.435,289.6825,297.14,298.875,300.46500000000003,300.4275,296.22,298.9275,294.4175,290.34749999999997,281.4525,283.63,292.6725,297.81500000000005,305.6825,307.2225,308.51,303.46,294.5525,285.4075,294.13,288.38,290.31,287.655,284.3875,283.9325,287.71999999999997,284.8375,291.675,292.27,290.70500000000004,288.885,287.495,290.835,289.0475,287.28499999999997,293.835,289.2425,287.685,289.0375,289.52250000000004,292.7875,290.6225,294.7075,317.41249999999997,313.1825,313.3175,306.3925,309.515,304.1325,301.34000000000003,304.485,300.17,301.365,298.99,297.64750000000004,299.7225,298.815,306.6975,305.7825,311.8275,313.7425,317.0825,315.1225,319.0625,315.82500000000005,320.4975,321.925,317.21999999999997,310.275,305.4625,312.755,311.81,310.805,307.905,305.0175,313.4675,316.3325,166.71,312.815,315.6825,310.18,301.2975,282.25750000000005,42.74749999999999,281.8125,283.3675,284.075,288.3325,300.65,303.37,300.4875,309.4525,308.9625,312.5775,313.1925,315.39000000000004,299.865,290.7675,286.85749999999996,299.83500000000004,302.4575,302.1425,299.3675,300.345,305.6625,L5
2006-01-27 21:49:58+00:00,275.26000000000005,283.245,273.25000000000006,273.9266666666667,275.5933333333333,280.81333333333333,286.8533333333333,284.71000000000004,286.82,287.16333333333336,288.51,289.77666666666664,289.59666666666664,290.83666666666664,289.93333333333334,292.5366666666667,291.71000000000004,290.6766666666667,285.85333333333335,284.1133333333333,287.96333333333337,291.38000000000005,287.7133333333333,282.73999999999995,284.52,284.45,279.48999999999995,280.03,275.5,279.6566666666667,279.37333333333333,278.60999999999996,281.19,280.56333333333333,278.7133333333333,279.03,279.8666666666667,277.81333333333333,283.53,280.8966666666667,275.93666666666667,270.6166666666667,277.1766666666667,273.13666666666666,280.3766666666667,284.40333333333336,286.8666666666666,289.2366666666666,289.59666666666664,289.6333333333334,288.7966666666667,290.36,283.75666666666666,286.87499999999994,276.78999999999996,280.22,288.17500000000007,287.40333333333336,297.24333333333334,299.56666666666666,299.18333333333334,296.07666666666665,288.38666666666666,277.06,284.3333333333333,279.76666666666665,281.50666666666666,281.5833333333333,274.9833333333333,272.59,276.32,273.0933333333333,282.26666666666665,282.37333333333333,283.9433333333333,278.8666666666666,277.90333333333336,280.76666666666665,280.1133333333333,280.96999999999997,288.02666666666664,284.13666666666666,282.8933333333334,282.74666666666667,283.53333333333336,285.4,284.3233333333333,288.05333333333334,309.53000000000003,304.51666666666665,304.9266666666667,298.28333333333336,303.62666666666667,296.19666666666666,294.80333333333334,297.59666666666664,292.27666666666664,293.4266666666667,291.0133333333333,289.91,291.51,290.0,296.7133333333333,295.43666666666667,304.9733333333333,305.2866666666667,310.65000000000003,305.02333333333337,310.5833333333333,306.6566666666667,312.6066666666667,313.25666666666666,308.9633333333333,304.05333333333334,298.8833333333334,305.74666666666667,306.58,303.7766666666667,300.1166666666667,296.0233333333333,305.19,307.9266666666667,165.47,306.2366666666667,310.18666666666667,304.7666666666667,295.1433333333333,279.7700000000001,34.21999999999999,274.24666666666667,277.82,274.25666666666666,278.9666666666667,295.2966666666667,298.3,298.25666666666666,306.3833333333334,302.0933333333333,305.28666666666663,307.26666666666665,308.16,292.22333333333336,284.6266666666667,281.02,290.79,296.00333333333333,294.59,290.7033333333333,293.2166666666667,297.53333333333336,L5
2006-02-28 21:50:40+00:00,295.3833333333333,283.245,273.25000000000006,289.3625,275.5933333333333,280.81333333333333,295.905,293.65000000000003,295.79999999999995,296.8125,296.275,297.68,296.6325,297.29999999999995,298.0375,300.46000000000004,299.34000000000003,298.59250000000003,293.52250000000004,293.09,295.72,299.1975,294.23749999999995,291.755,293.5825,293.625,288.99249999999995,289.9325,287.1625,289.9275,291.1325,290.0925,291.875,280.56333333333333,278.7133333333333,279.03,291.1225,277.81333333333333,293.805,292.0375,275.93666666666667,270.6166666666667,277.1766666666667,273.13666666666666,280.3766666666667,295.18,286.8666666666666,289.2366666666666,289.59666666666664,289.6333333333334,288.7966666666667,290.36,283.75666666666666,286.87499999999994,276.78999999999996,280.22,288.17500000000007,287.40333333333336,297.24333333333334,299.56666666666666,299.18333333333334,296.07666666666665,288.38666666666666,290.1675,296.52,279.76666666666665,281.50666666666666,281.5833333333333,274.9833333333333,272.59,276.32,273.0933333333333,291.47,292.75,294.60249999999996,278.8666666666666,277.90333333333336,280.76666666666665,280.1133333333333,280.96999999999997,288.02666666666664,284.13666666666666,282.8933333333334,282.74666666666667,283.53333333333336,285.4,284.3233333333333,288.05333333333334,309.53000000000003,304.51666666666665,304.9266666666667,298.28333333333336,303.62666666666667,296.19666666666666,294.80333333333334,297.59666666666664,292.27666666666664,293.4266666666667,291.0133333333333,301.77,302.72,301.18,306.895,305.0675,314.005,313.4175,317.92,315.56500000000005,310.5833333333333,306.6566666666667,322.92,322.835,308.9633333333333,304.05333333333334,298.8833333333334,305.74666666666667,317.78999999999996,314.0525,308.685,304.045,305.19,307.9266666666667,165.47,306.2366666666667,310.18666666666667,304.7666666666667,295.1433333333333,279.7700000000001,34.21999999999999,274.24666666666667,288.2575,285.845,289.615,295.2966666666667,298.3,298.25666666666666,306.3833333333334,302.0933333333333,305.28666666666663,307.26666666666665,308.16,292.22333333333336,284.6266666666667,291.4525,290.79,296.00333333333333,294.59,290.7033333333333,301.1975,306.5475,L5
2006-07-22 21:52:58+00:00,335.63,,265.35,302.41499999999996,267.43,279.195,297.25,294.75000000000006,298.99333333333334,298.1566666666667,297.08666666666664,300.62333333333333,298.50666666666666,296.42,300.24333333333334,303.77,301.71000000000004,301.5833333333333,294.94,297.1333333333334,296.87,301.33,297.62,293.84666666666664,295.59,297.00666666666666,293.21999999999997,292.1666666666667,290.78,291.50666666666666,295.7633333333333,293.16333333333336,294.33666666666664,279.07,277.485,279.865,294.52666666666664,276.70500000000004,297.18,295.3666666666666,272.735,263.105,276.42999999999995,267.405,281.25,298.61333333333334,286.91999999999996,289.22,288.205,288.84000000000003,290.44500000000005,288.73,277.25,283.47,276.31,278.91,279.41,277.20000000000005,295.41999999999996,298.96000000000004,298.865,295.825,286.04499999999996,297.45666666666665,302.36333333333334,282.94,282.405,283.815,273.355,272.66999999999996,276.825,269.78999999999996,294.58,297.40000000000003,299.22333333333336,278.745,280.225,278.90999999999997,279.775,283.67,290.83000000000004,284.29499999999996,281.57,284.28,283.055,285.225,285.55,287.96000000000004,313.025,302.22,305.75,301.04999999999995,304.66999999999996,296.525,297.09000000000003,301.57,294.84000000000003,296.325,294.71000000000004,309.16,309.02,308.18,313.29,308.2633333333333,317.89000000000004,315.0933333333333,320.87,318.13,309.61,305.715,328.50333333333333,325.04333333333335,307.095,305.685,300.675,306.38,322.72333333333336,318.71999999999997,314.01,307.4266666666667,301.47,303.14,165.47,300.72,304.72,298.08,289.97,,17.34,276.82,294.06333333333333,289.62,293.5133333333333,293.12,299.305,300.32,308.16999999999996,300.15999999999997,306.235,309.595,310.26,297.84000000000003,285.41499999999996,296.60999999999996,287.655,294.11,288.69,295.275,305.82666666666665,312.43666666666667,L5
2006-08-23 21:53:23+00:00,335.63,,,335.67,263.06,281.605,299.3466666666667,296.0466666666667,298.18333333333334,297.08666666666664,296.83666666666664,301.5566666666667,297.31666666666666,296.84,301.28,304.08,303.53,303.34999999999997,297.20666666666665,298.3433333333333,297.18,303.7733333333333,296.7766666666667,295.84999999999997,298.38000000000005,299.42,296.76666666666665,295.84999999999997,295.1566666666667,296.49333333333334,299.1266666666667,297.73,299.74,284.11,282.74,280.82500000000005,297.89666666666665,280.61,299.01666666666665,299.18333333333334,277.79999999999995,265.96000000000004,279.235,267.93,282.93,299.67333333333335,287.725,291.065,292.31,289.985,292.53,291.06,284.72,278.035,273.135,273.015,279.18,282.86,302.59000000000003,306.42499999999995,300.17,298.685,288.115,299.74666666666667,304.92,284.615,284.96000000000004,283.015,275.44,275.16499999999996,275.27,272.725,296.3433333333333,300.24333333333334,299.49666666666667,281.645,284.48,285.885,282.46500000000003,282.08500000000004,288.265,283.58000000000004,280.005,283.435,284.09000000000003,288.28,287.725,289.61,311.515,303.03499999999997,309.395,308.07,304.585,297.08000000000004,296.37,301.78499999999997,294.27,294.4,296.07,308.01,308.89000000000004,309.1466666666667,313.62666666666667,310.0733333333333,318.06,314.98,319.9066666666667,319.25,311.59,306.61,330.40333333333336,326.81333333333333,309.21000000000004,305.38,302.03499999999997,304.03999999999996,323.82,320.68666666666667,316.25333333333333,307.7266666666667,310.68,308.5,,308.25,310.02,302.34,288.71,,7.18,275.87,296.3866666666667,291.74333333333334,295.9866666666667,293.17499999999995,298.37,300.41499999999996,305.185,301.23,307.34000000000003,311.15,309.35,298.065,287.58500000000004,297.10333333333335,292.75,299.135,292.28499999999997,294.93,306.64000000000004,314.51,L5
2006-10-10 21:53:56+00:00,323.39,,,309.46,277.74,290.74,295.40333333333336,292.5133333333334,294.92,293.93,294.6366666666667,298.76666666666665,296.3866666666667,297.16,300.8766666666667,300.8533333333333,300.8533333333333,300.77333333333337,297.29333333333335,298.0366666666667,296.9433333333333,301.43333333333334,296.37,293.94666666666666,295.47,296.93333333333334,293.68333333333334,292.24999999999994,291.2866666666667,293.6,295.0566666666667,292.31333333333333,295.8966666666667,291.8,291.01666666666665,290.72333333333336,294.24666666666667,289.90000000000003,295.61000000000007,295.13000000000005,290.45666666666665,265.96000000000004,291.7966666666667,267.93,282.93,297.33,298.49666666666667,301.82,304.05333333333334,289.985,292.53,291.06,298.99666666666667,278.035,273.135,273.015,279.18,282.86,302.59000000000003,318.77,311.4433333333333,307.9866666666667,299.73333333333335,295.25333333333333,300.18333333333334,295.00333333333333,293.3866666666667,292.1233333333333,285.96999999999997,285.06666666666666,287.53,285.55,293.81666666666666,295.3866666666667,293.4533333333333,290.27,291.4266666666667,294.5466666666667,290.50333333333333,290.36,297.18666666666667,283.58000000000004,280.005,283.435,294.58666666666664,297.93666666666667,295.78,297.48333333333335,320.25,313.24,319.2366666666667,316.49666666666667,312.96,308.48,296.37,312.71666666666664,294.27,294.4,296.07,293.34,295.15999999999997,296.36,313.25333333333333,310.43333333333334,316.16333333333336,315.4533333333334,319.4,316.19666666666666,323.35999999999996,306.61,325.68333333333334,321.4266666666667,315.28000000000003,309.96000000000004,309.70666666666665,312.48,317.45,316.0733333333333,314.27666666666664,307.7833333333333,310.68,308.5,153.52,308.25,310.02,302.34,288.71,,7.18,285.95666666666665,292.50333333333333,288.45666666666665,292.76666666666665,303.03,307.5566666666667,310.58666666666664,312.34999999999997,310.3933333333334,317.06666666666666,318.6433333333334,317.58,298.065,294.95,290.05333333333334,301.29333333333335,305.9766666666667,302.17,294.93,306.16,304.97,L5
2006-12-06 21:48:41+00:00,323.39,,,309.46,277.74,290.74,295.40333333333336,292.5133333333334,294.92,293.93,294.6366666666667,298.76666666666665,296.3866666666667,297.16,300.8766666666667,300.8533333333333,300.8533333333333,300.77333333333337,297.29333333333335,298.0366666666667,296.9433333333333,301.43333333333334,296.37,293.94666666666666,295.47,296.93333333333334,293.68333333333334,292.24999999999994,291.2866666666667,293.6,295.0566666666667,292.31333333333333,295.8966666666667,291.8,291.01666666666665,290.72333333333336,294.24666666666667,289.90000000000003,295.61000000000007,295.13000000000005,290.45666666666665,265.96000000000004,291.7966666666667,267.93,282.93,297.33,298.49666666666667,301.82,304.05333333333334,289.985,292.53,291.06,298.99666666666667,278.035,273.135,273.015,279.18,282.86,302.59000000000003,318.77,311.4433333333333,307.9866666666667,299.73333333333335,295.25333333333333,300.18333333333334,295.00333333333333,293.3866666666667,292.1233333333333,285.96999999999997,285.06666666666666,287.53,285.55,293.81666666666666,295.3866666666667,293.4533333333333,290.27,291.4266666666667,294.5466666666667,290.50333333333333,290.36,297.18666666666667,283.58000000000004,277.07666666666665,277.67333333333335,294.58666666666664,297.93666666666667,295.78,297.48333333333335,312.2975,307.6675,310.075,308.5825,305.4975,298.855,290.45,303.085,294.27,286.5833333333333,288.6333333333333,284.99,287.31333333333333,289.81666666666666,303.9525,303.855,308.675,307.53000000000003,311.73749999999995,316.19666666666666,323.35999999999996,302.5733333333333,317.3825,313.735,312.6875,310.535,312.755,306.0225,311.1775,309.875,306.7075,307.7833333333333,305.38,305.055,227.32999999999998,304.9,309.37,302.34,289.17999999999995,,7.18,285.95666666666665,292.50333333333333,288.45666666666665,292.76666666666665,303.03,307.5566666666667,310.58666666666664,312.34999999999997,310.3933333333334,310.7475,310.7925,311.4975,289.48,294.95,290.05333333333334,301.29333333333335,305.9766666666667,302.17,288.08,299.6625,300.57666666666665,L5
2007-01-30 21:54:48+00:00,323.39,280.31,273.1,291.595,279.7166666666667,289.62,293.26666666666665,291.75333333333333,293.2,294.5733333333333,295.0266666666667,297.24,295.59666666666664,297.98,299.9533333333333,298.23,299.93666666666667,298.74333333333334,296.55,294.49,296.97999999999996,298.25,294.3066666666667,290.7733333333333,293.42333333333335,293.4433333333333,289.9766666666667,289.3533333333333,287.34666666666664,292.03333333333336,291.15,289.4633333333333,293.78666666666663,290.4066666666667,287.38333333333327,287.7766666666667,291.65333333333336,288.21999999999997,292.96333333333337,293.2733333333333,289.6133333333333,265.70500000000004,290.01666666666665,266.265,278.235,295.24333333333334,296.9666666666667,299.34,302.4433333333333,286.54499999999996,287.92999999999995,286.25,299.19666666666666,277.135,271.44,269.71500000000003,279.825,287.40999999999997,300.145,316.28000000000003,308.4533333333333,305.53999999999996,297.84,290.6666666666667,296.7866666666667,291.50666666666666,290.34000000000003,288.8833333333333,284.24,282.6166666666666,285.5833333333333,285.90000000000003,291.25666666666666,292.41333333333336,289.26000000000005,287.76666666666665,286.45000000000005,290.54333333333335,286.90333333333336,284.59666666666664,293.79999999999995,278.19000000000005,275.0166666666667,275.7366666666667,292.7966666666667,296.32666666666665,293.77666666666664,295.81333333333333,309.7675,307.2125,308.55,305.575,303.6125,295.39750000000004,286.0733333333333,298.6875,288.18,283.17333333333335,284.02000000000004,281.0933333333333,283.12666666666667,286.59999999999997,300.24,302.5125,305.4,305.145,308.8775,312.8066666666667,319.26666666666665,299.46,313.5525,310.73,311.38750000000005,307.95,310.395,304.36249999999995,308.50750000000005,306.2525,303.44,305.5833333333333,304.18666666666667,304.3066666666667,251.16666666666666,305.34999999999997,308.2866666666667,302.45,289.46,267.5,17.989999999999988,281.5466666666667,287.9433333333333,284.17,291.49999999999994,302.8866666666667,304.6433333333334,308.55333333333334,309.09666666666664,308.8766666666667,310.01,308.96500000000003,310.52250000000004,284.3966666666667,292.0233333333333,285.06333333333333,300.36999999999995,303.85999999999996,301.3333333333333,283.44,296.925,296.3833333333334,L5
2011-01-25 21:49:47+00:00,309.07,309.79,310.01,,,,297.72,299.06,302.23,303.62,298.71,297.7,298.21,299.53,297.93,296.4,293.86,297.75,297.49,291.09,289.49,290.11,286.92,294.0,293.92,290.35,285.66,291.34,288.54,289.15,290.73,294.78,293.96,294.23,293.43,294.07,295.77,296.29,298.35,293.72,291.67,289.29,290.14,286.06,287.4,289.83,295.13,298.59,299.9,304.0,311.04,321.13,315.53,301.6,295.72,299.39,304.67,306.54,313.58,319.32,320.1,310.76,307.34,295.82,302.87,306.2,301.63,299.91,298.67,299.51,300.0,301.32,301.38,302.73,297.19,295.2,291.73,289.3,288.23,298.54,307.35,311.14,316.92,320.75,316.43,322.42,319.78,309.79,336.52,332.81,324.69,325.04,327.26,327.69,320.38,318.07,322.36,322.72,318.07,317.48,314.42,317.07,318.89,316.23,317.49,316.46,316.02,320.64,324.22,322.34,322.22,323.57,326.77,326.05,320.29,317.78,326.51,323.02,315.53,311.82,321.0,321.09,332.26,334.19,341.5,340.71,,,,288.46,300.3,302.41,297.9,309.38,310.92,312.08,317.6,320.66,329.46,337.08,332.65,322.22,305.07,291.21,314.21,315.13,314.78,322.0,314.84,323.39,L5
2011-10-24 21:47:48+00:00,283.82,290.66,277.8,276.84,275.53,281.97,287.46,283.05,288.69,289.91,287.38,296.06,289.06,290.99,298.57,295.53,292.55,292.84,291.59,288.46,290.01,289.08,285.37,286.87,288.59,288.99,281.81,288.23,282.59,288.41,282.0,283.51,289.31,286.46,278.17,280.02,282.95,284.78,286.6,290.52,283.14,275.06,283.61,274.21,283.66,286.5,291.34,291.08,298.01,289.44,295.16,293.33,291.19,288.5,281.67,282.37,287.21,293.0,304.99,305.57,306.86,303.01,296.93,288.19,304.22,293.22,294.26,290.12,282.93,281.89,284.87,282.33,287.42,290.41,288.91,286.7,282.45,286.23,279.56,284.82,287.63,286.36,288.71,287.38,290.49,287.64,289.78,291.13,311.72,309.98,308.84,311.13,308.35,301.61,296.87,302.05,299.94,298.79,298.46,293.1,298.0,298.65,304.76,305.97,304.69,304.22,310.96,314.72,315.46,310.75,313.47,313.64,312.61,306.92,302.16,305.88,308.24,307.49,304.68,304.36,318.0,317.43,311.11,313.95,317.18,311.39,297.26,,43.45,278.81,281.75,281.07,289.72,297.82,294.28,299.21,304.54,305.58,309.78,308.48,308.31,300.78,293.77,280.64,296.87,299.28,295.16,298.99,296.4,309.65,L5
