dates,nzd0571-0000,nzd0571-0001,nzd0571-0002,nzd0571-0003,nzd0571-0004,nzd0571-0005,nzd0571-0007,nzd0571-0008,nzd0571-0009,nzd0571-0010,nzd0571-0011,nzd0571-0012,nzd0571-0013,nzd0571-0014,nzd0571-0015,nzd0571-0016,nzd0571-0006,satname
1999-08-26 22:05:56+00:00,,,,,,,,,187.31,,,,,,,,,L7
1999-09-27 22:06:00+00:00,,,,,,233.57,226.0,232.93,207.12,234.05,226.24,236.38,229.64,232.84,229.74,,229.37,L7
1999-11-30 22:05:47+00:00,181.48,178.58,178.44,183.92,188.03,214.01999999999998,211.29000000000002,217.62,208.54333333333332,221.64,219.695,221.82,221.74,225.66500000000002,220.805,,211.94,L7
1999-12-16 22:05:57+00:00,199.81,196.52,195.9,196.81,198.695,212.41333333333333,212.13,214.4766666666667,210.95749999999998,218.35333333333332,217.96666666666667,218.73333333333335,219.77666666666664,224.01999999999998,220.805,,211.64666666666668,L7
2000-03-05 22:05:36+00:00,192.73333333333335,189.96,190.41,190.76,193.01999999999998,206.5875,204.3425,206.2225,211.03,218.35333333333332,211.14249999999998,208.0075,219.77666666666664,216.41,220.805,,205.345,L7
2000-03-21 22:05:37+00:00,192.73333333333335,200.4875,197.2775,198.38,200.5075,211.92199999999997,209.334,210.906,214.11800000000002,222.425,213.75,208.0075,220.6375,219.692,225.4766666666667,226.28,210.28000000000003,L7
2000-05-08 22:05:09+00:00,192.73333333333335,204.708,200.502,201.76399999999998,203.502,214.254,206.64000000000001,207.016,212.85,216.5825,210.6275,198.54999999999998,217.63666666666666,218.246,220.66666666666666,226.28,209.92,L7
2000-08-12 22:04:05+00:00,178.58,218.59000000000003,212.52750000000003,214.1925,215.5675,227.39499999999998,217.365,216.54999999999998,218.65500000000003,229.10333333333332,216.72000000000003,175.83,234.255,226.325,233.1833333333333,228.64499999999998,219.88500000000002,L7
2000-09-13 22:03:38+00:00,187.69,232.5066666666667,223.56000000000003,226.03666666666666,226.86666666666665,240.15666666666664,220.135,228.24666666666667,229.0066666666667,229.10333333333332,229.74500000000003,195.59,234.255,237.24,233.1833333333333,228.64499999999998,219.9325,L7
2000-10-15 22:03:08+00:00,218.315,235.9333333333333,231.57666666666668,231.78,233.21333333333334,246.2833333333333,217.08,232.74333333333334,235.88333333333333,234.61333333333334,242.49,216.635,247.04500000000002,248.7833333333333,240.07666666666668,229.565,216.57000000000002,L7
2000-10-31 22:03:22+00:00,218.315,229.73,227.6875,227.825,229.055,240.5375,217.83750000000003,228.63,231.9225,229.7625,234.18666666666664,217.15333333333334,239.24,247.0125,239.8125,226.5533333333333,217.8125,L7
2001-01-03 22:03:24+00:00,218.52666666666664,227.85,227.82500000000002,227.115,228.7025,232.19,218.5675,227.96,230.8675,229.9425,229.91750000000002,215.655,233.89249999999998,254.14666666666665,247.98000000000002,226.5533333333333,215.4425,L7
2001-01-19 22:03:31+00:00,218.7775,225.308,223.92800000000003,223.848,226.01999999999998,229.37800000000001,218.45,224.974,228.09,226.87999999999997,227.75799999999998,217.83200000000002,230.112,246.6375,239.88500000000002,224.3375,215.964,L7
2001-02-20 22:03:24+00:00,218.7775,211.87400000000002,214.718,213.964,217.218,219.38600000000002,208.22799999999998,215.118,220.34399999999997,215.888,220.78000000000003,214.15666666666667,217.31800000000004,230.7925,224.48499999999999,222.11333333333334,207.38600000000002,L7
2001-10-02 22:01:16+00:00,234.13,240.65,225.02,228.14,227.97,234.55,225.76,232.78,226.56,234.4,222.24,233.0,236.17,231.93,226.07,223.71,232.47,L7
2002-01-22 22:01:52+00:00,227.965,228.335,219.995,221.185,221.89,229.49,224.015,232.525,224.685,232.4,222.04500000000002,234.965,234.69,236.16,226.07,223.71,228.51999999999998,L7
2002-03-11 22:01:55+00:00,232.04999999999998,229.56000000000003,225.3066666666667,224.8133333333333,226.74666666666667,231.33666666666667,229.74,234.15,228.90333333333334,234.17999999999998,229.7266666666667,235.15666666666667,240.70000000000002,240.17333333333332,235.735,226.41500000000002,230.23666666666668,L7
2002-03-27 22:01:49+00:00,230.79250000000002,227.8425,223.55,222.7825,224.15,229.93,228.7875,233.595,228.695,234.025,229.115,235.4,239.88,238.095,236.5,227.05333333333337,229.4525,L7
2002-08-18 22:01:09+00:00,221.5666666666667,214.02999999999997,217.14333333333335,216.80999999999997,218.65333333333334,219.02333333333334,224.18333333333337,223.77666666666667,221.67,226.13666666666668,224.64,225.07000000000002,231.88666666666666,227.2733333333333,228.42,219.69666666666663,220.71,L7
2002-10-05 22:00:43+00:00,211.16500000000002,203.32999999999998,207.92000000000002,209.68,215.5,213.465,212.765,215.275,212.85,217.51,213.315,218.82,218.995,216.01999999999998,219.175,212.70999999999998,213.445,L7
2002-11-06 22:00:53+00:00,211.16500000000002,203.32999999999998,207.92000000000002,204.84,211.55666666666664,210.78,210.74,211.16666666666666,210.16666666666666,213.75,210.55333333333337,214.73666666666668,215.85666666666668,214.0233333333333,215.4333333333333,210.0666666666667,208.86,L7
2003-03-14 22:01:44+00:00,240.46499999999997,219.27,218.62,206.425,215.765,218.005,213.395,215.75,215.45,217.07,215.05500000000004,220.33500000000004,221.02500000000003,220.15499999999997,222.23499999999996,214.28000000000003,212.61,L7
2003-04-15 22:01:45+00:00,251.97999999999996,222.56,230.17,206.365,219.08999999999997,222.905,217.39,219.53,217.54000000000002,221.495,221.53,222.89,228.43,223.51,224.595,216.99,213.89499999999998,L7
2003-08-13 21:49:56+00:00,195.64999999999998,147.66,230.17,185.845,200.81,203.735,197.20499999999998,236.11,192.91500000000002,205.985,207.25,209.55,213.07999999999998,204.985,211.815,200.27499999999998,197.44,L5
