dates,satname,nzd0028-0000,nzd0028-0001,nzd0028-0002,nzd0028-0003,nzd0028-0004,nzd0028-0005,nzd0028-0019,nzd0028-0020,nzd0028-0021,nzd0028-0022,nzd0028-0023,nzd0028-0024,nzd0028-0025,nzd0028-0026,nzd0028-0027,nzd0028-0028,nzd0028-0029,nzd0028-0030,nzd0028-0031,nzd0028-0032,nzd0028-0033,nzd0028-0034,nzd0028-0035,nzd0028-0036,nzd0028-0037,nzd0028-0018,nzd0028-0006,nzd0028-0007,nzd0028-0008,nzd0028-0009,nzd0028-0010,nzd0028-0011,nzd0028-0012,nzd0028-0013,nzd0028-0014,nzd0028-0015,nzd0028-0016,nzd0028-0017
2001-11-26 22:06:09.518000,L7,339.81,322.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-12 22:06:14.960000,L7,,,,,,,,,,,,,,,,,,,,338.01,360.75,356.57,328.09,343.77,321.34,,,,,,,,,,,,,
2002-01-29 22:06:21.478000,L7,,,,,,,,,,,,,,,,,,,306.37,334.32,359.47,354.14,334.29,346.95,327.52,,,,,,,,,,,,,
2002-02-14 22:06:29.522000,L7,,,,353.64,349.49,344.56,,,,,,,,,,,,,,,,,,317.27,319.79,,356.79,,,,,,,,,,,
2002-06-22 22:06:03.573000,L7,,,356.12,370.25,360.09,361.29,335.26,364.28,371.81,373.29,374.28,370.54,372.96,368.99,372.56,371.23,374.77,373.10,375.68,378.80,390.92,377.41,366.21,370.11,367.15,,364.27,368.73,370.84,371.95,368.69,361.26,364.93,355.62,351.61,358.21,338.39,350.68
2002-10-28 22:05:22.323000,L7,,,,,,,,,,,358.95,325.96,338.63,358.73,310.80,349.81,359.33,361.07,313.03,345.40,373.14,365.01,345.35,352.24,341.22,,,,,,,,,,,,,
2002-11-13 22:05:30.425000,L7,443.15,363.25,361.98,375.75,360.76,358.97,335.06,361.67,369.60,367.96,372.20,370.99,371.08,366.75,364.35,368.84,370.53,373.65,375.63,375.70,384.56,374.17,361.22,365.81,363.17,383.12,362.11,371.89,374.08,369.96,368.14,365.14,368.33,314.41,352.57,357.80,355.52,353.17
2003-01-16 22:06:02.914000,L7,,,,,,,341.09,,,,,,,,,,,,,330.37,352.94,345.69,326.67,336.80,308.80,372.72,,,,,,,,,,,,371.90
2003-04-22 22:06:19.091000,L7,,,,,,,,,,,,,,,,352.73,357.98,359.05,310.97,336.65,363.81,357.06,335.89,346.55,332.84,,,,,,,,,,,,,
2003-05-08 22:06:20.773000,L7,,,,,,,,,,,,,,,,348.13,351.90,357.97,,354.12,364.25,357.78,332.76,346.87,339.56,,,,,,,,,,,,,
2003-05-24 22:06:17.162000,L7,458.68,365.10,362.35,368.99,356.41,359.57,329.95,364.34,371.39,371.25,372.41,373.29,372.33,364.01,362.32,366.11,369.46,367.36,373.39,377.06,384.86,374.91,361.84,368.66,365.83,356.47,360.73,366.81,368.52,371.34,368.65,361.70,368.06,356.69,350.20,360.04,372.14,362.64
2003-12-26 21:56:18.593000,L5,488.00,341.25,311.20,,,,,,,,,,,,,,,,,295.70,338.59,334.67,326.43,329.79,318.95,,,,,,,,,,,,,
2004-04-16 21:57:19.749000,L5,383.05,332.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-18 21:58:14.785000,L5,357.25,335.29,314.39,,,,,,,,,,,,,,,,,,330.06,328.87,315.13,320.15,314.16,,,,,,,,,,,,,
2004-08-06 22:00:22.463000,L5,398.68,342.41,325.55,328.65,321.65,315.28,,306.53,323.41,328.46,337.58,332.35,317.94,329.12,322.94,323.27,334.50,334.31,302.87,321.53,348.27,338.71,325.68,330.53,319.72,,,,,,,,,,,,,
2005-01-13 22:03:41.143000,L5,,,,,,,,,,,,,,,,,,,,297.73,335.98,336.13,322.72,328.80,315.47,,,,,,,,,,,,,
2005-02-14 22:04:09.465000,L5,359.26,347.04,316.12,,,,,,,,,,,,,,,,,,325.80,335.59,322.32,322.26,319.28,,,,,,,,,,,,,
2005-03-02 22:04:24.338000,L5,,,,,,,,314.32,333.85,323.10,335.16,334.41,333.35,342.25,307.21,326.86,339.30,342.68,309.40,316.14,345.90,341.48,332.93,333.21,329.85,,,,,,,,,,,,,
2005-04-03 22:04:40.528000,L5,415.63,346.17,330.63,324.93,326.60,324.20,,,326.64,322.67,332.31,325.07,319.83,332.98,313.37,326.78,335.67,342.35,302.98,309.53,349.98,342.99,331.21,335.95,326.65,,,,,,,,,,,,,
2005-04-19 22:04:43.597000,L5,362.04,343.58,328.73,328.58,324.96,323.41,,,,321.29,327.92,316.75,313.06,327.99,313.40,311.65,324.27,333.63,303.72,,342.68,340.77,325.44,329.88,318.28,,,,,,,,,,,,,
2005-05-05 22:04:49.813000,L5,388.45,356.11,341.31,347.06,344.39,336.36,,318.59,353.16,340.84,337.31,356.21,337.41,351.25,360.13,355.58,362.44,365.83,353.91,318.73,350.51,339.68,336.95,332.83,317.20,,343.33,353.62,357.17,308.68,,,,,,,,
2005-06-06 22:05:05.724000,L5,361.53,340.05,328.00,324.65,320.87,313.11,,,322.79,329.09,332.51,332.34,324.13,323.81,315.62,319.65,330.90,331.43,,301.73,339.61,336.41,323.54,326.42,313.84,,,,,,,,,,,,,
2005-08-25 22:05:41.221000,L5,362.33,343.05,334.39,334.56,331.41,329.91,,,332.38,326.91,338.00,336.79,332.42,330.24,329.34,325.47,337.21,341.42,333.32,320.71,349.47,340.61,330.87,333.75,326.97,,,,,,,,,,,,,
2005-09-26 22:05:42.687000,L5,395.50,341.81,320.19,313.32,321.38,315.66,,,,,,,,,,,,,,,340.39,334.26,321.36,322.94,315.27,,,,,,,,,,,,,
2006-02-17 22:08:11.136000,L5,354.75,330.20,311.26,,,,,,,,,,,,,,,,,,323.76,322.05,313.36,317.58,314.60,,,,,,,,,,,,,
2006-06-25 22:10:20.606000,L5,357.90,332.78,314.63,,,,,,307.42,310.45,328.15,317.88,311.71,316.94,307.27,,,,,301.23,340.47,334.00,321.03,326.87,318.24,,,,,,,,,,,,,
2006-09-13 22:11:23.474000,L5,368.18,338.90,315.74,308.63,320.65,310.07,,,308.10,309.79,326.65,319.79,313.96,330.05,314.25,320.80,335.43,339.46,,308.08,342.79,340.88,326.83,332.57,321.41,,,,,,,,,,,,,
2006-12-02 22:12:34.352000,L5,320.46,317.72,,,,,,308.57,303.96,306.85,318.05,321.49,320.95,332.36,,,,,,320.48,361.64,358.44,334.17,335.91,343.06,,,,,,,,,,,,,
2006-12-11 22:06:28.205000,L5,,,,,,,323.13,314.58,325.06,359.49,347.00,363.30,381.09,364.33,377.79,394.63,413.13,371.11,392.04,429.43,,,,,,,,,,,,,,,,,,
2007-01-03 22:12:49.248000,L5,,,,,,,314.77,324.68,334.44,343.08,328.29,337.95,353.45,319.81,335.10,355.32,361.62,313.81,318.20,370.19,374.11,356.33,350.91,341.25,358.59,,,,,,,,,,,,,
2007-02-13 22:06:23.395000,L5,,,,,,,,,,,,,320.76,344.12,334.44,333.62,358.55,355.93,329.05,330.76,380.54,380.31,374.97,382.06,388.80,,,,,,,,,,,,,
2007-10-02 22:10:31.289000,L5,352.71,332.78,319.06,,,,,,316.42,313.60,324.45,319.53,313.49,315.25,311.25,,,,,,339.38,331.37,323.16,326.06,321.57,,,,,,,,,,,,,
2008-11-21 22:01:05.982000,L5,364.79,335.81,315.63,313.37,316.01,308.19,,,,,311.07,317.65,310.08,326.82,312.82,314.29,328.73,328.88,301.07,304.66,339.84,337.03,327.10,332.95,324.26,,,,,,,,,,,,,
2009-01-24 22:02:55.057000,L5,,,,,,,,,,,,,308.00,331.78,307.66,314.11,332.53,322.97,,,342.16,338.06,324.52,327.56,323.68,,,,,,,,,,,,,
2010-02-12 22:08:30.110000,L5,347.42,324.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-27 22:07:24.215000,L5,397.93,332.28,314.67,312.29,308.96,306.88,,,,,,310.50,311.19,325.84,310.52,312.59,331.23,328.81,,302.22,334.52,328.99,320.39,321.86,320.49,,,,,,,,,,,,,
2011-01-14 22:07:31.728000,L5,392.63,338.56,318.83,322.24,321.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25 22:19:21.025000,L8,,,,,,,309.92,354.24,359.55,359.33,363.81,360.87,358.04,361.49,356.32,358.88,365.33,364.10,325.84,369.93,373.94,371.42,353.91,359.90,354.26,,,,,,,,,,,,,
2013-05-11 22:19:31.249000,L8,349.80,346.48,344.37,349.91,347.91,350.29,298.31,334.33,349.45,350.39,358.88,356.49,339.75,358.00,351.54,350.35,359.04,361.45,317.71,328.93,369.59,363.68,344.47,351.13,344.26,,,,,,,,,,,,,
2013-06-28 22:19:33.252000,L8,348.57,345.93,302.90,350.64,348.05,349.24,,334.93,354.03,356.17,359.41,358.18,351.07,356.72,353.08,351.39,362.33,361.42,317.66,315.88,369.73,366.65,340.39,355.53,345.62,,,,,,,,,,,,,
2013-07-14 22:19:34.707000,L8,352.17,349.17,348.49,354.65,348.02,353.85,303.34,342.20,357.22,358.39,361.28,360.43,357.16,360.26,354.76,358.94,365.75,364.34,330.37,357.89,375.04,368.64,353.10,359.48,347.65,,354.46,355.39,340.14,,,,,,,,,
2013-08-31 22:19:38.558000,L8,351.47,353.39,351.52,356.49,352.51,356.89,333.14,359.46,364.03,362.67,364.39,363.85,362.92,363.67,360.06,362.01,368.58,367.51,330.05,372.31,377.65,373.13,359.58,363.00,357.57,332.04,358.78,359.25,342.31,340.08,357.14,351.22,360.91,352.71,341.35,345.76,,
2013-10-02 22:19:28.820000,L8,,320.23,343.56,350.38,346.77,350.36,308.15,340.83,357.03,353.36,358.63,359.52,354.57,360.08,355.49,355.00,365.92,365.10,323.01,362.95,375.34,369.77,351.68,358.61,335.73,,,,,,,,,,,,,
2013-10-18 22:19:25.762000,L8,,,,,,,,323.04,360.06,353.41,355.08,356.62,349.61,358.61,353.32,352.78,364.75,363.41,319.97,347.33,375.53,369.79,353.11,356.92,344.62,,,,,,,,,,,,,
2013-12-05 22:19:13.005000,L8,350.33,347.24,342.37,,,,,335.39,348.86,343.95,349.72,349.99,342.33,354.43,347.50,343.93,356.45,358.54,318.47,332.75,356.89,361.09,336.57,345.26,338.01,,,,,,,,,,,,,
2014-01-06 22:18:54.881000,L8,345.89,343.77,298.23,,,,,,,,,,,,,,,,,,362.88,358.64,335.46,352.68,328.61,,,,,,,,,,,,,
2014-02-07 22:18:33.391000,L8,348.56,348.57,299.45,,,,,,,347.49,359.11,353.57,335.74,359.85,348.19,,,,,,363.88,364.37,349.65,356.14,340.75,,,,,,,,,,,,,
2014-02-23 22:18:20.398000,L8,348.77,346.91,299.71,,,,,,,347.07,358.83,353.61,336.14,358.34,349.56,,,,,,371.00,367.50,343.41,355.66,340.66,,,,,,,,,,,,,
2014-03-27 22:17:50.001000,L8,352.78,354.94,349.61,355.14,350.58,354.68,305.24,354.05,358.62,361.30,363.93,361.65,357.81,362.00,356.73,357.11,367.45,366.13,329.28,368.69,377.35,371.63,355.41,363.39,352.34,,354.18,356.67,338.88,,,,,,,,,
2014-04-12 22:17:37.464000,L8,353.49,354.57,353.38,356.76,352.25,357.97,306.33,356.32,362.40,363.95,366.80,364.04,361.68,362.51,358.24,361.99,367.92,366.58,329.68,372.60,380.45,374.17,359.25,365.35,355.34,,356.20,358.55,339.13,,,,360.62,347.28,337.86,,,
2014-05-14 22:17:08.923000,L8,352.97,352.93,350.62,353.52,348.93,353.62,303.72,353.19,356.38,358.57,359.32,359.34,354.18,358.71,353.82,356.59,364.15,357.44,319.87,369.31,372.54,370.37,350.43,359.83,353.50,,355.44,,,,,,,,,,,
2014-05-30 22:17:11.184000,L8,353.35,350.89,348.94,352.25,350.37,350.81,300.36,335.23,348.17,346.51,355.62,353.89,337.49,357.86,354.43,358.53,364.93,362.36,321.29,364.59,371.95,368.73,349.84,357.93,350.93,,,,,,,,,,,,,
2014-07-01 22:17:22.417000,L8,356.75,354.77,348.91,350.17,350.00,351.03,,,,,,,,,,,,,,,,,,,,,356.46,,,,,,,,,,,
2014-07-17 22:17:28.260000,L8,347.28,341.64,303.73,,,,,,,345.09,353.17,354.33,338.58,355.47,351.57,345.11,359.62,359.58,315.82,312.11,368.51,365.49,337.75,350.51,339.56,,,,,,,,,,,,,
2014-11-06 22:17:49.451000,L8,,,,,,,,,,,,,,,,423.44,368.24,366.26,327.45,369.58,379.28,373.33,362.10,368.09,356.44,,,,,,,,,,,,,
2015-01-09 22:17:38.882000,L8,349.19,343.80,302.74,347.41,342.71,342.88,,,,343.54,350.47,351.14,331.35,,,,,,314.76,317.01,365.92,360.77,332.77,353.40,336.24,,,,,,,,,,,,,
2015-01-25 22:17:32.812000,L8,349.64,346.94,343.77,,,,,,,345.95,358.44,354.89,337.34,358.19,347.90,,,,,,368.40,369.28,344.45,356.28,340.10,,,,,,,,,,,,,
2015-02-26 22:17:23.009000,L8,351.16,351.96,351.46,355.33,352.85,355.96,317.69,352.43,357.61,360.81,364.30,361.06,358.33,362.20,356.57,359.81,367.08,365.68,324.61,364.20,377.40,371.82,355.83,364.23,352.46,,,,,,,,,,,,,
2015-03-30 22:17:01.871000,L8,349.71,347.31,345.09,350.13,345.92,352.88,,334.88,346.97,355.67,360.69,358.14,343.23,357.49,349.47,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02 22:16:44.532000,L8,348.00,344.68,343.50,348.57,343.79,349.26,,,,,,,,,,,,,304.63,303.06,363.70,354.51,330.27,343.37,306.76,,,,,,,,,,,,,
2015-07-20 22:17:10.706000,L8,350.78,342.00,345.44,352.70,342.81,349.69,,,,346.84,351.75,354.02,335.46,355.19,348.72,340.27,357.05,357.52,320.24,315.45,370.57,363.59,343.51,353.40,342.26,,,,,,,,,,,,,
2015-08-05 22:17:13.094000,L8,357.31,359.06,352.22,358.16,353.17,357.50,328.76,356.66,361.32,362.26,361.64,364.51,363.53,361.47,361.58,362.52,372.45,366.96,363.78,377.53,383.74,373.24,363.27,361.62,360.27,,359.59,362.04,362.09,353.52,356.79,350.84,361.77,352.57,345.30,347.19,342.30,337.79
2015-10-08 22:17:36.852000,L8,350.48,349.60,348.49,350.39,348.13,352.93,,334.15,352.17,350.43,356.85,355.17,340.30,355.98,351.48,349.06,362.32,361.88,317.87,325.99,371.71,366.92,346.99,357.96,340.90,,,,,,,,,,,,,
2015-10-24 22:17:40.820000,L8,349.46,349.22,306.05,348.17,344.49,350.63,,333.43,350.83,348.53,355.91,354.25,336.71,354.71,343.45,349.51,361.61,360.39,317.33,319.03,371.52,366.94,345.53,357.02,336.63,,,,,,,,,,,,,
2015-12-11 22:17:42.627000,L8,349.15,347.20,302.14,,,,,,,,,,,,,,,,317.46,306.41,366.41,362.31,334.56,352.91,333.67,,,,,,,,,,,,,
2015-12-27 22:17:43.409000,L8,347.45,342.75,302.96,,,,,,,,,,,,,,,,,,366.29,362.25,339.47,352.57,333.28,,,,,,,,,,,,,
2016-01-12 22:17:40.472000,L8,348.49,345.59,344.49,347.86,344.10,340.78,,334.22,347.35,343.92,354.53,351.62,342.71,350.39,346.21,344.81,353.66,356.82,320.34,315.64,365.85,358.88,338.87,356.31,339.31,,,,,,,,,,,,,
2016-01-28 22:17:39.790000,L8,351.05,348.99,347.22,350.36,347.84,347.68,,,,,,322.63,344.80,355.01,347.81,347.33,340.15,,,,,,,,,,,,,,,,,,,,,
2016-05-19 22:17:11.230000,L8,,,,,,,,353.24,356.82,358.70,362.79,360.97,357.15,357.85,355.74,359.75,365.26,363.21,320.05,366.60,378.36,370.58,355.23,360.78,346.53,,,,,,,,,,,,,
2016-07-22 22:17:35.206000,L8,,,,,,,,,,,,,333.25,351.55,346.64,343.75,354.08,355.81,306.64,,,,,,,,,,,,,,,,,,,
2016-08-07 22:17:37.552000,L8,348.85,346.16,345.73,349.72,348.19,348.85,,334.41,349.02,351.13,356.02,355.12,338.02,350.72,310.02,348.91,357.30,360.86,318.46,308.28,368.19,365.39,341.71,353.66,340.80,,,,,,,,,,,,,
2016-09-08 22:17:48.858000,L8,353.13,354.11,351.30,355.81,352.37,354.70,299.09,343.38,354.38,358.97,361.86,360.43,351.02,358.78,352.78,354.06,365.01,363.92,321.55,341.66,374.10,370.02,353.33,359.58,345.35,,,,,,,,,,,,,
2016-10-10 22:17:54.274000,L8,351.42,347.91,349.76,354.15,348.02,354.21,,334.98,349.62,355.56,358.57,358.41,343.40,356.77,348.15,354.76,363.03,362.15,321.66,319.52,378.20,369.96,345.95,358.50,344.59,,,,,,,,,,,,,
2016-10-26 22:17:56.874000,L8,353.54,353.49,351.80,355.18,353.38,354.00,,,,,,,,,,356.46,363.05,364.74,325.22,347.52,375.70,370.35,354.77,361.49,348.99,,354.56,354.38,339.59,,,,,,,,,
2017-01-30 22:17:38.957000,L8,352.57,349.57,347.85,351.73,350.28,352.03,305.47,344.79,353.94,358.75,362.19,359.86,351.75,360.10,312.60,359.05,364.48,361.16,322.19,317.61,369.86,369.35,350.13,359.40,344.78,,,,,,,,,,,,,
2017-03-03 22:17:25.727000,L8,350.65,341.11,345.68,351.38,346.95,350.77,,,,,358.90,356.83,339.18,356.55,347.61,352.51,364.35,358.98,,,374.74,369.11,338.93,356.90,339.24,,,,,,,,,,,,,
2017-05-06 22:16:55.401000,L8,352.27,353.61,352.21,357.34,354.72,357.99,,352.45,357.64,363.95,366.55,362.10,357.29,361.71,357.47,362.11,366.72,364.94,330.93,362.85,380.57,371.40,354.52,362.79,347.60,,354.40,359.54,339.10,,,,,,,,,
2017-06-07 22:17:15.240000,L8,356.15,352.56,353.20,357.00,352.56,355.64,299.65,348.46,357.27,362.15,364.21,362.50,359.37,359.79,356.28,363.06,367.63,363.56,329.56,363.42,377.89,370.16,343.48,359.63,346.38,,,,,,,,,,,,,
2017-07-09 22:17:23.906000,L8,353.69,353.24,346.44,356.07,351.71,,,,,,,,,,,351.50,364.56,362.64,330.42,358.94,376.67,370.37,342.71,353.64,338.73,,,,,,,,,,,,,
2017-07-25 22:17:30.862000,L8,347.32,332.54,297.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10 22:17:37.375000,L8,345.68,330.05,295.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27 22:17:48.664000,L8,355.64,332.11,,,,,315.46,352.80,361.66,364.48,363.09,364.10,358.55,362.62,358.07,362.84,368.23,367.18,332.94,369.10,378.62,373.46,358.90,364.94,358.69,,,,,,,,,,,,,
2017-10-29 22:17:53.844000,L8,361.78,361.33,359.47,366.05,362.65,358.28,350.25,361.10,359.89,362.53,364.44,363.19,362.73,367.56,365.17,370.01,372.45,374.28,341.90,374.17,384.00,376.98,362.35,366.05,363.90,364.10,362.09,364.92,339.65,312.43,,345.13,364.93,352.34,340.63,,346.59,332.48
2017-11-30 22:17:44.511000,L8,356.54,355.63,350.99,358.24,355.50,357.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18 22:17:22.771000,L8,350.99,343.09,307.23,328.58,341.09,349.00,307.67,333.55,348.83,352.97,355.04,353.92,341.38,350.56,312.83,346.35,353.63,358.90,318.64,321.40,367.28,365.67,342.90,348.33,338.28,,,,,,,,,,,,,
2018-05-09 22:16:40.331000,L8,353.42,354.80,354.40,357.57,356.27,357.93,306.44,354.03,363.50,365.11,365.92,362.67,358.56,363.69,357.57,363.98,367.74,366.12,329.54,370.21,377.72,371.13,354.89,362.29,354.27,,356.96,361.34,360.45,,,,,,,,,
2018-05-25 22:16:28.178000,L8,355.56,354.07,353.25,355.98,353.23,355.41,302.97,352.13,361.76,362.58,364.69,362.04,360.18,362.00,356.93,363.10,369.07,364.95,331.34,369.47,379.44,371.10,355.48,361.77,345.88,,,,,,,,,,,,,
2018-06-10 22:16:26.226000,L8,352.37,348.65,347.97,353.78,349.74,352.10,,,,,354.30,354.48,342.10,349.20,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26 22:16:36.823000,L8,358.96,357.72,356.43,365.60,359.20,361.00,341.18,368.98,373.23,373.22,372.33,371.00,367.86,369.30,365.79,368.74,372.97,372.51,371.15,378.08,390.72,379.17,368.82,370.44,369.20,,360.24,365.81,366.84,314.57,,,361.43,351.27,341.28,,,
2018-07-28 22:16:51.607000,L8,351.15,344.04,300.90,342.82,355.48,357.42,,,,,,353.73,355.10,363.39,357.52,362.53,369.54,365.58,325.28,325.17,380.71,372.59,355.34,361.83,354.29,,,,,,,,,,,,,
2018-11-01 22:17:30.804000,L8,352.65,352.65,,,,,307.86,338.16,353.33,361.61,362.25,359.37,349.98,359.80,355.76,356.82,364.47,363.40,322.68,319.43,377.65,369.90,352.61,358.96,345.86,,,,,,,,,,,,,
2018-11-17 22:17:31.986000,L8,362.64,366.73,362.44,373.77,367.11,368.60,365.30,372.59,381.88,376.25,374.62,378.80,374.73,369.27,369.73,373.70,376.33,379.03,375.19,380.72,390.77,380.28,370.90,375.37,370.25,376.22,373.20,376.83,377.93,365.06,370.80,364.02,370.06,360.06,362.28,346.18,364.20,362.68
2018-12-19 22:17:28.292000,L8,374.39,362.97,357.89,366.98,362.32,362.25,321.90,362.98,368.44,371.67,369.82,368.87,368.61,367.77,364.10,367.87,372.54,372.29,339.63,373.06,385.36,376.64,364.92,369.56,362.69,,367.70,371.07,365.48,349.32,,,,,,,,
2019-01-04 22:17:27.803000,L8,350.91,348.28,300.51,,,,,,,345.83,358.45,353.56,332.70,357.69,348.23,350.57,359.68,360.82,316.46,310.41,369.41,365.23,339.66,353.10,305.00,,,,,,,,,,,,,
2019-02-05 22:17:21.574000,L8,350.89,348.00,346.42,,,,,,,,358.23,355.31,338.63,355.30,347.74,,,,,,367.74,364.48,333.57,352.04,,,,,,,,,,,,,,
2019-03-25 22:17:09.739000,L8,354.29,352.02,350.36,352.92,353.17,354.96,313.52,343.65,352.78,364.11,364.58,360.65,354.64,362.27,355.75,361.63,365.61,364.11,323.65,310.43,371.57,369.37,351.74,359.74,348.18,,,,,,,,,,,,,
2019-04-26 22:16:59.330000,L8,355.11,358.55,355.32,362.69,357.74,360.24,316.72,359.20,365.05,366.66,368.47,363.26,364.74,362.34,359.75,366.71,369.07,366.55,336.68,372.88,383.76,374.01,362.38,365.43,357.17,,362.89,367.18,366.35,331.62,,,363.79,350.11,337.87,,,
2019-05-28 22:17:17.913000,L8,362.58,363.80,359.90,367.42,363.39,362.51,325.90,363.90,369.68,371.22,369.47,365.48,362.66,361.69,359.75,368.70,370.76,369.59,339.12,372.65,389.04,402.27,,,,,367.96,374.26,370.68,358.50,,,,304.60,312.33,360.62,371.56,
2019-07-31 22:17:38.893000,L8,359.42,361.23,352.79,361.97,357.20,360.59,311.00,357.26,366.35,370.04,367.57,363.66,363.16,364.05,359.07,365.54,369.13,365.78,337.82,371.09,383.17,375.78,363.99,363.96,349.12,,,,,,,,,,,,,
2019-08-16 22:17:44.396000,L8,355.99,354.96,351.57,357.45,353.32,357.80,,,,,,,343.33,360.30,355.38,363.24,366.87,364.06,335.77,367.79,377.18,370.29,356.18,359.18,351.06,,,,,,,,,,,,,
2019-10-03 22:17:57.660000,L8,356.37,355.09,352.46,359.54,358.39,357.45,316.53,348.39,357.10,362.14,362.53,358.74,351.56,358.94,354.94,356.99,365.26,363.50,337.83,365.86,375.44,369.87,356.21,357.96,351.70,,360.36,363.75,339.33,307.91,,,,,,,,
2019-11-04 22:17:58.697000,L8,353.27,353.51,349.55,351.34,352.99,355.45,,341.22,347.98,360.32,362.49,357.57,337.41,358.45,354.52,357.51,360.31,362.05,320.13,322.97,376.73,368.73,348.75,354.53,342.08,,,,,,,,,,,,,
