dates,satname,nzd0474-0000,nzd0474-0001,nzd0474-0002,nzd0474-0003,nzd0474-0004,nzd0474-0005,nzd0474-0006,nzd0474-0007,nzd0474-0008,nzd0474-0009,nzd0474-0010,nzd0474-0011,nzd0474-0012,nzd0474-0013,nzd0474-0014,nzd0474-0015,nzd0474-0016,nzd0474-0017,nzd0474-0018,nzd0474-0019,nzd0474-0020,nzd0474-0021,nzd0474-0022,nzd0474-0023,nzd0474-0024,nzd0474-0025,nzd0474-0026,nzd0474-0027,nzd0474-0028,nzd0474-0029,nzd0474-0030,nzd0474-0031,nzd0474-0032,nzd0474-0033,nzd0474-0034,nzd0474-0035,nzd0474-0036,nzd0474-0037,nzd0474-0038,nzd0474-0039,nzd0474-0040,nzd0474-0041,nzd0474-0042,nzd0474-0043,nzd0474-0044,nzd0474-0045,nzd0474-0046,nzd0474-0047,nzd0474-0048,nzd0474-0049,nzd0474-0050,nzd0474-0051,nzd0474-0052,nzd0474-0053,nzd0474-0054,nzd0474-0055,nzd0474-0056,nzd0474-0057,nzd0474-0058,nzd0474-0059,nzd0474-0060,nzd0474-0061,nzd0474-0062,nzd0474-0063,nzd0474-0064,nzd0474-0065,nzd0474-0066,nzd0474-0067,nzd0474-0068,nzd0474-0069,nzd0474-0070,nzd0474-0071,nzd0474-0072
2001-02-20 22:04:36.568000,L7,296.60,304.87,287.31,289.68,295.36,282.37,277.54,283.93,286.40,283.07,304.39,299.02,291.72,297.12,288.51,290.01,286.12,278.96,392.41,388.59,381.15,378.04,368.85,378.03,360.71,356.85,366.18,360.51,361.38,361.92,357.20,362.04,361.46,360.22,353.45,363.54,353.21,366.61,374.08,384.92,318.05,281.34,320.04,282.22,327.64,311.29,331.36,330.88,340.11,388.30,365.41,364.75,354.85,357.60,375.76,385.23,370.42,369.31,392.65,389.13,391.39,399.24,420.20,411.92,422.43,,,,,,,,
2001-04-09 22:04:17.927000,L7,,,,350.29,377.30,332.23,326.41,343.06,343.80,284.85,378.32,376.34,365.17,381.76,374.90,365.97,356.40,384.11,327.00,325.96,324.85,308.65,319.80,357.66,345.59,287.38,312.16,311.11,313.94,308.85,312.08,282.82,287.40,300.94,296.04,310.73,317.07,320.50,317.99,323.45,323.65,323.42,304.56,326.61,329.88,337.28,339.21,326.60,339.71,328.69,321.40,319.04,329.37,318.80,321.58,331.19,324.90,320.55,318.87,323.36,,,,,,,,,,,,,
2001-06-28 22:03:32.813000,L7,,,,,,,,,,,,,,,,,,,,281.79,286.69,293.59,297.33,305.99,294.41,298.79,302.70,291.34,294.09,298.94,306.31,296.69,288.59,293.41,299.52,340.40,335.94,338.48,354.41,340.22,356.20,345.37,,,,,,,,,,310.34,310.11,302.19,310.95,329.87,317.24,,,,,,,,,,,,,,,,
2001-07-14 22:03:33.580000,L7,,,,,,,,,,,,,,,,,,,,,284.67,282.19,279.06,297.25,278.93,277.77,288.52,,,,,,,,281.77,289.51,289.82,291.48,289.25,265.63,283.34,,,,266.93,314.84,285.80,323.16,318.16,311.71,,,,,,,,,,,,,,,,,,,,,,,
2001-08-15 22:03:02.378000,L7,,,,323.08,317.13,309.62,309.35,310.71,312.29,298.66,319.47,305.79,299.87,310.28,296.64,300.26,291.11,291.46,282.86,296.19,288.15,282.75,291.16,306.18,,,,,287.07,304.33,294.76,286.93,288.29,290.48,299.01,295.62,298.28,295.56,301.32,303.81,305.38,296.66,297.99,284.65,295.75,313.52,310.38,325.15,313.90,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-03 22:02:34.745000,L7,,,,314.67,317.36,305.19,307.16,310.23,307.75,303.73,321.30,317.75,309.05,312.96,313.24,300.21,290.58,296.47,291.93,302.18,,,,,,,,289.66,284.99,304.11,291.03,291.35,290.76,292.24,293.22,300.23,298.11,300.92,305.98,380.41,376.45,366.77,365.60,371.00,380.62,306.81,320.53,329.01,320.79,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-11 22:03:07.402000,L7,319.09,349.12,320.78,340.98,344.33,332.80,311.12,315.60,314.17,318.50,328.60,333.21,338.91,349.79,339.55,336.90,317.84,319.79,324.30,315.09,311.77,305.19,311.96,312.06,316.68,320.16,309.43,306.92,318.27,307.40,303.14,320.94,311.62,315.54,307.60,307.86,301.72,310.07,321.85,316.86,321.07,320.60,313.22,316.85,321.11,333.24,341.46,343.15,345.97,329.79,329.12,326.31,319.53,322.27,327.74,340.31,330.48,322.32,311.93,327.98,326.02,337.52,348.06,350.26,351.60,353.96,356.36,356.56,357.07,353.38,353.62,,
2002-04-12 22:03:01.345000,L7,,,,344.32,331.88,315.41,381.36,359.51,356.00,364.57,371.23,365.20,381.04,343.36,338.50,326.58,312.06,316.96,311.48,321.83,308.22,308.49,303.31,376.48,346.90,345.87,351.84,355.38,300.91,308.06,298.08,303.29,293.38,295.26,294.91,308.98,306.99,311.83,309.38,319.58,312.35,306.94,313.16,311.59,328.40,328.85,328.24,331.56,336.67,329.28,322.79,320.54,317.94,325.03,328.59,334.28,321.30,,,322.15,334.49,346.50,344.06,338.71,349.96,342.62,345.21,355.41,352.54,351.58,347.77,342.05,349.70
2002-05-14 22:02:55.455000,L7,,,,325.85,315.74,305.85,309.20,303.79,313.99,325.02,320.43,305.81,306.73,304.80,306.12,,295.60,311.50,290.59,320.82,301.81,292.45,298.53,309.24,301.92,304.78,306.23,292.32,285.63,294.26,298.32,286.30,286.79,288.22,293.35,300.59,300.72,297.88,297.20,297.62,299.20,312.42,309.56,304.03,315.45,324.11,312.47,337.60,337.49,263.02,,,,,,,,,,,,,,,,,317.74,342.70,348.39,346.42,349.86,337.35,335.55
2002-05-30 22:02:49.483000,L7,,,,311.57,303.85,298.42,294.30,296.01,301.36,,,,,,,,,,,292.88,289.68,288.64,286.18,304.28,292.30,291.62,299.34,287.33,283.37,288.17,288.63,279.34,280.18,287.01,283.94,296.66,299.51,296.48,292.93,296.42,296.82,290.81,299.63,285.64,300.59,304.65,298.46,325.88,314.83,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-15 22:02:43.613000,L7,,,,327.16,308.42,298.14,298.50,298.56,305.46,,,,,,,,282.62,291.15,278.77,295.50,294.28,291.85,290.38,300.38,301.86,296.86,301.97,289.73,289.55,298.42,297.35,281.13,286.89,295.90,289.84,301.36,300.43,294.06,304.28,386.01,360.05,352.27,353.90,378.94,369.38,377.05,369.35,388.04,323.52,328.10,314.11,314.00,315.72,309.38,,,,,,394.23,315.45,344.61,339.94,342.50,350.10,342.27,335.17,343.98,341.14,347.29,340.78,417.56,419.99
2002-07-01 22:02:38.940000,L7,,,,315.79,306.87,300.41,298.66,298.08,298.03,,,,,,,,,,,288.41,286.71,287.09,295.16,306.51,293.13,295.83,293.54,279.19,278.91,289.16,288.35,282.30,281.40,283.69,284.19,291.83,287.99,289.27,300.54,289.63,301.01,,307.42,284.11,290.99,319.49,306.96,319.13,288.08,,379.98,381.35,362.28,383.80,386.35,391.63,,,371.97,384.39,388.37,392.54,377.32,408.68,410.20,396.05,393.30,400.02,414.55,393.89,392.44,,
2002-11-22 22:02:21.568000,L7,,,,,,,,,,,,,,,,,,,,390.85,379.43,369.40,362.90,374.78,339.56,359.20,356.40,353.83,368.72,361.36,360.48,359.87,360.84,360.75,352.26,367.13,360.39,372.48,347.14,348.28,328.61,368.35,371.56,349.49,348.39,363.37,358.23,381.72,341.76,337.31,338.56,341.81,361.94,382.80,,,,,,332.01,407.33,380.82,352.99,352.96,355.71,385.80,362.32,354.98,357.27,357.09,349.82,366.52,346.04
2002-12-08 22:02:27.564000,L7,314.43,321.10,296.18,292.13,316.90,288.22,286.80,292.89,291.16,285.19,310.71,303.98,297.16,304.16,297.70,288.64,278.79,276.74,280.57,276.07,280.13,276.88,275.69,281.67,264.73,,,,,,,,,,,,,,,,,,307.54,290.08,297.23,312.29,327.95,318.97,315.94,314.10,296.15,305.21,303.49,308.71,309.33,312.42,312.85,300.42,,395.65,391.98,410.04,407.33,414.50,417.83,418.39,415.56,424.93,,,,,
2002-12-24 22:02:33.044000,L7,329.81,340.48,313.97,320.17,314.36,303.90,305.17,304.40,304.73,297.88,321.53,324.59,325.24,333.11,329.78,323.19,328.20,324.13,325.75,326.69,326.86,359.48,350.19,335.68,346.11,360.88,336.46,342.88,329.97,326.38,325.39,362.75,368.19,361.34,370.59,351.27,354.82,319.54,324.52,330.85,331.31,361.88,340.77,332.44,336.37,389.69,384.25,373.80,374.22,376.95,366.06,329.33,334.06,341.61,342.90,354.37,318.57,316.36,320.55,346.06,337.91,338.71,350.74,354.48,384.72,392.79,394.60,353.60,348.09,348.88,343.36,343.22,353.96
2003-08-13 21:51:08.818000,L5,322.38,359.14,336.74,355.28,353.24,340.63,348.25,344.52,344.32,363.89,376.55,357.07,353.97,359.12,360.09,359.19,344.09,353.68,338.35,340.72,339.01,335.63,331.90,346.01,334.83,338.13,331.31,328.21,335.17,331.10,331.09,329.88,334.28,340.06,332.26,339.09,331.71,333.09,332.82,334.43,336.15,331.63,340.33,336.86,336.73,352.60,353.04,353.81,361.29,355.74,341.38,342.77,337.97,343.26,347.67,352.03,351.94,345.89,350.27,348.19,360.36,370.81,373.87,375.09,370.88,376.49,374.09,369.70,376.90,373.04,369.02,366.14,377.03
2003-09-14 21:51:42.461000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.01,383.65,370.27,381.76,378.05,379.63,380.82,388.04,391.77,404.15,409.20,409.89,406.69,398.81,400.48,398.67,393.80,391.82,408.32,422.02,438.50
2003-10-16 21:52:08.058000,L5,329.75,338.69,318.02,318.72,321.35,306.00,306.13,311.85,310.53,310.38,325.79,319.69,316.57,334.35,329.47,321.01,314.76,313.66,311.81,317.81,313.97,310.71,302.33,309.26,302.22,298.56,300.16,296.56,295.71,301.10,303.69,307.53,303.83,295.48,301.93,306.52,,,,,298.31,306.56,310.02,302.28,301.17,315.15,319.77,340.21,336.44,265.02,,,,,313.41,321.35,312.98,301.14,313.78,314.68,323.28,,339.98,349.99,351.57,351.63,350.96,352.28,351.81,346.58,327.65,,
2003-11-17 21:52:33.290000,L5,332.00,343.07,314.00,332.25,333.38,322.83,320.49,311.31,310.03,308.87,322.48,318.71,313.58,321.58,319.18,308.63,305.02,319.49,315.09,318.51,314.97,312.48,313.33,323.81,311.82,,288.54,290.23,286.74,295.74,292.64,297.01,291.29,290.74,308.26,312.26,,,304.29,310.34,321.84,321.49,307.42,300.26,301.74,315.01,313.22,326.38,324.87,321.01,309.78,,,,,,,,,,,,,327.38,341.80,340.63,346.75,353.42,346.25,349.62,344.82,,
2004-05-27 21:55:06.972000,L5,,,,307.72,306.29,295.97,294.45,299.61,300.02,266.57,308.34,301.13,292.07,295.98,302.03,283.12,268.73,,,,,,,,,,,,,,,268.40,257.86,267.31,278.88,281.54,283.94,281.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-28 21:56:04.477000,L5,303.66,375.28,395.95,,,,,,,,,,,,,,,,,,,,,,,,,,363.70,366.72,364.09,361.64,367.04,352.78,363.55,358.24,359.10,360.11,357.67,367.89,368.53,359.26,372.57,364.61,380.89,383.59,371.81,387.05,390.24,379.80,372.19,362.33,370.09,352.89,364.41,376.12,364.14,369.08,365.92,385.49,373.31,385.00,388.00,388.63,405.56,404.10,400.15,397.05,385.87,388.75,380.43,403.52,392.69
2004-07-30 21:56:51.838000,L5,297.65,345.37,325.93,343.65,341.30,329.63,333.48,327.49,338.55,349.70,351.12,350.34,349.89,355.61,338.19,343.96,331.39,338.80,333.70,325.36,333.15,318.95,330.37,344.33,324.83,336.18,314.54,316.64,325.72,321.99,322.70,324.64,314.95,316.83,321.62,325.33,332.89,323.90,328.86,319.20,328.40,320.22,330.56,321.66,333.82,347.69,334.36,348.31,351.48,338.79,336.12,336.77,324.77,335.59,340.32,348.79,342.28,336.35,335.87,344.71,351.01,363.75,364.03,376.91,367.59,371.44,363.66,362.31,364.62,362.37,367.24,360.03,361.80
2004-08-15 21:57:13.549000,L5,321.31,343.59,320.42,341.45,340.08,327.99,330.10,336.32,336.22,344.98,355.20,346.23,350.99,351.15,351.53,338.28,328.16,330.35,327.70,338.05,332.70,323.59,329.63,334.55,325.47,326.07,325.97,320.79,321.55,331.78,321.61,322.04,318.37,319.13,322.41,328.85,330.42,325.39,326.96,322.02,329.04,315.91,333.95,327.65,334.48,350.33,341.04,354.27,349.17,346.00,333.11,334.52,334.58,334.77,337.24,347.38,342.90,339.32,340.45,348.15,359.95,365.62,369.09,362.71,368.62,369.15,364.42,365.45,362.85,361.02,371.20,366.48,367.75
2004-10-18 21:58:47.729000,L5,373.62,382.34,369.93,370.81,372.43,358.48,359.06,,,,,,,,,,,366.74,358.96,363.95,363.04,359.01,359.46,367.20,,,,,360.70,362.00,357.81,360.59,357.05,354.29,353.20,353.29,347.82,357.66,356.74,361.01,353.76,355.87,380.83,,,,,391.80,379.51,378.78,352.34,355.10,351.19,351.56,364.37,363.40,363.09,352.71,366.73,379.53,377.93,390.39,396.72,393.11,394.65,392.05,386.81,388.35,394.37,381.54,389.34,379.23,391.50
2005-02-23 22:00:55.316000,L5,323.95,331.85,301.93,323.86,328.63,315.80,315.03,315.74,316.96,314.85,336.64,334.40,327.43,338.84,332.46,324.48,314.42,312.63,310.99,310.49,305.12,302.08,303.85,310.27,305.24,303.05,302.65,302.98,297.04,304.48,300.50,304.32,301.57,304.79,310.48,303.14,285.80,283.04,291.17,293.97,291.53,290.09,298.90,293.63,316.40,328.88,327.89,337.36,339.28,325.65,313.35,308.87,303.86,308.09,323.05,331.60,325.42,307.99,,,,332.04,291.14,346.51,348.73,353.76,348.88,344.61,343.16,343.42,339.85,339.57,338.78
2005-03-11 22:01:07.710000,L5,332.58,340.94,314.00,329.91,332.72,320.20,318.44,319.95,320.75,322.06,335.39,336.06,331.37,339.42,334.94,324.19,318.04,315.50,315.68,317.05,308.19,307.28,306.63,313.81,306.14,305.25,304.63,301.84,297.57,306.09,303.90,305.66,303.98,304.43,309.89,306.96,287.85,288.00,291.83,293.25,290.49,291.18,299.86,302.92,317.35,331.55,329.01,336.74,337.98,331.55,313.37,319.78,311.90,311.89,327.44,334.47,330.50,316.13,318.62,328.64,328.98,341.36,345.52,346.88,349.12,354.81,351.68,350.40,348.90,347.88,347.18,345.29,345.75
2005-04-12 22:01:18.889000,L5,312.06,329.42,304.79,326.58,325.59,313.82,310.69,314.70,315.67,309.76,327.85,323.13,320.02,330.70,326.35,316.45,306.60,308.43,296.70,310.64,303.18,305.97,303.33,310.10,299.44,298.60,299.12,297.33,295.45,300.52,300.05,300.69,298.00,300.99,307.76,302.45,289.52,285.77,292.65,289.70,299.53,293.30,303.22,294.01,309.04,322.99,319.88,336.43,331.84,,,,,261.22,322.61,325.81,321.47,304.16,317.72,314.97,308.52,328.67,335.91,331.39,333.42,340.21,345.44,336.75,335.94,316.63,342.59,336.74,328.71
2005-05-05 22:07:37.767000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,278.23,272.99,259.77,264.56,282.85,276.17,263.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-05 22:02:17.195000,L5,356.76,366.27,348.00,359.15,356.14,351.52,350.49,348.28,357.86,351.79,364.13,358.84,351.09,368.96,351.69,345.54,336.06,339.23,341.61,343.35,343.94,336.13,342.77,347.14,336.05,339.30,331.77,327.42,323.15,327.44,320.93,330.24,319.79,321.81,323.72,332.90,340.79,330.81,337.78,333.32,347.30,332.88,341.88,331.73,339.64,336.53,342.51,346.50,351.50,349.15,335.21,340.84,338.59,343.27,346.37,360.72,348.74,349.13,340.95,350.79,348.83,372.66,361.33,367.74,366.43,373.93,366.40,373.12,369.77,370.98,368.67,378.52,368.22
2005-11-06 22:02:22.875000,L5,325.38,331.77,313.27,317.42,323.57,308.68,306.00,323.14,322.53,328.23,341.36,338.90,331.76,341.07,336.76,324.75,307.35,304.65,302.09,308.24,302.53,302.97,303.06,307.22,300.09,314.42,314.77,314.43,309.04,315.05,313.65,317.42,310.80,303.05,299.69,295.60,282.42,285.59,288.64,298.32,298.28,297.42,307.84,314.51,315.57,330.10,333.11,338.51,341.23,320.05,293.82,278.80,295.04,304.91,317.19,326.77,319.89,317.43,328.23,331.13,334.57,347.88,347.62,352.45,358.81,340.96,341.86,339.67,340.00,337.90,335.09,,
2006-02-26 22:04:59.098000,L5,334.23,345.44,312.30,325.99,332.51,322.11,319.87,317.61,319.77,318.23,336.14,332.17,338.54,344.57,340.28,331.74,327.78,328.30,324.29,326.62,320.51,305.24,303.62,310.04,303.49,301.35,303.87,299.98,297.51,309.07,310.77,313.35,311.41,307.15,315.02,315.33,319.14,317.04,314.55,314.55,316.78,311.21,303.72,312.85,319.70,330.35,338.91,343.68,347.76,341.65,333.44,327.16,331.97,326.18,319.41,330.36,323.86,319.39,310.66,314.48,320.67,,338.45,350.08,355.16,356.85,358.63,356.20,355.22,347.43,343.86,332.09,338.62
2006-08-21 22:07:43.467000,L5,,,,,,,,,,,,,,,,,,,,,,,,294.15,266.68,274.97,262.51,249.87,259.66,293.72,293.17,293.04,,,,,,,,,,,,,,,,,,,,,,305.98,328.11,335.32,331.13,320.85,308.68,303.84,320.67,336.64,336.11,336.31,327.69,345.14,352.28,352.62,359.52,355.35,357.22,348.74,346.65
2006-10-24 22:08:26.357000,L5,,372.35,380.26,379.60,361.17,332.67,332.44,339.92,347.23,357.81,372.65,349.78,337.50,338.66,343.53,326.70,326.35,314.96,315.34,317.95,324.67,322.53,324.50,330.59,322.45,321.60,308.82,314.08,318.80,312.00,311.21,318.20,310.54,321.72,336.34,264.76,,,349.11,348.41,337.44,332.46,347.95,340.19,325.57,341.66,329.01,331.21,323.93,304.89,,,,261.55,325.44,334.52,333.47,323.91,322.32,333.10,338.80,349.06,348.12,348.58,354.98,333.99,324.96,323.75,351.39,351.71,354.88,355.76,348.77
2006-12-11 22:08:52.184000,L5,338.72,343.24,323.01,334.07,338.80,322.30,319.35,325.71,336.16,341.64,353.25,347.82,345.68,350.52,342.69,336.61,328.48,319.32,317.70,315.23,312.93,309.64,310.53,319.00,308.81,309.15,318.92,319.82,316.28,323.70,318.24,317.03,315.28,314.80,309.40,311.15,307.16,310.08,317.88,325.50,326.05,323.87,326.74,325.55,330.74,341.44,340.52,347.70,345.59,338.16,318.48,308.06,306.55,317.70,325.08,331.43,328.60,325.54,339.83,352.94,356.43,366.18,362.75,361.07,364.87,366.48,359.72,353.39,356.27,360.10,356.96,356.38,350.28
2007-02-13 22:09:11.063000,L5,366.34,367.16,352.19,361.83,370.78,363.34,356.72,364.84,371.71,370.86,380.85,381.66,364.70,385.80,360.60,344.03,339.56,336.60,338.22,337.65,334.72,343.61,333.70,346.01,337.52,329.29,327.16,340.69,327.29,342.03,331.86,330.20,324.40,321.62,327.88,327.58,322.76,330.28,334.11,341.70,341.75,341.81,342.93,344.96,341.84,360.27,359.97,366.72,351.04,350.14,331.92,330.35,334.25,329.77,336.99,342.13,349.26,347.72,344.01,351.80,355.89,362.11,371.39,368.04,360.86,362.07,362.50,363.87,363.41,358.52,358.57,369.27,364.15
2007-09-09 22:07:21.190000,L5,314.65,330.43,306.95,313.35,320.84,309.25,306.26,310.17,309.96,308.87,322.45,313.97,312.89,322.73,310.22,311.49,290.61,287.47,275.25,303.04,301.20,300.27,300.51,305.73,296.16,296.82,292.83,292.75,289.96,296.91,300.58,300.73,297.67,295.03,301.69,304.09,303.68,301.05,300.39,299.15,303.17,298.36,297.72,284.89,292.75,309.20,311.04,331.02,319.21,320.50,304.96,304.17,313.12,313.58,316.27,319.02,313.21,,,,,,,,,,,,,,,,
2007-09-16 22:13:28.554000,L5,,,,,,,,,,,,,,,,,,376.24,378.73,378.27,371.83,359.79,364.88,381.48,,,,,,364.85,362.44,366.96,350.21,347.64,343.75,355.21,347.07,351.66,352.93,357.67,372.39,367.90,370.12,374.77,375.89,379.75,380.26,384.38,383.67,367.81,356.64,348.89,351.92,356.67,359.13,364.60,378.41,367.42,369.82,380.37,384.35,393.84,393.57,397.13,384.37,377.52,376.43,381.90,373.92,376.18,374.25,378.23,380.48
2008-02-16 22:04:45.714000,L5,325.07,334.83,306.61,325.74,331.52,319.76,312.52,314.40,311.87,312.27,327.76,323.76,322.72,322.89,322.96,318.25,314.31,310.73,310.86,309.77,303.38,303.75,300.19,305.88,291.87,289.90,290.11,287.96,277.54,286.14,285.32,284.90,287.17,288.33,289.28,289.14,292.81,292.71,298.88,299.24,302.49,291.25,287.57,290.31,303.77,311.26,309.67,312.35,312.60,319.73,312.39,311.62,313.59,316.86,308.59,317.22,300.11,,,,,,,,,,,,,,,,
