dates,satname,nzd0058-0000,nzd0058-0004,nzd0058-0005,nzd0058-0001,nzd0058-0002,nzd0058-0003
1999-07-25 22:04:15.362000,L7,215.19,284.41,306.67,,,
1999-09-27 22:04:25.056000,L7,118.67,300.99,291.21,225.03,283.77,305.71
1999-11-14 22:04:18.343000,L7,67.64,,,,,
2000-01-01 22:04:13.486000,L7,329.56,,,326.81,363.20,380.33
2000-01-17 22:04:11.868000,L7,210.51,,,,,
2000-09-13 22:02:02.316000,L7,,311.87,318.04,232.24,286.59,307.65
2001-03-08 22:01:45.126000,L7,270.38,356.45,358.90,251.45,295.77,367.35
2001-08-15 22:00:14.727000,L7,267.61,319.77,394.44,235.70,295.63,312.17
2001-11-03 21:59:47.008000,L7,155.61,306.20,309.79,,,299.61
2001-12-05 21:59:55.034000,L7,,,295.58,,,
2002-01-22 22:00:16.971000,L7,224.79,,,,,
2002-03-27 22:00:13.634000,L7,211.07,,,,,
2002-04-28 22:00:14.417000,L7,70.33,257.43,291.92,,,
2002-07-17 21:59:44.793000,L7,211.55,,,,261.38,303.95
2002-08-18 21:59:33.737000,L7,378.47,331.99,388.95,256.25,307.19,322.20
2002-09-19 21:59:11.129000,L7,,,284.49,,,
2003-01-09 21:59:45.950000,L7,88.15,,,,,
2003-08-29 21:48:38.429000,L5,,279.56,287.64,,,
2004-07-30 21:54:04.170000,L5,,286.59,299.22,,,
2004-11-03 21:56:19.004000,L5,,270.75,290.29,,,
2005-03-11 21:58:20.185000,L5,231.18,301.58,313.92,,,256.74
2005-03-27 21:58:27.646000,L5,215.44,306.16,303.78,,,298.57
2005-04-12 21:58:31.220000,L5,209.12,311.28,311.45,,,302.53
2005-07-17 21:59:11.604000,L5,233.92,318.04,335.28,222.45,281.00,312.12
2006-08-21 22:04:55.513000,L5,,325.72,332.24,241.53,310.46,319.90
2006-11-25 22:06:19.953000,L5,,,300.95,,,
2007-02-13 22:06:23.395000,L5,,281.51,301.92,,,
2010-10-03 22:01:28.836000,L5,,299.18,301.20,,,286.79
2011-08-19 22:00:12.535000,L5,,297.92,296.49,,,281.89
2011-09-11 22:06:09.236000,L5,146.85,,,171.41,177.16,
2013-09-25 22:13:17.289000,L8,,313.84,310.55,,285.72,308.68
2013-09-25 22:13:41.239000,L8,,317.66,317.22,243.62,292.32,312.92
2013-10-11 22:13:41.596000,L8,,318.99,327.06,,,
2013-12-14 22:12:57.636000,L8,,302.77,311.06,,,
2013-12-14 22:13:21.591000,L8,234.87,344.47,343.24,145.71,302.24,325.61
2013-12-30 22:12:49.393000,L8,221.46,326.84,332.16,254.79,296.75,216.39
