dates,nzd0036-0000,nzd0036-0001,nzd0036-0002,nzd0036-0003,nzd0036-0004,nzd0036-0005,nzd0036-0006,nzd0036-0007,nzd0036-0008,nzd0036-0009,nzd0036-0010,nzd0036-0011
2005-01-13 22:03:41+00:00,338.9625,307.0825,285.3725,289.58,312.7366666666667,308.3066666666667,307.2366666666667,309.5133333333333,310.54,304.5933333333333,249.63,308.6033333333333
2005-02-23 21:58:07+00:00,353.0625,316.69,297.06,302.09000000000003,310.985,307.3775,305.65,306.9625,310.3925,305.625,256.49,309.6225
2005-04-03 22:04:40+00:00,351.61400000000003,316.236,293.12600000000003,297.18,305.968,301.402,299.28599999999994,298.946,302.852,305.625,256.49,305.992
2005-04-12 21:58:31+00:00,347.7033333333334,312.89666666666665,288.75166666666667,288.5566666666667,299.37333333333333,296.20166666666665,295.0933333333333,296.01666666666665,300.295,305.625,256.49,305.992
2005-06-06 22:05:05+00:00,343.684,310.524,282.96,281.10600000000005,290.976,286.71999999999997,283.67400000000004,283.994,287.55,301.89,261.82,299.97333333333336
2005-07-08 22:05:15+00:00,337.93333333333334,306.075,277.8833333333333,274.08666666666664,283.19166666666666,278.1716666666667,283.67400000000004,283.994,287.55,301.89,261.82,299.97333333333336
2005-07-17 21:59:11+00:00,334.808,295.9283333333333,272.678,266.996,269.0883333333333,267.10166666666663,268.772,272.536,285.02750000000003,308.72,270.21,302.07500000000005
2005-08-25 22:05:41+00:00,330.5625,293.14799999999997,268.3,260.125,261.76,259.604,260.7425,265.8425,276.72,326.32,,310.33000000000004
2005-09-03 21:59:32+00:00,330.5625,293.14799999999997,268.3,260.125,261.76,259.604,260.7425,265.8425,276.72,332.505,,315.51666666666665
2005-09-19 21:59:32+00:00,322.59800000000007,290.47999999999996,264.046,259.132,260.87666666666667,260.145,258.544,264.686,274.5775,332.505,,315.51666666666665
2005-09-26 22:05:42+00:00,325.2083333333333,293.3,267.3,263.52500000000003,264.0785714285714,262.25,259.48333333333335,265.20666666666665,274.25,332.505,,312.025
2005-11-22 21:59:59+00:00,319.32,296.2583333333333,277.15,277.22400000000005,271.565,268.7316666666667,268.06000000000006,274.75399999999996,286.65749999999997,339.64000000000004,,318.8766666666666
2006-02-10 22:01:51+00:00,327.6566666666667,308.65,285.87,290.975,294.2575,291.245,284.22,288.28249999999997,296.335,339.64000000000004,248.64,314.40999999999997
2006-02-17 22:08:11+00:00,335.95,311.13800000000003,289.438,295.1,297.804,293.63,287.15,290.42199999999997,298.23999999999995,339.64000000000004,270.335,314.664
2006-03-14 22:02:31+00:00,335.95,315.37333333333333,296.2966666666667,300.15833333333336,302.925,298.15333333333336,293.0916666666667,297.5233333333333,304.835,351.025,295.15,315.63750000000005
2006-06-25 22:10:20+00:00,346.8966666666667,316.895,306.9866666666667,310.78333333333336,314.8866666666666,308.95000000000005,304.42,308.83,317.4466666666667,348.14,295.15,320.33333333333337
2006-08-12 22:10:59+00:00,328.44,308.505,317.15,318.52500000000003,320.26,311.97,310.83500000000004,316.005,321.83500000000004,348.14,318.405,329.99500000000006
2006-10-24 22:05:38+00:00,312.245,301.6566666666667,320.43,314.99,324.19,323.26,324.01,325.44,333.69,332.81,319.52,325.1
2006-11-25 22:06:19+00:00,320.7866666666667,310.2625,329.81,332.02,341.765,338.65999999999997,342.63,325.44,333.69,332.81,319.52,325.1
2006-12-02 22:12:34+00:00,329.44500000000005,313.82,326.93333333333334,325.22333333333336,333.90333333333336,327.71999999999997,328.5466666666667,317.95,333.69,324.25,303.47,325.1
2006-12-11 22:06:28+00:00,336.604,313.82,326.93333333333334,325.22333333333336,333.90333333333336,327.71999999999997,328.5466666666667,317.95,333.69,324.25,303.47,325.1
2007-02-13 22:06:23+00:00,348.96250000000003,325.2025,326.93333333333334,315.29,324.8275,320.205,318.36,310.17,317.65,316.6133333333333,303.47,309.08000000000004
2007-09-25 22:04:24+00:00,,334.31,318.01,316.71,325.09,325.4,327.63,331.59,338.7,334.45,,
2007-10-02 22:10:31+00:00,,330.675,311.185,307.46500000000003,313.1,310.565,312.91999999999996,314.975,321.315,318.005,281.24,313.36
2008-11-21 22:01:05+00:00,,332.91,295.45,293.8,297.48,292.37,285.79,284.89,294.01,284.83,253.26,311.14
2009-01-01 21:56:07+00:00,303.25,332.91,295.45,279.135,282.77,278.58500000000004,269.775,274.055,283.29499999999996,284.83,233.99,299.02
2009-12-03 22:01:55+00:00,,341.18,307.34,307.86,315.36,314.14,,,,,,322.26
2010-01-27 22:08:26+00:00,,334.64,295.33,298.08500000000004,301.20500000000004,296.1,270.2,275.09,276.1,264.02,231.78,310.345
2010-02-05 22:02:17+00:00,,335.51,306.7833333333333,304.88000000000005,311.05333333333334,309.62333333333333,303.025,302.77,276.1,264.02,231.78,322.32666666666665
2010-11-27 22:07:24+00:00,,329.92,318.53,313.65,311.14,298.09,298.85,300.68,296.14,293.34,251.1,309.17
2011-01-14 22:07:31+00:00,,331.96000000000004,317.30999999999995,309.67499999999995,310.945,301.005,302.125,302.84000000000003,300.685,295.09,249.74,305.985
2011-03-12 22:01:19+00:00,,323.08,303.71999999999997,298.0566666666667,303.9533333333333,296.65000000000003,296.09666666666664,297.22,299.98333333333335,295.09,246.0533333333333,302.77
