dates,nzd0461-0000,nzd0461-0005,nzd0461-0006,nzd0461-0007,nzd0461-0008,nzd0461-0009,nzd0461-0010,nzd0461-0011,nzd0461-0001,nzd0461-0002,nzd0461-0003,nzd0461-0004,satname
2004-09-30 22:10:46+00:00,,,,,,,,265.3,,,,,L5
2005-10-10 22:20:47+00:00,,,,,,,,248.74,,,,,L5
2013-11-10 22:28:18+00:00,,,,,,,198.23,,,,,,L8
2013-12-03 22:34:22+00:00,170.07,,,,,,198.23,,,,,,L8
2014-02-05 22:33:44+00:00,170.07,321.94,323.11,323.15,307.58,,216.97,271.2,,,,,L8
2014-03-02 22:27:09+00:00,170.07,309.865,304.165,308.25,297.995,265.21,216.97,271.2,,,,302.02,L8
2014-12-22 22:32:52+00:00,,,,,,,235.59,268.54,,,,,L8
2014-12-31 22:26:35+00:00,,296.92,323.88,303.48,302.38,292.17,235.59,268.54,,,,293.92,L8
2015-02-08 22:32:38+00:00,,296.92,323.88,303.48,302.38,292.17,235.75,268.54,,,,293.92,L8
2016-01-03 22:26:39+00:00,,,,,,,212.97,,,,,,L8
2016-02-20 22:26:27+00:00,,,,,,,212.97,237.62,,,,,L8
2016-10-08 22:33:02+00:00,185.6,328.54,326.78,324.62,303.46,308.46,,312.09,,,,,L8
2017-10-04 22:26:49+00:00,,,,,,,204.64,278.55,,,,,L8
2017-10-11 22:33:02+00:00,,349.14,339.11,337.36,328.81,314.5,218.32,266.95,337.42,338.26,,350.96,L8
2017-10-20 22:26:52+00:00,,319.94,339.11,337.36,328.81,314.5,227.20000000000002,272.6066666666667,337.42,338.26,296.12,336.89,L8
2017-11-12 22:33:00+00:00,,319.94,339.11,337.36,328.81,314.5,229.9925,269.045,337.42,338.26,296.12,336.89,L8
2018-02-25 22:26:18+00:00,,319.94,339.11,337.36,327.9,321.565,229.9925,283.06000000000006,337.42,338.26,296.12,336.89,L8
2018-03-04 22:32:25+00:00,,319.94,339.11,337.36,323.5366666666667,318.69666666666666,229.9925,288.25,337.42,338.26,296.12,336.89,L8
2019-01-11 22:26:25+00:00,,,,,,,242.73,283.83,,,,,L8
2019-02-19 22:32:28+00:00,326.17,315.83,,,302.33,,242.73,283.83,320.11,316.79,329.57,325.88,L8
2019-02-28 22:26:15+00:00,326.17,315.83,,,302.33,,224.32999999999998,283.08,320.11,316.79,329.57,325.88,L8
2019-03-07 22:32:23+00:00,326.17,319.76,301.8,300.92,301.51,,224.32999999999998,295.7233333333333,320.11,316.79,329.57,328.125,L8
2020-10-19 22:33:05+00:00,,,,,347.83,339.51,,353.27,,,,,L8
2021-02-17 22:26:38+00:00,,,,,347.83,352.21000000000004,,369.42499999999995,,,,,L8
2021-11-23 22:33:06+00:00,,,,,,,239.34,355.28,,,,,L8
2022-01-27 22:26:50+00:00,,,,,,,241.44,355.28,,,,,L9
2022-03-24 22:26:23+00:00,,378.61,374.33,378.37,373.0,376.35,241.44,362.0,,,,,L8
2022-10-01 22:33:06+00:00,,,,,,,217.41,250.29,,,,,L9
2022-11-26 22:33:18+00:00,,,,,363.05,347.47,217.41,250.29,,,,,L8
2022-12-29 22:27:00+00:00,,,,,363.05,347.47,230.86,269.49,,,,,L9
2023-01-13 22:33:05+00:00,,,372.21,367.78,364.385,357.58000000000004,230.86,269.49,,,,,L8
2023-10-29 22:26:45+00:00,,,,,,,,284.77,,,,,L9
2023-11-30 22:26:52+00:00,,,,,,,240.89,286.78499999999997,,,,,L9
2024-03-21 22:26:42+00:00,,,,,,,240.89,277.74666666666667,,,,,L9
2024-03-28 22:32:45+00:00,,361.2,346.76,344.25,341.82,330.16,295.79499999999996,298.015,,,,362.89,L9
2024-11-16 22:26:41+00:00,,,,,,,369.27,384.68,,,,,L9
2024-12-10 22:26:33+00:00,,359.03,383.11,376.22,379.68,381.25,377.57,384.68,,,,,L8
2025-01-03 22:26:39+00:00,,363.245,376.045,366.515,366.41499999999996,373.28999999999996,374.6333333333334,385.105,,,351.53,377.3,L9
2025-01-18 22:32:48+00:00,,371.82,376.50333333333333,367.34666666666664,367.1566666666667,369.86999999999995,372.1975,377.7366666666667,,,366.865,387.08000000000004,L8
2025-02-11 22:32:55+00:00,,371.82,376.50333333333333,364.0425,362.355,364.04499999999996,368.116,368.525,,,366.865,387.08000000000004,L9
