dates,satname,nzd0064-0000,nzd0064-0001,nzd0064-0002,nzd0064-0003,nzd0064-0004,nzd0064-0011,nzd0064-0005,nzd0064-0006,nzd0064-0010,nzd0064-0007,nzd0064-0008,nzd0064-0009
1999-08-26 22:04:44.971000,L7,372.82,304.15,308.41,,,,,,,,,
1999-09-27 22:04:25.056000,L7,382.12,,,,,,,,,,,
1999-09-27 22:04:48.949000,L7,385.54,,,,,,,,,,,
1999-11-14 22:04:18.343000,L7,382.70,301.98,,,,,,,,,,
1999-11-14 22:04:42.286000,L7,380.66,,,,,,,,,,,
2000-01-01 22:04:13.486000,L7,405.74,342.28,322.03,324.10,323.33,,,,,,,
2000-01-01 22:04:37.439000,L7,401.21,,,,,,,,,,,
2000-01-17 22:04:35.821000,L7,403.39,334.74,,,,348.91,,,,,,
2000-08-12 22:02:30.151000,L7,402.17,363.29,360.12,325.33,314.20,310.44,333.41,313.84,327.72,,,
2000-08-12 22:02:54.094000,L7,401.96,358.87,336.95,324.54,313.24,307.90,331.26,311.66,311.94,,,
2000-09-13 22:02:26.190000,L7,,,,,,336.57,325.56,326.04,321.66,315.15,325.54,318.65
2000-10-15 22:01:32.252000,L7,375.48,,,,,,,,,,,
2001-06-28 22:00:45.094000,L7,367.09,318.30,,,,,,,,,,
2001-08-15 22:00:14.727000,L7,,396.99,389.94,376.07,375.03,403.33,375.96,371.71,390.21,363.91,380.27,369.52
2001-08-15 22:00:38.680000,L7,,401.60,390.88,377.32,375.98,399.79,377.63,371.25,389.18,367.58,382.01,370.19
2002-01-22 22:00:16.971000,L7,399.65,299.99,316.70,,,,,,,,,
2002-01-22 22:00:40.906000,L7,401.54,303.02,316.90,312.02,305.47,346.03,,,,,,
2002-03-27 22:00:13.634000,L7,376.45,,,,,,,,,,,
2002-03-27 22:00:37.575000,L7,375.67,,,,,,,,,,,
2002-07-01 21:59:51.232000,L7,372.01,334.69,333.28,329.28,322.75,316.65,331.27,310.82,322.25,310.97,323.91,314.67
2002-07-01 22:00:15.186000,L7,398.14,361.36,360.13,353.86,348.38,351.43,349.56,351.94,348.35,344.26,353.26,350.45
2002-07-17 21:59:44.793000,L7,360.53,312.26,312.68,,,,,,,,,
2002-07-17 22:00:08.747000,L7,361.45,312.59,314.72,,,,,,,,,
2002-08-18 21:59:33.737000,L7,432.11,364.40,362.98,325.55,327.52,360.55,327.54,327.19,336.56,311.26,315.07,307.57
2002-08-18 21:59:57.690000,L7,,421.96,401.01,391.03,379.27,395.33,381.18,369.51,395.97,365.17,393.97,375.86
2002-11-06 21:59:17.708000,L7,376.25,321.77,313.30,,,,,,,,,
2002-11-22 21:59:33.639000,L7,415.95,363.32,364.25,351.47,347.51,401.16,356.28,352.24,381.46,360.38,399.25,389.38
2002-12-24 21:59:45.194000,L7,383.28,,,,,,,,,,,
2004-07-30 21:54:04.170000,L5,371.05,299.20,,,,,,,,,,
2006-08-21 22:05:19.629000,L5,375.06,307.58,308.99,,,,,,,,,
2008-10-29 21:55:00.479000,L5,398.53,325.62,327.00,320.94,318.28,306.33,312.78,308.75,309.50,,322.90,308.18
2008-10-29 21:55:24.451000,L5,382.77,297.46,309.25,,,,,,,,,
2009-01-01 21:56:07.642000,L5,400.12,327.73,324.72,311.76,305.70,,,,,,,
2009-02-02 21:56:58.438000,L5,384.05,307.01,308.92,,,317.77,,,309.95,,,306.83
2011-08-19 22:00:12.535000,L5,382.57,311.73,315.59,,,,,,,,,
2013-05-20 22:13:26.604000,L8,474.73,374.58,369.25,363.42,355.92,387.95,361.70,344.98,372.00,335.33,361.86,344.13
2013-07-07 22:13:24.262000,L8,342.29,297.84,311.44,,,,,,,,,
2013-12-14 22:13:21.591000,L8,408.13,325.06,322.33,322.26,317.07,325.74,313.54,313.95,321.43,307.86,317.56,314.49
2013-12-30 22:13:13.343000,L8,338.62,312.15,315.26,313.17,311.03,,304.51,,,,,
2014-01-15 22:12:33.689000,L8,424.24,354.58,351.08,342.15,333.14,348.46,337.06,329.11,344.47,323.80,337.43,329.62
2014-01-31 22:12:28.855000,L8,413.01,353.35,349.60,344.88,338.60,345.68,342.23,336.52,334.92,329.37,337.49,332.06
2014-01-31 22:12:52.806000,L8,413.27,354.01,350.20,345.25,339.01,345.10,342.49,336.13,335.21,329.40,337.60,332.24
2014-03-20 22:11:49.843000,L8,,,,,,316.61,,,312.91,,,360.05
2014-04-05 22:11:34.747000,L8,411.80,347.11,341.07,340.12,332.72,346.68,333.21,319.76,330.07,317.11,331.89,326.81
2014-04-05 22:11:58.702000,L8,406.39,341.53,334.56,332.64,326.45,330.97,325.27,313.44,325.15,311.94,323.48,321.03
2014-04-21 22:11:42.175000,L8,467.68,366.16,359.17,354.85,357.61,366.57,352.06,352.07,373.90,343.16,367.02,351.25
2014-07-26 22:11:43.162000,L8,398.76,347.61,342.14,334.34,328.81,336.82,330.29,323.11,333.12,318.56,333.08,323.75
2014-08-11 22:11:51.972000,L8,350.96,305.59,312.08,,,,,,,,,
2014-10-14 22:11:38.746000,L8,377.25,313.60,317.92,310.81,310.55,310.15,,,304.99,,,301.51
2014-10-14 22:12:02.705000,L8,381.11,319.73,322.37,314.32,313.54,315.87,308.50,,309.52,,312.42,306.07
2014-10-30 22:11:58.859000,L8,404.83,348.90,355.36,321.69,326.17,331.57,327.07,324.41,332.23,314.23,330.48,320.04
2014-12-01 22:12:00.318000,L8,381.40,304.79,309.26,,,,,,,,,
2015-01-02 22:11:27.004000,L8,459.06,368.34,358.77,353.43,343.95,378.21,340.14,333.79,377.44,329.04,355.05,333.82
