dates,nzd0064-0000,nzd0064-0001,nzd0064-0002,nzd0064-0003,nzd0064-0004,nzd0064-0011,nzd0064-0005,nzd0064-0006,nzd0064-0010,nzd0064-0007,nzd0064-0008,nzd0064-0009,satname
1999-08-26 22:04:44+00:00,372.82,304.15,308.41,,,,,,,,,,L7
1999-09-27 22:04:48+00:00,379.18,304.15,308.41,,,,,,,,,,L7
2000-01-01 22:04:13+00:00,379.18,323.215,315.22,324.1,323.33,,,,,,,,L7
2000-08-12 22:02:54+00:00,,358.87,336.95,324.54,313.24,307.9,,,,,,,L7
2002-01-22 22:00:16+00:00,,299.99,316.7,,,,,,,,,,L7
2002-03-27 22:00:37+00:00,375.67,299.99,316.7,,,,,,,,,,L7
2002-07-01 21:59:51+00:00,373.84000000000003,317.34000000000003,324.99,329.28,322.75,316.65,331.27,310.82,322.25,310.97,323.91,314.67,L7
2002-07-17 22:00:08+00:00,369.71000000000004,315.75666666666666,321.56666666666666,329.28,322.75,316.65,331.27,310.82,322.25,310.97,323.91,314.67,L7
2002-08-18 21:59:33+00:00,369.71000000000004,323.64,324.0,327.41499999999996,325.135,316.65,329.405,319.005,329.405,311.115,319.49,311.12,L7
2009-02-02 21:56:58+00:00,384.05,307.01,308.92,,,317.77,,,309.95,,,306.83,L5
2011-08-19 22:00:12+00:00,382.57,311.73,315.59,,,,,,,,,,L5
2014-01-31 22:12:28+00:00,,353.35,349.6,344.88,338.6,345.68,342.23,336.52,334.92,329.37,337.49,332.06,L8
2014-04-05 22:11:58+00:00,,347.44,342.08000000000004,338.76,332.525,338.32500000000005,333.75,324.98,330.03499999999997,320.655,330.485,326.54499999999996,L8
2014-04-21 22:11:42+00:00,,353.68,347.77666666666664,344.1233333333333,340.8866666666667,347.74,339.8533333333333,334.01,330.03499999999997,328.1566666666667,342.66333333333336,334.78,L8
2014-07-26 22:11:43+00:00,,352.1625,346.3675,341.6775,337.8675,345.01,337.4625,331.28499999999997,331.06333333333333,325.7575,340.2675,332.0225,L8
2014-08-11 22:11:51+00:00,350.96,340.2225,336.98749999999995,340.61,337.62333333333333,344.78666666666663,335.8733333333333,329.53999999999996,329.135,324.55333333333334,341.1933333333333,332.01,L8
2014-10-14 22:11:38+00:00,364.105,333.24,332.8275,333.3333333333333,332.3233333333333,337.84666666666664,341.17499999999995,337.5899999999999,319.055,330.86,350.04999999999995,325.50333333333333,L8
2014-10-30 22:11:58+00:00,364.105,328.92499999999995,331.875,322.28,321.8433333333333,326.18,328.68,323.76,323.44666666666666,316.395,331.78,315.1,L8
