dates,nzd0125-0000,nzd0125-0001,nzd0125-0002,nzd0125-0003,nzd0125-0004,nzd0125-0005,nzd0125-0006,nzd0125-0007,nzd0125-0008,nzd0125-0009,nzd0125-0010,nzd0125-0011,nzd0125-0012,nzd0125-0013,nzd0125-0014,nzd0125-0015,nzd0125-0016,nzd0125-0017,nzd0125-0018,nzd0125-0019,nzd0125-0020,nzd0125-0021,nzd0125-0022,nzd0125-0023,nzd0125-0024,nzd0125-0025,nzd0125-0026
2011-02-17 21:55:37+00:00,382.3833333333334,279.13,322.2966666666667,302.4725,280.4425,290.9533333333333,289.56,297.36333333333334,300.97333333333336,283.53999999999996,273.64000000000004,275.65333333333336,297.875,305.95000000000005,293.175,279.18,275.975,226.63,265.695,268.7075,268.665,274.10249999999996,287.5125,297.4875,307.9525,281.7925,271.9
2011-03-28 22:01:38+00:00,379.9175,270.94,322.2966666666667,298.264,274.1,280.9875,284.418,297.36333333333334,300.97333333333336,283.53999999999996,273.64000000000004,268.0225,292.582,301.142,293.175,273.7,269.68199999999996,216.10500000000002,265.695,268.7075,262.694,270.33000000000004,284.78999999999996,294.73400000000004,302.77200000000005,277.512,269.34000000000003
2011-04-13 22:01:34+00:00,379.796,267.62333333333333,322.2966666666667,295.0183333333334,270.3383333333333,274.268,280.74333333333334,297.36333333333334,300.97333333333336,283.53999999999996,273.64000000000004,264.154,288.7033333333333,297.00500000000005,282.7266666666667,269.92833333333334,265.58666666666664,217.4466666666667,265.695,268.7075,258.46999999999997,267.25666666666666,281.705,292.47333333333336,299.2733333333333,274.21,267.5783333333333
2011-09-04 22:00:27+00:00,370.69,260.16,,277.34,248.34333333333333,247.30666666666664,262.6766666666667,,,,,248.37666666666667,269.20666666666665,278.99666666666667,261.44,250.32000000000002,246.22,217.17999999999998,,,237.74,253.83666666666667,268.55333333333334,280.6766666666667,282.66333333333336,259.63999999999993,255.79
2013-04-11 22:07:51+00:00,391.98,,360.93,,,,,335.27,336.45,327.75,324.55,,,327.73,,,,,296.01,303.3,,,303.97,327.53,,,
2013-05-20 22:13:50+00:00,381.975,302.94,327.3,293.36,274.06,271.28,279.15,306.315,310.16999999999996,301.695,297.75,274.49,291.88,311.615,275.44,259.09,261.55,248.85,273.2,280.35,260.97,268.11,292.22,309.89,279.67,268.64,268.1
2013-06-05 22:13:51+00:00,378.7066666666667,289.54499999999996,316.25333333333333,292.71500000000003,273.75,271.40999999999997,279.5,296.94,301.03,292.37333333333333,288.1366666666667,273.185,291.29499999999996,305.56,275.09000000000003,257.84,260.87,249.82999999999998,266.49,272.12,261.915,267.89,288.31333333333333,303.3833333333333,279.26,267.98,266.605
2013-06-30 22:07:36+00:00,378.7066666666667,290.68666666666667,310.9925,294.7366666666667,274.65000000000003,272.84999999999997,281.84666666666664,293.57,297.6475,289.35,285.31,274.16,292.57,303.3525,276.99,260.2233333333333,260.8933333333334,252.53333333333333,265.4225,270.5925,263.72,269.42,287.4925,301.735,281.60333333333335,268.74,267.96333333333337
2013-07-07 22:13:48+00:00,377.08750000000003,289.165,307.87600000000003,294.6125,274.9525,273.4425,281.37,291.022,294.87,287.21,282.636,274.385,292.8575,301.74,278.1375,260.25,260.8575,252.9625,262.996,268.328,263.7925,269.3575,286.408,299.62399999999997,281.4125,268.2375,268.22
2013-08-08 22:13:49+00:00,375.824,289.892,306.0183333333334,294.24,274.952,273.28000000000003,281.662,288.505,292.48333333333335,285.10999999999996,280.99,274.038,292.756,300.62833333333333,279.034,260.18199999999996,260.948,252.708,261.295,266.88666666666666,264.2,269.154,286.085,298.305,281.794,268.21799999999996,268.778
2013-09-02 22:07:40+00:00,375.824,287.41833333333335,303.9742857142857,293.6333333333333,274.1666666666667,272.8833333333333,281.215,286.9557142857143,290.49142857142857,283.54714285714283,279.3985714285714,273.74,292.5083333333333,299.8228571428572,278.74666666666667,259.75166666666667,260.6666666666667,252.30166666666665,259.8014285714286,265.6671428571429,263.815,269.0783333333333,285.26714285714286,297.09857142857146,281.46666666666664,268.06,268.1616666666667
2013-11-05 22:07:22+00:00,371.785,287.41833333333335,294.4816666666667,293.6333333333333,274.1666666666667,272.8833333333333,281.215,278.90333333333336,287.56857142857143,276.18,271.87333333333333,278.8385714285714,296.42571428571426,298.7285714285714,278.74666666666667,259.75166666666667,265.4857142857143,256.8985714285714,258.7342857142857,259.39500000000004,263.815,273.4771428571429,285.82714285714286,295.4357142857143,285.34285714285716,272.9685714285714,272.61285714285714
2013-11-12 22:13:32+00:00,368.216,286.4771428571429,293.71714285714285,292.94,273.94428571428574,272.36857142857144,281.2214285714286,278.06714285714287,286.55125,275.45428571428573,271.69,277.7875,295.57875,298.075,278.03000000000003,259.4371428571429,264.7125,255.7125,257.9575,258.9242857142857,263.7728571428571,272.75,285.26,294.56625,284.33375,272.1025,270.735
2013-11-28 22:13:25+00:00,360.094,279.25142857142856,296.1914285714286,291.0028571428571,273.09857142857146,272.7,282.18,278.5028571428572,286.59000000000003,275.66714285714284,272.2,277.9325,295.54375,298.68,277.7742857142857,259.4714285714286,264.775,255.88000000000002,258.2025,258.72285714285715,263.9871428571428,272.85249999999996,285.32375,294.4075,284.0925,272.01750000000004,270.1775
2013-12-30 22:13:13+00:00,355.95,277.2916666666667,295.855,289.465,272.12666666666667,272.32666666666665,282.2716666666667,278.075,286.71857142857147,275.27166666666665,271.7816666666667,278.47285714285715,295.49571428571426,299.2728571428571,277.778,258.4483333333333,265.3285714285714,255.5285714285714,257.6742857142857,257.6166666666666,263.62833333333333,273.04,285.35857142857145,294.07714285714286,283.49857142857144,272.2914285714286,269.5
2014-01-08 22:06:55+00:00,357.96,277.59499999999997,295.7733333333333,289.5183333333333,271.5183333333334,272.13166666666666,282.9916666666667,277.95166666666665,286.6014285714286,274.865,272.16166666666663,278.5257142857143,295.63,299.55428571428575,276.096,257.8066666666667,265.42857142857144,255.78142857142853,257.81857142857143,257.92,263.70666666666665,273.06714285714287,285.3971428571429,293.9928571428572,283.34999999999997,272.45,268.72285714285715
2014-01-24 22:06:45+00:00,357.96,277.91857142857145,295.0657142857143,289.96285714285716,272.0571428571429,272.43142857142857,283.2085714285714,278.21857142857147,286.04625,275.46,272.2685714285714,278.615,295.545,299.69,275.625,257.8857142857143,265.02375,255.70749999999998,257.5675,258.4614285714286,264.0485714285714,272.8525,285.31,293.71125,283.04125,272.205,268.60875
2014-02-16 22:12:38+00:00,357.608,275.43833333333333,298.5142857142857,295.48857142857145,273.69714285714286,279.1714285714285,290.51428571428573,285.1714285714286,292.3,280.5557142857143,278.5242857142857,284.04125,297.755,300.1525,277.9483333333333,263.06714285714287,268.57,260.5325,259.87,264.43142857142857,266.52714285714285,275.9525,287.6275,294.50875,286.94875,276.71500000000003,269.97749999999996
2014-03-20 22:12:13+00:00,357.608,275.516,304.2942857142857,301.34142857142854,279.59000000000003,284.25428571428574,295.7142857142857,290.05,296.99,285.24,283.28714285714284,287.065,300.41375,303.9925,283.5833333333333,268.49142857142857,272.9525,265.70000000000005,263.92375,269.34142857142854,270.2171428571429,277.99875000000003,290.26374999999996,299.8675,287.96571428571434,280.9075,274.84875
2014-04-05 22:11:58+00:00,359.6766666666667,275.516,303.185,300.4425,278.715,283.04625,293.54875,289.0425,295.24888888888887,284.25125,281.575,285.60555555555555,299.5177777777778,303.0422222222222,282.41285714285715,267.2075,271.3544444444444,264.80111111111114,262.6588888888889,268.01625,269.1925,276.9577777777778,289.4977777777778,298.3533333333333,286.5025,279.0788888888889,274.84875
2014-04-21 22:11:42+00:00,359.6766666666667,291.6933333333333,307.7966666666667,304.3588888888889,284.02777777777777,287.5811111111111,297.1088888888889,293.6088888888889,298.033,287.37,284.62,287.864,301.65500000000003,306.009,282.41285714285715,267.2075,276.20799999999997,270.168,267.034,272.57222222222225,273.14000000000004,279.94300000000004,292.313,301.12399999999997,291.2911111111111,282.20500000000004,278.0444444444445
2014-04-30 22:05:22+00:00,359.6766666666667,300.86428571428576,310.49,306.534,286.408,290.057,298.756,295.517,299.64181818181817,289.206,286.529,288.71363636363634,303.23727272727274,307.03636363636366,286.3525,271.02000000000004,278.2981818181818,272.2690909090909,269.26545454545453,275.45,275.538,281.76,293.64818181818185,303.0709090909091,294.829,284.1972727272727,279.294
2014-05-16 22:05:09+00:00,366.1499999999999,312.1614285714286,315.30400000000003,311.16999999999996,289.966,294.474,303.282,299.10499999999996,301.99699999999996,292.278,289.87399999999997,290.31399999999996,304.391,307.871,290.9575,276.43555555555554,281.062,275.63,272.539,280.03499999999997,280.209,283.796,297.269,306.127,299.25111111111113,285.64300000000003,281.7788888888889
2014-07-26 22:11:43+00:00,377.2699999999999,363.35749999999996,329.65000000000003,326.2085714285714,302.59857142857146,308.5028571428571,315.72285714285715,313.1771428571429,314.7785714285714,304.09999999999997,301.5342857142858,300.7885714285714,313.23,317.7742857142857,306.695,294.92,295.78285714285715,292.22571428571433,286.8342857142857,295.70285714285717,292.2957142857143,295.01714285714286,308.82,318.9642857142857,317.62333333333333,298.6542857142857,296.47833333333335
2014-08-04 22:05:38+00:00,377.2699999999999,363.35749999999996,324.39625,321.44624999999996,298.67375,303.2925,310.69,308.82125,309.7125,300.0175,296.01875,296.96,310.09000000000003,314.97375,302.0057142857143,289.40714285714284,291.34125,286.79875000000004,282.11375,290.88625,287.795,291.56624999999997,305.485,315.4475,312.0214285714286,298.6542857142857,292.13714285714286
2014-08-20 22:05:42+00:00,380.3999999999999,346.54200000000003,319.74875000000003,316.23,295.995,296.575,303.045,302.56874999999997,302.655,294.76,289.26875,290.32875,307.4675,314.03999999999996,298.6057142857143,283.37857142857143,287.04375,281.43625000000003,279.08124999999995,285.25874999999996,284.32875,288.435,302.67499999999995,314.41125,306.6385714285715,297.72666666666663,289.82714285714286
2014-09-05 22:05:45+00:00,379.86499999999995,339.75166666666667,317.32666666666665,314.9044444444445,294.2888888888889,293.8277777777778,300.2633333333333,301.1422222222222,299.9177777777778,292.79777777777775,287.51666666666665,287.34666666666664,305.0466666666667,311.2477777777778,295.37625,279.9425,283.90222222222224,276.90555555555557,275.3955555555556,282.36333333333334,281.3966666666667,286.31888888888886,300.31888888888886,311.79,305.25125,303.15999999999997,289.82714285714286
2014-10-07 22:05:49+00:00,380.1925,339.75166666666667,314.34999999999997,312.06874999999997,291.38375,291.68,298.19,297.83624999999995,297.08625,290.355,284.7825,285.5425,303.65375,309.29125,292.8942857142857,277.3,282.68,273.48375,273.965,280.68375,279.90250000000003,286.265,299.855,309.50375,305.2625,304.04,284.43
2014-10-30 22:11:58+00:00,377.466,327.992,305.4057142857142,304.6028571428572,282.83,282.4057142857143,291.31428571428575,289.54,289.7542857142857,283.71857142857147,278.12428571428575,279.7285714285714,298.2742857142857,304.0357142857143,288.4557142857143,272.3985714285714,273.7085714285714,263.07142857142856,265.35714285714283,272.2657142857143,272.69142857142856,279.82428571428574,294.48285714285714,303.55428571428575,298.1557142857143,298.076,278.34666666666664
2014-11-08 22:05:52+00:00,377.466,330.46,307.95124999999996,306.305,285.5975,286.26750000000004,293.81125000000003,292.60375,292.3125,285.99375000000003,281.51250000000005,281.57625,299.70375,305.4275,291.64625,275.05875,275.96,267.16749999999996,267.56,276.77375,275.75874999999996,282.8825,295.4575,307.2275,298.1557142857143,298.9483333333333,280.2214285714286
2014-12-01 22:12:00+00:00,373.6375,321.45,302.27124999999995,300.89000000000004,281.65625,281.39875,288.91,289.1125,287.81625,282.66625,277.63875,277.44374999999997,296.63,303.03,287.2675,268.79625,271.1175,262.45124999999996,261.33,271.92625,270.2,278.17875000000004,289.505,302.1475,291.00857142857143,294.1433333333334,275.39714285714285
2014-12-26 22:05:43+00:00,373.6375,323.1228571428572,303.1666666666667,301.96000000000004,283.68666666666667,283.95000000000005,291.3544444444444,291.95000000000005,290.32666666666665,284.9122222222222,281.01777777777784,280.3611111111111,298.37666666666667,304.0022222222222,287.2711111111111,269.57444444444445,271.0777777777778,263.65444444444444,263.28444444444443,273.0544444444444,271.7366666666666,278.56111111111113,290.1411111111111,302.88222222222225,292.57875,294.30428571428575,276.8725
2015-02-28 22:05:24+00:00,372.05,317.56166666666667,300.3742857142857,300.02714285714285,283.29857142857145,283.36285714285714,290.95428571428573,289.8828571428571,288.7971428571429,283.56142857142856,281.09285714285716,279.2085714285714,297.0185714285714,300.40000000000003,282.58142857142855,265.35857142857145,267.89428571428573,260.1785714285714,260.6871428571429,271.00714285714287,270.19714285714286,276.3328571428571,287.2557142857143,300.03142857142853,289.27833333333336,288.39285714285717,274.59
2015-03-16 22:05:13+00:00,368.94500000000005,316.8983333333333,299.53999999999996,298.13571428571424,282.0514285714286,283.7757142857143,291.52000000000004,288.77,288.9842857142857,282.85571428571427,279.89285714285717,280.03428571428566,297.40285714285716,300.8585714285714,282.7657142857143,265.31428571428575,268.0557142857143,262.76000000000005,261.6642857142857,271.7985714285714,270.52714285714285,276.2114285714286,287.0414285714286,300.17571428571426,286.69666666666666,278.5842857142857,272.90142857142854
2015-04-01 22:05:01+00:00,375.57666666666665,312.34857142857146,298.5225,297.15500000000003,280.82000000000005,282.47625,290.015,287.6925,287.42,281.43125,277.7475,278.53875,296.39750000000004,299.95875,281.64000000000004,264.04125,266.97875,262.03875,260.155,270.4975,269.67375,275.94,286.2825,298.9975,285.82428571428574,277.2925,271.8575
2015-04-24 22:11:08+00:00,377.7,312.34857142857146,305.8075,304.625,287.89875,289.71625,297.6075,295.72875,294.36375000000004,286.96375,279.7985714285714,279.96,297.49714285714293,303.685,286.2625,270.36625000000004,275.3375,270.7725,261.7528571428571,279.8875,278.35625,282.995,289.5325,302.9525,287.4033333333333,285.14625,277.40250000000003
2015-05-03 22:04:48+00:00,388.84,309.42,309.615,307.77500000000003,290.885,292.175,300.3125,299.11125,296.37,288.8375,281.3,281.77142857142854,297.95142857142855,304.5525,291.065,274.90125,278.41375,273.17625,264.4485714285714,282.95624999999995,280.27125,284.55625,292.47249999999997,309.56,284.63199999999995,288.59499999999997,279.81625
2015-05-10 22:10:52+00:00,380.79999999999995,302.9166666666667,305.77625,304.84875,287.0725,287.63,296.85125000000005,295.22125,292.46500000000003,285.4525,275.70285714285717,278.8971428571428,294.74142857142857,302.27125,286.2875,271.305,274.75124999999997,268.30625,260.5257142857143,276.985,275.81374999999997,280.25625,289.76875,304.5225,283.7083333333333,284.4225,276.83125
2015-05-19 22:04:40+00:00,380.79999999999995,302.9166666666667,308.98,306.8322222222222,288.6588888888889,290.2366666666667,298.64444444444445,295.85333333333335,294.26,286.43555555555554,278.46875,280.29999999999995,295.59000000000003,303.3611111111111,288.3155555555556,273.78666666666663,276.15222222222224,270.60555555555555,263.35249999999996,278.89444444444445,278.0022222222222,280.69444444444446,291.2566666666667,305.02111111111105,283.7083333333333,286.13,278.2066666666667
2015-06-20 22:04:57+00:00,380.79999999999995,302.33000000000004,311.12375000000003,308.70875,290.15875000000005,292.20375,300.06125000000003,297.71000000000004,295.6225,287.84000000000003,279.24285714285713,281.1871428571428,295.91857142857145,304.31875,289.9125,275.98625,277.63374999999996,272.49375,264.59,280.86,279.5325,278.5055555555556,289.33333333333337,302.62666666666667,281.26166666666666,288.16,276.7888888888889
2015-07-22 22:05:13+00:00,380.79999999999995,294.6225,314.59375,310.96875,290.94375,292.82875,301.39375,297.21875,296.65625,287.83375,278.7557142857143,282.22714285714284,297.48,305.14875000000006,294.3175,279.64375,281.27625,275.27,267.09857142857146,282.925,282.15999999999997,280.75666666666666,291.83444444444444,304.94888888888886,276.8,289.78875000000005,278.6
2015-07-29 22:11:25+00:00,379.5933333333333,292.51599999999996,311.80555555555554,308.8188888888889,289.02666666666664,290.4244444444444,299.34222222222223,295.08222222222224,294.6933333333334,286.00666666666666,277.14500000000004,280.765,296.62624999999997,304.14444444444445,292.0022222222222,277.2266666666667,278.99333333333334,271.9922222222222,265.25,279.97222222222223,279.81666666666666,279.543,290.76000000000005,303.544,276.98833333333334,287.34000000000003,277.485
2015-08-07 22:05:16+00:00,379.5933333333333,284.65166666666664,309.58599999999996,307.219,287.599,288.521,297.56,293.495,293.211,284.93,276.07444444444445,280.00666666666666,296.05333333333334,303.25600000000003,290.454,275.335,277.23400000000004,270.387,263.8488888888889,278.209,277.94899999999996,278.6554545454546,289.9236363636364,302.5081818181818,277.6928571428572,285.653,276.7672727272727
2015-08-23 22:05:24+00:00,379.5933333333333,279.7371428571428,307.9327272727273,305.8763636363637,286.5372727272727,287.2263636363636,296.3290909090909,292.41818181818184,292.1109090909091,284.2145454545455,275.1,279.63,295.602,302.80454545454546,289.10636363636365,274.28363636363633,275.9745454545454,268.9809090909091,263.11,276.6118181818182,276.5709090909091,277.96750000000003,289.4441666666667,301.5625,277.58750000000003,284.29454545454547,276.0733333333333
2015-10-26 22:05:43+00:00,374.97,274.178,308.3075,305.005,286.36625000000004,286.21125,296.05375,291.3825,291.81874999999997,283.8175,278.305,282.59375,297.51374999999996,303.2325,290.53625,275.905,274.46875,267.21375,267.06,274.0175,275.2375,274.65999999999997,290.0733333333334,301.8411111111111,276.41333333333336,283.53625,275.7255555555555
2016-02-22 22:11:42+00:00,,287.44,312.4,307.155,288.9,289.20500000000004,298.515,297.295,299.62,296.205,276.58,310.30499999999995,296.355,301.315,290.69500000000005,267.95500000000004,272.895,269.115,266.345,280.46000000000004,275.925,286.82500000000005,293.04999999999995,302.21500000000003,296.36,285.465,283.27
2016-03-02 22:05:31+00:00,,287.44,312.4,307.155,288.9,289.20500000000004,307.1433333333334,306.6266666666667,307.9266666666667,303.90333333333336,289.24333333333334,313.2633333333333,307.7,314.18333333333334,306.2866666666667,281.1266666666667,282.1666666666667,278.49333333333334,277.6366666666667,287.84,286.94,295.04,302.53666666666663,311.63,310.24,294.58666666666664,288.09999999999997
2016-03-25 22:11:32+00:00,,287.44,324.21999999999997,318.8233333333333,288.9,295.4433333333333,310.2175,309.005,312.3275,304.335,293.0925,313.5225,310.5375,314.6675,309.95500000000004,285.64750000000004,287.17499999999995,279.14,278.6625,289.3275,288.025,297.2075,302.1875,312.1875,313.79,295.9475,291.465
2016-04-03 22:05:16+00:00,,283.09,315.09,311.09000000000003,282.35999999999996,289.595,303.70799999999997,302.808,304.918,297.88800000000003,287.408,304.694,306.604,310.26,302.754,279.754,281.328,272.698,272.592,282.656,282.142,291.548,297.972,308.02799999999996,306.192,290.512,297.78999999999996
2016-04-19 22:05:11+00:00,384.19,285.43333333333334,311.054,306.77799999999996,280.1575,286.95,299.48,298.68,300.4483333333333,294.575,283.1816666666667,299.2733333333333,303.3933333333333,308.3333333333333,298.98833333333334,277.39833333333337,278.965,270.4533333333333,270.40500000000003,280.69666666666666,279.90833333333336,288.965,296.05333333333334,305.54333333333335,302.87166666666667,287.80833333333334,293.4733333333333
2016-04-26 22:11:21+00:00,387.22,284.43,318.202,309.872,282.4975,289.384,303.51,304.08166666666665,306.0366666666667,300.56666666666666,286.538,302.97666666666663,305.95166666666665,311.12166666666667,302.46833333333336,282.69666666666666,284.14166666666665,275.305,276.00666666666666,285.65166666666664,285.0366666666667,292.135,298.2033333333333,308.3866666666667,310.0916666666667,291.9683333333333,296.54833333333335
2016-05-12 22:11:20+00:00,381.9433333333333,285.77,314.69666666666666,306.045,280.37,286.43833333333333,299.2657142857143,300.74571428571426,306.0366666666667,296.1642857142857,282.98,299.21714285714285,304.26714285714286,308.67285714285714,298.4114285714286,279.9142857142857,281.81714285714287,272.83714285714285,273.86285714285714,282.5028571428571,281.6871428571429,288.62857142857143,296.1228571428572,306.5357142857143,306.21285714285716,289.38,292.9971428571429
2016-05-21 22:05:14+00:00,381.9433333333333,285.77,314.69666666666666,306.045,285.195,290.24571428571426,301.015,302.59375,307.4628571428571,297.58500000000004,282.98,299.8725,306.535,310.28999999999996,300.09125,281.2525,284.1575,272.83714285714285,276.7,285.01875,283.95125,290.55875000000003,297.61125,308.2975,306.21285714285716,292.0,294.41375
2016-06-13 22:11:30+00:00,381.9433333333333,286.04,312.04285714285714,304.50714285714287,283.8414285714286,288.575,298.96555555555557,300.81111111111113,304.65,295.74555555555554,281.0371428571429,297.2988888888889,305.16111111111115,308.66777777777776,297.34,278.9422222222222,281.49,270.5475,273.8911111111111,282.37,281.71555555555557,288.37666666666667,295.9511111111111,306.30111111111114,302.8625,289.3488888888889,291.96
2016-06-29 22:11:39+00:00,381.9433333333333,286.04,312.04285714285714,304.50714285714287,283.8414285714286,288.575,298.96555555555557,300.81111111111113,304.65,295.74555555555554,281.0371428571429,297.2988888888889,301.70500000000004,305.559,297.34,278.9422222222222,277.68,265.2444444444444,268.62600000000003,276.598,277.35900000000004,285.113,293.136,302.988,298.25666666666666,285.05699999999996,285.894
2016-08-16 22:11:53+00:00,381.9433333333333,286.04,309.22625,302.74,282.77500000000003,286.69,297.27200000000005,298.671,301.9766666666667,293.37600000000003,279.145,294.714,300.7309090909091,304.63272727272727,294.97400000000005,276.809,276.0881818181818,263.99,267.44818181818187,275.0427272727273,276.2218181818182,283.7754545454546,292.04272727272723,301.86545454545455,296.115,283.08272727272725,283.7609090909091
2016-09-10 22:05:51+00:00,381.9433333333333,285.794,304.3775,298.94875,279.045,283.2988888888889,290.86777777777775,292.4422222222222,294.5925,285.99444444444447,271.2385714285714,283.5577777777778,297.09700000000004,300.139,286.5311111111111,271.49555555555554,271.11600000000004,257.0588888888889,262.026,268.872,270.961,277.713,287.03,296.60299999999995,287.31777777777774,276.688,279.283
2016-10-12 22:05:57+00:00,386.8125,287.5575,298.3357142857143,292.9057142857142,278.84375,279.96375,287.455,289.28875,290.40999999999997,283.46,265.65333333333336,279.9625,294.75111111111113,298.48333333333335,282.18,268.38125,267.95,255.09875,260.4811111111111,266.62,269.2566666666667,274.88444444444445,285.4888888888888,294.52555555555557,282.805,273.3933333333333,270.3255555555556
2016-10-28 22:05:59+00:00,378.67,286.7033333333333,292.23,290.69166666666666,277.56857142857143,278.0128571428571,284.34857142857146,286.0042857142857,286.7816666666667,278.89285714285717,266.9683333333333,278.4157142857143,294.08375,296.15,279.9157142857143,264.7214285714286,264.25375,250.77285714285713,256.29625,262.57875,265.13625,272.67875000000004,283.50374999999997,292.84375,277.21,269.63624999999996,267.8575
2016-11-04 22:12:09+00:00,380.2625,292.7425,294.24285714285713,292.07,278.4525,279.08875,285.41375,287.00625,287.8671428571428,280.20625,269.63714285714286,279.91625,295.24666666666667,297.06555555555553,281.24125,266.16625,265.72555555555556,254.27749999999997,257.78111111111116,264.75222222222226,265.9088888888889,273.2655555555555,284.9944444444444,293.3855555555555,278.19124999999997,270.5122222222222,268.8511111111111
2016-11-20 22:12:09+00:00,380.6625,304.6375,295.1028571428571,294.05285714285714,275.74142857142857,275.9557142857143,284.4585714285714,284.3642857142857,284.9342857142857,278.5657142857143,272.80571428571426,278.12571428571425,292.60625,295.42625000000004,277.8071428571428,263.82,262.16499999999996,255.89374999999998,254.16875,261.5625,263.81125000000003,271.19375,283.26375,290.76374999999996,280.36,267.79125,264.955
2017-01-16 22:05:47+00:00,382.96200000000005,320.27750000000003,294.93333333333334,298.14,275.745,281.3385714285714,289.37285714285713,288.49857142857144,289.15,282.12857142857143,277.58428571428567,282.6642857142857,298.8757142857143,299.67857142857144,281.18857142857144,268.8528571428571,267.2314285714286,264.63428571428574,266.48857142857145,271.7342857142857,273.98285714285714,275.1642857142857,287.87428571428575,294.9171428571429,289.66142857142853,273.45571428571424,271.6328571428571
2017-02-01 22:05:40+00:00,384.2766666666667,322.89,294.93333333333334,304.65250000000003,275.745,287.0075,295.11,294.3425,294.8025,286.62625,282.40749999999997,286.95500000000004,302.09625,301.59125,285.37375,272.36125,271.85125,268.19124999999997,270.33375,275.81125000000003,278.05,279.3025,291.22125,299.18,295.66375,278.29749999999996,276.47625
2017-02-24 22:11:42+00:00,379.78285714285715,322.89,295.87833333333333,306.6928571428572,275.92,287.57,296.97857142857146,294.91375000000005,296.8328571428571,287.4275,284.7657142857143,289.17,302.4925,301.51875,285.7525,272.35625,271.89875,268.50624999999997,272.42857142857144,278.14285714285717,279.93571428571425,279.16125,291.40375,299.11625,298.3528571428572,280.4342857142857,278.48285714285714
2017-03-05 22:05:27+00:00,375.1,316.36833333333334,294.82714285714286,306.6928571428572,275.4971428571429,285.6744444444444,296.97857142857146,293.3211111111111,296.8328571428571,286.1766666666666,284.7657142857143,289.17,301.0677777777778,300.70000000000005,284.11333333333334,270.4211111111111,270.4111111111111,266.15333333333336,272.42857142857144,278.14285714285717,279.93571428571425,277.9555555555555,290.2055555555555,298.1255555555556,298.3528571428572,280.4342857142857,278.48285714285714
2017-04-13 22:11:17+00:00,371.34000000000003,322.68,296.832,324.77666666666664,278.08,289.9085714285714,311.3333333333333,297.4171428571429,308.8883333333334,290.12571428571425,298.57166666666666,301.31,303.49285714285713,302.5014285714286,287.1557142857143,273.7471428571429,273.54571428571427,269.4428571428572,288.5916666666667,293.715,289.8333333333333,280.27428571428567,292.8328571428571,300.55,310.51666666666665,293.88166666666666,289.30833333333334
2017-05-08 22:04:59+00:00,370.228,313.13199999999995,294.64,330.036,276.3725,291.14833333333337,316.054,298.1933333333333,312.312,290.5083333333333,300.774,303.76800000000003,302.97833333333335,302.21,286.2766666666667,273.02166666666665,272.805,267.30833333333334,292.068,295.0,292.904,280.22499999999997,292.0833333333333,301.0183333333334,314.78599999999994,304.20500000000004,291.71799999999996
2017-05-24 22:05:10+00:00,369.5375,294.132,291.0825,328.62800000000004,273.4675,289.73,313.552,296.62,309.998,288.925,297.52200000000005,301.14,301.9683333333333,300.52,286.12833333333333,271.9316666666667,270.755,265.25,289.73400000000004,292.294,292.96999999999997,278.83,290.8533333333333,299.84499999999997,311.88199999999995,308.30333333333334,290.466
2017-07-11 22:05:26+00:00,369.5375,294.132,295.604,326.9166666666667,279.836,292.4714285714286,313.57166666666666,297.66285714285715,309.97333333333336,290.3985714285714,296.9716666666667,299.97,302.4157142857143,302.17857142857144,289.0828571428571,275.1557142857143,274.4585714285714,267.80857142857144,288.24,292.74666666666667,292.02833333333336,280.18285714285713,292.4757142857143,301.5671428571428,312.67833333333334,308.61,289.60999999999996
2017-08-03 22:11:47+00:00,347.57000000000005,257.325,294.71999999999997,315.57399999999996,279.1383333333333,280.50333333333333,302.57000000000005,285.7616666666667,298.65199999999993,281.09999999999997,286.44,289.52200000000005,294.90000000000003,297.88,281.69666666666666,265.7283333333333,267.06166666666667,259.26,276.572,284.20199999999994,280.48999999999995,273.28333333333336,286.17333333333335,295.25333333333333,299.51,301.0133333333333,281.82599999999996
2017-09-04 22:11:55+00:00,,246.225,294.608,310.92333333333335,279.824,282.17600000000004,299.03000000000003,286.302,295.8433333333333,282.206,283.245,286.93333333333334,295.93,298.6,284.264,268.72799999999995,269.012,261.904,272.64833333333337,280.5333333333333,277.70666666666665,274.422,287.11800000000005,296.194,296.195,290.79499999999996,279.5416666666667
2017-09-13 22:05:44+00:00,364.83,243.77800000000002,292.44,306.9585714285714,278.3283333333333,279.7233333333333,295.61857142857144,285.4016666666667,292.74142857142857,280.45,280.20714285714286,284.43,294.665,297.46166666666664,282.4533333333333,266.5733333333333,267.065,259.40500000000003,269.29285714285714,276.9528571428571,275.2757142857143,273.0683333333333,285.9683333333333,296.194,296.195,290.79499999999996,279.5416666666667
2017-12-02 22:05:46+00:00,347.37,238.2466666666667,293.27000000000004,294.256,280.60400000000004,280.88199999999995,287.15,286.13,285.842,281.492,272.14,277.29200000000003,294.56800000000004,298.298,283.48199999999997,266.674,268.672,260.56800000000004,259.152,268.282,269.02599999999995,273.046,286.734,296.5525,291.0675,276.5675,271.8925
