dates,satname,nzd0125-0000,nzd0125-0001,nzd0125-0002,nzd0125-0003,nzd0125-0004,nzd0125-0005,nzd0125-0006,nzd0125-0023,nzd0125-0024,nzd0125-0010,nzd0125-0011,nzd0125-0020,nzd0125-0021,nzd0125-0022,nzd0125-0007,nzd0125-0008,nzd0125-0016,nzd0125-0017,nzd0125-0018,nzd0125-0025,nzd0125-0026,nzd0125-0009,nzd0125-0012,nzd0125-0013,nzd0125-0014,nzd0125-0015,nzd0125-0019
1999-08-26 22:04:44.971000,L7,,340.58,397.28,380.25,362.14,362.51,370.41,345.77,365.25,378.08,385.79,343.15,333.49,336.71,367.69,371.31,350.41,339.26,343.02,348.98,334.37,370.16,362.96,370.17,361.75,343.92,338.82
1999-09-27 22:04:48.949000,L7,,,,407.15,363.02,363.59,369.38,343.20,367.72,362.24,361.58,336.92,325.05,334.39,384.31,366.79,352.65,385.33,342.56,342.39,332.92,355.30,369.48,363.90,365.66,333.10,340.37
1999-10-22 21:58:28.758000,L7,,344.26,402.05,409.90,371.90,342.00,379.75,,,315.02,,,,,334.99,334.70,,,,,,304.13,,,,,
1999-11-14 22:04:42.286000,L7,372.12,369.99,340.55,334.14,311.35,336.65,345.11,315.29,368.59,,,,,,,,,,,,,,,,,,
2000-01-01 22:04:37.439000,L7,,,,,,,,,,,414.80,,,,,,371.61,334.29,349.93,,,,361.94,376.79,358.08,367.13,335.61
2000-02-18 22:04:29.218000,L7,362.86,362.67,338.17,357.27,,,,,,,,,,,,,,,,,,,,,,,
2000-04-15 21:57:55.957000,L7,,351.50,342.32,340.23,316.75,316.26,328.75,383.52,399.81,299.26,307.10,291.75,380.86,412.08,305.12,423.92,287.44,274.46,279.75,372.82,396.52,388.05,330.84,317.88,295.30,289.40,290.53
2000-05-24 22:03:46.662000,L7,414.46,397.73,320.69,366.66,346.37,338.23,,,,377.81,339.33,,,,,,,,,,,,,,,,
2000-07-11 22:03:17.779000,L7,,,330.06,367.55,310.15,321.30,408.87,,,355.63,398.92,,,,378.21,410.20,382.07,366.20,352.69,,,357.28,410.96,,,381.33,
2000-07-20 21:56:59.837000,L7,,392.05,320.38,377.53,373.32,370.27,327.50,380.48,,,,304.47,393.88,352.82,362.70,329.88,344.01,303.99,345.43,,,383.40,,,,277.13,305.89
2000-09-06 21:56:22.949000,L7,406.56,402.02,365.71,,,,,,,,,317.66,367.20,420.82,,,,,,,,,,,,,
2000-09-13 22:02:26.190000,L7,339.53,289.52,354.93,351.44,336.82,327.05,341.55,,,,,,,,357.48,336.68,,,,,,,,,,,
2000-10-15 22:01:56.204000,L7,333.73,350.87,349.68,350.66,318.18,321.12,325.97,,,,,,,,,,,,,,,,,,,,
2000-12-27 21:56:05.061000,L7,356.91,353.00,377.88,351.61,325.83,,,,,,,,,,,,,,,,,,,,,,
2001-01-03 22:02:12.432000,L7,,345.91,336.54,329.79,358.65,375.92,372.80,339.31,358.36,356.17,351.32,322.07,318.10,330.33,369.00,367.32,328.02,320.29,314.90,344.99,337.64,371.78,357.47,364.14,355.73,333.77,325.21
2001-01-12 21:56:06.772000,L7,,,,,,394.47,359.63,337.88,369.09,339.50,341.68,325.12,323.45,341.20,354.87,350.27,322.86,322.94,323.30,327.28,320.40,337.76,352.76,340.18,334.30,317.88,322.79
2001-03-24 22:01:59.719000,L7,,,,,410.67,395.16,401.57,,,369.35,369.10,354.75,339.10,386.25,394.42,410.41,356.44,351.07,350.05,,,385.14,375.04,361.48,361.65,347.11,366.46
2001-05-20 21:55:29.073000,L7,408.26,339.22,339.95,341.34,316.43,311.35,331.31,,,,,,,,,,321.72,299.77,309.61,,,,,,,,
2001-06-05 21:55:16.607000,L7,,,317.27,313.41,302.49,301.85,308.29,331.02,354.38,336.44,333.73,282.01,285.64,327.98,354.25,351.17,281.01,269.09,277.40,337.72,320.49,343.17,346.01,359.86,347.35,278.97,284.88
2001-09-09 21:54:12.928000,L7,,340.09,403.87,391.51,393.04,375.69,389.92,343.76,367.94,384.85,375.40,325.00,319.11,324.06,381.34,379.89,339.73,332.20,329.73,342.47,339.05,373.45,353.53,354.71,342.88,329.45,335.57
2001-09-25 21:54:04.740000,L7,,404.37,387.02,336.96,359.13,356.69,360.31,335.64,346.87,333.94,329.02,331.47,310.77,325.34,353.60,355.34,324.21,319.18,315.41,335.51,324.42,329.73,334.25,349.58,328.93,320.93,332.03
2001-10-02 22:00:04.650000,L7,345.08,310.56,,414.39,396.20,397.82,407.84,,,,,,,,386.09,,,,,,,,,,,,
2001-10-11 21:53:46.024000,L7,,344.72,331.27,336.53,318.10,314.05,334.58,306.57,345.65,300.52,299.90,302.71,295.97,305.67,318.60,314.22,286.46,285.60,289.89,332.47,324.63,298.66,309.94,345.20,359.31,278.44,298.54
2001-11-03 22:00:10.954000,L7,,405.58,398.67,380.98,364.73,368.67,378.80,364.03,388.46,385.83,402.23,332.00,331.10,350.11,371.87,352.67,325.91,343.33,381.46,335.80,345.10,345.12,393.27,365.09,351.01,326.50,400.46
