dates,satname,nzd0176-0000,nzd0176-0001,nzd0176-0002,nzd0176-0003,nzd0176-0004,nzd0176-0005,nzd0176-0006,nzd0176-0007,nzd0176-0008,nzd0176-0009,nzd0176-0010,nzd0176-0011,nzd0176-0012,nzd0176-0013,nzd0176-0014,nzd0176-0015,nzd0176-0016,nzd0176-0017,nzd0176-0018,nzd0176-0019,nzd0176-0020,nzd0176-0021,nzd0176-0022,nzd0176-0023,nzd0176-0024,nzd0176-0025,nzd0176-0026,nzd0176-0027,nzd0176-0028,nzd0176-0029,nzd0176-0030,nzd0176-0031,nzd0176-0032,nzd0176-0033,nzd0176-0034,nzd0176-0035,nzd0176-0036,nzd0176-0037,nzd0176-0038,nzd0176-0039,nzd0176-0040,nzd0176-0041
2000-03-30 21:58:33.541000,L7,273.70,325.19,328.93,370.10,370.52,354.95,297.58,295.89,351.05,360.16,371.82,326.00,315.89,324.07,,,,,,,,,,,289.42,284.65,318.87,317.04,293.80,314.69,316.36,,,,,,,,,,,
2000-08-05 21:56:44.750000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,317.09,321.97,284.51,312.44,298.09,,,,,,,,,,,
2000-08-05 21:57:08.715000,L7,,,310.16,336.18,335.66,161.94,171.95,292.48,302.45,,,,,,,,,,,,,,,,,,320.14,323.38,286.54,312.72,302.59,,,,,,,,,,,
2001-01-12 21:56:06.772000,L7,350.56,354.22,357.43,348.57,353.26,333.55,185.20,319.04,341.73,333.39,347.42,330.94,315.84,325.42,345.24,321.42,326.47,323.30,325.02,333.12,321.47,312.55,226.56,244.54,301.32,303.04,328.27,318.83,321.81,317.38,312.31,339.67,322.08,330.83,340.24,323.67,,,,,,
2001-01-12 21:56:30.696000,L7,348.31,353.42,356.11,348.02,352.55,332.49,182.98,320.73,339.15,330.86,345.82,330.28,316.84,324.21,343.92,344.24,325.61,321.02,324.32,330.68,320.81,309.61,224.54,243.69,299.97,301.24,326.78,318.12,323.79,315.68,312.08,338.77,321.78,330.46,339.00,319.78,,,,,,
2001-03-01 21:55:57.624000,L7,,,,365.51,357.92,339.49,277.68,286.32,340.62,348.69,314.52,319.68,301.87,305.26,,,,,,,254.86,290.72,213.76,,,,,,,,,,,,,,,,,,,
2001-03-01 21:56:21.596000,L7,,,,336.17,331.20,307.74,225.82,290.83,344.20,314.75,317.92,318.78,306.92,307.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-05 21:55:16.607000,L7,343.90,358.40,358.63,344.00,358.99,345.02,258.13,297.27,,,,,,,,,,,,,308.18,256.95,208.07,,,300.26,330.16,331.80,330.59,314.50,316.33,,,,,,,,,,,
2001-06-05 21:55:40.577000,L7,345.55,359.94,362.23,348.08,361.34,347.56,294.50,300.39,,,,,,,,,,,,318.16,318.17,260.39,170.48,,,308.78,332.96,338.28,336.38,317.48,320.30,327.46,,,,,,,,,,
2001-06-21 21:55:05.323000,L7,342.42,355.38,299.39,346.28,319.35,305.68,163.92,302.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-21 21:55:29.297000,L7,354.28,360.79,364.62,354.50,357.23,350.28,300.14,345.87,359.44,,,,,,,,,293.47,319.41,327.51,328.74,262.21,227.90,171.17,283.63,302.35,329.50,332.11,329.10,326.88,299.41,,307.26,334.74,339.85,324.73,304.36,,,,,
2001-08-08 21:55:01.113000,L7,357.61,355.46,362.77,349.98,350.50,267.53,186.15,290.79,305.05,322.24,326.77,319.67,307.10,,,,,,,,,,,,,297.84,332.66,335.73,319.38,321.58,323.57,319.88,297.44,,,,,,,,,
2001-09-09 21:54:12.928000,L7,354.02,357.70,359.34,354.08,362.05,346.06,292.78,326.32,353.95,330.41,351.22,333.61,305.88,308.67,302.23,283.45,,,,,,,,,,,,311.74,313.16,320.47,312.88,321.20,297.47,328.09,337.24,,,,,,,
2001-09-09 21:54:36.880000,L7,346.67,350.36,351.12,346.51,352.98,336.86,284.64,326.12,343.41,322.99,321.90,323.01,301.06,297.33,293.62,,,,,,,,,,,,,309.93,308.46,311.35,306.22,315.34,294.02,,,,,,,,,
2001-10-11 21:53:46.024000,L7,363.42,366.83,367.15,364.16,369.56,354.58,312.82,317.86,359.12,338.64,368.83,343.96,349.59,315.36,,,,314.93,321.22,319.89,321.60,311.74,228.42,245.73,294.14,302.19,317.44,319.63,313.77,319.90,317.84,322.95,315.27,331.38,338.14,325.53,,,,,,
2001-10-11 21:54:09.862000,L7,359.42,361.84,362.52,359.74,366.47,350.26,302.09,339.63,355.18,323.58,321.51,335.27,307.94,310.60,,,,,,,,,,,290.76,299.58,315.50,318.15,307.54,316.08,316.14,,,,,,,,,,,
2002-01-15 21:54:23.534000,L7,353.87,356.71,356.64,354.76,357.97,330.85,238.02,327.96,347.62,322.11,318.29,318.67,310.15,314.62,,282.21,302.80,309.38,282.11,317.10,313.98,264.95,227.34,,,,,,,,,,,,,,,,,,,
2002-01-31 21:54:26.647000,L7,348.36,353.30,354.00,348.41,350.93,326.21,267.52,313.59,341.13,340.68,354.07,331.34,308.49,339.02,,276.82,313.06,313.16,325.26,322.19,327.86,306.22,229.93,185.00,296.85,298.09,318.12,314.00,278.52,308.99,302.95,339.95,316.89,327.69,338.33,323.47,,,,,,
2002-01-31 21:54:50.570000,L7,345.65,351.37,351.32,345.16,348.71,323.60,262.24,315.19,339.27,338.12,352.53,335.89,309.43,339.15,297.85,278.21,311.28,314.38,325.34,323.26,329.31,303.57,350.24,185.41,295.64,299.19,323.01,314.07,276.85,307.91,302.41,340.45,317.30,327.09,338.61,325.10,,,,,,
2002-02-16 21:54:54.191000,L7,346.91,344.97,342.48,343.60,342.81,319.33,265.18,273.44,282.53,317.22,290.99,300.22,277.79,281.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-20 21:54:24.081000,L7,362.10,362.75,363.76,362.94,366.01,340.15,306.47,327.83,350.96,349.81,323.10,295.25,271.56,,,,,,,,,,,,295.40,298.27,319.32,325.70,315.94,317.87,310.22,318.30,314.05,,,,,,,,,
2002-03-20 21:54:48.224000,L7,360.18,361.14,361.64,361.38,364.73,337.46,304.65,327.57,351.62,350.54,322.06,293.70,271.11,,,,,,,,,,,,287.87,294.98,320.20,325.76,314.73,314.99,310.10,,,,,,,,,,,
2002-04-05 21:54:25.270000,L7,,,,,,,,,,,345.14,372.79,297.45,315.87,300.98,334.93,315.72,333.03,311.47,318.63,251.92,210.21,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:53:36.267000,L7,356.72,357.15,360.88,356.76,351.70,336.82,280.85,326.66,346.16,328.71,321.18,356.00,351.72,313.70,,,,,,,,,,,,,,316.97,301.88,320.99,317.13,322.96,,,,,,,,,,
2002-08-27 21:54:00.253000,L7,351.53,354.45,357.76,352.76,349.76,331.87,272.87,327.79,342.73,350.48,356.86,355.04,356.14,312.65,309.24,292.69,273.77,,,,,,,,,,316.24,316.41,307.24,321.48,317.97,323.80,319.96,332.28,340.04,324.69,,,,,,
2002-10-14 21:53:19.813000,L7,366.15,369.03,369.66,366.91,369.09,349.11,309.05,343.38,362.26,360.60,374.28,363.68,364.29,354.80,277.83,329.29,321.64,316.14,323.13,322.44,320.89,314.32,231.44,277.95,307.21,310.52,323.55,321.45,303.45,320.83,314.15,322.88,323.46,328.57,337.44,332.34,325.61,318.03,317.79,309.90,301.01,
2002-10-14 21:53:43.769000,L7,365.26,367.39,368.67,365.49,367.79,347.67,307.85,340.10,360.84,356.89,373.38,359.16,357.60,352.91,276.74,285.24,319.64,314.37,320.20,320.16,318.37,310.91,229.71,274.07,305.17,305.93,320.68,317.38,301.73,317.97,313.57,321.38,321.08,326.80,335.77,330.54,,,,,,
2002-10-30 21:53:25.867000,L7,,,,271.61,255.26,141.55,248.30,365.57,381.20,379.45,383.79,379.86,377.50,372.73,380.56,379.48,370.10,328.00,329.17,329.09,328.85,318.70,256.10,279.25,312.65,320.27,332.19,331.28,329.48,329.98,327.73,330.68,328.40,338.00,366.61,362.05,360.73,336.38,322.41,317.50,308.67,291.19
2002-12-01 21:53:52.985000,L7,341.95,349.20,271.77,350.82,350.62,329.21,294.27,354.98,237.81,,391.33,353.30,350.79,334.46,353.56,,,,,,,307.95,241.29,226.88,303.13,307.42,333.06,331.03,330.15,323.32,326.81,340.43,325.29,334.45,345.67,329.43,,,,,,
2002-12-01 21:54:16.937000,L7,345.69,353.06,287.58,354.62,356.38,336.49,304.57,368.66,352.18,323.12,399.00,359.67,361.05,343.91,365.22,373.34,369.46,364.67,353.79,337.14,351.64,317.56,249.78,175.87,310.60,315.94,340.72,349.33,339.01,332.67,331.61,345.77,331.84,342.24,349.68,342.54,333.06,329.47,300.65,303.94,,
2003-01-18 21:54:06.301000,L7,315.26,327.96,331.64,323.25,325.89,306.25,249.32,288.15,306.83,,,,,,,,,,,,261.60,266.09,224.25,,,,,,,,,,,,,,,,,,,
2003-01-18 21:54:30.278000,L7,358.57,361.88,360.18,357.76,357.34,340.79,285.66,328.68,355.08,350.16,359.55,334.27,308.98,318.63,,,,,,,306.77,284.88,226.67,,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:16.760000,L7,321.05,356.69,357.63,356.82,357.26,336.96,281.42,334.74,346.90,352.57,359.86,359.57,348.29,338.20,275.43,286.10,316.75,309.72,342.20,284.06,302.38,304.64,225.90,186.33,295.50,298.31,321.15,316.44,309.61,316.84,316.34,,,,,,,,,,,
2003-03-23 21:54:40.711000,L7,293.68,354.16,354.30,351.03,353.10,332.31,241.47,329.27,341.81,348.06,320.42,320.22,313.59,,,,,,,,258.93,258.52,220.77,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:09.884000,L5,304.30,330.47,300.62,330.45,278.98,290.14,83.70,,,,,,,,321.35,312.48,293.59,309.38,296.44,295.96,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,314.93,336.69,328.86,336.75,325.28,300.45,103.41,287.97,,,,,,,327.98,320.09,301.51,315.08,307.70,303.15,,,,,,280.84,322.32,330.29,322.28,323.34,317.46,,,,,,,,,,,
2003-08-06 21:42:27.230000,L5,,,,373.86,373.17,336.53,313.46,344.55,360.16,358.24,365.01,366.96,373.90,370.96,370.89,368.25,367.12,356.43,341.30,342.16,346.68,343.05,284.66,232.45,324.62,335.93,356.56,363.69,357.64,363.12,364.15,350.22,347.10,350.33,360.27,346.75,331.25,334.50,323.84,325.00,319.79,301.52
2003-08-06 21:42:51.203000,L5,314.66,328.97,330.32,330.86,284.92,268.03,96.71,301.35,312.27,301.85,304.62,,,,331.39,319.20,312.18,314.49,297.76,285.30,,,,,,279.47,318.65,326.81,323.16,324.33,310.24,,,,,,,,,,,
2003-10-25 21:43:40.253000,L5,338.03,347.52,345.29,339.75,331.36,312.36,263.00,317.52,332.63,316.54,334.33,338.66,346.49,345.01,340.52,336.78,343.78,345.18,320.45,324.92,322.66,326.36,193.90,211.44,298.98,315.70,338.66,341.57,341.44,339.60,337.01,306.62,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,339.71,349.19,346.09,342.07,335.33,313.48,269.50,317.63,332.64,317.32,336.26,339.19,346.78,345.31,341.12,337.16,343.68,344.67,320.61,324.36,322.76,325.64,197.57,211.22,297.22,314.35,337.34,341.02,341.10,338.22,336.97,308.02,,,,,,,,,,
2004-02-14 21:44:33.705000,L5,339.97,343.47,334.78,331.44,,,,267.71,322.35,274.05,324.50,344.80,340.33,333.78,319.52,307.74,314.05,314.77,299.71,296.06,310.08,306.74,225.74,213.30,276.42,295.89,321.74,322.57,300.06,,,,,,,,,,,,,
2004-02-14 21:44:57.678000,L5,341.63,346.58,337.41,334.57,,,,284.29,332.12,317.43,332.82,351.32,345.85,339.82,324.99,315.28,320.41,319.65,306.30,302.50,317.24,312.84,136.23,224.70,288.12,303.43,325.87,326.52,311.52,,,,300.60,328.12,333.22,323.80,297.10,310.97,,,,
2004-03-01 21:44:38.581000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,328.63,326.13,317.90,322.36,310.37,302.63,320.35,327.71,317.44,301.82,316.73,275.40,,,
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,284.16,322.30,333.87,331.66,325.65,330.73,321.92,313.19,325.54,333.11,324.93,311.91,322.83,287.75,294.98,290.80,
2004-03-17 21:45:08.368000,L5,,,,,,,,,248.73,320.34,325.40,344.35,339.94,334.86,327.64,325.84,330.04,330.24,324.63,321.91,321.55,314.34,246.82,160.09,279.81,294.23,324.43,335.71,333.21,332.01,331.61,,,,,,,,,,,
2004-04-02 21:44:54.996000,L5,345.07,349.31,333.43,315.29,283.84,297.95,236.41,311.88,330.49,315.27,318.66,330.37,337.72,329.79,333.38,296.97,315.68,319.34,304.20,301.11,301.14,309.90,185.17,190.72,275.65,294.10,315.33,329.60,311.94,304.49,,,,,,,,,,,,
2004-04-02 21:45:18.969000,L5,344.54,348.52,331.38,314.46,281.82,298.39,231.36,312.06,328.75,310.75,316.14,329.62,337.92,329.33,333.79,293.64,316.52,318.66,304.02,299.88,302.57,307.87,239.87,,274.71,293.52,313.90,329.17,310.74,,,,,,,,,,,,,
2004-04-18 21:45:25.586000,L5,339.68,338.88,333.01,317.59,286.50,303.52,191.87,320.53,341.50,317.82,332.50,335.66,333.06,324.34,323.10,314.57,320.35,319.82,305.93,296.24,310.86,310.32,241.81,,,,,,,,,,,,,,,,,,,
2004-04-18 21:45:49.558000,L5,339.77,340.44,334.81,315.56,286.50,303.47,192.14,322.66,341.90,317.82,332.30,335.46,333.04,327.86,321.75,314.59,320.04,319.82,305.93,296.24,311.35,310.65,241.66,,,,,,,,,,,,,,,,,,,
2004-05-04 21:45:52.076000,L5,,,,,59.04,84.27,,,,,,,,,335.18,323.56,325.04,327.30,308.76,315.01,305.20,310.54,213.03,,,,,,,,,,,,,,,,,,,
2004-05-04 21:46:16.049000,L5,340.34,,,,,,,,,,,,,341.87,346.90,347.63,339.30,346.01,330.30,333.50,332.99,332.53,281.03,228.36,302.61,315.67,339.41,332.82,318.30,318.68,324.33,343.72,335.59,334.65,340.37,328.99,313.22,323.90,296.37,299.69,292.31,
2004-05-20 21:46:20.465000,L5,326.68,338.86,333.39,329.22,275.79,297.48,142.67,312.10,322.27,322.24,295.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-20 21:46:44.438000,L5,320.49,335.91,316.17,,,,137.82,308.47,315.63,312.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:47:45.207000,L5,354.30,356.35,358.31,356.61,355.97,330.86,299.86,337.15,356.65,353.65,356.28,352.55,356.67,353.34,348.87,339.48,339.10,334.41,339.56,347.86,355.40,347.65,333.23,260.93,331.28,333.57,328.09,359.22,357.35,359.17,356.06,346.05,335.68,343.81,349.17,342.91,332.73,327.40,322.77,295.63,294.54,
2004-07-07 21:48:09.180000,L5,356.06,358.68,357.92,357.94,357.37,331.33,298.92,340.95,357.27,357.13,355.93,358.04,358.17,356.56,351.09,342.18,339.87,337.93,340.98,350.12,357.61,348.74,308.86,262.46,335.11,325.23,316.81,361.18,361.23,361.50,356.42,348.71,339.46,348.22,350.56,345.53,331.16,329.14,324.96,298.70,294.83,
2004-07-23 21:48:09.192000,L5,,,,,273.84,291.07,139.30,317.32,330.07,318.41,266.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,344.15,346.61,342.00,341.40,337.21,310.26,224.31,328.36,346.00,332.52,330.49,337.41,342.42,321.70,338.12,326.44,323.52,329.93,315.76,321.70,317.90,319.72,201.75,,276.42,287.65,325.76,332.31,335.97,334.02,331.77,,,,,,,,,,,
2004-09-25 21:49:43.196000,L5,,,,,282.81,292.17,135.19,302.05,327.71,281.95,,,,,326.55,313.90,272.11,316.53,303.68,307.73,299.25,306.27,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,,,338.63,316.80,323.99,302.59,234.35,308.89,333.79,293.57,310.97,335.27,338.03,304.41,333.97,322.77,312.70,320.67,309.57,316.59,311.00,312.94,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:51:45.464000,L5,346.03,345.30,337.64,350.88,347.79,323.73,276.57,341.11,356.69,350.65,332.57,344.03,339.73,337.40,328.20,326.78,347.03,345.64,334.74,332.94,335.70,327.74,244.32,214.31,286.01,297.87,321.42,328.72,320.59,340.38,338.97,341.18,329.53,340.03,344.66,335.74,,,,,,
2005-01-15 21:52:09.437000,L5,337.29,336.54,328.36,335.74,331.75,314.92,200.50,337.50,351.86,341.38,314.40,329.44,331.50,328.09,320.40,316.58,339.91,338.22,323.46,325.63,324.85,316.75,224.46,207.95,276.95,289.51,314.87,321.28,313.51,330.03,331.35,277.22,,,,,,,,,,
2005-02-16 21:52:13.954000,L5,355.35,361.35,357.91,353.03,351.97,330.66,309.86,331.99,350.57,333.76,325.61,351.20,354.50,344.69,345.15,349.37,352.46,347.80,341.80,345.80,339.97,337.28,269.93,227.37,291.68,299.70,326.24,329.10,339.97,338.13,339.95,339.50,325.73,327.07,297.82,,,,,,,
2005-02-16 21:52:37.927000,L5,353.93,360.59,356.08,350.81,350.70,327.83,309.68,331.99,350.30,332.58,330.47,351.11,353.37,344.11,345.43,350.92,352.44,348.22,342.46,346.03,341.24,337.88,270.33,229.28,293.04,299.70,326.22,329.13,341.04,338.10,340.27,339.50,327.25,328.69,289.83,,,,,,,
2005-03-04 21:52:28.245000,L5,365.26,369.56,359.36,356.80,359.67,337.35,301.50,340.38,358.94,356.69,358.76,358.69,359.57,345.31,347.31,339.94,337.18,337.31,342.20,340.13,343.06,343.11,285.42,232.32,296.12,312.51,336.73,339.63,342.77,334.83,339.16,344.23,338.60,340.93,345.15,326.92,,,,,,
2005-03-04 21:52:52.217000,L5,365.22,368.68,359.74,355.93,360.29,336.61,300.59,343.51,360.24,357.62,361.68,359.97,361.79,346.71,349.43,342.98,339.83,340.06,344.97,342.43,345.64,348.30,286.60,235.82,302.35,316.97,340.68,341.49,345.03,337.91,341.38,346.33,341.98,345.69,348.31,329.78,,,,,,
2005-04-21 21:52:46.920000,L5,338.51,348.56,340.31,334.82,340.19,312.77,251.97,311.40,338.51,330.01,324.62,326.66,331.55,313.45,328.35,314.02,320.72,318.43,307.57,301.14,309.61,301.71,238.28,201.05,276.04,295.79,316.91,325.67,315.98,320.29,326.98,,,,,,,,,,,
2005-04-21 21:53:10.893000,L5,339.57,348.64,341.29,334.82,341.78,312.91,249.51,312.87,338.51,330.40,324.62,328.67,328.63,311.64,330.53,314.60,319.20,318.62,307.65,301.97,309.41,302.27,239.31,194.60,275.75,296.58,318.40,326.27,317.23,321.75,328.61,,,,,,,,,,,
2005-05-23 21:53:00.685000,L5,328.77,341.60,335.90,326.22,340.72,313.48,143.22,308.85,338.62,329.75,312.25,,,,,,,,,,,,,,,283.00,319.27,322.88,319.96,323.21,314.95,,,,,,,,,,,
2005-06-08 21:53:09.034000,L5,,,,,335.32,304.41,146.65,307.77,315.83,325.68,294.41,,,,331.60,321.16,309.40,317.21,296.76,,,,,,,280.63,320.81,331.64,326.17,326.54,329.15,,,,,,,,,,,
2005-06-08 21:53:33.007000,L5,,,,,336.28,304.71,147.15,307.41,315.76,324.48,289.50,,,,331.07,319.21,307.34,317.51,293.76,,,,,,,283.05,320.24,330.78,327.16,325.81,329.95,,,,,,,,,,,
2005-10-30 21:53:39.558000,L5,332.12,348.97,327.34,310.31,285.86,286.75,235.51,379.98,323.05,306.89,323.86,346.97,342.84,332.28,341.60,318.77,308.64,312.69,308.45,308.92,308.70,306.66,223.22,,297.64,311.70,331.62,337.22,328.25,310.38,,,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,335.63,350.44,332.81,315.91,297.10,290.38,241.60,376.94,324.59,317.11,332.90,352.79,351.82,337.88,344.05,325.01,313.54,316.36,311.72,312.76,313.65,310.48,228.84,,302.31,315.57,336.57,340.62,331.95,316.30,314.36,,,,,,,,,,,
2006-02-19 21:56:15.936000,L5,346.87,350.37,342.34,336.40,354.41,327.08,235.01,328.45,348.70,339.20,332.77,341.65,343.38,324.57,336.65,317.81,321.94,321.19,312.96,315.02,316.03,315.71,242.89,217.35,283.59,300.09,327.37,332.73,331.21,326.84,326.63,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,339.15,346.42,335.22,326.08,348.84,316.07,185.77,324.37,343.39,332.91,318.95,334.62,338.10,,333.55,305.11,315.18,316.18,305.38,303.51,306.78,307.06,233.86,212.25,276.27,291.43,321.91,328.95,325.26,321.97,,,,,,,,,,,,
2006-04-08 21:57:12.628000,L5,335.64,346.31,334.88,327.85,343.27,317.86,196.35,308.90,332.20,327.62,312.16,335.23,334.20,,326.21,302.92,310.13,313.47,298.39,299.29,304.87,297.79,235.04,,,,,,,,,,,,,,,,,,,
2006-04-08 21:57:36.601000,L5,337.42,348.24,337.88,330.97,344.54,319.43,199.49,310.16,333.17,332.24,315.92,338.55,335.37,,328.66,305.46,310.96,315.00,300.31,302.82,308.27,300.77,237.73,,272.06,290.22,320.35,327.96,321.64,321.41,,,,,,,,,,,,
2006-06-27 21:58:24.681000,L5,320.22,339.22,315.62,334.47,,193.19,147.87,310.65,318.53,326.66,295.25,,,,,,,317.90,287.44,293.07,287.73,299.47,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:58:48.654000,L5,330.46,346.02,330.07,342.17,341.26,311.58,185.20,317.38,327.62,336.94,316.38,321.59,333.82,,334.41,318.83,314.40,323.64,309.44,309.39,311.49,315.93,239.49,212.98,282.99,300.02,325.46,333.45,330.51,331.48,330.87,,,,,,,,,,,
2006-07-13 21:58:38.362000,L5,,,,,,,143.47,313.54,317.83,322.03,303.09,311.82,323.88,,,,,,,,,,,,277.71,293.90,327.01,329.64,324.45,322.30,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,,,,,,,139.58,310.07,315.30,318.04,300.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05 22:00:28.480000,L5,342.14,350.38,342.18,340.79,356.64,331.03,316.98,360.18,359.37,359.30,367.50,373.46,354.86,354.10,347.23,335.25,334.10,335.88,327.96,344.69,343.77,339.97,281.55,236.59,318.90,316.84,331.90,333.52,340.63,331.54,334.58,298.88,318.17,333.49,,,,,,,,
2008-12-25 21:50:10.387000,L5,325.18,338.71,329.26,315.69,294.74,109.24,149.37,305.62,313.23,255.16,,338.39,334.13,337.97,335.77,322.59,320.30,321.96,309.77,310.28,309.88,287.07,240.60,215.52,278.32,296.49,313.98,316.74,318.54,306.09,,,,,,,,,,,,
2008-12-25 21:50:34.359000,L5,325.97,338.77,329.26,315.69,289.75,109.35,148.70,307.86,313.45,,,337.70,333.28,337.20,335.10,323.02,319.59,321.96,309.85,310.28,309.88,287.07,241.09,215.97,278.75,296.49,313.98,316.81,319.00,307.74,,,,,,,,,,,,
2009-11-26 21:56:28.873000,L5,336.55,346.26,322.04,325.38,323.33,312.62,237.02,314.57,336.68,288.69,316.98,328.57,327.16,331.11,328.55,310.83,326.77,329.42,312.51,321.96,316.51,282.42,232.69,210.21,282.19,296.59,304.66,321.39,321.28,313.51,,,,,,,,,,,,
2010-01-13 21:56:25.416000,L5,340.63,344.26,321.20,317.42,286.78,301.26,199.83,317.96,327.39,296.27,309.31,316.98,326.35,337.60,329.51,299.41,324.52,327.75,310.03,315.84,312.80,292.57,236.16,207.16,278.70,299.80,301.13,321.16,306.83,306.19,,,,,,,,,,,,
2010-01-13 21:56:49.389000,L5,340.89,344.02,319.96,317.15,286.78,301.79,199.81,318.50,327.36,297.27,309.34,316.98,329.62,337.60,329.51,299.21,324.92,327.75,310.03,315.84,313.25,292.65,236.16,207.10,278.14,299.46,301.08,321.16,306.83,305.74,,,,,,,,,,,,
2010-10-28 21:55:27.339000,L5,356.28,358.91,351.18,355.11,362.00,338.06,288.24,339.09,355.83,341.60,358.75,363.73,364.32,355.24,358.48,347.58,347.73,346.50,345.85,348.55,345.77,327.80,267.03,242.37,322.04,331.27,350.42,359.17,352.91,354.95,351.45,349.53,341.67,344.40,347.40,345.52,298.96,,,,,
2010-10-28 21:55:51.312000,L5,334.88,345.21,325.45,330.39,337.14,308.90,230.31,323.27,337.08,312.68,330.79,348.73,342.35,334.91,338.07,330.41,326.38,326.46,328.82,330.98,327.15,303.30,222.26,216.63,291.54,307.94,328.76,337.22,334.25,332.25,332.64,,,,,,,,,,,
