dates,nzd0151-0000,nzd0151-0001,nzd0151-0002,nzd0151-0003,nzd0151-0004,nzd0151-0005,nzd0151-0006,nzd0151-0007,nzd0151-0008,nzd0151-0009,nzd0151-0010,nzd0151-0011,nzd0151-0012,satname
1999-08-26 22:04:44+00:00,,,,260.88,271.65,272.08,,253.81,290.32,308.33,302.17,288.96,252.19,L7
1999-09-27 22:04:48+00:00,,,,268.87,273.65,274.435,,258.31,308.345,316.765,308.645,294.57,262.355,L7
1999-11-14 22:04:42+00:00,358.4,347.98,354.31,268.87,273.65,274.435,369.31,294.1666666666667,329.03,316.765,308.645,294.57,295.26666666666665,L7
2000-02-11 21:58:22+00:00,365.7,352.76,357.84000000000003,268.87,273.65,274.435,373.755,313.99,341.0075,316.765,308.645,294.57,316.10249999999996,L7
2000-07-11 22:03:17+00:00,362.855,357.54,350.33000000000004,314.79,,,378.2,356.615,360.66499999999996,334.41,326.53,319.7,360.52,L7
2000-07-20 21:56:59+00:00,362.855,357.54,350.33000000000004,314.79,269.82,278.09,378.2,340.18666666666667,343.5133333333333,321.345,314.41999999999996,319.7,360.52,L7
2000-10-15 22:01:56+00:00,342.405,335.79,340.985,327.485,320.91999999999996,320.815,362.37,335.33,326.79999999999995,321.345,314.41999999999996,339.08500000000004,349.725,L7
2001-01-03 22:02:12+00:00,341.93666666666667,338.12,342.20666666666665,339.8,331.1466666666667,330.9533333333333,356.08500000000004,339.99249999999995,326.79999999999995,321.345,314.41999999999996,351.45666666666665,349.725,L7
2001-02-04 22:02:14+00:00,336.54999999999995,338.12,357.25333333333333,355.15000000000003,365.06,357.4166666666667,356.08500000000004,342.48333333333335,313.1,310.83,290.01,367.3349999999999,357.02,L7
2001-03-24 22:01:59+00:00,336.54999999999995,349.40333333333336,360.275,357.9225,367.33500000000004,363.6125,363.32666666666665,342.48333333333335,313.1,310.83,290.01,372.97333333333336,373.355,L7
2001-06-12 22:01:24+00:00,341.0,356.21000000000004,366.13999999999993,363.83666666666664,365.77333333333337,363.6366666666667,363.805,334.28000000000003,307.78,307.335,274.03,380.225,389.69,L7
2001-08-08 21:55:01+00:00,,371.97,369.34,366.24,374.16,382.2,377.81,,306.995,306.34,283.02,384.25,389.69,L7
2001-08-15 22:00:38+00:00,344.25,359.73,354.40999999999997,355.3,358.39,363.99,372.225,,306.995,306.34,297.6033333333333,377.775,373.43,L7
2001-09-09 21:54:12+00:00,325.385,342.3333333333333,341.23,340.6766666666667,347.6433333333334,353.33666666666664,359.2133333333333,335.81,316.34666666666664,311.7966666666666,306.315,377.775,373.43,L7
2001-10-11 21:53:46+00:00,332.03666666666663,327.515,331.1366666666667,330.81666666666666,338.43666666666667,340.6366666666666,353.0833333333333,335.81,316.34666666666664,311.7966666666666,306.315,374.055,363.68,L7
2002-01-22 22:00:40+00:00,332.03666666666663,313.5133333333333,331.1366666666667,330.81666666666666,338.43666666666667,340.6366666666666,353.0833333333333,335.81,320.47999999999996,315.97333333333336,318.275,374.055,363.68,L7
2002-02-16 21:54:54+00:00,334.74333333333334,296.525,330.61666666666673,326.43,339.42,338.06499999999994,351.97666666666663,354.76,324.95500000000004,319.54,319.16999999999996,367.85,362.265,L7
2002-04-28 22:00:38+00:00,352.37,290.315,337.92,312.46000000000004,345.57,308.34,330.69,373.71,318.8,318.59000000000003,311.525,358.89,354.34,L7
2002-06-15 22:00:19+00:00,362.4,290.315,343.175,312.46000000000004,354.41499999999996,308.34,330.69,372.07,318.8,318.59000000000003,311.525,363.695,355.26,L7
2002-07-01 22:00:15+00:00,362.4,292.31,343.175,306.69,331.88666666666666,303.91499999999996,321.46666666666664,353.53999999999996,320.40333333333336,319.22333333333336,313.93333333333334,346.52,355.26,L7
2002-07-17 22:00:08+00:00,362.4,292.31,343.175,296.8875,315.75,296.1166666666666,311.6925,341.565,313.065,315.5075,311.7075,333.935,355.26,L7
2002-08-18 21:59:57+00:00,372.43,288.95,348.43,281.57,294.35,292.2725,290.915,330.84999999999997,306.0375,314.035,310.21500000000003,316.68,356.18,L7
2002-08-27 21:53:36+00:00,372.43,291.34000000000003,348.43,282.26599999999996,292.808,294.534,293.248,329.225,309.468,316.336,311.822,314.358,356.18,L7
2002-10-14 21:53:19+00:00,348.685,300.192,348.43,290.87,292.808,302.28833333333336,301.7916666666667,332.45,315.8016666666667,322.5366666666667,320.33,321.41833333333335,358.625,L7
2003-01-18 21:54:06+00:00,343.46500000000003,315.185,350.35,308.4375,273.30499999999995,321.3,322.525,344.2366666666667,330.205,339.445,338.05,329.005,363.17499999999995,L7
2003-03-23 21:54:16+00:00,362.34666666666664,343.40000000000003,350.35,348.0133333333333,,359.5133333333333,360.9666666666667,362.56666666666666,355.44,368.00666666666666,371.6233333333333,366.7133333333333,365.7733333333333,L7
2003-08-06 21:42:27+00:00,400.11,,,365.27,295.38,377.66,340.135,343.225,310.22,345.505,342.89,338.53499999999997,324.25,L5
2003-08-13 21:48:45+00:00,400.11,,,365.27,290.63,377.66,326.01666666666665,329.65333333333336,308.435,332.2866666666667,329.05,322.26,306.52,L5
2003-09-30 21:49:30+00:00,,,,,290.1566666666667,,298.97333333333336,304.2166666666667,310.07666666666665,308.45,304.24666666666667,295.6666666666667,277.5333333333333,L5
2003-10-25 21:44:04+00:00,352.82,354.81,345.13,344.1,306.14,357.1,312.48,315.8075,320.5975,320.55,315.715,307.625,293.5825,L5
2003-11-17 21:50:09+00:00,304.48,328.505,322.23,317.45500000000004,307.988,339.70500000000004,317.962,321.652,325.66999999999996,325.17400000000004,320.98199999999997,313.226,299.756,L5
2004-02-14 21:44:33+00:00,291.71999999999997,322.13,317.59999999999997,312.24666666666667,320.52,336.36333333333334,329.6275,332.51,336.79,337.15250000000003,334.51,327.66499999999996,318.3675,L5
2004-03-01 21:44:38+00:00,287.35249999999996,320.605,317.33,310.995,321.056,334.6275,330.34000000000003,333.29599999999994,336.44,336.64,333.884,328.746,318.424,L5
2004-04-02 21:44:54+00:00,285.066,319.652,317.206,309.544,328.188,334.71000000000004,338.64,339.258,340.978,343.062,341.156,336.34000000000003,326.548,L5
2004-05-04 21:46:16+00:00,255.462,298.88,304.934,297.12399999999997,317.018,324.67400000000004,329.924,332.202,333.21000000000004,334.874,332.81600000000003,327.592,313.392,L5
2004-05-20 21:46:44+00:00,247.39600000000002,293.142,299.56399999999996,292.078,310.294,318.502,320.25600000000003,322.46999999999997,324.736,326.81000000000006,323.014,316.664,302.21799999999996,L5
2004-06-05 21:47:12+00:00,242.39999999999998,290.8933333333333,295.72999999999996,288.82,306.1366666666667,314.29333333333335,316.625,318.73499999999996,322.0416666666667,323.45166666666665,319.75000000000006,312.525,297.57166666666666,L5
2004-06-12 21:53:11+00:00,239.37714285714284,290.36857142857144,293.99571428571426,286.64285714285717,303.7871428571429,311.4485714285714,314.43142857142857,316.84000000000003,320.1657142857143,321.25714285714287,318.0057142857143,310.9542857142857,295.43285714285713,L5
2004-07-07 21:48:09+00:00,234.21625,288.655,291.6925,284.78749999999997,300.57375,308.69375,313.15875,315.10625,318.47,319.27750000000003,316.12,308.66249999999997,292.965,L5
2004-07-23 21:48:33+00:00,232.58777777777777,288.22999999999996,290.2622222222222,283.77666666666664,298.43333333333334,306.5877777777778,312.49,314.4844444444445,317.6844444444444,318.38666666666666,315.0666666666667,307.75666666666666,292.02666666666664,L5
2004-07-30 21:54:28+00:00,236.084,290.72799999999995,291.878,285.676,300.151,309.041,315.44500000000005,317.21,320.221,320.652,317.382,309.914,295.169,L5
2004-09-25 21:49:43+00:00,230.35333333333335,288.42555555555555,289.9011111111111,283.95666666666665,296.68222222222226,306.6722222222222,313.8288888888889,315.41777777777776,318.4111111111111,319.07444444444445,315.7033333333333,307.4788888888889,292.99222222222227,L5
2004-11-03 21:56:42+00:00,227.49428571428572,297.8,295.18874999999997,288.30375,298.3625,308.1925,316.535,317.54375,320.9475,320.69874999999996,319.345,311.6275,299.57875,L5
2005-01-15 21:52:09+00:00,251.4375,314.65,312.12800000000004,307.854,314.378,325.854,334.13800000000003,334.986,336.348,336.152,335.976,330.842,321.71999999999997,L5
2005-01-22 21:58:02+00:00,267.47,319.854,318.7,314.37,323.834,336.232,341.55,342.61600000000004,344.006,343.584,343.98400000000004,336.784,327.15599999999995,L5
2005-03-11 21:58:44+00:00,267.4433333333334,324.598,324.63599999999997,319.912,329.108,340.26,343.438,344.17,345.914,347.36,347.53200000000004,340.12600000000003,330.798,L5
2005-04-12 21:58:55+00:00,274.77000000000004,332.024,331.284,326.252,337.44399999999996,346.796,347.806,347.676,350.436,351.236,350.51,342.524,333.786,L5
2005-05-30 21:59:15+00:00,274.77000000000004,317.21999999999997,315.534,313.71799999999996,327.434,334.982,335.14399999999995,337.264,341.12399999999997,342.204,338.058,337.475,327.1625,L5
2005-06-08 21:53:33+00:00,274.77000000000004,310.00333333333333,308.0333333333333,307.34666666666664,321.06666666666666,323.52333333333337,325.895,328.94666666666666,334.26166666666666,334.3016666666667,329.96999999999997,337.475,327.1625,L5
2005-07-26 21:53:30+00:00,,305.918,303.36,301.13199999999995,315.952,314.122,316.502,317.844,324.3,326.592,322.194,345.76000000000005,341.88500000000005,L5
2006-02-03 21:56:19+00:00,,343.67,339.52,340.43,350.22,353.28,353.59,351.9,351.46,360.14,355.09,345.18,338.01,L5
2006-04-08 21:57:36+00:00,264.65,330.065,328.73,327.91499999999996,338.53,343.58,347.375,345.56,346.88,351.625,347.365,338.555,332.155,L5
2006-05-17 22:03:57+00:00,264.65,316.35999999999996,316.35999999999996,314.1466666666667,327.09999999999997,331.44666666666666,335.7633333333333,335.92333333333335,338.33666666666664,338.56666666666666,335.0566666666667,328.75333333333333,319.56,L5
2006-06-27 21:58:24+00:00,264.65,309.9275,309.425,307.385,319.495,324.645,330.7175,329.4475,331.21500000000003,330.635,326.43,323.4875,311.2675,L5
2006-08-21 22:05:19+00:00,270.575,304.865,305.5675,302.4925,315.1075,321.14,328.08500000000004,325.5625,327.8825,324.55,321.23,321.85249999999996,309.075,L5
2006-12-11 22:06:52+00:00,276.5,307.0250000000001,306.355,303.98,314.67500000000007,321.75,329.32000000000005,323.19,323.99,321.32000000000005,317.42,323.16499999999996,307.34,L5
2007-02-13 22:06:47+00:00,272.13,316.855,317.2,314.48,327.235,331.94,336.055,332.605,339.57,336.96000000000004,334.15999999999997,336.985,320.1066666666667,L5
2009-02-02 21:57:22+00:00,,349.1,336.51,338.61,363.65,371.35,,,369.19,370.05,364.37,355.36,356.91,L5
2009-11-26 21:56:28+00:00,273.85,318.18,320.03,316.57,328.83,337.51,334.2,335.42,335.35,331.1,329.27,325.87,,L5
2010-02-21 22:02:44+00:00,273.85,300.15,306.48,299.94,312.19,319.16499999999996,322.375,322.5,318.72,318.94,313.41499999999996,309.94,,L5
2010-10-28 21:55:27+00:00,,350.52,350.93,345.67,355.97,366.23,363.04,366.04,365.79,365.72,359.3,355.13,350.77,L5
2011-01-07 22:01:44+00:00,,336.5,338.975,336.82500000000005,349.025,357.09000000000003,356.03499999999997,360.29,359.175,358.885,353.69,346.155,343.44,L5
2011-02-17 21:56:00+00:00,,336.5,338.975,336.82500000000005,349.025,357.09000000000003,366.7033333333334,368.7,368.16,368.4533333333334,364.37999999999994,355.6166666666666,343.44,L5
2011-03-12 22:01:43+00:00,260.12,327.1433333333334,331.09,328.7,341.34999999999997,347.7733333333333,358.0075,360.235,359.1425,359.125,356.4325,348.93,336.9633333333333,L5
2011-04-13 22:01:34+00:00,262.17,324.225,328.0825,325.6075,339.065,345.155,352.764,354.544,354.066,354.46,351.48400000000004,345.01,335.18,L5
