dates,satname,nzd0151-0000,nzd0151-0001,nzd0151-0002,nzd0151-0003,nzd0151-0004,nzd0151-0005,nzd0151-0006,nzd0151-0007,nzd0151-0008,nzd0151-0009,nzd0151-0010,nzd0151-0011,nzd0151-0012
1999-09-27 22:04:48.949000,L7,336.01,340.49,339.48,337.47,348.11,355.24,347.67,351.75,353.96,352.45,347.66,339.42,293.84
1999-11-14 22:04:42.286000,L7,344.72,347.75,343.89,342.55,353.82,360.52,357.07,360.83,360.28,359.41,352.03,348.32,310.76
1999-12-09 21:58:33.708000,L7,315.25,330.85,329.34,328.01,337.78,344.49,342.49,345.27,327.10,330.92,312.25,328.03,
1999-12-09 21:58:57.676000,L7,354.41,357.72,353.59,350.73,361.77,365.72,366.70,364.75,356.64,357.90,341.17,352.12,315.77
1999-12-25 21:58:52.197000,L7,360.90,368.93,363.17,358.44,366.97,370.34,374.41,373.45,375.35,379.86,396.58,373.01,378.59
2000-02-11 21:58:22.025000,L7,400.67,388.27,392.18,386.81,394.48,401.83,407.05,401.15,405.72,416.02,413.91,406.79,401.00
2000-07-11 22:03:17.779000,L7,407.87,369.99,366.55,361.69,380.45,386.78,378.23,393.69,383.01,383.45,381.04,379.96,390.90
2000-07-20 21:56:59.837000,L7,,313.52,301.83,307.88,303.80,321.11,305.27,338.67,338.35,335.33,324.13,320.89,258.60
2000-10-15 22:01:56.204000,L7,325.80,338.08,339.46,335.64,347.00,349.36,347.34,351.76,357.64,359.60,354.95,351.14,327.38
2000-11-09 21:56:21.390000,L7,,,,,,,306.55,349.18,351.08,347.10,324.06,,
2000-12-11 21:56:00.959000,L7,278.49,329.83,331.42,330.12,340.59,346.19,345.69,356.43,360.09,355.40,350.96,344.86,331.91
2001-01-03 22:02:12.432000,L7,367.14,368.10,371.38,377.46,377.03,375.31,372.56,379.69,389.58,389.86,385.50,394.80,295.76
2001-02-04 22:02:14.384000,L7,391.84,377.51,381.94,376.96,388.37,372.63,345.87,339.10,335.65,331.15,286.29,,
2001-02-13 21:56:03.778000,L7,,,385.32,391.14,398.33,396.06,399.40,398.64,406.15,411.40,398.60,398.32,390.56
2001-03-01 21:55:57.624000,L7,,,,,,,,,,,,,349.92
2001-03-01 21:56:21.596000,L7,,,,,,,,,,,,,295.71
2001-03-17 21:56:16.575000,L7,376.72,377.20,368.91,364.08,375.68,380.86,379.94,392.56,384.88,382.69,389.91,412.77,
2001-03-24 22:01:59.719000,L7,363.81,357.76,358.05,352.08,362.40,368.36,369.00,370.90,371.41,373.56,370.52,368.61,365.56
2001-08-08 21:55:01.113000,L7,,,,,,,,,337.29,331.27,324.57,317.29,263.13
2001-08-15 22:00:38.680000,L7,383.82,378.21,370.51,372.44,374.20,382.60,389.65,397.10,,,348.66,381.37,332.96
2001-09-09 21:54:12.928000,L7,369.51,352.06,352.22,344.44,356.94,363.59,365.52,370.19,365.53,343.33,368.55,327.17,312.86
2001-09-09 21:54:36.880000,L7,318.40,330.23,336.21,332.69,342.46,347.34,345.53,350.25,,,,314.17,290.29
2001-09-25 21:54:04.740000,L7,341.19,344.86,345.83,342.51,351.90,355.37,353.49,354.03,355.92,340.40,342.39,318.77,314.17
2001-10-11 21:53:46.024000,L7,405.53,383.54,369.08,371.27,377.83,380.84,391.88,411.61,413.24,402.51,400.45,400.31,392.60
2001-10-11 21:54:09.862000,L7,,385.20,370.04,374.66,379.78,383.30,393.21,412.89,413.68,402.88,402.44,403.10,394.86
2001-11-03 22:00:10.954000,L7,,,,,,,,,,,379.37,375.17,367.97
2001-12-05 22:00:18.987000,L7,383.72,383.55,378.74,371.99,376.50,380.32,387.34,375.01,385.42,393.53,382.16,379.46,382.27
2001-12-30 21:54:37.254000,L7,301.35,311.46,324.27,335.29,321.30,,,,,,,,
2002-01-06 22:00:31.992000,L7,,,,,,340.36,331.97,352.43,361.51,403.34,,377.37,285.17
2002-01-22 22:00:40.906000,L7,343.07,341.94,343.15,338.66,352.13,356.12,355.41,360.09,364.34,363.12,358.08,351.76,305.49
2002-02-16 21:54:54.191000,L7,337.21,334.90,335.04,328.23,340.25,348.33,348.31,350.26,350.19,350.50,345.46,342.71,332.80
2002-03-27 22:00:37.575000,L7,389.66,389.02,377.86,363.54,372.83,388.29,384.72,,,,,,
2002-04-28 22:00:38.357000,L7,,326.27,328.93,325.63,333.74,339.64,335.20,346.39,349.67,346.52,337.98,332.83,312.09
2002-05-07 21:54:27.907000,L7,,,,,,,,,,,305.83,329.52,305.58
2002-06-15 22:00:19.658000,L7,,328.72,324.57,333.68,344.73,345.35,346.89,340.06,346.83,342.35,337.89,338.42,307.59
2002-06-24 21:54:04.370000,L7,,366.34,354.20,350.69,382.46,286.52,,,370.23,337.99,352.37,326.66,264.94
2002-07-01 22:00:15.186000,L7,,334.69,330.59,335.93,342.72,350.42,347.00,347.85,352.17,339.31,338.95,339.11,332.49
2002-08-27 21:54:00.253000,L7,,309.23,291.28,329.54,338.21,300.26,,,,,,313.82,276.75
2002-10-14 21:53:19.813000,L7,341.37,351.72,347.84,344.55,355.56,358.96,358.26,359.62,361.65,363.86,362.96,359.30,356.11
2002-10-14 21:53:43.769000,L7,379.79,378.99,377.42,371.45,379.86,388.64,388.30,386.76,391.45,391.80,394.97,388.57,391.42
2002-10-30 21:53:25.867000,L7,,,,,,,,351.86,353.70,350.03,337.63,306.63,278.65
2002-12-01 21:54:16.937000,L7,366.94,373.65,373.68,371.11,380.49,382.28,,,,389.41,381.90,377.24,370.94
2003-01-18 21:54:06.301000,L7,345.20,344.85,344.05,341.51,350.79,355.57,353.83,356.52,358.38,357.33,358.77,354.07,350.10
2003-01-18 21:54:30.278000,L7,344.88,343.58,342.88,339.80,349.80,354.70,352.33,355.26,356.82,355.98,357.05,352.90,350.41
