dates,satname,nzd0355-0001,nzd0355-0002,nzd0355-0003,nzd0355-0004,nzd0355-0010,nzd0355-0011,nzd0355-0012,nzd0355-0013,nzd0355-0014,nzd0355-0015,nzd0355-0016,nzd0355-0017,nzd0355-0005,nzd0355-0006,nzd0355-0007,nzd0355-0008,nzd0355-0009,nzd0355-0018,nzd0355-0019,nzd0355-0020,nzd0355-0021,nzd0355-0022,nzd0355-0023,nzd0355-0024,nzd0355-0025,nzd0355-0026,nzd0355-0027,nzd0355-0028,nzd0355-0029,nzd0355-0030,nzd0355-0031,nzd0355-0032,nzd0355-0033,nzd0355-0034,nzd0355-0035,nzd0355-0036,nzd0355-0037,nzd0355-0038,nzd0355-0039,nzd0355-0040,nzd0355-0041,nzd0355-0042,nzd0355-0043,nzd0355-0044,nzd0355-0045,nzd0355-0046,nzd0355-0047,nzd0355-0048,nzd0355-0049,nzd0355-0050,nzd0355-0051,nzd0355-0052,nzd0355-0053,nzd0355-0102,nzd0355-0055,nzd0355-0056,nzd0355-0054,nzd0355-0057,nzd0355-0058,nzd0355-0059,nzd0355-0060,nzd0355-0092,nzd0355-0093,nzd0355-0094,nzd0355-0095,nzd0355-0096,nzd0355-0097,nzd0355-0061,nzd0355-0062,nzd0355-0063,nzd0355-0064,nzd0355-0065,nzd0355-0098,nzd0355-0099,nzd0355-0100,nzd0355-0101
2008-02-25 21:57:37.029000,L5,,,,,,,,,,,374.32,378.76,,,,,,411.53,378.30,373.26,337.07,337.55,340.00,335.00,343.56,333.62,333.89,322.13,313.12,311.61,321.54,298.06,317.88,301.72,293.78,301.58,317.67,309.22,305.97,304.81,295.72,268.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-09 21:51:18.382000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.76,327.78,322.76,306.46,293.23,299.81,300.07,289.13,280.29,276.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,,,,,,,,396.39,338.83,351.65,341.72,404.54,405.53,405.82,399.12,388.86,382.91,326.86,336.69,362.81,366.45,334.18,328.51,339.48,336.31,312.73,318.58,318.31,313.74,289.93,305.19,297.25,299.83,290.04,285.41,283.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,,,,,,,,,,,,,,,,,,405.10,408.66,398.81,381.99,387.11,311.65,327.25,322.01,322.81,318.43,320.00,314.26,331.15,311.75,312.95,318.70,305.29,304.79,292.98,295.38,287.60,281.30,280.98,280.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.54,377.92,366.58,358.82,359.43,354.00,349.21,340.86,342.69,334.75,332.99,330.12,,310.19,295.13,319.72,286.40,,,,,,,,,,,,,,,,,,
2011-01-16 21:57:09.950000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,412.71,380.69,340.76,367.55,317.29,343.32,337.80,339.51,330.01,323.01,334.37,338.54,326.94,330.22,325.88,319.26,306.48,292.22,288.26,288.06,272.96,272.85,273.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,,,,,,,,,,,,,406.73,338.42,359.17,339.16,334.64,340.32,398.69,336.00,326.97,342.06,323.20,322.66,315.02,351.39,325.47,334.60,331.05,319.42,323.69,321.35,319.83,314.08,295.53,295.23,300.23,298.90,282.15,281.18,280.05,274.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.64,378.49,367.22,364.74,358.76,354.55,352.95,343.84,341.31,336.10,323.72,326.62,,303.52,289.53,322.36,287.21,,,,,,,,,,,,,,,,,,
2013-04-11 22:09:26.995000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.83,373.47,369.28,361.78,357.22,354.70,353.16,341.66,330.82,323.58,315.47,307.79,299.82,291.92,290.92,284.15,281.08,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:09:11.169000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.18,370.25,361.97,350.49,353.83,342.98,344.80,349.03,333.25,,316.23,295.08,336.88,287.34,292.44,,,,,,,,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.55,412.24,401.00,390.90,378.39,370.81,365.67,361.15,352.50,348.71,348.92,344.41,334.26,322.68,315.94,310.18,302.58,294.80,286.30,282.15,276.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.82,369.73,357.68,352.72,341.30,343.48,337.96,331.87,330.99,323.70,326.56,,308.18,294.09,328.30,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.75,406.50,401.56,397.62,386.79,378.08,371.83,365.50,358.42,355.26,353.94,350.87,337.76,327.77,322.92,312.66,308.88,297.69,290.50,288.04,282.06,278.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.33,366.44,365.04,341.11,361.72,339.87,340.97,322.39,324.67,328.69,318.83,319.76,,297.70,,311.11,,,,,,,,,,,,,,,,,,,
2014-02-09 22:08:09.113000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.29,352.80,351.27,338.77,333.76,329.92,316.55,309.50,298.57,294.74,287.43,283.55,295.80,277.94,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.42,414.58,406.57,399.35,386.05,377.51,369.72,365.33,358.18,355.03,351.88,349.16,338.17,328.72,322.22,313.41,305.27,297.17,290.90,284.59,282.09,282.43,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.92,375.50,363.18,361.57,359.31,348.80,342.32,330.67,332.85,326.68,326.02,,306.79,297.70,319.33,291.17,288.64,,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.56,363.43,370.52,352.79,353.24,345.00,337.04,337.46,333.93,,318.74,308.24,331.14,301.74,291.63,,,,,,,,,,,,,,,,,
2014-06-01 22:06:50.694000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.08,374.05,375.76,359.26,356.91,344.36,335.28,334.12,335.52,327.57,328.02,,310.55,296.18,323.00,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.64,370.73,359.66,358.73,343.97,347.56,345.25,333.85,337.30,326.58,325.68,,317.74,298.41,326.94,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.87,386.28,373.90,365.17,354.36,354.53,343.59,333.31,331.26,330.51,324.92,326.87,,307.45,296.78,322.43,,,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,,,,,,349.79,380.86,384.42,377.96,,,,,,,,,,,,,,,,,416.95,400.42,399.55,400.48,389.82,372.94,374.07,367.71,360.46,348.88,349.75,345.03,342.25,340.24,336.05,328.94,313.39,308.24,301.98,293.38,283.53,276.99,276.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.92,417.10,408.13,400.36,390.15,381.34,373.99,366.53,361.51,358.43,354.47,351.31,338.06,331.20,322.09,313.39,308.24,296.44,291.83,288.62,281.25,278.87,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.65,364.54,362.66,350.74,352.69,339.10,345.02,344.04,343.42,,323.08,308.70,348.91,299.27,296.79,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.90,381.20,374.91,368.89,366.15,362.95,360.03,348.71,337.71,330.56,323.48,314.61,306.29,297.94,294.15,288.16,392.35,288.86,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11 22:07:16.745000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.26,339.77,346.12,332.57,,316.28,305.14,333.27,,,,,,,,,,,,,,,,,,,
2015-02-12 22:07:03.113000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.69,375.55,371.09,365.23,359.91,357.59,354.62,343.04,333.04,324.41,316.64,308.06,299.74,293.20,287.37,283.63,282.78,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.86,388.35,377.61,369.86,366.41,361.05,356.73,352.64,350.33,338.62,329.15,320.06,312.40,306.22,297.58,290.89,284.78,280.61,278.07,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.51,381.79,372.97,368.37,364.89,358.40,354.21,351.58,340.30,329.98,320.91,315.16,308.29,299.17,292.35,286.69,281.64,282.00,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:06:16.557000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.43,404.95,395.73,380.80,369.97,360.64,360.22,352.58,347.74,344.68,339.54,334.96,326.16,310.71,304.93,303.54,294.79,283.76,277.73,276.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.84,379.70,368.88,360.45,356.14,344.65,342.63,333.09,331.05,333.17,321.29,322.53,,309.16,294.60,319.42,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,415.92,405.14,400.17,399.95,371.41,362.83,350.86,353.27,336.74,345.40,338.63,338.29,335.46,326.40,316.18,312.86,283.87,284.76,277.20,275.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.50,412.56,404.54,397.15,385.69,378.83,371.24,364.23,357.36,353.96,350.67,349.67,335.59,324.24,317.05,309.59,302.73,293.67,287.31,284.34,277.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.64,398.27,386.88,378.14,369.83,364.75,360.27,355.90,350.96,346.66,335.92,326.84,318.35,312.75,305.82,295.60,289.15,290.05,279.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.77,365.44,360.79,356.68,341.06,341.69,330.79,319.16,313.54,314.32,309.60,311.03,313.04,,289.42,,307.60,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.02,381.66,375.76,369.75,363.12,356.87,352.72,351.39,341.17,330.78,321.01,315.33,306.05,298.90,290.82,286.22,282.40,280.69,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,,,,,,,,,,,,,,,,,,,,,,,,406.14,398.78,388.43,383.40,387.26,342.93,352.16,332.58,342.03,329.61,323.12,329.39,328.98,321.95,319.57,314.18,309.43,302.96,290.97,291.22,282.65,268.45,267.67,264.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.10,367.29,363.24,356.68,353.36,347.78,345.97,337.07,325.11,317.39,308.84,302.26,293.20,293.37,290.86,280.45,279.08,282.98,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.62,380.90,371.28,368.92,362.65,358.68,356.73,352.86,341.76,330.36,320.20,313.98,308.93,300.53,292.95,288.58,283.14,281.13,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.19,372.60,369.46,365.33,361.66,355.04,354.13,342.11,332.34,323.47,317.63,308.28,303.13,293.91,289.35,291.03,282.60,280.22,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.95,384.45,374.12,376.11,362.14,356.16,343.89,340.55,334.17,335.68,333.72,339.19,,317.09,302.49,331.05,290.79,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:13.819000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.80,374.83,360.61,352.80,351.11,338.88,335.15,323.69,316.48,309.33,309.13,304.92,304.04,300.20,,,,294.94,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,401.02,410.58,399.62,394.19,384.32,365.75,350.94,345.26,342.78,340.19,334.18,331.14,325.48,301.80,316.08,303.60,282.37,303.23,299.93,287.58,278.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:07:27.365000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.27,383.22,359.89,333.22,333.32,344.83,342.47,,318.33,301.99,328.89,301.34,299.39,289.26,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.97,381.32,373.66,369.45,362.69,357.13,354.64,351.05,340.12,329.55,321.62,315.78,308.45,300.09,291.12,287.69,282.51,280.36,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.09,379.97,369.55,367.66,361.70,357.10,351.03,349.76,338.31,329.64,321.08,314.40,306.03,299.17,290.57,285.99,282.37,279.23,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.90,331.12,305.16,281.15,281.80,276.22,294.77,320.63,292.48,294.89,277.46,286.37,265.42,280.70,275.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 22:06:52.698000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.74,374.10,372.00,367.70,361.82,353.26,352.94,339.65,329.41,322.63,315.78,305.45,299.01,290.86,285.77,282.53,278.23,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.73,377.08,366.69,349.62,352.01,343.76,341.35,338.02,335.72,,319.65,302.36,329.28,296.19,285.76,,,,,,,,,,,,,,,,,
2017-04-22 22:06:36.244000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.06,383.45,378.73,371.90,362.24,360.03,353.16,350.94,333.87,336.25,338.17,330.60,,318.79,302.64,324.82,295.53,286.47,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.68,382.76,377.83,371.29,369.80,362.96,360.26,347.49,335.61,330.08,323.14,317.58,306.71,297.78,295.28,289.88,285.48,282.78,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,,,408.97,396.60,371.82,387.00,360.13,369.15,361.62,360.11,360.75,352.63,398.28,382.03,386.39,378.99,366.19,358.17,342.04,359.67,328.31,330.44,331.04,386.00,380.29,414.04,366.33,311.55,314.27,308.94,307.77,292.40,286.38,297.25,297.96,289.97,297.04,301.52,300.64,305.50,293.17,274.54,277.20,267.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:59.518000,L8,,,,,396.71,,,,,,,,,,432.24,364.56,339.47,,,,,,,,,,,297.98,394.60,364.67,307.99,355.09,350.76,301.27,314.49,286.12,290.54,312.40,292.38,301.51,292.84,278.41,271.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.37,370.63,374.79,365.39,362.78,346.99,345.56,335.95,344.87,346.74,341.56,,320.37,305.26,334.41,289.62,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.68,376.32,373.32,368.20,363.21,357.86,354.51,342.01,332.98,326.17,317.92,310.09,299.95,294.93,288.76,283.87,282.76,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.27,375.86,373.77,368.24,362.72,357.62,355.03,343.95,333.98,327.23,317.95,308.52,300.03,294.70,288.04,283.67,281.26,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.06,368.55,362.79,351.83,347.73,337.49,333.18,326.82,328.45,322.24,318.28,319.79,,294.84,,311.87,,,,,,,,,,,,,,,,,,,
2018-02-20 22:07:00.077000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.50,307.35,287.01,302.21,296.85,284.44,270.62,269.47,266.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24 22:06:44.096000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.08,381.87,370.91,377.46,364.76,359.86,346.33,350.37,338.51,342.33,339.84,327.58,,312.09,296.61,319.91,297.55,291.52,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.41,378.95,374.21,366.92,364.10,356.19,354.42,345.62,333.59,327.16,318.65,309.86,301.46,294.55,288.06,285.11,282.51,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04.650000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.66,378.02,374.68,366.58,364.44,355.50,353.29,339.72,327.38,326.42,317.71,310.26,300.31,295.04,287.82,287.07,285.49,279.54,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.31,378.65,379.24,380.18,370.11,372.65,358.11,351.84,344.83,351.88,353.67,,324.03,312.18,345.50,298.06,294.96,286.25,,,,,,,,,,,,,,,,
2018-08-31 22:06:47.157000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.34,370.27,375.60,360.39,355.49,344.41,336.07,329.59,335.60,325.40,322.71,,308.58,293.05,321.29,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.39,373.52,371.89,362.22,352.42,343.89,337.96,330.82,322.65,327.08,321.32,326.89,,308.76,292.06,325.37,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06.566000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.56,368.78,360.25,372.33,348.24,367.85,341.05,331.25,330.74,332.22,323.06,310.20,,,,307.65,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.26,407.88,396.71,382.23,362.19,364.72,359.26,354.45,351.82,348.18,342.97,341.13,332.18,320.11,313.39,309.34,298.49,291.00,284.84,278.96,274.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.54,373.87,365.10,368.25,352.04,340.55,338.32,327.51,326.18,324.23,319.88,321.65,,299.30,,316.49,,,,,,,,,,,,,,,,,,,
2019-03-27 22:06:47.460000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.52,395.14,387.27,372.17,339.22,318.37,314.30,316.43,325.90,321.68,329.81,326.59,317.19,299.95,299.37,298.51,295.68,289.20,293.09,286.50,298.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:06:42.607000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.12,405.42,401.97,392.52,373.29,370.81,363.61,357.71,351.08,354.45,345.55,343.36,331.32,316.91,311.54,307.82,298.26,289.12,284.38,278.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14 22:06:48.150000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.11,381.38,375.49,368.90,365.80,360.03,357.11,347.43,334.96,327.54,321.84,312.53,304.04,295.77,290.32,286.49,283.14,279.92,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.77,383.23,374.70,354.46,354.05,348.83,333.50,329.28,317.77,311.75,303.04,308.47,303.37,294.26,301.20,,,,293.71,,,,,,,,,,,,,,,,,,,
2019-06-15 22:07:03.775000,L8,358.82,394.66,418.26,394.39,,,,,,,,,378.32,392.22,378.28,387.84,,,,,385.08,372.71,394.38,405.31,389.47,395.28,378.21,343.03,384.47,370.53,359.50,351.76,349.57,341.54,332.94,324.65,329.54,286.65,293.05,309.31,299.21,270.41,280.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:17.867000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.67,382.52,378.58,363.50,359.04,347.50,349.73,339.58,338.49,333.01,328.88,,317.78,306.33,327.20,293.49,289.58,,,,,,,,,,,,,,,,,
2019-08-18 22:07:23.116000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.22,386.05,375.43,373.29,361.30,353.48,343.08,342.08,332.07,337.53,328.35,330.82,,310.86,299.84,325.95,287.22,,,,,,,,,,,,,,,,,,
2019-09-19 22:07:32.145000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.78,410.67,404.48,395.07,382.90,375.27,367.57,362.14,355.41,349.84,345.43,342.43,332.45,318.56,313.59,308.39,299.74,293.27,285.28,282.00,273.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05 22:07:36.198000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.54,388.16,381.07,372.01,371.24,366.86,304.92,359.09,313.23,340.69,335.03,335.28,315.24,307.67,298.70,290.61,284.94,279.63,277.85,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:07:37.761000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.87,387.27,369.08,371.61,360.00,351.22,342.85,335.94,339.95,323.56,323.12,319.44,312.03,318.88,,291.33,,306.33,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32.611000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.79,380.54,376.51,368.98,363.85,360.97,358.10,348.66,335.40,327.24,324.07,315.65,306.12,296.41,290.14,288.15,284.02,280.68,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.91,379.36,375.59,368.30,363.21,358.22,356.09,345.76,335.66,326.95,320.79,312.28,302.95,296.29,288.90,288.38,284.11,279.65,284.47,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25 22:07:21.445000,L8,,,,,,,,,372.83,371.34,364.06,372.03,,,,,,408.87,,,340.88,352.75,345.50,328.13,354.89,337.31,328.88,318.43,320.00,318.06,317.76,306.12,316.32,303.41,297.40,301.11,297.81,306.34,312.88,304.57,302.58,282.70,286.88,287.89,274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,409.45,394.55,384.64,388.18,377.13,355.29,354.48,343.18,335.48,332.03,337.90,330.01,325.04,324.45,317.43,312.55,297.02,294.71,293.16,284.06,275.11,271.05,266.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,407.28,392.78,383.66,389.52,373.08,354.79,338.81,342.32,333.63,325.79,331.33,327.07,324.21,323.42,312.22,312.87,294.95,293.85,294.64,281.94,276.31,274.75,266.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.02,380.40,365.81,356.87,345.85,347.73,337.17,329.36,330.40,322.99,326.15,,303.09,,323.56,,,,,,,,,,,,,,,,,,,
2020-04-14 22:06:50.036000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.68,376.72,366.45,367.29,358.11,351.08,344.53,343.30,332.74,320.63,314.60,308.35,297.31,293.17,285.14,278.60,275.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:06:39.488000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.06,377.12,374.41,366.72,362.96,355.77,354.53,343.69,330.89,324.55,317.39,307.58,303.17,292.90,286.93,283.52,281.42,277.95,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:06:44.481000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.18,381.07,377.01,365.70,361.66,357.82,355.33,345.30,334.16,325.68,320.36,310.50,304.48,295.00,288.12,283.80,282.40,279.15,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,407.52,398.26,391.81,393.53,391.21,384.97,378.18,368.27,364.22,354.29,353.56,346.90,337.92,331.62,326.25,320.12,297.23,301.00,297.33,290.08,284.23,275.89,274.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04 22:07:11.601000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.67,370.59,369.47,363.31,358.79,350.36,339.44,353.52,331.39,332.95,342.07,325.95,319.03,304.39,301.12,303.43,305.26,297.62,,,,295.47,,,,,,,,,,,,,,,,,,,
