dates,satname,nzd0355-0001,nzd0355-0002,nzd0355-0003,nzd0355-0004,nzd0355-0010,nzd0355-0011,nzd0355-0012,nzd0355-0013,nzd0355-0014,nzd0355-0015,nzd0355-0016,nzd0355-0017,nzd0355-0005,nzd0355-0006,nzd0355-0007,nzd0355-0008,nzd0355-0009,nzd0355-0018,nzd0355-0019,nzd0355-0020,nzd0355-0021,nzd0355-0022,nzd0355-0023,nzd0355-0024,nzd0355-0025,nzd0355-0026,nzd0355-0027,nzd0355-0028,nzd0355-0029,nzd0355-0030,nzd0355-0031,nzd0355-0032,nzd0355-0033,nzd0355-0034,nzd0355-0035,nzd0355-0036,nzd0355-0037,nzd0355-0038,nzd0355-0039,nzd0355-0040,nzd0355-0041,nzd0355-0042,nzd0355-0043,nzd0355-0044,nzd0355-0045,nzd0355-0046,nzd0355-0047,nzd0355-0048,nzd0355-0049,nzd0355-0050,nzd0355-0051,nzd0355-0052,nzd0355-0053,nzd0355-0102,nzd0355-0055,nzd0355-0056,nzd0355-0054,nzd0355-0057,nzd0355-0058,nzd0355-0059,nzd0355-0060,nzd0355-0092,nzd0355-0093,nzd0355-0094,nzd0355-0095,nzd0355-0096,nzd0355-0097,nzd0355-0061,nzd0355-0062,nzd0355-0063,nzd0355-0064,nzd0355-0065,nzd0355-0098,nzd0355-0099,nzd0355-0100,nzd0355-0101
2020-09-21 22:07:30.724000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.54,377.40,369.60,354.34,346.78,338.33,336.23,325.71,324.38,319.28,317.93,321.44,,294.86,,313.43,,,,,,,,,,,,,,,,,,,
2020-10-23 22:07:33.943000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.03,367.92,377.93,361.72,346.68,345.46,330.05,327.67,336.60,314.07,327.16,,308.55,,323.73,,,,,,,,,,,,,,,,,,,
2021-01-11 22:07:26.124000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.42,378.71,374.08,366.55,361.03,355.18,355.09,345.88,334.48,325.57,319.70,308.71,301.03,292.65,284.93,283.49,281.30,277.83,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:19.216000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,413.26,405.06,387.94,389.37,401.16,386.62,369.52,356.88,324.77,324.37,341.48,333.55,319.82,328.12,313.50,318.31,280.76,294.39,301.25,278.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:03.784000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,418.21,402.78,389.96,394.08,398.34,329.57,320.64,336.26,318.57,313.73,346.07,323.28,325.13,326.30,331.43,312.49,284.79,290.25,302.04,284.98,282.03,275.40,268.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.42,390.42,378.42,358.13,354.65,349.08,348.77,338.49,337.16,329.19,328.09,,306.18,298.16,325.75,287.45,,,,,,,,,,,,,,,,,,
2021-05-03 22:06:44.632000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.67,372.36,365.65,358.16,348.64,340.90,331.07,333.12,329.42,327.87,324.69,,316.84,296.79,325.15,293.06,,,,,,,,,,,,,,,,,,
2021-07-06 22:07:08.299000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.53,365.95,374.32,374.99,370.53,366.85,355.74,354.63,357.54,,335.42,331.31,356.15,325.43,306.94,298.28,285.92,,,,,,,,,,,,,,,
2021-08-23 22:07:25.117000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.19,381.66,369.61,362.40,353.71,342.01,339.55,331.14,327.33,321.50,320.29,321.90,,305.47,,315.44,,,,,,,,,,,,,,,,,,,
2021-09-08 22:07:29.873000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.31,383.02,372.08,366.34,359.28,345.19,340.94,332.50,330.48,331.47,326.53,326.38,,308.66,,327.31,,,,,,,,,,,,,,,,,,,
2021-09-24 22:07:32.728000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.62,380.80,370.21,358.58,355.07,341.71,339.43,328.81,327.93,322.10,321.01,323.02,,297.10,,315.16,,,,,,,,,,,,,,,,,,,
2021-12-21 22:07:31.120000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.86,368.21,363.59,360.99,351.62,340.76,330.43,325.17,313.96,307.63,296.71,290.50,287.63,283.63,282.64,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 22:07:29.143000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.16,379.14,374.26,366.89,360.77,356.78,355.48,346.46,335.75,327.75,321.63,311.97,304.16,294.27,287.62,286.09,282.21,281.13,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:07:27.312000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.89,380.10,374.64,366.47,361.16,357.95,355.52,346.24,336.25,327.21,322.02,311.93,303.80,295.02,287.36,287.27,283.03,280.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15 22:07:18.025000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.18,378.59,365.90,362.60,350.30,346.28,338.20,340.06,337.78,332.77,,314.15,308.82,330.26,302.22,289.23,,,,,,,,,,,,,,,,,
2022-02-23 22:07:19.963000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.18,379.24,366.21,371.35,362.80,360.36,356.67,346.26,345.73,335.91,,316.04,308.91,329.45,289.63,,,,,,,,,,,,,,,,,,
2022-05-06 22:07:05.573000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.05,394.01,383.65,360.47,361.73,348.87,352.79,337.73,338.52,327.98,326.27,,317.08,298.99,331.05,,,,,,,,,,,,,,,,,,,
2022-05-22 22:07:10.472000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.78,366.88,367.75,365.51,350.64,345.42,341.44,345.64,332.75,,318.90,304.39,334.65,295.86,290.33,,,,,,,,,,,,,,,,,
2022-06-07 22:07:19.428000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.71,378.07,370.18,348.66,342.62,334.61,336.76,347.54,327.00,,326.21,311.78,333.47,303.31,296.62,,,,,,,,,,,,,,,,,
2022-07-01 22:07:06.314000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.97,316.30,290.11,291.38,317.79,299.78,294.03,,299.40,338.86,342.95,350.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 22:07:44.129000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.35,412.33,407.22,398.97,392.31,379.87,372.38,369.93,358.46,353.81,347.93,349.74,334.51,324.79,316.61,310.37,299.42,295.98,287.71,284.17,278.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03 22:07:27.941000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.57,375.83,365.92,359.64,346.23,344.09,336.27,336.00,331.90,326.49,330.70,,311.67,,327.14,,,,,,,,,,,,,,,,,,,
2022-09-19 22:07:33.648000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.46,380.73,375.98,367.82,364.90,357.68,355.15,341.57,331.99,325.26,321.38,312.43,300.78,293.13,288.55,282.85,281.50,278.35,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 22:07:34.692000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.66,378.38,376.44,367.00,363.35,357.49,355.00,340.76,330.95,325.26,315.29,307.52,300.31,293.62,288.03,282.58,278.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:07:41.412000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.90,378.47,373.43,367.37,366.75,358.26,354.29,340.84,332.05,322.66,315.78,308.08,300.18,292.94,287.09,282.13,276.99,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29 22:07:52.427000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.58,381.23,372.72,368.63,354.36,348.70,337.28,334.53,326.86,323.16,321.04,318.97,316.23,,295.72,,307.03,,,,,,,,,,,,,,,,,,,
2022-11-06 22:07:39.965000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.66,380.26,376.67,370.05,367.33,361.60,358.53,344.70,333.12,324.72,319.52,310.54,302.24,294.69,288.77,285.19,281.07,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 22:07:47.062000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.80,384.72,372.24,375.41,358.96,351.98,342.32,338.37,326.90,326.67,343.17,337.44,,299.73,,323.02,,,,,,,,,,,,,,,,,,,
2022-11-22 22:07:41.635000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.65,371.22,361.69,355.66,349.14,340.72,332.47,329.56,327.67,321.01,316.30,318.13,,301.74,290.19,311.95,,,,,354.32,368.63,388.74,336.45,331.08,359.98,,,,,,,,,
2022-12-24 22:07:37.966000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.31,366.50,357.26,351.91,358.05,345.37,354.41,326.97,335.67,350.57,328.38,,317.74,312.80,324.93,301.03,,,,,,,,,,,,,,,,,,
2023-01-25 22:07:37.119000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.78,381.09,375.77,371.09,367.72,363.11,357.55,346.04,335.42,324.69,317.40,309.96,302.07,292.56,286.68,285.76,280.00,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10 22:07:44.308000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.73,306.34,335.90,315.16,,280.42,273.01,307.51,306.30,310.34,312.38,306.34,299.29,292.40,284.23,278.74,274.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:07:25.855000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.28,369.21,359.52,354.24,346.64,346.18,349.09,341.03,345.88,324.35,315.28,332.91,306.73,298.08,,,,,,,,,,,,,,,,,355.02
2023-03-06 22:07:14.102000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.20,373.93,370.88,363.89,354.18,357.07,340.78,342.07,346.53,,317.56,313.56,331.00,303.72,292.22,,,,,,,,,,,,,,,,,
2023-03-14 22:07:23.107000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.85,382.36,364.62,362.78,358.09,340.10,330.67,328.21,322.90,324.43,,300.33,,323.37,,,,,,,,,,,,,,,,,,,
2023-03-22 22:07:04.713000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.38,370.56,360.21,344.95,348.09,344.52,340.41,345.03,330.46,,321.53,311.54,331.07,300.21,,,,,,,,,,,,,,,,,,
2023-03-30 22:07:11.153000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.59,375.96,375.16,362.32,364.66,347.93,350.84,355.53,343.87,326.66,318.27,350.49,305.29,291.75,,,,,,,,,,,,,,,,384.87,332.01
2023-04-15 22:07:04.808000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.31,375.44,362.32,357.48,346.80,339.27,329.12,322.27,315.39,313.20,311.16,309.87,,294.24,,305.88,,,,,,,,,,,,,,,,,,,
2023-04-23 22:06:45.046000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.10,363.67,354.99,352.35,337.36,325.33,316.16,311.24,303.07,295.25,274.31,259.93,,,,,,,,365.38,,402.52,,,,,,,,,,,,,,,,,,
2023-06-02 22:06:41.744000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.35,369.74,367.72,350.43,352.74,345.25,353.60,352.91,352.49,,324.39,313.17,350.94,310.95,296.63,,,,,,,,,,,,,,,,,
2023-06-10 22:06:39.746000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.84,372.56,364.81,344.42,338.01,346.01,343.13,346.36,333.46,,319.54,298.46,339.45,294.69,293.57,,,,,,,,,,,,,,,,,
2023-07-28 22:07:02.846000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.01,386.57,366.28,347.70,344.17,339.40,347.00,357.34,355.18,312.31,321.82,313.17,341.48,297.47,290.85,,,,,,,365.20,390.30,,,,,,400.60,395.61,374.42,321.29
2023-08-05 22:06:59.027000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.00,363.96,366.15,353.91,348.43,344.05,339.63,332.92,328.72,,322.86,301.19,329.37,285.96,,,,,,,,,,,,,,,,,,
2023-08-13 22:07:07.940000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.08,378.66,366.44,355.67,354.10,340.30,341.66,340.23,335.10,,318.33,309.79,332.44,294.63,290.74,,,,,,,,,,,,,,,,,
2023-08-21 22:07:04.005000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.76,379.11,365.30,362.72,350.92,353.33,337.34,338.85,350.12,333.57,,313.78,299.26,329.26,289.39,290.99,,,,,,,,,,,,,,,,,
2023-08-29 22:07:14.014000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.32,374.72,362.88,362.05,341.39,342.19,331.28,328.55,329.77,326.23,,318.83,303.76,328.95,286.62,,,,,,,,,,,,,,,,,,
2023-09-06 22:07:14.613000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.37,374.94,373.46,357.65,344.77,341.56,337.75,330.75,329.65,325.69,325.12,,315.80,301.76,324.74,287.52,,,,,,,,,,,,,,,,,,
2023-09-30 22:07:21.548000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.33,382.80,373.79,377.32,362.09,354.17,340.05,331.66,325.52,325.87,321.38,321.89,,302.72,295.94,315.14,,,,,,,,,,,,,,,,,,,
2023-10-08 22:07:22.193000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.60,365.09,363.84,352.45,335.90,330.09,323.97,318.80,307.82,367.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:27.973000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.51,368.35,365.03,352.23,342.05,332.39,325.52,319.28,308.05,299.31,291.82,288.87,285.76,281.54,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-17 22:07:27.133000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.34,381.87,374.91,370.64,363.71,357.48,353.74,349.38,336.57,323.12,317.63,311.61,304.47,296.34,288.18,281.33,277.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25 22:07:32.484000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.46,373.17,366.38,358.63,355.62,353.18,354.30,357.48,370.11,333.70,315.43,346.57,302.62,300.81,292.41,,,,,,,,,,,,,,,,341.08
2023-12-19 22:07:27.073000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.29,373.92,368.83,358.53,344.74,341.76,330.79,332.03,337.57,323.53,323.95,,305.33,,323.49,,,,,,,,,,,,,,,,,,,
2024-01-12 22:07:30.793000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.64,385.54,363.95,377.02,355.25,344.14,342.71,345.63,328.67,338.06,310.42,315.77,,309.68,,322.11,,,,,,,,,,,,,,,,,,,
2024-01-28 22:07:30.090000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.11,380.14,375.25,371.83,358.41,352.99,350.20,345.76,330.43,348.64,324.64,311.98,332.33,306.61,298.68,,,,,,,,,,,,,,,,,346.77
2024-02-05 22:07:19.904000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.84,380.84,368.21,362.85,363.58,352.31,352.44,384.58,333.15,319.30,336.31,307.18,298.37,,,,,,,,,,,,,,,,,414.69
2024-02-13 22:07:29.811000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.00,382.09,373.91,358.19,350.54,344.55,333.53,326.53,322.32,322.45,324.81,,306.07,291.12,323.27,,,,,,,,,,,,,,,,,,,
2024-02-21 22:07:17.333000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.41,366.04,361.66,349.07,336.27,328.05,321.51,313.34,306.09,294.75,287.54,285.79,282.67,279.66,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29 22:07:23.348000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.48,377.02,376.27,372.32,363.73,355.35,334.49,338.98,348.56,338.70,,318.62,308.54,330.40,291.52,,,,,,,,,,,,,,,,,,
2024-03-08 22:07:05.574000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.52,363.80,360.17,350.65,335.79,325.98,320.46,313.82,304.03,296.49,286.71,285.67,285.98,304.89,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16 22:07:23.404000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.37,391.89,382.19,364.74,362.37,350.01,350.37,350.31,340.48,334.25,333.49,,312.42,296.07,333.19,294.17,,,,,,,,,,,,,,,,,,
2024-04-17 22:07:03.684000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.92,364.61,360.22,355.23,339.08,329.94,321.69,314.89,308.13,296.77,288.13,289.85,284.00,281.96,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25 22:06:40.168000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.75,364.16,355.86,341.83,326.91,309.76,308.12,299.47,294.37,287.23,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03 22:06:49.872000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.14,365.19,363.69,349.38,340.76,328.77,321.21,313.09,307.79,297.59,288.27,288.55,284.52,280.73,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 22:06:27.762000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.27,402.55,391.14,382.28,387.93,371.18,366.20,358.12,356.39,354.80,338.75,338.34,328.78,317.49,291.62,291.78,288.76,286.28,280.81,277.26,267.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19 22:06:42.049000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.85,378.14,383.46,384.14,369.64,364.00,343.66,334.65,329.79,328.32,328.06,,305.15,292.09,319.69,,,,,,,,,,,,,,,,,,,
2024-06-04 22:06:35.804000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,422.16,409.59,396.24,406.81,387.87,388.19,382.75,370.31,360.14,354.37,355.42,351.19,336.30,327.72,313.40,306.14,279.14,286.58,284.32,284.40,279.60,273.51,263.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20 22:06:18.840000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.14,385.88,373.99,372.25,360.05,358.33,348.73,353.62,365.30,,337.38,317.18,361.58,307.65,299.84,291.72,,,,,,,,,,,,,,,,
2024-06-28 22:06:31.354000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.16,369.93,367.23,372.76,358.95,358.41,344.49,344.92,344.89,,329.59,316.47,340.02,306.45,297.33,286.96,,,,,,,,,,,,,,,,
2024-07-06 22:06:32.918000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.34,379.68,376.20,370.23,356.16,346.41,338.86,330.78,333.70,329.78,325.83,,306.37,295.03,323.53,,,,,,,,,,,,,,,,,,,
2024-08-23 22:06:59.383000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.59,380.23,379.86,363.16,365.22,346.67,339.41,332.80,334.74,328.23,326.80,,312.87,298.69,325.79,,,,,,,,,,,,,,,,,,,
2024-08-31 22:07:03.291000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.81,374.08,354.74,360.63,343.30,332.61,326.58,324.65,317.46,319.43,303.08,308.05,,288.61,,306.97,,,,,,,,,,,,,,,,,,,
2024-09-24 22:07:01.359000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.25,376.61,368.12,359.42,347.29,343.42,336.11,330.13,327.91,323.29,330.08,,313.58,,320.02,,,,,,,,,,,,,,,,,,,
2024-10-10 22:07:10.262000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.19,378.30,373.40,358.86,356.03,346.17,350.70,334.39,334.25,323.87,324.97,,310.60,291.57,323.63,,,,,,,,,,,,,,,,,,,
2024-10-18 22:07:18.673000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.48,377.96,375.00,361.12,361.83,349.31,348.01,342.78,333.96,325.30,326.23,,309.19,292.75,323.81,,,,,,,,,,,,,,,,,,,
2024-11-11 22:07:15.564000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.15,369.87,369.17,356.80,343.45,332.84,326.57,322.39,313.52,303.16,293.64,290.27,286.56,284.08,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-19 22:07:19.849000,L8,,,,,,,,,,,,,,389.66,369.11,422.00,,,,,,,,,,,,,,,,,,,,286.44,348.27,366.90,355.12,351.77,338.28,328.67,322.38,314.05,320.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13 22:07:21.847000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.32,365.24,362.31,352.64,339.41,330.38,324.05,316.23,307.92,298.79,288.75,289.38,284.75,280.90,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:07:18.443000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.11,372.89,369.22,371.47,352.97,329.28,342.12,335.85,329.99,,319.09,309.70,332.98,292.09,,,,,,,,,,,,,,,,,,
2025-01-22 22:07:13.469000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.32,382.81,377.78,361.82,361.64,347.51,354.09,334.31,331.60,325.50,325.78,,307.05,292.92,323.03,,,,,,,,,,,,,,,,,,,
2025-01-30 22:07:20.065000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.58,380.88,362.19,355.07,346.75,336.52,325.19,321.23,306.72,302.23,306.68,309.90,,288.67,,309.05,,,,,,,,,,,,,,,,,,,
2025-02-07 22:07:17.137000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.77,380.71,371.28,356.90,352.77,345.13,343.38,358.53,356.47,356.56,339.94,342.36,305.92,282.33,,,299.82,,,,,,,,,,,,,,,,,,,
2025-02-23 22:07:07.365000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.32,366.10,366.49,352.94,341.88,330.57,323.98,315.51,308.24,297.78,290.49,289.67,285.82,282.53,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 22:07:06.727000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.64,363.35,359.15,353.05,343.35,330.34,321.11,315.97,305.25,299.05,278.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 22:06:48.304000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.15,373.05,368.83,359.25,348.97,336.77,327.16,321.37,312.51,303.33,294.45,294.25,287.34,283.90,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 22:06:54.456000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.57,381.93,369.99,365.09,350.62,347.50,337.26,338.57,339.50,330.05,,313.18,299.10,326.93,,,,,,,,,,,,,,,,,,,
2025-05-14 22:06:38.478000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.70,385.37,374.71,368.38,356.72,344.75,339.48,332.28,328.24,324.16,319.05,320.08,,297.34,,313.38,,,,,,,,,,,,,,,,,,,
2025-05-22 22:06:43.734000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.62,377.89,374.90,360.86,353.35,343.65,344.41,336.96,331.62,329.48,325.49,,307.77,289.96,319.81,,,,,,,,,,,,,,,,,,,
2025-05-30 22:06:42.533000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.55,375.93,373.72,364.62,360.62,346.78,344.26,335.51,329.87,326.49,326.20,,303.67,293.22,319.35,,,,,,,,,,,,,,,,,,,
2025-06-23 22:06:54.196000,L9,,,,,,,,,,,,,,,,,,,,,,401.26,385.74,402.44,372.22,363.92,321.52,305.92,,,,316.06,338.71,318.77,329.71,321.53,328.37,322.75,311.98,310.37,298.73,258.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-17 22:07:04.709000,L8,,,,406.52,,,,,,,,,402.35,346.19,374.14,344.58,,,,,,380.77,373.60,351.66,368.10,373.74,325.96,,,,298.62,333.92,336.44,324.29,328.73,326.13,332.87,326.61,317.19,316.19,305.23,284.28,280.64,276.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25 22:07:06.294000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.43,380.46,377.63,375.15,369.02,363.28,360.22,355.89,342.93,331.89,325.39,314.46,314.31,307.21,299.64,287.19,290.75,284.90,283.41,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02 22:07:09.825000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.01,379.64,374.58,368.19,354.63,347.28,342.42,345.78,342.85,,321.97,311.76,327.54,303.22,294.38,,,,,,,,,,,,,,,,,
2025-08-10 22:07:16.143000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.53,380.59,365.82,347.64,357.91,355.84,346.70,349.56,351.55,,333.12,319.08,341.68,304.80,296.52,,,,,,,,,,,,,,,,,
