dates,satname,nzd0172-0000,nzd0172-0001,nzd0172-0002,nzd0172-0003,nzd0172-0004
1999-12-09 21:58:33.708000,L7,,,,,388.91
1999-12-25 21:58:52.197000,L7,368.02,301.10,,,
2000-03-14 21:58:35.291000,L7,379.30,319.11,306.76,308.24,
2000-03-30 21:58:09.573000,L7,,318.12,323.37,325.42,324.86
2000-05-17 21:58:07.485000,L7,400.93,375.44,406.43,386.99,379.82
2001-01-12 21:56:06.772000,L7,367.52,306.44,,,
2001-02-13 21:56:03.778000,L7,372.45,310.40,307.19,311.37,305.94
2001-03-01 21:56:21.596000,L7,367.15,307.07,,,
2001-03-17 21:56:16.575000,L7,325.97,311.62,307.32,,
2001-06-21 21:55:05.323000,L7,377.70,294.93,,,
2001-06-21 21:55:29.297000,L7,377.53,297.33,,,
2001-08-08 21:55:01.113000,L7,346.78,,,,
2001-09-09 21:54:12.928000,L7,381.33,317.04,325.60,315.56,319.54
2001-09-09 21:54:36.880000,L7,,310.55,314.25,310.55,313.05
2001-12-30 21:54:13.275000,L7,,,,,401.50
2002-01-15 21:54:23.534000,L7,391.86,367.15,400.09,425.29,362.15
2002-08-27 21:53:36.267000,L7,,306.37,312.67,306.30,313.62
2002-08-27 21:54:00.253000,L7,391.06,317.99,323.75,320.10,321.83
2002-12-01 21:53:52.985000,L7,380.26,314.26,,,
2002-12-01 21:54:16.937000,L7,379.66,310.00,,,
2003-05-26 21:54:19.958000,L7,413.53,405.59,408.38,401.48,403.91
2003-05-26 21:54:43.917000,L7,413.49,405.51,408.62,402.03,403.89
2003-08-22 21:42:44.232000,L5,366.57,309.22,310.31,312.73,309.17
2008-12-25 21:50:10.387000,L5,382.46,329.04,328.07,327.28,329.86
2013-05-29 22:08:05.425000,L8,386.05,315.87,318.20,320.36,325.03
2013-06-30 22:07:36.163000,L8,364.78,312.34,310.49,314.08,317.92
2013-09-02 22:07:40.639000,L8,345.78,308.16,305.22,,
2013-09-02 22:08:04.598000,L8,345.09,307.93,305.01,,
2013-11-05 22:07:22.900000,L8,,312.17,310.00,313.65,316.07
2013-11-21 22:07:13.797000,L8,396.73,344.00,346.44,346.17,343.50
2013-11-21 22:07:37.752000,L8,365.80,316.84,314.16,317.70,320.46
2014-01-24 22:07:09.509000,L8,366.57,320.96,323.04,322.44,326.12
2014-02-09 22:06:33.299000,L8,366.84,321.64,324.61,325.28,326.35
2014-02-09 22:06:57.254000,L8,370.93,325.91,334.81,334.58,332.00
2014-03-29 22:05:52.007000,L8,365.88,320.92,320.64,319.21,324.94
2014-03-29 22:06:15.961000,L8,364.67,319.90,319.48,318.32,324.18
2014-04-30 22:05:46.536000,L8,380.40,321.13,324.50,323.86,324.12
2014-08-20 22:05:42.763000,L8,333.82,307.00,304.32,,
