dates,nzd0172-0000,nzd0172-0001,nzd0172-0002,nzd0172-0003,nzd0172-0004,satname
2000-03-30 21:58:09+00:00,,,323.37,325.42,,L7
2001-03-01 21:56:21+00:00,,307.07,,,,L7
2001-03-17 21:56:16+00:00,,309.345,307.32,,,L7
2001-06-21 21:55:29+00:00,,305.34,307.32,,,L7
2001-09-09 21:54:12+00:00,,308.66333333333336,316.46000000000004,315.56,319.54,L7
2002-08-27 21:54:00+00:00,,317.99,323.75,320.1,321.83,L7
2002-12-01 21:53:52+00:00,380.26,316.125,323.75,320.1,321.83,L7
2003-08-22 21:42:44+00:00,366.57,309.22,310.31,312.73,309.17,L5
2013-05-29 22:08:05+00:00,,315.87,318.2,320.36,325.03,L8
2013-09-02 22:08:04+00:00,345.09,311.9,311.605,320.36,325.03,L8
2013-11-21 22:07:37+00:00,345.09,313.5466666666667,312.45666666666665,319.03,322.745,L8
2014-01-24 22:07:09+00:00,345.09,315.24333333333334,314.07,320.07,323.28999999999996,L8
2014-02-09 22:06:33+00:00,355.965,316.8425,316.70500000000004,321.8066666666667,324.31,L8
2014-08-20 22:06:06+00:00,368.18,327.93,325.96,326.4,328.05,L8
2014-11-08 22:05:52+00:00,368.18,336.21500000000003,339.67499999999995,334.945,335.45500000000004,L8
2015-02-28 22:05:48+00:00,372.66,335.28999999999996,340.89,336.315,336.635,L8
2015-07-22 22:05:37+00:00,372.66,319.96500000000003,320.095,323.265,325.635,L8
2015-10-26 22:06:07+00:00,,312.49,309.16499999999996,317.075,319.155,L8
2015-12-29 22:05:45+00:00,,325.15000000000003,320.1033333333333,324.35999999999996,325.06333333333333,L8
2016-05-21 22:05:14+00:00,,329.745,324.03,338.93,336.88,L8
2016-09-10 22:06:15+00:00,,320.06,318.87,332.06,334.04,L8
2016-10-12 22:06:21+00:00,373.62,321.4866666666667,322.47,331.075,332.94500000000005,L8
2017-01-16 22:06:11+00:00,373.62,331.67,335.6766666666667,333.76666666666665,335.3733333333334,L8
2017-06-25 22:05:23+00:00,375.07,325.075,329.605,326.85,324.135,L8
2017-12-02 22:06:10+00:00,372.36,317.375,319.39,321.755,319.555,L8
2018-03-08 22:05:39+00:00,369.65,326.13,328.845,329.24,330.705,L8
2018-04-25 22:05:14+00:00,371.78999999999996,325.0566666666667,326.98333333333335,326.6933333333333,329.3,L8
2018-08-15 22:05:04+00:00,373.93,325.2733333333333,328.11333333333334,325.46,328.32,L8
2018-09-16 22:05:39+00:00,369.95000000000005,324.12,325.74666666666667,323.68,327.06666666666666,L8
2018-10-18 22:05:53+00:00,367.73,323.3525,323.5725,322.2875,326.1475,L8
2018-11-03 22:05:57+00:00,367.2833333333333,325.1275,323.855,322.315,326.195,L8
2018-12-05 22:05:56+00:00,367.2833333333333,325.1275,320.91,322.315,326.195,L8
2019-01-06 22:05:53+00:00,367.2833333333333,328.184,324.58833333333337,325.582,329.378,L8
2019-04-12 22:05:06+00:00,361.69666666666666,325.77,320.434,326.1566666666667,330.72666666666663,L8
2019-11-22 22:05:57+00:00,362.25,317.28,315.28,316.96,322.23,L8
2019-12-08 22:06:20+00:00,362.4,319.29499999999996,318.405,319.26,324.69,L8
2020-01-09 22:06:13+00:00,364.1366666666667,320.7966666666667,320.35999999999996,321.0933333333333,325.18,L8
2020-01-25 22:06:09+00:00,364.1366666666667,325.25,328.67999999999995,329.7425,332.1075,L8
2020-05-16 22:05:27+00:00,364.8825,324.678,328.428,328.73,330.586,L8
2020-08-04 22:05:59+00:00,367.12,321.975,324.105,322.425,323.945,L8
2020-09-21 22:05:54+00:00,367.12,320.22333333333336,320.73333333333335,319.75666666666666,321.78,L8
2020-12-26 22:06:20+00:00,358.32,320.24666666666667,319.6666666666667,318.71999999999997,322.6133333333333,L8
2021-02-12 22:06:07+00:00,377.41499999999996,329.9566666666667,333.7033333333333,329.85999999999996,335.2733333333333,L8
2021-05-03 22:05:32+00:00,377.41499999999996,333.57,338.21,335.72666666666663,339.8633333333333,L8
2022-02-23 22:06:08+00:00,,326.88,333.32,329.64,329.05,L9
2022-05-06 22:05:29+00:00,349.15,320.71500000000003,320.725,320.615,322.37,L8
2022-08-02 22:06:07+00:00,349.15,323.6466666666667,324.13666666666666,322.9633333333333,325.13,L9
2022-08-10 22:06:32+00:00,349.15,323.74,325.0875,323.88,326.025,L8
2022-08-26 22:06:10+00:00,349.15,321.3625,320.38,320.22749999999996,323.61,L8
2022-10-21 22:06:29+00:00,354.755,322.462,321.324,321.212,324.354,L9
2022-11-30 22:06:11+00:00,360.36,327.452,328.566,327.804,328.88800000000003,L8
2023-03-06 22:05:38+00:00,360.36,330.43,331.91333333333336,331.6433333333334,330.50333333333333,L8
2023-03-22 22:05:28+00:00,378.545,333.6525,335.975,334.9925,335.90749999999997,L8
2023-04-07 22:05:40+00:00,381.1466666666667,332.08599999999996,334.31800000000004,333.43600000000004,334.11,L8
