dates,nzd0561-0000,nzd0561-0001,nzd0561-0002,nzd0561-0003,nzd0561-0004,nzd0561-0005,nzd0561-0006,nzd0561-0007,nzd0561-0008,nzd0561-0009,satname
1999-08-08 22:19:52+00:00,233.16,235.67,236.97,244.78,,208.06,173.61,208.32,,260.53,L7
1999-10-27 22:19:51+00:00,233.16,235.67,236.97,244.78,264.47,215.66500000000002,192.935,212.07,236.5,271.455,L7
2000-04-13 22:13:30+00:00,257.43,237.74,231.42,233.78,262.385,225.82,215.6,216.88,233.74,289.955,L7
2000-04-20 22:19:15+00:00,238.57999999999998,236.53,232.76,238.51,265.95,238.89,211.16666666666666,213.42999999999998,217.9333333333333,284.4533333333333,L7
2000-09-20 22:11:38+00:00,233.62333333333333,233.1966666666667,225.87666666666667,229.82666666666668,257.03333333333336,242.88,207.84666666666666,214.29999999999998,214.48,273.53666666666663,L7
2000-09-27 22:17:24+00:00,232.04,228.04,223.4175,229.82666666666668,257.03333333333336,242.88,207.84666666666666,214.29999999999998,214.48,273.53666666666663,L7
2000-10-06 22:11:35+00:00,229.402,237.03400000000002,223.266,229.82666666666668,257.03333333333336,242.88,207.84666666666666,217.1625,214.48,268.155,L7
2001-01-26 22:11:42+00:00,229.885,239.8625,227.845,205.575,227.305,216.825,194.865,222.08999999999997,227.925,258.2,L7
2001-03-06 22:17:18+00:00,230.532,239.724,231.606,215.87666666666667,227.305,213.90666666666667,195.49333333333334,216.22666666666666,222.68999999999997,259.41999999999996,L7
2001-04-07 22:17:01+00:00,237.90666666666667,242.67999999999998,246.14,225.14333333333332,234.005,205.04333333333332,192.06000000000003,206.655,220.96499999999997,260.13666666666666,L7
2002-07-31 22:15:11+00:00,,223.98,210.36,,,,168.61,196.19,180.73,262.89,L7
2003-02-01 22:09:45+00:00,245.31,,272.71,219.74,,,239.44,245.22,247.37,250.02,L7
2003-04-13 22:15:43+00:00,242.93,234.64,253.69,236.56,261.57,217.71,239.44,245.22,247.37,250.02,L7
2003-08-11 22:03:51+00:00,240.55,266.49,261.14,281.645,276.44,238.435,243.44,242.47,281.12,313.12,L5
2003-10-07 21:58:59+00:00,240.55,275.06666666666666,271.26666666666665,288.7966666666667,287.8566666666666,250.86333333333337,251.17,253.42000000000002,279.01,313.12,L5
2003-12-26 21:59:54+00:00,,295.1033333333333,291.19666666666666,304.84666666666664,303.46333333333337,270.01,252.64333333333332,256.25666666666666,279.11999999999995,313.12,L5
2004-03-31 22:00:23+00:00,,293.485,292.99,301.7333333333333,310.21999999999997,276.4766666666667,256.3966666666667,260.65333333333336,279.59666666666664,,L5
2004-04-23 22:06:53+00:00,281.0,280.225,276.93,287.4733333333333,294.83666666666664,260.02000000000004,239.71666666666667,241.75,263.33666666666664,282.45,L5
2004-05-02 22:01:21+00:00,281.85,277.84666666666664,276.93,273.7025,294.83666666666664,260.02000000000004,239.71666666666667,241.75,263.33666666666664,282.45,L5
2004-05-09 22:07:21+00:00,274.5933333333333,269.0725,265.50333333333333,267.50199999999995,284.105,249.10500000000002,227.1625,229.175,245.4025,262.73,L5
2004-06-10 22:08:17+00:00,274.7625,267.396,261.5075,265.7916666666667,282.314,246.18200000000002,212.97600000000003,223.4,237.468,261.78,L5
2004-07-05 22:03:15+00:00,274.7625,261.86,253.61,260.52,278.07,241.704,202.32250000000002,217.93800000000002,228.42800000000003,259.6875,L5
2004-07-12 22:09:13+00:00,274.7625,258.715,251.55599999999998,258.22714285714284,273.48333333333335,237.8166666666667,199.394,217.93800000000002,228.42800000000003,259.6875,L5
2004-07-21 22:03:39+00:00,275.07599999999996,258.7114285714286,253.33833333333334,260.0925,275.5042857142857,240.4114285714286,205.29833333333332,220.45666666666668,230.12666666666667,255.196,L5
2004-08-29 22:10:22+00:00,281.2583333333333,263.28625,258.1842857142857,264.98777777777775,277.545,242.99625,209.54714285714286,222.71571428571428,236.29,262.70166666666665,L5
2004-11-01 22:11:49+00:00,286.77799999999996,265.4271428571429,262.10285714285715,270.22285714285715,277.4842857142857,241.97571428571428,207.54999999999998,223.66166666666666,240.2833333333333,267.5683333333333,L5
2005-01-13 22:07:16+00:00,290.4825,274.5675,272.53,285.7175,285.03999999999996,252.20250000000001,233.11749999999998,235.01500000000001,261.0125,286.935,L5
2005-06-13 22:14:31+00:00,272.365,253.78,251.315,259.57,257.655,228.85000000000002,207.91500000000002,212.065,215.66,271.55,L5
2005-06-22 22:08:46+00:00,273.8,259.12,257.88,260.25333333333333,265.40000000000003,238.59333333333333,215.72333333333336,217.37333333333333,219.35,266.18,L5
2005-07-15 22:14:43+00:00,270.5833333333333,250.04000000000002,251.92333333333332,255.05666666666664,261.8433333333333,239.40499999999997,213.29500000000002,206.86999999999998,206.23666666666668,250.58,L5
2005-07-24 22:09:02+00:00,269.34000000000003,252.42333333333332,251.0625,255.24,266.445,239.79333333333332,215.25,211.70499999999998,209.4975,250.58,L5
2005-08-09 22:09:10+00:00,269.34000000000003,265.62,263.084,268.62399999999997,278.36800000000005,239.79333333333332,231.32,225.596,225.31800000000004,250.58,L5
2005-08-25 22:09:16+00:00,271.61,266.008,264.715,271.09166666666664,281.14000000000004,245.2,234.096,228.90666666666667,229.29166666666666,250.58,L5
2005-11-13 22:09:32+00:00,271.61,270.51,268.29,276.24142857142857,285.0628571428571,251.9,239.51333333333332,235.50142857142856,240.40857142857143,250.58,L5
2006-01-23 22:16:59+00:00,280.69,290.14750000000004,290.3875,302.6925,305.175,264.9166666666667,256.585,260.52,285.76,,L5
2006-03-12 22:18:01+00:00,319.43,294.4533333333334,289.00333333333333,299.2766666666667,298.2766666666667,262.93666666666667,243.57666666666668,250.05333333333328,298.91,,L5
2006-04-29 22:18:53+00:00,319.43,296.1975,289.58500000000004,299.2766666666667,298.2766666666667,262.93666666666667,243.57666666666668,250.05333333333328,298.91,,L5
2006-05-31 22:19:19+00:00,319.43,284.8525,278.8,278.22,280.18,239.55333333333337,214.79999999999998,237.54499999999996,294.81,238.21,L5
2006-06-16 22:19:34+00:00,289.46500000000003,276.492,272.834,272.4225,273.9325,234.6475,211.945,237.54499999999996,294.81,238.21,L5
2006-08-28 22:14:47+00:00,283.3066666666667,269.72799999999995,268.306,266.66499999999996,273.9225,234.45250000000001,213.7675,240.105,260.16999999999996,254.14999999999998,L5
2006-10-15 22:15:19+00:00,264.8233333333333,261.304,261.694,260.90250000000003,269.6575,231.41000000000003,214.3425,241.89999999999998,242.26999999999998,254.14999999999998,L5
