dates,satname,nzd0121-0001,nzd0121-0002,nzd0121-0003,nzd0121-0062,nzd0121-0063,nzd0121-0065,nzd0121-0090,nzd0121-0091,nzd0121-0092,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0004,nzd0121-0005,nzd0121-0006,nzd0121-0007,nzd0121-0008,nzd0121-0011,nzd0121-0012,nzd0121-0013,nzd0121-0014,nzd0121-0015,nzd0121-0020,nzd0121-0021,nzd0121-0024,nzd0121-0025,nzd0121-0026,nzd0121-0057,nzd0121-0058,nzd0121-0059,nzd0121-0060,nzd0121-0064,nzd0121-0073,nzd0121-0074,nzd0121-0075,nzd0121-0084,nzd0121-0085,nzd0121-0086,nzd0121-0087,nzd0121-0088,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0009,nzd0121-0128,nzd0121-0129,nzd0121-0138,nzd0121-0139,nzd0121-0010,nzd0121-0076,nzd0121-0077,nzd0121-0078,nzd0121-0083,nzd0121-0089,nzd0121-0105,nzd0121-0106,nzd0121-0112,nzd0121-0113,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0070,nzd0121-0071,nzd0121-0072,nzd0121-0079,nzd0121-0080,nzd0121-0081,nzd0121-0082,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0171,nzd0121-0172,nzd0121-0173,nzd0121-0016,nzd0121-0019,nzd0121-0022,nzd0121-0066,nzd0121-0067,nzd0121-0068,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0017,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0174,nzd0121-0175,nzd0121-0040,nzd0121-0044,nzd0121-0045,nzd0121-0046,nzd0121-0061,nzd0121-0093,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0023,nzd0121-0055,nzd0121-0056,nzd0121-0069,nzd0121-0179,nzd0121-0100,nzd0121-0027,nzd0121-0028,nzd0121-0111,nzd0121-0030,nzd0121-0043,nzd0121-0048,nzd0121-0049,nzd0121-0050,nzd0121-0051,nzd0121-0052,nzd0121-0053,nzd0121-0054
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,62.34,100.04,138.33,122.77,117.23,114.30,124.52,126.46,122.93,121.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.30,121.47,140.71,157.27,179.29,194.24,200.80,210.54,228.38,221.48,231.73,,,,,,,241.71,245.22,250.63,,,,,,,,239.76,236.81,,,,,,,,,,,,,,,252.02,,,,,,,,,,,,,
2005-02-23 21:58:31.621000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.54,220.86,212.68,,,,,,,,140.88,254.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.00,,,,,,,,,,,,,,,,,,,,,,,,130.27,,,,,,,,,,,,,
2005-09-03 21:59:56.285000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.73,154.55,143.00,,,,,,,,139.11,162.74,,,,,,,,,,,,,,,139.13,,,,,,,,,,,,,
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.91,160.42,146.94,,,,,,,,139.46,150.96,,,,,,,,,,,,,,,138.11,,,,,,,,,,,,,
2006-07-04 22:04:41.660000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.16,145.34,165.60,,,,,,,,,161.82,,,,,,,,,,,,,,,174.60,,,,,,,,,,,,,
2006-08-21 22:05:19.629000,L5,,,,,,,,,,,,,,,,,67.71,76.98,77.88,77.87,85.26,102.86,107.71,135.53,139.12,142.64,138.75,130.86,131.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-25 22:06:19.953000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.05,90.36,99.55,110.04,106.19,115.42,134.10,135.23,122.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.96,126.57,146.70,156.13,168.41,177.56,197.93,191.13,191.26,191.73,188.79,,,,,,,225.36,224.66,226.10,,,,,,,,190.90,218.24,,,,,,,,,,,,,,,210.21,,,,,,,,,,,,,
2008-10-29 21:55:24.451000,L5,,,,,,,,,,,,,,,,,,,,,,,,60.71,67.85,68.36,81.75,85.61,103.62,111.63,115.33,117.39,134.06,141.90,134.28,139.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.08,148.42,165.45,167.70,180.93,188.99,196.15,199.26,136.47,136.62,147.52,,,,,,,247.89,256.89,,,,,,,,,169.36,195.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,,,,,58.37,60.07,70.80,80.95,90.55,99.50,104.22,109.97,118.14,121.63,133.53,142.24,152.54,153.26,161.82,164.92,163.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.21,179.65,187.39,201.24,207.11,215.80,222.85,229.84,,,,,,,,,,185.29,169.89,193.67,,,,,,,,,,,,,,,,,,,,,,,,148.27,,,,,,,,,,,,,
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.45,126.64,139.40,114.52,134.36,153.18,152.36,137.08,130.57,130.85,,,,,,,,158.35,161.85,159.10,,,,,,,,143.18,154.82,,,,,,,,,,,,,,,167.44,,,,,,,,,,,,,
2011-03-12 22:01:43.554000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.86,162.98,155.30,,,,,,,,137.67,155.76,,,,,,,,,,,,,,,159.69,,,,,,,,,,,,,
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.45,148.82,141.98,,,,,,,,133.71,153.96,,,,,,,,,,,,,,,166.85,,,,,,,,,,,,,
2011-09-04 22:00:27.603000,L5,,,,,,,,,,,,,,,,,,,,,,,,64.25,72.63,71.48,85.51,96.77,105.38,110.44,116.16,120.21,137.76,145.09,152.11,153.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.03,161.75,167.63,180.08,187.06,194.89,208.38,221.91,221.95,228.18,235.11,,,,,,,253.85,,,,,,,,,,247.78,256.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71,132.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.36,148.67,169.28,178.76,147.20,198.22,228.61,169.47,168.30,167.09,157.95,,,,,,,209.15,205.77,191.79,,,,,,,,181.24,197.23,,,,,,,,,,,,,,,203.56,,,,,,,,,,,,,
2013-06-05 22:13:51.261000,L8,,,,,,,,,,,,,,,61.32,64.40,69.72,74.44,87.92,91.53,90.84,99.33,107.37,118.07,120.67,128.05,132.68,136.24,143.39,148.62,160.69,168.38,176.81,184.32,195.61,197.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.99,212.87,182.72,,,,,,,,,,,,,,,,,,,,,,,,178.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.31,263.66,,,,,,,,,256.13,,,,,,,,,271.30,,,,,,,,,,,,
2013-09-09 22:13:49.699000,L8,,,,,,,,,,,,,,,,,,180.25,111.58,119.32,121.11,73.81,79.22,87.79,90.87,97.06,102.42,107.68,96.54,110.37,121.20,128.95,139.49,148.17,159.33,170.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95,90.83,103.21,103.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.08,184.92,197.68,206.72,212.97,216.15,228.45,231.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.51,236.59,,,,,,,,,217.29,,,,,,,,,
2013-09-25 22:13:41.239000,L8,,,,,,,,,,,,,,,,,,,,,,58.29,69.82,70.01,70.85,60.32,82.72,88.26,84.15,100.53,107.62,116.98,118.92,140.04,153.84,159.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.10,168.09,177.94,141.58,209.61,204.08,218.45,176.38,171.31,230.91,192.93,,,,,,,,,,,,,,,,,162.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:13:41.596000,L8,,,,,,,,,,,,,,,,,,,66.32,65.68,66.64,107.58,164.46,123.27,121.43,137.89,139.39,147.51,147.33,149.08,123.91,168.49,177.05,186.28,191.87,199.92,,,,,,,,,,,,,,,,96.85,,,,,207.15,258.95,252.62,,,,,,,,,,,,,,,,,,,122.25,88.91,108.86,121.11,,,,,,,,,244.78,,,,,,245.03,,,,,,,,222.59,,,,,205.94,,,,,,,,,,,,,,,,,,,,,,276.66,295.24,308.19,306.55,,,,,,,,,,222.89,188.06,177.73,150.57,,16.27,78.25,,,,,,147.06,,,,,,,,,
2013-10-27 22:13:31.854000,L8,,,,,,,,,,,,,,70.51,70.68,76.51,80.48,83.95,94.97,97.14,100.11,105.45,106.42,115.84,123.72,137.93,137.82,145.05,146.80,154.72,163.57,172.31,178.42,190.05,195.48,200.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.25,132.46,160.01,156.37,,,,,,,65.28,,60.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,,,,53.68,61.77,66.38,70.85,72.08,94.94,91.67,93.63,98.91,87.97,81.19,90.46,122.66,72.06,96.33,185.42,165.48,161.39,115.96,149.43,155.23,197.77,196.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28 22:13:25.971000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,91.16,69.56,83.49,81.95,103.18,110.65,117.66,127.63,134.62,140.59,135.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.24,152.78,170.43,143.52,208.19,213.29,225.58,225.75,196.86,222.91,161.58,,,,,,,213.10,216.80,196.22,,,,,,,,181.66,197.39,,,,,,,,,,,,,,,210.53,,,,,,,,,,,,,
2013-12-14 22:13:21.591000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.26,121.01,129.47,88.56,128.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.58,143.53,162.77,136.61,146.55,170.68,219.02,196.87,170.37,166.49,149.91,,,,,,,199.96,199.48,185.76,,,,,,,,174.10,188.45,,,,,,,,,,,,,,,202.32,,,,,,,,,,,,,
2013-12-30 22:13:13.343000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.42,127.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.94,147.74,161.80,138.43,146.33,170.12,173.61,171.77,170.63,168.12,155.05,,,,,,,202.22,167.03,185.33,,,,,,,,174.07,174.38,,,,,,,,,,,,,,,182.38,,,,,,,,,,,,,
2014-01-31 22:12:52.806000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75,116.24,127.01,88.19,129.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75,146.30,165.89,138.92,147.91,169.35,215.52,171.16,172.84,168.70,148.30,,,,,,,202.80,169.43,185.60,,,,,,,,178.26,190.73,,,,,,,,,,,,,,,187.78,,,,,,,,,,,,,
2014-02-16 22:12:38.819000,L8,,,,,,,,,,,,,,,,,,,,,,,69.92,91.80,89.39,98.79,106.89,123.11,99.58,113.09,114.96,104.48,135.35,172.58,135.40,159.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.59,,196.74,109.54,206.42,214.58,229.37,229.22,,,,,,,,,,228.74,,,,,,,,,,203.29,213.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:13.789000,L8,,,,,,,,,,,,,,67.38,70.14,77.76,80.90,84.67,88.00,90.72,89.40,98.87,107.69,119.03,124.98,136.95,138.46,142.73,144.65,147.03,158.72,168.98,175.18,180.53,190.39,194.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.57,,,,,,,,,,,,,,,,,,,,,202.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-05 22:11:58.702000,L8,,,,,,,,,,,,,,,,62.42,70.06,77.30,86.58,87.37,66.98,95.90,102.53,109.37,117.41,125.17,128.68,132.23,134.64,111.70,119.66,164.04,161.03,141.20,158.03,156.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.97,,,,,,248.56,179.79,190.95,169.69,183.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21 22:11:42.175000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.99,117.92,125.83,129.31,127.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.07,147.52,164.21,138.07,146.21,201.39,172.38,166.51,169.76,166.56,150.30,,,,,,,204.46,195.72,185.63,,,,,,,,174.47,194.43,,,,,,,,,,,,,,,184.69,,,,,,,,,,,,,
2014-05-07 22:11:26.052000,L8,,,,,,,,,,,,,,,,65.25,73.72,82.17,90.08,93.00,91.68,101.61,108.04,113.04,120.89,128.86,131.00,139.10,143.39,148.17,155.79,166.52,175.51,183.43,188.34,196.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26 22:11:43.162000,L8,,,,,,,,,,,,,,,,,,,66.69,62.42,57.07,82.45,79.63,85.11,91.57,92.15,105.10,95.56,93.61,105.00,114.66,122.19,132.91,135.81,145.19,144.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.90,161.84,175.78,185.50,219.66,234.01,244.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11 22:11:51.972000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.31,111.51,119.37,88.14,122.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.26,144.44,158.57,139.61,145.72,168.63,174.74,163.62,171.32,163.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.70,,,,,,,,,,,,,
2014-10-14 22:12:02.705000,L8,,,,,,,,,,,,,,60.02,66.19,72.26,77.09,80.99,164.08,181.80,142.70,172.68,117.50,122.19,125.80,132.42,134.35,137.47,142.35,146.17,157.59,164.36,173.84,181.68,196.29,202.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.68,210.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:12:00.318000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,60.11,70.79,60.04,97.28,80.57,101.20,117.01,121.72,94.47,123.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.85,144.22,157.39,142.04,148.71,172.13,183.33,173.24,177.01,168.97,152.13,,,,,,,203.84,200.05,182.23,,,,,,,,161.67,171.68,,,,,,,,,,,,,,,201.13,,,,,,,,,,,,,
2015-01-02 22:11:50.958000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,62.84,73.01,64.53,101.04,83.01,102.38,122.42,125.90,95.69,127.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.32,147.61,161.33,144.58,150.30,181.60,214.51,214.09,176.95,170.82,153.60,,,,,,,205.69,202.72,184.16,,,,,,,,168.27,186.48,,,,,,,,,,,,,,,180.26,,,,,,,,,,,,,
2015-01-18 22:11:48.696000,L8,,,,,,,,,,,,,,,,,,,,,,,,85.83,86.34,57.79,68.80,82.13,79.77,105.82,106.86,110.33,129.60,130.14,133.87,135.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.28,154.84,171.78,152.28,195.30,210.06,219.13,218.25,183.26,173.23,161.63,,,,,,,253.98,222.45,191.52,,,,,,,,181.80,194.74,,,,,,,,,,,,,,,211.34,,,,,,,,,,,,,
2015-04-24 22:11:08.401000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.11,114.44,124.80,87.00,127.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.04,146.16,165.50,141.09,147.11,168.25,170.82,170.23,173.72,166.94,151.59,,,,,,,204.90,194.52,183.41,,,,,,,,173.24,190.27,,,,,,,,,,,,,,,179.68,,,,,,,,,,,,,
2015-05-10 22:10:52.487000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.43,93.77,163.16,164.37,132.27,170.08,89.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.26,,,,,,,,,,,,,
2015-07-29 22:11:25.856000,L8,495.22,504.19,454.18,4.67,77.03,19.70,313.65,311.76,304.08,266.79,236.73,193.41,203.05,62.14,68.33,71.47,180.10,105.27,125.06,119.06,114.09,135.62,145.37,117.34,123.67,131.90,138.29,142.72,148.17,158.69,165.25,170.82,177.95,185.29,192.80,201.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21 22:11:54.068000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,64.36,76.11,71.98,100.96,81.94,102.06,123.12,127.60,120.65,126.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.34,146.87,161.06,143.93,148.19,170.74,177.71,171.59,176.75,170.97,156.28,,,,,,,203.60,197.67,181.84,,,,,,,,176.85,185.77,,,,,,,,,,,,,,,136.85,,,,,,,,,,,,,
2016-02-22 22:11:42.580000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.11,111.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.65,145.90,200.02,154.70,159.80,148.48,,,,,,,,,,,,196.31,183.27,183.61,,,,,,,,,220.46,,,,,,,,,,,,,,,173.39,,,,,,,,,,,,,
2016-03-09 22:11:40.902000,L8,,,,,,,,,,,,,231.78,131.59,162.54,157.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.19,212.47,171.64,,,,,97.83,118.34,,,,,93.89,109.62,,154.59,108.26,128.62,164.93,,,,,,,226.95,215.86,,,,159.02,151.20,152.71,,,,,,,,,,,,,,,,,,,,,,130.48,169.47,,,,,290.49,272.94,243.50,205.54,274.92,311.54,,,,,,,,,197.75,209.41,178.69,,,,,172.56,,,,,,,,,,,,,,
2016-04-26 22:11:21.230000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,65.15,81.34,80.69,101.82,95.95,109.91,124.54,129.48,131.26,132.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.84,150.13,167.54,144.37,152.23,198.62,204.24,211.05,175.61,169.98,159.39,,,,,,,212.12,217.44,186.98,,,,,,,,178.47,193.88,,,,,,,,,,,,,,,201.79,,,,,,,,,,,,,
2016-05-12 22:11:20.683000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37,81.53,80.45,100.81,98.83,109.34,123.53,128.43,129.60,133.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.56,152.07,166.72,145.56,151.87,194.48,204.13,171.58,174.65,169.73,157.99,,,,,,,211.46,213.69,185.96,,,,,,,,178.79,195.97,,,,,,,,,,,,,,,183.17,,,,,,,,,,,,,
2016-06-13 22:11:30.674000,L8,,,,,,,,,,,,,,,,,68.07,84.64,90.95,90.05,92.73,98.31,83.99,82.87,81.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.23,141.58,191.90,231.68,237.55,243.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:11:53.694000,L8,,,,,,,,,,,,,,85.45,176.09,175.35,120.23,,68.99,67.17,73.44,102.81,81.28,84.18,93.45,96.34,103.75,134.45,107.01,114.27,126.10,147.59,150.35,151.36,166.37,175.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.81,165.73,195.28,199.85,225.70,131.50,,,,49.97,169.01,137.64,127.49,,112.16,74.70,,,,167.80,77.47,,,,,,,,,,,,,,,,,,,,,199.03,188.59,197.28,199.93,,,,,,,,,,,,,,,,,,,,,,201.81,219.41,,,,,,,,,,,,,,,,,,241.35,,,,,,,,,,,,
2016-11-04 22:12:09.415000,L8,,,,,,,,,269.47,,,,,71.38,72.94,78.80,84.92,82.86,93.79,90.17,73.73,82.21,90.64,119.37,113.09,123.56,129.80,108.63,177.44,159.76,163.70,161.82,173.52,160.39,176.15,201.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.12,198.83,222.69,,,,,,,,,,,237.43,,,,,,,,,,,,,,,,,,,,,,
2016-11-20 22:12:09.409000,L8,,,,,,,,,,,,,,71.40,74.90,81.94,88.32,94.84,96.43,98.90,110.45,115.41,110.72,127.20,123.35,126.22,132.76,152.00,155.00,162.01,169.64,173.64,178.49,187.92,195.62,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.71,124.38,121.76,,,128.65,48.63,,,,56.49,,,,62.91,66.27,,,,,,,,,,,87.12,83.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22 22:12:03.110000,L8,,,,,,,,,,,,,,57.14,65.01,71.80,74.25,81.93,86.38,92.56,92.78,103.29,108.61,115.07,121.54,126.57,132.60,137.42,140.90,145.62,156.11,163.97,165.34,178.35,190.04,194.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
